unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,vehicle_type,taxi_company_borough,due_date
59438440,2023-09-29T15:00:15.000,2023-10-16T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Basin/Sink,Apartment,11206,601 MARCY AVENUE,MARCY AVENUE,VERNON AVENUE,WILLOUGHBY AVENUE,VERNON AVENUE,WILLOUGHBY AVENUE,ADDRESS,BROOKLYN,MARCY AVENUE,Closed,,2023-10-16T00:00:00.000,03 BROOKLYN,BROOKLYN,998393,192263,PHONE,Unspecified,BROOKLYN,40.694382993483686,-73.94899824340898,"{'latitude': '40.694382993483686', 'longitude': '-73.94899824340898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3017590005,,,,,
58957322,2023-09-29T15:00:05.000,2023-10-02T15:41:39.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11369,32-85 92 STREET,92 STREET,32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,ADDRESS,EAST ELMHURST,92 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T15:53:49.000,03 QUEENS,QUEENS,1018561,215121,ONLINE,Unspecified,QUEENS,40.75706737288037,-73.87615297070924,"{'latitude': '40.75706737288037', 'longitude': '-73.87615297070924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58963378,2023-09-29T15:00:05.000,2023-09-30T21:17:10.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,11203,48 EAST   57 STREET,EAST   57 STREET,LENOX ROAD,LINDEN BOULEVARD,LENOX ROAD,LINDEN BOULEVARD,ADDRESS,BROOKLYN,EAST   57 STREET,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-30T21:17:14.000,17 BROOKLYN,BROOKLYN,1005351,177945,PHONE,Unspecified,BROOKLYN,40.65506946638932,-73.9239514990917,"{'latitude': '40.65506946638932', 'longitude': '-73.9239514990917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59444936,2023-09-29T15:00:01.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11209,7901 4 AVENUE,4 AVENUE,79 STREET,80 STREET,79 STREET,80 STREET,ADDRESS,BROOKLYN,4 AVENUE,Closed,,2023-10-03T00:00:00.000,10 BROOKLYN,BROOKLYN,976950,168005,PHONE,Unspecified,BROOKLYN,40.62780843175836,-74.02629862257068,"{'latitude': '40.62780843175836', 'longitude': '-74.02629862257068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3059800001,,,,,
58956215,2023-09-29T14:59:58.000,2023-09-29T21:41:17.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11428,209-01 JAMAICA AVENUE,JAMAICA AVENUE,209 STREET,210 STREET,209 STREET,210 STREET,ADDRESS,QUEENS VILLAGE,JAMAICA AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T21:41:22.000,13 QUEENS,QUEENS,1053222,199751,PHONE,Unspecified,QUEENS,40.71467824434192,-73.75120067917915,"{'latitude': '40.71467824434192', 'longitude': '-73.75120067917915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4105420001,,,,,
59446034,2023-09-29T14:59:58.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11209,7901 4 AVENUE,4 AVENUE,79 STREET,80 STREET,79 STREET,80 STREET,ADDRESS,BROOKLYN,4 AVENUE,Closed,,2023-10-03T00:00:00.000,10 BROOKLYN,BROOKLYN,976950,168005,PHONE,Unspecified,BROOKLYN,40.62780843175836,-74.02629862257068,"{'latitude': '40.62780843175836', 'longitude': '-74.02629862257068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3059800001,,,,,
59456581,2023-09-29T14:59:56.000,,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,11222,117 DIAMOND STREET,DIAMOND STREET,NASSAU AVENUE,NORMAN AVENUE,NASSAU AVENUE,NORMAN AVENUE,ADDRESS,BROOKLYN,DIAMOND STREET,In Progress,,,01 BROOKLYN,BROOKLYN,998863,203905,ONLINE,Unspecified,BROOKLYN,40.726336750311354,-73.9472780860094,"{'latitude': '40.726336750311354', 'longitude': '-73.9472780860094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59435516,2023-09-29T14:59:34.000,2023-09-30T17:55:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11358,27-42 167 STREET,167 STREET,27 AVENUE,29 AVENUE,27 AVENUE,29 AVENUE,ADDRESS,FLUSHING,167 STREET,Closed,,2023-09-30T17:55:00.000,07 QUEENS,QUEENS,1040267,220413,ONLINE,Unspecified,QUEENS,40.77148163329735,-73.79776035426941,"{'latitude': '40.77148163329735', 'longitude': '-73.79776035426941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4049180024,,,,,
59445743,2023-09-29T14:59:24.000,2023-09-29T18:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,10302,28 TREADWELL AVENUE,TREADWELL AVENUE,RICHMOND TERRACE,STATEN ISLAND RAILWAY LINE,RICHMOND TERRACE,STATEN ISLAND RAILWAY LINE,ADDRESS,STATEN ISLAND,TREADWELL AVENUE,Closed,,2023-09-29T18:30:00.000,01 STATEN ISLAND,STATEN ISLAND,946030,172213,PHONE,Unspecified,STATEN ISLAND,40.63927904476239,-74.13771322392358,"{'latitude': '40.63927904476239', 'longitude': '-74.13771322392358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5010860080,,,,,
59452475,2023-09-29T14:59:16.000,2023-09-29T22:55:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11230,1312 EAST   10 STREET,EAST   10 STREET,AVENUE M,RODER AVENUE,AVENUE M,RODER AVENUE,ADDRESS,BROOKLYN,EAST   10 STREET,Closed,,2023-09-29T22:55:00.000,12 BROOKLYN,BROOKLYN,994034,164120,PHONE,Unspecified,BROOKLYN,40.617142523930944,-73.9647582722686,"{'latitude': '40.617142523930944', 'longitude': '-73.9647582722686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3065720011,,,,,
58965260,2023-09-29T14:59:00.000,2023-09-30T01:55:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11414,158-43 80 STREET,80 STREET,158 AVE,159 AVE,,,ADDRESS,HOWARD BEACH,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T01:55:00.000,10 QUEENS,QUEENS,1025217,179161,PHONE,Unspecified,QUEENS,40.6583374920788,-73.8523466829019,"{'latitude': '40.6583374920788', 'longitude': '-73.8523466829019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4139790044,,,,,
58965144,2023-09-29T14:59:00.000,2023-09-29T17:20:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10314,15 WHEELER AVENUE,WHEELER AVENUE,VICTORY BLVD,PURDY AVE,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Environmental Protection inspected your complaint and determined that the catch basin is now functioning properly.  If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-29T17:20:00.000,01 STATEN ISLAND,STATEN ISLAND,947811,162239,ONLINE,Unspecified,STATEN ISLAND,40.611910044273735,-74.1312421409431,"{'latitude': '40.611910044273735', 'longitude': '-74.1312421409431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5007230001,,,,,
58959222,2023-09-29T14:59:00.000,2023-09-30T12:20:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,10463,3820 SEDGWICK AVENUE,SEDGWICK AVENUE,W 238 ST,STEVENSON PL,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,2023-09-30T12:20:00.000,08 BRONX,BRONX,1012962,260630,ONLINE,Unspecified,BRONX,40.88199659918503,-73.89616807041642,"{'latitude': '40.88199659918503', 'longitude': '-73.89616807041642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032460050,,,,,
58965406,2023-09-29T14:59:00.000,2023-10-01T16:50:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11237,476 JEFFERSON STREET,JEFFERSON STREET,SCOTT AVE,CYPRESS AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-10-01T16:50:00.000,04 BROOKLYN,BROOKLYN,1005911,197483,ONLINE,Unspecified,BROOKLYN,40.70869545749204,-73.92187044219384,"{'latitude': '40.70869545749204', 'longitude': '-73.92187044219384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3031780020,,,,,
58962111,2023-09-29T14:59:00.000,2023-09-30T03:25:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11211,101 DEVOE STREET,DEVOE STREET,LEONARD ST,MANHATTAN AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T03:25:00.000,01 BROOKLYN,BROOKLYN,998996,199251,ONLINE,Unspecified,BROOKLYN,40.71356242295292,-73.9468084344346,"{'latitude': '40.71356242295292', 'longitude': '-73.9468084344346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3027630036,,,,,
59453306,2023-09-29T14:59:00.000,2023-10-20T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,10453,1695 GRAND AVENUE,GRAND AVENUE,WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,ADDRESS,BRONX,GRAND AVENUE,Closed,,2023-10-20T00:00:00.000,05 BRONX,BRONX,1008011,248390,PHONE,Unspecified,BRONX,40.84841624607351,-73.91411588203465,"{'latitude': '40.84841624607351', 'longitude': '-73.91411588203465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58957468,2023-09-29T14:59:00.000,2023-09-30T09:20:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11216,1334 DEAN STREET,DEAN STREET,NEW YORK AVE,BROOKLYN AVE,,,ADDRESS,BROOKLYN,,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-30T09:20:00.000,08 BROOKLYN,BROOKLYN,999511,185785,ONLINE,Unspecified,BROOKLYN,40.67660051097955,-73.94498124306344,"{'latitude': '40.67660051097955', 'longitude': '-73.94498124306344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3012140038,,,,,
58966673,2023-09-29T14:59:00.000,2023-10-06T08:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11222,165 MESEROLE AVENUE,MESEROLE AVENUE,MCGUINNESS BLVD,NEWEL ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-06T08:30:00.000,01 BROOKLYN,BROOKLYN,998156,204530,ONLINE,Unspecified,BROOKLYN,40.72805336250313,-73.94982756329773,"{'latitude': '40.72805336250313', 'longitude': '-73.94982756329773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,
58963636,2023-09-29T14:59:00.000,2023-09-30T10:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11369,25-57 89 STREET,89 STREET,25 AVE,30 AVE,,,ADDRESS,EAST ELMHURST,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T10:30:00.000,03 QUEENS,QUEENS,1017498,217086,PHONE,Unspecified,QUEENS,40.762464850530556,-73.8799801920183,"{'latitude': '40.762464850530556', 'longitude': '-73.8799801920183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4013630037,,,,,
58965332,2023-09-29T14:59:00.000,2023-09-29T15:10:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11422,259-39 147 DRIVE,147 DRIVE,259 ST,FRANCIS LEWIS BLVD,,,ADDRESS,ROSEDALE,,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-29T15:10:00.000,13 QUEENS,QUEENS,1059636,178268,PHONE,Unspecified,QUEENS,40.65566027791612,-73.72830427309495,"{'latitude': '40.65566027791612', 'longitude': '-73.72830427309495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4136830019,,,,,
58959078,2023-09-29T14:59:00.000,2023-09-29T22:23:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11223,1717 WEST   11 STREET,WEST   11 STREET,QUENTIN RD,HIGHLAWN AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T22:23:00.000,11 BROOKLYN,BROOKLYN,988731,159608,PHONE,Unspecified,BROOKLYN,40.60476228089021,-73.98386254137256,"{'latitude': '40.60476228089021', 'longitude': '-73.98386254137256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3066460086,,,,,
58961974,2023-09-29T14:59:00.000,2023-09-29T20:10:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,11413,145-84 224 STREET,224 STREET,145 RD,146 AVE,,,ADDRESS,SPRINGFIELD GARDENS,,Closed,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-29T20:10:00.000,13 QUEENS,QUEENS,1051880,180203,PHONE,Unspecified,QUEENS,40.66103403989733,-73.75623780949961,"{'latitude': '40.66103403989733', 'longitude': '-73.75623780949961', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4134710067,,,,,
58963635,2023-09-29T14:59:00.000,2023-09-30T09:05:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11413,224-16 145 ROAD,145 ROAD,224 ST,225 ST,,,ADDRESS,SPRINGFIELD GARDENS,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-30T09:05:00.000,13 QUEENS,QUEENS,1052168,180638,PHONE,Unspecified,QUEENS,40.662225809754425,-73.75519538037601,"{'latitude': '40.662225809754425', 'longitude': '-73.75519538037601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4134720037,,,,,
59435273,2023-09-29T14:58:52.000,2023-09-29T22:23:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11223,1717 WEST   11 STREET,WEST   11 STREET,QUENTIN ROAD,HIGHLAWN AVENUE,QUENTIN ROAD,HIGHLAWN AVENUE,ADDRESS,BROOKLYN,WEST   11 STREET,Closed,,2023-09-29T22:23:00.000,11 BROOKLYN,BROOKLYN,988731,159608,PHONE,Unspecified,BROOKLYN,40.60476228089021,-73.98386254137256,"{'latitude': '40.60476228089021', 'longitude': '-73.98386254137256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59452642,2023-09-29T14:58:45.000,2023-09-30T09:20:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11216,1334 DEAN STREET,DEAN STREET,NEW YORK AVENUE,BROOKLYN AVENUE,NEW YORK AVENUE,BROOKLYN AVENUE,ADDRESS,BROOKLYN,DEAN STREET,Closed,,2023-09-30T09:20:00.000,08 BROOKLYN,BROOKLYN,999511,185785,ONLINE,Unspecified,BROOKLYN,40.67660051097955,-73.94498124306344,"{'latitude': '40.67660051097955', 'longitude': '-73.94498124306344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3012140038,,,,,
59442004,2023-09-29T14:58:42.000,2023-09-30T01:55:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11414,158-43 80 STREET,80 STREET,158 AVENUE,159 AVENUE,158 AVENUE,159 AVENUE,ADDRESS,HOWARD BEACH,80 STREET,Closed,,2023-09-30T01:55:00.000,10 QUEENS,QUEENS,1025217,179161,PHONE,Unspecified,QUEENS,40.6583374920788,-73.8523466829019,"{'latitude': '40.6583374920788', 'longitude': '-73.8523466829019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59435348,2023-09-29T14:58:39.000,2023-09-30T09:05:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11413,224-16 145 ROAD,145 ROAD,224 STREET,225 STREET,224 STREET,225 STREET,ADDRESS,SPRINGFIELD GARDENS,145 ROAD,Closed,,2023-09-30T09:05:00.000,13 QUEENS,QUEENS,1052168,180638,PHONE,Unspecified,QUEENS,40.662225809754425,-73.75519538037601,"{'latitude': '40.662225809754425', 'longitude': '-73.75519538037601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4134720037,,,,,
59455905,2023-09-29T14:58:29.000,2023-09-30T10:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11369,25-57 89 STREET,89 STREET,25 AVENUE,30 AVENUE,25 AVENUE,30 AVENUE,ADDRESS,EAST ELMHURST,89 STREET,Closed,,2023-09-30T10:30:00.000,03 QUEENS,QUEENS,1017498,217086,PHONE,Unspecified,QUEENS,40.762464850530556,-73.8799801920183,"{'latitude': '40.762464850530556', 'longitude': '-73.8799801920183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4013630037,,,,,
58958349,2023-09-29T14:58:25.000,2023-10-04T14:54:25.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11207,209 JAMAICA AVENUE,JAMAICA AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,05 BROOKLYN,BROOKLYN,1013910,187121,PHONE,Unspecified,BROOKLYN,40.68023099209634,-73.8930643164178,"{'latitude': '40.68023099209634', 'longitude': '-73.8930643164178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3038960044,,,,,
58962675,2023-09-29T14:58:25.000,2023-10-12T13:33:04.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,RESIDENTIAL BUILDING,11207,209 JAMAICA AVENUE,JAMAICA AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-12T00:00:00.000,05 BROOKLYN,BROOKLYN,1013910,187121,PHONE,Unspecified,BROOKLYN,40.68023099209634,-73.8930643164178,"{'latitude': '40.68023099209634', 'longitude': '-73.8930643164178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3038960044,,,,,
58964274,2023-09-29T14:58:25.000,2023-10-12T13:33:03.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11207,209 JAMAICA AVENUE,JAMAICA AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-12T00:00:00.000,05 BROOKLYN,BROOKLYN,1013910,187121,PHONE,Unspecified,BROOKLYN,40.68023099209634,-73.8930643164178,"{'latitude': '40.68023099209634', 'longitude': '-73.8930643164178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3038960044,,,,,
58958533,2023-09-29T14:58:24.000,2023-10-30T14:35:19.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11207,209 JAMAICA AVENUE,JAMAICA AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-30T00:00:00.000,05 BROOKLYN,BROOKLYN,1013910,187121,PHONE,Unspecified,BROOKLYN,40.68023099209634,-73.8930643164178,"{'latitude': '40.68023099209634', 'longitude': '-73.8930643164178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3038960044,,,,,
58964849,2023-09-29T14:58:13.000,2023-09-29T14:58:13.000,DOHMH,Department of Health and Mental Hygiene,Standing Water,Building Foundation,Other,10014,2 CHARLTON STREET,CHARLTON STREET,AVENUE OF THE AMERICAS,VARICK STREET,AVENUE OF THE AMERICAS,VARICK STREET,ADDRESS,NEW YORK,CHARLTON STREET,Closed,An inspection of the property was conducted and no violations were found.,2023-09-29T14:58:13.000,02 MANHATTAN,MANHATTAN,983207,204135,ONLINE,Unspecified,MANHATTAN,40.7269800530374,-74.00376305233803,"{'latitude': '40.7269800530374', 'longitude': '-74.00376305233803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1005060027,,,,,
58966983,2023-09-29T14:58:12.000,2023-10-19T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10009,38 AVENUE B,AVENUE B,,,,,ADDRESS,NEW YORK,,Closed,The City has removed the graffiti from this property.,2023-10-20T06:45:45.000,03 MANHATTAN,MANHATTAN,988988,202601,UNKNOWN,Unspecified,MANHATTAN,40.72276838798646,-73.98290679257309,"{'latitude': '40.72276838798646', 'longitude': '-73.98290679257309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1003990038,N/A,,,,2023-10-29T14:58:12.000
58961636,2023-09-29T14:58:05.000,2023-10-03T19:12:13.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11218,501 CORTELYOU ROAD,CORTELYOU ROAD,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,12 BROOKLYN,BROOKLYN,991355,171864,ONLINE,Unspecified,BROOKLYN,40.63840072680314,-73.97439981192645,"{'latitude': '40.63840072680314', 'longitude': '-73.97439981192645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3053740056,,,,,
59460439,2023-09-29T14:58:04.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Window Pane,Apartment,11207,49 MILLER AVENUE,MILLER AVENUE,SUNNYSIDE AVENUE,JAMAICA AVENUE,SUNNYSIDE AVENUE,JAMAICA AVENUE,ADDRESS,BROOKLYN,MILLER AVENUE,Closed,,2023-10-12T00:00:00.000,05 BROOKLYN,BROOKLYN,1013829,187180,PHONE,Unspecified,BROOKLYN,40.68039320462723,-73.89335609324715,"{'latitude': '40.68039320462723', 'longitude': '-73.89335609324715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59446793,2023-09-29T14:58:04.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,General,Bell/Buzzer/Intercom,Apartment,11207,49 MILLER AVENUE,MILLER AVENUE,SUNNYSIDE AVENUE,JAMAICA AVENUE,SUNNYSIDE AVENUE,JAMAICA AVENUE,ADDRESS,BROOKLYN,MILLER AVENUE,Closed,,2023-10-12T00:00:00.000,05 BROOKLYN,BROOKLYN,1013829,187180,PHONE,Unspecified,BROOKLYN,40.68039320462723,-73.89335609324715,"{'latitude': '40.68039320462723', 'longitude': '-73.89335609324715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59438950,2023-09-29T14:58:03.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,11207,49 MILLER AVENUE,MILLER AVENUE,SUNNYSIDE AVENUE,JAMAICA AVENUE,SUNNYSIDE AVENUE,JAMAICA AVENUE,ADDRESS,BROOKLYN,MILLER AVENUE,Closed,,2023-10-04T00:00:00.000,05 BROOKLYN,BROOKLYN,1013829,187180,PHONE,Unspecified,BROOKLYN,40.68039320462723,-73.89335609324715,"{'latitude': '40.68039320462723', 'longitude': '-73.89335609324715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58964565,2023-09-29T14:58:00.000,2023-10-04T15:43:36.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10474,1220 GILBERT PLACE,GILBERT PLACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,02 BRONX,BRONX,1015303,237271,PHONE,Unspecified,BRONX,40.81787518411541,-73.88781045110659,"{'latitude': '40.81787518411541', 'longitude': '-73.88781045110659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2027620018,,,,,
58965613,2023-09-29T14:58:00.000,2023-09-29T18:31:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11230,,,,,EAST 15 STREET,AVENUE M,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T18:31:00.000,14 BROOKLYN,BROOKLYN,995343,164437,UNKNOWN,Unspecified,BROOKLYN,40.61801108088083,-73.96004276618872,"{'latitude': '40.61801108088083', 'longitude': '-73.96004276618872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,
58961893,2023-09-29T14:58:00.000,2023-10-02T13:39:22.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,10309,42 ASHLEY LANE,ASHLEY LANE,SANDYWOOD LANE,SANDYWOOD LANE,SANDYWOOD LANE,SANDYWOOD LANE,ADDRESS,STATEN ISLAND,ASHLEY LANE,Closed,The Department of Sanitation collected the requested items.,2023-10-02T06:13:42.000,03 STATEN ISLAND,STATEN ISLAND,923726,138522,ONLINE,Unspecified,STATEN ISLAND,40.54667998193505,-74.21777629663993,"{'latitude': '40.54667998193505', 'longitude': '-74.21777629663993', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
