unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58942735,2023-09-27T13:31:06.000,2023-10-03T07:52:05.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10458,2706 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,07 BRONX,BRONX,1014384,254766,PHONE,Unspecified,BRONX,40.86589699426576,-73.89105203598722,"{'latitude': '40.86589699426576', 'longitude': '-73.89105203598722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032870043,,,,,,,
58936005,2023-09-27T13:31:00.000,2023-10-20T13:07:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11356,,,,,POPPENHUSEN AVENUE,119 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-20T13:07:00.000,07 QUEENS,QUEENS,1025580,227807,UNKNOWN,Unspecified,QUEENS,40.79185704175886,-73.85073960891489,"{'latitude': '40.79185704175886', 'longitude': '-73.85073960891489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58936028,2023-09-27T13:30:46.000,2023-09-27T13:50:18.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11103,38-18 ASTORIA BOULEVARD SOUTH,ASTORIA BOULEVARD SOUTH,38 STREET,STEINWAY STREET,38 STREET,STEINWAY STREET,ADDRESS,ASTORIA,ASTORIA BOULEVARD SOUTH,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T13:50:21.000,01 QUEENS,QUEENS,1008718,219441,ONLINE,Unspecified,QUEENS,40.76895737208964,-73.91166594898357,"{'latitude': '40.76895737208964', 'longitude': '-73.91166594898357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58943319,2023-09-27T13:30:43.000,2023-10-29T00:02:19.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Electronics Store,Business,11373,88-01 QUEENS BOULEVARD,QUEENS BOULEVARD,55 ROAD,56 AVENUE,55 ROAD,56 AVENUE,ADDRESS,ELMHURST,QUEENS BOULEVARD,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-29T00:02:25.000,04 QUEENS,QUEENS,1018813,207136,PHONE,Unspecified,QUEENS,40.735149591323975,-73.87528440236768,"{'latitude': '40.735149591323975', 'longitude': '-73.87528440236768', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939187,2023-09-27T13:30:38.000,2023-10-04T10:41:27.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11372,37-57 85 STREET,85 STREET,37 AVENUE,FORLEY STREET,37 AVENUE,FORLEY STREET,ADDRESS,JACKSON HEIGHTS,85 STREET,Closed,"The Department of Transportation is unable to schedule a sidewalk dismissal inspection because there is no record of a permit to make a sidewalk repair. Owner must obtain a permit of record. Once a permit is obtained, the owner must call 3-1-1 to make another request for sidewalk dismissal - work done by owner.",2023-10-04T10:41:35.000,03 QUEENS,QUEENS,1017140,212136,ONLINE,Unspecified,QUEENS,40.74887971221766,-73.88129672540231,"{'latitude': '40.74887971221766', 'longitude': '-73.88129672540231', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940999,2023-09-27T13:30:26.000,2023-11-03T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10312,23 KINGDOM AVENUE,KINGDOM AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-03T00:00:00.000,03 STATEN ISLAND,STATEN ISLAND,931480,133224,UNKNOWN,Unspecified,STATEN ISLAND,40.53218752453397,-74.18983478393771,"{'latitude': '40.53218752453397', 'longitude': '-74.18983478393771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5065700019,,,,,,,
58936777,2023-09-27T13:30:25.000,2023-10-02T12:13:30.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11208,CRESCENT STREET,CRESCENT STREET,CRESCENT STREET,FLATLANDS AVENUE,CRESCENT STREET,FLATLANDS AVENUE,INTERSECTION,,,Closed,The Department of Sanitation cleaned the location.,2023-10-02T05:05:11.000,05 BROOKLYN,BROOKLYN,1021493,179999,PHONE,Unspecified,BROOKLYN,40.6606540612331,-73.8657640783001,"{'latitude': '40.6606540612331', 'longitude': '-73.8657640783001', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58945180,2023-09-27T13:30:21.000,2023-10-02T09:25:29.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10011,259 WEST   18 STREET,WEST   18 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,04 MANHATTAN,MANHATTAN,984400,209512,PHONE,Unspecified,MANHATTAN,40.74173865406108,-73.99945869330149,"{'latitude': '40.74173865406108', 'longitude': '-73.99945869330149', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1007680005,,,,,,,
58942845,2023-09-27T13:30:13.000,2023-09-27T13:54:56.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11435,145-14 SHORE AVENUE,SHORE AVENUE,INWOOD STREET,PRINCETON STREET,INWOOD STREET,PRINCETON STREET,ADDRESS,JAMAICA,SHORE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T13:55:01.000,12 QUEENS,QUEENS,1038652,191082,PHONE,Unspecified,QUEENS,40.69098552198118,-73.80382815904346,"{'latitude': '40.69098552198118', 'longitude': '-73.80382815904346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4100810012,,,,,,,
58937774,2023-09-27T13:30:06.000,2023-10-04T13:48:41.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11210,135 AMERSFORT PLACE,AMERSFORT PLACE,EAST 27 STREET,CAMPUS ROAD,EAST   27 STREET,CAMPUS ROAD,ADDRESS,BROOKLYN,AMERSFORT PLACE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-27T13:30:06.000,14 BROOKLYN,BROOKLYN,998038,169869,MOBILE,Unspecified,BROOKLYN,40.63291699504363,-73.9503242220154,"{'latitude': '40.63291699504363', 'longitude': '-73.9503242220154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3075560018,,,,,,,
58966389,2023-09-27T13:30:06.000,2023-10-02T12:37:16.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11415,82-10 BEVERLY ROAD,BEVERLY ROAD,ONSLOW PLACE,AUDLEY STREET,ONSLOW PLACE,AUDLEY STREET,ADDRESS,KEW GARDENS,BEVERLY ROAD,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-10-02T12:37:20.000,09 QUEENS,QUEENS,1030348,197909,UNKNOWN,Unspecified,QUEENS,40.709771154605846,-73.83372530527427,"{'latitude': '40.709771154605846', 'longitude': '-73.83372530527427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935903,2023-09-27T13:30:06.000,2023-10-04T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11233,142 SOMERS STREET,SOMERS STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-04T00:00:00.000,16 BROOKLYN,BROOKLYN,1010425,186808,UNKNOWN,Unspecified,BROOKLYN,40.67938286980543,-73.90563028433266,"{'latitude': '40.67938286980543', 'longitude': '-73.90563028433266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3015440009,,,,,,,
58938532,2023-09-27T13:30:00.000,2023-10-10T11:33:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11357,,,,,154 STREET,23 AVENUE,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-10T11:33:00.000,07 QUEENS,QUEENS,1037088,222590,UNKNOWN,Unspecified,QUEENS,40.77747648665881,-73.80922042633567,"{'latitude': '40.77747648665881', 'longitude': '-73.80922042633567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58936230,2023-09-27T13:29:48.000,2023-09-27T15:05:35.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11208,765 LINCOLN AVENUE,LINCOLN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-27T00:00:00.000,05 BROOKLYN,BROOKLYN,1021474,183447,PHONE,Unspecified,BROOKLYN,40.67011812462209,-73.86581352291451,"{'latitude': '40.67011812462209', 'longitude': '-73.86581352291451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3042719001,,,,,,,
58941796,2023-09-27T13:29:32.000,2023-09-27T15:08:23.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,10463,66 VAN CORTLANDT PARK SOUTH,VAN CORTLANDT PARK SOUTH,DICKINSON AVENUE,SAXON AVENUE,DICKINSON AVENUE,SAXON AVENUE,ADDRESS,BRONX,VAN CORTLANDT PARK SOUTH,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T15:08:21.000,08 BRONX,BRONX,1015134,261505,ONLINE,Unspecified,BRONX,40.88439086548278,-73.88830938565172,"{'latitude': '40.88439086548278', 'longitude': '-73.88830938565172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942424,2023-09-27T13:29:01.000,2023-09-27T14:14:30.000,NYPD,New York City Police Department,Panhandling,N/A,Street/Sidewalk,10022,635 5 AVENUE,5 AVENUE,EAST   50 STREET,EAST   51 STREET,EAST   50 STREET,EAST   51 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T14:14:33.000,05 MANHATTAN,MANHATTAN,990661,215799,MOBILE,Unspecified,MANHATTAN,40.75899255869316,-73.97685855853504,"{'latitude': '40.75899255869316', 'longitude': '-73.97685855853504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942143,2023-09-27T13:29:00.000,2023-09-27T13:29:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11209,7025 3 AVENUE,3 AVENUE,OVINGTON AVE,71 ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-27T13:29:00.000,10 BROOKLYN,BROOKLYN,976860,170368,PHONE,Unspecified,BROOKLYN,40.63429429235923,-74.02662543964361,"{'latitude': '40.63429429235923', 'longitude': '-74.02662543964361', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3058910011,,,,,,,
58937925,2023-09-27T13:28:57.000,,DOHMH,Department of Health and Mental Hygiene,Day Care,Day Care Facility,Private House,10469,2515 COLDEN AVENUE,COLDEN AVENUE,MACE AVENUE,ALLERTON AVENUE,MACE AVENUE,ALLERTON AVENUE,ADDRESS,BRONX,COLDEN AVENUE,In Progress,,,11 BRONX,BRONX,1023061,253927,ONLINE,Unspecified,BRONX,40.86356031135263,-73.85968568468512,"{'latitude': '40.86356031135263', 'longitude': '-73.85968568468512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2044460067,,,,,,,
58935932,2023-09-27T13:28:47.000,2023-09-27T15:39:08.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11201,242 PACIFIC STREET,PACIFIC STREET,BOERUM PLACE,SMITH STREET,BOERUM PLACE,SMITH STREET,ADDRESS,BROOKLYN,PACIFIC STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T15:39:12.000,02 BROOKLYN,BROOKLYN,986797,190099,PHONE,Unspecified,BROOKLYN,40.68845424707796,-73.99081595723408,"{'latitude': '40.68845424707796', 'longitude': '-73.99081595723408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935930,2023-09-27T13:28:43.000,2023-09-27T14:12:06.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11226,121 EAST   32 STREET,EAST   32 STREET,SNYDER AVENUE,TILDEN AVENUE,SNYDER AVENUE,TILDEN AVENUE,ADDRESS,BROOKLYN,EAST   32 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T14:12:12.000,17 BROOKLYN,BROOKLYN,998866,175325,PHONE,Unspecified,BROOKLYN,40.6478912162857,-73.94732926256387,"{'latitude': '40.6478912162857', 'longitude': '-73.94732926256387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58944826,2023-09-27T13:28:39.000,2023-09-27T16:57:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11691,1074 BEACH   22 STREET,BEACH   22 STREET,LORETTA ROAD,MOTT AVENUE,LORETTA ROAD,MOTT AVENUE,ADDRESS,FAR ROCKAWAY,BEACH   22 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T16:57:35.000,14 QUEENS,QUEENS,1052354,159414,PHONE,Unspecified,QUEENS,40.60396923109969,-73.75473915253711,"{'latitude': '40.60396923109969', 'longitude': '-73.75473915253711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4157050140,,,,,,,
58944276,2023-09-27T13:28:33.000,2023-10-04T15:53:32.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11375,102-36 63 ROAD,63 ROAD,102 STREET,APEX PLACE,102 STREET,APEX PLACE,ADDRESS,FOREST HILLS,63 ROAD,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-04T15:53:36.000,06 QUEENS,QUEENS,1024933,206491,PHONE,Unspecified,QUEENS,40.733353194457784,-73.85320520401281,"{'latitude': '40.733353194457784', 'longitude': '-73.85320520401281', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4021250077,,,,,,,
58939142,2023-09-27T13:28:33.000,2023-09-27T15:01:43.000,NYPD,New York City Police Department,Animal-Abuse,Tortured,Residential Building/House,11238,378 ADELPHI STREET,ADELPHI STREET,LAFAYETTE AVENUE,GREENE AVENUE,LAFAYETTE AVENUE,GREENE AVENUE,ADDRESS,BROOKLYN,ADELPHI STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T15:01:48.000,02 BROOKLYN,BROOKLYN,992419,189384,PHONE,Unspecified,BROOKLYN,40.68648833274721,-73.9705448626842,"{'latitude': '40.68648833274721', 'longitude': '-73.9705448626842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58941137,2023-09-27T13:28:30.000,2023-09-27T14:21:53.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11374,62-98 WOODHAVEN BOULEVARD,WOODHAVEN BOULEVARD,62 DRIVE,63 AVENUE,62 DRIVE,63 AVENUE,ADDRESS,REGO PARK,WOODHAVEN BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T14:21:57.000,05 QUEENS,QUEENS,1020455,203282,ONLINE,Unspecified,QUEENS,40.72456474657335,-73.86938022759594,"{'latitude': '40.72456474657335', 'longitude': '-73.86938022759594', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4029777501,,,,,,,
58935925,2023-09-27T13:28:24.000,2023-09-27T18:18:53.000,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,N/A,Street/Sidewalk,11201,200 SCHERMERHORN STREET,SCHERMERHORN STREET,HOYT STREET,BOND STREET,HOYT STREET,BOND STREET,ADDRESS,BROOKLYN,SCHERMERHORN STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T18:18:57.000,02 BROOKLYN,BROOKLYN,988223,190233,ONLINE,Unspecified,BROOKLYN,40.688821521050095,-73.98567396820371,"{'latitude': '40.688821521050095', 'longitude': '-73.98567396820371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3001710001,,,,,,,
58936747,2023-09-27T13:28:08.000,2023-09-27T13:30:37.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10011,509 6 AVENUE,6 AVENUE,WEST 13 STREET,WEST 14 STREET,WEST   13 STREET,WEST   14 STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,Closed,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",2023-09-27T13:30:37.000,02 MANHATTAN,MANHATTAN,985015,207722,MOBILE,Unspecified,MANHATTAN,40.736825516433484,-73.99723953940034,"{'latitude': '40.736825516433484', 'longitude': '-73.99723953940034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1006090047,,,,,,,
59000715,2023-09-27T13:28:07.000,2023-10-18T15:38:34.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,Park,10025,905 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  104 STREET,WEST  105 STREET,WEST  104 STREET,WEST  105 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-18T15:38:37.000,07 MANHATTAN,MANHATTAN,993524,230497,PHONE,Unspecified,MANHATTAN,40.799332142780514,-73.96650385501749,"{'latitude': '40.799332142780514', 'longitude': '-73.96650385501749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018590001,,,,,,,
58944766,2023-09-27T13:28:04.000,2023-09-27T15:04:48.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11361,33-55 BELL BOULEVARD,BELL BOULEVARD,33 ROAD,34 ROAD,33 ROAD,34 ROAD,ADDRESS,BAYSIDE,BELL BOULEVARD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T15:04:53.000,11 QUEENS,QUEENS,1046805,220146,PHONE,Unspecified,QUEENS,40.770704941975616,-73.77415862560785,"{'latitude': '40.770704941975616', 'longitude': '-73.77415862560785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58941461,2023-09-27T13:27:44.000,2023-10-16T13:56:02.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11212,1124 WINTHROP STREET,WINTHROP STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-16T00:00:00.000,17 BROOKLYN,BROOKLYN,1005723,180581,ONLINE,Unspecified,BROOKLYN,40.66230380981902,-73.92260240900345,"{'latitude': '40.66230380981902', 'longitude': '-73.92260240900345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3046320001,,,,,,,
58937523,2023-09-27T13:27:44.000,2023-10-16T13:56:02.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11212,1124 WINTHROP STREET,WINTHROP STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-16T00:00:00.000,17 BROOKLYN,BROOKLYN,1005723,180581,ONLINE,Unspecified,BROOKLYN,40.66230380981902,-73.92260240900345,"{'latitude': '40.66230380981902', 'longitude': '-73.92260240900345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3046320001,,,,,,,
58940190,2023-09-27T13:27:44.000,2023-10-16T13:56:03.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11212,1124 WINTHROP STREET,WINTHROP STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-16T00:00:00.000,17 BROOKLYN,BROOKLYN,1005723,180581,ONLINE,Unspecified,BROOKLYN,40.66230380981902,-73.92260240900345,"{'latitude': '40.66230380981902', 'longitude': '-73.92260240900345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3046320001,,,,,,,
58936285,2023-09-27T13:27:44.000,2023-10-16T13:56:02.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11212,1124 WINTHROP STREET,WINTHROP STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-16T00:00:00.000,17 BROOKLYN,BROOKLYN,1005723,180581,ONLINE,Unspecified,BROOKLYN,40.66230380981902,-73.92260240900345,"{'latitude': '40.66230380981902', 'longitude': '-73.92260240900345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3046320001,,,,,,,
58937511,2023-09-27T13:27:44.000,2023-10-16T13:56:03.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11212,1124 WINTHROP STREET,WINTHROP STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-16T00:00:00.000,17 BROOKLYN,BROOKLYN,1005723,180581,ONLINE,Unspecified,BROOKLYN,40.66230380981902,-73.92260240900345,"{'latitude': '40.66230380981902', 'longitude': '-73.92260240900345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3046320001,,,,,,,
58942650,2023-09-27T13:27:44.000,2023-10-16T13:56:03.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11212,1124 WINTHROP STREET,WINTHROP STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-16T00:00:00.000,17 BROOKLYN,BROOKLYN,1005723,180581,ONLINE,Unspecified,BROOKLYN,40.66230380981902,-73.92260240900345,"{'latitude': '40.66230380981902', 'longitude': '-73.92260240900345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3046320001,,,,,,,
58939414,2023-09-27T13:27:43.000,2023-09-28T13:29:18.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,10303,62 SOUTH AVENUE,SOUTH AVENUE,RICHMOND TERRACE,ARLINGTON PLACE,RICHMOND TERRACE,ARLINGTON PLACE,ADDRESS,STATEN ISLAND,SOUTH AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T13:27:45.000,01 STATEN ISLAND,STATEN ISLAND,938151,171937,PHONE,Unspecified,STATEN ISLAND,40.63848398181653,-74.16610066612385,"{'latitude': '40.63848398181653', 'longitude': '-74.16610066612385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940336,2023-09-27T13:27:37.000,2023-11-13T10:00:57.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11385,65-12 68 AVENUE,68 AVENUE,65 STREET,65 PLACE,65 STREET,65 PLACE,ADDRESS,RIDGEWOOD,68 AVENUE,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-11-13T10:01:02.000,05 QUEENS,QUEENS,1014058,196590,ONLINE,Unspecified,QUEENS,40.7062206899337,-73.89248881970222,"{'latitude': '40.7062206899337', 'longitude': '-73.89248881970222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58941941,2023-09-27T13:27:24.000,2023-09-27T17:14:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11204,1644 66 STREET,66 STREET,OVINGTON COURT,CAMERON COURT,OVINGTON COURT,CAMERON COURT,ADDRESS,BROOKLYN,66 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T17:14:30.000,11 BROOKLYN,BROOKLYN,985790,165421,MOBILE,Unspecified,BROOKLYN,40.620718766760035,-73.99445266076155,"{'latitude': '40.620718766760035', 'longitude': '-73.99445266076155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940064,2023-09-27T13:27:23.000,2023-09-30T18:21:11.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10462,1510 WHITE PLAINS ROAD,WHITE PLAINS ROAD,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-30T00:00:00.000,09 BRONX,BRONX,1021976,244800,PHONE,Unspecified,BRONX,40.83851413540092,-73.86365966220013,"{'latitude': '40.83851413540092', 'longitude': '-73.86365966220013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2039370106,,,,,,,
58945617,2023-09-27T13:27:21.000,,DOHMH,Department of Health and Mental Hygiene,Day Care,Day Care Facility,Other,10040,142 LAUREL HILL TERRACE,LAUREL HILL TERRACE,BEND,AMSTERDAM AVENUE,BEND,AMSTERDAM AVENUE,ADDRESS,NEW YORK,LAUREL HILL TERRACE,In Progress,,,12 MANHATTAN,MANHATTAN,1004391,249788,PHONE,Unspecified,MANHATTAN,40.85226234034135,-73.92719616324084,"{'latitude': '40.85226234034135', 'longitude': '-73.92719616324084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
