unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp
58881080,2023-09-20T13:32:40.000,2023-09-21T10:53:53.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11208,640 ELTON STREET,ELTON STREET,DUMONT AVENUE,NEW LOTS AVENUE,DUMONT AVENUE,NEW LOTS AVENUE,ADDRESS,BROOKLYN,ELTON STREET,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-21T10:53:57.000,05 BROOKLYN,3040810038,BROOKLYN,1017052,182382,PHONE,Unspecified,BROOKLYN,40.66721242824109,-73.88175927655303,"{'latitude': '40.66721242824109', 'longitude': '-73.88175927655303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58872209,2023-09-20T13:32:31.000,2023-09-20T14:09:54.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11205,74 CLERMONT AVENUE,CLERMONT AVENUE,PARK AVENUE,MYRTLE AVENUE,PARK AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,CLERMONT AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T14:09:43.000,02 BROOKLYN,3020450059,BROOKLYN,992216,192544,PHONE,Unspecified,BROOKLYN,40.69516198899917,-73.97127308744511,"{'latitude': '40.69516198899917', 'longitude': '-73.97127308744511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58890749,2023-09-20T13:32:26.000,2023-09-21T10:30:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11207,,,,,CENTRAL AVENUE,SCHAEFER STREET,INTERSECTION,BROOKLYN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-21T10:30:00.000,04 BROOKLYN,,BROOKLYN,1009558,190218,UNKNOWN,Unspecified,BROOKLYN,40.68874505791444,-73.90874330206339,"{'latitude': '40.68874505791444', 'longitude': '-73.90874330206339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58878287,2023-09-20T13:32:15.000,2023-10-03T16:50:41.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11434,129-30 155 STREET,155 STREET,129 AVENUE,132 AVENUE,129 AVENUE,132 AVENUE,ADDRESS,JAMAICA,155 STREET,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-03T16:50:46.000,12 QUEENS,4122590054,QUEENS,1044264,184823,PHONE,Unspecified,QUEENS,40.67376976862062,-73.78364729217319,"{'latitude': '40.67376976862062', 'longitude': '-73.78364729217319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58876034,2023-09-20T13:32:00.000,2023-09-20T14:20:00.000,DEP,Department of Environmental Protection,Sewer,Manhole Overflow (Use Comments) (SA1),,11434,150-26 115 DRIVE,115 DRIVE,SUTPHIN BLVD,155 ST,,,ADDRESS,JAMAICA,,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-20T14:20:00.000,12 QUEENS,4121920020,QUEENS,1041882,188376,ONLINE,Unspecified,QUEENS,40.683537749549174,-73.79220407370852,"{'latitude': '40.683537749549174', 'longitude': '-73.79220407370852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58875975,2023-09-20T13:32:00.000,2023-09-25T08:25:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,11208,377 AUTUMN AVENUE,AUTUMN AVENUE,GLEN ST,WELDON ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection has investigated this complaint and a leak, not a city issue, has been resolved by homeowner.",2023-09-25T08:25:00.000,05 BROOKLYN,3041720007,BROOKLYN,1020455,187331,PHONE,Unspecified,BROOKLYN,40.68078304363847,-73.86946598295967,"{'latitude': '40.68078304363847', 'longitude': '-73.86946598295967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58879058,2023-09-20T13:31:57.000,2023-09-20T13:58:09.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11216,7 SPENCER PLACE,SPENCER PLACE,HANCOCK STREET,FULTON STREET,HANCOCK STREET,FULTON STREET,ADDRESS,BROOKLYN,SPENCER PLACE,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-20T13:58:13.000,03 BROOKLYN,3020000011,BROOKLYN,996855,187644,ONLINE,Unspecified,BROOKLYN,40.681707224593495,-73.95455314038308,"{'latitude': '40.681707224593495', 'longitude': '-73.95455314038308', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58872680,2023-09-20T13:31:38.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11208,3350 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-20T00:00:00.000,05 BROOKLYN,3041470031,BROOKLYN,1019771,188399,ONLINE,Unspecified,BROOKLYN,40.683717228716134,-73.87192645281901,"{'latitude': '40.683717228716134', 'longitude': '-73.87192645281901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58874762,2023-09-20T13:31:29.000,2023-09-20T14:45:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11228,1575 74 STREET,74 STREET,15 AVENUE,16 AVENUE,15 AVENUE,16 AVENUE,ADDRESS,BROOKLYN,74 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T14:45:49.000,11 BROOKLYN,3062020047,BROOKLYN,984001,164194,PHONE,Unspecified,BROOKLYN,40.61735103718796,-74.00089689466274,"{'latitude': '40.61735103718796', 'longitude': '-74.00089689466274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58875100,2023-09-20T13:31:19.000,2023-09-20T13:57:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10003,EAST   17 STREET,EAST   17 STREET,EAST   17 STREET,NATHAN D PERLMAN PLACE,EAST   17 STREET,NATHAN D PERLMAN PLACE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T13:57:53.000,06 MANHATTAN,,MANHATTAN,989019,206668,ONLINE,Unspecified,MANHATTAN,40.73393129379094,-73.98279207205654,"{'latitude': '40.73393129379094', 'longitude': '-73.98279207205654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58873527,2023-09-20T13:31:09.000,2023-09-20T15:01:35.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11209,6910 5 AVENUE,5 AVENUE,BAY RIDGE AVENUE,OVINGTON AVENUE,BAY RIDGE AVENUE,OVINGTON AVENUE,ADDRESS,BROOKLYN,5 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T15:01:38.000,10 BROOKLYN,3058730046,BROOKLYN,978387,169975,ONLINE,Unspecified,BROOKLYN,40.63321673311097,-74.02112346835443,"{'latitude': '40.63321673311097', 'longitude': '-74.02112346835443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58874171,2023-09-20T13:30:42.000,2023-10-02T14:33:58.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,10065,440 EAST   62 STREET,EAST   62 STREET,1 AVENUE,YORK AVENUE,1 AVENUE,YORK AVENUE,ADDRESS,NEW YORK,EAST   62 STREET,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-10-02T14:34:03.000,08 MANHATTAN,1014560026,MANHATTAN,995675,216422,PHONE,Unspecified,MANHATTAN,40.76069747646119,-73.95875873607663,"{'latitude': '40.76069747646119', 'longitude': '-73.95875873607663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887756,2023-09-20T13:30:19.000,2023-09-21T10:22:43.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,11379,74-23 METROPOLITAN AVENUE,METROPOLITAN AVENUE,75 STREET,78 STREET,75 STREET,78 STREET,ADDRESS,MIDDLE VILLAGE,METROPOLITAN AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T10:22:47.000,05 QUEENS,4030660028,QUEENS,1018249,199041,PHONE,Unspecified,QUEENS,40.7129329863229,-73.87736040691883,"{'latitude': '40.7129329863229', 'longitude': '-73.87736040691883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58871237,2023-09-20T13:30:16.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10031,520 WEST  136 STREET,WEST  136 STREET,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-20T00:00:00.000,09 MANHATTAN,1019880123,MANHATTAN,997274,238054,PHONE,Unspecified,MANHATTAN,40.82006927743495,-73.95294481914316,"{'latitude': '40.82006927743495', 'longitude': '-73.95294481914316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899806,2023-09-20T13:30:15.000,2023-11-20T10:44:58.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10032,966 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  158 STREET,WEST  159 STREET,WEST  158 STREET,WEST  159 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-11-20T10:45:05.000,12 MANHATTAN,1021080016,MANHATTAN,1000726,242957,ONLINE,Unspecified,MANHATTAN,40.83352084770679,-73.94046084706432,"{'latitude': '40.83352084770679', 'longitude': '-73.94046084706432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,"966 ST NICHOLAS AVENUE, MANHATTAN (NEW YORK), NY, 10032",,,,
58876711,2023-09-20T13:29:50.000,2023-09-20T15:28:10.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10468,2710 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-20T00:00:00.000,07 BRONX,2033160020,BRONX,1013124,255501,ONLINE,Unspecified,BRONX,40.8679185556592,-73.89560433136421,"{'latitude': '40.8679185556592', 'longitude': '-73.89560433136421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58876549,2023-09-20T13:29:50.000,2023-09-20T15:28:10.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468,2710 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-20T00:00:00.000,07 BRONX,2033160020,BRONX,1013124,255501,ONLINE,Unspecified,BRONX,40.8679185556592,-73.89560433136421,"{'latitude': '40.8679185556592', 'longitude': '-73.89560433136421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904739,2023-09-20T13:29:49.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11385,70-19 73 PLACE,73 PLACE,EDSALL AVENUE,CENTRAL AVENUE,EDSALL AVENUE,CENTRAL AVENUE,ADDRESS,RIDGEWOOD,73 PLACE,In Progress,,,05 QUEENS,4037920049,QUEENS,1018337,196648,UNKNOWN,Unspecified,QUEENS,40.706364436593795,-73.87705509297957,"{'latitude': '40.706364436593795', 'longitude': '-73.87705509297957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58874083,2023-09-20T13:29:43.000,2023-09-20T13:50:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10032,966 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  158 STREET,WEST  159 STREET,WEST  158 STREET,WEST  159 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T13:50:58.000,12 MANHATTAN,1021080016,MANHATTAN,1000726,242957,ONLINE,Unspecified,MANHATTAN,40.83352084770679,-73.94046084706432,"{'latitude': '40.83352084770679', 'longitude': '-73.94046084706432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58878794,2023-09-20T13:29:31.000,2023-09-21T00:00:00.000,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,10456,708 EAST  161 STREET,EAST  161 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings reviewed this complaint and referred it to the Department of Transportation for further action.,2023-09-21T00:00:00.000,01 BRONX,2026370051,BRONX,1010327,238612,UNKNOWN,Unspecified,BRONX,40.82157193962796,-73.90578272134756,"{'latitude': '40.82157193962796', 'longitude': '-73.90578272134756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58880136,2023-09-20T13:29:30.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,10019,446 WEST   58 STREET,WEST   58 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T00:00:00.000,04 MANHATTAN,1010670051,MANHATTAN,987966,219503,UNKNOWN,Unspecified,MANHATTAN,40.76916062655122,-73.98658450706913,"{'latitude': '40.76916062655122', 'longitude': '-73.98658450706913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58879973,2023-09-20T13:29:00.000,2023-09-21T07:15:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,10027,144 WEST  121 STREET,WEST  121 STREET,LENOX AVE,ADAM CLAYTON POWELL JR BLVD,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection investigated this complaint and resolved the leak.,2023-09-21T07:15:00.000,10 MANHATTAN,1019050053,MANHATTAN,998457,232843,ONLINE,Unspecified,MANHATTAN,40.805764714060864,-73.9486817190791,"{'latitude': '40.805764714060864', 'longitude': '-73.9486817190791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58881014,2023-09-20T13:28:58.000,2023-10-24T08:19:17.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,11238,593 VANDERBILT AVENUE,VANDERBILT AVENUE,DEAN STREET,BERGEN STREET,DEAN STREET,BERGEN STREET,ADDRESS,BROOKLYN,VANDERBILT AVENUE,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-10-24T08:19:24.000,08 BROOKLYN,3011380006,BROOKLYN,993103,186948,ONLINE,Unspecified,BROOKLYN,40.679801410523304,-73.96808175002566,"{'latitude': '40.679801410523304', 'longitude': '-73.96808175002566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,"593 VANDERBILT AVENUE, BROOKLYN, NY, 11238",,,,
58874732,2023-09-20T13:28:47.000,2023-10-03T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11237,247 SUYDAM STREET,SUYDAM STREET,,,,,ADDRESS,BROOKLYN,,Closed,The City has removed the graffiti from this property.,2023-10-04T06:59:07.000,04 BROOKLYN,3032090034,BROOKLYN,1005242,194881,UNKNOWN,Unspecified,BROOKLYN,40.70155519539293,-73.92429158385752,"{'latitude': '40.70155519539293', 'longitude': '-73.92429158385752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,2023-10-20T13:28:47.000,,,,,
58875310,2023-09-20T13:28:39.000,2023-10-02T18:44:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11235,2820 OCEAN PARKWAY,OCEAN PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,13 BROOKLYN,3072530001,BROOKLYN,993289,150957,PHONE,Unspecified,BROOKLYN,40.58101354726678,-73.96745935663654,"{'latitude': '40.58101354726678', 'longitude': '-73.96745935663654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58873897,2023-09-20T13:28:38.000,2023-09-26T13:00:45.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10460,2100 CROTONA PARKWAY,CROTONA PARKWAY,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,06 BRONX,2031190029,BRONX,1016337,247494,ONLINE,Unspecified,BRONX,40.84593066112432,-73.88402587915593,"{'latitude': '40.84593066112432', 'longitude': '-73.88402587915593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58872547,2023-09-20T13:28:38.000,2023-09-26T13:00:44.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10460,2100 CROTONA PARKWAY,CROTONA PARKWAY,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,06 BRONX,2031190029,BRONX,1016337,247494,ONLINE,Unspecified,BRONX,40.84593066112432,-73.88402587915593,"{'latitude': '40.84593066112432', 'longitude': '-73.88402587915593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58879285,2023-09-20T13:28:38.000,2023-09-26T13:00:45.000,HPD,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,RESIDENTIAL BUILDING,10460,2100 CROTONA PARKWAY,CROTONA PARKWAY,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,06 BRONX,2031190029,BRONX,1016337,247494,ONLINE,Unspecified,BRONX,40.84593066112432,-73.88402587915593,"{'latitude': '40.84593066112432', 'longitude': '-73.88402587915593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58877842,2023-09-20T13:28:38.000,2023-09-26T13:00:43.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10460,2100 CROTONA PARKWAY,CROTONA PARKWAY,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,06 BRONX,2031190029,BRONX,1016337,247494,ONLINE,Unspecified,BRONX,40.84593066112432,-73.88402587915593,"{'latitude': '40.84593066112432', 'longitude': '-73.88402587915593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58877905,2023-09-20T13:28:38.000,2023-09-26T13:00:43.000,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,10460,2100 CROTONA PARKWAY,CROTONA PARKWAY,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,06 BRONX,2031190029,BRONX,1016337,247494,ONLINE,Unspecified,BRONX,40.84593066112432,-73.88402587915593,"{'latitude': '40.84593066112432', 'longitude': '-73.88402587915593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58871356,2023-09-20T13:28:38.000,2023-09-26T13:00:45.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10460,2100 CROTONA PARKWAY,CROTONA PARKWAY,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,06 BRONX,2031190029,BRONX,1016337,247494,ONLINE,Unspecified,BRONX,40.84593066112432,-73.88402587915593,"{'latitude': '40.84593066112432', 'longitude': '-73.88402587915593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58876678,2023-09-20T13:28:38.000,2023-09-26T13:00:43.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10460,2100 CROTONA PARKWAY,CROTONA PARKWAY,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,06 BRONX,2031190029,BRONX,1016337,247494,ONLINE,Unspecified,BRONX,40.84593066112432,-73.88402587915593,"{'latitude': '40.84593066112432', 'longitude': '-73.88402587915593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58879231,2023-09-20T13:28:38.000,2023-09-27T20:28:58.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10460,2100 CROTONA PARKWAY,CROTONA PARKWAY,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,06 BRONX,2031190029,BRONX,1016337,247494,ONLINE,Unspecified,BRONX,40.84593066112432,-73.88402587915593,"{'latitude': '40.84593066112432', 'longitude': '-73.88402587915593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58877833,2023-09-20T13:28:38.000,2023-09-26T13:00:44.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10460,2100 CROTONA PARKWAY,CROTONA PARKWAY,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,06 BRONX,2031190029,BRONX,1016337,247494,ONLINE,Unspecified,BRONX,40.84593066112432,-73.88402587915593,"{'latitude': '40.84593066112432', 'longitude': '-73.88402587915593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58877832,2023-09-20T13:28:38.000,2023-09-26T13:00:44.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10460,2100 CROTONA PARKWAY,CROTONA PARKWAY,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-26T00:00:00.000,06 BRONX,2031190029,BRONX,1016337,247494,ONLINE,Unspecified,BRONX,40.84593066112432,-73.88402587915593,"{'latitude': '40.84593066112432', 'longitude': '-73.88402587915593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58879326,2023-09-20T13:28:23.000,2023-09-20T13:42:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11238,593 VANDERBILT AVENUE,VANDERBILT AVENUE,DEAN STREET,BERGEN STREET,DEAN STREET,BERGEN STREET,ADDRESS,BROOKLYN,VANDERBILT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T13:42:03.000,08 BROOKLYN,3011380006,BROOKLYN,993103,186948,ONLINE,Unspecified,BROOKLYN,40.679801410523304,-73.96808175002566,"{'latitude': '40.679801410523304', 'longitude': '-73.96808175002566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58878708,2023-09-20T13:28:20.000,2023-09-20T13:42:58.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11365,56-36 190 STREET,190 STREET,PECK AVENUE,58 AVENUE,PECK AVENUE,58 AVENUE,ADDRESS,FRESH MEADOWS,190 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T13:43:01.000,11 QUEENS,4056750023,QUEENS,1043557,210266,ONLINE,Unspecified,QUEENS,40.743609331760425,-73.78597193523605,"{'latitude': '40.743609331760425', 'longitude': '-73.78597193523605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58871164,2023-09-20T13:28:15.000,2023-09-20T13:43:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10018,BROADWAY,BROADWAY,BROADWAY,WEST   39 STREET,BROADWAY,WEST   39 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T13:43:58.000,05 MANHATTAN,,MANHATTAN,987827,213836,ONLINE,Unspecified,MANHATTAN,40.75360622471484,-73.98708933985873,"{'latitude': '40.75360622471484', 'longitude': '-73.98708933985873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
