unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location
58922901,2023-09-25T23:11:36.000,2023-09-29T10:45:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10454,,,,,BROWN PLACE,BRUCKNER BOULEVARD,INTERSECTION,BRONX,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-29T10:45:00.000,01 BRONX,,BRONX,1005737,232459,UNKNOWN,Unspecified,BRONX,40.80469603488048,-73.9223862687793,"{'latitude': '40.80469603488048', 'longitude': '-73.9223862687793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,
58918102,2023-09-25T23:11:31.000,2023-09-26T00:13:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,1730 ANDREWS AVENUE SOUTH,ANDREWS AVENUE SOUTH,WEST  176 STREET,WEST TREMONT AVENUE,WEST  176 STREET,WEST TREMONT AVENUE,ADDRESS,BRONX,ANDREWS AVENUE,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-26T00:13:04.000,05 BRONX,2028780178,BRONX,1007075,249031,MOBILE,Unspecified,BRONX,40.85017807004264,-73.91749686918405,"{'latitude': '40.85017807004264', 'longitude': '-73.91749686918405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58921269,2023-09-25T23:11:17.000,2023-09-26T01:24:00.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11221,1223 BROADWAY,BROADWAY,VAN BUREN STREET,GREENE AVENUE,VAN BUREN STREET,GREENE AVENUE,ADDRESS,BROOKLYN,BROADWAY,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T01:24:05.000,04 BROOKLYN,3032830009,BROOKLYN,1004717,191352,PHONE,Unspecified,BROOKLYN,40.69187014425467,-73.92619573807205,"{'latitude': '40.69187014425467', 'longitude': '-73.92619573807205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58919894,2023-09-25T23:11:00.000,2023-09-26T18:38:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10022,,,,,EAST 55 STREET,1 AVENUE,INTERSECTION,MANHATTAN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-26T18:38:00.000,06 MANHATTAN,,MANHATTAN,994259,215077,PHONE,Unspecified,MANHATTAN,40.75700751230017,-73.96387212776169,"{'latitude': '40.75700751230017', 'longitude': '-73.96387212776169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,
58924373,2023-09-25T23:10:52.000,2023-09-26T00:21:01.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,10463,2655 KINGSBRIDGE TERRACE,KINGSBRIDGE TERRACE,HEATH AVENUE,WEST KINGSBRIDGE ROAD,HEATH AVENUE,WEST KINGSBRIDGE ROAD,ADDRESS,BRONX,KINGSBRIDGE TERRACE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T00:21:06.000,07 BRONX,2032400004,BRONX,1010341,256289,MOBILE,Unspecified,BRONX,40.87009003859068,-73.90566335735205,"{'latitude': '40.87009003859068', 'longitude': '-73.90566335735205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58916680,2023-09-25T23:10:21.000,2023-09-25T23:49:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10314,216 ESSEX DRIVE,ESSEX DRIVE,BEND,WELLINGTON COURT,BEND,WELLINGTON COURT,ADDRESS,STATEN ISLAND,ESSEX DRIVE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T23:49:51.000,02 STATEN ISLAND,5024500527,STATEN ISLAND,940130,150408,PHONE,Unspecified,STATEN ISLAND,40.579401470311026,-74.15882943752612,"{'latitude': '40.579401470311026', 'longitude': '-74.15882943752612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58921983,2023-09-25T23:09:55.000,2023-09-26T04:33:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463,29 ADRIAN AVENUE,ADRIAN AVENUE,TERRACE VIEW AVENUE,WEST  227 STREET,TERRACE VIEW AVENUE,WEST  227 STREET,ADDRESS,BRONX,ADRIAN AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-26T04:33:36.000,08 BRONX,1022157501,BRONX,1008660,258615,ONLINE,Unspecified,BRONX,40.87647899949838,-73.91173283265559,"{'latitude': '40.87647899949838', 'longitude': '-73.91173283265559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58917246,2023-09-25T23:09:38.000,2023-09-29T11:10:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10454,,,,,BROWN PLACE,EAST 132 STREET,INTERSECTION,BRONX,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-29T11:10:00.000,01 BRONX,,BRONX,1005600,232213,UNKNOWN,Unspecified,BRONX,40.8040211648915,-73.92288191193893,"{'latitude': '40.8040211648915', 'longitude': '-73.92288191193893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,
58917323,2023-09-25T23:09:34.000,2023-10-02T13:51:17.000,DOHMH,Department of Health and Mental Hygiene,Drinking Water,Illness Caused by Drinking Water,3+ Family Apartment Building,10452,35 MCCLELLAN STREET,MCCLELLAN STREET,CROMWELL AVENUE,RIVER AVENUE,CROMWELL AVENUE,RIVER AVENUE,ADDRESS,BRONX,MCCLELLAN STREET,Closed,The Department of Health and Mental Hygiene has investigated the Service Request. No Health Code violations or health hazards were noted. No further action is needed.,2023-10-02T13:51:21.000,04 BRONX,2024960081,BRONX,1005717,243224,PHONE,Unspecified,BRONX,40.83424296417177,-73.9224240751962,"{'latitude': '40.83424296417177', 'longitude': '-73.9224240751962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58916949,2023-09-25T23:09:26.000,2023-09-25T23:17:52.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,2016 REGENT PLACE,REGENT PLACE,OCEAN AVENUE,EAST   21 STREET,OCEAN AVENUE,EAST   21 STREET,ADDRESS,BROOKLYN,REGENT PLACE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-25T23:17:57.000,14 BROOKLYN,3051240045,BROOKLYN,995371,174589,ONLINE,Unspecified,BROOKLYN,40.64587613405847,-73.95992518022274,"{'latitude': '40.64587613405847', 'longitude': '-73.95992518022274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58921284,2023-09-25T23:09:26.000,2023-09-26T01:51:42.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11365,61-12 162 STREET,162 STREET,HORACE HARDING EXPRESSWAY,65 AVENUE,HORACE HARDING EXPRESSWAY,65 AVENUE,ADDRESS,FRESH MEADOWS,162 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T01:51:45.000,08 QUEENS,4067570037,QUEENS,1037836,208205,MOBILE,Unspecified,QUEENS,40.737988929422094,-73.80663432070054,"{'latitude': '40.737988929422094', 'longitude': '-73.80663432070054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58918033,2023-09-25T23:09:16.000,2023-09-25T23:43:41.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11218,1216 41 STREET,41 STREET,12 AVENUE,13 AVENUE,12 AVENUE,13 AVENUE,ADDRESS,BROOKLYN,41 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T23:43:45.000,12 BROOKLYN,3055930110,BROOKLYN,987235,172654,MOBILE,Unspecified,BROOKLYN,40.64057145450413,-73.9892443284414,"{'latitude': '40.64057145450413', 'longitude': '-73.9892443284414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58916789,2023-09-25T23:09:13.000,2023-09-25T23:17:39.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10474,907 FAILE STREET,FAILE STREET,SENECA AVENUE,GARRISON AVENUE,SENECA AVENUE,GARRISON AVENUE,ADDRESS,BRONX,FAILE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T23:17:42.000,02 BRONX,2027610032,BRONX,1015263,238032,MOBILE,Unspecified,BRONX,40.81996405374838,-73.88795144777356,"{'latitude': '40.81996405374838', 'longitude': '-73.88795144777356', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58920225,2023-09-25T23:09:05.000,2023-09-25T23:22:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10040,520 WEST  190 STREET,WEST  190 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  190 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-25T23:22:18.000,12 MANHATTAN,1021590074,MANHATTAN,1004282,250434,PHONE,Unspecified,MANHATTAN,40.85403566560231,-73.92758823595051,"{'latitude': '40.85403566560231', 'longitude': '-73.92758823595051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58924817,2023-09-25T23:08:14.000,2023-09-26T00:24:01.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10466,715 EAST  233 STREET,EAST  233 STREET,WHITE PLAINS ROAD,BYRON AVENUE,WHITE PLAINS ROAD,BYRON AVENUE,ADDRESS,BRONX,EAST  233 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-26T00:24:05.000,12 BRONX,2049970051,BRONX,1023862,264731,ONLINE,Unspecified,BRONX,40.89321034681706,-73.85672592935431,"{'latitude': '40.89321034681706', 'longitude': '-73.85672592935431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58932674,2023-09-25T23:08:11.000,2023-11-15T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10025,309 WEST   99 STREET,WEST   99 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-15T00:00:00.000,07 MANHATTAN,1018880063,MANHATTAN,991964,229771,UNKNOWN,Unspecified,MANHATTAN,40.797340970186795,-73.9721391490491,"{'latitude': '40.797340970186795', 'longitude': '-73.9721391490491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58922245,2023-09-25T23:08:00.000,2023-09-26T18:38:00.000,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,10022,400 EAST   55 STREET,EAST   55 STREET,1 AVE,SUTTON PL S,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-26T18:38:00.000,06 MANHATTAN,1013660047,MANHATTAN,994295,215054,PHONE,Unspecified,MANHATTAN,40.75694434234659,-73.96374221874844,"{'latitude': '40.75694434234659', 'longitude': '-73.96374221874844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,
58924659,2023-09-25T23:07:48.000,2023-09-25T23:32:11.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11238,488 STERLING PLACE,STERLING PLACE,WASHINGTON AVENUE,CLASSON AVENUE,WASHINGTON AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,STERLING PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T23:32:15.000,08 BROOKLYN,3011747503,BROOKLYN,994779,184958,MOBILE,Unspecified,BROOKLYN,40.67433747553311,-73.96204227669409,"{'latitude': '40.67433747553311', 'longitude': '-73.96204227669409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58918895,2023-09-25T23:07:47.000,2023-09-26T00:06:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10468,2535 GRAND AVENUE,GRAND AVENUE,WEST  190 STREET,WEST  192 STREET,WEST  190 STREET,WEST  192 STREET,ADDRESS,BRONX,GRAND AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T00:06:06.000,07 BRONX,2032140044,BRONX,1011527,254549,MOBILE,Unspecified,BRONX,40.865310686039486,-73.90138225011205,"{'latitude': '40.865310686039486', 'longitude': '-73.90138225011205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58920181,2023-09-25T23:07:30.000,2023-09-26T00:23:50.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10466,4340 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST  236 STREET,EAST  237 STREET,EAST  236 STREET,EAST  237 STREET,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T00:23:55.000,12 BRONX,2050430028,BRONX,1024188,266003,MOBILE,Unspecified,BRONX,40.89670010784821,-73.85553922303484,"{'latitude': '40.89670010784821', 'longitude': '-73.85553922303484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58921964,2023-09-25T23:07:27.000,2023-09-26T03:44:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11355,59-44 156 STREET,156 STREET,59 AVENUE,HORACE HARDING EXPRESSWAY,59 AVENUE,HORACE HARDING EXPRESSWAY,ADDRESS,FLUSHING,156 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T03:44:53.000,07 QUEENS,4067330059,QUEENS,1036287,208888,MOBILE,Unspecified,QUEENS,40.73987284026783,-73.8122186037559,"{'latitude': '40.73987284026783', 'longitude': '-73.8122186037559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58922619,2023-09-25T23:07:27.000,2023-09-25T23:27:15.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11211,373 SOUTH    1 STREET,SOUTH    1 STREET,BORINQUEN PLACE,HOOPER STREET,BORINQUEN PLACE,HOOPER STREET,ADDRESS,BROOKLYN,SOUTH    1 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T23:27:20.000,01 BROOKLYN,3023990024,BROOKLYN,997358,198178,ONLINE,Unspecified,BROOKLYN,40.710619872169545,-73.95271909309443,"{'latitude': '40.710619872169545', 'longitude': '-73.95271909309443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58920270,2023-09-25T23:07:02.000,2023-09-25T23:09:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T23:09:41.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58921220,2023-09-25T23:06:51.000,2023-09-25T23:40:21.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11229,2044 EAST   18 STREET,EAST   18 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST   18 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T23:40:25.000,15 BROOKLYN,3073220023,BROOKLYN,997082,158005,ONLINE,Unspecified,BROOKLYN,40.60035421484704,-73.95379107201985,"{'latitude': '40.60035421484704', 'longitude': '-73.95379107201985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58920901,2023-09-25T23:06:49.000,2023-09-26T12:06:07.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11219,5320 NEW UTRECHT AVENUE,NEW UTRECHT AVENUE,53 STREET,54 STREET,53 STREET,54 STREET,ADDRESS,BROOKLYN,NEW UTRECHT AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-26T04:09:32.000,12 BROOKLYN,3056690036,BROOKLYN,985576,169889,PHONE,Unspecified,BROOKLYN,40.63298252241463,-73.9952226470273,"{'latitude': '40.63298252241463', 'longitude': '-73.9952226470273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58917797,2023-09-25T23:06:43.000,2023-09-25T23:22:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11233,131 CHAUNCEY STREET,CHAUNCEY STREET,STUYVESANT AVENUE,MALCOLM X BOULEVARD,STUYVESANT AVENUE,MALCOLM X BOULEVARD,ADDRESS,BROOKLYN,CHAUNCEY STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T23:23:00.000,03 BROOKLYN,3016860066,BROOKLYN,1003579,187139,MOBILE,Unspecified,BROOKLYN,40.68030898565001,-73.93031146493625,"{'latitude': '40.68030898565001', 'longitude': '-73.93031146493625', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58920420,2023-09-25T23:06:40.000,2023-10-12T06:57:46.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11378,58-15 58 AVENUE,58 AVENUE,,,,,ADDRESS,MASPETH,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,05 QUEENS,4026760058,QUEENS,1008820,201961,PHONE,Unspecified,QUEENS,40.72097889126309,-73.9113615663182,"{'latitude': '40.72097889126309', 'longitude': '-73.9113615663182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58924868,2023-09-25T23:06:28.000,2023-09-25T23:20:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,LENOX AVENUE,LENOX AVENUE,LENOX AVENUE,WEST  117 STREET,LENOX AVENUE,WEST  117 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T23:20:57.000,10 MANHATTAN,,MANHATTAN,998318,231726,ONLINE,Unspecified,MANHATTAN,40.8026990790615,-73.94918615290574,"{'latitude': '40.8026990790615', 'longitude': '-73.94918615290574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58916820,2023-09-25T23:06:22.000,2023-09-26T00:51:42.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11223,7 PARKWAY COURT,PARKWAY COURT,EAST    3 STREET,OCEAN PARKWAY,EAST    3 STREET,OCEAN PARKWAY,ADDRESS,BROOKLYN,PARKWAY COURT,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T00:51:48.000,15 BROOKLYN,3071990039,BROOKLYN,993466,154050,PHONE,Unspecified,BROOKLYN,40.58950303466886,-73.96681793400792,"{'latitude': '40.58950303466886', 'longitude': '-73.96681793400792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58918039,2023-09-25T23:06:22.000,2023-09-26T00:34:08.000,NYPD,New York City Police Department,Noise - Commercial,Loud Television,Store/Commercial,10458,2330 ARTHUR AVENUE,ARTHUR AVENUE,CRESCENT AVENUE,EAST  186 STREET,CRESCENT AVENUE,EAST  186 STREET,ADDRESS,BRONX,ARTHUR AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T00:34:16.000,06 BRONX,2030730008,BRONX,1014993,250442,MOBILE,Unspecified,BRONX,40.85402682399926,-73.88887006240707,"{'latitude': '40.85402682399926', 'longitude': '-73.88887006240707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58919095,2023-09-25T23:06:00.000,2023-09-26T02:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10017,,,,,2 AVENUE,EAST 47 STREET,INTERSECTION,MANHATTAN,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T02:30:00.000,06 MANHATTAN,,MANHATTAN,992593,213616,UNKNOWN,Unspecified,MANHATTAN,40.75299916805917,-73.96988743145262,"{'latitude': '40.75299916805917', 'longitude': '-73.96988743145262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,
58924099,2023-09-25T23:05:56.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11414,90-18 163 AVENUE,163 AVENUE,90 STREET,91 STREET,90 STREET,91 STREET,ADDRESS,HOWARD BEACH,163 AVENUE,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-26T09:31:17.000,10 QUEENS,4140740059,QUEENS,1028407,177004,MOBILE,Unspecified,QUEENS,40.65240167535902,-73.84086342832016,"{'latitude': '40.65240167535902', 'longitude': '-73.84086342832016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58923658,2023-09-25T23:05:47.000,2023-09-26T00:23:43.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10466,4340 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST  236 STREET,EAST  237 STREET,EAST  236 STREET,EAST  237 STREET,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T00:23:46.000,12 BRONX,2050430028,BRONX,1024188,266003,MOBILE,Unspecified,BRONX,40.89670010784821,-73.85553922303484,"{'latitude': '40.89670010784821', 'longitude': '-73.85553922303484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58921258,2023-09-25T23:05:20.000,2023-09-26T01:16:26.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11233,1663 PARK PLACE,PARK PLACE,RALPH AVENUE,HOWARD AVENUE,RALPH AVENUE,HOWARD AVENUE,ADDRESS,BROOKLYN,PARK PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T01:16:31.000,16 BROOKLYN,3014620001,BROOKLYN,1005902,184073,MOBILE,Unspecified,BROOKLYN,40.67188813299042,-73.92194600379095,"{'latitude': '40.67188813299042', 'longitude': '-73.92194600379095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58929545,2023-09-25T23:05:10.000,2023-11-20T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11210,1278 EAST   24 STREET,EAST   24 STREET,,,,,ADDRESS,BROOKLYN,,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-11-20T00:00:00.000,14 BROOKLYN,3076410078,BROOKLYN,997752,165046,UNKNOWN,Unspecified,BROOKLYN,40.619679315412895,-73.95136427804948,"{'latitude': '40.619679315412895', 'longitude': '-73.95136427804948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58916600,2023-09-25T23:05:00.000,2023-09-27T18:03:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10022,,,,,1 AVENUE,EAST 56 STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-27T18:03:00.000,06 MANHATTAN,,MANHATTAN,994387,215307,ONLINE,Unspecified,MANHATTAN,40.757638657717955,-73.96340976008901,"{'latitude': '40.757638657717955', 'longitude': '-73.96340976008901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,
58922533,2023-09-25T23:05:00.000,2023-09-26T02:10:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11228,,,,,BAY RIDGE PARKWAY,15 AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T02:10:00.000,11 BROOKLYN,,BROOKLYN,983410,164301,UNKNOWN,Unspecified,BROOKLYN,40.61764469366998,-74.00302568205309,"{'latitude': '40.61764469366998', 'longitude': '-74.00302568205309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,
58918479,2023-09-25T23:03:58.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11375,69-15 NANSEN STREET,NANSEN STREET,69 AVENUE,70 AVENUE,69 AVENUE,70 AVENUE,ADDRESS,FOREST HILLS,NANSEN STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-26T12:03:10.000,06 QUEENS,4032090060,QUEENS,1024692,198988,PHONE,Unspecified,QUEENS,40.712760409182145,-73.85411987840234,"{'latitude': '40.712760409182145', 'longitude': '-73.85411987840234', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58922638,2023-09-25T23:03:57.000,2023-09-26T01:35:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11237,294 STOCKHOLM STREET,STOCKHOLM STREET,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,STOCKHOLM STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T01:35:20.000,04 BROOKLYN,3032590012,BROOKLYN,1006544,195311,MOBILE,Unspecified,BROOKLYN,40.7027322596476,-73.91959445228535,"{'latitude': '40.7027322596476', 'longitude': '-73.91959445228535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
