unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,due_date,taxi_company_borough,vehicle_type
58902998,2023-09-23T11:25:58.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11234,1723 EAST   52 STREET,EAST   52 STREET,AVENUE N,AVENUE O,AVENUE N,AVENUE O,ADDRESS,BROOKLYN,EAST   52 STREET,In Progress,,,18 BROOKLYN,3078970010,BROOKLYN,1005137,164262,UNKNOWN,Unspecified,BROOKLYN,40.61751306678123,-73.92476511407165,"{'latitude': '40.61751306678123', 'longitude': '-73.92476511407165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58904472,2023-09-23T11:25:57.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11413,PROSPECT COURT,PROSPECT COURT,225 STREET,PROSPECT COURT,225 STREET,PROSPECT COURT,INTERSECTION,,,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 7 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-23T12:42:46.000,13 QUEENS,,QUEENS,1053378,182736,UNKNOWN,Unspecified,QUEENS,40.66797496668514,-73.75081255052551,"{'latitude': '40.66797496668514', 'longitude': '-73.75081255052551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58904072,2023-09-23T11:25:46.000,2023-09-23T12:03:30.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,11428,93-31 210 PLACE,210 PLACE,93 AVENUE,94 AVENUE,93 AVENUE,94 AVENUE,ADDRESS,QUEENS VILLAGE,210 PLACE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T12:03:36.000,13 QUEENS,4105520010,QUEENS,1053225,200713,ONLINE,Unspecified,QUEENS,40.717318669987804,-73.75118000047442,"{'latitude': '40.717318669987804', 'longitude': '-73.75118000047442', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903372,2023-09-23T11:25:44.000,2023-09-23T11:32:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T11:32:10.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908697,2023-09-23T11:25:32.000,2023-09-27T17:02:45.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11226,111 EAST   21 STREET,EAST   21 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,14 BROOKLYN,3050820084,BROOKLYN,995284,176683,PHONE,Unspecified,BROOKLYN,40.65162381847338,-73.96023526159061,"{'latitude': '40.65162381847338', 'longitude': '-73.96023526159061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907593,2023-09-23T11:25:23.000,2023-09-28T20:01:11.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10453,1471 POPHAM AVENUE,POPHAM AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,05 BRONX,2028770202,BRONX,1005753,248030,PHONE,Unspecified,BRONX,40.847433940245175,-73.92227857147367,"{'latitude': '40.847433940245175', 'longitude': '-73.92227857147367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907117,2023-09-23T11:25:23.000,2023-09-28T20:01:10.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10453,1471 POPHAM AVENUE,POPHAM AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,05 BRONX,2028770202,BRONX,1005753,248030,PHONE,Unspecified,BRONX,40.847433940245175,-73.92227857147367,"{'latitude': '40.847433940245175', 'longitude': '-73.92227857147367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908652,2023-09-23T11:25:23.000,2023-09-28T20:01:11.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10453,1471 POPHAM AVENUE,POPHAM AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,05 BRONX,2028770202,BRONX,1005753,248030,PHONE,Unspecified,BRONX,40.847433940245175,-73.92227857147367,"{'latitude': '40.847433940245175', 'longitude': '-73.92227857147367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906482,2023-09-23T11:25:23.000,2023-09-28T20:01:11.000,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,10453,1471 POPHAM AVENUE,POPHAM AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,05 BRONX,2028770202,BRONX,1005753,248030,PHONE,Unspecified,BRONX,40.847433940245175,-73.92227857147367,"{'latitude': '40.847433940245175', 'longitude': '-73.92227857147367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58904362,2023-09-23T11:25:18.000,2023-09-23T12:58:31.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11103,33-10 ASTORIA BOULEVARD SOUTH,ASTORIA BOULEVARD SOUTH,HOYT AVENUE SOUTH,34 STREET,HOYT AVENUE SOUTH,34 STREET,ADDRESS,ASTORIA,ASTORIA BOULEVARD SOUTH,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T12:58:37.000,01 QUEENS,4006310026,QUEENS,1007451,219706,ONLINE,Unspecified,QUEENS,40.7696881438756,-73.91623913801529,"{'latitude': '40.7696881438756', 'longitude': '-73.91623913801529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907556,2023-09-23T11:25:15.000,2023-09-25T07:40:02.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10469,1601 CHESTER STREET,CHESTER STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,12 BRONX,2047270115,BRONX,1026715,259663,ONLINE,Unspecified,BRONX,40.87928702924834,-73.84643896546248,"{'latitude': '40.87928702924834', 'longitude': '-73.84643896546248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903484,2023-09-23T11:25:07.000,2023-09-24T11:10:53.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11357,149-60 17 ROAD,17 ROAD,149 STREET,150 STREET,149 STREET,150 STREET,ADDRESS,WHITESTONE,17 ROAD,Closed,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-09-24T11:10:55.000,07 QUEENS,4046670044,QUEENS,1035464,224782,PHONE,Unspecified,QUEENS,40.783502491757496,-73.81506739681755,"{'latitude': '40.783502491757496', 'longitude': '-73.81506739681755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58904473,2023-09-23T11:24:29.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11377,64-01 35 AVENUE,35 AVENUE,64 STREET,65 STREET,64 STREET,65 STREET,ADDRESS,WOODSIDE,35 AVENUE,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-25T09:11:07.000,02 QUEENS,4011910037,QUEENS,1012367,212662,ONLINE,Unspecified,QUEENS,40.75033991323756,-73.89852074020749,"{'latitude': '40.75033991323756', 'longitude': '-73.89852074020749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903755,2023-09-23T11:23:49.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Worker Activity,Mobile Food Vendor,10019,712 5 AVENUE,5 AVENUE,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,5 AVENUE,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-25T09:54:08.000,05 MANHATTAN,1012710038,MANHATTAN,991122,217075,MOBILE,Unspecified,MANHATTAN,40.76249450483886,-73.9751932073919,"{'latitude': '40.76249450483886', 'longitude': '-73.9751932073919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58904536,2023-09-23T11:23:42.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,10025,RIVERSIDE DRIVE,RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST   96 STREET,RIVERSIDE DRIVE,WEST 96 STREET,INTERSECTION,MANHATTAN,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-23T13:35:12.000,07 MANHATTAN,,MANHATTAN,991168,229289,PHONE,Unspecified,MANHATTAN,40.79601867019603,-73.97501457897238,"{'latitude': '40.79601867019603', 'longitude': '-73.97501457897238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903472,2023-09-23T11:23:41.000,2023-09-23T11:56:16.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11365,71-01 PARSONS BOULEVARD,PARSONS BOULEVARD,71 AVENUE,72 AVENUE,71 AVENUE,72 AVENUE,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T11:56:20.000,08 QUEENS,4067970040,QUEENS,1036658,205328,ONLINE,Unspecified,QUEENS,40.73009934988612,-73.81090754397326,"{'latitude': '40.73009934988612', 'longitude': '-73.81090754397326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903140,2023-09-23T11:23:40.000,2023-09-23T12:12:38.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11373,87-24 52 AVENUE,52 AVENUE,JUSTICE AVENUE,90 STREET,JUSTICE AVENUE,90 STREET,ADDRESS,ELMHURST,52 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T12:12:42.000,04 QUEENS,4018380004,QUEENS,1018655,208194,ONLINE,Unspecified,QUEENS,40.73805415297853,-73.87584911109214,"{'latitude': '40.73805415297853', 'longitude': '-73.87584911109214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58904223,2023-09-23T11:23:17.000,2023-09-23T13:27:59.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10024,302 WEST   86 STREET,WEST   86 STREET,WEST END AVENUE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST   86 STREET,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-23T13:28:02.000,07 MANHATTAN,1012470037,MANHATTAN,990316,226721,PHONE,Unspecified,MANHATTAN,40.78897082923102,-73.9780940272649,"{'latitude': '40.78897082923102', 'longitude': '-73.9780940272649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903242,2023-09-23T11:23:10.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11210,937 EAST   39 STREET,EAST   39 STREET,GLENWOOD ROAD,AVENUE H,GLENWOOD ROAD,AVENUE H,ADDRESS,BROOKLYN,EAST   39 STREET,In Progress,,,17 BROOKLYN,3077230030,BROOKLYN,1001156,170216,ONLINE,Unspecified,BROOKLYN,40.63386403414221,-73.93908974156638,"{'latitude': '40.63386403414221', 'longitude': '-73.93908974156638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903258,2023-09-23T11:23:05.000,2023-09-23T13:26:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11218,1114 41 STREET,41 STREET,FORT HAMILTON PARKWAY,12 AVENUE,FORT HAMILTON PARKWAY,12 AVENUE,ADDRESS,BROOKLYN,41 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T13:26:04.000,12 BROOKLYN,3055920012,BROOKLYN,986637,173128,MOBILE,Unspecified,BROOKLYN,40.64187266421624,-73.99139889827676,"{'latitude': '40.64187266421624', 'longitude': '-73.99139889827676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909410,2023-09-23T11:23:00.000,2023-09-23T11:50:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11413,217-10 135 AVENUE,135 AVENUE,217 ST,218 ST,,,ADDRESS,SPRINGFIELD GARDENS,,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-23T11:50:00.000,13 QUEENS,4130150025,QUEENS,1052762,186544,PHONE,Unspecified,QUEENS,40.67843181841812,-73.75299434292717,"{'latitude': '40.67843181841812', 'longitude': '-73.75299434292717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907577,2023-09-23T11:22:45.000,2023-09-24T11:16:18.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10458,2730 DECATUR AVENUE,DECATUR AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,07 BRONX,2032780022,BRONX,1015229,254640,PHONE,Unspecified,BRONX,40.865548237783095,-73.88799756666266,"{'latitude': '40.865548237783095', 'longitude': '-73.88799756666266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907568,2023-09-23T11:22:45.000,2023-09-24T11:16:18.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10458,2730 DECATUR AVENUE,DECATUR AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-24T00:00:00.000,07 BRONX,2032780022,BRONX,1015229,254640,PHONE,Unspecified,BRONX,40.865548237783095,-73.88799756666266,"{'latitude': '40.865548237783095', 'longitude': '-73.88799756666266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906466,2023-09-23T11:22:45.000,2023-09-24T11:16:17.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10458,2730 DECATUR AVENUE,DECATUR AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,07 BRONX,2032780022,BRONX,1015229,254640,PHONE,Unspecified,BRONX,40.865548237783095,-73.88799756666266,"{'latitude': '40.865548237783095', 'longitude': '-73.88799756666266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58905990,2023-09-23T11:22:45.000,2023-09-24T11:16:17.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10458,2730 DECATUR AVENUE,DECATUR AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,07 BRONX,2032780022,BRONX,1015229,254640,PHONE,Unspecified,BRONX,40.865548237783095,-73.88799756666266,"{'latitude': '40.865548237783095', 'longitude': '-73.88799756666266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906508,2023-09-23T11:22:45.000,2023-09-24T11:16:17.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10458,2730 DECATUR AVENUE,DECATUR AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-24T00:00:00.000,07 BRONX,2032780022,BRONX,1015229,254640,PHONE,Unspecified,BRONX,40.865548237783095,-73.88799756666266,"{'latitude': '40.865548237783095', 'longitude': '-73.88799756666266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908129,2023-09-23T11:22:45.000,2023-09-24T11:16:17.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10458,2730 DECATUR AVENUE,DECATUR AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-24T00:00:00.000,07 BRONX,2032780022,BRONX,1015229,254640,PHONE,Unspecified,BRONX,40.865548237783095,-73.88799756666266,"{'latitude': '40.865548237783095', 'longitude': '-73.88799756666266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909738,2023-09-23T11:22:45.000,2023-09-24T11:16:18.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10458,2730 DECATUR AVENUE,DECATUR AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-24T00:00:00.000,07 BRONX,2032780022,BRONX,1015229,254640,PHONE,Unspecified,BRONX,40.865548237783095,-73.88799756666266,"{'latitude': '40.865548237783095', 'longitude': '-73.88799756666266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909164,2023-09-23T11:22:45.000,2023-09-24T11:16:18.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10458,2730 DECATUR AVENUE,DECATUR AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,07 BRONX,2032780022,BRONX,1015229,254640,PHONE,Unspecified,BRONX,40.865548237783095,-73.88799756666266,"{'latitude': '40.865548237783095', 'longitude': '-73.88799756666266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903297,2023-09-23T11:22:38.000,2023-09-25T15:07:20.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11201,295 FLATBUSH AVENUE EXTENSION,FLATBUSH AVENUE EXTENSION,WILLOUGHBY STREET,FLEET STREET,WILLOUGHBY STREET,FLEET STREET,ADDRESS,BROOKLYN,FLATBUSH AVENUE EXTENSION,Closed,The Department of Sanitation cleaned the location.,2023-09-25T15:07:24.000,02 BROOKLYN,3020790021,BROOKLYN,989104,191386,MOBILE,Unspecified,BROOKLYN,40.69198580109425,-73.98249638594733,"{'latitude': '40.69198580109425', 'longitude': '-73.98249638594733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908154,2023-09-23T11:22:19.000,2023-10-02T08:41:45.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10002,179 ESSEX STREET,ESSEX STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,03 MANHATTAN,1004120062,MANHATTAN,987991,202268,PHONE,Unspecified,MANHATTAN,40.72185486130175,-73.9865038386843,"{'latitude': '40.72185486130175', 'longitude': '-73.9865038386843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907118,2023-09-23T11:22:19.000,2023-10-01T13:58:16.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10002,179 ESSEX STREET,ESSEX STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,03 MANHATTAN,1004120062,MANHATTAN,987991,202268,PHONE,Unspecified,MANHATTAN,40.72185486130175,-73.9865038386843,"{'latitude': '40.72185486130175', 'longitude': '-73.9865038386843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909241,2023-09-23T11:22:19.000,2023-10-02T08:41:45.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10002,179 ESSEX STREET,ESSEX STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,03 MANHATTAN,1004120062,MANHATTAN,987991,202268,PHONE,Unspecified,MANHATTAN,40.72185486130175,-73.9865038386843,"{'latitude': '40.72185486130175', 'longitude': '-73.9865038386843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903012,2023-09-23T11:22:06.000,2023-09-23T13:37:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11385,59-20 DECATUR STREET,DECATUR STREET,FOREST AVENUE,MYRTLE AVENUE,FOREST AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,DECATUR STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T13:37:12.000,05 QUEENS,,QUEENS,1012875,194040,MOBILE,Unspecified,QUEENS,40.69922544926043,-73.89676648665072,"{'latitude': '40.69922544926043', 'longitude': '-73.89676648665072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58904449,2023-09-23T11:22:03.000,2023-09-25T09:25:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11373,,,,,57 AVENUE,QUEENS BOULEVARD,INTERSECTION,QUEENS,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-25T09:25:00.000,04 QUEENS,,QUEENS,1019331,206855,UNKNOWN,Unspecified,QUEENS,40.7343762769571,-73.87341674191903,"{'latitude': '40.7343762769571', 'longitude': '-73.87341674191903', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58904634,2023-09-23T11:21:05.000,2023-09-23T11:55:02.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11209,7122 RIDGE BOULEVARD,RIDGE BOULEVARD,71 STREET,72 STREET,71 STREET,72 STREET,ADDRESS,BROOKLYN,RIDGE BOULEVARD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T11:55:05.000,10 BROOKLYN,3058890046,BROOKLYN,976075,170490,ONLINE,Unspecified,BROOKLYN,40.63462846673075,-74.02945386465531,"{'latitude': '40.63462846673075', 'longitude': '-74.02945386465531', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903419,2023-09-23T11:20:49.000,2023-09-23T11:36:57.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11228,1222 78 STREET,78 STREET,12 AVENUE,13 AVENUE,12 AVENUE,13 AVENUE,ADDRESS,BROOKLYN,78 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T11:37:01.000,10 BROOKLYN,3062550014,BROOKLYN,981241,164996,ONLINE,Unspecified,BROOKLYN,40.61955185312679,-74.01083873505748,"{'latitude': '40.61955185312679', 'longitude': '-74.01083873505748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58904501,2023-09-23T11:20:49.000,2023-09-23T13:37:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11385,59-20 DECATUR STREET,DECATUR STREET,FOREST AVENUE,MYRTLE AVENUE,FOREST AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,DECATUR STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T13:37:07.000,05 QUEENS,,QUEENS,1012875,194040,MOBILE,Unspecified,QUEENS,40.69922544926043,-73.89676648665072,"{'latitude': '40.69922544926043', 'longitude': '-73.89676648665072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58904210,2023-09-23T11:20:39.000,2023-09-23T11:55:35.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T11:55:40.000,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
