unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,facility_type,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_segment,road_ramp,bridge_highway_direction,taxi_pick_up_location,due_date,taxi_company_borough
58803509,2023-09-13T17:02:33.000,2023-09-13T17:02:33.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Mixed Use Building,11203,948 NEW YORK AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-13T17:02:33.000,17 BROOKLYN,3048860018,BROOKLYN,999067,176156,ONLINE,Unspecified,BROOKLYN,40.650171796686024,-73.94660310655372,"{'latitude': '40.650171796686024', 'longitude': '-73.94660310655372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CHURCH AVENUE,SNYDER AVENUE,,CHURCH AVENUE,SNYDER AVENUE,NEW YORK AVENUE,,,,,,,
58800580,2023-09-13T17:02:33.000,2023-09-15T20:49:16.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10002,179 ESSEX STREET,ESSEX STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-15T00:00:00.000,03 MANHATTAN,1004120062,MANHATTAN,987991,202268,PHONE,Unspecified,MANHATTAN,40.72185486130175,-73.9865038386843,"{'latitude': '40.72185486130175', 'longitude': '-73.9865038386843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58807179,2023-09-13T17:02:33.000,2023-09-15T20:49:17.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10002,179 ESSEX STREET,ESSEX STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,03 MANHATTAN,1004120062,MANHATTAN,987991,202268,PHONE,Unspecified,MANHATTAN,40.72185486130175,-73.9865038386843,"{'latitude': '40.72185486130175', 'longitude': '-73.9865038386843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58803271,2023-09-13T17:02:33.000,2023-09-15T20:49:16.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10002,179 ESSEX STREET,ESSEX STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-09-15T00:00:00.000,03 MANHATTAN,1004120062,MANHATTAN,987991,202268,PHONE,Unspecified,MANHATTAN,40.72185486130175,-73.9865038386843,"{'latitude': '40.72185486130175', 'longitude': '-73.9865038386843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58809682,2023-09-13T17:02:33.000,2023-09-18T09:58:01.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10002,179 ESSEX STREET,ESSEX STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,03 MANHATTAN,1004120062,MANHATTAN,987991,202268,PHONE,Unspecified,MANHATTAN,40.72185486130175,-73.9865038386843,"{'latitude': '40.72185486130175', 'longitude': '-73.9865038386843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58800898,2023-09-13T17:02:31.000,2023-09-14T08:21:11.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Ventilation,Commercial Building,11237,86 WYCKOFF AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,Closed,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-14T08:21:11.000,04 BROOKLYN,3032370033,BROOKLYN,1006512,195991,PHONE,Unspecified,BROOKLYN,40.70459877964895,-73.91970761545971,"{'latitude': '40.70459877964895', 'longitude': '-73.91970761545971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HART STREET,DEKALB AVENUE,,HART STREET,DEKALB AVENUE,WYCKOFF AVENUE,,,,,,,
58804939,2023-09-13T17:02:12.000,2023-09-22T10:17:36.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10021,420 EAST   73 STREET,EAST   73 STREET,ADDRESS,NEW YORK,Closed,"The Department of Transportation inspected the location more than six months ago and has notified the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-09-22T10:17:39.000,08 MANHATTAN,1014670036,MANHATTAN,996757,219156,PHONE,Unspecified,MANHATTAN,40.76820013540894,-73.95484791253419,"{'latitude': '40.76820013540894', 'longitude': '-73.95484791253419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1 AVENUE,YORK AVENUE,,1 AVENUE,YORK AVENUE,EAST   73 STREET,,,,,,,
58801619,2023-09-13T17:01:54.000,2023-09-13T18:54:56.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11362,253-49 PEMBROKE AVENUE,PEMBROKE AVENUE,ADDRESS,LITTLE NECK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T18:55:01.000,11 QUEENS,4082600211,QUEENS,1058088,220550,PHONE,Unspecified,QUEENS,40.7717267676025,-73.73341957418548,"{'latitude': '40.7717267676025', 'longitude': '-73.73341957418548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",254 STREET,GLENWOOD STREET,,254 STREET,GLENWOOD STREET,PEMBROKE AVENUE,,,,,,,
58805388,2023-09-13T17:01:44.000,2023-09-13T19:07:52.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10305,256 HYLAN BOULEVARD,HYLAN BOULEVARD,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T19:07:56.000,01 STATEN ISLAND,5028560015,STATEN ISLAND,964685,162206,MOBILE,Unspecified,STATEN ISLAND,40.61187279140403,-74.07046709215211,"{'latitude': '40.61187279140403', 'longitude': '-74.07046709215211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VERMONT AVENUE,TOMPKINS AVENUE,,VERMONT AVENUE,TOMPKINS AVENUE,HYLAN BOULEVARD,,,,,,,
58809223,2023-09-13T17:01:36.000,2023-09-13T17:34:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10035,317 EAST  119 STREET,EAST  119 STREET,ADDRESS,NEW YORK,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T17:34:30.000,11 MANHATTAN,1017960110,MANHATTAN,1002094,230236,MOBILE,Unspecified,MANHATTAN,40.798602618541224,-73.93555114296511,"{'latitude': '40.798602618541224', 'longitude': '-73.93555114296511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2 AVENUE,1 AVENUE,,2 AVENUE,1 AVENUE,EAST  119 STREET,,,,,,,
58801238,2023-09-13T17:01:36.000,2023-09-14T08:49:56.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Mattress or Box Spring Uncovered,Sidewalk,11218,399 OCEAN PARKWAY,OCEAN PARKWAY,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-14T08:49:56.000,12 BROOKLYN,3053750058,BROOKLYN,991655,172181,ONLINE,Unspecified,BROOKLYN,40.63927057829358,-73.97331852722482,"{'latitude': '40.63927057829358', 'longitude': '-73.97331852722482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE C,CORTELYOU ROAD,,AVENUE C,CORTELYOU ROAD,OCEAN PARKWAY,,,,,,,
58802228,2023-09-13T17:01:35.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11230,1583 EAST   10 STREET,EAST   10 STREET,ADDRESS,BROOKLYN,In Progress,,,12 BROOKLYN,3066170058,BROOKLYN,994388,161720,PHONE,Unspecified,BROOKLYN,40.61055462194686,-73.96348677650114,"{'latitude': '40.61055462194686', 'longitude': '-73.96348677650114', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE O,AVENUE P,,AVENUE O,AVENUE P,EAST   10 STREET,,,,,,,
58805184,2023-09-13T17:01:28.000,2023-09-20T21:23:58.000,DSNY,Department of Sanitation,Obstruction,Merchandise,Sidewalk,11220,4717 8 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-20T21:24:02.000,12 BROOKLYN,3007690003,BROOKLYN,983665,173409,ONLINE,Unspecified,BROOKLYN,40.64264425121576,-74.00210796090674,"{'latitude': '40.64264425121576', 'longitude': '-74.00210796090674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47 STREET,48 STREET,,47 STREET,48 STREET,8 AVENUE,,,,,,,
58804225,2023-09-13T17:01:18.000,2023-09-13T17:23:10.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10468,2416 GRAND AVENUE,GRAND AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T17:23:15.000,07 BRONX,2031990015,BRONX,1010864,253392,PHONE,Unspecified,BRONX,40.86213709672772,-73.90378386474217,"{'latitude': '40.86213709672772', 'longitude': '-73.90378386474217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  184 STREET,WEST FORDHAM ROAD,,WEST  184 STREET,WEST FORDHAM ROAD,GRAND AVENUE,,,,,,,
58806804,2023-09-13T17:01:09.000,2023-09-13T17:57:02.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11217,500 BERGEN STREET,BERGEN STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T17:57:05.000,08 BROOKLYN,3011430017,BROOKLYN,991544,187223,MOBILE,Unspecified,BROOKLYN,40.680557645015696,-73.97370220786807,"{'latitude': '40.680557645015696', 'longitude': '-73.97370220786807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6 AVENUE,CARLTON AVENUE,,6 AVENUE,CARLTON AVENUE,BERGEN STREET,,,,,,,
58802299,2023-09-13T17:01:05.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,10011,108 GREENWICH AVENUE,GREENWICH AVENUE,ADDRESS,NEW YORK,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-14T13:23:22.000,02 MANHATTAN,1006170034,MANHATTAN,983653,208279,ONLINE,Unspecified,MANHATTAN,40.738354356512815,-74.00215429123145,"{'latitude': '40.738354356512815', 'longitude': '-74.00215429123145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JANE STREET,HORATIO STREET,,JANE STREET,HORATIO STREET,GREENWICH AVENUE,,,,,,,
58807496,2023-09-13T17:01:00.000,2023-09-15T11:16:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10303,48 LOCKMAN AVENUE,LOCKMAN AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the E-waste.,2023-09-15T11:16:00.000,01 STATEN ISLAND,5012370096,STATEN ISLAND,939462,171090,PHONE,Unspecified,STATEN ISLAND,40.636165877614125,-74.16137135210941,"{'latitude': '40.636165877614125', 'longitude': '-74.16137135210941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RICHMOND TERRACE,LOCKMAN PLACE,,,,,,,,,,,
58800790,2023-09-13T17:00:55.000,2023-09-13T17:49:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10026,1845 ADAM CLAYTON POWELL JR BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T17:49:12.000,10 MANHATTAN,1018227502,MANHATTAN,996921,231055,MOBILE,Unspecified,MANHATTAN,40.80085948188248,-73.95423340516722,"{'latitude': '40.80085948188248', 'longitude': '-73.95423340516722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  112 STREET,WEST  113 STREET,,WEST  112 STREET,WEST  113 STREET,7 AVENUE,,,,,,,
58803224,2023-09-13T17:00:46.000,2023-09-22T10:29:29.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10027,410 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,Open,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,10 MANHATTAN,1019580001,MANHATTAN,998200,235884,PHONE,Unspecified,MANHATTAN,40.81411182353892,-73.94960373018408,"{'latitude': '40.81411182353892', 'longitude': '-73.94960373018408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58802074,2023-09-13T17:00:46.000,2023-09-22T10:29:28.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10027,410 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,Open,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,10 MANHATTAN,1019580001,MANHATTAN,998200,235884,PHONE,Unspecified,MANHATTAN,40.81411182353892,-73.94960373018408,"{'latitude': '40.81411182353892', 'longitude': '-73.94960373018408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58804452,2023-09-13T17:00:46.000,2023-09-22T10:29:29.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10027,410 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,Open,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,10 MANHATTAN,1019580001,MANHATTAN,998200,235884,PHONE,Unspecified,MANHATTAN,40.81411182353892,-73.94960373018408,"{'latitude': '40.81411182353892', 'longitude': '-73.94960373018408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58809717,2023-09-13T17:00:46.000,2023-09-22T10:29:29.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10027,410 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,10 MANHATTAN,1019580001,MANHATTAN,998200,235884,PHONE,Unspecified,MANHATTAN,40.81411182353892,-73.94960373018408,"{'latitude': '40.81411182353892', 'longitude': '-73.94960373018408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58800955,2023-09-13T17:00:44.000,2023-09-14T16:09:32.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,11369,LAGUARDIA AIRPORT,LAGUARDIA AIRPORT,UNRECOGNIZED,EAST ELMHURST,Closed,See notes for information.,2023-09-14T16:09:35.000,80 QUEENS,4009260001,QUEENS,1018236,221443,PHONE,Unspecified,QUEENS,40.77442086598845,-73.87729410513894,"{'latitude': '40.77442086598845', 'longitude': '-73.87729410513894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",94 STREET,GRAND CENTRAL PARKWAY ET    7 EB,,94 STREET,GRAND CENTRAL PARKWAY ET    7 EB,LA GUARDIA AIRPORT,,,,,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369",,
58800222,2023-09-13T17:00:36.000,2023-09-13T20:20:37.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11203,158 EAST   42 STREET,EAST   42 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T20:20:43.000,17 BROOKLYN,3048780027,BROOKLYN,1001408,176855,PHONE,Unspecified,BROOKLYN,40.65208617295477,-73.93816493173736,"{'latitude': '40.65208617295477', 'longitude': '-73.93816493173736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LINDEN BOULEVARD,CHURCH AVENUE,,LINDEN BOULEVARD,CHURCH AVENUE,EAST   42 STREET,,,,,,,
58803586,2023-09-13T17:00:35.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11414,88-08 151 AVENUE,151 AVENUE,ADDRESS,HOWARD BEACH,In Progress,,,10 QUEENS,4114340007,QUEENS,1026720,182861,ONLINE,Unspecified,QUEENS,40.66848607627237,-73.84690627257683,"{'latitude': '40.66848607627237', 'longitude': '-73.84690627257683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",88 STREET,89 STREET,,88 STREET,89 STREET,151 AVENUE,,,,,,,
58809377,2023-09-13T17:00:34.000,2023-10-19T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11434,134-17 155 STREET,155 STREET,ADDRESS,JAMAICA,Assigned,The Department of Buildings has attempted to conduct an inspection of this premises and was denied access. A second attempt will be made.,2023-10-19T00:00:00.000,12 QUEENS,4122940060,QUEENS,1044939,183680,UNKNOWN,Unspecified,QUEENS,40.670627897978044,-73.78122419321913,"{'latitude': '40.670627897978044', 'longitude': '-73.78122419321913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58807265,2023-09-13T17:00:34.000,2023-11-06T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10030,2400 ADAM CLAYTON POWELL BOULEVARD,ADAM CLAYTON POWELL BOULEVARD,ADDRESS,NEW YORK,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-11-06T00:00:00.000,10 MANHATTAN,1020260029,MANHATTAN,1000482,237497,UNKNOWN,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58808597,2023-09-13T17:00:23.000,2023-09-13T21:47:43.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11229,1945 EAST   29 STREET,EAST   29 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T21:47:45.000,15 BROOKLYN,3073080070,BROOKLYN,999932,159244,ONLINE,Unspecified,BROOKLYN,40.60375043256113,-73.9435251490864,"{'latitude': '40.60375043256113', 'longitude': '-73.9435251490864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE S,AVENUE T,,AVENUE S,AVENUE T,EAST   29 STREET,,,,,,,
58802947,2023-09-13T17:00:00.000,2023-09-13T18:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,11226,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-13T18:00:00.000,14 BROOKLYN,,BROOKLYN,994959,176882,UNKNOWN,Unspecified,BROOKLYN,40.652170429082645,-73.96140619252006,"{'latitude': '40.652170429082645', 'longitude': '-73.96140619252006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,N/A,CATON AVENUE,OCEAN AVENUE,,,,,,,,
58806244,2023-09-13T17:00:00.000,2023-09-18T12:29:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10314,349 LIVERMORE AVENUE,LIVERMORE AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the E-waste.,2023-09-18T12:29:00.000,01 STATEN ISLAND,5004670076,STATEN ISLAND,945615,163480,PHONE,Unspecified,STATEN ISLAND,40.615307025992976,-74.13915854948374,"{'latitude': '40.615307025992976', 'longitude': '-74.13915854948374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RUTH STREET,DELMORE STREET,,,,,,,,,,,
58810033,2023-09-13T16:59:59.000,2023-09-13T16:59:59.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10021,420 EAST   73 STREET,EAST   73 STREET,ADDRESS,NEW YORK,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-13T16:59:59.000,08 MANHATTAN,1014670036,MANHATTAN,996757,219156,PHONE,Unspecified,MANHATTAN,40.76820013540894,-73.95484791253419,"{'latitude': '40.76820013540894', 'longitude': '-73.95484791253419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1 AVENUE,YORK AVENUE,,1 AVENUE,YORK AVENUE,EAST   73 STREET,,,,,,,
58809322,2023-09-13T16:59:55.000,2023-09-13T17:24:29.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10019,619 WEST   54 STREET,WEST   54 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T17:24:34.000,04 MANHATTAN,1011020018,MANHATTAN,986087,219310,ONLINE,Unspecified,MANHATTAN,40.76863148187075,-73.99336812038881,"{'latitude': '40.76863148187075', 'longitude': '-73.99336812038881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11 AVENUE,12 AVENUE,,11 AVENUE,12 AVENUE,WEST   54 STREET,,,,,,,
58800710,2023-09-13T16:59:37.000,2023-09-18T17:01:26.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10469,3019 COLDEN AVENUE,COLDEN AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,12 BRONX,2045750043,BRONX,1023113,256251,PHONE,Unspecified,BRONX,40.86993874790867,-73.85948421043413,"{'latitude': '40.86993874790867', 'longitude': '-73.85948421043413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58800628,2023-09-13T16:59:37.000,2023-09-18T17:01:26.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10469,3019 COLDEN AVENUE,COLDEN AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,12 BRONX,2045750043,BRONX,1023113,256251,PHONE,Unspecified,BRONX,40.86993874790867,-73.85948421043413,"{'latitude': '40.86993874790867', 'longitude': '-73.85948421043413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58802022,2023-09-13T16:59:37.000,2023-09-18T17:01:25.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10469,3019 COLDEN AVENUE,COLDEN AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,12 BRONX,2045750043,BRONX,1023113,256251,PHONE,Unspecified,BRONX,40.86993874790867,-73.85948421043413,"{'latitude': '40.86993874790867', 'longitude': '-73.85948421043413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58805823,2023-09-13T16:59:33.000,2023-10-05T06:59:15.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,STAIRS,RESIDENTIAL BUILDING,11433,153-16 SOUTH ROAD,SOUTH ROAD,ADDRESS,JAMAICA,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,12 QUEENS,4101210068,QUEENS,1039613,192904,PHONE,Unspecified,QUEENS,40.69598051810695,-73.80034786170103,"{'latitude': '40.69598051810695', 'longitude': '-73.80034786170103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58807188,2023-09-13T16:59:33.000,2023-10-05T06:59:15.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11433,153-16 SOUTH ROAD,SOUTH ROAD,ADDRESS,JAMAICA,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,12 QUEENS,4101210068,QUEENS,1039613,192904,PHONE,Unspecified,QUEENS,40.69598051810695,-73.80034786170103,"{'latitude': '40.69598051810695', 'longitude': '-73.80034786170103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58809787,2023-09-13T16:59:33.000,2023-10-05T06:59:15.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11433,153-16 SOUTH ROAD,SOUTH ROAD,ADDRESS,JAMAICA,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,12 QUEENS,4101210068,QUEENS,1039613,192904,PHONE,Unspecified,QUEENS,40.69598051810695,-73.80034786170103,"{'latitude': '40.69598051810695', 'longitude': '-73.80034786170103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58801031,2023-09-13T16:59:22.000,2023-09-15T09:39:38.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11219,6317 14 AVENUE,14 AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-09-15T09:39:42.000,11 BROOKLYN,3057410004,BROOKLYN,984733,167222,PHONE,Unspecified,BROOKLYN,40.625662255876954,-73.99826002382758,"{'latitude': '40.625662255876954', 'longitude': '-73.99826002382758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",63 STREET,64 STREET,,63 STREET,64 STREET,14 AVENUE,,,,,,,
