unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_company_borough,road_ramp,vehicle_type
58846922,2023-09-18T20:09:56.000,2023-09-18T20:35:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10312,8 NOTUS AVENUE,NOTUS AVENUE,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T20:35:29.000,03 STATEN ISLAND,5056600032,STATEN ISLAND,935426,140016,ONLINE,Unspecified,STATEN ISLAND,40.550852842517536,-74.17568848899647,"{'latitude': '40.550852842517536', 'longitude': '-74.17568848899647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ANNADALE ROAD,DRUMGOOLE ROAD EAST,ANNADALE ROAD,DRUMGOOLE ROAD EAST,NOTUS AVENUE,,,,,,,,,
58846254,2023-09-18T20:09:54.000,2023-11-06T14:47:57.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10002,245 EAST HOUSTON STREET,EAST HOUSTON STREET,ADDRESS,NEW YORK,Closed,A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.,2023-11-06T14:48:01.000,03 MANHATTAN,1003550049,MANHATTAN,988299,202299,ONLINE,Unspecified,MANHATTAN,40.72193981320066,-73.98539266857512,"{'latitude': '40.72193981320066', 'longitude': '-73.98539266857512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NORFOLK STREET,SUFFOLK STREET,NORFOLK STREET,SUFFOLK STREET,EAST HOUSTON STREET,"245 EAST HOUSTON STREET, MANHATTAN (NEW YORK), NY, 10002",,,,,,,,
58851731,2023-09-18T20:09:53.000,2023-09-18T22:27:53.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10460,1838 GUERLAIN STREET,GUERLAIN STREET,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T22:27:56.000,09 BRONX,2039210001,BRONX,1021349,245138,PHONE,Unspecified,BRONX,40.839444502348364,-73.86592374327307,"{'latitude': '40.839444502348364', 'longitude': '-73.86592374327307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TAYLOR AVENUE,THIERIOT AVENUE,TAYLOR AVENUE,THIERIOT AVENUE,GUERLAIN STREET,,,,,,,,,
58865435,2023-09-18T20:09:46.000,2023-09-19T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Sign/Awning/Marquee - Illegal/No Permit,,10012,25 PRINCE STREET,PRINCE STREET,ADDRESS,NEW YORK,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-19T00:00:00.000,02 MANHATTAN,1005087504,MANHATTAN,985757,202649,UNKNOWN,Unspecified,MANHATTAN,40.72290127683764,-73.99456320920018,"{'latitude': '40.72290127683764', 'longitude': '-73.99456320920018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,,,,,,
58851025,2023-09-18T20:09:19.000,2023-09-18T20:39:17.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10002,245 EAST HOUSTON STREET,EAST HOUSTON STREET,ADDRESS,NEW YORK,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-18T20:39:21.000,03 MANHATTAN,1003550049,MANHATTAN,988299,202299,ONLINE,Unspecified,MANHATTAN,40.72193981320066,-73.98539266857512,"{'latitude': '40.72193981320066', 'longitude': '-73.98539266857512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NORFOLK STREET,SUFFOLK STREET,NORFOLK STREET,SUFFOLK STREET,EAST HOUSTON STREET,,,,,,,,,
58845321,2023-09-18T20:09:18.000,2023-09-18T21:21:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11208,852 EUCLID AVENUE,EUCLID AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T21:21:45.000,05 BROOKLYN,3045050013,BROOKLYN,1020434,181909,PHONE,Unspecified,BROOKLYN,40.665900973724916,-73.86957080363348,"{'latitude': '40.665900973724916', 'longitude': '-73.86957080363348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LORING AVENUE,STANLEY AVENUE,LORING AVENUE,STANLEY AVENUE,EUCLID AVENUE,,,,,,,,,
58853278,2023-09-18T20:09:07.000,2023-09-18T20:46:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11416,92-08 97 AVENUE,97 AVENUE,ADDRESS,OZONE PARK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T20:46:41.000,09 QUEENS,4090660005,QUEENS,1026078,188975,ONLINE,Unspecified,QUEENS,40.685270657518736,-73.84918257180375,"{'latitude': '40.685270657518736', 'longitude': '-73.84918257180375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",92 STREET,93 STREET,92 STREET,93 STREET,97 AVENUE,,,,,,,,,
58845614,2023-09-18T20:08:46.000,2023-09-18T20:46:14.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10314,25 SEWARD PLACE,SEWARD PLACE,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T20:46:17.000,01 STATEN ISLAND,,STATEN ISLAND,946749,163123,ONLINE,Unspecified,STATEN ISLAND,40.614332008105755,-74.13507204384275,"{'latitude': '40.614332008105755', 'longitude': '-74.13507204384275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MARBLE STREET,BEND,MARBLE STREET,BEND,SEWARD PLACE,,,,,,,,,
58848184,2023-09-18T20:08:37.000,2023-09-18T20:45:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10002,525 FRANKLIN D ROOSEVELT DRIVE,FRANKLIN D ROOSEVELT DRIVE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T20:45:21.000,03 MANHATTAN,1003230001,MANHATTAN,990800,199954,ONLINE,Unspecified,MANHATTAN,40.71550185394451,-73.97637224500966,"{'latitude': '40.71550185394451', 'longitude': '-73.97637224500966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WILLIAMSBURG BRIDGE BIKE PATH,FDR DRIVE SB EN E HOUSTON ST,WILLIAMSBURG BRIDGE BIKE PATH,FDR DRIVE SB EN E HOUSTON ST,FRANKLIN D ROOSEVELT DRIVE,,,,,,,,,
58855036,2023-09-18T20:08:33.000,2023-10-24T08:20:45.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10065,351 EAST   61 STREET,EAST   61 STREET,ADDRESS,NEW YORK,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-10-24T08:21:16.000,08 MANHATTAN,1014360122,MANHATTAN,994816,216606,ONLINE,Unspecified,MANHATTAN,40.76120357748868,-73.96185921196128,"{'latitude': '40.76120357748868', 'longitude': '-73.96185921196128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PEDESTRIAN AND BIKE PATH LINK,1 AVENUE,PEDESTRIAN AND BIKE PATH LINK,1 AVENUE,EAST   61 STREET,"351 EAST   61 STREET, MANHATTAN (NEW YORK), NY, 10065",,,,,,,,
58850458,2023-09-18T20:08:29.000,2023-09-18T21:15:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11432,179 STREET,179 STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T21:15:50.000,12 QUEENS,,QUEENS,1044591,197324,PHONE,Unspecified,QUEENS,40.70807980281548,-73.78235647792948,"{'latitude': '40.70807980281548', 'longitude': '-73.78235647792948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",179 STREET,JAMAICA AVENUE,179 STREET,JAMAICA AVENUE,,,,,,,,,,
58855259,2023-09-18T20:08:11.000,2023-09-19T18:18:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11385,74-12 65 STREET,65 STREET,ADDRESS,RIDGEWOOD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T18:18:10.000,05 QUEENS,4035990038,QUEENS,1014889,194333,ONLINE,Unspecified,QUEENS,40.70002292130255,-73.88950184952606,"{'latitude': '40.70002292130255', 'longitude': '-73.88950184952606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CYPRESS HILLS STREET,COOPER AVENUE,CYPRESS HILLS STREET,COOPER AVENUE,65 STREET,,,,,,,,,
58847718,2023-09-18T20:08:04.000,2023-09-19T11:29:52.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Restaurant,Business,11372,86-09 NORTHERN BOULEVARD,NORTHERN BOULEVARD,ADDRESS,JACKSON HEIGHTS,Closed,"The Department of Consumer and Worker Protection (DCWP) provided information about your complaint. You can find it in the Notes to Customer section of your NYC311 Service Request.  If you didn't get the information, call DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-09-19T11:28:34.000,03 QUEENS,4014160043,QUEENS,1017092,214722,PHONE,Unspecified,QUEENS,40.75597779913615,-73.88145733172078,"{'latitude': '40.75597779913615', 'longitude': '-73.88145733172078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",86 STREET,87 STREET,86 STREET,87 STREET,NORTHERN BOULEVARD,,,,,,,,,
58854476,2023-09-18T20:08:03.000,2023-09-18T21:04:28.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11434,BAISLEY BOULEVARD,BAISLEY BOULEVARD,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T21:04:31.000,12 QUEENS,,QUEENS,1043683,184315,PHONE,Unspecified,QUEENS,40.67237934648254,-73.78574628974769,"{'latitude': '40.67237934648254', 'longitude': '-73.78574628974769', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BAISLEY BOULEVARD,ROCKAWAY BOULEVARD,BAISLEY BOULEVARD,ROCKAWAY BOULEVARD,,,,,,,,,,
58845437,2023-09-18T20:08:00.000,2023-09-19T16:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11234,3301 KINGS HIGHWAY,KINGS HIGHWAY,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T16:15:00.000,18 BROOKLYN,3076690029,BROOKLYN,1000265,164701,ONLINE,Unspecified,BROOKLYN,40.61872817624402,-73.94231299033639,"{'latitude': '40.61872817624402', 'longitude': '-73.94231299033639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK AVE,E 34 ST,,,,,N/A,,,,,,,
58851953,2023-09-18T20:07:51.000,2023-09-18T20:17:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,500 WEST  159 STREET,WEST  159 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T20:17:44.000,12 MANHATTAN,1021170034,MANHATTAN,1000460,243216,MOBILE,Unspecified,MANHATTAN,40.83423222011415,-73.9414214623678,"{'latitude': '40.83423222011415', 'longitude': '-73.9414214623678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,WEST  159 STREET,,,,,,,,,
58850066,2023-09-18T20:07:47.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10022,351 EAST   60 STREET,EAST   60 STREET,ADDRESS,NEW YORK,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-27T06:54:46.000,08 MANHATTAN,1014350023,MANHATTAN,994723,216363,ONLINE,Unspecified,MANHATTAN,40.7605367155712,-73.9621952987269,"{'latitude': '40.7605367155712', 'longitude': '-73.9621952987269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ED KOCH QUEENSBORO BRIDGE EXIT,1 AVENUE,ED KOCH QUEENSBORO BRIDGE EXIT,1 AVENUE,EAST   60 STREET,"351 EAST   60 STREET, MANHATTAN (NEW YORK), NY, 10022",,,,,,,,
58850172,2023-09-18T20:07:44.000,2023-09-18T21:33:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11204,1406 WEST    6 STREET,WEST    6 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T21:33:18.000,11 BROOKLYN,3065780054,BROOKLYN,989681,162226,MOBILE,Unspecified,BROOKLYN,40.61194762298651,-73.9804391940515,"{'latitude': '40.61194762298651', 'longitude': '-73.9804391940515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",65 STREET,AVENUE O,65 STREET,AVENUE O,WEST    6 STREET,,,,,,,,,
58851702,2023-09-18T20:07:08.000,2023-09-19T01:13:54.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11426,242-18 93 AVENUE,93 AVENUE,ADDRESS,BELLEROSE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T01:13:58.000,13 QUEENS,4080070112,QUEENS,1060266,203507,PHONE,Unspecified,QUEENS,40.72492979138486,-73.72574894215575,"{'latitude': '40.72492979138486', 'longitude': '-73.72574894215575', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",242 STREET,243 STREET,242 STREET,243 STREET,93 AVENUE,,,,,,,,,
58850067,2023-09-18T20:06:59.000,2023-10-24T08:22:07.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10022,351 EAST   60 STREET,EAST   60 STREET,ADDRESS,NEW YORK,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-10-24T08:22:14.000,08 MANHATTAN,1014350023,MANHATTAN,994723,216363,ONLINE,Unspecified,MANHATTAN,40.7605367155712,-73.9621952987269,"{'latitude': '40.7605367155712', 'longitude': '-73.9621952987269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ED KOCH QUEENSBORO BRIDGE EXIT,1 AVENUE,ED KOCH QUEENSBORO BRIDGE EXIT,1 AVENUE,EAST   60 STREET,"351 EAST   60 STREET, MANHATTAN (NEW YORK), NY, 10022",,,,,,,,
58847279,2023-09-18T20:06:56.000,2023-09-19T02:37:15.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11417,104-15 SUTTER AVENUE,SUTTER AVENUE,ADDRESS,OZONE PARK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T02:37:21.000,10 QUEENS,4114800039,QUEENS,1029996,185949,ONLINE,Unspecified,QUEENS,40.6769456071578,-73.83507618110988,"{'latitude': '40.6769456071578', 'longitude': '-73.83507618110988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",133 AVENUE,105 STREET,133 AVENUE,105 STREET,SUTTER AVENUE,,,,,,,,,
58853951,2023-09-18T20:06:28.000,2023-09-18T21:10:26.000,DSNY,Department of Sanitation,Obstruction,Sign,Sidewalk,11201,141 FRONT STREET,FRONT STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-18T21:10:30.000,02 BROOKLYN,3000400001,BROOKLYN,987718,195202,ONLINE,Unspecified,BROOKLYN,40.70246048463602,-73.98749236276629,"{'latitude': '40.70246048463602', 'longitude': '-73.98749236276629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PEARL STREET,JAY STREET,PEARL STREET,JAY STREET,FRONT STREET,,,,,,,,,
58849140,2023-09-18T20:06:28.000,2023-09-18T20:29:56.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220,415 63 STREET,63 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T20:30:01.000,07 BROOKLYN,3058000069,BROOKLYN,978820,171997,MOBILE,Unspecified,BROOKLYN,40.638766968623315,-74.01956506451258,"{'latitude': '40.638766968623315', 'longitude': '-74.01956506451258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,63 STREET,,,,,,,,,
58859634,2023-09-18T20:06:16.000,2023-09-19T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11419,104-21 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,ADDRESS,SOUTH RICHMOND HILL,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T00:00:00.000,10 QUEENS,4095730074,QUEENS,1033056,189234,UNKNOWN,Unspecified,QUEENS,40.68594582522704,-73.82402048281585,"{'latitude': '40.68594582522704', 'longitude': '-73.82402048281585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58850068,2023-09-18T20:06:13.000,2023-11-13T07:29:22.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10022,1023 1 AVENUE,1 AVENUE,ADDRESS,NEW YORK,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-11-13T07:29:25.000,06 MANHATTAN,1013497501,MANHATTAN,994405,215345,ONLINE,Unspecified,MANHATTAN,40.757742937349164,-73.96334473038891,"{'latitude': '40.757742937349164', 'longitude': '-73.96334473038891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   56 STREET,EAST   57 STREET,EAST   56 STREET,EAST   57 STREET,1 AVENUE,"1023 1 AVENUE, MANHATTAN (NEW YORK), NY, 10022",,,,,,,,
58857535,2023-09-18T20:06:12.000,2023-10-06T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11419,107-14 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,ADDRESS,SOUTH RICHMOND HILL,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-06T00:00:00.000,10 QUEENS,4095980010,QUEENS,1033312,188540,UNKNOWN,Unspecified,QUEENS,40.68403954235554,-73.82310248091935,"{'latitude': '40.68403954235554', 'longitude': '-73.82310248091935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58851258,2023-09-18T20:06:10.000,2023-09-27T08:54:58.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11358,43-14 163 STREET,163 STREET,ADDRESS,FLUSHING,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,2023-09-27T08:55:00.000,07 QUEENS,4054200038,QUEENS,1038734,215609,PHONE,Unspecified,QUEENS,40.75830550887834,-73.80333390482497,"{'latitude': '40.75830550887834', 'longitude': '-73.80333390482497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43 AVENUE,45 AVENUE,43 AVENUE,45 AVENUE,163 STREET,,,,,,,,,
58847162,2023-09-18T20:05:51.000,2023-10-06T10:36:20.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10021,1347 2 AVENUE,2 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,08 MANHATTAN,1014250028,MANHATTAN,995623,219093,PHONE,Unspecified,MANHATTAN,40.76802874840895,-73.95894192329689,"{'latitude': '40.76802874840895', 'longitude': '-73.95894192329689', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58852056,2023-09-18T20:05:51.000,2023-10-06T10:36:20.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10021,1347 2 AVENUE,2 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,08 MANHATTAN,1014250028,MANHATTAN,995623,219093,PHONE,Unspecified,MANHATTAN,40.76802874840895,-73.95894192329689,"{'latitude': '40.76802874840895', 'longitude': '-73.95894192329689', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58849700,2023-09-18T20:05:50.000,2023-10-06T10:36:20.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10021,1347 2 AVENUE,2 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,08 MANHATTAN,1014250028,MANHATTAN,995623,219093,PHONE,Unspecified,MANHATTAN,40.76802874840895,-73.95894192329689,"{'latitude': '40.76802874840895', 'longitude': '-73.95894192329689', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58846337,2023-09-18T20:05:45.000,2023-09-19T13:44:34.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Sidewalk,11224,3327 MERMAID AVENUE,MERMAID AVENUE,ADDRESS,BROOKLYN,Closed,The location does not meet the criteria for Litter Basket placement.,2023-09-19T04:04:23.000,13 BROOKLYN,3070060048,BROOKLYN,984285,148752,ONLINE,Unspecified,BROOKLYN,40.57496586464762,-73.99987401046906,"{'latitude': '40.57496586464762', 'longitude': '-73.99987401046906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   33 STREET,WEST   35 STREET,WEST   33 STREET,WEST   35 STREET,MERMAID AVENUE,,,,,,,,,
58854548,2023-09-18T20:05:41.000,2023-09-27T19:07:29.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10021,242 EAST   72 STREET,EAST   72 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,08 MANHATTAN,1014260029,MANHATTAN,995440,219561,PHONE,Unspecified,MANHATTAN,40.769313520212364,-73.95960179890423,"{'latitude': '40.769313520212364', 'longitude': '-73.95960179890423', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58851817,2023-09-18T20:05:40.000,2023-09-18T20:28:02.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11433,160-17 109 AVENUE,109 AVENUE,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T20:28:00.000,12 QUEENS,4101490074,QUEENS,1041941,192261,PHONE,Unspecified,QUEENS,40.694200767327985,-73.7919580783728,"{'latitude': '40.694200767327985', 'longitude': '-73.7919580783728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",160 STREET,UNION HALL STREET,160 STREET,UNION HALL STREET,109 AVENUE,,,,,,,,,
58850732,2023-09-18T20:05:38.000,2023-09-18T20:44:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11434,127-20 161 STREET,161 STREET,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T20:44:07.000,12 QUEENS,4122670023,QUEENS,1044966,185990,ONLINE,Unspecified,QUEENS,40.67696812392252,-73.78110605355701,"{'latitude': '40.67696812392252', 'longitude': '-73.78110605355701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BAISLEY BOULEVARD,128 AVENUE,BAISLEY BOULEVARD,128 AVENUE,161 STREET,,,,,,,,,
58847502,2023-09-18T20:05:24.000,2023-11-03T16:15:40.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10022,400 EAST   55 STREET,EAST   55 STREET,ADDRESS,NEW YORK,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-11-09T09:29:26.000,06 MANHATTAN,1013660047,MANHATTAN,994295,215054,ONLINE,Unspecified,MANHATTAN,40.75694434234659,-73.96374221874844,"{'latitude': '40.75694434234659', 'longitude': '-73.96374221874844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1 AVENUE,SUTTON PLACE SOUTH,1 AVENUE,SUTTON PLACE SOUTH,EAST   55 STREET,"400 EAST   55 STREET, MANHATTAN (NEW YORK), NY, 10022",,,,,,,,
58848129,2023-09-18T20:05:20.000,2023-09-18T20:15:40.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10001,330 WEST   30 STREET,WEST   30 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T20:15:44.000,04 MANHATTAN,1007530056,MANHATTAN,985267,212563,PHONE,Unspecified,MANHATTAN,40.75011282688794,-73.99632947923503,"{'latitude': '40.75011282688794', 'longitude': '-73.99632947923503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,WEST   30 STREET,,,,,,,,,
58853140,2023-09-18T20:05:08.000,2023-09-18T22:42:43.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11420,113-05 111 AVENUE,111 AVENUE,ADDRESS,SOUTH OZONE PARK,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T22:42:47.000,10 QUEENS,4115940038,QUEENS,1032460,186751,PHONE,Unspecified,QUEENS,40.67913383526568,-73.8261872355944,"{'latitude': '40.67913383526568', 'longitude': '-73.8261872355944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",113 STREET,114 STREET,113 STREET,114 STREET,111 AVENUE,,,,,,,,,
