unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,vehicle_type,taxi_company_borough
58795452,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11229,1705 EAST   17 STREET,EAST   17 STREET,QUENTIN ROAD,AVENUE R,ADDRESS,BROOKLYN,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-13T12:00:00.000,15 BROOKLYN,3068000001,BROOKLYN,996410,160801,PHONE,Unspecified,BROOKLYN,40.60802961170098,-73.95620595675747,"{'latitude': '40.60802961170098', 'longitude': '-73.95620595675747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58795458,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11235,2720 EAST   26 STREET,EAST   26 STREET,VOORHIES AVENUE,SHORE PARKWAY,ADDRESS,BROOKLYN,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-13T12:00:00.000,15 BROOKLYN,3087850013,BROOKLYN,1000050,152938,PHONE,Unspecified,BROOKLYN,40.586441526175435,-73.94311494873669,"{'latitude': '40.586441526175435', 'longitude': '-73.94311494873669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58795457,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11205,98 FRANKLIN AVENUE,FRANKLIN AVENUE,PARK AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-13T12:00:00.000,03 BROOKLYN,3018980043,BROOKLYN,995808,192825,PHONE,Unspecified,BROOKLYN,40.695929306464684,-73.9583191710862,"{'latitude': '40.695929306464684', 'longitude': '-73.9583191710862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,,,,,
58795444,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11368,58-33 PENROD STREET,PENROD STREET,OTIS AVENUE,WESTSIDE AVENUE,ADDRESS,CORONA,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-13T12:00:00.000,04 QUEENS,4019590037,QUEENS,1024538,208589,PHONE,Unspecified,QUEENS,40.739113486401806,-73.85461789977303,"{'latitude': '40.739113486401806', 'longitude': '-73.85461789977303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58795459,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10470,677 EAST  243 STREET,EAST  243 STREET,ROBERTSON STREET,OSGOOD STREET,ADDRESS,BRONX,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-13T12:00:00.000,12 BRONX,,BRONX,1025775,269738,PHONE,Unspecified,BRONX,40.90694414001473,-73.84977568635291,"{'latitude': '40.90694414001473', 'longitude': '-73.84977568635291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58795456,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10471,4901 HENRY HUDSON PARKWAY WEST,HENRY HUDSON PARKWAY WEST,HENRY HUDSON PARKWAY ET 21 SB,WEST 249 STREET,ADDRESS,BRONX,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-13T12:00:00.000,08 BRONX,2059120091,BRONX,1009612,266041,PHONE,Unspecified,BRONX,40.89685834264653,-73.90826225758906,"{'latitude': '40.89685834264653', 'longitude': '-73.90826225758906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58799769,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11234,2026 EAST   67 STREET,EAST   67 STREET,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-13T12:00:00.000,18 BROOKLYN,3084080088,BROOKLYN,1008827,164755,PHONE,Unspecified,BROOKLYN,40.61885678141607,-73.9114719633487,"{'latitude': '40.61885678141607', 'longitude': '-73.9114719633487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58792621,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11207,791 VAN SINDEREN AVENUE,VAN SINDEREN AVENUE,LINDEN BOULEVARD,AVENUE D,ADDRESS,BROOKLYN,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-13T12:00:00.000,05 BROOKLYN,3038730118,BROOKLYN,1012291,178646,PHONE,Unspecified,BROOKLYN,40.65697429966225,-73.89893668031041,"{'latitude': '40.65697429966225', 'longitude': '-73.89893668031041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,,,,,
58789751,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11365,166-15 HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,164 STREET,167 STREET,ADDRESS,FRESH MEADOWS,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-13T12:00:00.000,07 QUEENS,4068660354,QUEENS,1039008,208433,PHONE,Unspecified,QUEENS,40.73860755268615,-73.80240330392093,"{'latitude': '40.73860755268615', 'longitude': '-73.80240330392093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58792623,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11378,60-20 59 AVENUE,59 AVENUE,60 STREET,60 PLACE,ADDRESS,MASPETH,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-13T12:00:00.000,05 QUEENS,4027280018,QUEENS,1010325,201205,PHONE,Unspecified,QUEENS,40.71889954656765,-73.90593507935137,"{'latitude': '40.71889954656765', 'longitude': '-73.90593507935137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58794062,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11204,5312 21 AVENUE,21 AVENUE,53 STREET,57 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-13T12:00:00.000,12 BROOKLYN,3054951143,BROOKLYN,990728,165858,PHONE,Unspecified,BROOKLYN,40.62191600613636,-73.9766647346945,"{'latitude': '40.62191600613636', 'longitude': '-73.9766647346945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,,,,,
58789754,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11231,61 FOURTH STREET,FOURTH STREET,HOYT STREET,BOND STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-13T12:00:00.000,06 BROOKLYN,3004650001,BROOKLYN,985947,185956,PHONE,Unspecified,BROOKLYN,40.67708285939051,-73.99388195401718,"{'latitude': '40.67708285939051', 'longitude': '-73.99388195401718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,,,,,
58789753,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11379,57-35 80 STREET,80 STREET,QUEENS MIDTOWN EXPRESSWAY,58 AVENUE,ADDRESS,MIDDLE VILLAGE,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-13T12:00:00.000,05 QUEENS,4029180065,QUEENS,1017137,204420,PHONE,Unspecified,QUEENS,40.72770123469282,-73.88134527388218,"{'latitude': '40.72770123469282', 'longitude': '-73.88134527388218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58792613,2023-09-12T12:00:00.000,2023-09-12T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10457,1628 BATHGATE AVENUE,BATHGATE AVENUE,EAST 172 STREET,EAST 173 STREET,ADDRESS,BRONX,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-12T12:00:00.000,03 BRONX,2029200002,BRONX,1011727,245438,PHONE,Unspecified,BRONX,40.84030309499608,-73.90069650925858,"{'latitude': '40.84030309499608', 'longitude': '-73.90069650925858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58791176,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11230,109 AVENUE N,AVENUE N,24 AVENUE,EAST 2 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-13T12:00:00.000,12 BROOKLYN,3065640052,BROOKLYN,991532,162997,PHONE,Unspecified,BROOKLYN,40.61406253106317,-73.97377162535497,"{'latitude': '40.61406253106317', 'longitude': '-73.97377162535497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,,,,,
58791187,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11433,168-34 105 AVENUE,105 AVENUE,MERRICK BOULEVARD,169 STREET,ADDRESS,JAMAICA,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-13T12:00:00.000,12 QUEENS,4102360019,QUEENS,1042877,194787,PHONE,Unspecified,QUEENS,40.701127877881476,-73.78856075550298,"{'latitude': '40.701127877881476', 'longitude': '-73.78856075550298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58791168,2023-09-12T12:00:00.000,2023-09-12T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11372,37-40 76 STREET,76 STREET,37 AVENUE,37 ROAD,ADDRESS,JACKSON HEIGHTS,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-12T12:00:00.000,03 QUEENS,4012860056,QUEENS,1014789,211849,PHONE,Unspecified,QUEENS,40.74810040190746,-73.88978301174076,"{'latitude': '40.74810040190746', 'longitude': '-73.88978301174076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58794063,2023-09-12T12:00:00.000,2023-09-14T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10467,3424 DUNCOMB AVENUE,DUNCOMB AVENUE,BRONX BOULEVARD,BARKER AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-14T12:00:00.000,12 BRONX,2046260012,BRONX,1020293,258449,PHONE,Unspecified,BRONX,40.87598354173917,-73.86966856037282,"{'latitude': '40.87598354173917', 'longitude': '-73.86966856037282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58798378,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10451,730 CONCOURSE VILLAGE WEST,CONCOURSE VILLAGE WEST,EAST 153 STREET,EAST 156 STREET,ADDRESS,BRONX,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-13T12:00:00.000,04 BRONX,2024430078,BRONX,1005332,238876,PHONE,Unspecified,BRONX,40.82230987837714,-73.9238290231722,"{'latitude': '40.82230987837714', 'longitude': '-73.9238290231722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58796910,2023-09-12T12:00:00.000,2023-09-14T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10467,3424 DUNCOMB AVENUE,DUNCOMB AVENUE,BRONX BOULEVARD,BARKER AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-14T12:00:00.000,12 BRONX,2046260012,BRONX,1020293,258449,PHONE,Unspecified,BRONX,40.87598354173917,-73.86966856037282,"{'latitude': '40.87598354173917', 'longitude': '-73.86966856037282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58792612,2023-09-12T12:00:00.000,2023-09-12T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10314,227 FANNING STREET,FANNING STREET,WESTWOOD AVENUE,HOLDEN BOULEVARD,ADDRESS,STATEN ISLAND,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-12T12:00:00.000,02 STATEN ISLAND,5007520503,STATEN ISLAND,950143,159924,PHONE,Unspecified,STATEN ISLAND,40.60556513329999,-74.1228313094101,"{'latitude': '40.60556513329999', 'longitude': '-74.1228313094101', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58796903,2023-09-12T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11235,1534 SHORE BOULEVARD,SHORE BOULEVARD,MACKENZIE STREET,NORFOLK STREET,ADDRESS,BROOKLYN,Closed,The vehicle you reported has been removed by the Department of Sanitation.,2023-09-15T12:00:00.000,15 BROOKLYN,3087560006,BROOKLYN,1000982,150891,PHONE,Unspecified,BROOKLYN,40.58082120825313,-73.93976451962057,"{'latitude': '40.58082120825313', 'longitude': '-73.93976451962057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58799780,2023-09-12T12:00:00.000,2023-09-14T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11221,494 HART STREET,HART STREET,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-14T12:00:00.000,04 BROOKLYN,3032250006,BROOKLYN,1003329,192712,PHONE,Unspecified,BROOKLYN,40.695606129306114,-73.93119702959625,"{'latitude': '40.695606129306114', 'longitude': '-73.93119702959625', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58799778,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10466,2017 CAMP STREET,CAMP STREET,BAYCHESTER AVENUE,DE REIMER AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-13T12:00:00.000,12 BRONX,2050950110,BRONX,1026812,267572,PHONE,Unspecified,BRONX,40.90099423642531,-73.84603792851266,"{'latitude': '40.90099423642531', 'longitude': '-73.84603792851266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58796898,2023-09-12T12:00:00.000,2023-09-14T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10467,3424 DUNCOMB AVENUE,DUNCOMB AVENUE,BRONX BOULEVARD,BARKER AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-14T12:00:00.000,12 BRONX,2046260012,BRONX,1020293,258449,PHONE,Unspecified,BRONX,40.87598354173917,-73.86966856037282,"{'latitude': '40.87598354173917', 'longitude': '-73.86966856037282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58791186,2023-09-12T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11236,230 EAST   88 STREET,EAST   88 STREET,AVENUE B,DITMAS AVENUE,ADDRESS,BROOKLYN,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-20T12:00:00.000,17 BROOKLYN,3079120048,BROOKLYN,1007243,175360,PHONE,Unspecified,BROOKLYN,40.647969496416295,-73.91714150284777,"{'latitude': '40.647969496416295', 'longitude': '-73.91714150284777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58792611,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10025,65 WEST  106 STREET,WEST  106 STREET,MANHATTAN AVENUE,COLUMBUS AVENUE,ADDRESS,NEW YORK,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-13T12:00:00.000,07 MANHATTAN,1018420005,MANHATTAN,994743,230349,PHONE,Unspecified,MANHATTAN,40.79892455968734,-73.96210126162586,"{'latitude': '40.79892455968734', 'longitude': '-73.96210126162586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58795461,2023-09-12T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11208,1233 GLENMORE AVENUE,GLENMORE AVENUE,FORBELL STREET,DREW STREET,ADDRESS,BROOKLYN,Closed,The vehicle you reported has been removed by the Department of Sanitation.,2023-09-15T12:00:00.000,05 BROOKLYN,3042060039,BROOKLYN,1022169,186253,PHONE,Unspecified,BROOKLYN,40.67781700500678,-73.86329237865131,"{'latitude': '40.67781700500678', 'longitude': '-73.86329237865131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,,,,,
58798370,2023-09-12T12:00:00.000,2023-09-12T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11370,22-23 72 STREET,72 STREET,DITMARS BOULEVARD,ASTORIA BOULEVARD NORTH,ADDRESS,EAST ELMHURST,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-12T12:00:00.000,01 QUEENS,4010040059,QUEENS,1012764,219030,PHONE,Unspecified,QUEENS,40.767817160082856,-73.89706088927745,"{'latitude': '40.767817160082856', 'longitude': '-73.89706088927745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,,,,,
58798379,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11416,97-10 97 AVENUE,97 AVENUE,97 STREET,98 STREET,ADDRESS,OZONE PARK,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-13T12:00:00.000,09 QUEENS,4090720006,QUEENS,1027307,189433,PHONE,Unspecified,QUEENS,40.686521867537266,-73.84474830147022,"{'latitude': '40.686521867537266', 'longitude': '-73.84474830147022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,,,,,
58799752,2023-09-12T12:00:00.000,2023-09-12T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10460,1125 WYATT STREET,WYATT STREET,DEVOE AVENUE,BRONX PARK AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-12T12:00:00.000,06 BRONX,2039060091,BRONX,1018289,245048,PHONE,Unspecified,BRONX,40.83920980381351,-73.87698306368515,"{'latitude': '40.83920980381351', 'longitude': '-73.87698306368515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58795465,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10462,627 LYDIG AVENUE,LYDIG AVENUE,BOLTON STREET,WHITE PLAINS ROAD,ADDRESS,BRONX,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-13T12:00:00.000,11 BRONX,2043170081,BRONX,1020631,250588,PHONE,Unspecified,BRONX,40.85440611807061,-73.86848903002918,"{'latitude': '40.85440611807061', 'longitude': '-73.86848903002918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,,,,,
58789744,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10457,1879 CROTONA AVENUE,CROTONA AVENUE,EAST 176 STREET,FAIRMOUNT PLACE,ADDRESS,BRONX,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-13T12:00:00.000,06 BRONX,2029460047,BRONX,1014022,246766,PHONE,Unspecified,BRONX,40.843940625165146,-73.8923963569546,"{'latitude': '40.843940625165146', 'longitude': '-73.8923963569546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58792631,2023-09-12T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11423,87-72 191 STREET,191 STREET,FOOTHILL AVENUE,HILLSIDE AVENUE,ADDRESS,HOLLIS,Closed,The vehicle you reported has been removed by the Department of Sanitation.,2023-09-15T12:00:00.000,08 QUEENS,4104990055,QUEENS,1047598,200420,PHONE,Unspecified,QUEENS,40.71655653929983,-73.77148146753844,"{'latitude': '40.71655653929983', 'longitude': '-73.77148146753844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58791169,2023-09-12T12:00:00.000,2023-09-12T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11417,95-08 149 AVENUE,149 AVENUE,95 STREET,96 STREET,ADDRESS,OZONE PARK,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-12T12:00:00.000,10 QUEENS,4115460003,QUEENS,1028467,183748,PHONE,Unspecified,QUEENS,40.67091213629817,-73.84060296996883,"{'latitude': '40.67091213629817', 'longitude': '-73.84060296996883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58791188,2023-09-12T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11229,2202 EAST   17 STREET,EAST   17 STREET,AVENUE V,GRAVESEND NECK ROAD,ADDRESS,BROOKLYN,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-15T12:00:00.000,15 BROOKLYN,3073770009,BROOKLYN,997005,156656,PHONE,Unspecified,BROOKLYN,40.59665159431051,-73.95407090141602,"{'latitude': '40.59665159431051', 'longitude': '-73.95407090141602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58799751,2023-09-12T12:00:00.000,2023-09-12T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10460,343 BRONX PARK AVENUE,BRONX PARK AVENUE,EAST 177 STREET,WYATT STREET,ADDRESS,BRONX,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-12T12:00:00.000,06 BRONX,2039060024,BRONX,1018426,244809,PHONE,Unspecified,BRONX,40.838553289791214,-73.87648916424757,"{'latitude': '40.838553289791214', 'longitude': '-73.87648916424757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58792628,2023-09-12T12:00:00.000,2023-09-18T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11213,1555 PRESIDENT STREET,PRESIDENT STREET,TROY AVENUE,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-18T12:00:00.000,09 BROOKLYN,3014010079,BROOKLYN,1001907,182398,PHONE,Unspecified,BROOKLYN,40.66729950268105,-73.93635209044874,"{'latitude': '40.66729950268105', 'longitude': '-73.93635209044874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,,,,,
58798373,2023-09-12T12:00:00.000,2023-09-14T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11225,78 RUTLAND ROAD,RUTLAND ROAD,FLATBUSH AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Sanitation (DSNY) will only remove abandoned motor vehicles (no boats) without license plates from private property.Â  If a motor vehicle is left abandoned on your property, you may ask the DSNY to remove it. Vehicles owned by the property owner are not eligible for this service. The property owner must complete a waiver and email it to customerservice@dsny.nyc.gov.Â  Access to the property is required and there will be a fee for removal.",2023-09-14T12:00:00.000,09 BROOKLYN,3050370041,BROOKLYN,995853,179341,PHONE,Unspecified,BROOKLYN,40.65891871893714,-73.95818010547187,"{'latitude': '40.65891871893714', 'longitude': '-73.95818010547187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,,,,,
