unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,facility_type,taxi_pick_up_location,due_date,road_ramp,taxi_company_borough
58884666,2023-09-22T00:46:51.000,2023-09-22T00:54:07.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T00:54:11.000,08 QUEENS,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4068290001,,,,,,,,
58889556,2023-09-22T00:46:33.000,2023-09-22T00:57:00.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10012,131 WEST    3 STREET,WEST    3 STREET,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST    3 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T00:57:04.000,02 MANHATTAN,MANHATTAN,984030,205516,MOBILE,Unspecified,MANHATTAN,40.73077061956904,-74.00079378581671,"{'latitude': '40.73077061956904', 'longitude': '-74.00079378581671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1005430066,,,,,,,,
58889069,2023-09-22T00:45:45.000,2023-09-23T14:08:25.000,DSNY,Department of Sanitation,Dead Animal,Other,Street,11206,427 MARCY AVENUE,MARCY AVENUE,LORIMER STREET,WALTON STREET,LORIMER STREET,WALTON STREET,ADDRESS,BROOKLYN,MARCY AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T07:12:31.000,01 BROOKLYN,BROOKLYN,997746,194663,PHONE,Unspecified,BROOKLYN,40.700971443920764,-73.95132661190809,"{'latitude': '40.700971443920764', 'longitude': '-73.95132661190809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58887009,2023-09-22T00:44:45.000,2023-09-22T00:57:29.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1110 COLLEGE AVENUE,COLLEGE AVENUE,EAST  166 STREET,EAST  167 STREET,EAST  166 STREET,EAST  167 STREET,ADDRESS,BRONX,COLLEGE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T00:57:36.000,04 BRONX,BRONX,1007894,241948,ONLINE,Unspecified,BRONX,40.83073515289782,-73.91456148896299,"{'latitude': '40.83073515289782', 'longitude': '-73.91456148896299', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2024340004,,,,,,,,
58895197,2023-09-22T00:44:39.000,2023-09-27T16:55:10.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10002,155 HENRY STREET,HENRY STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,03 MANHATTAN,MANHATTAN,987114,199198,PHONE,Unspecified,MANHATTAN,40.713428775609465,-73.98966904046424,"{'latitude': '40.713428775609465', 'longitude': '-73.98966904046424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1002847501,,,,,,,,
58886912,2023-09-22T00:44:26.000,2023-09-22T01:08:28.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11372,80-15 NORTHERN BOULEVARD,NORTHERN BOULEVARD,80 STREET,81 STREET,80 STREET,81 STREET,ADDRESS,JACKSON HEIGHTS,NORTHERN BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T01:08:31.000,03 QUEENS,QUEENS,1015558,214508,MOBILE,Unspecified,QUEENS,40.75539598889271,-73.88699527010941,"{'latitude': '40.75539598889271', 'longitude': '-73.88699527010941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4011760038,,,,,,,,
58889595,2023-09-22T00:43:50.000,2023-09-22T01:08:23.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10040,105 ELLWOOD STREET,ELLWOOD STREET,WEST  196 STREET,SHERMAN AVENUE,WEST  196 STREET,SHERMAN AVENUE,ADDRESS,NEW YORK,ELLWOOD STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-22T01:08:28.000,12 MANHATTAN,MANHATTAN,1003793,253225,PHONE,Unspecified,MANHATTAN,40.86169721771338,-73.92934773728363,"{'latitude': '40.86169721771338', 'longitude': '-73.92934773728363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021740119,,,,,,,,
58885095,2023-09-22T00:42:58.000,2023-09-23T14:08:43.000,DSNY,Department of Sanitation,Dead Animal,Other,Street,11206,425 MARCY AVENUE,MARCY AVENUE,LORIMER STREET,WALTON STREET,LORIMER STREET,WALTON STREET,ADDRESS,BROOKLYN,MARCY AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T07:09:51.000,01 BROOKLYN,BROOKLYN,997733,194678,PHONE,Unspecified,BROOKLYN,40.70101263522123,-73.95137346642983,"{'latitude': '40.70101263522123', 'longitude': '-73.95137346642983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58890235,2023-09-22T00:42:44.000,2023-09-22T01:16:24.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-22T01:16:28.000,Unspecified MANHATTAN,MANHATTAN,984886,203169,MOBILE,Unspecified,MANHATTAN,40.72432865638317,-73.99770545918592,"{'latitude': '40.72432865638317', 'longitude': '-73.99770545918592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,R,R W Uptown & Queens,Platform,,,,,
58884880,2023-09-22T00:42:28.000,2023-09-22T05:57:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,92-48 77 STREET,77 STREET,ROCKAWAY BOULEVARD,ATLANTIC AVENUE,ROCKAWAY BOULEVARD,ATLANTIC AVENUE,ADDRESS,WOODHAVEN,77 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T05:57:30.000,09 QUEENS,QUEENS,1022200,188799,ONLINE,Unspecified,QUEENS,40.68480505508855,-73.86316627769614,"{'latitude': '40.68480505508855', 'longitude': '-73.86316627769614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4089470033,,,,,,,,
58882140,2023-09-22T00:41:59.000,2023-09-22T03:30:45.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,71-76 70 STREET,70 STREET,CENTRAL AVENUE,MYRTLE AVENUE,CENTRAL AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,70 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T03:30:47.000,05 QUEENS,QUEENS,1017157,195307,PHONE,Unspecified,QUEENS,40.70268817756111,-73.88131766183751,"{'latitude': '40.70268817756111', 'longitude': '-73.88131766183751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4036850049,,,,,,,,
58888345,2023-09-22T00:41:58.000,2023-09-22T00:55:29.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,COLLEGE AVENUE,COLLEGE AVENUE,COLLEGE AVENUE,EAST  166 STREET,COLLEGE AVENUE,EAST  166 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T00:55:33.000,04 BRONX,BRONX,1007814,241775,ONLINE,Unspecified,BRONX,40.83026053152916,-73.9148511795522,"{'latitude': '40.83026053152916', 'longitude': '-73.9148511795522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58883556,2023-09-22T00:41:54.000,2023-09-22T02:24:19.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11367,64-48 138 STREET,138 STREET,64 AVENUE,64 ROAD,64 AVENUE,64 ROAD,ADDRESS,FLUSHING,138 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T02:24:22.000,07 QUEENS,QUEENS,1031794,208268,ONLINE,Unspecified,QUEENS,40.73819639238305,-73.82843644061413,"{'latitude': '40.73819639238305', 'longitude': '-73.82843644061413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4065000029,,,,,,,,
58885659,2023-09-22T00:41:09.000,2023-09-22T00:48:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10460,1742 ADAMS STREET,ADAMS STREET,VAN NEST AVENUE,MORRIS PARK AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,ADDRESS,BRONX,ADAMS STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T00:48:29.000,11 BRONX,BRONX,1019796,245823,ONLINE,Unspecified,BRONX,40.841331013440204,-73.87153266612249,"{'latitude': '40.841331013440204', 'longitude': '-73.87153266612249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2040160052,,,,,,,,
58886926,2023-09-22T00:40:10.000,2023-09-22T00:53:01.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10473,740 BEACH AVENUE,BEACH AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,ADDRESS,BRONX,BEACH AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T00:53:06.000,09 BRONX,BRONX,1022009,238046,PHONE,Unspecified,BRONX,40.819976219579004,-73.86357841506774,"{'latitude': '40.819976219579004', 'longitude': '-73.86357841506774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2035980017,,,,,,,,
58888046,2023-09-22T00:40:09.000,2023-09-22T00:44:51.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11205,81 NORTH PORTLAND AVENUE,NORTH PORTLAND AVENUE,PARK AVENUE,AUBURN PLACE,PARK AVENUE,AUBURN PLACE,ADDRESS,BROOKLYN,NORTH PORTLAND AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T00:44:54.000,02 BROOKLYN,BROOKLYN,990841,192624,PHONE,Unspecified,BROOKLYN,40.69538270128887,-73.97623152066696,"{'latitude': '40.69538270128887', 'longitude': '-73.97623152066696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3020410001,,,,,,,,
58899439,2023-09-22T00:38:54.000,2023-11-17T14:06:06.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10031,772 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-17T00:00:00.000,09 MANHATTAN,MANHATTAN,999982,240293,ONLINE,Unspecified,MANHATTAN,40.82621028895064,-73.94315567864055,"{'latitude': '40.82621028895064', 'longitude': '-73.94315567864055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020530114,,,,,,,,
58887477,2023-09-22T00:38:14.000,2023-09-23T16:46:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11414,156-11 80 STREET,80 STREET,156 AVENUE,157 AVENUE,156 AVENUE,157 AVENUE,ADDRESS,HOWARD BEACH,80 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T16:46:23.000,10 QUEENS,QUEENS,1024957,180525,ONLINE,Unspecified,QUEENS,40.66208256540389,-73.85327553903653,"{'latitude': '40.66208256540389', 'longitude': '-73.85327553903653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4139430001,,,,,,,,
58882286,2023-09-22T00:38:05.000,2023-09-26T13:11:53.000,TLC,Taxi and Limousine Commission,Lost Property,Other,Taxi,11430,JFK,JFK,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,UNRECOGNIZED,JAMAICA,JOHN F KENNEDY AIRPORT,Closed,See notes for information.,2023-09-26T13:11:58.000,83 QUEENS,QUEENS,1043001,175548,PHONE,Unspecified,QUEENS,40.64832048620134,-73.78828125130184,"{'latitude': '40.64832048620134', 'longitude': '-73.78828125130184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4142600001,,,,,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430",,,
58882436,2023-09-22T00:38:02.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-23T09:27:11.000,Unspecified QUEENS,QUEENS,1020492,206393,MOBILE,Unspecified,QUEENS,40.733103520922796,-73.8692299843164,"{'latitude': '40.733103520922796', 'longitude': '-73.8692299843164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,R,,Other,,,,,
58889323,2023-09-22T00:37:31.000,2023-09-22T01:23:41.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10314,278 TRAVIS AVENUE,TRAVIS AVENUE,EVANS STREET,KELLY BOULEVARD,EVANS STREET,KELLY BOULEVARD,ADDRESS,STATEN ISLAND,TRAVIS AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T01:23:46.000,02 STATEN ISLAND,STATEN ISLAND,941925,153339,MOBILE,Unspecified,STATEN ISLAND,40.58745522362016,-74.1523859105527,"{'latitude': '40.58745522362016', 'longitude': '-74.1523859105527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5023890111,,,,,,,,
58887019,2023-09-22T00:36:56.000,2023-09-22T01:02:14.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,215 WEST  116 STREET,WEST  116 STREET,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  116 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T01:02:20.000,10 MANHATTAN,MANHATTAN,997130,232065,ONLINE,Unspecified,MANHATTAN,40.80363135253337,-73.95347657725151,"{'latitude': '40.80363135253337', 'longitude': '-73.95347657725151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1019220020,,,,,,,,
58886443,2023-09-22T00:36:47.000,2023-09-22T02:01:29.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,11219,5001 14 AVENUE,14 AVENUE,50 STREET,51 STREET,50 STREET,51 STREET,ADDRESS,BROOKLYN,14 AVENUE,Closed,N/A,2023-09-22T02:01:34.000,12 BROOKLYN,BROOKLYN,986866,169912,ONLINE,Unspecified,BROOKLYN,40.63304536550185,-73.99057498705645,"{'latitude': '40.63304536550185', 'longitude': '-73.99057498705645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3056500005,,,,,,,,
58890120,2023-09-22T00:36:02.000,2023-09-22T21:40:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11417,103-11 103 STREET,103 STREET,103 AVENUE,LIBERTY AVENUE,103 AVENUE,LIBERTY AVENUE,ADDRESS,OZONE PARK,103 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:40:05.000,10 QUEENS,QUEENS,1028992,188329,ONLINE,Unspecified,QUEENS,40.683483287591194,-73.83867999936275,"{'latitude': '40.683483287591194', 'longitude': '-73.83867999936275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4095070075,,,,,,,,
58881775,2023-09-22T00:35:37.000,2023-09-22T00:47:43.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10032,83 ST NICHOLAS PLACE,ST NICHOLAS PLACE,WEST  153 STREET,EDGECOMBE AVENUE,WEST  153 STREET,EDGECOMBE AVENUE,ADDRESS,NEW YORK,ST NICHOLAS PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T00:47:46.000,09 MANHATTAN,MANHATTAN,1000674,241561,ONLINE,Unspecified,MANHATTAN,40.82968932642495,-73.94065217670709,"{'latitude': '40.82968932642495', 'longitude': '-73.94065217670709', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020690011,,,,,,,,
58886203,2023-09-22T00:35:29.000,2023-09-22T02:15:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2840 SEDGWICK AVENUE,SEDGWICK AVENUE,WEST  197 STREET,WEST  229 STREET,WEST  197 STREET,WEST  229 STREET,ADDRESS,BRONX,SEDGWICK AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-22T02:15:51.000,08 BRONX,BRONX,1011390,257457,MOBILE,Unspecified,BRONX,40.873292675645715,-73.90186578362315,"{'latitude': '40.873292675645715', 'longitude': '-73.90186578362315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032500009,,,,,,,,
58886997,2023-09-22T00:35:11.000,2023-09-22T00:52:42.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10039,219 WEST  145 STREET,WEST  145 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  145 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T00:52:48.000,10 MANHATTAN,MANHATTAN,1000879,238761,MOBILE,Unspecified,MANHATTAN,40.822003741500964,-73.93991835280478,"{'latitude': '40.822003741500964', 'longitude': '-73.93991835280478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020310020,,,,,,,,
58883103,2023-09-22T00:35:08.000,2023-09-22T01:19:00.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10458,2645 BRIGGS AVENUE,BRIGGS AVENUE,EAST  194 STREET,EAST  196 STREET,EAST  194 STREET,EAST  196 STREET,ADDRESS,BRONX,BRIGGS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T01:19:04.000,07 BRONX,BRONX,1013985,254569,MOBILE,Unspecified,BRONX,40.86535764249122,-73.892495473103,"{'latitude': '40.86535764249122', 'longitude': '-73.892495473103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2033000001,,,,,,,,
58898672,2023-09-22T00:35:00.000,2023-09-22T23:35:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10002,145 CLINTON STREET,CLINTON STREET,BROOME ST,GRAND ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-22T23:35:00.000,03 MANHATTAN,MANHATTAN,988027,200357,ONLINE,Unspecified,MANHATTAN,40.716609610852494,-73.98637503616752,"{'latitude': '40.716609610852494', 'longitude': '-73.98637503616752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1003467501,,,,N/A,,,,
58893828,2023-09-22T00:34:58.000,2023-09-23T10:12:29.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10456,530 EAST  169 STREET,EAST  169 STREET,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment to inspect for a lack of heat or hot water. However, HPD was able to verify that heat or hot water was inadequate by inspecting another apartment and a violation was issued. Information about specific violations is available at www.nyc.gov/hpd.",2023-09-23T00:00:00.000,03 BRONX,BRONX,1010629,242635,PHONE,Unspecified,BRONX,40.83261302416413,-73.90467576630016,"{'latitude': '40.83261302416413', 'longitude': '-73.90467576630016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2026100012,,,,,,,,
58882284,2023-09-22T00:34:02.000,2023-09-25T15:38:32.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,10003,21 5 AVENUE,5 AVENUE,EAST    8 STREET,EAST    9 STREET,EAST    8 STREET,EAST    9 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,See notes for information.,2023-09-25T15:38:36.000,02 MANHATTAN,MANHATTAN,985366,206239,PHONE,Unspecified,MANHATTAN,40.73275500956459,-73.99597322112307,"{'latitude': '40.73275500956459', 'longitude': '-73.99597322112307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1005660001,,,,,"21 5 AVENUE, MANHATTAN (NEW YORK), NY, 10003",,,
58885734,2023-09-22T00:33:50.000,2023-09-22T00:34:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10032,524 WEST  169 STREET,WEST  169 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  169 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-22T00:34:53.000,12 MANHATTAN,MANHATTAN,1001578,245628,MOBILE,Unspecified,MANHATTAN,40.840850336148144,-73.93737508387434,"{'latitude': '40.840850336148144', 'longitude': '-73.93737508387434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021250032,,,,,,,,
58883439,2023-09-22T00:33:44.000,2023-09-22T03:43:22.000,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,N/A,Street/Sidewalk,10452,1143 ANDERSON AVENUE,ANDERSON AVENUE,WEST  166 STREET,WEST  167 STREET,WEST  166 STREET,WEST  167 STREET,ADDRESS,BRONX,ANDERSON AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T03:43:27.000,04 BRONX,BRONX,1005131,243764,ONLINE,Unspecified,BRONX,40.835726512623374,-73.92454003841692,"{'latitude': '40.835726512623374', 'longitude': '-73.92454003841692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2025090060,,,,,,,,
58884883,2023-09-22T00:33:40.000,2023-09-22T06:29:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,1464 WEST    5 STREET,WEST    5 STREET,65 STREET,AVENUE O,65 STREET,AVENUE O,ADDRESS,BROOKLYN,WEST    5 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T06:29:50.000,11 BROOKLYN,BROOKLYN,989987,162067,MOBILE,Unspecified,BROOKLYN,40.611511007888105,-73.97933721048216,"{'latitude': '40.611511007888105', 'longitude': '-73.97933721048216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3065790038,,,,,,,,
58890925,2023-09-22T00:33:37.000,2023-09-22T01:01:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026,2192 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  118 STREET,WEST  119 STREET,WEST  118 STREET,WEST  119 STREET,ADDRESS,NEW YORK,8 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T01:01:58.000,10 MANHATTAN,MANHATTAN,996903,232881,MOBILE,Unspecified,MANHATTAN,40.80587137571087,-73.95429497843723,"{'latitude': '40.80587137571087', 'longitude': '-73.95429497843723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1019240002,,,,,,,,
58890904,2023-09-22T00:33:21.000,2023-09-22T00:35:51.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,524 WEST  169 STREET,WEST  169 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  169 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T00:35:55.000,12 MANHATTAN,MANHATTAN,1001578,245628,MOBILE,Unspecified,MANHATTAN,40.840850336148144,-73.93737508387434,"{'latitude': '40.840850336148144', 'longitude': '-73.93737508387434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021250032,,,,,,,,
58889643,2023-09-22T00:33:05.000,2023-09-22T01:03:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11204,2158 63 STREET,63 STREET,21 AVENUE,BAY PARKWAY,21 AVENUE,BAY PARKWAY,ADDRESS,BROOKLYN,63 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T01:03:43.000,11 BROOKLYN,BROOKLYN,989470,163552,ONLINE,Unspecified,BROOKLYN,40.6155873460247,-73.98119812660025,"{'latitude': '40.6155873460247', 'longitude': '-73.98119812660025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3055430025,,,,,,,,
58886899,2023-09-22T00:32:57.000,2023-09-22T00:33:18.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10032,2145 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  166 STREET,WEST  167 STREET,WEST  166 STREET,WEST  167 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T00:33:23.000,12 MANHATTAN,MANHATTAN,1001495,244885,PHONE,Unspecified,MANHATTAN,40.8388111804014,-73.93767696356736,"{'latitude': '40.8388111804014', 'longitude': '-73.93767696356736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021110083,,,,,,,,
58889705,2023-09-22T00:32:47.000,2023-09-22T00:33:12.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10032,524 WEST  169 STREET,WEST  169 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  169 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-22T00:33:15.000,12 MANHATTAN,MANHATTAN,1001578,245628,MOBILE,Unspecified,MANHATTAN,40.840850336148144,-73.93737508387434,"{'latitude': '40.840850336148144', 'longitude': '-73.93737508387434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021250032,,,,,,,,
