unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,resolution_description,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58972204,2023-09-30T22:23:50.000,2023-10-01T00:20:04.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11238,532 CLINTON AVENUE,CLINTON AVENUE,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,CLINTON AVENUE,Closed,2023-10-01T00:20:11.000,02 BROOKLYN,3020100053,BROOKLYN,993489,187896,ONLINE,Unspecified,BROOKLYN,40.68240306051668,-73.96668878154708,"{'latitude': '40.68240306051668', 'longitude': '-73.96668878154708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58969944,2023-09-30T22:23:41.000,2023-09-30T22:49:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,51 WOODS PLACE,WOODS PLACE,ERASMUS STREET,SNYDER AVENUE,ERASMUS STREET,SNYDER AVENUE,ADDRESS,BROOKLYN,WOODS PLACE,Closed,2023-09-30T22:49:41.000,17 BROOKLYN,3051070117,BROOKLYN,996793,175731,MOBILE,Unspecified,BROOKLYN,40.649008776829106,-73.95479884269339,"{'latitude': '40.649008776829106', 'longitude': '-73.95479884269339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58975991,2023-09-30T22:23:35.000,2023-09-30T22:45:48.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10003,97 2 AVENUE,2 AVENUE,EAST    5 STREET,EAST    6 STREET,EAST    5 STREET,EAST    6 STREET,ADDRESS,NEW YORK,2 AVENUE,Closed,2023-09-30T22:45:51.000,03 MANHATTAN,1004610030,MANHATTAN,987381,204211,MOBILE,Unspecified,MANHATTAN,40.727188161896876,-73.98870359185675,"{'latitude': '40.727188161896876', 'longitude': '-73.98870359185675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58974782,2023-09-30T22:23:30.000,2023-09-30T22:27:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11249,113 SOUTH    1 STREET,SOUTH    1 STREET,BERRY STREET,BEDFORD AVENUE,BERRY STREET,BEDFORD AVENUE,ADDRESS,BROOKLYN,SOUTH    1 STREET,Closed,2023-09-30T22:27:18.000,01 BROOKLYN,3023920001,BROOKLYN,994547,199532,MOBILE,Unspecified,BROOKLYN,40.71433999735206,-73.96285637305127,"{'latitude': '40.71433999735206', 'longitude': '-73.96285637305127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,
58976563,2023-09-30T22:23:18.000,2023-10-01T05:47:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11414,156-26 102 STREET,102 STREET,157 AVENUE,158 AVENUE,157 AVENUE,158 AVENUE,ADDRESS,HOWARD BEACH,102 STREET,Closed,2023-10-01T05:47:56.000,10 QUEENS,4141620075,QUEENS,1030782,181030,ONLINE,Unspecified,QUEENS,40.66343997983469,-73.83227645044906,"{'latitude': '40.66343997983469', 'longitude': '-73.83227645044906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58974753,2023-09-30T22:23:07.000,2023-09-30T22:37:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11234,AVENUE O,AVENUE O,AVENUE O,EAST   56 STREET,AVENUE O,EAST   56 STREET,INTERSECTION,,,Closed,2023-09-30T22:37:44.000,18 BROOKLYN,,BROOKLYN,1006224,164066,ONLINE,Unspecified,BROOKLYN,40.616972458444806,-73.92085038464076,"{'latitude': '40.616972458444806', 'longitude': '-73.92085038464076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58973646,2023-09-30T22:23:01.000,2023-09-30T22:47:50.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,123 DYCKMAN STREET,DYCKMAN STREET,NAGLE AVENUE,POST AVENUE,NAGLE AVENUE,POST AVENUE,ADDRESS,NEW YORK,DYCKMAN STREET,Closed,2023-09-30T22:47:52.000,12 MANHATTAN,1022170001,MANHATTAN,1004938,253460,MOBILE,Unspecified,MANHATTAN,40.86233961257788,-73.9252075858831,"{'latitude': '40.86233961257788', 'longitude': '-73.9252075858831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58973514,2023-09-30T22:22:59.000,2023-09-30T23:03:14.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10040,4530 BROADWAY,BROADWAY,WEST  193 STREET,HILLSIDE AVENUE,WEST  193 STREET,HILLSIDE AVENUE,ADDRESS,NEW YORK,BROADWAY,Closed,2023-09-30T23:03:18.000,12 MANHATTAN,1021700096,MANHATTAN,1003154,252080,ONLINE,Unspecified,MANHATTAN,40.85855592949575,-73.93166109187804,"{'latitude': '40.85855592949575', 'longitude': '-73.93166109187804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58975809,2023-09-30T22:22:56.000,2023-09-30T23:17:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11213,1431 PARK PLACE,PARK PLACE,UTICA AVENUE,ROCHESTER AVENUE,UTICA AVENUE,ROCHESTER AVENUE,ADDRESS,BROOKLYN,PARK PLACE,Closed,2023-09-30T23:17:07.000,08 BROOKLYN,3013670079,BROOKLYN,1003697,184230,PHONE,Unspecified,BROOKLYN,40.672324180930175,-73.92989442317557,"{'latitude': '40.672324180930175', 'longitude': '-73.92989442317557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department issued a summons in response to the complaint.,,,,,,
58974924,2023-09-30T22:22:54.000,2023-10-01T01:31:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11420,111-38 131 STREET,131 STREET,111 AVENUE,LINDEN BOULEVARD,111 AVENUE,LINDEN BOULEVARD,ADDRESS,SOUTH OZONE PARK,131 STREET,Closed,2023-10-01T01:31:51.000,10 QUEENS,4116340024,QUEENS,1036559,188169,ONLINE,Unspecified,QUEENS,40.68300264092917,-73.81139804119809,"{'latitude': '40.68300264092917', 'longitude': '-73.81139804119809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58974819,2023-09-30T22:22:47.000,2023-09-30T23:02:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10013,78 GRAND STREET,GRAND STREET,WOOSTER STREET,GREENE STREET,WOOSTER STREET,GREENE STREET,ADDRESS,NEW YORK,GRAND STREET,Closed,2023-09-30T23:02:43.000,02 MANHATTAN,1004750058,MANHATTAN,983515,202266,ONLINE,Unspecified,MANHATTAN,40.72185013226063,-74.0026516112872,"{'latitude': '40.72185013226063', 'longitude': '-74.0026516112872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58971666,2023-09-30T22:22:43.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11377,47 AVENUE,47 AVENUE,47 AVENUE,49 STREET,47 AVENUE,49 STREET,INTERSECTION,,,In Progress,,02 QUEENS,,QUEENS,1007441,209201,PHONE,Unspecified,QUEENS,40.74085463113714,-73.91631147339149,"{'latitude': '40.74085463113714', 'longitude': '-73.91631147339149', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58974754,2023-09-30T22:22:41.000,2023-09-30T22:56:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11104,41-07 42 STREET,42 STREET,SKILLMAN AVENUE,43 AVENUE,SKILLMAN AVENUE,43 AVENUE,ADDRESS,SUNNYSIDE,42 STREET,Closed,2023-09-30T22:56:16.000,02 QUEENS,4001597502,QUEENS,1005928,211344,ONLINE,Unspecified,QUEENS,40.74674046634797,-73.92176447212115,"{'latitude': '40.74674046634797', 'longitude': '-73.92176447212115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint but officers were unable to gain entry into the premises.,,,,,,
58974862,2023-09-30T22:22:38.000,2023-09-30T22:29:24.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,55 WOODS PLACE,WOODS PLACE,ERASMUS STREET,SNYDER AVENUE,ERASMUS STREET,SNYDER AVENUE,ADDRESS,BROOKLYN,WOODS PLACE,Closed,2023-09-30T22:29:28.000,17 BROOKLYN,3051070115,BROOKLYN,996794,175704,ONLINE,Unspecified,BROOKLYN,40.64893466627584,-73.95479528920991,"{'latitude': '40.64893466627584', 'longitude': '-73.95479528920991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58968531,2023-09-30T22:22:30.000,2023-09-30T22:37:00.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11221,1117 DEKALB AVENUE,DEKALB AVENUE,MALCOLM X BOULEVARD,BROADWAY,MALCOLM X BOULEVARD,BROADWAY,ADDRESS,BROOKLYN,DEKALB AVENUE,Closed,2023-09-30T22:37:04.000,03 BROOKLYN,3016000018,BROOKLYN,1003576,192055,PHONE,Unspecified,BROOKLYN,40.693802281234966,-73.93030817992368,"{'latitude': '40.693802281234966', 'longitude': '-73.93030817992368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58975972,2023-09-30T22:22:15.000,2023-09-30T22:39:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11238,501 PARK PLACE,PARK PLACE,GRAND AVENUE,CLASSON AVENUE,GRAND AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,PARK PLACE,Closed,2023-09-30T22:39:42.000,08 BROOKLYN,3011620069,BROOKLYN,994963,185255,ONLINE,Unspecified,BROOKLYN,40.675152452859685,-73.96137847285324,"{'latitude': '40.675152452859685', 'longitude': '-73.96137847285324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58977249,2023-09-30T22:22:10.000,2023-09-30T23:00:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11432,177-02 JAMAICA AVENUE,JAMAICA AVENUE,177 STREET,178 STREET,177 STREET,178 STREET,ADDRESS,JAMAICA,JAMAICA AVENUE,Closed,2023-09-30T23:00:51.000,12 QUEENS,4103160001,QUEENS,1044208,197266,ONLINE,Unspecified,QUEENS,40.70792321064185,-73.78373842873867,"{'latitude': '40.70792321064185', 'longitude': '-73.78373842873867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58977193,2023-09-30T22:21:52.000,2023-10-01T00:45:23.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10473,2045 STORY AVENUE,STORY AVENUE,PUGSLEY AVENUE,OLMSTEAD AVENUE,PUGSLEY AVENUE,OLMSTEAD AVENUE,ADDRESS,BRONX,STORY AVENUE,Closed,2023-10-01T00:45:28.000,09 BRONX,2036810001,BRONX,1024593,239819,ONLINE,Unspecified,BRONX,40.82483117267298,-73.85423189520691,"{'latitude': '40.82483117267298', 'longitude': '-73.85423189520691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58975327,2023-09-30T22:21:50.000,2023-10-01T02:47:46.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11378,59-68 69 STREET,69 STREET,59 DRIVE,60 AVENUE,59 DRIVE,60 AVENUE,ADDRESS,MASPETH,69 STREET,Closed,2023-10-01T02:47:50.000,05 QUEENS,4027790068,QUEENS,1013896,202267,MOBILE,Unspecified,QUEENS,40.72180323249921,-73.89304811915609,"{'latitude': '40.72180323249921', 'longitude': '-73.89304811915609', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58973552,2023-09-30T22:21:48.000,2023-09-30T22:46:08.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10003,97 2 AVENUE,2 AVENUE,EAST    5 STREET,EAST    6 STREET,EAST    5 STREET,EAST    6 STREET,ADDRESS,NEW YORK,2 AVENUE,Closed,2023-09-30T22:46:11.000,03 MANHATTAN,1004610030,MANHATTAN,987381,204211,MOBILE,Unspecified,MANHATTAN,40.727188161896876,-73.98870359185675,"{'latitude': '40.727188161896876', 'longitude': '-73.98870359185675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58968827,2023-09-30T22:21:48.000,2023-09-30T22:56:45.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10459,1214 WESTCHESTER AVENUE,WESTCHESTER AVENUE,FAILE STREET,BRYANT AVENUE,FAILE STREET,BRYANT AVENUE,ADDRESS,BRONX,WESTCHESTER AVENUE,Closed,2023-09-30T22:56:48.000,02 BRONX,2027500022,BRONX,1014900,240239,ONLINE,Unspecified,BRONX,40.826022905668054,-73.88925286771357,"{'latitude': '40.826022905668054', 'longitude': '-73.88925286771357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58976020,2023-09-30T22:21:46.000,2023-09-30T22:50:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10314,260 KINGSLEY AVENUE,KINGSLEY AVENUE,NEW YORK PLACE,JEWETT AVENUE,NEW YORK PLACE,JEWETT AVENUE,ADDRESS,STATEN ISLAND,KINGSLEY AVENUE,Closed,2023-09-30T22:50:31.000,01 STATEN ISLAND,,STATEN ISLAND,948325,165856,ONLINE,Unspecified,STATEN ISLAND,40.62184004755094,-74.12941011841674,"{'latitude': '40.62184004755094', 'longitude': '-74.12941011841674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58969899,2023-09-30T22:21:41.000,2023-09-30T22:50:10.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10463,3605 KINGSBRIDGE AVENUE,KINGSBRIDGE AVENUE,WEST  236 STREET,WEST  238 STREET,WEST  236 STREET,WEST  238 STREET,ADDRESS,BRONX,KINGSBRIDGE AVENUE,Closed,2023-09-30T22:50:15.000,08 BRONX,2057660775,BRONX,1011274,261401,ONLINE,Unspecified,BRONX,40.88411808248973,-73.90226931142674,"{'latitude': '40.88411808248973', 'longitude': '-73.90226931142674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58970861,2023-09-30T22:21:30.000,2023-09-30T23:08:23.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10304,52 BROAD STREET,BROAD STREET,BROWNELL STREET,WRIGHT STREET,BROWNELL STREET,WRIGHT STREET,ADDRESS,STATEN ISLAND,BROAD STREET,Closed,2023-09-30T23:08:26.000,01 STATEN ISLAND,5005290020,STATEN ISLAND,962905,167121,PHONE,Unspecified,STATEN ISLAND,40.62535933088814,-74.07689363892689,"{'latitude': '40.62535933088814', 'longitude': '-74.07689363892689', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58977221,2023-09-30T22:21:19.000,2023-10-01T00:53:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11418,89-37 115 STREET,115 STREET,89 AVENUE,91 AVENUE,89 AVENUE,91 AVENUE,ADDRESS,RICHMOND HILL,115 STREET,Closed,2023-10-01T00:53:10.000,09 QUEENS,4093230036,QUEENS,1030615,192941,ONLINE,Unspecified,QUEENS,40.69613379043884,-73.83279644745524,"{'latitude': '40.69613379043884', 'longitude': '-73.83279644745524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58968743,2023-09-30T22:21:06.000,2023-09-30T22:50:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,51 WOODS PLACE,WOODS PLACE,ERASMUS STREET,SNYDER AVENUE,ERASMUS STREET,SNYDER AVENUE,ADDRESS,BROOKLYN,WOODS PLACE,Closed,2023-09-30T22:50:16.000,17 BROOKLYN,3051070117,BROOKLYN,996793,175731,ONLINE,Unspecified,BROOKLYN,40.649008776829106,-73.95479884269339,"{'latitude': '40.649008776829106', 'longitude': '-73.95479884269339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,
58977750,2023-09-30T22:20:57.000,2023-10-01T05:50:45.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,105 AVENUE,105 AVENUE,105 AVENUE,135 STREET,105 AVENUE,135 STREET,INTERSECTION,,,Closed,2023-10-01T05:50:49.000,10 QUEENS,,QUEENS,1036614,190858,ONLINE,Unspecified,QUEENS,40.690382987636674,-73.81117883861228,"{'latitude': '40.690382987636674', 'longitude': '-73.81117883861228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58974876,2023-09-30T22:20:49.000,2023-09-30T22:47:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10016,29 EAST   29 STREET,EAST   29 STREET,MADISON AVENUE,PARK AVENUE SOUTH,MADISON AVENUE,PARK AVENUE SOUTH,ADDRESS,NEW YORK,EAST   29 STREET,Closed,2023-09-30T22:47:06.000,05 MANHATTAN,1008590026,MANHATTAN,988436,210514,ONLINE,Unspecified,MANHATTAN,40.744487904485666,-73.98489331096047,"{'latitude': '40.744487904485666', 'longitude': '-73.98489331096047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,
58968347,2023-09-30T22:20:36.000,2023-10-01T02:03:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11378,58-62 FRESH POND ROAD,FRESH POND ROAD,FLUSHING AVENUE,59 AVENUE,FLUSHING AVENUE,59 AVENUE,ADDRESS,MASPETH,FRESH POND ROAD,Closed,2023-10-01T02:03:43.000,05 QUEENS,4027390063,QUEENS,1011205,201720,MOBILE,Unspecified,QUEENS,40.72031045922406,-73.90275844118295,"{'latitude': '40.72031045922406', 'longitude': '-73.90275844118295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,
58972866,2023-09-30T22:20:35.000,2023-10-02T07:14:48.000,DOT,Department of Transportation,Highway Condition,Pothole - Highway,Highway,,,,,,,,,,,Closed,2023-10-02T07:14:54.000,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,The Department of Transportation has completed the request or corrected the condition.,,,BQE/Gowanus Expwy,West/Staten Island Bound,Roadway,Cadman Plaza West / Brooklyn Br (Exit 28) - Atlantic Ave (Exit 27)
58974172,2023-09-30T22:20:33.000,2023-10-01T02:18:25.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Residential Building/House,11385,69 STREET,69 STREET,69 STREET,70 AVENUE,69 STREET,70 AVENUE,INTERSECTION,,,Closed,2023-10-01T02:18:30.000,05 QUEENS,,QUEENS,1016325,196298,PHONE,Unspecified,QUEENS,40.7054112921135,-73.88431362806014,"{'latitude': '40.7054112921135', 'longitude': '-73.88431362806014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58969894,2023-09-30T22:20:33.000,2023-09-30T23:26:15.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10306,145 LINCOLN AVENUE,LINCOLN AVENUE,SOUTH RAILROAD AVENUE,EDISON STREET,SOUTH RAILROAD AVENUE,EDISON STREET,ADDRESS,STATEN ISLAND,LINCOLN AVENUE,Closed,2023-09-30T23:26:19.000,02 STATEN ISLAND,5035857502,STATEN ISLAND,954291,150219,ONLINE,Unspecified,STATEN ISLAND,40.57894186939161,-74.10784988598992,"{'latitude': '40.57894186939161', 'longitude': '-74.10784988598992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58975968,2023-09-30T22:20:23.000,2023-09-30T22:50:21.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10473,351 UNDERHILL AVENUE,UNDERHILL AVENUE,O'BRIEN AVENUE,PATTERSON AVENUE,O'BRIEN AVENUE,PATTERSON AVENUE,ADDRESS,BRONX,UNDERHILL AVENUE,Closed,2023-09-30T22:50:25.000,09 BRONX,2034720041,BRONX,1023563,235235,MOBILE,Unspecified,BRONX,40.81225404297144,-73.85798035767452,"{'latitude': '40.81225404297144', 'longitude': '-73.85798035767452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58969921,2023-09-30T22:20:08.000,2023-09-30T22:49:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,51 WOODS PLACE,WOODS PLACE,ERASMUS STREET,SNYDER AVENUE,ERASMUS STREET,SNYDER AVENUE,ADDRESS,BROOKLYN,WOODS PLACE,Closed,2023-09-30T22:49:41.000,17 BROOKLYN,3051070117,BROOKLYN,996793,175731,MOBILE,Unspecified,BROOKLYN,40.649008776829106,-73.95479884269339,"{'latitude': '40.649008776829106', 'longitude': '-73.95479884269339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58971218,2023-09-30T22:20:07.000,2023-09-30T22:39:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,263 WEST  126 STREET,WEST  126 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  126 STREET,Closed,2023-09-30T22:39:17.000,10 MANHATTAN,1019320005,MANHATTAN,998215,234522,ONLINE,Unspecified,MANHATTAN,40.81037348970786,-73.94955237434384,"{'latitude': '40.81037348970786', 'longitude': '-73.94955237434384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58973739,2023-09-30T22:20:06.000,2023-09-30T22:28:50.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11375,67-60 BOOTH STREET,BOOTH STREET,67 DRIVE,68 AVENUE,67 DRIVE,68 AVENUE,ADDRESS,FOREST HILLS,BOOTH STREET,Closed,2023-09-30T22:28:53.000,06 QUEENS,4031670028,QUEENS,1025223,203400,ONLINE,Unspecified,QUEENS,40.724867827953005,-73.85217763206354,"{'latitude': '40.724867827953005', 'longitude': '-73.85217763206354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,
58975365,2023-09-30T22:20:06.000,2023-10-01T02:37:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10469,965 EAST  220 STREET,EAST  220 STREET,BRONXWOOD AVENUE,PAULDING AVENUE,BRONXWOOD AVENUE,PAULDING AVENUE,ADDRESS,BRONX,EAST  220 STREET,Closed,2023-10-01T02:37:53.000,12 BRONX,2046910002,BRONX,1024313,260634,ONLINE,Unspecified,BRONX,40.88196334917649,-73.85511920322723,"{'latitude': '40.88196334917649', 'longitude': '-73.85511920322723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58969162,2023-09-30T22:20:05.000,2023-10-01T11:25:13.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11416,95-11 107 STREET,107 STREET,95 AVENUE,97 AVENUE,95 AVENUE,97 AVENUE,ADDRESS,OZONE PARK,107 STREET,Closed,2023-10-01T11:25:19.000,09 QUEENS,4093910036,QUEENS,1029260,190584,MOBILE,Unspecified,QUEENS,40.68967137678224,-73.83769864691874,"{'latitude': '40.68967137678224', 'longitude': '-73.83769864691874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58970783,2023-09-30T22:20:00.000,2023-09-30T22:35:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,11229,2368 BURNETT STREET,BURNETT STREET,AVENUE V,WHITNEY AVE,,,ADDRESS,BROOKLYN,,Closed,2023-09-30T22:35:00.000,15 BROOKLYN,3088247501,BROOKLYN,1003525,157889,ONLINE,Unspecified,BROOKLYN,40.60002414742538,-73.93058971822921,"{'latitude': '40.60002414742538', 'longitude': '-73.93058971822921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,,,,,,
58975959,2023-09-30T22:19:58.000,2023-09-30T22:37:15.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10314,11 CRAFTON AVENUE,CRAFTON AVENUE,AUBURN AVENUE,PURDY AVENUE,AUBURN AVENUE,PURDY AVENUE,ADDRESS,STATEN ISLAND,CRAFTON AVENUE,Closed,2023-09-30T22:37:19.000,01 STATEN ISLAND,5007460047,STATEN ISLAND,944785,161805,PHONE,Unspecified,STATEN ISLAND,40.61070584438717,-74.14213831329668,"{'latitude': '40.61070584438717', 'longitude': '-74.14213831329668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
