unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,vehicle_type,due_date,taxi_company_borough
58833400,2023-09-16T15:14:48.000,2023-09-16T15:23:20.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10002,521 FRANKLIN D ROOSEVELT DRIVE,FRANKLIN D ROOSEVELT DRIVE,WILLIAMSBURG BRIDGE BIKE PATH,FDR DRIVE SB EN E HOUSTON ST,WILLIAMSBURG BRIDGE BIKE PATH,FDR DRIVE SB EN E HOUSTON ST,ADDRESS,NEW YORK,FRANKLIN D ROOSEVELT DRIVE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T15:23:23.000,03 MANHATTAN,1003230001,MANHATTAN,990782,199903,ONLINE,Unspecified,MANHATTAN,40.71536188445696,-73.97643722572816,"{'latitude': '40.71536188445696', 'longitude': '-73.97643722572816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58831343,2023-09-16T15:14:42.000,2023-09-27T14:25:19.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Park,10457,565 EAST  181 STREET,EAST  181 STREET,QUARRY ROAD,LAFONTAINE AVENUE,QUARRY ROAD,LAFONTAINE AVENUE,ADDRESS,BRONX,EAST  181 STREET,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-27T14:25:22.000,06 BRONX,2030630001,BRONX,1014030,249324,MOBILE,Quarry Ballfields,BRONX,40.85096154914135,-73.89235608188373,"{'latitude': '40.85096154914135', 'longitude': '-73.89235608188373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58835726,2023-09-16T15:14:07.000,2023-09-16T17:16:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11694,235 BEACH  134 STREET,BEACH  134 STREET,ROCKAWAY BEACH BOULEVARD,NEWPORT AVENUE,ROCKAWAY BEACH BOULEVARD,NEWPORT AVENUE,ADDRESS,FAR ROCKAWAY,BEACH  134 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T17:16:30.000,14 QUEENS,4162680027,QUEENS,1025270,148770,ONLINE,Unspecified,QUEENS,40.57492037501616,-73.85234030035382,"{'latitude': '40.57492037501616', 'longitude': '-73.85234030035382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58827714,2023-09-16T15:14:00.000,2023-09-17T21:40:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),,11101,46-30 21 STREET,21 STREET,46 RD,JACKSON AVE,,,ADDRESS,LONG ISLAND CITY,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-17T21:40:00.000,02 QUEENS,4000560051,QUEENS,998562,210771,PHONE,Unspecified,QUEENS,40.745182714569786,-73.94834945058813,"{'latitude': '40.745182714569786', 'longitude': '-73.94834945058813', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58827731,2023-09-16T15:13:59.000,2023-11-15T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11220,6746 RIDGE BOULEVARD,RIDGE BOULEVARD,,,,,ADDRESS,BROOKLYN,,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-11-15T00:00:00.000,10 BROOKLYN,3058520044,BROOKLYN,976450,171691,UNKNOWN,Unspecified,BROOKLYN,40.63792529399272,-74.02810415832339,"{'latitude': '40.63792529399272', 'longitude': '-74.02810415832339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58833205,2023-09-16T15:13:57.000,2023-09-19T00:00:00.000,DOB,Department of Buildings,Plumbing,Gas Hook-Up/Piping - Illegal Or Defective,,11223,1927 WEST    3 STREET,WEST    3 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T00:00:00.000,11 BROOKLYN,3070850159,BROOKLYN,991092,158061,UNKNOWN,Unspecified,BROOKLYN,40.60051457225173,-73.97536142190816,"{'latitude': '40.60051457225173', 'longitude': '-73.97536142190816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58831849,2023-09-16T15:13:57.000,2023-10-18T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11435,97-11 147 PLACE,147 PLACE,,,,,ADDRESS,JAMAICA,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-18T00:00:00.000,12 QUEENS,4100320033,QUEENS,1038363,193413,UNKNOWN,Unspecified,QUEENS,40.69738533287117,-73.80485155447742,"{'latitude': '40.69738533287117', 'longitude': '-73.80485155447742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58833770,2023-09-16T15:13:49.000,2023-09-16T16:33:21.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10302,34 VAN RIPER STREET,VAN RIPER STREET,DIXON AVENUE,PORT RICHMOND AVENUE,DIXON AVENUE,PORT RICHMOND AVENUE,ADDRESS,STATEN ISLAND,VAN RIPER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T16:33:24.000,01 STATEN ISLAND,5011400067,STATEN ISLAND,944417,167593,ONLINE,Unspecified,STATEN ISLAND,40.62659103374407,-74.14349785997409,"{'latitude': '40.62659103374407', 'longitude': '-74.14349785997409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58834561,2023-09-16T15:13:32.000,2023-09-16T15:35:49.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11237,286 SCHAFFER STREET,SCHAFFER STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,SCHAEFER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T15:35:54.000,04 BROOKLYN,3034310021,BROOKLYN,1010564,191560,PHONE,Unspecified,BROOKLYN,40.69242560280107,-73.90511058398768,"{'latitude': '40.69242560280107', 'longitude': '-73.90511058398768', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58835526,2023-09-16T15:13:29.000,2023-09-16T22:40:49.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11379,80-10 COWLES COURT,COWLES COURT,80 STREET,DRY HARBOR ROAD,80 STREET,DRY HARBOR ROAD,ADDRESS,MIDDLE VILLAGE,COWLES COURT,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T22:40:53.000,05 QUEENS,4030070039,QUEENS,1019191,201218,ONLINE,Unspecified,QUEENS,40.71890465395938,-73.87395117365922,"{'latitude': '40.71890465395938', 'longitude': '-73.87395117365922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58827418,2023-09-16T15:13:27.000,2023-09-19T14:43:20.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,10025,350 CENTRAL PARK WEST,CENTRAL PARK WEST,WEST   94 STREET,WEST   95 STREET,WEST   94 STREET,WEST   95 STREET,ADDRESS,NEW YORK,CENTRAL PARK WEST,Closed,This request required re-assignment to a new DOT unit.,2023-09-19T14:43:30.000,07 MANHATTAN,1012080029,MANHATTAN,993871,227424,PHONE,Unspecified,MANHATTAN,40.79089722003113,-73.9652549513145,"{'latitude': '40.79089722003113', 'longitude': '-73.9652549513145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58830059,2023-09-16T15:13:22.000,2023-09-16T16:23:54.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10019,507 WEST   54 STREET,WEST   54 STREET,10 AVENUE,11 AVENUE,10 AVENUE,11 AVENUE,ADDRESS,NEW YORK,WEST   54 STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-16T16:23:57.000,04 MANHATTAN,1010830029,MANHATTAN,986928,218844,ONLINE,Unspecified,MANHATTAN,40.76735221806021,-73.99033215434068,"{'latitude': '40.76735221806021', 'longitude': '-73.99033215434068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58835410,2023-09-16T15:13:22.000,2023-09-17T11:09:28.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10019,507 WEST   54 STREET,WEST   54 STREET,10 AVENUE,11 AVENUE,10 AVENUE,11 AVENUE,ADDRESS,NEW YORK,WEST   54 STREET,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-17T11:09:31.000,04 MANHATTAN,1010830029,MANHATTAN,986928,218844,ONLINE,Unspecified,MANHATTAN,40.76735221806021,-73.99033215434068,"{'latitude': '40.76735221806021', 'longitude': '-73.99033215434068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58826694,2023-09-16T15:13:02.000,2023-09-16T15:28:43.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11226,957 FLATBUSH AVENUE,FLATBUSH AVENUE,SNYDER AVENUE,ALBEMARLE ROAD,SNYDER AVENUE,ALBEMARLE ROAD,ADDRESS,BROOKLYN,FLATBUSH AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T15:28:46.000,14 BROOKLYN,3051090007,BROOKLYN,995849,175434,MOBILE,Unspecified,BROOKLYN,40.64819486298503,-73.95820124177172,"{'latitude': '40.64819486298503', 'longitude': '-73.95820124177172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58832825,2023-09-16T15:12:57.000,2023-09-19T12:14:54.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10012,134 THOMPSON STREET,THOMPSON STREET,PRINCE STREET,WEST HOUSTON STREET,PRINCE STREET,WEST HOUSTON STREET,ADDRESS,NEW YORK,THOMPSON STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-19T12:14:57.000,02 MANHATTAN,1005160004,MANHATTAN,983903,203968,MOBILE,Unspecified,MANHATTAN,40.726521733367896,-74.00125193689406,"{'latitude': '40.726521733367896', 'longitude': '-74.00125193689406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58835711,2023-09-16T15:12:23.000,2023-09-16T16:05:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11228,7710 11 AVENUE,11 AVENUE,77 STREET,78 STREET,77 STREET,78 STREET,ADDRESS,BROOKLYN,11 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T16:05:12.000,10 BROOKLYN,3059650041,BROOKLYN,980592,165773,MOBILE,Unspecified,BROOKLYN,40.6216843120334,-74.01317692242866,"{'latitude': '40.6216843120334', 'longitude': '-74.01317692242866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58835392,2023-09-16T15:12:22.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11215,169 16 STREET,16 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,16 STREET,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-16T16:59:41.000,07 BROOKLYN,3010470061,BROOKLYN,986726,181767,MOBILE,Unspecified,BROOKLYN,40.6655848088561,-73.9910750320388,"{'latitude': '40.6655848088561', 'longitude': '-73.9910750320388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58830211,2023-09-16T15:12:21.000,2023-09-28T16:32:01.000,DSNY,Department of Sanitation,Obstruction,Merchandise,Street,10474,840 LONGFELLOW AVENUE,LONGFELLOW AVENUE,LAFAYETTE AVENUE,SENECA AVENUE,LAFAYETTE AVENUE,SENECA AVENUE,ADDRESS,BRONX,LONGFELLOW AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T14:08:28.000,02 BRONX,2027620200,BRONX,1015934,237401,PHONE,Unspecified,BRONX,40.818229756596494,-73.88553013730775,"{'latitude': '40.818229756596494', 'longitude': '-73.88553013730775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58836774,2023-09-16T15:12:20.000,2023-09-19T11:31:01.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11102,14-12 30 DRIVE,30 DRIVE,14 STREET,21 STREET,14 STREET,21 STREET,ADDRESS,ASTORIA,30 DRIVE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T12:23:36.000,01 QUEENS,4005340033,QUEENS,1003365,219445,ONLINE,Unspecified,QUEENS,40.768981546516365,-73.93099125851842,"{'latitude': '40.768981546516365', 'longitude': '-73.93099125851842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58832550,2023-09-16T15:12:07.000,2023-09-16T15:44:29.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,10301,285 GLEN AVENUE,GLEN AVENUE,BRIGHTON AVENUE,STANLEY AVENUE,BRIGHTON AVENUE,STANLEY AVENUE,ADDRESS,STATEN ISLAND,GLEN AVENUE,Closed,NYC Parks inspected and determined the issue was out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-09-16T15:44:34.000,01 STATEN ISLAND,5001120018,STATEN ISLAND,959069,170457,MOBILE,Unspecified,STATEN ISLAND,40.63450586896622,-74.0907249568144,"{'latitude': '40.63450586896622', 'longitude': '-74.0907249568144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58828032,2023-09-16T15:11:25.000,2023-09-16T15:19:06.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11355,138-15 FRANKLIN AVENUE,FRANKLIN AVENUE,COLDEN STREET,KISSENA BOULEVARD,COLDEN STREET,KISSENA BOULEVARD,ADDRESS,FLUSHING,FRANKLIN AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T15:19:11.000,07 QUEENS,4051350044,QUEENS,1032467,214389,PHONE,Unspecified,QUEENS,40.75499332443121,-73.8259640284511,"{'latitude': '40.75499332443121', 'longitude': '-73.8259640284511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58826623,2023-09-16T15:11:02.000,2023-09-16T15:13:22.000,NYPD,New York City Police Department,Urinating in Public,N/A,Street/Sidewalk,10035,152 EAST  126 STREET,EAST  126 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST  126 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T15:13:26.000,11 MANHATTAN,,MANHATTAN,1001849,232503,ONLINE,Unspecified,MANHATTAN,40.804825402549135,-73.9364300902082,"{'latitude': '40.804825402549135', 'longitude': '-73.9364300902082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58829242,2023-09-16T15:10:28.000,2023-09-16T15:32:36.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11435,148-33 HILLSIDE AVENUE,HILLSIDE AVENUE,148 STREET,150 STREET,148 STREET,150 STREET,ADDRESS,JAMAICA,HILLSIDE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T15:32:39.000,08 QUEENS,4097040053,QUEENS,1037432,196617,ONLINE,Unspecified,QUEENS,40.70618518495194,-73.80818371983393,"{'latitude': '40.70618518495194', 'longitude': '-73.80818371983393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58833305,2023-09-16T15:10:12.000,2023-09-16T15:17:06.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10001,421 7 AVENUE,7 AVENUE,WEST   33 STREET,WEST   34 STREET,WEST   33 STREET,WEST   34 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T15:17:08.000,05 MANHATTAN,1008090001,MANHATTAN,986753,212705,ONLINE,Unspecified,MANHATTAN,40.75050228527184,-73.99096620727663,"{'latitude': '40.75050228527184', 'longitude': '-73.99096620727663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58831206,2023-09-16T15:09:45.000,2023-09-16T19:44:55.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11379,ELIOT AVENUE,ELIOT AVENUE,ELIOT AVENUE,FRESH POND ROAD,ELIOT AVENUE,FRESH POND ROAD,INTERSECTION,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T19:44:58.000,05 QUEENS,,QUEENS,1011651,199648,MOBILE,Unspecified,QUEENS,40.71462194983776,-73.90115790882437,"{'latitude': '40.71462194983776', 'longitude': '-73.90115790882437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58833814,2023-09-16T15:09:41.000,2023-09-16T15:10:41.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11222,70 NORTH   15 STREET,NORTH   15 STREET,WYTHE AVENUE,BANKER STREET,WYTHE AVENUE,BANKER STREET,ADDRESS,BROOKLYN,NORTH   15 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T15:10:45.000,01 BROOKLYN,3026390007,BROOKLYN,996668,202920,ONLINE,Unspecified,BROOKLYN,40.72363651851456,-73.95519919316905,"{'latitude': '40.72363651851456', 'longitude': '-73.95519919316905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58836661,2023-09-16T15:09:31.000,2023-09-27T11:05:36.000,DOT,Department of Transportation,Outdoor Dining,Site Setup Condition,Sidewalk,10009,125 EAST    7 STREET,EAST    7 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST    7 STREET,Closed,The Department of Transportation inspected this location and determined that the establishment has 24 hours to come into compliance.,2023-09-21T13:54:05.000,03 MANHATTAN,1004350040,MANHATTAN,988599,203919,ONLINE,Unspecified,MANHATTAN,40.726386178004304,-73.98430932995342,"{'latitude': '40.726386178004304', 'longitude': '-73.98430932995342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58832286,2023-09-16T15:09:22.000,2023-09-16T15:10:24.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11222,70 NORTH   15 STREET,NORTH   15 STREET,WYTHE AVENUE,BANKER STREET,WYTHE AVENUE,BANKER STREET,ADDRESS,BROOKLYN,NORTH   15 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T15:10:28.000,01 BROOKLYN,3026390007,BROOKLYN,996668,202920,ONLINE,Unspecified,BROOKLYN,40.72363651851456,-73.95519919316905,"{'latitude': '40.72363651851456', 'longitude': '-73.95519919316905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58830448,2023-09-16T15:09:20.000,2023-09-16T16:13:44.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11249,126 NORTH FOURTH STREET,NORTH FOURTH STREET,BERRY STREET,BEDFORD AVENUE,BERRY STREET,BEDFORD AVENUE,ADDRESS,BROOKLYN,NORTH    4 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T16:13:49.000,01 BROOKLYN,3023510006,BROOKLYN,995266,200367,MOBILE,Unspecified,BROOKLYN,40.716631006337224,-73.96026141003381,"{'latitude': '40.716631006337224', 'longitude': '-73.96026141003381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58829421,2023-09-16T15:09:17.000,2023-09-16T16:57:29.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11238,487 CARLTON AVENUE,CARLTON AVENUE,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,CARLTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T16:57:33.000,02 BROOKLYN,3020070001,BROOKLYN,992341,188129,ONLINE,Unspecified,BROOKLYN,40.68304371623181,-73.9708276159393,"{'latitude': '40.68304371623181', 'longitude': '-73.9708276159393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58830478,2023-09-16T15:09:15.000,2023-09-16T15:23:54.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11213,1483 ST JOHNS PLACE,ST JOHNS PLACE,UTICA AVENUE,ROCHESTER AVENUE,UTICA AVENUE,ROCHESTER AVENUE,ADDRESS,BROOKLYN,ST JOHNS PLACE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T15:23:58.000,08 BROOKLYN,3013790063,BROOKLYN,1003847,183567,ONLINE,Unspecified,BROOKLYN,40.670504064223785,-73.92935560755654,"{'latitude': '40.670504064223785', 'longitude': '-73.92935560755654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58827116,2023-09-16T15:09:13.000,2023-09-16T16:25:25.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10301,31 CORSON AVENUE,CORSON AVENUE,DANIEL LOW TERRACE,SHERMAN AVENUE,DANIEL LOW TERRACE,SHERMAN AVENUE,ADDRESS,STATEN ISLAND,CORSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T16:25:29.000,01 STATEN ISLAND,5000240067,STATEN ISLAND,962089,171780,ONLINE,Unspecified,STATEN ISLAND,40.63814529114837,-74.07984851044684,"{'latitude': '40.63814529114837', 'longitude': '-74.07984851044684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58827081,2023-09-16T15:08:48.000,2023-09-16T15:17:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,301 WEST  118 STREET,WEST  118 STREET,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,ADDRESS,NEW YORK,WEST  118 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T15:17:18.000,10 MANHATTAN,1019457504,MANHATTAN,996811,232864,ONLINE,Unspecified,MANHATTAN,40.80582484667648,-73.95462733153005,"{'latitude': '40.80582484667648', 'longitude': '-73.95462733153005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58835979,2023-09-16T15:08:47.000,2023-09-16T15:11:24.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11231,375 COURT STREET,COURT STREET,CARROLL STREET,1 PLACE,CARROLL STREET,1 PLACE,ADDRESS,BROOKLYN,COURT STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T15:11:31.000,06 BROOKLYN,3004490001,BROOKLYN,985159,187249,ONLINE,Carroll Park,BROOKLYN,40.68063196762491,-73.99672268723114,"{'latitude': '40.68063196762491', 'longitude': '-73.99672268723114', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58836181,2023-09-16T15:08:08.000,2023-09-16T15:31:32.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11209,7005 SHORE ROAD,SHORE ROAD,BAY RIDGE AVENUE,MACKAY PLACE,BAY RIDGE AVENUE,MACKAY PLACE,ADDRESS,BROOKLYN,SHORE ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T15:31:36.000,10 BROOKLYN,3058810003,BROOKLYN,974239,171553,ONLINE,Unspecified,BROOKLYN,40.63754429045961,-74.03607040073175,"{'latitude': '40.63754429045961', 'longitude': '-74.03607040073175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58832987,2023-09-16T15:08:00.000,2023-09-18T07:08:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11201,41 WILLOW STREET,WILLOW STREET,CRANBERRY ST,ORANGE ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection will keep the location under observation for idling commercial vehicles.Â Summonses will be issued when warranted.,2023-09-18T07:08:00.000,02 BROOKLYN,3002200009,BROOKLYN,985757,194295,ONLINE,Unspecified,BROOKLYN,40.69997153322407,-73.99456507913595,"{'latitude': '40.69997153322407', 'longitude': '-73.99456507913595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58826747,2023-09-16T15:07:57.000,2023-09-16T17:20:05.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11201,190 YORK STREET,YORK STREET,BRIDGE STREET,GOLD STREET,BRIDGE STREET,GOLD STREET,ADDRESS,BROOKLYN,YORK STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T17:20:08.000,02 BROOKLYN,3000680001,BROOKLYN,988838,194807,ONLINE,Unspecified,BROOKLYN,40.70137579240106,-73.98345325660519,"{'latitude': '40.70137579240106', 'longitude': '-73.98345325660519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58835823,2023-09-16T15:07:54.000,2023-09-18T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Failure To Maintain,,10021,1201 3 AVENUE,3 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings reviewed this complaint and referred it to the Department of Health and Mental Hygiene for further action.,2023-09-18T00:00:00.000,08 MANHATTAN,1014240001,MANHATTAN,994852,219147,UNKNOWN,Unspecified,MANHATTAN,40.76817792264677,-73.96172525260374,"{'latitude': '40.76817792264677', 'longitude': '-73.96172525260374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
