unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_company_borough
58801434,2023-09-14T00:14:48.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11211,209 DEVOE STREET,DEVOE STREET,ADDRESS,BROOKLYN,,Closed,,The Police Department issued a summons in response to the complaint.,2023-09-14T00:34:22.000,01 BROOKLYN,3029160001,BROOKLYN,1000451,199414,MOBILE,Unspecified,BROOKLYN,40.71400727427426,-73.94155958794767,"{'latitude': '40.71400727427426', 'longitude': '-73.94155958794767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:34:18.000,BUSHWICK AVENUE,JUDGE STREET,BUSHWICK AVENUE,JUDGE STREET,DEVOE STREET,,,,,
58810224,2023-09-14T00:14:20.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,11211,341 BROADWAY,BROADWAY,ADDRESS,BROOKLYN,,Closed,,The Police Department visited the location and no Encampment was found.,2023-09-14T00:27:38.000,01 BROOKLYN,3024620027,BROOKLYN,996421,197150,MOBILE,Unspecified,BROOKLYN,40.7077995946547,-73.9561007348627,"{'latitude': '40.7077995946547', 'longitude': '-73.9561007348627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:27:33.000,SOUTH    9 STREET,KEAP STREET,SOUTH    9 STREET,KEAP STREET,BROADWAY,,,,,
58811599,2023-09-14T00:14:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10014,45 CHRISTOPHER STREET,CHRISTOPHER STREET,ADDRESS,NEW YORK,N/A,Closed,,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-14T22:45:00.000,02 MANHATTAN,1006107501,MANHATTAN,983725,206604,ONLINE,Unspecified,MANHATTAN,40.73375689965592,-74.00189434650213,"{'latitude': '40.73375689965592', 'longitude': '-74.00189434650213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T22:45:00.000,GROVE ST,7 AVE S,,,,,,,,
58809987,2023-09-14T00:14:00.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,11222,212 GUERNSEY STREET,GUERNSEY STREET,ADDRESS,BROOKLYN,,Closed,,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-10-17T12:31:19.000,01 BROOKLYN,3025690055,BROOKLYN,996695,204442,MOBILE,Unspecified,BROOKLYN,40.72781400016641,-73.95509896985466,"{'latitude': '40.72781400016641', 'longitude': '-73.95509896985466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-17T12:31:12.000,CALYER STREET,OAK STREET,CALYER STREET,OAK STREET,GUERNSEY STREET,,,,,
58813855,2023-09-14T00:14:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10033,,,INTERSECTION,MANHATTAN,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-18T14:47:00.000,12 MANHATTAN,,MANHATTAN,1002443,248462,ONLINE,Unspecified,MANHATTAN,40.84862709282071,-73.9342412100782,"{'latitude': '40.84862709282071', 'longitude': '-73.9342412100782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:47:00.000,,,ST NICHOLAS AVENUE,WEST 180 STREET,,,,,,
58809610,2023-09-14T00:13:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11204,5709 19 AVENUE,19 AVENUE,ADDRESS,BROOKLYN,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T00:33:47.000,12 BROOKLYN,3055060006,BROOKLYN,988836,165975,ONLINE,Unspecified,BROOKLYN,40.622238328097545,-73.98348007983238,"{'latitude': '40.622238328097545', 'longitude': '-73.98348007983238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:33:43.000,55 STREET,58 STREET,55 STREET,58 STREET,19 AVENUE,,,,,
58816583,2023-09-14T00:12:55.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10456,1200 COLLEGE AVENUE,COLLEGE AVENUE,ADDRESS,BRONX,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-22T00:00:00.000,04 BRONX,2024350007,BRONX,1008246,242740,ONLINE,Unspecified,BRONX,40.83290801491826,-73.91328669109255,"{'latitude': '40.83290801491826', 'longitude': '-73.91328669109255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T13:11:12.000,,,,,,,,,,
58804384,2023-09-14T00:12:05.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10035,122 EAST  124 STREET,EAST  124 STREET,ADDRESS,NEW YORK,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T00:27:43.000,11 MANHATTAN,1017720062,MANHATTAN,1001240,232199,ONLINE,Unspecified,MANHATTAN,40.80399219840647,-73.93863064712386,"{'latitude': '40.80399219840647', 'longitude': '-73.93863064712386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:27:39.000,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,EAST  124 STREET,,,,,
58801765,2023-09-14T00:11:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,153 BOWERY,BOWERY,ADDRESS,NEW YORK,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T00:43:20.000,03 MANHATTAN,1004247501,MANHATTAN,985813,201415,ONLINE,Unspecified,MANHATTAN,40.71951423492536,-73.99436146505073,"{'latitude': '40.71951423492536', 'longitude': '-73.99436146505073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:43:17.000,BROOME STREET,DELANCEY STREET,BROOME STREET,DELANCEY STREET,BOWERY,,,,,
58806975,2023-09-14T00:11:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10462,1410 EAST AVENUE,EAST AVENUE,ADDRESS,BRONX,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T00:41:10.000,09 BRONX,2039387501,BRONX,1022869,243795,ONLINE,Unspecified,BRONX,40.835751845115745,-73.8604381859852,"{'latitude': '40.835751845115745', 'longitude': '-73.8604381859852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:41:06.000,PARKCHESTER ROAD,YANKEE MALL,PARKCHESTER ROAD,YANKEE MALL,EAST AVENUE,,,,,
58803055,2023-09-14T00:11:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11221,93 LINDEN STREET,LINDEN STREET,ADDRESS,BROOKLYN,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-14T00:31:32.000,04 BROOKLYN,3033230001,BROOKLYN,1006424,191678,ONLINE,Unspecified,BROOKLYN,40.69276082638579,-73.92003920460266,"{'latitude': '40.69276082638579', 'longitude': '-73.92003920460266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:31:29.000,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,LINDEN STREET,,,,,
58802399,2023-09-14T00:11:08.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,11201,95 WILLOUGHBY STREET,WILLOUGHBY STREET,ADDRESS,BROOKLYN,,Closed,,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-09-19T13:24:49.000,02 BROOKLYN,,BROOKLYN,988291,191453,ONLINE,Unspecified,BROOKLYN,40.69217010917527,-73.98542803877966,"{'latitude': '40.69217010917527', 'longitude': '-73.98542803877966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T13:24:47.000,LAWRENCE STREET,BRIDGE STREET,LAWRENCE STREET,BRIDGE STREET,WILLOUGHBY STREET,"95 WILLOUGHBY STREET, BROOKLYN, NY, 11201",,,,
58806872,2023-09-14T00:11:07.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11237,140 STEWART AVENUE,STEWART AVENUE,ADDRESS,BROOKLYN,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T00:16:37.000,01 BROOKLYN,3029770001,BROOKLYN,1004598,198229,MOBILE,Unspecified,BROOKLYN,40.71074616681064,-73.92660407519034,"{'latitude': '40.71074616681064', 'longitude': '-73.92660407519034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:16:32.000,DEAD END,MESEROLE STREET,DEAD END,MESEROLE STREET,STEWART AVENUE,,,,,
58809630,2023-09-14T00:11:05.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10456,210 EAST  165 STREET,EAST  165 STREET,ADDRESS,BRONX,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T00:39:22.000,04 BRONX,2024550059,BRONX,1006788,241742,PHONE,Unspecified,BRONX,40.83017263379629,-73.91855875257592,"{'latitude': '40.83017263379629', 'longitude': '-73.91855875257592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:39:19.000,SHERIDAN AVENUE,SHERMAN AVENUE,SHERIDAN AVENUE,SHERMAN AVENUE,EAST  165 STREET,,,,,
58806759,2023-09-14T00:11:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11216,637 PROSPECT PLACE,PROSPECT PLACE,ADDRESS,BROOKLYN,,Closed,,The Police Department issued a summons in response to the complaint.,2023-09-14T01:54:39.000,08 BROOKLYN,3012240070,BROOKLYN,996627,185147,PHONE,Unspecified,BROOKLYN,40.67485384710125,-73.9553797716381,"{'latitude': '40.67485384710125', 'longitude': '-73.9553797716381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T01:54:36.000,FRANKLIN AVENUE,BEDFORD AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,PROSPECT PLACE,,,,,
58810467,2023-09-14T00:11:00.000,DEP,Department of Environmental Protection,Hazardous Materials,Chemical Odor (HD1),,11413,216-32 132 AVENUE,132 AVENUE,ADDRESS,SPRINGFIELD GARDENS,N/A,Closed,,The Department of Environmental Protection investigated this complaint and determined that no further action is required.,2023-09-14T09:15:00.000,13 QUEENS,4129230019,QUEENS,1053362,188138,PHONE,Unspecified,QUEENS,40.68280230473819,-73.750814832499,"{'latitude': '40.68280230473819', 'longitude': '-73.750814832499', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T09:15:00.000,SPRINGFIELD BLVD,218 ST,,,,,,,,
58804763,2023-09-14T00:10:57.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10471,5625 ARLINGTON AVENUE,ARLINGTON AVENUE,ADDRESS,BRONX,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T02:44:50.000,08 BRONX,2059520374,BRONX,1009921,269011,PHONE,Unspecified,BRONX,40.90500914028705,-73.90713317499502,"{'latitude': '40.90500914028705', 'longitude': '-73.90713317499502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T02:44:46.000,WEST  256 STREET,NETHERLAND AVENUE,WEST  256 STREET,NETHERLAND AVENUE,ARLINGTON AVENUE,,,,,
58802998,2023-09-14T00:10:41.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11354,137-72 NORTHERN BOULEVARD,NORTHERN BOULEVARD,ADDRESS,FLUSHING,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T01:23:11.000,07 QUEENS,4049770050,QUEENS,1031725,217601,PHONE,Unspecified,QUEENS,40.7638134402157,-73.82861953775803,"{'latitude': '40.7638134402157', 'longitude': '-73.82861953775803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T01:23:05.000,LEAVITT STREET,UNION STREET,LEAVITT STREET,UNION STREET,NORTHERN BOULEVARD,,,,,
58801763,2023-09-14T00:10:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,902 DREW STREET,DREW STREET,ADDRESS,BROOKLYN,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T00:47:17.000,05 BROOKLYN,3045157501,BROOKLYN,1022952,182613,ONLINE,Unspecified,BROOKLYN,40.667822645849625,-73.86049036981154,"{'latitude': '40.667822645849625', 'longitude': '-73.86049036981154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:47:14.000,LORING AVENUE,BEND,LORING AVENUE,BEND,DREW STREET,,,,,
58804347,2023-09-14T00:10:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11204,5709 19 AVENUE,19 AVENUE,ADDRESS,BROOKLYN,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T00:34:00.000,12 BROOKLYN,3055060006,BROOKLYN,988836,165975,ONLINE,Unspecified,BROOKLYN,40.622238328097545,-73.98348007983238,"{'latitude': '40.622238328097545', 'longitude': '-73.98348007983238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:33:55.000,55 STREET,58 STREET,55 STREET,58 STREET,19 AVENUE,,,,,
58806190,2023-09-14T00:10:16.000,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,10472,1964 ELLIS AVENUE,ELLIS AVENUE,ADDRESS,BRONX,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T03:32:26.000,09 BRONX,2037930029,BRONX,1023286,242281,ONLINE,Unspecified,BRONX,40.83159452347194,-73.85894003946139,"{'latitude': '40.83159452347194', 'longitude': '-73.85894003946139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T03:32:19.000,VIRGINIA AVENUE,PUGSLEY AVENUE,VIRGINIA AVENUE,PUGSLEY AVENUE,ELLIS AVENUE,,,,,
58803040,2023-09-14T00:10:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,29 SCOTT AVENUE,SCOTT AVENUE,ADDRESS,BROOKLYN,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T00:12:49.000,04 BROOKLYN,3031690001,BROOKLYN,1005834,197434,MOBILE,Unspecified,BROOKLYN,40.708561152314424,-73.92214833218992,"{'latitude': '40.708561152314424', 'longitude': '-73.92214833218992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:12:44.000,JEFFERSON STREET,FLUSHING AVENUE,JEFFERSON STREET,FLUSHING AVENUE,SCOTT AVENUE,,,,,
58801793,2023-09-14T00:10:05.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11377,72-10 41 AVENUE,41 AVENUE,ADDRESS,WOODSIDE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T00:38:02.000,04 QUEENS,4013120010,QUEENS,1013908,210718,ONLINE,Unspecified,QUEENS,40.74499909172425,-73.89296757512533,"{'latitude': '40.74499909172425', 'longitude': '-73.89296757512533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:37:59.000,72 STREET,73 STREET,72 STREET,73 STREET,41 AVENUE,,,,,
58816632,2023-09-14T00:09:55.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10462,1370 VIRGINIA AVENUE,VIRGINIA AVENUE,ADDRESS,BRONX,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-29T00:00:00.000,09 BRONX,2039377501,BRONX,1022460,243513,PHONE,Unspecified,BRONX,40.834979616627756,-73.86191783914941,"{'latitude': '40.834979616627756', 'longitude': '-73.86191783914941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T06:40:32.000,,,,,,,,,,
58808213,2023-09-14T00:09:33.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11237,53 SCOTT AVENUE,SCOTT AVENUE,ADDRESS,BROOKLYN,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T00:13:53.000,01 BROOKLYN,3029890032,BROOKLYN,1005715,197783,MOBILE,Unspecified,BROOKLYN,40.709519363753934,-73.92257644231763,"{'latitude': '40.709519363753934', 'longitude': '-73.92257644231763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:13:48.000,JOHNSON AVENUE,RANDOLPH STREET,JOHNSON AVENUE,RANDOLPH STREET,SCOTT AVENUE,,,,,
58810243,2023-09-14T00:09:10.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10024,620 COLUMBUS AVENUE,COLUMBUS AVENUE,ADDRESS,NEW YORK,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-14T02:06:42.000,07 MANHATTAN,1012210029,MANHATTAN,992490,226786,PHONE,Unspecified,MANHATTAN,40.7891474771647,-73.97024304387494,"{'latitude': '40.7891474771647', 'longitude': '-73.97024304387494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,WEST 90 STREET,WEST 91 STREET,WEST   90 STREET,WEST   91 STREET,COLUMBUS AVENUE,,,,,
58803480,2023-09-14T00:09:04.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11220,473 55 STREET,55 STREET,ADDRESS,BROOKLYN,,In Progress,,,,07 BROOKLYN,3008230048,BROOKLYN,980376,173450,UNKNOWN,Unspecified,BROOKLYN,40.64275595947043,-74.01395940898803,"{'latitude': '40.64275595947043', 'longitude': '-74.01395940898803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,55 STREET,,,,,
58800420,2023-09-14T00:09:03.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11204,5709 19 AVENUE,19 AVENUE,ADDRESS,BROOKLYN,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T00:34:15.000,12 BROOKLYN,3055060006,BROOKLYN,988836,165975,ONLINE,Unspecified,BROOKLYN,40.622238328097545,-73.98348007983238,"{'latitude': '40.622238328097545', 'longitude': '-73.98348007983238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:34:10.000,55 STREET,58 STREET,55 STREET,58 STREET,19 AVENUE,,,,,
58809511,2023-09-14T00:09:03.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10013,118 MULBERRY STREET,MULBERRY STREET,ADDRESS,NEW YORK,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T00:43:32.000,02 MANHATTAN,1002050010,MANHATTAN,984753,200765,ONLINE,Unspecified,MANHATTAN,40.71773026494201,-73.99818547206426,"{'latitude': '40.71773026494201', 'longitude': '-73.99818547206426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:43:29.000,CANAL STREET,HESTER STREET,CANAL STREET,HESTER STREET,MULBERRY STREET,,,,,
58806889,2023-09-14T00:08:34.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11225,436 EASTERN PARKWAY,EASTERN PARKWAY,ADDRESS,BROOKLYN,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T00:48:07.000,09 BROOKLYN,3012670021,BROOKLYN,996985,183396,ONLINE,Unspecified,BROOKLYN,40.670047237718656,-73.9540924570335,"{'latitude': '40.670047237718656', 'longitude': '-73.9540924570335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:48:02.000,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,EASTERN PARKWAY,,,,,
58806058,2023-09-14T00:07:59.000,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,10303,348 SIMONSON AVENUE,SIMONSON AVENUE,ADDRESS,STATEN ISLAND,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T00:47:20.000,01 STATEN ISLAND,5011980088,STATEN ISLAND,941829,168027,ONLINE,Unspecified,STATEN ISLAND,40.62777025600812,-74.15282380535744,"{'latitude': '40.62777025600812', 'longitude': '-74.15282380535744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:47:15.000,NETHERLAND AVENUE,WENLOCK STREET,NETHERLAND AVENUE,WENLOCK STREET,SIMONSON AVENUE,,,,,
58802805,2023-09-14T00:07:53.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11220,8 AVENUE,8 AVENUE,INTERSECTION,,,Closed,,The Police Department issued a summons in response to the complaint.,2023-09-14T01:10:33.000,10 BROOKLYN,,BROOKLYN,980275,169135,ONLINE,Unspecified,BROOKLYN,40.630912159384216,-74.0143208062021,"{'latitude': '40.630912159384216', 'longitude': '-74.0143208062021', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T01:10:30.000,8 AVENUE,68 STREET,8 AVENUE,68 STREET,,,,,,
58807563,2023-09-14T00:07:51.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,Closed,,The Police Department visited the location and no Encampment was found.,2023-09-14T01:08:55.000,Unspecified QUEENS,,QUEENS,1016943,209794,MOBILE,Unspecified,QUEENS,40.742452245537685,-73.88201910140538,"{'latitude': '40.742452245537685', 'longitude': '-73.88201910140538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T01:08:51.000,,,,,,,R,Stairway,,
58805700,2023-09-14T00:07:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11415,118-82 METROPOLITAN AVENUE,METROPOLITAN AVENUE,ADDRESS,KEW GARDENS,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T00:21:24.000,09 QUEENS,4033227501,QUEENS,1030744,196643,ONLINE,Unspecified,QUEENS,40.70629421838264,-73.8323056854343,"{'latitude': '40.70629421838264', 'longitude': '-73.8323056854343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:21:21.000,83 AVENUE,LEFFERTS BOULEVARD,83 AVENUE,LEFFERTS BOULEVARD,METROPOLITAN AVENUE,,,,,
58801737,2023-09-14T00:07:44.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10032,75 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,,Closed,,This complaint does not fall under the Police Department's jurisdiction.,2023-09-14T00:14:22.000,12 MANHATTAN,1021360140,MANHATTAN,999706,244405,ONLINE,Unspecified,MANHATTAN,40.83749703232736,-73.94414347302468,"{'latitude': '40.83749703232736', 'longitude': '-73.94414347302468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:14:19.000,WEST  161 STREET,WEST  162 STREET,WEST  161 STREET,WEST  162 STREET,FORT WASHINGTON AVENUE,,,,,
58802854,2023-09-14T00:07:31.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11205,40 VANDERBILT AVENUE,VANDERBILT AVENUE,ADDRESS,BROOKLYN,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T00:41:10.000,02 BROOKLYN,3020330001,BROOKLYN,992408,193147,ONLINE,Unspecified,BROOKLYN,40.69681690894209,-73.97057996861463,"{'latitude': '40.69681690894209', 'longitude': '-73.97057996861463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:41:06.000,FLUSHING AVENUE,PARK AVENUE,FLUSHING AVENUE,PARK AVENUE,VANDERBILT AVENUE,,,,,
58801609,2023-09-14T00:07:15.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,49-07 97 STREET,97 STREET,ADDRESS,CORONA,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T00:53:45.000,04 QUEENS,4018800050,QUEENS,1021302,209874,PHONE,Unspecified,QUEENS,40.74265463678054,-73.86628813782421,"{'latitude': '40.74265463678054', 'longitude': '-73.86628813782421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:53:42.000,CORONA AVENUE,50 AVENUE,CORONA AVENUE,50 AVENUE,97 STREET,,,,,
58803071,2023-09-14T00:06:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,575 WEST  159 STREET,WEST  159 STREET,ADDRESS,NEW YORK,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T00:47:27.000,12 MANHATTAN,1021180001,MANHATTAN,999914,243524,ONLINE,Unspecified,MANHATTAN,40.835078576316704,-73.94339383827499,"{'latitude': '40.835078576316704', 'longitude': '-73.94339383827499', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:47:24.000,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,WEST  159 STREET,,,,,
58805447,2023-09-14T00:06:12.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10023,75 WEST END AVENUE,WEST END AVENUE,ADDRESS,NEW YORK,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T00:30:18.000,07 MANHATTAN,1011710063,MANHATTAN,987231,221346,MOBILE,Unspecified,MANHATTAN,40.77421945878715,-73.9892371845004,"{'latitude': '40.77421945878715', 'longitude': '-73.9892371845004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T00:30:13.000,WEST END AVENUE,FREEDOM PLACE SOUTH,WEST END AVENUE,FREEDOM PLACE SOUTH,WEST END AVENUE,,,,,
