unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,facility_type,taxi_pick_up_location,road_ramp
58823327,2023-09-16T00:52:43.000,2023-09-16T01:18:08.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11219,6608 12 AVENUE,12 AVENUE,66 STREET,67 STREET,66 STREET,67 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:18:11.000,10 BROOKLYN,BROOKLYN,983006,167564,ONLINE,Unspecified,BROOKLYN,40.62660089990273,-74.00448149234137,"{'latitude': '40.62660089990273', 'longitude': '-74.00448149234137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,12 AVENUE,3057590040,,,,,,
58823698,2023-09-16T00:52:40.000,2023-09-16T06:36:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11420,114-20 116 STREET,116 STREET,LINDEN BOULEVARD,ROCKAWAY BOULEVARD,LINDEN BOULEVARD,ROCKAWAY BOULEVARD,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T06:36:16.000,10 QUEENS,QUEENS,1033393,186202,ONLINE,Unspecified,QUEENS,40.67762182704045,-73.82282747890123,"{'latitude': '40.67762182704045', 'longitude': '-73.82282747890123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH OZONE PARK,116 STREET,4116420016,,,,,,
58821107,2023-09-16T00:52:37.000,2023-09-18T11:37:22.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11208,17 HILL STREET,HILL STREET,EUCLID AVENUE,CRESCENT STREET,EUCLID AVENUE,CRESCENT STREET,ADDRESS,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-16T00:52:37.000,05 BROOKLYN,BROOKLYN,1019687,186564,ONLINE,Unspecified,BROOKLYN,40.67868091268254,-73.87223897028817,"{'latitude': '40.67868091268254', 'longitude': '-73.87223897028817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,HILL STREET,3041650050,,,,,,
58819918,2023-09-16T00:52:23.000,2023-09-16T01:08:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11220,733 52 STREET,52 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:08:45.000,07 BROOKLYN,BROOKLYN,982518,172748,ONLINE,Unspecified,BROOKLYN,40.6408297980189,-74.00624083592372,"{'latitude': '40.6408297980189', 'longitude': '-74.00624083592372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,52 STREET,,,,,,,
58824206,2023-09-16T00:52:07.000,2023-09-16T01:17:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11220,404 61 STREET,61 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-16T01:17:29.000,07 BROOKLYN,BROOKLYN,979097,172438,ONLINE,Unspecified,BROOKLYN,40.639977584771266,-74.01856733083862,"{'latitude': '40.639977584771266', 'longitude': '-74.01856733083862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,61 STREET,3057910007,,,,,,
58821517,2023-09-16T00:52:01.000,2023-09-16T01:25:51.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10003,48 EAST   12 STREET,EAST   12 STREET,UNIVERSITY PLACE,BROADWAY,UNIVERSITY PLACE,BROADWAY,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:25:55.000,02 MANHATTAN,MANHATTAN,986523,206508,ONLINE,Unspecified,MANHATTAN,40.73349312678599,-73.99179841417063,"{'latitude': '40.73349312678599', 'longitude': '-73.99179841417063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,EAST   12 STREET,1005630031,,,,,,
58825009,2023-09-16T00:52:00.000,2023-09-16T01:03:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,118 BRADFORD STREET,BRADFORD STREET,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T01:03:29.000,05 BROOKLYN,BROOKLYN,1013863,185859,ONLINE,Unspecified,BROOKLYN,40.67676724761071,-73.89323931467254,"{'latitude': '40.67676724761071', 'longitude': '-73.89323931467254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,BRADFORD STREET,3036730032,,,,,,
58824123,2023-09-16T00:51:59.000,2023-09-16T01:03:37.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11206,23 MEADOW STREET,MEADOW STREET,WATERBURY STREET,BOGART STREET,WATERBURY STREET,BOGART STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:03:40.000,01 BROOKLYN,BROOKLYN,1001899,198217,ONLINE,Unspecified,BROOKLYN,40.71071902511423,-73.93633948732204,"{'latitude': '40.71071902511423', 'longitude': '-73.93633948732204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,MEADOW STREET,3030290109,,,,,,
58825827,2023-09-16T00:51:53.000,2023-09-16T01:11:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,431 EAST    9 STREET,EAST    9 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:11:39.000,03 MANHATTAN,MANHATTAN,988880,204338,ONLINE,Unspecified,MANHATTAN,40.72753608835362,-73.98329522742081,"{'latitude': '40.72753608835362', 'longitude': '-73.98329522742081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,EAST    9 STREET,1004370037,,,,,,
58820681,2023-09-16T00:51:43.000,2023-09-16T01:43:17.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11101,31-11 NORTHERN BOULEVARD,NORTHERN BOULEVARD,31 STREET,39 AVENUE,31 STREET,39 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T01:43:20.000,01 QUEENS,QUEENS,1002678,213144,PHONE,Unspecified,QUEENS,40.75168838116839,-73.93348872868383,"{'latitude': '40.75168838116839', 'longitude': '-73.93348872868383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LONG ISLAND CITY,NORTHERN BOULEVARD,4004010007,,,,,,
58819921,2023-09-16T00:51:34.000,2023-09-16T01:03:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,118 BRADFORD STREET,BRADFORD STREET,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T01:03:44.000,05 BROOKLYN,BROOKLYN,1013863,185859,ONLINE,Unspecified,BROOKLYN,40.67676724761071,-73.89323931467254,"{'latitude': '40.67676724761071', 'longitude': '-73.89323931467254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,BRADFORD STREET,3036730032,,,,,,
58824998,2023-09-16T00:51:08.000,2023-09-16T01:03:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,118 BRADFORD STREET,BRADFORD STREET,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T01:03:59.000,05 BROOKLYN,BROOKLYN,1013863,185859,ONLINE,Unspecified,BROOKLYN,40.67676724761071,-73.89323931467254,"{'latitude': '40.67676724761071', 'longitude': '-73.89323931467254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,BRADFORD STREET,3036730032,,,,,,
58826342,2023-09-16T00:51:07.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Contaminated,Restaurant/Bar/Deli/Bakery,10003,83 3 AVENUE,3 AVENUE,EAST   11 STREET,EAST   12 STREET,EAST   11 STREET,EAST   12 STREET,ADDRESS,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-19T12:17:27.000,03 MANHATTAN,MANHATTAN,987507,205897,ONLINE,Unspecified,MANHATTAN,40.73181577426075,-73.98824817744024,"{'latitude': '40.73181577426075', 'longitude': '-73.98824817744024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,3 AVENUE,1004670001,,,,,,
58820709,2023-09-16T00:50:37.000,2023-09-16T00:52:06.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10452,1082 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  165 STREET,WEST  166 STREET,WEST  165 STREET,WEST  166 STREET,ADDRESS,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-16T00:52:09.000,04 BRONX,BRONX,1004564,243297,ONLINE,Unspecified,BRONX,40.834446055385214,-73.92659048188585,"{'latitude': '40.834446055385214', 'longitude': '-73.92659048188585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,WOODYCREST AVENUE,2025090010,,,,,,
58820009,2023-09-16T00:50:29.000,2023-09-16T01:11:08.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10459,951 HOE AVENUE,HOE AVENUE,EAST  163 STREET,ALDUS STREET,EAST  163 STREET,ALDUS STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:11:10.000,02 BRONX,BRONX,1014601,238805,PHONE,Unspecified,BRONX,40.82208801817637,-73.89033972476959,"{'latitude': '40.82208801817637', 'longitude': '-73.89033972476959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,HOE AVENUE,2027427501,,,,,,
58825110,2023-09-16T00:50:26.000,2023-09-16T01:00:24.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11104,42 STREET,42 STREET,42 STREET,43 AVENUE,42 STREET,43 AVENUE,INTERSECTION,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T01:00:29.000,02 QUEENS,QUEENS,1005847,210830,PHONE,Unspecified,QUEENS,40.74532986399324,-73.92205845011026,"{'latitude': '40.74532986399324', 'longitude': '-73.92205845011026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58822520,2023-09-16T00:49:55.000,2023-09-16T01:07:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10030,199 WEST  134 STREET,WEST  134 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:07:34.000,10 MANHATTAN,MANHATTAN,999764,236042,ONLINE,Unspecified,MANHATTAN,40.814542881171214,-73.94395320400253,"{'latitude': '40.814542881171214', 'longitude': '-73.94395320400253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  134 STREET,1019197501,,,,,,
58824826,2023-09-16T00:49:35.000,2023-09-16T01:20:20.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11372,75-01 NORTHERN BOULEVARD,NORTHERN BOULEVARD,75 STREET,76 STREET,75 STREET,76 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T01:20:25.000,03 QUEENS,QUEENS,1014243,214325,ONLINE,Unspecified,QUEENS,40.75489825926379,-73.89174251114953,"{'latitude': '40.75489825926379', 'longitude': '-73.89174251114953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JACKSON HEIGHTS,NORTHERN BOULEVARD,4011710041,,,,,,
58826164,2023-09-16T00:49:30.000,2023-09-16T01:45:30.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11412,117-29 193 STREET,193 STREET,LINDEN BOULEVARD,117 ROAD,LINDEN BOULEVARD,117 ROAD,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T01:45:35.000,12 QUEENS,QUEENS,1051294,191502,MOBILE,Unspecified,QUEENS,40.69205158344364,-73.75823754834215,"{'latitude': '40.69205158344364', 'longitude': '-73.75823754834215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SAINT ALBANS,193 STREET,4126100042,,,,,,
58821108,2023-09-16T00:49:24.000,2023-09-16T00:49:24.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11208,22 HILL STREET,HILL STREET,EUCLID AVENUE,CRESCENT STREET,EUCLID AVENUE,CRESCENT STREET,ADDRESS,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-16T00:49:24.000,05 BROOKLYN,BROOKLYN,1019715,186563,ONLINE,Unspecified,BROOKLYN,40.678678055776096,-73.87213802728323,"{'latitude': '40.678678055776096', 'longitude': '-73.87213802728323', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,HILL STREET,3041660010,,,,,,
58830472,2023-09-16T00:49:13.000,2023-09-26T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11103,25-72 STEINWAY STREET,STEINWAY STREET,,,,,ADDRESS,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-26T00:00:00.000,01 QUEENS,QUEENS,1008614,218923,UNKNOWN,Unspecified,QUEENS,40.76753588454479,-73.91204328591014,"{'latitude': '40.76753588454479', 'longitude': '-73.91204328591014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASTORIA,,4006540093,,,,,,
58823325,2023-09-16T00:49:04.000,2023-09-16T00:52:28.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10312,37 BARCLAY CIRCLE,BARCLAY CIRCLE,HAMPTON GREEN,DEAD END,HAMPTON GREEN,DEAD END,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:52:34.000,03 STATEN ISLAND,STATEN ISLAND,930234,141161,MOBILE,Unspecified,STATEN ISLAND,40.553965539154454,-74.19438048822455,"{'latitude': '40.553965539154454', 'longitude': '-74.19438048822455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,BARCLAY CIRCLE,5060180172,,,,,,
58823851,2023-09-16T00:48:55.000,2023-09-16T01:05:15.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,10016,358 3 AVENUE,3 AVENUE,EAST   26 STREET,EAST   27 STREET,EAST   26 STREET,EAST   27 STREET,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T01:05:19.000,06 MANHATTAN,MANHATTAN,989320,209181,ONLINE,Unspecified,MANHATTAN,40.740828689460706,-73.98170408334104,"{'latitude': '40.740828689460706', 'longitude': '-73.98170408334104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,3 AVENUE,1008820043,,,,,,
58819850,2023-09-16T00:48:54.000,2023-09-16T01:13:49.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10002,168 DELANCEY ST NORTH,DELANCEY ST NORTH,CLINTON STREET,ATTORNEY STREET,CLINTON STREET,ATTORNEY STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:13:54.000,03 MANHATTAN,MANHATTAN,988269,200735,MOBILE,Unspecified,MANHATTAN,40.717647023559216,-73.98550183161319,"{'latitude': '40.717647023559216', 'longitude': '-73.98550183161319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,DELANCEY ST NORTH,,,,,,,
58823945,2023-09-16T00:48:47.000,2023-09-16T01:08:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10019,415 WEST   59 STREET,WEST   59 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T01:08:04.000,07 MANHATTAN,MANHATTAN,988228,219663,MOBILE,Unspecified,MANHATTAN,40.769599670912015,-73.98563854070757,"{'latitude': '40.769599670912015', 'longitude': '-73.98563854070757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST   59 STREET,1011310016,,,,,,
58823228,2023-09-16T00:47:57.000,2023-09-16T01:00:54.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10009,116 AVENUE C,AVENUE C,EAST    7 STREET,EAST    8 STREET,EAST    7 STREET,EAST    8 STREET,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T01:00:59.000,03 MANHATTAN,MANHATTAN,990179,203199,ONLINE,Unspecified,MANHATTAN,40.724409035026966,-73.97860951410591,"{'latitude': '40.724409035026966', 'longitude': '-73.97860951410591', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,AVENUE C,1003770002,,,,,,
58823767,2023-09-16T00:47:54.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-21T04:17:25.000,Unspecified BROOKLYN,BROOKLYN,1006867,195704,MOBILE,Unspecified,BROOKLYN,40.703810132224476,-73.91842820115082,"{'latitude': '40.703810132224476', 'longitude': '-73.91842820115082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,L,L to Canarsie - Rockaway Parkway,Platform,,,
58822402,2023-09-16T00:47:49.000,2023-09-16T01:09:46.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10009,111 AVENUE A,AVENUE A,EAST    7 STREET,ST MARKS PLACE,EAST    7 STREET,ST MARKS PLACE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:09:49.000,03 MANHATTAN,MANHATTAN,988830,203833,PHONE,Unspecified,MANHATTAN,40.72615001233742,-73.98347596822626,"{'latitude': '40.72615001233742', 'longitude': '-73.98347596822626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,AVENUE A,1004350037,,,,,,
58824510,2023-09-16T00:47:46.000,2023-09-16T01:38:26.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11372,34-50 71 STREET,71 STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T01:38:30.000,03 QUEENS,QUEENS,1013341,212985,MOBILE,Unspecified,QUEENS,40.75122331530989,-73.89500400676727,"{'latitude': '40.75122331530989', 'longitude': '-73.89500400676727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JACKSON HEIGHTS,71 STREET,4012570031,,,,,,
58821130,2023-09-16T00:47:38.000,2023-09-16T02:32:00.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10461,3229 WESTCHESTER AVENUE,WESTCHESTER AVENUE,CONTINENTAL AVENUE,ST PAUL AVENUE,CONTINENTAL AVENUE,ST PAUL AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T02:32:06.000,10 BRONX,BRONX,1031546,249750,ONLINE,Unspecified,BRONX,40.85205433772875,-73.82903920932816,"{'latitude': '40.85205433772875', 'longitude': '-73.82903920932816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,WESTCHESTER AVENUE,2042470001,,,,,,
58824150,2023-09-16T00:47:30.000,2023-09-16T01:08:36.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11693,88-12 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,BEACH   88 STREET,BEACH   90 STREET,BEACH   88 STREET,BEACH   90 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:08:39.000,14 QUEENS,QUEENS,1036122,153295,MOBILE,Unspecified,QUEENS,40.587283725345245,-73.81324173291848,"{'latitude': '40.587283725345245', 'longitude': '-73.81324173291848', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FAR ROCKAWAY,ROCKAWAY BEACH BOULEVARD,4161230094,,,,,,
58825778,2023-09-16T00:47:20.000,2023-09-16T01:02:17.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10040,1579 SAINT NICHOLAS AVENUE,SAINT NICHOLAS AVENUE,WEST  188 STREET,WEST  189 STREET,WEST  188 STREET,WEST  189 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:02:25.000,12 MANHATTAN,MANHATTAN,1003571,250501,PHONE,Unspecified,MANHATTAN,40.854221145141835,-73.93015816775048,"{'latitude': '40.854221145141835', 'longitude': '-73.93015816775048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,ST NICHOLAS AVENUE,1021680046,,,,,,
58825031,2023-09-16T00:47:15.000,2023-09-16T01:45:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,277 WEST  127 STREET,WEST  127 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:45:15.000,10 MANHATTAN,MANHATTAN,998206,234831,ONLINE,Unspecified,MANHATTAN,40.81122162294716,-73.94958424379058,"{'latitude': '40.81122162294716', 'longitude': '-73.94958424379058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  127 STREET,1019330001,,,,,,
58823328,2023-09-16T00:47:04.000,2023-09-16T00:51:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,118 BRADFORD STREET,BRADFORD STREET,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:51:14.000,05 BROOKLYN,BROOKLYN,1013863,185859,ONLINE,Unspecified,BROOKLYN,40.67676724761071,-73.89323931467254,"{'latitude': '40.67676724761071', 'longitude': '-73.89323931467254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,BRADFORD STREET,3036730032,,,,,,
58825086,2023-09-16T00:46:55.000,2023-09-16T01:06:04.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11208,1306 LORING AVENUE,LORING AVENUE,AUTUMN AVENUE,ELDERT LANE,AUTUMN AVENUE,ELDERT LANE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:06:09.000,05 BROOKLYN,BROOKLYN,1022061,182528,ONLINE,Unspecified,BROOKLYN,40.66759319014919,-73.86370264123177,"{'latitude': '40.66759319014919', 'longitude': '-73.86370264123177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,LORING AVENUE,3045100001,,,,,,
58820289,2023-09-16T00:46:34.000,2023-09-16T04:43:38.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10467,2925 MATTHEWS AVENUE,MATTHEWS AVENUE,ARNOW AVENUE,WILLIAMSBRIDGE ROAD,ARNOW AVENUE,WILLIAMSBRIDGE ROAD,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T04:43:44.000,11 BRONX,BRONX,1022279,255636,ONLINE,Unspecified,BRONX,40.868254395183136,-73.86250316466833,"{'latitude': '40.868254395183136', 'longitude': '-73.86250316466833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,MATTHEWS AVENUE,2045500012,,,,,,
58821515,2023-09-16T00:46:34.000,2023-09-16T01:20:24.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11426,246-09 JERICHO TURNPIKE,JERICHO TURNPIKE,CITY LIMIT,247 STREET,CITY LIMIT,247 STREET,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T01:20:30.000,13 QUEENS,QUEENS,1061390,203582,ONLINE,Unspecified,QUEENS,40.725125916834905,-73.72169293448363,"{'latitude': '40.725125916834905', 'longitude': '-73.72169293448363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BELLEROSE,JERICHO TURNPIKE,4086600006,,,,,,
58825407,2023-09-16T00:46:30.000,2023-09-16T02:51:29.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11207,1595 BROADWAY,BROADWAY,HALSEY STREET,THOMAS S BOYLAND STREET,HALSEY STREET,THOMAS S BOYLAND STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T02:51:37.000,04 BROOKLYN,BROOKLYN,1007816,189038,ONLINE,Unspecified,BROOKLYN,40.68551103961099,-73.91502880542559,"{'latitude': '40.68551103961099', 'longitude': '-73.91502880542559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,BROADWAY,3034087501,,,,,,
