unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location
58957560,2023-09-29T10:41:00.000,2023-09-29T12:55:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11214,2738 BATH AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T12:55:00.000,13 BROOKLYN,3069010037,BROOKLYN,988301,154589,PHONE,Unspecified,BROOKLYN,40.590986347225254,-73.98541411321729,"{'latitude': '40.590986347225254', 'longitude': '-73.98541411321729', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BAY 46 ST,BAY 47 ST,,,,,,,,,,
58962088,2023-09-29T10:41:00.000,2023-09-30T02:25:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11230,601 AVENUE N,AVENUE N,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T02:25:00.000,12 BROOKLYN,3065690053,BROOKLYN,993075,163222,PHONE,Unspecified,BROOKLYN,40.614678707083215,-73.9682137401228,"{'latitude': '40.614678707083215', 'longitude': '-73.9682137401228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OCEAN PKWY,E 7 ST,,,,,,,,,,
58960559,2023-09-29T10:41:00.000,2023-09-29T17:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10468,75 WEST  205 STREET,WEST  205 STREET,ADDRESS,BRONX,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-29T17:30:00.000,07 BRONX,2032510201,BRONX,1014382,259026,PHONE,Unspecified,BRONX,40.877589386551534,-73.8910401089752,"{'latitude': '40.877589386551534', 'longitude': '-73.8910401089752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PAUL AVE,GOULDEN AVE,,,,,,,,,,
58961999,2023-09-29T10:41:00.000,2023-10-03T13:30:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11377,48-04 69 STREET,69 STREET,ADDRESS,WOODSIDE,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-10-03T13:30:00.000,02 QUEENS,4024290047,QUEENS,1013094,208250,PHONE,Unspecified,QUEENS,40.738227743629324,-73.89591579092807,"{'latitude': '40.738227743629324', 'longitude': '-73.89591579092807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48 AVE,49 AVE,,,,,,,,,,
58960992,2023-09-29T10:41:00.000,2023-10-30T07:53:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11219,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-30T07:53:00.000,12 BROOKLYN,,BROOKLYN,984104,171154,UNKNOWN,Unspecified,BROOKLYN,40.636454776697,-74.000526040593,"{'latitude': '40.636454776697', 'longitude': '-74.000526040593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,53 STREET,FORT HAMILTON PARKWAY,,,,,,,,
58957559,2023-09-29T10:41:00.000,2023-09-30T09:35:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11375,111-10 76 ROAD,76 ROAD,ADDRESS,FOREST HILLS,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T09:35:00.000,06 QUEENS,4033410001,QUEENS,1029612,200191,PHONE,Unspecified,QUEENS,40.71603849387888,-73.83636466232458,"{'latitude': '40.71603849387888', 'longitude': '-73.83636466232458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AUSTIN ST,QUEENS BLVD,,,,,,,,,,
58960991,2023-09-29T10:41:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11223,,,INTERSECTION,BROOKLYN,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-11-09T00:00:00.000,15 BROOKLYN,,BROOKLYN,992216,159978,UNKNOWN,Unspecified,BROOKLYN,40.6057754078666,-73.97131154926014,"{'latitude': '40.6057754078666', 'longitude': '-73.97131154926014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,EAST 2 STREET,WOODSIDE AVENUE,,,,,,,,
58967899,2023-09-29T10:40:58.000,2023-10-02T17:49:13.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10457,440 EAST TREMONT AVENUE,EAST TREMONT AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,06 BRONX,2029090012,BRONX,1012158,247964,PHONE,Unspecified,BRONX,40.84723486891208,-73.89912833879987,"{'latitude': '40.84723486891208', 'longitude': '-73.89912833879987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58964518,2023-09-29T10:40:58.000,2023-10-02T17:49:13.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10457,440 EAST TREMONT AVENUE,EAST TREMONT AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,06 BRONX,2029090012,BRONX,1012158,247964,PHONE,Unspecified,BRONX,40.84723486891208,-73.89912833879987,"{'latitude': '40.84723486891208', 'longitude': '-73.89912833879987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58956875,2023-09-29T10:40:51.000,2023-10-12T06:57:40.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10467,3539 DECATUR AVENUE,DECATUR AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,07 BRONX,2033560140,BRONX,1019566,259684,PHONE,Unspecified,BRONX,40.879376169916405,-73.87229087695226,"{'latitude': '40.879376169916405', 'longitude': '-73.87229087695226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58958660,2023-09-29T10:40:46.000,2023-09-29T13:26:03.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11230,1082 EAST   19 STREET,EAST   19 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T13:25:54.000,14 BROOKLYN,3067200067,BROOKLYN,996090,166707,MOBILE,Unspecified,BROOKLYN,40.624240790112694,-73.95734807465344,"{'latitude': '40.624240790112694', 'longitude': '-73.95734807465344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE J,AVENUE K,AVENUE J,AVENUE K,EAST   19 STREET,,,,,,,
59459436,2023-09-29T10:40:45.000,2023-09-29T12:55:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11214,2738 BATH AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-29T12:55:00.000,13 BROOKLYN,3069010037,BROOKLYN,988301,154589,PHONE,Unspecified,BROOKLYN,40.590986347225254,-73.98541411321729,"{'latitude': '40.590986347225254', 'longitude': '-73.98541411321729', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BAY   46 STREET,BAY   47 STREET,BAY   46 STREET,BAY   47 STREET,BATH AVENUE,,,,,,,
58957243,2023-09-29T10:40:43.000,2023-10-04T12:15:21.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11436,117-11 SUTPHIN BOULEVARD,SUTPHIN BOULEVARD,ADDRESS,JAMAICA,Closed,"The Department of Transportation inspected the location more than six months ago and has notified the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-04T12:15:16.000,12 QUEENS,,QUEENS,1041933,187203,PHONE,Unspecified,QUEENS,40.68031780820385,-73.79203023165917,"{'latitude': '40.68031780820385', 'longitude': '-73.79203023165917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FOCH BOULEVARD,118 AVENUE,FOCH BOULEVARD,118 AVENUE,SUTPHIN BOULEVARD,,,,,,,
59456011,2023-09-29T10:40:42.000,2023-09-30T09:35:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11375,111-10 76 ROAD,76 ROAD,ADDRESS,FOREST HILLS,Closed,,2023-09-30T09:35:00.000,06 QUEENS,,QUEENS,1029612,200191,PHONE,Unspecified,QUEENS,40.71603849387888,-73.83636466232458,"{'latitude': '40.71603849387888', 'longitude': '-73.83636466232458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AUSTIN STREET,QUEENS BOULEVARD,AUSTIN STREET,QUEENS BOULEVARD,76 ROAD,,,,,,,
58958566,2023-09-29T10:40:40.000,2023-10-02T16:56:22.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11209,8701 RIDGE BOULEVARD,RIDGE BOULEVARD,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,10 BROOKLYN,3060480005,BROOKLYN,974791,166348,PHONE,Unspecified,BROOKLYN,40.623258272469,-74.0340742075336,"{'latitude': '40.623258272469', 'longitude': '-74.0340742075336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58964460,2023-09-29T10:40:39.000,2023-10-05T12:49:01.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10034,60 SEAMAN AVENUE,SEAMAN AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,12 MANHATTAN,1022480040,MANHATTAN,1004817,255479,ONLINE,Unspecified,MANHATTAN,40.867881436186174,-73.9256388353561,"{'latitude': '40.867881436186174', 'longitude': '-73.9256388353561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58964560,2023-09-29T10:40:36.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11217,60 SOUTH OXFORD STREET,SOUTH OXFORD STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,02 BROOKLYN,3021000068,BROOKLYN,991518,189926,PHONE,Unspecified,BROOKLYN,40.68797678414644,-73.97379303269197,"{'latitude': '40.68797678414644', 'longitude': '-73.97379303269197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58959855,2023-09-29T10:40:34.000,2023-10-05T08:07:55.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10453,2119 DAVIDSON AVENUE,DAVIDSON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,05 BRONX,2031940031,BRONX,1009974,250972,ONLINE,Unspecified,BRONX,40.8554975650247,-73.90701071792272,"{'latitude': '40.8554975650247', 'longitude': '-73.90701071792272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58960002,2023-09-29T10:40:34.000,2023-10-01T20:03:12.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10451,721 WALTON AVENUE,WALTON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,04 BRONX,2024730048,BRONX,1004697,239444,PHONE,Unspecified,BRONX,40.823870369614994,-73.92612159777369,"{'latitude': '40.823870369614994', 'longitude': '-73.92612159777369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
59438628,2023-09-29T10:40:34.000,2023-09-29T17:35:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11223,1892 WEST    7 STREET,WEST    7 STREET,ADDRESS,BROOKLYN,Closed,,2023-09-29T17:35:00.000,11 BROOKLYN,,BROOKLYN,989947,158417,PHONE,Unspecified,BROOKLYN,40.60149253000538,-73.97948435621045,"{'latitude': '40.60149253000538', 'longitude': '-73.97948435621045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HIGHLAWN AVENUE,AVENUE S,HIGHLAWN AVENUE,AVENUE S,WEST    7 STREET,,,,,,,
59460140,2023-09-29T10:40:31.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Public Area,10457,4196 PARK AVENUE,PARK AVENUE,ADDRESS,BRONX,In Progress,,,06 BRONX,,BRONX,1012028,247941,PHONE,Unspecified,BRONX,40.84717215065373,-73.89959831026405,"{'latitude': '40.84717215065373', 'longitude': '-73.89959831026405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  176 STREET,EAST TREMONT AVENUE,EAST  176 STREET,EAST TREMONT AVENUE,PARK AVENUE,,,,,,,
58959355,2023-09-29T10:40:27.000,2023-10-13T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11208,708 ELTON STREET,ELTON STREET,ADDRESS,BROOKLYN,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-10-13T00:00:00.000,05 BROOKLYN,3043130029,BROOKLYN,1017326,181788,UNKNOWN,Unspecified,BROOKLYN,40.665581012403614,-73.88077450964622,"{'latitude': '40.665581012403614', 'longitude': '-73.88077450964622', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
59446228,2023-09-29T10:40:24.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Public Area,10457,4196 PARK AVENUE,PARK AVENUE,ADDRESS,BRONX,In Progress,,,06 BRONX,,BRONX,1012028,247941,PHONE,Unspecified,BRONX,40.84717215065373,-73.89959831026405,"{'latitude': '40.84717215065373', 'longitude': '-73.89959831026405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  176 STREET,EAST TREMONT AVENUE,EAST  176 STREET,EAST TREMONT AVENUE,PARK AVENUE,,,,,,,
59009656,2023-09-29T10:40:19.000,2023-10-11T10:53:16.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11412,120-31 199 STREET,199 STREET,ADDRESS,SAINT ALBANS,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-11T10:53:22.000,12 QUEENS,,QUEENS,1053382,190521,UNKNOWN,Unspecified,QUEENS,40.68934291172553,-73.75071827163143,"{'latitude': '40.68934291172553', 'longitude': '-73.75071827163143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",120 AVENUE,122 AVENUE,120 AVENUE,122 AVENUE,199 STREET,,,,,,,
59435277,2023-09-29T10:40:19.000,2023-09-30T01:40:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11234,6181 STRICKLAND AVENUE,STRICKLAND AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-30T01:40:00.000,18 BROOKLYN,,BROOKLYN,1008628,162664,PHONE,Unspecified,BROOKLYN,40.61311797198133,-73.91219632416457,"{'latitude': '40.61311797198133', 'longitude': '-73.91219632416457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   60 PLACE,MILL AVENUE,EAST   60 PLACE,MILL AVENUE,STRICKLAND AVENUE,,,,,,,
59005487,2023-09-29T10:40:15.000,2023-10-03T14:35:17.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Street,10459,1159 FOX STREET,FOX STREET,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-03T14:35:23.000,03 BRONX,2029740022,BRONX,1013626,241224,ONLINE,Unspecified,BRONX,40.82873077667152,-73.89385187319155,"{'latitude': '40.82873077667152', 'longitude': '-73.89385187319155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOME STREET,INTERVALE AVENUE,HOME STREET,INTERVALE AVENUE,FOX STREET,,,,,,,
59446183,2023-09-29T10:40:13.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11225,10 MIDWOOD STREET,MIDWOOD STREET,ADDRESS,BROOKLYN,In Progress,,,09 BROOKLYN,3050340006,BROOKLYN,995401,179565,PHONE,Unspecified,BROOKLYN,40.65953413035001,-73.95980884731233,"{'latitude': '40.65953413035001', 'longitude': '-73.95980884731233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLATBUSH AVENUE,BEDFORD AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,MIDWOOD STREET,,,,,,,
58958635,2023-09-29T10:40:11.000,2023-09-29T10:40:11.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11215,341 10 STREET,10 STREET,ADDRESS,BROOKLYN,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-29T00:00:00.000,06 BROOKLYN,3010100026,BROOKLYN,987645,183032,UNKNOWN,Unspecified,BROOKLYN,40.66905664752258,-73.98776177565603,"{'latitude': '40.66905664752258', 'longitude': '-73.98776177565603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58963929,2023-09-29T10:40:11.000,2023-09-29T10:40:11.000,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),,11221,1308 PUTNAM AVENUE,PUTNAM AVENUE,ADDRESS,BROOKLYN,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-29T00:00:00.000,04 BROOKLYN,3033760031,BROOKLYN,1008175,191840,UNKNOWN,Unspecified,BROOKLYN,40.69320091838492,-73.91372442045403,"{'latitude': '40.69320091838492', 'longitude': '-73.91372442045403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58964766,2023-09-29T10:40:11.000,2023-11-27T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10075,420 EAST   80 STREET,EAST   80 STREET,ADDRESS,NEW YORK,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-27T00:00:00.000,08 MANHATTAN,1015590033,MANHATTAN,997752,220766,UNKNOWN,Unspecified,MANHATTAN,40.772617701567825,-73.95125258412499,"{'latitude': '40.772617701567825', 'longitude': '-73.95125258412499', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58977939,2023-09-29T10:40:10.000,2023-09-30T13:50:25.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11224,3755 OCEANIC AVENUE,OCEANIC AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T12:22:55.000,13 BROOKLYN,,BROOKLYN,983046,148900,PHONE,Unspecified,BROOKLYN,40.57537201392361,-74.00433406622064,"{'latitude': '40.57537201392361', 'longitude': '-74.00433406622064', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TUDOR TERRACE,SEA GATE AVENUE,TUDOR TERRACE,SEA GATE AVENUE,OCEANIC AVENUE,,,,,,,
58965653,2023-09-29T10:40:00.000,2023-10-11T09:07:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10453,,,INTERSECTION,BRONX,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-11T09:07:00.000,05 BRONX,,BRONX,1006025,248466,UNKNOWN,Unspecified,BRONX,40.84862996458835,-73.92129402679386,"{'latitude': '40.84862996458835', 'longitude': '-73.92129402679386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,POPHAM AVENUE,WEST 175 STREET,,,,,,,,
58990083,2023-09-29T10:39:43.000,2023-10-02T04:29:37.000,DOT,Department of Transportation,Broken Parking Meter,Credit Card Stuck in Meter,Street,10002,GRAND STREET,GRAND STREET,BLOCKFACE,,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-02T04:29:40.000,Unspecified MANHATTAN,,MANHATTAN,988950,199751,ONLINE,Unspecified,MANHATTAN,40.71494584372077,-73.98304587459104,"{'latitude': '40.71494584372077', 'longitude': '-73.98304587459104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BIALYSTOKER PLACE,ABRAHAM KAZAN STREET,BIALYSTOKER PLACE,ABRAHAM KAZAN STREET,,,,,,,,
59010485,2023-09-29T10:39:35.000,2023-09-29T11:46:06.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11419,101-43 117 STREET,117 STREET,ADDRESS,SOUTH RICHMOND HILL,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T11:45:52.000,09 QUEENS,4094850054,QUEENS,1032088,190390,MOBILE,Unspecified,QUEENS,40.68912405870141,-73.82750257778747,"{'latitude': '40.68912405870141', 'longitude': '-73.82750257778747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,117 STREET,,,,,,,
59001346,2023-09-29T10:39:27.000,2023-09-29T11:09:07.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11416,94-44 FORBELL STREET,FORBELL STREET,ADDRESS,OZONE PARK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T11:08:46.000,09 QUEENS,,QUEENS,1021644,188072,PHONE,Unspecified,QUEENS,40.682811974678934,-73.86517504027351,"{'latitude': '40.682811974678934', 'longitude': '-73.86517504027351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ATLANTIC AVENUE,95 AVENUE,ATLANTIC AVENUE,95 AVENUE,FORBELL STREET,,,,,,,
59456583,2023-09-29T10:39:25.000,,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,11209,8701 RIDGE BOULEVARD,RIDGE BOULEVARD,ADDRESS,BROOKLYN,In Progress,,,10 BROOKLYN,,BROOKLYN,974791,166348,PHONE,Unspecified,BROOKLYN,40.623258272469,-74.0340742075336,"{'latitude': '40.623258272469', 'longitude': '-74.0340742075336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",87 STREET,88 STREET,87 STREET,88 STREET,RIDGE BOULEVARD,,,,,,,
59435895,2023-09-29T10:39:24.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10467,3539 DECATUR AVENUE,DECATUR AVENUE,ADDRESS,BRONX,Closed,,2023-10-12T00:00:00.000,07 BRONX,2033560140,BRONX,1019566,259684,PHONE,Unspecified,BRONX,40.879376169916405,-73.87229087695226,"{'latitude': '40.879376169916405', 'longitude': '-73.87229087695226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST GUN HILL ROAD,EAST  211 STREET,EAST GUN HILL ROAD,EAST  211 STREET,DECATUR AVENUE,,,,,,,
59006768,2023-09-29T10:39:21.000,2023-10-06T15:11:42.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11203,608 LEFFERTS AVENUE,LEFFERTS AVENUE,ADDRESS,BROOKLYN,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-06T15:11:46.000,09 BROOKLYN,3013330025,BROOKLYN,1000572,180809,MOBILE,Hamilton Metz Field,BROOKLYN,40.66294061306297,-73.94116818931488,"{'latitude': '40.66294061306297', 'longitude': '-73.94116818931488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KINGSTON AVENUE,ALBANY AVENUE,KINGSTON AVENUE,ALBANY AVENUE,LEFFERTS AVENUE,,,,,,,
59445671,2023-09-29T10:39:05.000,2023-10-03T13:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11377,48-04 69 STREET,69 STREET,ADDRESS,WOODSIDE,Closed,,2023-10-03T13:30:00.000,02 QUEENS,,QUEENS,1013094,208250,PHONE,Unspecified,QUEENS,40.738227743629324,-73.89591579092807,"{'latitude': '40.738227743629324', 'longitude': '-73.89591579092807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48 AVENUE,49 AVENUE,48 AVENUE,49 AVENUE,69 STREET,,,,,,,
58965566,2023-09-29T10:39:04.000,2023-09-29T23:08:27.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10462,2217 LYON AVENUE,LYON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T23:08:31.000,10 BRONX,2039660035,BRONX,1025347,243780,PHONE,Unspecified,BRONX,40.835699490737866,-73.8514832678603,"{'latitude': '40.835699490737866', 'longitude': '-73.8514832678603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CASTLE HILL AVENUE,GLEBE AVENUE,CASTLE HILL AVENUE,GLEBE AVENUE,LYON AVENUE,,,,,,,
59455862,2023-09-29T10:39:01.000,2023-09-29T17:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,10468,75 WEST  205 STREET,WEST  205 STREET,ADDRESS,BRONX,Closed,,2023-09-29T17:30:00.000,07 BRONX,,BRONX,1014382,259026,PHONE,Unspecified,BRONX,40.877589386551534,-73.8910401089752,"{'latitude': '40.877589386551534', 'longitude': '-73.8910401089752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PAUL AVENUE,GOULDEN AVENUE,PAUL AVENUE,GOULDEN AVENUE,WEST  205 STREET,,,,,,,
