unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date
58884441,2023-09-21T00:18:32.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10459,1327 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,03 BRONX,2029760092,BRONX,1014280,242088,PHONE,Unspecified,BRONX,40.83110000795265,-73.89148482467765,"{'latitude': '40.83110000795265', 'longitude': '-73.89148482467765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58881830,2023-09-21T00:18:32.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10459,1327 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,03 BRONX,2029760092,BRONX,1014280,242088,PHONE,Unspecified,BRONX,40.83110000795265,-73.89148482467765,"{'latitude': '40.83110000795265', 'longitude': '-73.89148482467765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58880285,2023-09-21T00:18:22.000,2023-09-21T01:28:39.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11426,246-09 JERICHO TURNPIKE,JERICHO TURNPIKE,CITY LIMIT,247 STREET,CITY LIMIT,247 STREET,ADDRESS,BELLEROSE,JERICHO TURNPIKE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T01:28:43.000,13 QUEENS,4086600006,QUEENS,1061390,203582,ONLINE,Unspecified,QUEENS,40.725125916834905,-73.72169293448363,"{'latitude': '40.725125916834905', 'longitude': '-73.72169293448363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58875069,2023-09-21T00:18:20.000,2023-09-21T00:36:31.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11233,355 CHAUNCEY STREET,CHAUNCEY STREET,RALPH AVENUE,HOWARD AVENUE,RALPH AVENUE,HOWARD AVENUE,ADDRESS,BROOKLYN,CHAUNCEY STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T00:36:36.000,03 BROOKLYN,3015080052,BROOKLYN,1006328,187557,ONLINE,Unspecified,BROOKLYN,40.68144987061553,-73.9203988903207,"{'latitude': '40.68144987061553', 'longitude': '-73.9203988903207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58876328,2023-09-21T00:18:20.000,2023-09-21T00:52:40.000,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,Store/Commercial,11378,43-57 55 AVENUE,55 AVENUE,43 STREET,44 STREET,43 STREET,44 STREET,ADDRESS,MASPETH,55 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T00:52:47.000,02 QUEENS,,QUEENS,1005150,205314,MOBILE,Unspecified,QUEENS,40.73019148995133,-73.92459099346816,"{'latitude': '40.73019148995133', 'longitude': '-73.92459099346816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58880749,2023-09-21T00:17:52.000,2023-09-21T01:55:36.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11223,2020 WEST   12 STREET,WEST   12 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,WEST   12 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T01:55:39.000,11 BROOKLYN,3070930015,BROOKLYN,988846,156955,PHONE,Unspecified,BROOKLYN,40.5974802754912,-73.9834501961214,"{'latitude': '40.5974802754912', 'longitude': '-73.9834501961214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58873206,2023-09-21T00:17:52.000,2023-09-21T20:48:44.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,10473,BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,MANOR AVENUE,BRUCKNER BOULEVARD,MANOR AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T20:48:48.000,09 BRONX,,BRONX,1018767,239583,PHONE,Unspecified,BRONX,40.824208108670355,-73.87528369385093,"{'latitude': '40.824208108670355', 'longitude': '-73.87528369385093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58878257,2023-09-21T00:17:44.000,2023-09-21T02:39:31.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10301,217A HAMILTON AVENUE,HAMILTON AVENUE,EGMONT PLACE,PHELPS PLACE,EGMONT PLACE,PHELPS PLACE,ADDRESS,STATEN ISLAND,HAMILTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T02:39:35.000,01 STATEN ISLAND,5000220070,STATEN ISLAND,960809,174404,ONLINE,Unspecified,STATEN ISLAND,40.64534430972911,-74.08446960485858,"{'latitude': '40.64534430972911', 'longitude': '-74.08446960485858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58879470,2023-09-21T00:17:33.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11206,WALLABOUT STREET,WALLABOUT STREET,HARRISON AVENUE,THROOP AVENUE,HARRISON AVENUE,THROOP AVENUE,BLOCKFACE,,,In Progress,,,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,
58872506,2023-09-21T00:17:20.000,2023-09-21T00:52:20.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11222,538 STEWART AVENUE,STEWART AVENUE,PEDESTRIAN AND BIKE PATH LINK,THOMAS STREET,PEDESTRIAN AND BIKE PATH LINK,THOMAS STREET,ADDRESS,BROOKLYN,STEWART AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T00:52:27.000,01 BROOKLYN,3028070005,BROOKLYN,1002747,203667,MOBILE,Unspecified,BROOKLYN,40.72567622937842,-73.93326574879474,"{'latitude': '40.72567622937842', 'longitude': '-73.93326574879474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58873541,2023-09-21T00:17:10.000,2023-09-21T00:37:24.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10018,460 11 AVENUE,11 AVENUE,WEST   37 STREET,WEST   38 STREET,WEST   37 STREET,WEST   38 STREET,ADDRESS,NEW YORK,11 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T00:37:31.000,04 MANHATTAN,1007090002,MANHATTAN,984131,215396,ONLINE,Unspecified,MANHATTAN,40.75788875025859,-74.00042954076861,"{'latitude': '40.75788875025859', 'longitude': '-74.00042954076861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58873828,2023-09-21T00:16:48.000,2023-09-21T00:36:44.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10030,201 WEST  140 STREET,WEST  140 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  140 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T00:36:51.000,10 MANHATTAN,1020260029,MANHATTAN,1000338,237552,MOBILE,Unspecified,MANHATTAN,40.818686380174945,-73.94187591850094,"{'latitude': '40.818686380174945', 'longitude': '-73.94187591850094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58880441,2023-09-21T00:16:32.000,2023-09-21T01:12:35.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11368,127-11 WILLETS POINT BOULEVARD,WILLETS POINT BOULEVARD,127 STREET,34 AVENUE,127 STREET,34 AVENUE,ADDRESS,CORONA,WILLETS POINT BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T01:12:42.000,07 QUEENS,4018320001,QUEENS,1028093,215713,MOBILE,Unspecified,QUEENS,40.758650131211176,-73.84174301320034,"{'latitude': '40.758650131211176', 'longitude': '-73.84174301320034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58876370,2023-09-21T00:16:23.000,2023-09-21T00:29:16.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10451,315 EAST  143 STREET,EAST  143 STREET,MORRIS AVENUE,ALEXANDER AVENUE,MORRIS AVENUE,ALEXANDER AVENUE,ADDRESS,BRONX,EAST  143 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T00:29:21.000,01 BRONX,2023240001,BRONX,1005363,235994,ONLINE,Unspecified,BRONX,40.81439952772716,-73.9237260845802,"{'latitude': '40.81439952772716', 'longitude': '-73.9237260845802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58871095,2023-09-21T00:16:21.000,2023-09-21T00:51:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,108-38 CORONA AVENUE,CORONA AVENUE,53 AVENUE,MARTENSE AVENUE,53 AVENUE,MARTENSE AVENUE,ADDRESS,CORONA,CORONA AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T00:51:47.000,04 QUEENS,4019440204,QUEENS,1024659,209839,ONLINE,Unspecified,QUEENS,40.742543868690994,-73.85417375437287,"{'latitude': '40.742543868690994', 'longitude': '-73.85417375437287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58873735,2023-09-21T00:15:26.000,2023-09-21T00:41:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11412,198-02 115 AVENUE,115 AVENUE,198 STREET,199 STREET,198 STREET,199 STREET,ADDRESS,SAINT ALBANS,115 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T00:41:31.000,12 QUEENS,4110390039,QUEENS,1052073,193507,ONLINE,Unspecified,QUEENS,40.697548886634024,-73.75540828007448,"{'latitude': '40.697548886634024', 'longitude': '-73.75540828007448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58876396,2023-09-21T00:15:13.000,2023-09-21T00:53:23.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,95-35 115 STREET,115 STREET,95 AVENUE,101 AVENUE,95 AVENUE,101 AVENUE,ADDRESS,SOUTH RICHMOND HILL,115 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T00:53:27.000,09 QUEENS,4094170076,QUEENS,1031302,191093,ONLINE,Unspecified,QUEENS,40.691057841685314,-73.83033187147151,"{'latitude': '40.691057841685314', 'longitude': '-73.83033187147151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58880098,2023-09-21T00:14:53.000,2023-09-21T00:43:21.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11205,39 AUBURN PLACE,AUBURN PLACE,NORTH ELLIOTT PLACE,NORTH PORTLAND AVENUE,NORTH ELLIOTT PLACE,NORTH PORTLAND AVENUE,ADDRESS,BROOKLYN,AUBURN PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T00:43:26.000,02 BROOKLYN,3020390101,BROOKLYN,990817,192265,PHONE,Unspecified,BROOKLYN,40.694397347412604,-73.97631841951525,"{'latitude': '40.694397347412604', 'longitude': '-73.97631841951525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58884655,2023-09-21T00:14:33.000,2023-09-26T12:16:08.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10033,391 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,12 MANHATTAN,1021770023,MANHATTAN,1001038,248367,ONLINE,Unspecified,MANHATTAN,40.84836912905204,-73.939319833533,"{'latitude': '40.84836912905204', 'longitude': '-73.939319833533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58885836,2023-09-21T00:14:33.000,2023-09-26T12:16:08.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10033,391 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,12 MANHATTAN,1021770023,MANHATTAN,1001038,248367,ONLINE,Unspecified,MANHATTAN,40.84836912905204,-73.939319833533,"{'latitude': '40.84836912905204', 'longitude': '-73.939319833533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58881879,2023-09-21T00:14:33.000,2023-09-26T12:16:08.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10033,391 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,12 MANHATTAN,1021770023,MANHATTAN,1001038,248367,ONLINE,Unspecified,MANHATTAN,40.84836912905204,-73.939319833533,"{'latitude': '40.84836912905204', 'longitude': '-73.939319833533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58884535,2023-09-21T00:14:33.000,2023-09-26T12:16:08.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10033,391 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,12 MANHATTAN,1021770023,MANHATTAN,1001038,248367,ONLINE,Unspecified,MANHATTAN,40.84836912905204,-73.939319833533,"{'latitude': '40.84836912905204', 'longitude': '-73.939319833533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58888427,2023-09-21T00:14:33.000,2023-09-26T12:16:07.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10033,391 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,12 MANHATTAN,1021770023,MANHATTAN,1001038,248367,ONLINE,Unspecified,MANHATTAN,40.84836912905204,-73.939319833533,"{'latitude': '40.84836912905204', 'longitude': '-73.939319833533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58870917,2023-09-21T00:14:23.000,2023-09-21T01:10:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11212,1088 LENOX ROAD,LENOX ROAD,EAST   95 STREET,EAST   96 STREET,EAST   95 STREET,EAST   96 STREET,ADDRESS,BROOKLYN,LENOX ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T01:10:07.000,17 BROOKLYN,3046700036,BROOKLYN,1006494,179188,PHONE,Unspecified,BROOKLYN,40.65847843002299,-73.91982800234932,"{'latitude': '40.65847843002299', 'longitude': '-73.91982800234932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58877633,2023-09-21T00:14:20.000,2023-09-21T01:32:19.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10454,863 EAST  141 STREET,EAST  141 STREET,AMTRAK-HELLGATE LINE,WALNUT AVENUE,AMTRAK-HELLGATE LINE,WALNUT AVENUE,ADDRESS,BRONX,EAST  141 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T01:32:23.000,01 BRONX,2025990128,BRONX,1009972,232530,MOBILE,Unspecified,BRONX,40.80487959615265,-73.9070886576486,"{'latitude': '40.80487959615265', 'longitude': '-73.9070886576486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58873486,2023-09-21T00:14:00.000,2023-09-21T00:15:36.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10032,600 WEST  161 STREET,WEST  161 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,WEST  161 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T00:15:46.000,12 MANHATTAN,1021370014,MANHATTAN,999931,244102,MOBILE,Unspecified,MANHATTAN,40.836664988649915,-73.94333105285334,"{'latitude': '40.836664988649915', 'longitude': '-73.94333105285334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887887,2023-09-21T00:14:00.000,2023-10-02T09:51:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11231,132 COFFEY STREET,COFFEY STREET,VAN BRUNT ST,CONOVER ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) closed your Service Request because it didn't include enough dog owner location information to respond to the complaint.  If the excessive dog barking continues, please file a new Service Request. You must include an NYC address for the dog's owner so DEP can send them a letter.",2023-10-02T09:51:00.000,06 BROOKLYN,3005860032,BROOKLYN,980181,185784,ONLINE,Unspecified,BROOKLYN,40.67660998571051,-74.01466950659243,"{'latitude': '40.67660998571051', 'longitude': '-74.01466950659243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,
58873752,2023-09-21T00:14:00.000,2023-09-21T00:57:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10472,1337 BRONX RIVER AVENUE,BRONX RIVER AVENUE,WHEELER AVENUE,ELDER AVENUE,WHEELER AVENUE,ELDER AVENUE,ADDRESS,BRONX,BRONX RIVER AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T00:57:07.000,09 BRONX,2038610153,BRONX,1017242,242610,PHONE,Unspecified,BRONX,40.83252217873719,-73.88077890843687,"{'latitude': '40.83252217873719', 'longitude': '-73.88077890843687', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58878928,2023-09-21T00:13:52.000,2023-09-21T00:38:16.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11223,625 KINGS HIGHWAY,KINGS HIGHWAY,OCEAN PARKWAY,EAST    7 STREET,OCEAN PARKWAY,EAST    7 STREET,ADDRESS,BROOKLYN,KINGS HIGHWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T00:38:21.000,15 BROOKLYN,3066630023,BROOKLYN,993584,160017,ONLINE,Unspecified,BROOKLYN,40.605881119564586,-73.96638483241397,"{'latitude': '40.605881119564586', 'longitude': '-73.96638483241397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58879773,2023-09-21T00:13:44.000,2023-09-21T00:48:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11106,31-43 14 STREET,14 STREET,31 DRIVE,BROADWAY,31 DRIVE,BROADWAY,ADDRESS,ASTORIA,14 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T00:48:46.000,01 QUEENS,,QUEENS,1002826,218762,MOBILE,Unspecified,QUEENS,40.767108038392145,-73.93293903670511,"{'latitude': '40.767108038392145', 'longitude': '-73.93293903670511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58876447,2023-09-21T00:13:43.000,2023-09-21T00:52:15.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,458 ST JOHNS PLACE,ST JOHNS PLACE,WASHINGTON AVENUE,CLASSON AVENUE,WASHINGTON AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,ST JOHNS PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T00:52:22.000,08 BROOKLYN,3011770007,BROOKLYN,994619,184657,MOBILE,Unspecified,BROOKLYN,40.67351148711808,-73.96261954998728,"{'latitude': '40.67351148711808', 'longitude': '-73.96261954998728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58877704,2023-09-21T00:13:40.000,2023-09-21T00:37:07.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,138 BOERUM STREET,BOERUM STREET,MANHATTAN AVENUE,GRAHAM AVENUE,MANHATTAN AVENUE,GRAHAM AVENUE,ADDRESS,BROOKLYN,BOERUM STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T00:37:16.000,01 BROOKLYN,3030790020,BROOKLYN,999950,196440,ONLINE,Unspecified,BROOKLYN,40.70584525467233,-73.9433737346291,"{'latitude': '40.70584525467233', 'longitude': '-73.9433737346291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58871509,2023-09-21T00:13:37.000,2023-09-21T03:19:18.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10467,855 EAST  214 STREET,EAST  214 STREET,BARNES AVENUE,BRONXWOOD AVENUE,BARNES AVENUE,BRONXWOOD AVENUE,ADDRESS,BRONX,EAST  214 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T03:19:26.000,12 BRONX,2046730011,BRONX,1022922,259465,PHONE,Unspecified,BRONX,40.878761016436584,-73.86015625041905,"{'latitude': '40.878761016436584', 'longitude': '-73.86015625041905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58877641,2023-09-21T00:13:31.000,2023-09-21T00:33:31.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11385,BLEECKER STREET,BLEECKER STREET,BLEECKER STREET,GRANDVIEW AVENUE,BLEECKER STREET,GRANDVIEW AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T00:33:36.000,05 QUEENS,,QUEENS,1010034,197709,ONLINE,Unspecified,QUEENS,40.70930471946634,-73.90699824373559,"{'latitude': '40.70930471946634', 'longitude': '-73.90699824373559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58876158,2023-09-21T00:13:29.000,2023-09-21T02:03:14.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11208,2601 PITKIN AVENUE,PITKIN AVENUE,LOGAN STREET,FOUNTAIN AVENUE,LOGAN STREET,FOUNTAIN AVENUE,ADDRESS,BROOKLYN,PITKIN AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T02:03:23.000,05 BROOKLYN,3042090043,BROOKLYN,1018631,185154,MOBILE,Unspecified,BROOKLYN,40.67481494926947,-73.87605335524468,"{'latitude': '40.67481494926947', 'longitude': '-73.87605335524468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58875161,2023-09-21T00:13:10.000,2023-09-21T00:46:25.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10474,300 TIFFANY STREET,TIFFANY STREET,VIELE AVENUE,EAST BAY AVENUE,VIELE AVENUE,EAST BAY AVENUE,ADDRESS,BRONX,TIFFANY STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T00:46:31.000,02 BRONX,,BRONX,1014930,233095,MOBILE,Unspecified,BRONX,40.806414539254824,-73.88917712677996,"{'latitude': '40.806414539254824', 'longitude': '-73.88917712677996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58872406,2023-09-21T00:12:36.000,2023-09-21T00:25:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11434,140-50 160 STREET,160 STREET,140 AVENUE,NORTH CONDUIT AVENUE,140 AVENUE,NORTH CONDUIT AVENUE,ADDRESS,JAMAICA,160 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T00:25:56.000,12 QUEENS,4123150053,QUEENS,1046548,183302,PHONE,Unspecified,QUEENS,40.66957919976631,-73.77542747980168,"{'latitude': '40.66957919976631', 'longitude': '-73.77542747980168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58879060,2023-09-21T00:12:29.000,2023-09-21T01:30:53.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10454,871 EAST  132 STREET,EAST  132 STREET,AMTRAK-HELLGATE LINE,WALNUT AVENUE,AMTRAK-HELLGATE LINE,WALNUT AVENUE,ADDRESS,BRONX,EAST  132 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T01:30:57.000,01 BRONX,2025840024,BRONX,1008532,230535,MOBILE,Unspecified,BRONX,40.79940794534183,-73.91229734367879,"{'latitude': '40.79940794534183', 'longitude': '-73.91229734367879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58878985,2023-09-21T00:12:21.000,2023-09-21T00:57:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11218,70 EAST    8 STREET,EAST    8 STREET,KERMIT PLACE,KERMIT PLACE,KERMIT PLACE,KERMIT PLACE,ADDRESS,BROOKLYN,EAST    8 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T00:57:07.000,07 BROOKLYN,3053210051,BROOKLYN,991824,175551,ONLINE,Unspecified,BROOKLYN,40.648520359616796,-73.97270580805177,"{'latitude': '40.648520359616796', 'longitude': '-73.97270580805177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
