unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_company_borough,vehicle_type
58883575,2023-09-21T15:45:40.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11415,120-20 QUEENS BOULEVARD,QUEENS BOULEVARD,80 ROAD,82 AVENUE,80 ROAD,82 AVENUE,ADDRESS,KEW GARDENS,QUEENS BOULEVARD,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-10-11T08:56:03.000,09 QUEENS,4033580001,QUEENS,1031532,199324,MOBILE,Unspecified,QUEENS,40.713648737788226,-73.82944471080914,"{'latitude': '40.713648737788226', 'longitude': '-73.82944471080914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-11T08:55:59.000,,,,,,,,,
58897582,2023-09-21T15:45:33.000,DOT,Department of Transportation,Street Condition,Pothole,,10020,1251 6 AVENUE,6 AVENUE,WEST   49 STREET,WEST   50 STREET,,,ADDRESS,NEW YORK,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-22T11:35:00.000,05 MANHATTAN,1010027501,MANHATTAN,989617,216036,UNKNOWN,Unspecified,MANHATTAN,40.75964375837256,-73.98062683977952,"{'latitude': '40.75964375837256', 'longitude': '-73.98062683977952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T11:35:00.000,N/A,,,,,,,,
58881833,2023-09-21T15:45:32.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10026,278 WEST  118 STREET,WEST  118 STREET,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,10 MANHATTAN,1019230060,MANHATTAN,997070,232714,PHONE,Unspecified,MANHATTAN,40.80541276604917,-73.95369206196123,"{'latitude': '40.80541276604917', 'longitude': '-73.95369206196123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58889067,2023-09-21T15:45:25.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11236,1143 EAST   92 STREET,EAST   92 STREET,CONKLIN AVENUE,FLATLANDS AVENUE,CONKLIN AVENUE,FLATLANDS AVENUE,ADDRESS,BROOKLYN,EAST   92 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T12:19:56.000,18 BROOKLYN,3081800018,BROOKLYN,1010571,173033,ONLINE,Unspecified,BROOKLYN,40.641573120823374,-73.90515767656638,"{'latitude': '40.641573120823374', 'longitude': '-73.90515767656638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T12:19:52.000,,,,,,,,,
58889986,2023-09-21T15:45:21.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11691,29-03 BESSEMUND AVENUE,BESSEMUND AVENUE,HARTMAN LANE,MARTIN COURT,HARTMAN LANE,MARTIN COURT,ADDRESS,FAR ROCKAWAY,BESSEMUND AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T18:08:37.000,14 QUEENS,4157390001,QUEENS,1049266,158979,PHONE,Unspecified,QUEENS,40.602798442361255,-73.76586400522939,"{'latitude': '40.602798442361255', 'longitude': '-73.76586400522939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T18:08:32.000,,,,,,,,,
58882842,2023-09-21T15:45:01.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11357,14-24 144 PLACE,144 PLACE,14 AVENUE,15 AVENUE,14 AVENUE,15 AVENUE,ADDRESS,WHITESTONE,144 PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T16:33:13.000,07 QUEENS,4041130016,QUEENS,1033193,225833,MOBILE,Unspecified,QUEENS,40.78640006844903,-73.82326024680161,"{'latitude': '40.78640006844903', 'longitude': '-73.82326024680161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T16:33:10.000,,,,,,,,,
58881429,2023-09-21T15:44:52.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11419,104-33 125 STREET,125 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,125 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T21:21:08.000,10 QUEENS,4095790078,QUEENS,1034409,189890,MOBILE,Unspecified,QUEENS,40.68773882705397,-73.81913710834745,"{'latitude': '40.68773882705397', 'longitude': '-73.81913710834745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T21:21:04.000,,,,,,,,,
58890242,2023-09-21T15:44:47.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,10002,125 CANAL STREET,CANAL STREET,CHRYSTIE STREET,BOWERY,CHRYSTIE STREET,BOWERY,ADDRESS,NEW YORK,CANAL STREET,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-21T21:59:42.000,03 MANHATTAN,1003030035,MANHATTAN,985612,200100,MOBILE,Unspecified,MANHATTAN,40.71590490881071,-73.99508684022474,"{'latitude': '40.71590490881071', 'longitude': '-73.99508684022474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58881384,2023-09-21T15:44:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,8732 BAY PARKWAY,BAY PARKWAY,BENSON AVENUE,BATH AVENUE,BENSON AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,BAY PARKWAY,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T20:20:17.000,11 BROOKLYN,3064140057,BROOKLYN,985208,157627,ONLINE,Unspecified,BROOKLYN,40.599325919526294,-73.99655022839774,"{'latitude': '40.599325919526294', 'longitude': '-73.99655022839774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T20:20:12.000,,,,,,,,,
58883776,2023-09-21T15:44:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11385,70-20 60 LANE,60 LANE,70 AVENUE,71 AVENUE,70 AVENUE,71 AVENUE,ADDRESS,RIDGEWOOD,60 LANE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T18:55:55.000,05 QUEENS,4035170033,QUEENS,1012838,195007,MOBILE,Unspecified,QUEENS,40.70187975588009,-73.89689581897603,"{'latitude': '40.70187975588009', 'longitude': '-73.89689581897603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T18:55:51.000,,,,,,,,,
58889117,2023-09-21T15:44:30.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11372,71-20 35 AVENUE,35 AVENUE,71 STREET,72 STREET,71 STREET,72 STREET,ADDRESS,JACKSON HEIGHTS,35 AVENUE,Closed,N/A,2023-09-21T17:02:29.000,03 QUEENS,4012710006,QUEENS,1013445,212808,PHONE,Unspecified,QUEENS,40.75073715262776,-73.89462941607685,"{'latitude': '40.75073715262776', 'longitude': '-73.89462941607685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T17:02:22.000,,,,,,,,,
58901141,2023-09-21T15:44:04.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11375,67 ROAD,67 ROAD,67 ROAD,QUEENS BOULEVARD,67 ROAD,QUEENS BOULEVARD,INTERSECTION,,,Closed,This request required re-assignment to a new DOT unit.,2023-09-27T09:01:45.000,06 QUEENS,,QUEENS,1025094,204020,ONLINE,Unspecified,QUEENS,40.726570171449424,-73.852639274396,"{'latitude': '40.726570171449424', 'longitude': '-73.852639274396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T09:01:37.000,,,,,,,,,
58893464,2023-09-21T15:43:59.000,DOT,Department of Transportation,Street Condition,Pothole,,10019,676 WEST   56 STREET,WEST   56 STREET,11 AVENUE,12 AVENUE,,,ADDRESS,NEW YORK,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-22T11:00:00.000,04 MANHATTAN,,MANHATTAN,986046,219920,UNKNOWN,Unspecified,MANHATTAN,40.77030578160212,-73.99351597428944,"{'latitude': '40.77030578160212', 'longitude': '-73.99351597428944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T11:00:00.000,N/A,,,,,,,,
58884106,2023-09-21T15:43:55.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10019,151 WEST   54 STREET,WEST   54 STREET,6 1/2 AVENUE,7 AVENUE,6 1/2 AVENUE,7 AVENUE,ADDRESS,NEW YORK,WEST   54 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T17:22:06.000,05 MANHATTAN,1010070005,MANHATTAN,989629,217348,PHONE,Unspecified,MANHATTAN,40.76324485396201,-73.98058247380463,"{'latitude': '40.76324485396201', 'longitude': '-73.98058247380463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T17:21:56.000,,,,,,,,,
58883377,2023-09-21T15:43:43.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T16:10:58.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T16:10:55.000,,,,,,,,,
58887386,2023-09-21T15:43:40.000,DOHMH,Department of Health and Mental Hygiene,Mold,Public Complaint - Comm Location,Commercial Building,11372,37-61 90 STREET,90 STREET,37 AVENUE,ROOSEVELT AVENUE,37 AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,90 STREET,Closed,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-22T10:00:38.000,03 QUEENS,4014780046,QUEENS,1018431,212294,ONLINE,Unspecified,QUEENS,40.749308485972726,-73.87663658123765,"{'latitude': '40.749308485972726', 'longitude': '-73.87663658123765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T10:00:38.000,,,,,,,,,
58886457,2023-09-21T15:43:36.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,10451,825 GERARD AVENUE,GERARD AVENUE,EAST  157 STREET,EAST  158 STREET,EAST  157 STREET,EAST  158 STREET,ADDRESS,BRONX,GERARD AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T08:08:32.000,04 BRONX,2024830015,BRONX,1004754,240171,MOBILE,Unspecified,BRONX,40.825865645198235,-73.92591342579004,"{'latitude': '40.825865645198235', 'longitude': '-73.92591342579004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T08:08:29.000,,,,,,,,,
58882102,2023-09-21T15:43:35.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10024,324 WEST   84 STREET,WEST   84 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-02T00:00:00.000,07 MANHATTAN,1012450088,MANHATTAN,989852,226352,UNKNOWN,Unspecified,MANHATTAN,40.787958329486614,-73.97976996491103,"{'latitude': '40.787958329486614', 'longitude': '-73.97976996491103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-02T00:00:00.000,,,,,,,,,
58882577,2023-09-21T15:43:16.000,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Street,11236,1369 EAST   87 STREET,EAST   87 STREET,AVENUE M,AVENUE N,AVENUE M,AVENUE N,ADDRESS,BROOKLYN,EAST   87 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T11:53:01.000,18 BROOKLYN,3080780016,BROOKLYN,1012122,169225,PHONE,Unspecified,BROOKLYN,40.63111623352593,-73.89958470021233,"{'latitude': '40.63111623352593', 'longitude': '-73.89958470021233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T10:13:36.000,,,,,,,,,
58885761,2023-09-21T15:43:13.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10039,2819 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,10 MANHATTAN,1020460007,MANHATTAN,1000975,240241,PHONE,Unspecified,MANHATTAN,40.82606573931628,-73.93956780967974,"{'latitude': '40.82606573931628', 'longitude': '-73.93956780967974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-05T18:00:33.000,,,,,,,,,
58891251,2023-09-21T15:43:04.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11420,133-08 FOCH BOULEVARD,FOCH BOULEVARD,133 STREET,134 STREET,133 STREET,134 STREET,ADDRESS,SOUTH OZONE PARK,FOCH BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T20:01:17.000,10 QUEENS,4116970004,QUEENS,1038019,185927,PHONE,Unspecified,QUEENS,40.676840125916044,-73.80615186483992,"{'latitude': '40.676840125916044', 'longitude': '-73.80615186483992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T20:01:12.000,,,,,,,,,
58886059,2023-09-21T15:42:53.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11378,59-18 56 ROAD,56 ROAD,59 STREET,59 PLACE,59 STREET,59 PLACE,ADDRESS,MASPETH,56 ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T17:30:41.000,05 QUEENS,4026900011,QUEENS,1009672,203301,MOBILE,Unspecified,QUEENS,40.72465445771198,-73.90828284214197,"{'latitude': '40.72465445771198', 'longitude': '-73.90828284214197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T17:30:37.000,,,,,,,,,
58885083,2023-09-21T15:42:47.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10012,4 GREAT JONES STREET,GREAT JONES STREET,GREAT JONES ALLEY,LAFAYETTE STREET,GREAT JONES ALLEY,LAFAYETTE STREET,ADDRESS,NEW YORK,GREAT JONES STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-22T12:42:08.000,02 MANHATTAN,1005310015,MANHATTAN,985885,204335,ONLINE,Unspecified,MANHATTAN,40.72752891470735,-73.9941010151011,"{'latitude': '40.72752891470735', 'longitude': '-73.9941010151011', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-10T11:53:54.000,,,,,,,,,
58881918,2023-09-21T15:42:39.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11415,119-21 METROPOLITAN AVENUE,METROPOLITAN AVENUE,,,,,ADDRESS,KEW GARDENS,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,09 QUEENS,4092300074,QUEENS,1030987,196557,PHONE,Unspecified,QUEENS,40.70605688891972,-73.8314298333822,"{'latitude': '40.70605688891972', 'longitude': '-73.8314298333822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T14:17:55.000,,,,,,,,,
58891056,2023-09-21T15:42:39.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,DOOR/FRAME,RESIDENTIAL BUILDING,11415,119-21 METROPOLITAN AVENUE,METROPOLITAN AVENUE,,,,,ADDRESS,KEW GARDENS,,Closed,The Department of Housing Preservation and Development conducted an inspection for the following conditions and identified potential lead-based paint conditions. HPD will attempt to contact you to schedule a follow-up inspection to test the paint for lead.,2023-09-27T00:00:00.000,09 QUEENS,4092300074,QUEENS,1030987,196557,PHONE,Unspecified,QUEENS,40.70605688891972,-73.8314298333822,"{'latitude': '40.70605688891972', 'longitude': '-73.8314298333822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T14:35:15.000,,,,,,,,,
58883386,2023-09-21T15:42:35.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11201,287 JAY STREET,JAY STREET,TILLARY STREET,JOHNSON STREET,TILLARY STREET,JOHNSON STREET,ADDRESS,BROOKLYN,JAY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T19:39:31.000,02 BROOKLYN,3001310001,BROOKLYN,987821,192669,MOBILE,Unspecified,BROOKLYN,40.69550794973386,-73.98712222752081,"{'latitude': '40.69550794973386', 'longitude': '-73.98712222752081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T19:39:24.000,,,,,,,,,
58884614,2023-09-21T15:42:34.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11237,310 MENAHAN STREET,MENAHAN STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,04 BROOKLYN,3033190019,BROOKLYN,1007879,194490,PHONE,Unspecified,BROOKLYN,40.700475343891405,-73.9147825243754,"{'latitude': '40.700475343891405', 'longitude': '-73.9147825243754', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58891083,2023-09-21T15:42:33.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10026,278 WEST  118 STREET,WEST  118 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,10 MANHATTAN,1019230060,MANHATTAN,997070,232714,PHONE,Unspecified,MANHATTAN,40.80541276604917,-73.95369206196123,"{'latitude': '40.80541276604917', 'longitude': '-73.95369206196123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T17:33:25.000,,,,,,,,,
58885802,2023-09-21T15:42:33.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10026,278 WEST  118 STREET,WEST  118 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,10 MANHATTAN,1019230060,MANHATTAN,997070,232714,PHONE,Unspecified,MANHATTAN,40.80541276604917,-73.95369206196123,"{'latitude': '40.80541276604917', 'longitude': '-73.95369206196123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T17:33:25.000,,,,,,,,,
58888429,2023-09-21T15:42:33.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10026,278 WEST  118 STREET,WEST  118 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,10 MANHATTAN,1019230060,MANHATTAN,997070,232714,PHONE,Unspecified,MANHATTAN,40.80541276604917,-73.95369206196123,"{'latitude': '40.80541276604917', 'longitude': '-73.95369206196123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T17:33:25.000,,,,,,,,,
58881924,2023-09-21T15:42:33.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10026,278 WEST  118 STREET,WEST  118 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,10 MANHATTAN,1019230060,MANHATTAN,997070,232714,PHONE,Unspecified,MANHATTAN,40.80541276604917,-73.95369206196123,"{'latitude': '40.80541276604917', 'longitude': '-73.95369206196123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T17:33:26.000,,,,,,,,,
58885873,2023-09-21T15:42:33.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10026,278 WEST  118 STREET,WEST  118 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,10 MANHATTAN,1019230060,MANHATTAN,997070,232714,PHONE,Unspecified,MANHATTAN,40.80541276604917,-73.95369206196123,"{'latitude': '40.80541276604917', 'longitude': '-73.95369206196123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T17:33:26.000,,,,,,,,,
58885878,2023-09-21T15:42:33.000,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,10026,278 WEST  118 STREET,WEST  118 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,10 MANHATTAN,1019230060,MANHATTAN,997070,232714,PHONE,Unspecified,MANHATTAN,40.80541276604917,-73.95369206196123,"{'latitude': '40.80541276604917', 'longitude': '-73.95369206196123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T17:33:26.000,,,,,,,,,
58889860,2023-09-21T15:42:33.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10026,278 WEST  118 STREET,WEST  118 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,10 MANHATTAN,1019230060,MANHATTAN,997070,232714,PHONE,Unspecified,MANHATTAN,40.80541276604917,-73.95369206196123,"{'latitude': '40.80541276604917', 'longitude': '-73.95369206196123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T17:33:27.000,,,,,,,,,
58889819,2023-09-21T15:42:33.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10026,278 WEST  118 STREET,WEST  118 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,10 MANHATTAN,1019230060,MANHATTAN,997070,232714,PHONE,Unspecified,MANHATTAN,40.80541276604917,-73.95369206196123,"{'latitude': '40.80541276604917', 'longitude': '-73.95369206196123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T17:33:26.000,,,,,,,,,
58884426,2023-09-21T15:42:33.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10026,278 WEST  118 STREET,WEST  118 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,10 MANHATTAN,1019230060,MANHATTAN,997070,232714,PHONE,Unspecified,MANHATTAN,40.80541276604917,-73.95369206196123,"{'latitude': '40.80541276604917', 'longitude': '-73.95369206196123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T17:33:27.000,,,,,,,,,
58884453,2023-09-21T15:42:33.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10026,278 WEST  118 STREET,WEST  118 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,10 MANHATTAN,1019230060,MANHATTAN,997070,232714,PHONE,Unspecified,MANHATTAN,40.80541276604917,-73.95369206196123,"{'latitude': '40.80541276604917', 'longitude': '-73.95369206196123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T17:33:26.000,,,,,,,,,
58887075,2023-09-21T15:42:32.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11225,506 EASTERN PARKWAY,EASTERN PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-22T00:00:00.000,09 BROOKLYN,3012680023,BROOKLYN,997581,183354,PHONE,Unspecified,BROOKLYN,40.669931079732784,-73.95194406029428,"{'latitude': '40.669931079732784', 'longitude': '-73.95194406029428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-22T11:45:13.000,,,,,,,,,
58890935,2023-09-21T15:42:18.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10018,407 WEST   40 STREET,WEST   40 STREET,9 AVENUE,DYER AVENUE,9 AVENUE,DYER AVENUE,ADDRESS,NEW YORK,WEST   40 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T15:53:14.000,04 MANHATTAN,1010500026,MANHATTAN,985827,215242,ONLINE,Unspecified,MANHATTAN,40.757465919749094,-73.99430771854963,"{'latitude': '40.757465919749094', 'longitude': '-73.99430771854963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T15:53:11.000,,,,,,,,,
58887643,2023-09-21T15:42:09.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11356,121-14 20 AVENUE,20 AVENUE,121 STREET,COLLEGE POINT BOULEVARD,121 STREET,COLLEGE POINT BOULEVARD,ADDRESS,COLLEGE POINT,20 AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-25T00:25:42.000,07 QUEENS,4041640021,QUEENS,1026725,224099,MOBILE,Unspecified,QUEENS,40.78167415957946,-73.84662797649781,"{'latitude': '40.78167415957946', 'longitude': '-73.84662797649781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T00:25:39.000,,,,,,,,,
