unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_pick_up_location,due_date,vehicle_type
58834165,2023-09-15T09:46:05.000,2023-09-16T12:34:09.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,,,,,,Closed,The Department of Sanitation removed the items.,2023-09-16T12:34:13.000,0 Unspecified,,Unspecified,1020840,254697,MOBILE,Unspecified,Unspecified,40.86568321088116,-73.86771110123503,"{'latitude': '40.86568321088116', 'longitude': '-73.86771110123503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58864320,2023-09-15T09:45:39.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,,,,,,In Progress,,,0 Unspecified,,Unspecified,999476,189860,ONLINE,Unspecified,Unspecified,40.68778551683668,-73.94509821686572,"{'latitude': '40.68778551683668', 'longitude': '-73.94509821686572', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58864685,2023-09-15T09:45:36.000,2023-09-15T11:54:39.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,,,,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T11:52:21.000,0 Unspecified,,Unspecified,,163220,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
58862618,2023-09-15T09:45:33.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Street,,,,,,In Progress,,,0 Unspecified,,Unspecified,988240,174100,PHONE,Unspecified,Unspecified,40.64454001809921,-73.98562221705401,"{'latitude': '40.64454001809921', 'longitude': '-73.98562221705401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58846341,2023-09-15T09:45:05.000,2023-09-19T13:02:05.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,10302,35 TREADWELL AVENUE,TREADWELL AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the requested items.,2023-09-18T13:00:15.000,01 STATEN ISLAND,5010840053,STATEN ISLAND,946030,172166,ONLINE,Unspecified,STATEN ISLAND,40.63915003997071,-74.1377129576875,"{'latitude': '40.63915003997071', 'longitude': '-74.1377129576875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RICHMOND TERRACE,STATEN ISLAND RAILWAY LINE,RICHMOND TERRACE,STATEN ISLAND RAILWAY LINE,TREADWELL AVENUE,,,,,,,,
58823130,2023-09-15T09:44:57.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,11385,81-01 77 AVENUE,77 AVENUE,ADDRESS,RIDGEWOOD,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:29:10.000,05 QUEENS,4038100348,QUEENS,1020720,196746,UNKNOWN,Unspecified,QUEENS,40.706623922141624,-73.86845957620895,"{'latitude': '40.706623922141624', 'longitude': '-73.86845957620895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,,2023-11-14T07:29:10.000,
58865162,2023-09-15T09:44:57.000,2023-09-15T10:43:41.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T10:43:45.000,0 Unspecified,,Unspecified,984536,178403,ONLINE,Unspecified,Unspecified,40.656351712431885,-73.9989692295827,"{'latitude': '40.656351712431885', 'longitude': '-73.9989692295827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58856612,2023-09-15T09:44:53.000,2023-09-28T10:23:34.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,11219,1274 64 STREET,64 STREET,ADDRESS,BROOKLYN,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-15T09:44:53.000,10 BROOKLYN,3057460038,BROOKLYN,983803,167711,PHONE,Unspecified,BROOKLYN,40.627004460080165,-74.00161032089116,"{'latitude': '40.627004460080165', 'longitude': '-74.00161032089116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12 AVENUE,13 AVENUE,12 AVENUE,13 AVENUE,64 STREET,,,,,,,,
58823125,2023-09-15T09:44:41.000,2023-09-18T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,10027,35 MOUNT MORRIS PARK WEST,MOUNT MORRIS PARK WEST,ADDRESS,NEW YORK,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-18T00:00:00.000,10 MANHATTAN,1017210056,MANHATTAN,999600,232958,UNKNOWN,Unspecified,MANHATTAN,40.80607844544451,-73.94455273226963,"{'latitude': '40.80607844544451', 'longitude': '-73.94455273226963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58867375,2023-09-15T09:44:39.000,2023-09-15T13:04:29.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T13:04:33.000,0 Unspecified,,Unspecified,979634,175129,PHONE,Unspecified,Unspecified,40.647364096785175,-74.01663424945346,"{'latitude': '40.647364096785175', 'longitude': '-74.01663424945346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58866386,2023-09-15T09:44:28.000,2023-10-24T09:36:37.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,Park,10025,RIVERSIDE PARK,RIVERSIDE PARK,UNRECOGNIZED,NEW YORK,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-24T09:36:44.000,07 MANHATTAN,1012540002,MANHATTAN,991626,230829,ONLINE,Unspecified,MANHATTAN,40.800245180318555,-73.97335875005403,"{'latitude': '40.800245180318555', 'longitude': '-73.97335875005403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET   12 NB,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET   12 NB,RIVERSIDE PARK,,,,,,,,
58868618,2023-09-15T09:44:28.000,2023-09-15T10:30:05.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T10:30:10.000,0 Unspecified,,Unspecified,1005140,183710,MOBILE,Unspecified,Unspecified,40.67089361051401,-73.9246940858712,"{'latitude': '40.67089361051401', 'longitude': '-73.9246940858712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58830152,2023-09-15T09:44:23.000,2023-09-28T16:28:22.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10455,520 EAST  149 STREET,EAST  149 STREET,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T09:55:22.000,01 BRONX,2022750010,BRONX,1008002,236096,ONLINE,Unspecified,BRONX,40.81467278791339,-73.91419194153026,"{'latitude': '40.81467278791339', 'longitude': '-73.91419194153026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOK AVENUE,ST ANNS AVENUE,BROOK AVENUE,ST ANNS AVENUE,EAST  149 STREET,,,,,,,,
58869600,2023-09-15T09:44:20.000,2023-09-15T09:48:25.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T09:48:27.000,0 Unspecified,,Unspecified,,196853,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
58865314,2023-09-15T09:44:19.000,2023-09-15T09:55:29.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-15T09:55:32.000,0 Unspecified,,Unspecified,1035136,225125,PHONE,Unspecified,Unspecified,40.784445827926604,-73.81624919585389,"{'latitude': '40.784445827926604', 'longitude': '-73.81624919585389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58824721,2023-09-15T09:44:00.000,2023-09-17T11:05:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11203,4201 FOSTER AVENUE,FOSTER AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection inspected your complaint and determined that the catch basin is now functioning properly.  If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-17T11:05:00.000,17 BROOKLYN,3049760051,BROOKLYN,1001831,172210,ONLINE,Unspecified,BROOKLYN,40.63933582394014,-73.93665260430062,"{'latitude': '40.63933582394014', 'longitude': '-73.93665260430062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",E 42 ST,E 43 ST,,,,,,,,,,,
58825577,2023-09-15T09:44:00.000,2023-09-21T15:00:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10467,3466 BARKER AVENUE,BARKER AVENUE,ADDRESS,BRONX,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-21T15:00:00.000,12 BRONX,,BRONX,1020426,258425,PHONE,Unspecified,BRONX,40.87591712508549,-73.86918776286265,"{'latitude': '40.87591712508549', 'longitude': '-73.86918776286265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MAGENTA ST,DUNCOMB AVE,,,,,,,,,,,
58819640,2023-09-15T09:44:00.000,2023-09-15T10:45:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10032,527 WEST  173 STREET,WEST  173 STREET,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-15T10:45:00.000,12 MANHATTAN,1021300059,MANHATTAN,1002037,246554,MOBILE,Unspecified,MANHATTAN,40.84339102234329,-73.93571376203948,"{'latitude': '40.84339102234329', 'longitude': '-73.93571376203948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMSTERDAM AVE,AUDUBON AVE,,,,,,,,,,,
58820663,2023-09-15T09:44:00.000,2023-09-26T07:23:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10314,,,INTERSECTION,STATEN ISLAND,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T07:23:00.000,02 STATEN ISLAND,,STATEN ISLAND,943745,153739,UNKNOWN,Unspecified,STATEN ISLAND,40.588561645803004,-74.14583563639147,"{'latitude': '40.588561645803004', 'longitude': '-74.14583563639147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,FOREST HILL ROAD,ROCKLAND AVENUE,,,,,,,,,
58822186,2023-09-15T09:44:00.000,2023-09-15T13:42:00.000,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,11216,168 KOSCIUSKO STREET,KOSCIUSKO STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection scheduled an inspection.,2023-09-15T13:42:00.000,03 BROOKLYN,3017850001,BROOKLYN,998731,191041,PHONE,Unspecified,BROOKLYN,40.69102833990702,-73.9477819924475,"{'latitude': '40.69102833990702', 'longitude': '-73.9477819924475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MARCY AVE,TOMPKINS AVE,,,,,,,,,,,
58820230,2023-09-15T09:43:58.000,2023-09-18T09:05:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11205,ADELPHI STREET,ADELPHI STREET,BLOCKFACE,BROOKLYN,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-18T09:05:00.000,02 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,FLUSHING AVENUE,PARK AVENUE,,,,N/A,,,,,,,
58822763,2023-09-15T09:43:57.000,2023-09-19T17:35:04.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11230,1214 AVENUE I,AVENUE I,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,14 BROOKLYN,3067050007,BROOKLYN,994134,167814,PHONE,Unspecified,BROOKLYN,40.6272816707783,-73.96439266614097,"{'latitude': '40.6272816707783', 'longitude': '-73.96439266614097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58821845,2023-09-15T09:43:57.000,2023-09-19T17:35:04.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11230,1214 AVENUE I,AVENUE I,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,14 BROOKLYN,3067050007,BROOKLYN,994134,167814,PHONE,Unspecified,BROOKLYN,40.6272816707783,-73.96439266614097,"{'latitude': '40.6272816707783', 'longitude': '-73.96439266614097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58825315,2023-09-15T09:43:57.000,2023-09-19T17:35:04.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11230,1214 AVENUE I,AVENUE I,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-19T00:00:00.000,14 BROOKLYN,3067050007,BROOKLYN,994134,167814,PHONE,Unspecified,BROOKLYN,40.6272816707783,-73.96439266614097,"{'latitude': '40.6272816707783', 'longitude': '-73.96439266614097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58834255,2023-09-15T09:43:51.000,2023-09-16T05:05:48.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Alley,,,,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T05:05:54.000,0 Unspecified,,Unspecified,990151,170707,PHONE,Unspecified,Unspecified,40.63522589240648,-73.97873898351465,"{'latitude': '40.63522589240648', 'longitude': '-73.97873898351465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58866653,2023-09-15T09:43:48.000,2023-09-19T07:43:22.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11231,541 COURT STREET,COURT STREET,ADDRESS,BROOKLYN,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T07:43:22.000,06 BROOKLYN,3004790007,BROOKLYN,984329,184984,ONLINE,Unspecified,BROOKLYN,40.674415100764804,-73.99971519958805,"{'latitude': '40.674415100764804', 'longitude': '-73.99971519958805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GARNET STREET,GOWANUS EXPRESSWAY,GARNET STREET,GOWANUS EXPRESSWAY,COURT STREET,,,,,,,,
58820096,2023-09-15T09:43:44.000,2023-09-16T16:50:04.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11206,869 PARK AVENUE,PARK AVENUE,ADDRESS,BROOKLYN,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-16T00:00:00.000,03 BROOKLYN,3015797501,BROOKLYN,1000761,193813,ONLINE,Unspecified,BROOKLYN,40.69863328113299,-73.94045508695122,"{'latitude': '40.69863328113299', 'longitude': '-73.94045508695122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58867133,2023-09-15T09:43:40.000,2023-09-15T12:49:15.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T12:49:19.000,0 Unspecified,,Unspecified,1003633,208893,MOBILE,Unspecified,Unspecified,40.74001841377457,-73.93005414695376,"{'latitude': '40.74001841377457', 'longitude': '-73.93005414695376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58823098,2023-09-15T09:43:32.000,2023-09-15T19:27:03.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T19:27:08.000,0 Unspecified,,Unspecified,1012682,265778,ONLINE,Unspecified,Unspecified,40.896127133491284,-73.89715878393972,"{'latitude': '40.896127133491284', 'longitude': '-73.89715878393972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58831621,2023-09-15T09:43:20.000,2023-09-16T11:29:09.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,,,,,,Closed,The Department of Sanitation collected the requested items.,2023-09-16T07:31:14.000,0 Unspecified,,Unspecified,999378,167494,ONLINE,Unspecified,Unspecified,40.62639593521384,-73.94550175861558,"{'latitude': '40.62639593521384', 'longitude': '-73.94550175861558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58865789,2023-09-15T09:43:13.000,2023-09-15T09:47:14.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Residential Building/House,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T09:47:17.000,0 Unspecified,,Unspecified,,196853,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
58860905,2023-09-15T09:42:49.000,2023-09-23T13:33:13.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11211,153 ROEBLING STREET,ROEBLING STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T15:02:38.000,01 BROOKLYN,3023680001,BROOKLYN,995940,199441,MOBILE,Unspecified,BROOKLYN,40.714088493196726,-73.95783166316546,"{'latitude': '40.714088493196726', 'longitude': '-73.95783166316546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",METROPOLITAN AVENUE,HOPE STREET,METROPOLITAN AVENUE,HOPE STREET,ROEBLING STREET,,,,,,,,
58836649,2023-09-15T09:42:49.000,2023-11-02T05:59:12.000,DOT,Department of Transportation,Street Sign - Damaged,"No Parking, Standing, Stopping",Street,11207,1567 BUSHWICK AVENUE,BUSHWICK AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-11-02T05:59:18.000,04 BROOKLYN,3034710006,BROOKLYN,1010714,187683,PHONE,Unspecified,BROOKLYN,40.68178368547772,-73.90458490632514,"{'latitude': '40.68178368547772', 'longitude': '-73.90458490632514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DE SALES PLACE,EASTERN PARKWAY,DE SALES PLACE,EASTERN PARKWAY,BUSHWICK AVENUE,,,,,,,,
58870204,2023-09-15T09:42:30.000,2023-09-26T10:47:49.000,DOT,Department of Transportation,Curb Condition,Broken Curb,Sidewalk,11228,7616 12 AVENUE,12 AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Transportation will inspect the condition to determine if the location can be added to a curb contract (3-5 years). The property owner will be notified if there are sidewalk defects. Property owners are responsible for repairing and installing sidewalks adjoining their property, according to Section 19-152 of the NYC Administrative Code. Community Boards and elected officials may contribute funding for curb, affecting timeframe for construction.",2023-09-26T10:47:54.000,10 BROOKLYN,3062310044,BROOKLYN,981357,165483,ONLINE,Unspecified,BROOKLYN,40.62088860534611,-74.01042109953194,"{'latitude': '40.62088860534611', 'longitude': '-74.01042109953194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",76 STREET,77 STREET,76 STREET,77 STREET,12 AVENUE,,,,,,,,
58858932,2023-09-15T09:42:25.000,2023-09-19T12:39:47.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11101,26-32 SKILLMAN AVENUE,SKILLMAN AVENUE,ADDRESS,LONG ISLAND CITY,Closed,The Department of Sanitation cleaned the location.,2023-09-19T12:39:49.000,02 QUEENS,4000960010,QUEENS,1000544,210363,ONLINE,Unspecified,QUEENS,40.74405942712206,-73.94119760501418,"{'latitude': '40.74405942712206', 'longitude': '-73.94119760501418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47 AVENUE,27 STREET,47 AVENUE,27 STREET,SKILLMAN AVENUE,,,,,,,,
58859791,2023-09-15T09:42:21.000,2023-09-15T09:48:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T09:48:29.000,0 Unspecified,,Unspecified,1041145,192348,ONLINE,Unspecified,Unspecified,40.69444471466113,-73.7948278217713,"{'latitude': '40.69444471466113', 'longitude': '-73.7948278217713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58866736,2023-09-15T09:42:20.000,2023-09-23T12:24:42.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,10457,1965 BELMONT AVENUE,BELMONT AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation cleaned the location.,2023-09-07T16:32:09.000,06 BRONX,2030790009,BRONX,1014245,247544,ONLINE,Unspecified,BRONX,40.84607525050836,-73.89158689850203,"{'latitude': '40.84607525050836', 'longitude': '-73.89158689850203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST TREMONT AVENUE,EAST  179 STREET,EAST TREMONT AVENUE,EAST  179 STREET,BELMONT AVENUE,,,,,,,,
58861129,2023-09-15T09:42:07.000,2023-09-15T10:25:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T10:26:00.000,0 Unspecified,,Unspecified,993514,199605,MOBILE,Unspecified,Unspecified,40.71454150685732,-73.96658253876008,"{'latitude': '40.71454150685732', 'longitude': '-73.96658253876008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58856901,2023-09-15T09:41:50.000,2023-09-15T09:53:43.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10009,504 EAST    6 STREET,EAST    6 STREET,ADDRESS,NEW YORK,Closed,The Department of Homeless Services did not have enough information to act on your request.,2023-09-15T09:53:43.000,03 MANHATTAN,1004010012,MANHATTAN,988792,203442,MOBILE,Unspecified,MANHATTAN,40.72507683194852,-73.98361333106946,"{'latitude': '40.72507683194852', 'longitude': '-73.98361333106946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE A,AVENUE B,AVENUE A,AVENUE B,EAST    6 STREET,,,,,,,,
58863665,2023-09-15T09:41:44.000,2023-09-15T11:21:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T11:21:34.000,0 Unspecified,,Unspecified,1008121,193755,ONLINE,Unspecified,Unspecified,40.69845729197912,-73.91391236226647,"{'latitude': '40.69845729197912', 'longitude': '-73.91391236226647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58863502,2023-09-15T09:41:29.000,2023-09-15T14:47:04.000,DOT,Department of Transportation,Highway Condition,Litter,Highway,,,,,,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction. It has been referred to the Department of Sanitation.,2023-09-15T14:47:07.000,Unspecified STATEN ISLAND,,STATEN ISLAND,,,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,,,Richmond Pkwy/Korean War Vets,Northbound,Maguire Ave/Foster Rd/Huguenot Ave,Ramp,,,
58836823,2023-09-15T09:41:27.000,2023-09-16T13:29:10.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Left in Front of Other Residence,Sidewalk,,,,,,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-16T13:29:14.000,0 Unspecified,,Unspecified,,240989,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
58822092,2023-09-15T09:41:26.000,2023-09-20T04:58:17.000,DSNY,Department of Sanitation,Dead Animal,Cat,Sidewalk,11356,11 AVENUE,11 AVENUE,INTERSECTION,,Closed,The Department of Sanitation cleaned the location.,2023-09-16T00:27:08.000,07 QUEENS,,QUEENS,1029043,226330,PHONE,Unspecified,QUEENS,40.78778620602396,-73.83824310495923,"{'latitude': '40.78778620602396', 'longitude': '-73.83824310495923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11 AVENUE,130 STREET,11 AVENUE,130 STREET,,,,,,,,,
58819795,2023-09-15T09:41:20.000,2023-09-15T09:41:20.000,DOT,Department of Transportation,Street Condition,Pothole,,11433,,,INTERSECTION,QUEENS,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-15T09:41:20.000,12 QUEENS,,QUEENS,1041076,191194,UNKNOWN,Unspecified,QUEENS,40.69127770343077,-73.79508638040802,"{'latitude': '40.69127770343077', 'longitude': '-73.79508638040802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,109 DRIVE,155 STREET,,N/A,,,,,,,
58859437,2023-09-15T09:41:20.000,2023-09-15T10:26:20.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T10:26:25.000,0 Unspecified,,Unspecified,990501,188496,PHONE,Unspecified,Unspecified,40.684052538201385,-73.97746145962486,"{'latitude': '40.684052538201385', 'longitude': '-73.97746145962486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
