unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,location_type,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,road_ramp,due_date
58959405,2023-09-29T18:34:07.000,2023-09-29T19:39:40.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11691,22-28 NEW HAVEN AVENUE,NEW HAVEN AVENUE,BEACH   22 STREET,GRASSMERE TERRACE,ADDRESS,FAR ROCKAWAY,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T19:39:43.000,14 QUEENS,4157520015,QUEENS,1051908,158370,PHONE,Unspecified,QUEENS,40.60110709075485,-73.75635576768177,"{'latitude': '40.60110709075485', 'longitude': '-73.75635576768177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,BEACH   22 STREET,GRASSMERE TERRACE,NEW HAVEN AVENUE,,,,,,
58957001,2023-09-29T18:33:42.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11237,1229 HALSEY STREET,HALSEY STREET,,,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,04 BROOKLYN,3034060057,BROOKLYN,1009833,191898,ONLINE,Unspecified,BROOKLYN,40.69335547740958,-73.90774531581118,"{'latitude': '40.69335547740958', 'longitude': '-73.90774531581118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,
58957344,2023-09-29T18:33:36.000,2023-09-29T18:51:14.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,10033,4300 BROADWAY,BROADWAY,WADSWORTH AVENUE,BROADWAY,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T18:51:19.000,12 MANHATTAN,1021640038,MANHATTAN,1002326,249502,MOBILE,Unspecified,MANHATTAN,40.8514818245853,-73.93466130374979,"{'latitude': '40.8514818245853', 'longitude': '-73.93466130374979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,WADSWORTH AVENUE,BROADWAY,BROADWAY,,,,,,
58959730,2023-09-29T18:33:33.000,2023-10-03T07:52:08.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,10467,2700 BRONX PARK EAST,BRONX PARK EAST,,,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,11 BRONX,2045060001,BRONX,1020092,254648,PHONE,Unspecified,BRONX,40.86555178968438,-73.87041570740006,"{'latitude': '40.86555178968438', 'longitude': '-73.87041570740006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,
58957860,2023-09-29T18:33:30.000,2023-09-29T18:33:30.000,DOB,Department of Buildings,General Construction/Plumbing,Fence - None/Inadequate,11365,56-05 175 STREET,175 STREET,,,ADDRESS,FRESH MEADOWS,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-29T00:00:00.000,11 QUEENS,4055980028,QUEENS,1041159,209917,UNKNOWN,Unspecified,QUEENS,40.74266717309711,-73.79462879703081,"{'latitude': '40.74266717309711', 'longitude': '-73.79462879703081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58960807,2023-09-29T18:33:28.000,2023-09-29T19:48:17.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11220,6820 COLONIAL ROAD,COLONIAL ROAD,68 STREET,BAY RIDGE AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T19:48:24.000,10 BROOKLYN,3058600118,BROOKLYN,975623,171658,ONLINE,Unspecified,BROOKLYN,40.63783394915983,-74.03108387729453,"{'latitude': '40.63783394915983', 'longitude': '-74.03108387729453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,68 STREET,BAY RIDGE AVENUE,COLONIAL ROAD,,,,,,
58957817,2023-09-29T18:33:16.000,2023-09-29T19:18:34.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11236,1352 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,ROCKAWAY AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T19:18:38.000,18 BROOKLYN,,BROOKLYN,1010839,174935,MOBILE,Unspecified,BROOKLYN,40.64679289767233,-73.90418449786787,"{'latitude': '40.64679289767233', 'longitude': '-73.90418449786787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,ROCKAWAY AVENUE,FARRAGUT ROAD,ROCKAWAY PARKWAY,,,,,,
58959941,2023-09-29T18:33:15.000,2023-10-16T07:59:43.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,10467,724 EAST  221 STREET,EAST  221 STREET,,,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,12 BRONX,2046687501,BRONX,1022655,261622,PHONE,Unspecified,BRONX,40.88468246810936,-73.86110939341457,"{'latitude': '40.88468246810936', 'longitude': '-73.86110939341457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,
58958300,2023-09-29T18:33:15.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WINDOW/FRAME,10467,724 EAST  221 STREET,EAST  221 STREET,,,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,12 BRONX,2046687501,BRONX,1022655,261622,PHONE,Unspecified,BRONX,40.88468246810936,-73.86110939341457,"{'latitude': '40.88468246810936', 'longitude': '-73.86110939341457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,
58956902,2023-09-29T18:33:13.000,2023-10-05T21:24:50.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,10468,2512 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,07 BRONX,2032140005,BRONX,1011070,254685,ONLINE,Unspecified,BRONX,40.865685364854315,-73.90303395037606,"{'latitude': '40.865685364854315', 'longitude': '-73.90303395037606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,
58961114,2023-09-29T18:33:11.000,2023-09-29T18:39:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11225,2100 BEEKMAN PLACE,BEEKMAN PLACE,DEAD END,FLATBUSH AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T18:40:01.000,09 BROOKLYN,3050260085,BROOKLYN,995071,179734,PHONE,Unspecified,BROOKLYN,40.659998407531084,-73.96099798320904,"{'latitude': '40.659998407531084', 'longitude': '-73.96099798320904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,DEAD END,FLATBUSH AVENUE,BEEKMAN PLACE,,,,,,
58967923,2023-09-29T18:33:07.000,2023-10-09T14:21:52.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,11228,1405 70 STREET,70 STREET,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-09T00:00:00.000,11 BROOKLYN,3061570001,BROOKLYN,983729,165736,ONLINE,Unspecified,BROOKLYN,40.62158349460714,-74.00187675401598,"{'latitude': '40.62158349460714', 'longitude': '-74.00187675401598', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,
58967620,2023-09-29T18:33:06.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10457,1800 MONROE AVENUE,MONROE AVENUE,,,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,05 BRONX,2028000028,BRONX,1010127,247826,PHONE,Unspecified,BRONX,40.84686228543654,-73.90646978373276,"{'latitude': '40.84686228543654', 'longitude': '-73.90646978373276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,
58960889,2023-09-29T18:33:05.000,2023-10-03T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Fence - None/Inadequate,10026,302 WEST  112 STREET,WEST  112 STREET,,,ADDRESS,NEW YORK,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-10-03T00:00:00.000,10 MANHATTAN,1018460050,MANHATTAN,996022,231452,UNKNOWN,Unspecified,MANHATTAN,40.801950381564794,-73.95747982159442,"{'latitude': '40.801950381564794', 'longitude': '-73.95747982159442', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
59435075,2023-09-29T18:32:58.000,,HPD,Department of Housing Preservation and Development,Paint/Plaster,Window/Frame,10467,724 EAST  221 STREET,EAST  221 STREET,WHITE PLAINS ROAD,BARNES AVENUE,ADDRESS,BRONX,In Progress,,,12 BRONX,2046687501,BRONX,1022655,261622,PHONE,Unspecified,BRONX,40.88468246810936,-73.86110939341457,"{'latitude': '40.88468246810936', 'longitude': '-73.86110939341457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Apartment,WHITE PLAINS ROAD,BARNES AVENUE,EAST  221 STREET,,,,,,
59439128,2023-09-29T18:32:55.000,2023-10-16T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,10467,724 EAST  221 STREET,EAST  221 STREET,WHITE PLAINS ROAD,BARNES AVENUE,ADDRESS,BRONX,Closed,,2023-10-16T00:00:00.000,12 BRONX,2046687501,BRONX,1022655,261622,PHONE,Unspecified,BRONX,40.88468246810936,-73.86110939341457,"{'latitude': '40.88468246810936', 'longitude': '-73.86110939341457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Apartment,WHITE PLAINS ROAD,BARNES AVENUE,EAST  221 STREET,,,,,,
58964773,2023-09-29T18:32:49.000,2023-09-29T19:51:31.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11207,798 NEW JERSEY AVENUE,NEW JERSEY AVENUE,HEGEMAN AVENUE,LINDEN BOULEVARD,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T19:51:34.000,05 BROOKLYN,3043230014,BROOKLYN,1014617,179709,PHONE,Unspecified,BROOKLYN,40.65988432748271,-73.8905487027545,"{'latitude': '40.65988432748271', 'longitude': '-73.8905487027545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,HEGEMAN AVENUE,LINDEN BOULEVARD,NEW JERSEY AVENUE,,,,,,
59442062,2023-09-29T18:32:37.000,2023-09-30T14:35:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11210,4106 AVENUE K,AVENUE K,ALBANY AVENUE,EAST   42 STREET,ADDRESS,BROOKLYN,Closed,,2023-09-30T14:35:00.000,18 BROOKLYN,3078130148,BROOKLYN,1002128,167283,ONLINE,Unspecified,BROOKLYN,40.62581166177166,-73.93559551460456,"{'latitude': '40.62581166177166', 'longitude': '-73.93559551460456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Sewer,ALBANY AVENUE,EAST   42 STREET,AVENUE K,,,,,,
58956177,2023-09-29T18:32:35.000,2023-09-29T19:27:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11694,112-16 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,BEACH  112 STREET,BEACH  113 STREET,ADDRESS,FAR ROCKAWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T19:27:53.000,14 QUEENS,4161660040,QUEENS,1030374,150899,ONLINE,Unspecified,QUEENS,40.58073896590756,-73.8339529452123,"{'latitude': '40.58073896590756', 'longitude': '-73.8339529452123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,BEACH  112 STREET,BEACH  113 STREET,ROCKAWAY BEACH BOULEVARD,,,,,,
58963152,2023-09-29T18:32:31.000,2023-10-02T09:00:00.000,DOT,Department of Transportation,Street Condition,Pothole,11420,,,,,INTERSECTION,QUEENS,Closed,The Department of Transportation inspected this complaint and found that the problem was fixed.,2023-10-02T09:00:00.000,10 QUEENS,,QUEENS,1036329,182383,UNKNOWN,Unspecified,QUEENS,40.66712276640568,-73.81227201992441,"{'latitude': '40.66712276640568', 'longitude': '-73.81227201992441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,128 STREET,NORTH CONDUIT AVENUE,,,,,,,
59460136,2023-09-29T18:32:20.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,10468,2512 UNIVERSITY AVENUE,UNIVERSITY AVENUE,WEST  190 STREET,WEST  192 STREET,ADDRESS,BRONX,Closed,,2023-10-05T00:00:00.000,07 BRONX,2032140005,BRONX,1011070,254685,ONLINE,Unspecified,BRONX,40.865685364854315,-73.90303395037606,"{'latitude': '40.865685364854315', 'longitude': '-73.90303395037606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Public Area,WEST  190 STREET,WEST  192 STREET,UNIVERSITY AVENUE,,,,,,
59442720,2023-09-29T18:32:20.000,,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,11237,1229 HALSEY STREET,HALSEY STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,In Progress,,,04 BROOKLYN,3034060057,BROOKLYN,1009833,191898,ONLINE,Unspecified,BROOKLYN,40.69335547740958,-73.90774531581118,"{'latitude': '40.69335547740958', 'longitude': '-73.90774531581118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Apartment,KNICKERBOCKER AVENUE,IRVING AVENUE,HALSEY STREET,,,,,,
58962181,2023-09-29T18:32:00.000,2023-09-30T13:10:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11221,234 PALMETTO STREET,PALMETTO STREET,WILSON AVE,KNICKERBOCKER AVE,ADDRESS,BROOKLYN,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-30T13:10:00.000,04 BROOKLYN,3033520119,BROOKLYN,1007786,192624,ONLINE,Unspecified,BROOKLYN,40.695353858801504,-73.91512444723907,"{'latitude': '40.695353858801504', 'longitude': '-73.91512444723907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58959031,2023-09-29T18:32:00.000,2023-09-30T13:45:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11234,2271 EAST   71 STREET,EAST   71 STREET,AVENUE V,AVENUE W,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T13:45:00.000,18 BROOKLYN,3084400011,BROOKLYN,1010780,164134,ONLINE,Unspecified,BROOKLYN,40.61714663355809,-73.90443956924562,"{'latitude': '40.61714663355809', 'longitude': '-73.90443956924562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58955944,2023-09-29T18:32:00.000,2023-09-30T11:35:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11413,225-07 145 AVENUE,145 AVENUE,225 ST,226 ST,ADDRESS,SPRINGFIELD GARDENS,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T11:35:00.000,13 QUEENS,4134950008,QUEENS,1052552,180896,ONLINE,Unspecified,QUEENS,40.66293100603689,-73.75380867892166,"{'latitude': '40.66293100603689', 'longitude': '-73.75380867892166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58962244,2023-09-29T18:32:00.000,2023-10-06T12:35:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),10460,893 CROTONA PARK NORTH,CROTONA PARK NORTH,BEND,E 175 ST,ADDRESS,BRONX,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-10-06T12:35:00.000,06 BRONX,2029570038,BRONX,1015124,245155,PHONE,Unspecified,BRONX,40.83951511985586,-73.88842086721222,"{'latitude': '40.83951511985586', 'longitude': '-73.88842086721222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58960673,2023-09-29T18:32:00.000,2023-09-30T08:35:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11691,24-07 MOTT AVENUE,MOTT AVENUE,BAY 24 ST,BAY 25 ST,ADDRESS,FAR ROCKAWAY,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-30T08:35:00.000,14 QUEENS,4156910033,QUEENS,1050166,160622,ONLINE,Unspecified,QUEENS,40.607301477114746,-73.76260690104166,"{'latitude': '40.607301477114746', 'longitude': '-73.76260690104166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58960549,2023-09-29T18:32:00.000,2023-09-30T11:50:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11413,225-08 145 AVENUE,145 AVENUE,225 ST,226 ST,ADDRESS,SPRINGFIELD GARDENS,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T11:50:00.000,13 QUEENS,4134820017,QUEENS,1052553,180889,ONLINE,Unspecified,QUEENS,40.662911784946886,-73.75380514540088,"{'latitude': '40.662911784946886', 'longitude': '-73.75380514540088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58956449,2023-09-29T18:31:45.000,2023-09-29T19:10:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11419,104-29 125 STREET,125 STREET,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T19:10:23.000,10 QUEENS,4095790080,QUEENS,1034409,189891,MOBILE,Unspecified,QUEENS,40.687741571818684,-73.81913710090254,"{'latitude': '40.687741571818684', 'longitude': '-73.81913710090254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Residential Building/House,LIBERTY AVENUE,107 AVENUE,125 STREET,,,,,,
58963202,2023-09-29T18:31:42.000,2023-09-30T13:32:02.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,11385,2019 MENAHAN STREET,MENAHAN STREET,FAIRVIEW AVENUE,GRANDVIEW AVENUE,ADDRESS,RIDGEWOOD,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-30T13:26:41.000,05 QUEENS,4033830069,QUEENS,1009994,197239,ONLINE,Unspecified,QUEENS,40.70801479793856,-73.90714431890721,"{'latitude': '40.70801479793856', 'longitude': '-73.90714431890721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,FAIRVIEW AVENUE,GRANDVIEW AVENUE,MENAHAN STREET,,,,,,
58961043,2023-09-29T18:31:32.000,2023-09-29T18:55:59.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10474,621 MANIDA STREET,MANIDA STREET,RANDALL AVENUE,SPOFFORD AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T18:56:03.000,02 BRONX,2027650226,BRONX,1015279,235344,ONLINE,Unspecified,BRONX,40.81258619692701,-73.887906068052,"{'latitude': '40.81258619692701', 'longitude': '-73.887906068052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Residential Building/House,RANDALL AVENUE,SPOFFORD AVENUE,MANIDA STREET,,,,,,
59450339,2023-09-29T18:31:21.000,2023-10-09T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,11228,1405 70 STREET,70 STREET,14 AVENUE,15 AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-09T00:00:00.000,11 BROOKLYN,3061570001,BROOKLYN,983729,165736,ONLINE,Unspecified,BROOKLYN,40.62158349460714,-74.00187675401598,"{'latitude': '40.62158349460714', 'longitude': '-74.00187675401598', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Building-Wide,14 AVENUE,15 AVENUE,70 STREET,,,,,,
59452661,2023-09-29T18:31:19.000,2023-09-30T08:35:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11691,24-07 MOTT AVENUE,MOTT AVENUE,BAY   24 STREET,BAY   25 STREET,ADDRESS,FAR ROCKAWAY,Closed,,2023-09-30T08:35:00.000,14 QUEENS,4156910033,QUEENS,1050166,160622,ONLINE,Unspecified,QUEENS,40.607301477114746,-73.76260690104166,"{'latitude': '40.607301477114746', 'longitude': '-73.76260690104166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,BAY   24 STREET,BAY   25 STREET,MOTT AVENUE,,,,,,
59445733,2023-09-29T18:31:08.000,2023-09-30T13:10:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11221,234 PALMETTO STREET,PALMETTO STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-30T13:10:00.000,04 BROOKLYN,3033520119,BROOKLYN,1007786,192624,ONLINE,Unspecified,BROOKLYN,40.695353858801504,-73.91512444723907,"{'latitude': '40.695353858801504', 'longitude': '-73.91512444723907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,WILSON AVENUE,KNICKERBOCKER AVENUE,PALMETTO STREET,,,,,,
58966494,2023-09-29T18:30:57.000,2023-09-29T18:51:44.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,10007,2 BARCLAY STREET,BARCLAY STREET,BROADWAY,CHURCH STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T18:51:47.000,01 MANHATTAN,1000880018,MANHATTAN,981937,198712,ONLINE,Unspecified,MANHATTAN,40.71209498260308,-74.00834323716202,"{'latitude': '40.71209498260308', 'longitude': '-74.00834323716202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,BROADWAY,CHURCH STREET,BARCLAY STREET,,,,,,
59441950,2023-09-29T18:30:47.000,2023-09-30T11:35:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11413,225-07 145 AVENUE,145 AVENUE,225 STREET,226 STREET,ADDRESS,SPRINGFIELD GARDENS,Closed,,2023-09-30T11:35:00.000,13 QUEENS,4134950008,QUEENS,1052552,180896,ONLINE,Unspecified,QUEENS,40.66293100603689,-73.75380867892166,"{'latitude': '40.66293100603689', 'longitude': '-73.75380867892166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Sewer,225 STREET,226 STREET,145 AVENUE,,,,,,
59448627,2023-09-29T18:30:45.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,10467,2724 BRONX PARK EAST,BRONX PARK EAST,ALLERTON AVENUE,BRITTON STREET,ADDRESS,BRONX,Closed,,2023-10-03T00:00:00.000,11 BRONX,2045060001,BRONX,1020091,254728,PHONE,Unspecified,BRONX,40.865771369228156,-73.87041889496678,"{'latitude': '40.865771369228156', 'longitude': '-73.87041889496678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Apartment,ALLERTON AVENUE,BRITTON STREET,BRONX PARK EAST,,,,,,
58959388,2023-09-29T18:30:36.000,2023-09-29T19:03:44.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11219,1168 46 STREET,46 STREET,NEW UTRECHT AVENUE,12 AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T19:03:48.000,12 BROOKLYN,3056210038,BROOKLYN,986097,171896,PHONE,Unspecified,BROOKLYN,40.63849121706859,-73.99334502310147,"{'latitude': '40.63849121706859', 'longitude': '-73.99334502310147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,NEW UTRECHT AVENUE,12 AVENUE,46 STREET,,,,,,
59445591,2023-09-29T18:30:18.000,2023-09-30T13:45:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11234,2271 EAST   71 STREET,EAST   71 STREET,AVENUE V,AVENUE W,ADDRESS,BROOKLYN,Closed,,2023-09-30T13:45:00.000,18 BROOKLYN,3084400011,BROOKLYN,1010780,164134,ONLINE,Unspecified,BROOKLYN,40.61714663355809,-73.90443956924562,"{'latitude': '40.61714663355809', 'longitude': '-73.90443956924562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Sewer,AVENUE V,AVENUE W,EAST   71 STREET,,,,,,
58956518,2023-09-29T18:30:16.000,2023-09-29T19:13:08.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11206,MARCY AVENUE,MARCY AVENUE,MARCY AVENUE,WILLOUGHBY AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T19:13:10.000,03 BROOKLYN,,BROOKLYN,998416,192089,ONLINE,Unspecified,BROOKLYN,40.69390536708155,-73.94891566793831,"{'latitude': '40.69390536708155', 'longitude': '-73.94891566793831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,MARCY AVENUE,WILLOUGHBY AVENUE,,,,,,,
