unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,road_ramp,taxi_company_borough
58934079,2023-09-26T18:11:18.000,2023-09-27T09:05:10.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11211,750 DRIGGS AVENUE,DRIGGS AVENUE,SOUTH 2 STREET,SOUTH 3 STREET,SOUTH    2 STREET,SOUTH    3 STREET,ADDRESS,BROOKLYN,DRIGGS AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-26T18:11:18.000,01 BROOKLYN,3024180029,BROOKLYN,995127,198828,ONLINE,Unspecified,BROOKLYN,40.71240699137173,-73.96076531850393,"{'latitude': '40.71240699137173', 'longitude': '-73.96076531850393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933575,2023-09-26T18:11:18.000,2023-09-26T18:38:24.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10458,2678 VALENTINE AVENUE,VALENTINE AVENUE,EAST  194 STREET,EAST  196 STREET,EAST  194 STREET,EAST  196 STREET,ADDRESS,BRONX,VALENTINE AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-26T18:38:27.000,07 BRONX,2033000017,BRONX,1013870,254796,ONLINE,Unspecified,BRONX,40.86598107476418,-73.89291024271307,"{'latitude': '40.86598107476418', 'longitude': '-73.89291024271307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929386,2023-09-26T18:11:10.000,2023-09-26T18:27:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10001,107 WEST   25 STREET,WEST   25 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   25 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T18:27:16.000,04 MANHATTAN,1008010030,MANHATTAN,986353,210491,ONLINE,Unspecified,MANHATTAN,40.744425515906904,-73.99241057401285,"{'latitude': '40.744425515906904', 'longitude': '-73.99241057401285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930756,2023-09-26T18:10:50.000,2023-09-26T18:50:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11220,5501 7 AVENUE,7 AVENUE,55 STREET,56 STREET,55 STREET,56 STREET,ADDRESS,BROOKLYN,7 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T18:50:59.000,07 BROOKLYN,3008340007,BROOKLYN,981779,172284,ONLINE,Unspecified,BROOKLYN,40.63955604202643,-74.0089034706777,"{'latitude': '40.63955604202643', 'longitude': '-74.0089034706777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929121,2023-09-26T18:10:48.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-28T10:06:02.000,Unspecified MANHATTAN,,MANHATTAN,991913,228524,MOBILE,Unspecified,MANHATTAN,40.793918337867694,-73.97232476996535,"{'latitude': '40.793918337867694', 'longitude': '-73.97232476996535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,2,1 2 3 Uptown & The Bronx,Platform,,,
58931657,2023-09-26T18:10:39.000,2023-10-04T15:17:21.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10021,2 AVENUE,2 AVENUE,2 AVENUE,EAST   73 STREET,2 AVENUE,EAST   73 STREET,INTERSECTION,,,Closed,The Department of Transportation inspected the condition and sent notice to responsible party. Temporary repairs were made to make the area safe.,2023-10-04T15:17:25.000,08 MANHATTAN,,MANHATTAN,995921,219623,PHONE,Unspecified,MANHATTAN,40.76948307211895,-73.95786518258946,"{'latitude': '40.76948307211895', 'longitude': '-73.95786518258946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935306,2023-09-26T18:10:38.000,2023-09-28T12:03:59.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,10461,1641 OVERING STREET,OVERING STREET,MACLAY AVENUE,EAST TREMONT AVENUE,MACLAY AVENUE,EAST TREMONT AVENUE,ADDRESS,BRONX,OVERING STREET,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-28T12:04:04.000,10 BRONX,2040010069,BRONX,1026290,246306,MOBILE,Unspecified,BRONX,40.84262817725531,-73.84805961853907,"{'latitude': '40.84262817725531', 'longitude': '-73.84805961853907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58926710,2023-09-26T18:09:58.000,2023-10-03T11:34:54.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Spilled Garbage,Street,11231,16 3 STREET,3 STREET,SMITH STREET,HOYT STREET,SMITH STREET,HOYT STREET,ADDRESS,BROOKLYN,3 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-03T05:41:35.000,06 BROOKLYN,3004640015,BROOKLYN,985595,186479,ONLINE,Unspecified,BROOKLYN,40.678518436640005,-73.99515088451409,"{'latitude': '40.678518436640005', 'longitude': '-73.99515088451409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930843,2023-09-26T18:09:42.000,2023-10-16T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11218,302 CHURCH AVENUE,CHURCH AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The City has removed the graffiti from this property.,2023-10-17T07:31:08.000,12 BROOKLYN,3053360069,BROOKLYN,990548,173790,UNKNOWN,Unspecified,BROOKLYN,40.643687794347564,-73.97730573407173,"{'latitude': '40.643687794347564', 'longitude': '-73.97730573407173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,2023-10-26T18:09:42.000,,,,,,
58927202,2023-09-26T18:09:42.000,2023-09-26T18:19:53.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10013,555 BROOME STREET,BROOME STREET,AVENUE OF THE AMERICAS,VARICK STREET,AVENUE OF THE AMERICAS,VARICK STREET,ADDRESS,NEW YORK,BROOME STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T18:20:00.000,02 MANHATTAN,1004777502,MANHATTAN,982724,203173,ONLINE,Unspecified,MANHATTAN,40.72433952665352,-74.00550545574738,"{'latitude': '40.72433952665352', 'longitude': '-74.00550545574738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931531,2023-09-26T18:09:27.000,2023-09-26T18:09:27.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10312,287 GRANTWOOD AVENUE,GRANTWOOD AVENUE,STAFFORD AVENUE,VINELAND AVENUE,STAFFORD AVENUE,VINELAND AVENUE,ADDRESS,STATEN ISLAND,GRANTWOOD AVENUE,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-26T18:09:27.000,03 STATEN ISLAND,5056680059,STATEN ISLAND,933554,140560,MOBILE,Unspecified,STATEN ISLAND,40.55233551249695,-74.18242875935364,"{'latitude': '40.55233551249695', 'longitude': '-74.18242875935364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933663,2023-09-26T18:09:16.000,2023-09-26T18:11:01.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10033,602 WEST  184 STREET,WEST  184 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,WEST  184 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T18:11:04.000,12 MANHATTAN,1021650063,MANHATTAN,1002877,249395,MOBILE,Unspecified,MANHATTAN,40.85118699615938,-73.93266992103403,"{'latitude': '40.85118699615938', 'longitude': '-73.93266992103403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58934379,2023-09-26T18:09:08.000,2023-09-26T20:03:50.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10065,28 EAST   64 STREET,EAST   64 STREET,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,EAST   64 STREET,Closed,N/A,2023-09-26T20:03:53.000,08 MANHATTAN,1013780056,MANHATTAN,992711,218660,ONLINE,Unspecified,MANHATTAN,40.766843542441016,-73.96945518340162,"{'latitude': '40.766843542441016', 'longitude': '-73.96945518340162', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931112,2023-09-26T18:08:45.000,2023-09-26T18:11:02.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10033,602 WEST  184 STREET,WEST  184 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,WEST  184 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T18:11:06.000,12 MANHATTAN,1021650063,MANHATTAN,1002877,249395,MOBILE,Unspecified,MANHATTAN,40.85118699615938,-73.93266992103403,"{'latitude': '40.85118699615938', 'longitude': '-73.93266992103403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58926423,2023-09-26T18:08:42.000,2023-10-02T10:27:51.000,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,3+ Family Apartment Building,10128,510 EAST   88 STREET,EAST   88 STREET,YORK AVENUE,EAST END AVENUE,YORK AVENUE,EAST END AVENUE,ADDRESS,NEW YORK,EAST   88 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-26T18:08:42.000,08 MANHATTAN,1015840045,MANHATTAN,999305,222363,PHONE,Unspecified,MANHATTAN,40.7769985382326,-73.94564207993896,"{'latitude': '40.7769985382326', 'longitude': '-73.94564207993896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935246,2023-09-26T18:08:29.000,2023-09-26T19:25:30.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10451,1000 GRAND CONCOURSE,GRAND CONCOURSE,EAST  164 STREET,EAST  165 STREET,EAST  164 STREET,EAST  165 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T19:25:37.000,04 BRONX,2024610090,BRONX,1006092,241602,MOBILE,Unspecified,BRONX,40.829790122707635,-73.92107420870009,"{'latitude': '40.829790122707635', 'longitude': '-73.92107420870009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929558,2023-09-26T18:08:19.000,2023-09-26T18:55:08.000,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,N/A,Street/Sidewalk,10022,805 3 AVENUE,3 AVENUE,EAST   49 STREET,EAST   50 STREET,EAST   49 STREET,EAST   50 STREET,ADDRESS,NEW YORK,3 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T18:55:12.000,06 MANHATTAN,1013230047,MANHATTAN,992290,214529,ONLINE,Unspecified,MANHATTAN,40.75550540171795,-73.97097996405773,"{'latitude': '40.75550540171795', 'longitude': '-73.97097996405773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933431,2023-09-26T18:08:08.000,2023-09-26T19:53:57.000,DPR,Department of Parks and Recreation,Animal in a Park,Wildlife Sighting,Park,11204,SETH LOW PLAYGROUND,SETH LOW PLAYGROUND,BAY PARKWAY,AVENUE P,BAY PARKWAY,AVENUE P,UNRECOGNIZED,BROOKLYN,SETH LOW PLAYGROUND,Closed,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",2023-09-26T19:54:02.000,11 BROOKLYN,3065940001,BROOKLYN,988116,160994,PHONE,Unspecified,BROOKLYN,40.6085668571335,-73.98607655202892,"{'latitude': '40.6085668571335', 'longitude': '-73.98607655202892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931943,2023-09-26T18:08:00.000,2023-09-27T10:00:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Search (SC2),,11420,,,,,109 AVENUE,132 STREET,INTERSECTION,QUEENS,,Closed,"The status of this Department of Environmental Protection (DEP) Service Request is not available online. Please call 311 and ask for further assistance with the status. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T10:00:00.000,10 QUEENS,,QUEENS,1036488,189135,PHONE,Unspecified,QUEENS,40.68565450360533,-73.81164654433519,"{'latitude': '40.68565450360533', 'longitude': '-73.81164654433519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930678,2023-09-26T18:08:00.000,2023-09-27T11:30:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10465,HUTCHINSON RIV,HUTCHINSON RIV,BODY OF WATER,CITY ISLAND RD,,,PLACENAME,BRONX,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-27T11:30:00.000,10 BRONX,,BRONX,1035051,254966,PHONE,Unspecified,BRONX,40.8663511887731,-73.81633019346111,"{'latitude': '40.8663511887731', 'longitude': '-73.81633019346111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933194,2023-09-26T18:08:00.000,2023-09-27T16:53:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11226,521 OCEAN AVENUE,OCEAN AVENUE,CHURCH AVE,TENNIS CT,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-27T16:53:00.000,14 BROOKLYN,3051010001,BROOKLYN,995084,176043,ONLINE,Unspecified,BROOKLYN,40.6498674046847,-73.96095705692136,"{'latitude': '40.6498674046847', 'longitude': '-73.96095705692136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58928231,2023-09-26T18:07:44.000,2023-09-26T18:47:08.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11377,42-17 67 STREET,67 STREET,WOODSIDE AVENUE,43 AVENUE,WOODSIDE AVENUE,43 AVENUE,ADDRESS,WOODSIDE,67 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T18:47:13.000,02 QUEENS,,QUEENS,1012641,209683,PHONE,Unspecified,QUEENS,40.74216243562962,-73.89754440177556,"{'latitude': '40.74216243562962', 'longitude': '-73.89754440177556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931064,2023-09-26T18:07:29.000,2023-09-26T18:13:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11226,1044 FLATBUSH AVENUE,FLATBUSH AVENUE,REGENT PLACE,DURYEA PLACE,REGENT PLACE,DURYEA PLACE,ADDRESS,BROOKLYN,FLATBUSH AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T18:13:41.000,14 BROOKLYN,3051250065,BROOKLYN,995886,174516,MOBILE,Unspecified,BROOKLYN,40.64567510317057,-73.95806949019844,"{'latitude': '40.64567510317057', 'longitude': '-73.95806949019844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58934270,2023-09-26T18:07:29.000,2023-10-04T08:00:54.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-03T21:07:55.000,Unspecified BROOKLYN,,BROOKLYN,986845,191842,MOBILE,Unspecified,BROOKLYN,40.69323836637393,-73.99064220610673,"{'latitude': '40.69323836637393', 'longitude': '-73.99064220610673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,2,,Mezzanine,,,
58932001,2023-09-26T18:07:19.000,2023-09-26T20:21:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11355,47-19 UNION STREET,UNION STREET,LABURNUM AVENUE,NEGUNDO AVENUE,LABURNUM AVENUE,NEGUNDO AVENUE,ADDRESS,FLUSHING,UNION STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T20:21:35.000,07 QUEENS,4052170032,QUEENS,1035128,212545,ONLINE,Unspecified,QUEENS,40.74991711126831,-73.81637331018015,"{'latitude': '40.74991711126831', 'longitude': '-73.81637331018015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931045,2023-09-26T18:07:06.000,2023-09-26T19:11:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,142 AUDUBON AVENUE,AUDUBON AVENUE,WEST  172 STREET,WEST  173 STREET,WEST  172 STREET,WEST  173 STREET,ADDRESS,NEW YORK,AUDUBON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T19:11:16.000,12 MANHATTAN,1021290017,MANHATTAN,1001839,246466,ONLINE,Unspecified,MANHATTAN,40.84314988477399,-73.93642960935001,"{'latitude': '40.84314988477399', 'longitude': '-73.93642960935001', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58925859,2023-09-26T18:07:00.000,2023-09-27T03:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Ped Flasher,,11210,,,,,OCEAN AVENUE,AVENUE J,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-27T03:30:00.000,14 BROOKLYN,,BROOKLYN,996355,167250,UNKNOWN,Unspecified,BROOKLYN,40.62573085298812,-73.95639247601798,"{'latitude': '40.62573085298812', 'longitude': '-73.95639247601798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58934667,2023-09-26T18:06:53.000,2023-09-26T21:00:49.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11221,994 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T21:00:52.000,04 BROOKLYN,3032070009,BROOKLYN,1003884,193845,MOBILE,Unspecified,BROOKLYN,40.69871473575902,-73.92919227857396,"{'latitude': '40.69871473575902', 'longitude': '-73.92919227857396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58927611,2023-09-26T18:06:38.000,2023-10-16T12:05:03.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11215,350 5 AVENUE,5 AVENUE,4 STREET,5 STREET,4 STREET,5 STREET,ADDRESS,BROOKLYN,5 AVENUE,Closed,"The location was inspected and is suitable for tree planting. Barring any unforeseen issues such as underground utilities and based on available funding, the requested tree will be placed on an upcoming contract. Please note that this process can take up to two years, depending on capacity and the location.   To find out where and when trees will be planted, please visit the Tree Work Hub at nyc.gov/parks/treework.  To learn more about the trees in your neighborhood, visit the NYC Street Tree Map at nyc.gov/parks/treemap.",2023-10-16T12:05:09.000,06 BROOKLYN,3009810111,BROOKLYN,988703,184110,MOBILE,Unspecified,BROOKLYN,40.67201504743721,-73.98394720753453,"{'latitude': '40.67201504743721', 'longitude': '-73.98394720753453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58928501,2023-09-26T18:05:27.000,2023-09-26T18:11:03.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10033,602 WEST  184 STREET,WEST  184 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,WEST  184 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T18:11:06.000,12 MANHATTAN,1021650063,MANHATTAN,1002877,249395,MOBILE,Unspecified,MANHATTAN,40.85118699615938,-73.93266992103403,"{'latitude': '40.85118699615938', 'longitude': '-73.93266992103403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935623,2023-09-26T18:05:26.000,2023-09-27T11:05:20.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,10306,1111 FATHER CAPODANNO BOULEVARD,FATHER CAPODANNO BOULEVARD,MIDLAND AVENUE,LINCOLN AVENUE,MIDLAND AVENUE,LINCOLN AVENUE,ADDRESS,STATEN ISLAND,FATHER CAPODANNO BOULEVARD,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T11:05:20.000,02 STATEN ISLAND,5038750001,STATEN ISLAND,959133,147195,ONLINE,Unspecified,STATEN ISLAND,40.57065662764996,-74.09040787044486,"{'latitude': '40.57065662764996', 'longitude': '-74.09040787044486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930885,2023-09-26T18:05:22.000,2023-09-26T19:10:40.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10301,20 HAVEN ESPLANADE,HAVEN ESPLANADE,CASTLETON AVENUE,SILVER LAKE ROAD,CASTLETON AVENUE,SILVER LAKE ROAD,ADDRESS,STATEN ISLAND,HAVEN ESPLANADE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T19:10:43.000,01 STATEN ISLAND,5001260087,STATEN ISLAND,958517,169806,PHONE,Unspecified,STATEN ISLAND,40.63271742664305,-74.0927112809921,"{'latitude': '40.63271742664305', 'longitude': '-74.0927112809921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933004,2023-09-26T18:05:05.000,2023-10-25T15:37:21.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10468,2686 CRESTON AVENUE,CRESTON AVENUE,EAST KINGSBRIDGE ROAD,EAST  196 STREET,EAST KINGSBRIDGE ROAD,EAST  196 STREET,ADDRESS,BRONX,CRESTON AVENUE,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-25T13:33:10.000,07 BRONX,2033140019,BRONX,1013330,255310,PHONE,Unspecified,BRONX,40.86739364294488,-73.89486035566102,"{'latitude': '40.86739364294488', 'longitude': '-73.89486035566102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58927247,2023-09-26T18:04:54.000,2023-09-26T18:11:03.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10033,602 WEST  184 STREET,WEST  184 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,WEST  184 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T18:11:06.000,12 MANHATTAN,1021650063,MANHATTAN,1002877,249395,MOBILE,Unspecified,MANHATTAN,40.85118699615938,-73.93266992103403,"{'latitude': '40.85118699615938', 'longitude': '-73.93266992103403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933645,2023-09-26T18:04:51.000,2023-09-26T18:38:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11233,78 SARATOGA AVENUE,SARATOGA AVENUE,MACON STREET,MAC DONOUGH STREET,MACON STREET,MAC DONOUGH STREET,ADDRESS,BROOKLYN,SARATOGA AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T18:38:06.000,03 BROOKLYN,3014970040,BROOKLYN,1007143,188559,ONLINE,Unspecified,BROOKLYN,40.68419806088234,-73.91745704663619,"{'latitude': '40.68419806088234', 'longitude': '-73.91745704663619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58927851,2023-09-26T18:04:34.000,2023-09-27T14:04:58.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11419,94-14 130 STREET,130 STREET,ATLANTIC AVENUE,95 AVENUE,ATLANTIC AVENUE,95 AVENUE,ADDRESS,SOUTH RICHMOND HILL,130 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T11:02:52.000,09 QUEENS,4094450035,QUEENS,1034504,192739,MOBILE,Unspecified,QUEENS,40.695558118991144,-73.81877330594443,"{'latitude': '40.695558118991144', 'longitude': '-73.81877330594443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933785,2023-09-26T18:04:33.000,2023-10-07T17:46:36.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10453,1730 POPHAM AVENUE,POPHAM AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,05 BRONX,2028770431,BRONX,1006456,249155,PHONE,Unspecified,BRONX,40.85051999166292,-73.91973389151916,"{'latitude': '40.85051999166292', 'longitude': '-73.91973389151916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58932460,2023-09-26T18:04:33.000,2023-10-07T17:46:36.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10453,1730 POPHAM AVENUE,POPHAM AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,05 BRONX,2028770431,BRONX,1006456,249155,PHONE,Unspecified,BRONX,40.85051999166292,-73.91973389151916,"{'latitude': '40.85051999166292', 'longitude': '-73.91973389151916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
