unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,facility_type,taxi_pick_up_location
58963056,2023-09-29T00:30:01.000,2023-09-29T20:20:10.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11422,257-10 149 AVENUE,149 AVENUE,,,,,ADDRESS,ROSEDALE,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,13 QUEENS,4136750011,QUEENS,1058703,177265,PHONE,Unspecified,QUEENS,40.65291516871947,-73.73167791345513,"{'latitude': '40.65291516871947', 'longitude': '-73.73167791345513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58964326,2023-09-29T00:30:01.000,2023-09-29T20:20:10.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11422,257-10 149 AVENUE,149 AVENUE,,,,,ADDRESS,ROSEDALE,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,13 QUEENS,4136750011,QUEENS,1058703,177265,PHONE,Unspecified,QUEENS,40.65291516871947,-73.73167791345513,"{'latitude': '40.65291516871947', 'longitude': '-73.73167791345513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58956700,2023-09-29T00:30:01.000,2023-09-29T20:20:10.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11422,257-10 149 AVENUE,149 AVENUE,,,,,ADDRESS,ROSEDALE,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,13 QUEENS,4136750011,QUEENS,1058703,177265,PHONE,Unspecified,QUEENS,40.65291516871947,-73.73167791345513,"{'latitude': '40.65291516871947', 'longitude': '-73.73167791345513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58961263,2023-09-29T00:30:01.000,2023-09-29T20:20:10.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11422,257-10 149 AVENUE,149 AVENUE,,,,,ADDRESS,ROSEDALE,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,13 QUEENS,4136750011,QUEENS,1058703,177265,PHONE,Unspecified,QUEENS,40.65291516871947,-73.73167791345513,"{'latitude': '40.65291516871947', 'longitude': '-73.73167791345513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58964232,2023-09-29T00:30:01.000,2023-09-29T20:20:10.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11422,257-10 149 AVENUE,149 AVENUE,,,,,ADDRESS,ROSEDALE,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,13 QUEENS,4136750011,QUEENS,1058703,177265,PHONE,Unspecified,QUEENS,40.65291516871947,-73.73167791345513,"{'latitude': '40.65291516871947', 'longitude': '-73.73167791345513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58963123,2023-09-29T00:30:01.000,2023-09-29T20:20:10.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11422,257-10 149 AVENUE,149 AVENUE,,,,,ADDRESS,ROSEDALE,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,13 QUEENS,4136750011,QUEENS,1058703,177265,PHONE,Unspecified,QUEENS,40.65291516871947,-73.73167791345513,"{'latitude': '40.65291516871947', 'longitude': '-73.73167791345513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58949409,2023-09-29T00:29:54.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10010,1 EAST   22 STREET,EAST   22 STREET,5 AVENUE,BROADWAY,5 AVENUE,BROADWAY,ADDRESS,NEW YORK,EAST   22 STREET,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-06T08:41:23.000,05 MANHATTAN,,MANHATTAN,987098,209149,ONLINE,Unspecified,MANHATTAN,40.74074185211204,-73.98972254389103,"{'latitude': '40.74074185211204', 'longitude': '-73.98972254389103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,"1 EAST   22 STREET, MANHATTAN (NEW YORK), NY, 10010"
58954101,2023-09-29T00:29:40.000,2023-09-29T02:58:36.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11102,25-54 14 STREET,14 STREET,ASTORIA PARK SOUTH,26 AVENUE,ASTORIA PARK SOUTH,26 AVENUE,ADDRESS,ASTORIA,14 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T02:58:43.000,01 QUEENS,4009000057,QUEENS,1004167,221689,PHONE,Unspecified,QUEENS,40.77513896774145,-73.92808923857947,"{'latitude': '40.77513896774145', 'longitude': '-73.92808923857947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58955599,2023-09-29T00:29:35.000,2023-10-03T13:00:57.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11207,344 VAN SICLEN AVENUE,VAN SICLEN AVENUE,BELMONT AVENUE,SUTTER AVENUE,BELMONT AVENUE,SUTTER AVENUE,ADDRESS,BROOKLYN,VAN SICLEN AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-10-03T13:01:00.000,05 BROOKLYN,,BROOKLYN,1014775,183853,MOBILE,Unspecified,BROOKLYN,40.6712581350698,-73.88996046368536,"{'latitude': '40.6712581350698', 'longitude': '-73.88996046368536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58953710,2023-09-29T00:29:30.000,2023-09-29T01:30:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10304,37 CRESTON PLACE,CRESTON PLACE,BAYVIEW PLACE,DEAD END,BAYVIEW PLACE,DEAD END,ADDRESS,STATEN ISLAND,CRESTON PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T01:30:42.000,01 STATEN ISLAND,,STATEN ISLAND,960911,170220,PHONE,Unspecified,STATEN ISLAND,40.633860399480845,-74.08408757529425,"{'latitude': '40.633860399480845', 'longitude': '-74.08408757529425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58947518,2023-09-29T00:29:14.000,2023-09-29T00:53:21.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11206,913 BROADWAY,BROADWAY,ARION PLACE,STOCKTON STREET,ARION PLACE,STOCKTON STREET,ADDRESS,BROOKLYN,BROADWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T00:53:31.000,04 BROOKLYN,,BROOKLYN,1001876,193457,MOBILE,Unspecified,BROOKLYN,40.6976539937603,-73.93643490809335,"{'latitude': '40.6976539937603', 'longitude': '-73.93643490809335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58953720,2023-09-29T00:29:09.000,2023-09-29T01:01:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11375,63-09 108 STREET,108 STREET,63 AVENUE,63 ROAD,63 AVENUE,63 ROAD,ADDRESS,FOREST HILLS,108 STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-29T01:01:06.000,06 QUEENS,4021670001,QUEENS,1025678,206992,MOBILE,Unspecified,QUEENS,40.734724856034425,-73.85051397139026,"{'latitude': '40.734724856034425', 'longitude': '-73.85051397139026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58965209,2023-09-29T00:29:00.000,2023-09-29T02:05:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11377,37-32 58 STREET,58 STREET,37 AVE,38 AVE,,,ADDRESS,WOODSIDE,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed and attributed to grease. Work was performed to relieve the blockage.,2023-09-29T02:05:00.000,02 QUEENS,4012120026,QUEENS,1010669,212351,PHONE,Unspecified,QUEENS,40.74949153334463,-73.90465034136592,"{'latitude': '40.74949153334463', 'longitude': '-73.90465034136592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58963769,2023-09-29T00:29:00.000,2023-09-29T18:40:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11217,265 ASHLAND PLACE,ASHLAND PLACE,FULTON ST,LAFAYETTE AVE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-29T18:40:00.000,02 BROOKLYN,3021080001,BROOKLYN,990279,189685,PHONE,Unspecified,BROOKLYN,40.68731622515462,-73.97826083655103,"{'latitude': '40.68731622515462', 'longitude': '-73.97826083655103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58949267,2023-09-29T00:28:11.000,2023-10-04T17:05:54.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11377,41-46 56 STREET,56 STREET,ROOSEVELT AVENUE,43 AVENUE,ROOSEVELT AVENUE,43 AVENUE,ADDRESS,WOODSIDE,56 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-29T00:28:11.000,02 QUEENS,4013250072,QUEENS,1009547,210646,ONLINE,Unspecified,QUEENS,40.744815020161255,-73.90870619773249,"{'latitude': '40.744815020161255', 'longitude': '-73.90870619773249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58953777,2023-09-29T00:28:09.000,2023-09-29T01:22:43.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11434,163-45 130 AVENUE,130 AVENUE,BEND,BEND,BEND,BEND,ADDRESS,JAMAICA,130 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T01:22:47.000,12 QUEENS,,QUEENS,1046350,185639,ONLINE,Unspecified,QUEENS,40.675995110461606,-73.77611969820268,"{'latitude': '40.675995110461606', 'longitude': '-73.77611969820268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58951064,2023-09-29T00:28:06.000,2023-09-29T00:29:03.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10036,11 AVENUE,11 AVENUE,11 AVENUE,WEST   42 STREET,11 AVENUE,WEST   42 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T00:29:10.000,04 MANHATTAN,,MANHATTAN,984718,216465,ONLINE,Unspecified,MANHATTAN,40.76082286996447,-73.9983106392,"{'latitude': '40.76082286996447', 'longitude': '-73.9983106392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59438694,2023-09-29T00:27:45.000,2023-09-29T02:05:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11377,37-32 58 STREET,58 STREET,37 AVENUE,38 AVENUE,37 AVENUE,38 AVENUE,ADDRESS,WOODSIDE,58 STREET,Closed,,2023-09-29T02:05:00.000,02 QUEENS,4012120026,QUEENS,1010669,212351,PHONE,Unspecified,QUEENS,40.74949153334463,-73.90465034136592,"{'latitude': '40.74949153334463', 'longitude': '-73.90465034136592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58946106,2023-09-29T00:27:36.000,2023-09-29T00:29:48.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10036,555 WEST   42 STREET,WEST   42 STREET,AMTRAK-NORTHEAST LINE,11 AVENUE,AMTRAK-NORTHEAST LINE,11 AVENUE,ADDRESS,NEW YORK,WEST   42 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T00:29:55.000,04 MANHATTAN,1010710001,MANHATTAN,984989,216318,MOBILE,Unspecified,MANHATTAN,40.76041937417911,-73.99733241438366,"{'latitude': '40.76041937417911', 'longitude': '-73.99733241438366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59445138,2023-09-29T00:27:24.000,2023-09-29T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11422,257-10 149 AVENUE,149 AVENUE,257 STREET,259 STREET,257 STREET,259 STREET,ADDRESS,ROSEDALE,149 AVENUE,Closed,,2023-09-29T00:00:00.000,13 QUEENS,4136750011,QUEENS,1058703,177265,PHONE,Unspecified,QUEENS,40.65291516871947,-73.73167791345513,"{'latitude': '40.65291516871947', 'longitude': '-73.73167791345513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59438261,2023-09-29T00:27:23.000,2023-09-29T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11422,257-10 149 AVENUE,149 AVENUE,257 STREET,259 STREET,257 STREET,259 STREET,ADDRESS,ROSEDALE,149 AVENUE,Closed,,2023-09-29T00:00:00.000,13 QUEENS,4136750011,QUEENS,1058703,177265,PHONE,Unspecified,QUEENS,40.65291516871947,-73.73167791345513,"{'latitude': '40.65291516871947', 'longitude': '-73.73167791345513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59434831,2023-09-29T00:27:23.000,2023-09-29T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11422,257-10 149 AVENUE,149 AVENUE,257 STREET,259 STREET,257 STREET,259 STREET,ADDRESS,ROSEDALE,149 AVENUE,Closed,,2023-09-29T00:00:00.000,13 QUEENS,4136750011,QUEENS,1058703,177265,PHONE,Unspecified,QUEENS,40.65291516871947,-73.73167791345513,"{'latitude': '40.65291516871947', 'longitude': '-73.73167791345513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59445097,2023-09-29T00:27:22.000,2023-09-29T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11422,257-10 149 AVENUE,149 AVENUE,257 STREET,259 STREET,257 STREET,259 STREET,ADDRESS,ROSEDALE,149 AVENUE,Closed,,2023-09-29T00:00:00.000,13 QUEENS,4136750011,QUEENS,1058703,177265,PHONE,Unspecified,QUEENS,40.65291516871947,-73.73167791345513,"{'latitude': '40.65291516871947', 'longitude': '-73.73167791345513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59439408,2023-09-29T00:27:15.000,2023-09-29T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,11422,257-10 149 AVENUE,149 AVENUE,257 STREET,259 STREET,257 STREET,259 STREET,ADDRESS,ROSEDALE,149 AVENUE,Closed,,2023-09-29T00:00:00.000,13 QUEENS,4136750011,QUEENS,1058703,177265,PHONE,Unspecified,QUEENS,40.65291516871947,-73.73167791345513,"{'latitude': '40.65291516871947', 'longitude': '-73.73167791345513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58952364,2023-09-29T00:27:12.000,2023-09-29T00:51:12.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10462,1987 CRUGER AVENUE,CRUGER AVENUE,DYRE AVENUE LINE,BRONXDALE AVENUE,DYRE AVENUE LINE,BRONXDALE AVENUE,ADDRESS,BRONX,CRUGER AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T00:51:16.000,11 BRONX,,BRONX,1021087,248990,MOBILE,Unspecified,BRONX,40.850018196840495,-73.8668494525232,"{'latitude': '40.850018196840495', 'longitude': '-73.8668494525232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58954820,2023-09-29T00:27:06.000,2023-09-29T02:05:58.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11221,332 EVERGREEN AVENUE,EVERGREEN AVENUE,STANHOPE STREET,HIMROD STREET,STANHOPE STREET,HIMROD STREET,ADDRESS,BROOKLYN,EVERGREEN AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T02:06:03.000,04 BROOKLYN,3032640029,BROOKLYN,1004979,192489,MOBILE,Unspecified,BROOKLYN,40.69499033526941,-73.92524746436783,"{'latitude': '40.69499033526941', 'longitude': '-73.92524746436783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58953381,2023-09-29T00:27:06.000,2023-09-29T01:22:26.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11356,22-30 124 STREET,124 STREET,22 AVENUE,23 AVENUE,22 AVENUE,23 AVENUE,ADDRESS,COLLEGE POINT,124 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T01:22:32.000,07 QUEENS,,QUEENS,1027386,223341,MOBILE,Unspecified,QUEENS,40.77959045228825,-73.844246058087,"{'latitude': '40.77959045228825', 'longitude': '-73.844246058087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58946351,2023-09-29T00:26:40.000,2023-09-29T01:22:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11214,2581 CROPSEY AVENUE,CROPSEY AVENUE,BAY   41 STREET,26 AVENUE,BAY   41 STREET,26 AVENUE,ADDRESS,BROOKLYN,CROPSEY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T01:22:17.000,11 BROOKLYN,,BROOKLYN,986542,154472,MOBILE,Unspecified,BROOKLYN,40.59066583504159,-73.99174754580508,"{'latitude': '40.59066583504159', 'longitude': '-73.99174754580508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58952975,2023-09-29T00:26:36.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,10035,2319 3 AVENUE,3 AVENUE,EAST  125 STREET,EAST  126 STREET,EAST  125 STREET,EAST  126 STREET,ADDRESS,NEW YORK,3 AVENUE,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-29T16:30:53.000,11 MANHATTAN,,MANHATTAN,1002139,232298,ONLINE,Unspecified,MANHATTAN,40.804262151685556,-73.93538311855296,"{'latitude': '40.804262151685556', 'longitude': '-73.93538311855296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58953373,2023-09-29T00:26:05.000,2023-09-29T00:50:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,909 EAST    5 STREET,EAST    5 STREET,FOSTER AVENUE,WALSH COURT,FOSTER AVENUE,WALSH COURT,ADDRESS,BROOKLYN,EAST    5 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T00:50:41.000,14 BROOKLYN,3065030083,BROOKLYN,991803,168471,MOBILE,Unspecified,BROOKLYN,40.629087291456464,-73.97278941058742,"{'latitude': '40.629087291456464', 'longitude': '-73.97278941058742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59452740,2023-09-29T00:25:51.000,2023-09-29T18:40:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11217,265 ASHLAND PLACE,ASHLAND PLACE,FULTON STREET,LAFAYETTE AVENUE,FULTON STREET,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,ASHLAND PLACE,Closed,,2023-09-29T18:40:00.000,02 BROOKLYN,,BROOKLYN,990279,189685,PHONE,Unspecified,BROOKLYN,40.68731622515462,-73.97826083655103,"{'latitude': '40.68731622515462', 'longitude': '-73.97826083655103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58951217,2023-09-29T00:25:34.000,2023-09-29T00:26:59.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10011,166 9 AVENUE,9 AVENUE,WEST   20 STREET,WEST   21 STREET,WEST   20 STREET,WEST   21 STREET,ADDRESS,NEW YORK,9 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T00:27:05.000,04 MANHATTAN,,MANHATTAN,983528,210599,ONLINE,Unspecified,MANHATTAN,40.74472216946469,-74.00260560625573,"{'latitude': '40.74472216946469', 'longitude': '-74.00260560625573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58951322,2023-09-29T00:25:29.000,2023-09-29T00:40:35.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11226,183 WOODRUFF AVENUE,WOODRUFF AVENUE,EAST   21 STREET,CLARKSON AVENUE,EAST   21 STREET,CLARKSON AVENUE,ADDRESS,BROOKLYN,WOODRUFF AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T00:40:41.000,14 BROOKLYN,3050540035,BROOKLYN,995321,177806,ONLINE,Unspecified,BROOKLYN,40.65470616205533,-73.9601000762072,"{'latitude': '40.65470616205533', 'longitude': '-73.9601000762072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58952164,2023-09-29T00:25:22.000,2023-09-29T00:49:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,425 FOSTER AVENUE,FOSTER AVENUE,SETON PLACE,EAST    5 STREET,SETON PLACE,EAST    5 STREET,ADDRESS,BROOKLYN,FOSTER AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T00:49:46.000,14 BROOKLYN,3054270060,BROOKLYN,991734,168546,MOBILE,Unspecified,BROOKLYN,40.629293209196945,-73.97303790819126,"{'latitude': '40.629293209196945', 'longitude': '-73.97303790819126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58948814,2023-09-29T00:25:07.000,2023-09-29T01:00:39.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11214,1773 81 STREET,81 STREET,NEW UTRECHT AVENUE,18 AVENUE,NEW UTRECHT AVENUE,18 AVENUE,ADDRESS,BROOKLYN,81 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T01:00:45.000,11 BROOKLYN,3062840157,BROOKLYN,984245,161625,ONLINE,Unspecified,BROOKLYN,40.610299665983824,-74.00001800803068,"{'latitude': '40.610299665983824', 'longitude': '-74.00001800803068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58954756,2023-09-29T00:24:38.000,2023-09-29T00:25:58.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10018,LINCOLN TUNNEL,LINCOLN TUNNEL,AMTRAK-NORTHEAST LINE,,AMTRAK-NORTHEAST LINE,,UNRECOGNIZED,NEW YORK,LINCOLN TUNNEL,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T00:26:05.000,04 MANHATTAN,1007110001,MANHATTAN,984487,215746,PHONE,Unspecified,MANHATTAN,40.758849408407066,-73.99914451571104,"{'latitude': '40.758849408407066', 'longitude': '-73.99914451571104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58966244,2023-09-29T00:24:30.000,2023-10-16T07:59:47.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11216,1296 PACIFIC STREET,PACIFIC STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,08 BROOKLYN,3012070021,BROOKLYN,998650,186131,ONLINE,Unspecified,BROOKLYN,40.67755164513687,-73.94808456893468,"{'latitude': '40.67755164513687', 'longitude': '-73.94808456893468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59449848,2023-09-29T00:23:39.000,2023-10-16T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,11216,1296 PACIFIC STREET,PACIFIC STREET,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,PACIFIC STREET,Closed,,2023-10-16T00:00:00.000,08 BROOKLYN,,BROOKLYN,998650,186131,ONLINE,Unspecified,BROOKLYN,40.67755164513687,-73.94808456893468,"{'latitude': '40.67755164513687', 'longitude': '-73.94808456893468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58965172,2023-09-29T00:23:00.000,2023-09-29T08:25:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11228,8208 15 AVENUE,15 AVENUE,82 ST,83 ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2023-09-29T08:25:00.000,11 BROOKLYN,3063040043,BROOKLYN,982214,162797,PHONE,Unspecified,BROOKLYN,40.61351633077115,-74.0073332234421,"{'latitude': '40.61351633077115', 'longitude': '-74.0073332234421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58954919,2023-09-29T00:23:00.000,2023-09-29T00:55:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10453,WASHINGTON BRIDGE,WASHINGTON BRIDGE,WASHINGTON BRIDGE,UNIVERSITY AVE,,,PLACENAME,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T00:55:00.000,05 BRONX,2240009986,BRONX,1004429,247687,UNKNOWN,Unspecified,BRONX,40.84649563158675,-73.92706512769846,"{'latitude': '40.84649563158675', 'longitude': '-73.92706512769846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,N/A,
