unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,resolution_description,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,facility_type,bridge_highway_direction,due_date,road_ramp
58969062,2023-09-30T12:30:06.000,2023-10-05T08:52:42.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11106,31-35 CRESCENT STREET,CRESCENT STREET,,,,,ADDRESS,ASTORIA,,Closed,2023-10-05T00:00:00.000,01 QUEENS,4005790036,QUEENS,1004421,217880,ONLINE,Unspecified,QUEENS,40.76468368198577,-73.92718359841146,"{'latitude': '40.76468368198577', 'longitude': '-73.92718359841146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
58976226,2023-09-30T12:30:05.000,2023-10-05T16:02:51.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11231,151 CONOVER STREET,CONOVER STREET,,,,,ADDRESS,BROOKLYN,,Closed,2023-10-05T00:00:00.000,06 BROOKLYN,3005650001,BROOKLYN,980474,186512,PHONE,Unspecified,BROOKLYN,40.67860831099112,-74.01361359465812,"{'latitude': '40.67860831099112', 'longitude': '-74.01361359465812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
59436732,2023-09-30T12:30:04.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,11206,77 VARET STREET,VARET STREET,GRAHAM AVENUE,HUMBOLDT STREET,GRAHAM AVENUE,HUMBOLDT STREET,ADDRESS,BROOKLYN,VARET STREET,Closed,2023-10-03T00:00:00.000,01 BROOKLYN,3031060001,BROOKLYN,1000284,195438,MOBILE,Unspecified,BROOKLYN,40.7030944020687,-73.94217146011873,"{'latitude': '40.7030944020687', 'longitude': '-73.94217146011873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58968858,2023-09-30T12:29:50.000,2023-09-30T13:04:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10011,313 WEST   20 STREET,WEST   20 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   20 STREET,Closed,2023-09-30T13:04:56.000,04 MANHATTAN,1007440030,MANHATTAN,984108,210231,ONLINE,Unspecified,MANHATTAN,40.7437121298188,-74.00051245218695,"{'latitude': '40.7437121298188', 'longitude': '-74.00051245218695', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,,
58970410,2023-09-30T12:29:43.000,2023-09-30T14:12:04.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11429,215-29 102 AVENUE,102 AVENUE,215 STREET,216 STREET,215 STREET,216 STREET,ADDRESS,QUEENS VILLAGE,102 AVENUE,Closed,2023-09-30T14:12:08.000,13 QUEENS,4110890043,QUEENS,1055347,199280,MOBILE,Unspecified,QUEENS,40.71336864595399,-73.74354028802168,"{'latitude': '40.71336864595399', 'longitude': '-73.74354028802168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,,
58972001,2023-09-30T12:29:00.000,2023-10-06T10:42:00.000,DEP,Department of Environmental Protection,Sewer,Culvert Blocked/Needs Cleaning (SE),,10003,337 2 AVENUE,2 AVENUE,E 19 ST,E 20 ST,,,ADDRESS,NEW YORK,,Closed,2023-10-06T10:42:00.000,06 MANHATTAN,1009000027,MANHATTAN,989108,207334,ONLINE,Unspecified,MANHATTAN,40.735759251184426,-73.98247045348579,"{'latitude': '40.735759251184426', 'longitude': '-73.98247045348579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",,,,,,,
58968257,2023-09-30T12:29:00.000,2023-09-30T13:55:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11215,141 9 STREET,9 STREET,2 AVE,3 AVE,,,ADDRESS,BROOKLYN,,Closed,2023-09-30T13:55:00.000,06 BROOKLYN,3010020056,BROOKLYN,986301,184191,ONLINE,Unspecified,BROOKLYN,40.672238256621846,-73.99260624581439,"{'latitude': '40.672238256621846', 'longitude': '-73.99260624581439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,,,,,,,
58974840,2023-09-30T12:28:56.000,2023-09-30T13:00:53.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2401 DAVIDSON AVENUE,DAVIDSON AVENUE,WEST  184 STREET,WEST FORDHAM ROAD,WEST  184 STREET,WEST FORDHAM ROAD,ADDRESS,BRONX,DAVIDSON AVENUE,Closed,2023-09-30T13:00:43.000,07 BRONX,2031990038,BRONX,1011061,253220,ONLINE,Unspecified,BRONX,40.86166441278946,-73.9030723500759,"{'latitude': '40.86166441278946', 'longitude': '-73.9030723500759', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,,
58969117,2023-09-30T12:28:49.000,2023-09-30T13:03:35.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11215,314 SEVENTH AVENUE,SEVENTH AVENUE,8 STREET,9 STREET,8 STREET,9 STREET,ADDRESS,BROOKLYN,7 AVENUE,Closed,2023-09-30T13:03:39.000,06 BROOKLYN,3010060037,BROOKLYN,989477,182433,MOBILE,Unspecified,BROOKLYN,40.66741163401174,-73.98115828533712,"{'latitude': '40.66741163401174', 'longitude': '-73.98115828533712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,,
59455788,2023-09-30T12:28:45.000,2023-10-19T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Water Supply,Building-Wide,11231,275 PRESIDENT STREET,PRESIDENT STREET,COURT STREET,SMITH STREET,COURT STREET,SMITH STREET,ADDRESS,BROOKLYN,PRESIDENT STREET,Closed,2023-10-19T00:00:00.000,06 BROOKLYN,3004350001,BROOKLYN,985441,187580,PHONE,Unspecified,BROOKLYN,40.68154045398276,-73.99570590463826,"{'latitude': '40.68154045398276', 'longitude': '-73.99570590463826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58970420,2023-09-30T12:28:43.000,2023-09-30T13:04:04.000,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10035,107 EAST  125 STREET,EAST  125 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST  125 STREET,Closed,2023-09-30T13:04:06.000,11 MANHATTAN,1017740005,MANHATTAN,1001262,232515,PHONE,Unspecified,MANHATTAN,40.804859488964695,-73.93855038053502,"{'latitude': '40.804859488964695', 'longitude': '-73.93855038053502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,,
58969174,2023-09-30T12:28:42.000,2023-10-10T11:23:50.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,10306,414 GREELEY AVENUE,GREELEY AVENUE,POULTNEY STREET,OLDFIELD STREET,POULTNEY STREET,OLDFIELD STREET,ADDRESS,STATEN ISLAND,GREELEY AVENUE,Closed,2023-10-10T10:48:23.000,02 STATEN ISLAND,5037450033,STATEN ISLAND,956246,148283,ONLINE,Unspecified,STATEN ISLAND,40.57363432448042,-74.10080403627654,"{'latitude': '40.57363432448042', 'longitude': '-74.10080403627654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",,,,,,,
59441760,2023-09-30T12:28:18.000,,HPD,Department of Housing Preservation and Development,Plumbing,Bathtub/Shower,Apartment,10451,383 EAST  162 STREET,EAST  162 STREET,COURTLANDT AVENUE,MELROSE AVENUE,COURTLANDT AVENUE,MELROSE AVENUE,ADDRESS,BRONX,EAST  162 STREET,In Progress,,03 BRONX,2024080052,BRONX,1008067,239841,PHONE,Unspecified,BRONX,40.82495157742136,-73.91394382693302,"{'latitude': '40.82495157742136', 'longitude': '-73.91394382693302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58968382,2023-09-30T12:28:17.000,2023-09-30T13:43:18.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11370,23-45 83 STREET,83 STREET,23 AVENUE,24 AVENUE,23 AVENUE,24 AVENUE,ADDRESS,EAST ELMHURST,83 STREET,Closed,2023-09-30T13:43:21.000,03 QUEENS,4010780054,QUEENS,1015752,218303,MOBILE,Unspecified,QUEENS,40.76581159246697,-73.88627725396907,"{'latitude': '40.76581159246697', 'longitude': '-73.88627725396907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department issued a summons in response to the complaint.,,,,,,,
58972975,2023-09-30T12:27:58.000,2023-10-10T13:18:30.000,DOT,Department of Transportation,Street Sign - Dangling,One Way,Street,11235,2961 BRIGHTON    3 STREET,BRIGHTON    3 STREET,BRIGHTON    3 LANE,BRIGHTON    2 LANE,BRIGHTON    3 LANE,BRIGHTON    2 LANE,ADDRESS,BROOKLYN,BRIGHTON    3 STREET,Closed,2023-10-10T13:18:35.000,13 BROOKLYN,3086637504,BROOKLYN,993959,150372,ONLINE,Unspecified,BROOKLYN,40.579407129434976,-73.96504817915769,"{'latitude': '40.579407129434976', 'longitude': '-73.96504817915769', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Transportation has completed the request or corrected the condition.,,,,,,,
58970800,2023-09-30T12:27:51.000,2023-09-30T12:46:19.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10033,217 HAVEN AVENUE,HAVEN AVENUE,WEST  176 STREET,WEST  176 STREET PEDESTRIAN OVPS,WEST  176 STREET,WEST  176 STREET PEDESTRIAN OVPS,ADDRESS,NEW YORK,HAVEN AVENUE,Closed,2023-09-30T12:46:22.000,12 MANHATTAN,1021390551,MANHATTAN,1000250,248153,MOBILE,Unspecified,MANHATTAN,40.847783225368126,-73.94216856655447,"{'latitude': '40.847783225368126', 'longitude': '-73.94216856655447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,,
59446714,2023-09-30T12:27:49.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Flooring/Stairs,Floor,Apartment,11231,165 CONOVER STREET,CONOVER STREET,SULLIVAN STREET,WOLCOTT STREET,SULLIVAN STREET,WOLCOTT STREET,ADDRESS,BROOKLYN,CONOVER STREET,Closed,2023-10-05T00:00:00.000,06 BROOKLYN,3005650001,BROOKLYN,980368,186393,PHONE,Unspecified,BROOKLYN,40.67828163707107,-74.01399568739492,"{'latitude': '40.67828163707107', 'longitude': '-74.01399568739492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59457170,2023-09-30T12:27:45.000,2023-11-08T00:00:00.000,HPD,Department of Housing Preservation and Development,General,Bell/Buzzer/Intercom,Apartment,11221,995 GATES AVENUE,GATES AVENUE,PATCHEN AVENUE,RALPH AVENUE,PATCHEN AVENUE,RALPH AVENUE,ADDRESS,BROOKLYN,GATES AVENUE,Closed,2023-11-08T00:00:00.000,03 BROOKLYN,3016330060,BROOKLYN,1004869,190340,PHONE,Unspecified,BROOKLYN,40.689092085559636,-73.92565072178077,"{'latitude': '40.689092085559636', 'longitude': '-73.92565072178077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59447008,2023-09-30T12:27:45.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,10030,164 WEST  141 STREET,WEST  141 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  141 STREET,Closed,2023-10-01T00:00:00.000,10 MANHATTAN,1020090054,MANHATTAN,1000898,237534,PHONE,Unspecified,MANHATTAN,40.81863593761431,-73.93985274861026,"{'latitude': '40.81863593761431', 'longitude': '-73.93985274861026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58977874,2023-09-30T12:27:42.000,2023-10-04T09:43:14.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11207,931 DUMONT AVENUE,DUMONT AVENUE,WARWICK STREET,ASHFORD STREET,WARWICK STREET,ASHFORD STREET,ADDRESS,BROOKLYN,DUMONT AVENUE,Closed,2023-10-03T11:11:57.000,05 BROOKLYN,3040630055,BROOKLYN,1016397,182609,ONLINE,Unspecified,BROOKLYN,40.667837894669304,-73.88411925690833,"{'latitude': '40.667837894669304', 'longitude': '-73.88411925690833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation removed the items.,,,,,,,
59445476,2023-09-30T12:27:39.000,2023-09-30T13:55:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11215,141 9 STREET,9 STREET,2 AVENUE,3 AVENUE,2 AVENUE,3 AVENUE,ADDRESS,BROOKLYN,9 STREET,Closed,2023-09-30T13:55:00.000,06 BROOKLYN,3010020056,BROOKLYN,986301,184191,ONLINE,Unspecified,BROOKLYN,40.672238256621846,-73.99260624581439,"{'latitude': '40.672238256621846', 'longitude': '-73.99260624581439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58977689,2023-09-30T12:27:19.000,2023-10-02T10:52:58.000,DPR,Department of Parks and Recreation,Illegal Tree Damage,Branches Damaged,Street,10025,40 WEST   95 STREET,WEST   95 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   95 STREET,Closed,2023-10-02T10:43:52.000,07 MANHATTAN,1012080050,MANHATTAN,993514,227664,MOBILE,Unspecified,MANHATTAN,40.791556336809144,-73.96654388139441,"{'latitude': '40.791556336809144', 'longitude': '-73.96654388139441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NYC Parks visited the site and inspected the condition. No work is necessary at this time.,,,,,,,
58970359,2023-09-30T12:27:14.000,2023-10-06T20:05:29.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10453,1991 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-06T00:00:00.000,05 BRONX,2032160060,BRONX,1008727,250643,PHONE,Unspecified,BRONX,40.85459810388299,-73.91151967670648,"{'latitude': '40.85459810388299', 'longitude': '-73.91151967670648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,,,,,,,
58969136,2023-09-30T12:27:14.000,2023-10-06T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11216,277 GATES AVENUE,GATES AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,2023-10-06T00:00:00.000,03 BROOKLYN,3019740051,BROOKLYN,996389,189054,UNKNOWN,Unspecified,BROOKLYN,40.68557800392962,-73.95623074565354,"{'latitude': '40.68557800392962', 'longitude': '-73.95623074565354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",,,,,,,
58969088,2023-09-30T12:27:14.000,2023-10-06T20:05:29.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10453,1991 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-06T00:00:00.000,05 BRONX,2032160060,BRONX,1008727,250643,PHONE,Unspecified,BRONX,40.85459810388299,-73.91151967670648,"{'latitude': '40.85459810388299', 'longitude': '-73.91151967670648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,,,,,,,
58977527,2023-09-30T12:27:14.000,2023-10-06T20:05:29.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10453,1991 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-06T00:00:00.000,05 BRONX,2032160060,BRONX,1008727,250643,PHONE,Unspecified,BRONX,40.85459810388299,-73.91151967670648,"{'latitude': '40.85459810388299', 'longitude': '-73.91151967670648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
58968343,2023-09-30T12:27:05.000,2023-09-30T13:24:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11209,245 96 STREET,96 STREET,MARINE AVENUE,3 AVENUE,MARINE AVENUE,3 AVENUE,ADDRESS,BROOKLYN,96 STREET,Closed,2023-09-30T13:24:57.000,10 BROOKLYN,3061160041,BROOKLYN,974542,164013,MOBILE,Unspecified,BROOKLYN,40.61684891473562,-74.0349678237751,"{'latitude': '40.61684891473562', 'longitude': '-74.0349678237751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,,
58977391,2023-09-30T12:27:03.000,2023-10-11T20:10:54.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10452,1515 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,2023-10-11T00:00:00.000,04 BRONX,2028350016,BRONX,1008459,245889,PHONE,Unspecified,BRONX,40.84155052157685,-73.9125056166597,"{'latitude': '40.84155052157685', 'longitude': '-73.9125056166597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
58971542,2023-09-30T12:27:03.000,2023-10-11T20:10:51.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10452,1515 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,2023-10-11T00:00:00.000,04 BRONX,2028350016,BRONX,1008459,245889,PHONE,Unspecified,BRONX,40.84155052157685,-73.9125056166597,"{'latitude': '40.84155052157685', 'longitude': '-73.9125056166597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58968917,2023-09-30T12:27:03.000,2023-10-11T20:10:53.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10452,1515 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,2023-10-11T00:00:00.000,04 BRONX,2028350016,BRONX,1008459,245889,PHONE,Unspecified,BRONX,40.84155052157685,-73.9125056166597,"{'latitude': '40.84155052157685', 'longitude': '-73.9125056166597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58971749,2023-09-30T12:26:49.000,2023-10-03T15:39:44.000,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,Sidewalk,10019,1619 BROADWAY,BROADWAY,WEST   49 STREET,WEST   50 STREET,WEST   49 STREET,WEST   50 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,2023-10-03T15:39:50.000,05 MANHATTAN,1010210019,MANHATTAN,988591,216551,ONLINE,Unspecified,MANHATTAN,40.76105786456666,-73.98433004028819,"{'latitude': '40.76105786456666', 'longitude': '-73.98433004028819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",,,,,,,
58975705,2023-09-30T12:26:47.000,2023-09-30T12:50:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11215,296 FOURTH AVENUE,FOURTH AVENUE,GARFIELD PLACE,1 STREET,GARFIELD PLACE,1 STREET,ADDRESS,BROOKLYN,4 AVENUE,Closed,2023-09-30T12:50:11.000,06 BROOKLYN,3004560001,BROOKLYN,988522,185310,MOBILE,Unspecified,BROOKLYN,40.67530886695501,-73.98459894087286,"{'latitude': '40.67530886695501', 'longitude': '-73.98459894087286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,,
59443309,2023-09-30T12:26:36.000,2023-10-11T00:00:00.000,HPD,Department of Housing Preservation and Development,General,Bell/Buzzer/Intercom,Apartment,10452,1515 GRAND CONCOURSE,GRAND CONCOURSE,EAST  172 STREET,ROCKWOOD STREET,EAST  172 STREET,ROCKWOOD STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,2023-10-11T00:00:00.000,04 BRONX,2028350016,BRONX,1008459,245889,PHONE,Unspecified,BRONX,40.84155052157685,-73.9125056166597,"{'latitude': '40.84155052157685', 'longitude': '-73.9125056166597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59456968,2023-09-30T12:26:35.000,2023-10-11T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Door,Apartment,10452,1515 GRAND CONCOURSE,GRAND CONCOURSE,EAST  172 STREET,ROCKWOOD STREET,EAST  172 STREET,ROCKWOOD STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,2023-10-11T00:00:00.000,04 BRONX,2028350016,BRONX,1008459,245889,PHONE,Unspecified,BRONX,40.84155052157685,-73.9125056166597,"{'latitude': '40.84155052157685', 'longitude': '-73.9125056166597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59449642,2023-09-30T12:26:33.000,2023-10-11T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10452,1515 GRAND CONCOURSE,GRAND CONCOURSE,EAST  172 STREET,ROCKWOOD STREET,EAST  172 STREET,ROCKWOOD STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,2023-10-11T00:00:00.000,04 BRONX,2028350016,BRONX,1008459,245889,PHONE,Unspecified,BRONX,40.84155052157685,-73.9125056166597,"{'latitude': '40.84155052157685', 'longitude': '-73.9125056166597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58971966,2023-09-30T12:26:00.000,2023-10-03T14:33:00.000,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,10016,145 EAST   27 STREET,EAST   27 STREET,LEXINGTON AVE,BROADWAY ALLY,,,ADDRESS,NEW YORK,,Closed,2023-10-03T14:33:00.000,06 MANHATTAN,1008830044,MANHATTAN,989069,209574,ONLINE,Unspecified,MANHATTAN,40.74190751693278,-73.98260957594246,"{'latitude': '40.74190751693278', 'longitude': '-73.98260957594246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,,,N/A,,,
58970570,2023-09-30T12:25:39.000,2023-10-25T06:36:40.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10002,196 ALLEN STREET,ALLEN STREET,STANTON STREET,1 AVENUE,STANTON STREET,1 AVENUE,ADDRESS,NEW YORK,ALLEN STREET,Closed,2023-10-25T06:36:46.000,03 MANHATTAN,1004170076,MANHATTAN,987344,202472,ONLINE,Unspecified,MANHATTAN,40.722415041944146,-73.98883788451082,"{'latitude': '40.722415041944146', 'longitude': '-73.98883788451082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,"196 ALLEN STREET, MANHATTAN (NEW YORK), NY, 10002",,,,,,
59442510,2023-09-30T12:25:31.000,2023-10-06T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10453,86 WEST  179 STREET,WEST  179 STREET,UNIVERSITY AVENUE,ANDREWS AVENUE SOUTH,UNIVERSITY AVENUE,ANDREWS AVENUE SOUTH,ADDRESS,BRONX,WEST  179 STREET,Closed,2023-10-06T00:00:00.000,05 BRONX,2032160060,BRONX,1008703,250763,PHONE,Unspecified,BRONX,40.8549275344407,-73.91160599496871,"{'latitude': '40.8549275344407', 'longitude': '-73.91160599496871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59449353,2023-09-30T12:25:31.000,2023-10-06T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,10453,86 WEST  179 STREET,WEST  179 STREET,UNIVERSITY AVENUE,ANDREWS AVENUE SOUTH,UNIVERSITY AVENUE,ANDREWS AVENUE SOUTH,ADDRESS,BRONX,WEST  179 STREET,Closed,2023-10-06T00:00:00.000,05 BRONX,2032160060,BRONX,1008703,250763,PHONE,Unspecified,BRONX,40.8549275344407,-73.91160599496871,"{'latitude': '40.8549275344407', 'longitude': '-73.91160599496871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
