unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_company_borough
58788864,2023-09-12T13:05:03.000,2023-09-12T13:23:11.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10306,ROMA AVENUE,ROMA AVENUE,INTERSECTION,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T13:23:15.000,02 STATEN ISLAND,,STATEN ISLAND,955316,143744,MOBILE,Unspecified,STATEN ISLAND,40.56117267394608,-74.10413226615634,"{'latitude': '40.56117267394608', 'longitude': '-74.10413226615634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EBBITTS STREET,ROMA AVENUE,EBBITTS STREET,ROMA AVENUE,,,,,,,,
58792072,2023-09-12T13:05:02.000,2023-10-14T14:22:33.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,10035,1429 5 AVENUE,5 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-14T00:00:00.000,11 MANHATTAN,1016220073,MANHATTAN,999144,231107,PHONE,Unspecified,MANHATTAN,40.8009987401566,-73.94620400115934,"{'latitude': '40.8009987401566', 'longitude': '-73.94620400115934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58797211,2023-09-12T13:05:00.000,2023-09-13T06:12:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),10025,1135 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-13T06:12:00.000,09 MANHATTAN,1018670074,MANHATTAN,995012,233183,ONLINE,Unspecified,MANHATTAN,40.80670278806583,-73.9611251418626,"{'latitude': '40.80670278806583', 'longitude': '-73.9611251418626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,W 115 ST,W 116 ST,,,,,N/A,,,,,
58789585,2023-09-12T13:04:59.000,2023-09-19T09:53:33.000,DOT,Department of Transportation,Curb Condition,Broken Curb,11216,262 GATES AVENUE,GATES AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Transportation will inspect the condition to determine if the location can be added to a curb contract (3-5 years). The property owner will be notified if there are sidewalk defects. Property owners are responsible for repairing and installing sidewalks adjoining their property, according to Section 19-152 of the NYC Administrative Code. Community Boards and elected officials may contribute funding for curb, affecting timeframe for construction.",2023-09-19T09:53:40.000,03 BROOKLYN,3019860003,BROOKLYN,996390,189048,ONLINE,Unspecified,BROOKLYN,40.685561533932216,-73.95622715079263,"{'latitude': '40.685561533932216', 'longitude': '-73.95622715079263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,FRANKLIN AVENUE,BEDFORD AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,GATES AVENUE,,,,,,,
58792110,2023-09-12T13:04:56.000,2023-09-15T20:03:24.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,10458,2860 DECATUR AVENUE,DECATUR AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,07 BRONX,2032790062,BRONX,1016108,255403,PHONE,Unspecified,BRONX,40.867639310575015,-73.88481597920585,"{'latitude': '40.867639310575015', 'longitude': '-73.88481597920585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58788772,2023-09-12T13:04:55.000,2023-09-12T21:06:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10461,1549 MCDONALD STREET,MCDONALD STREET,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T21:06:34.000,11 BRONX,2042210053,BRONX,1027779,250904,MOBILE,Unspecified,BRONX,40.855241094435414,-73.84264825579992,"{'latitude': '40.855241094435414', 'longitude': '-73.84264825579992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EASTCHESTER ROAD,STILLWELL AVENUE,EASTCHESTER ROAD,STILLWELL AVENUE,MCDONALD STREET,,,,,,,
58794473,2023-09-12T13:04:53.000,2023-09-12T14:41:14.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11103,30-38 48 STREET,48 STREET,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T14:41:18.000,01 QUEENS,4007290061,QUEENS,1009296,216060,MOBILE,Unspecified,QUEENS,40.7596757857884,-73.90959186018591,"{'latitude': '40.7596757857884', 'longitude': '-73.90959186018591', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,30 AVENUE,31 AVENUE,30 AVENUE,31 AVENUE,48 STREET,,,,,,,
58793322,2023-09-12T13:04:46.000,2023-09-12T13:55:46.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11229,3042 AVENUE V,AVENUE V,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T13:55:51.000,15 BROOKLYN,3073890001,BROOKLYN,1001769,157438,MOBILE,Unspecified,BROOKLYN,40.59878988925375,-73.93691433327626,"{'latitude': '40.59878988925375', 'longitude': '-73.93691433327626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,FORD STREET,COYLE STREET,FORD STREET,COYLE STREET,AVENUE V,,,,,,,
58790176,2023-09-12T13:04:36.000,2023-09-12T14:51:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11232,5101 1 AVENUE,1 AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T14:51:33.000,07 BROOKLYN,3007960001,BROOKLYN,978757,176007,MOBILE,Unspecified,BROOKLYN,40.64977351596006,-74.01979532760336,"{'latitude': '40.64977351596006', 'longitude': '-74.01979532760336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,51 STREET,52 STREET,51 STREET,52 STREET,1 AVENUE,,,,,,,
58790727,2023-09-12T13:04:27.000,2023-09-15T20:46:01.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11434,178-20 SELOVER ROAD,SELOVER ROAD,ADDRESS,JAMAICA,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-15T00:00:00.000,12 QUEENS,4124880016,QUEENS,1049388,187886,PHONE,Unspecified,QUEENS,40.68214076133241,-73.76514556120017,"{'latitude': '40.68214076133241', 'longitude': '-73.76514556120017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58794857,2023-09-12T13:04:27.000,2023-09-15T20:46:01.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,11434,178-20 SELOVER ROAD,SELOVER ROAD,ADDRESS,JAMAICA,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-15T00:00:00.000,12 QUEENS,4124880016,QUEENS,1049388,187886,PHONE,Unspecified,QUEENS,40.68214076133241,-73.76514556120017,"{'latitude': '40.68214076133241', 'longitude': '-73.76514556120017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58793608,2023-09-12T13:04:27.000,2023-09-15T20:46:01.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,11434,178-20 SELOVER ROAD,SELOVER ROAD,ADDRESS,JAMAICA,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-15T00:00:00.000,12 QUEENS,4124880016,QUEENS,1049388,187886,PHONE,Unspecified,QUEENS,40.68214076133241,-73.76514556120017,"{'latitude': '40.68214076133241', 'longitude': '-73.76514556120017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58789203,2023-09-12T13:04:27.000,2023-09-15T20:46:01.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,11434,178-20 SELOVER ROAD,SELOVER ROAD,ADDRESS,JAMAICA,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-15T00:00:00.000,12 QUEENS,4124880016,QUEENS,1049388,187886,PHONE,Unspecified,QUEENS,40.68214076133241,-73.76514556120017,"{'latitude': '40.68214076133241', 'longitude': '-73.76514556120017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58799359,2023-09-12T13:04:27.000,2023-09-15T20:46:01.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,11434,178-20 SELOVER ROAD,SELOVER ROAD,ADDRESS,JAMAICA,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-15T00:00:00.000,12 QUEENS,4124880016,QUEENS,1049388,187886,PHONE,Unspecified,QUEENS,40.68214076133241,-73.76514556120017,"{'latitude': '40.68214076133241', 'longitude': '-73.76514556120017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58799344,2023-09-12T13:04:27.000,2023-09-15T20:46:01.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11434,178-20 SELOVER ROAD,SELOVER ROAD,ADDRESS,JAMAICA,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-15T00:00:00.000,12 QUEENS,4124880016,QUEENS,1049388,187886,PHONE,Unspecified,QUEENS,40.68214076133241,-73.76514556120017,"{'latitude': '40.68214076133241', 'longitude': '-73.76514556120017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58795109,2023-09-12T13:04:27.000,2023-09-15T20:46:01.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,11434,178-20 SELOVER ROAD,SELOVER ROAD,ADDRESS,JAMAICA,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-15T00:00:00.000,12 QUEENS,4124880016,QUEENS,1049388,187886,PHONE,Unspecified,QUEENS,40.68214076133241,-73.76514556120017,"{'latitude': '40.68214076133241', 'longitude': '-73.76514556120017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58790759,2023-09-12T13:04:23.000,2023-10-11T10:08:20.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11203,36 EAST   55 STREET,EAST   55 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,17 BROOKLYN,3046240025,BROOKLYN,1004737,178843,PHONE,Unspecified,BROOKLYN,40.65753572060055,-73.92616164041688,"{'latitude': '40.65753572060055', 'longitude': '-73.92616164041688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58797807,2023-09-12T13:04:23.000,2023-09-18T16:14:48.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,11236,942 EAST  104 STREET,EAST  104 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,18 BROOKLYN,3082110058,BROOKLYN,1013505,174751,PHONE,Unspecified,BROOKLYN,40.646279452393806,-73.89457816909281,"{'latitude': '40.646279452393806', 'longitude': '-73.89457816909281', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,
58789018,2023-09-12T13:04:04.000,2023-09-12T13:04:04.000,DOT,Department of Transportation,Street Condition,Pothole,11234,,,INTERSECTION,BROOKLYN,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-12T13:04:04.000,18 BROOKLYN,,BROOKLYN,1004133,169848,UNKNOWN,Unspecified,BROOKLYN,40.63284777043393,-73.92836506191817,"{'latitude': '40.63284777043393', 'longitude': '-73.92836506191817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,AVENUE H,UTICA AVENUE,,,N/A,,,,,
58796808,2023-09-12T13:04:04.000,2023-10-06T11:27:57.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Grass/Weeds,11233,70 CHAUNCEY STREET,CHAUNCEY STREET,ADDRESS,BROOKLYN,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-06T11:28:02.000,03 BROOKLYN,3016900001,BROOKLYN,1003129,187066,ONLINE,Unspecified,BROOKLYN,40.680109588463054,-73.93193409316193,"{'latitude': '40.680109588463054', 'longitude': '-73.93193409316193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park,LEWIS AVENUE,STUYVESANT AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,CHAUNCEY STREET,,,,,,,
58794731,2023-09-12T13:04:03.000,2023-09-12T13:55:42.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11229,3042 AVENUE V,AVENUE V,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T13:55:46.000,15 BROOKLYN,3073890001,BROOKLYN,1001769,157438,MOBILE,Unspecified,BROOKLYN,40.59878988925375,-73.93691433327626,"{'latitude': '40.59878988925375', 'longitude': '-73.93691433327626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,FORD STREET,COYLE STREET,FORD STREET,COYLE STREET,AVENUE V,,,,,,,
58791864,2023-09-12T13:04:00.000,2023-11-03T02:55:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,10001,,,INTERSECTION,MANHATTAN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-11-03T02:55:00.000,04 MANHATTAN,,MANHATTAN,983978,213272,UNKNOWN,Unspecified,MANHATTAN,40.75205890698893,-74.00098172154796,"{'latitude': '40.75205890698893', 'longitude': '-74.00098172154796', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,10 AVENUE,WEST 30 STREET,,,,,,,,
58795851,2023-09-12T13:03:48.000,2023-09-12T13:10:17.000,TLC,Taxi and Limousine Commission,Lost Property,Electronics/Phones,10023,BROADWAY,BROADWAY,INTERSECTION,,Closed,See notes for information.,2023-09-12T13:10:20.000,07 MANHATTAN,,MANHATTAN,989494,224090,UNKNOWN,Unspecified,MANHATTAN,40.7817499622558,-73.9810645461519,"{'latitude': '40.7817499622558', 'longitude': '-73.9810645461519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Taxi,BROADWAY,WEST   76 STREET,BROADWAY,WEST   76 STREET,,"BROADWAY AND WEST   76 STREET, MANHATTAN, NY, 10023",,,,,,
58795339,2023-09-12T13:03:44.000,2023-09-13T07:06:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11355,47-19 UNION STREET,UNION STREET,ADDRESS,FLUSHING,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T07:06:48.000,07 QUEENS,4052170032,QUEENS,1035128,212545,ONLINE,Unspecified,QUEENS,40.74991711126831,-73.81637331018015,"{'latitude': '40.74991711126831', 'longitude': '-73.81637331018015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,LABURNUM AVENUE,NEGUNDO AVENUE,LABURNUM AVENUE,NEGUNDO AVENUE,UNION STREET,,,,,,,
58798836,2023-09-12T13:03:34.000,2023-09-12T13:23:10.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10306,ROMA AVENUE,ROMA AVENUE,INTERSECTION,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T13:23:13.000,02 STATEN ISLAND,,STATEN ISLAND,955316,143744,MOBILE,Unspecified,STATEN ISLAND,40.56117267394608,-74.10413226615634,"{'latitude': '40.56117267394608', 'longitude': '-74.10413226615634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EBBITTS STREET,ROMA AVENUE,EBBITTS STREET,ROMA AVENUE,,,,,,,,
58795549,2023-09-12T13:03:31.000,2023-09-13T07:41:39.000,DSNY,Department of Sanitation,Dirty Condition,Trash,11210,1295 EAST   22 STREET,EAST   22 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T07:41:43.000,14 BROOKLYN,3076400033,BROOKLYN,997200,165262,ONLINE,Unspecified,BROOKLYN,40.620273014397775,-73.95335222938881,"{'latitude': '40.620273014397775', 'longitude': '-73.95335222938881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,AVENUE L,AVENUE M,AVENUE L,AVENUE M,EAST   22 STREET,,,,,,,
58791389,2023-09-12T13:03:28.000,2023-09-14T06:45:24.000,DSNY,Department of Sanitation,Dumpster Complaint,Blocking Sidewalk or Street,10306,280 MALDEN PLACE,MALDEN PLACE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-14T04:54:02.000,03 STATEN ISLAND,5040000039,STATEN ISLAND,952002,144050,PHONE,Unspecified,STATEN ISLAND,40.562001151595815,-74.11606066061526,"{'latitude': '40.562001151595815', 'longitude': '-74.11606066061526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,PRIMROSE PLACE,FALCON AVENUE,PRIMROSE PLACE,FALCON AVENUE,MALDEN PLACE,,,,,,,
58795181,2023-09-12T13:03:22.000,2023-09-12T13:32:57.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11231,61 FOURTH STREET,FOURTH STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T13:33:01.000,06 BROOKLYN,3004650001,BROOKLYN,985947,185956,MOBILE,Unspecified,BROOKLYN,40.67708285939051,-73.99388195401718,"{'latitude': '40.67708285939051', 'longitude': '-73.99388195401718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,HOYT STREET,BOND STREET,HOYT STREET,BOND STREET,4 STREET,,,,,,,
58790819,2023-09-12T13:03:19.000,2023-09-12T13:05:18.000,NYPD,New York City Police Department,Drug Activity,Use Outside,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T13:05:21.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,,
58796583,2023-09-12T13:03:16.000,2023-09-12T13:05:38.000,NYPD,New York City Police Department,Drug Activity,Use Outside,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T13:05:41.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,,
58793703,2023-09-12T13:03:12.000,2023-09-12T13:05:56.000,NYPD,New York City Police Department,Drug Activity,Use Outside,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T13:06:00.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,,
58790820,2023-09-12T13:03:08.000,2023-09-12T13:06:31.000,NYPD,New York City Police Department,Drug Activity,Use Outside,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T13:06:35.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,,
58799664,2023-09-12T13:03:08.000,2023-11-20T11:33:21.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Grass/Weeds,11229,MARINE PARK,MARINE PARK,UNRECOGNIZED,BROOKLYN,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-11-20T11:33:26.000,18 BROOKLYN,3085900600,BROOKLYN,1006747,156658,ONLINE,Unspecified,BROOKLYN,40.59663770945727,-73.91899123356184,"{'latitude': '40.59663770945727', 'longitude': '-73.91899123356184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park,BURNETT STREET,EAST   33 STREET,BURNETT STREET,EAST   33 STREET,MARINE PARK,,,,,,,
58793224,2023-09-12T13:03:04.000,2023-09-12T15:09:15.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11361,200-28 45 AVENUE,45 AVENUE,ADDRESS,BAYSIDE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T15:09:19.000,11 QUEENS,4055420019,QUEENS,1044625,215096,PHONE,Unspecified,QUEENS,40.756859194754426,-73.78207437129045,"{'latitude': '40.756859194754426', 'longitude': '-73.78207437129045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,FRANCIS LEWIS BOULEVARD,202 STREET,FRANCIS LEWIS BOULEVARD,202 STREET,45 AVENUE,,,,,,,
58794021,2023-09-12T13:02:59.000,2023-09-18T10:49:37.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,11354,154-69 26 AVENUE,26 AVENUE,ADDRESS,FLUSHING,Closed,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2023-09-18T10:49:42.000,07 QUEENS,4048480042,QUEENS,1037082,221287,PHONE,Unspecified,QUEENS,40.77390013831761,-73.80925233484547,"{'latitude': '40.77390013831761', 'longitude': '-73.80925233484547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,154 STREET,157 STREET,154 STREET,157 STREET,26 AVENUE,,,,,,,
58791809,2023-09-12T13:02:50.000,2023-09-12T15:01:35.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,10021,414 EAST   75 STREET,EAST   75 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T15:01:38.000,08 MANHATTAN,1014690041,MANHATTAN,996987,219633,MOBILE,Unspecified,MANHATTAN,40.769509047867984,-73.95401667529478,"{'latitude': '40.769509047867984', 'longitude': '-73.95401667529478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,1 AVENUE,YORK AVENUE,1 AVENUE,YORK AVENUE,EAST   75 STREET,,,,,,,
58790860,2023-09-12T13:02:47.000,2023-09-12T13:55:32.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,10314,145 EAST SERVICE ROAD,EAST SERVICE ROAD,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T13:55:36.000,02 STATEN ISLAND,5026380050,STATEN ISLAND,930819,153517,ONLINE,Unspecified,STATEN ISLAND,40.5878838093473,-74.1923729776601,"{'latitude': '40.5878838093473', 'longitude': '-74.1923729776601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,GLEN STREET,W SHORE EXPRESSWAY EXIT    7 NB,GLEN STREET,W SHORE EXPRESSWAY EXIT    7 NB,EAST SERVICE ROAD,,,,,,,
58795642,2023-09-12T13:02:45.000,2023-09-13T03:28:41.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Mattress or Box Spring Uncovered,10457,1520 SHERIDAN AVENUE,SHERIDAN AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T03:28:45.000,04 BRONX,2028190005,BRONX,1008819,245780,ONLINE,Unspecified,BRONX,40.84125035426411,-73.91120493140677,"{'latitude': '40.84125035426411', 'longitude': '-73.91120493140677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,EAST  172 STREET,MOUNT EDEN PARKWAY,EAST  172 STREET,MOUNT EDEN PARKWAY,SHERIDAN AVENUE,,,,,,,
58796085,2023-09-12T13:02:43.000,2023-09-12T14:34:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11232,129 30 STREET,30 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T14:34:37.000,07 BROOKLYN,3006680053,BROOKLYN,983626,179176,PHONE,Unspecified,BROOKLYN,40.65847341044336,-74.00224902516594,"{'latitude': '40.65847341044336', 'longitude': '-74.00224902516594', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,30 STREET,,,,,,,
