unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,vehicle_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment
58961306,2023-09-29T12:39:22.000,2023-10-04T09:53:21.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10031,543 WEST  146 STREET,WEST  146 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,09 MANHATTAN,1020780011,MANHATTAN,998546,240373,PHONE,Unspecified,MANHATTAN,40.82643230708916,-73.94834419528975,"{'latitude': '40.82643230708916', 'longitude': '-73.94834419528975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58959817,2023-09-29T12:39:22.000,2023-10-04T09:53:22.000,HPD,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,RESIDENTIAL BUILDING,10031,543 WEST  146 STREET,WEST  146 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,09 MANHATTAN,1020780011,MANHATTAN,998546,240373,PHONE,Unspecified,MANHATTAN,40.82643230708916,-73.94834419528975,"{'latitude': '40.82643230708916', 'longitude': '-73.94834419528975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58962825,2023-09-29T12:39:22.000,2023-10-04T09:53:20.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10031,543 WEST  146 STREET,WEST  146 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,09 MANHATTAN,1020780011,MANHATTAN,998546,240373,PHONE,Unspecified,MANHATTAN,40.82643230708916,-73.94834419528975,"{'latitude': '40.82643230708916', 'longitude': '-73.94834419528975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58959747,2023-09-29T12:39:22.000,2023-10-04T09:53:22.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10031,543 WEST  146 STREET,WEST  146 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-10-04T00:00:00.000,09 MANHATTAN,1020780011,MANHATTAN,998546,240373,PHONE,Unspecified,MANHATTAN,40.82643230708916,-73.94834419528975,"{'latitude': '40.82643230708916', 'longitude': '-73.94834419528975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
59439179,2023-09-29T12:39:21.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11207,74 DESALES PLACE,DESALES PLACE,BUSHWICK AVENUE,DEAD END,BUSHWICK AVENUE,DEAD END,ADDRESS,BROOKLYN,DE SALES PLACE,Closed,,2023-10-12T00:00:00.000,04 BROOKLYN,3034710018,BROOKLYN,1010797,187958,PHONE,Unspecified,BROOKLYN,40.68253824892116,-73.90428456936277,"{'latitude': '40.68253824892116', 'longitude': '-73.90428456936277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58965545,2023-09-29T12:39:11.000,2023-09-29T13:34:37.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11237,1531 GATES AVENUE,GATES AVENUE,IRVING AVENUE,MYRTLE AVENUE,IRVING AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,GATES AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T13:34:42.000,04 BROOKLYN,,BROOKLYN,1008459,193972,MOBILE,Unspecified,BROOKLYN,40.69905198787359,-73.91269263030661,"{'latitude': '40.69905198787359', 'longitude': '-73.91269263030661', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58961689,2023-09-29T12:39:08.000,2023-09-29T18:47:37.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10470,729 CRANFORD AVENUE,CRANFORD AVENUE,EAST  241 STREET,BARNES AVENUE,EAST  241 STREET,BARNES AVENUE,ADDRESS,BRONX,CRANFORD AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T18:47:42.000,12 BRONX,2051120010,BRONX,1025954,268427,PHONE,Unspecified,BRONX,40.903345030052414,-73.84913629047388,"{'latitude': '40.903345030052414', 'longitude': '-73.84913629047388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58964288,2023-09-29T12:38:57.000,2023-10-08T10:34:53.000,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,10014,22 KING STREET,KING STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,02 MANHATTAN,1005190028,MANHATTAN,983210,204402,ONLINE,Unspecified,MANHATTAN,40.72771290334532,-74.00375226986566,"{'latitude': '40.72771290334532', 'longitude': '-74.00375226986566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
59442585,2023-09-29T12:38:52.000,2023-09-30T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11205,263 FRANKLIN AVENUE,FRANKLIN AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,FRANKLIN AVENUE,Closed,,2023-09-30T00:00:00.000,03 BROOKLYN,,BROOKLYN,996116,190813,ONLINE,Unspecified,BROOKLYN,40.69040642485583,-73.9572119959785,"{'latitude': '40.69040642485583', 'longitude': '-73.9572119959785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58966118,2023-09-29T12:38:49.000,2023-10-07T08:25:55.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10026,47 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-07T00:00:00.000,10 MANHATTAN,1018220017,MANHATTAN,997403,230838,ONLINE,Unspecified,MANHATTAN,40.800263171928414,-73.95249288679169,"{'latitude': '40.800263171928414', 'longitude': '-73.95249288679169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
59459697,2023-09-29T12:38:47.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,11207,660 NEW JERSEY AVENUE,NEW JERSEY AVENUE,RIVERDALE AVENUE,NEW LOTS AVENUE,RIVERDALE AVENUE,NEW LOTS AVENUE,ADDRESS,BROOKLYN,NEW JERSEY AVENUE,Closed,,2023-10-02T00:00:00.000,05 BROOKLYN,,BROOKLYN,1014056,180826,PHONE,Unspecified,BROOKLYN,40.66295214985697,-73.89256576642916,"{'latitude': '40.66295214985697', 'longitude': '-73.89256576642916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58966154,2023-09-29T12:38:46.000,2023-10-01T13:40:00.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10460,1714 CROTONA PARK EAST,CROTONA PARK EAST,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,03 BRONX,2029400019,BRONX,1014930,244506,PHONE,Unspecified,BRONX,40.83773448093743,-73.8891249543624,"{'latitude': '40.83773448093743', 'longitude': '-73.8891249543624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
59459630,2023-09-29T12:38:44.000,2023-09-30T11:20:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11203,701 EAST   48 STREET,EAST   48 STREET,CANARSIE LANE,CLARENDON ROAD,CANARSIE LANE,CLARENDON ROAD,ADDRESS,BROOKLYN,EAST   48 STREET,Closed,,2023-09-30T11:20:00.000,17 BROOKLYN,3047590040,BROOKLYN,1003249,174058,PHONE,Unspecified,BROOKLYN,40.64440525764131,-73.9315381019872,"{'latitude': '40.64440525764131', 'longitude': '-73.9315381019872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
59446087,2023-09-29T12:38:43.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11207,660 NEW JERSEY AVENUE,NEW JERSEY AVENUE,RIVERDALE AVENUE,NEW LOTS AVENUE,RIVERDALE AVENUE,NEW LOTS AVENUE,ADDRESS,BROOKLYN,NEW JERSEY AVENUE,Closed,,2023-10-02T00:00:00.000,05 BROOKLYN,,BROOKLYN,1014056,180826,PHONE,Unspecified,BROOKLYN,40.66295214985697,-73.89256576642916,"{'latitude': '40.66295214985697', 'longitude': '-73.89256576642916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
59439897,2023-09-29T12:38:38.000,2023-10-08T00:00:00.000,HPD,Department of Housing Preservation and Development,General,Ventilation System,Public Area,10014,22 KING STREET,KING STREET,AVENUE OF THE AMERICAS,VARICK STREET,AVENUE OF THE AMERICAS,VARICK STREET,ADDRESS,NEW YORK,KING STREET,Closed,,2023-10-08T00:00:00.000,02 MANHATTAN,1005190028,MANHATTAN,983210,204402,ONLINE,Unspecified,MANHATTAN,40.72771290334532,-74.00375226986566,"{'latitude': '40.72771290334532', 'longitude': '-74.00375226986566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
59452509,2023-09-29T12:38:35.000,2023-09-29T17:41:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11214,8678 23 AVENUE,23 AVENUE,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,23 AVENUE,Closed,,2023-09-29T17:41:00.000,11 BROOKLYN,3063837501,BROOKLYN,986189,157593,PHONE,Unspecified,BROOKLYN,40.599232436072754,-73.9930176432393,"{'latitude': '40.599232436072754', 'longitude': '-73.9930176432393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
59435357,2023-09-29T12:38:28.000,2023-09-30T03:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11234,1560 EAST   56 STREET,EAST   56 STREET,MILL LANE,AVENUE O,MILL LANE,AVENUE O,ADDRESS,BROOKLYN,EAST   56 STREET,Closed,,2023-09-30T03:00:00.000,18 BROOKLYN,,BROOKLYN,1006205,164262,PHONE,Unspecified,BROOKLYN,40.61751048467989,-73.92091818461435,"{'latitude': '40.61751048467989', 'longitude': '-73.92091818461435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58965679,2023-09-29T12:38:23.000,2023-09-29T13:04:28.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11373,42-25 LAYTON STREET,LAYTON STREET,BAXTER AVENUE,PETTIT AVENUE,BAXTER AVENUE,PETTIT AVENUE,ADDRESS,ELMHURST,LAYTON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T13:04:32.000,04 QUEENS,,QUEENS,1016406,210460,PHONE,Unspecified,QUEENS,40.744282216484834,-73.88395381445368,"{'latitude': '40.744282216484834', 'longitude': '-73.88395381445368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
59442576,2023-09-29T12:38:16.000,2023-10-07T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10026,47 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  112 STREET,WEST  113 STREET,WEST  112 STREET,WEST  113 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,,2023-10-07T00:00:00.000,10 MANHATTAN,1018220017,MANHATTAN,997403,230838,ONLINE,Unspecified,MANHATTAN,40.800263171928414,-73.95249288679169,"{'latitude': '40.800263171928414', 'longitude': '-73.95249288679169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
59459336,2023-09-29T12:38:11.000,2023-09-29T14:10:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11206,113 NOSTRAND AVENUE,NOSTRAND AVENUE,PARK AVENUE,MYRTLE AVENUE,PARK AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,,2023-09-29T14:10:00.000,03 BROOKLYN,,BROOKLYN,997369,192882,PHONE,Unspecified,BROOKLYN,40.69608358182538,-73.95268973301896,"{'latitude': '40.69608358182538', 'longitude': '-73.95268973301896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
59436132,2023-09-29T12:38:10.000,2023-10-22T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,11212,1580 PITKIN AVENUE,PITKIN AVENUE,HERZL STREET,AMBOY STREET,HERZL STREET,AMBOY STREET,ADDRESS,BROOKLYN,PITKIN AVENUE,Closed,,2023-10-22T00:00:00.000,16 BROOKLYN,3035170033,BROOKLYN,1007799,183032,PHONE,Unspecified,BROOKLYN,40.66902597930586,-73.91511108785451,"{'latitude': '40.66902597930586', 'longitude': '-73.91511108785451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58960720,2023-09-29T12:38:00.000,2023-09-30T10:25:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11212,296 LEGION STREET,LEGION STREET,GRAFTON ST,LEGION ST,,,ADDRESS,BROOKLYN,,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-30T10:25:00.000,16 BROOKLYN,3035670001,BROOKLYN,1007366,180294,PHONE,Unspecified,BROOKLYN,40.66151192154906,-73.91668134348379,"{'latitude': '40.66151192154906', 'longitude': '-73.91668134348379', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58962148,2023-09-29T12:38:00.000,2023-09-29T18:10:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10306,45 THAYER PLACE,THAYER PLACE,THOLLEN ST,BEND,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T18:10:00.000,03 STATEN ISLAND,5050270031,STATEN ISLAND,947896,141411,ONLINE,Unspecified,STATEN ISLAND,40.55474172888925,-74.13082396307203,"{'latitude': '40.55474172888925', 'longitude': '-74.13082396307203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58964047,2023-09-29T12:38:00.000,2023-09-29T17:50:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10031,,,,,HAMILTON PLACE,WEST 140 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T17:50:00.000,09 MANHATTAN,,MANHATTAN,997729,238995,UNKNOWN,Unspecified,MANHATTAN,40.822651373588734,-73.95129903286636,"{'latitude': '40.822651373588734', 'longitude': '-73.95129903286636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,
58955916,2023-09-29T12:38:00.000,2023-09-29T13:00:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10466,4135A DEREIMER AVENUE,DEREIMER AVENUE,EDENWALD AVE,BUSSING AVE,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T13:00:00.000,12 BRONX,2050200180,BRONX,1027609,265056,PHONE,Unspecified,BRONX,40.89408475058899,-73.84317119314967,"{'latitude': '40.89408475058899', 'longitude': '-73.84317119314967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58957707,2023-09-29T12:38:00.000,2023-09-30T21:45:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11217,400 BERGEN STREET,BERGEN STREET,4 AVE,5 AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T21:45:00.000,06 BROOKLYN,3009320025,BROOKLYN,990279,187733,PHONE,Unspecified,BROOKLYN,40.681958431080645,-73.97826258315686,"{'latitude': '40.681958431080645', 'longitude': '-73.97826258315686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58957527,2023-09-29T12:38:00.000,2023-09-29T14:35:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10473,2344 TURNBULL AVENUE,TURNBULL AVENUE,HAVEMEYER AVE,DEAD END,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T14:35:00.000,09 BRONX,2036960027,BRONX,1027087,239714,PHONE,Unspecified,BRONX,40.8245312347484,-73.84522121492508,"{'latitude': '40.8245312347484', 'longitude': '-73.84522121492508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58957488,2023-09-29T12:38:00.000,2023-10-02T13:30:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11418,87-86 115 STREET,115 STREET,JAMAICA AVE,89 AVE,,,ADDRESS,RICHMOND HILL,,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-10-02T13:30:00.000,09 QUEENS,4093040040,QUEENS,1030323,193700,ONLINE,Unspecified,QUEENS,40.69821859009959,-73.83384427663972,"{'latitude': '40.69821859009959', 'longitude': '-73.83384427663972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58965382,2023-09-29T12:38:00.000,2023-09-29T16:30:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10467,3699 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,E 213 ST,BEND,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,2023-09-29T16:30:00.000,07 BRONX,2033290106,BRONX,1018036,262253,ONLINE,Unspecified,BRONX,40.88643325614041,-73.87781067121458,"{'latitude': '40.88643325614041', 'longitude': '-73.87781067121458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58966857,2023-09-29T12:38:00.000,2023-09-29T18:22:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11223,54 KINGS PLACE,KINGS PLACE,KINGS HWY,DEAD END,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T18:22:00.000,11 BROOKLYN,3066780094,BROOKLYN,991172,159088,ONLINE,Unspecified,BROOKLYN,40.603333416385944,-73.97507228322074,"{'latitude': '40.603333416385944', 'longitude': '-73.97507228322074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58961743,2023-09-29T12:37:57.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11426,244-15 86 AVENUE,86 AVENUE,CROSS ISLAND PARKWAY,246 STREET,CROSS ISLAND PARKWAY,246 STREET,ADDRESS,BELLEROSE,86 AVENUE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-06T10:55:01.000,13 QUEENS,4086100038,QUEENS,1061161,205963,PHONE,Unspecified,QUEENS,40.731663142070886,-73.72249190551119,"{'latitude': '40.731663142070886', 'longitude': '-73.72249190551119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58963183,2023-09-29T12:37:55.000,2023-09-29T13:26:20.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11417,104-38 104 STREET,104 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,OZONE PARK,104 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T13:25:37.000,10 QUEENS,,QUEENS,1029590,187446,MOBILE,Unspecified,QUEENS,40.681056614776004,-73.83652982028238,"{'latitude': '40.681056614776004', 'longitude': '-73.83652982028238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58963943,2023-09-29T12:37:53.000,2023-09-29T19:55:48.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10458,2330 HOFFMAN STREET,HOFFMAN STREET,EAST  184 STREET,EAST  187 STREET,EAST  184 STREET,EAST  187 STREET,ADDRESS,BRONX,HOFFMAN STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T19:55:54.000,06 BRONX,2030657501,BRONX,1014815,250721,PHONE,Unspecified,BRONX,40.854793213263235,-73.88951222486533,"{'latitude': '40.854793213263235', 'longitude': '-73.88951222486533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58957876,2023-09-29T12:37:53.000,2023-09-29T13:38:43.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11369,31-39 95 STREET,95 STREET,31 AVENUE,JACKSON MILL ROAD,31 AVENUE,JACKSON MILL ROAD,ADDRESS,EAST ELMHURST,95 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T13:38:47.000,03 QUEENS,4014070050,QUEENS,1019269,216035,MOBILE,Unspecified,QUEENS,40.75957329082701,-73.87359265698792,"{'latitude': '40.75957329082701', 'longitude': '-73.87359265698792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
59442982,2023-09-29T12:37:51.000,2023-09-30T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Door,Public Area,11221,774 LEXINGTON AVENUE,LEXINGTON AVENUE,MALCOLM X BOULEVARD,PATCHEN AVENUE,MALCOLM X BOULEVARD,PATCHEN AVENUE,ADDRESS,BROOKLYN,LEXINGTON AVENUE,Closed,,2023-09-30T00:00:00.000,03 BROOKLYN,3016270036,BROOKLYN,1004080,190762,PHONE,Unspecified,BROOKLYN,40.69025218101286,-73.92849450383868,"{'latitude': '40.69025218101286', 'longitude': '-73.92849450383868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58960256,2023-09-29T12:37:47.000,2023-10-16T14:50:07.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Car Service Company Complaint,Street,11242,26 COURT STREET,COURT STREET,BOROUGH HALL PEDESTRIAN PATH,BOROUGH HALL PEDESTRIAN PATH,BOROUGH HALL PEDESTRIAN PATH,BOROUGH HALL PEDESTRIAN PATH,ADDRESS,BROOKLYN,COURT STREET,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-10-16T14:50:09.000,02 BROOKLYN,3002500001,BROOKLYN,986840,191844,PHONE,Unspecified,BROOKLYN,40.69324385737595,-73.990660235769,"{'latitude': '40.69324385737595', 'longitude': '-73.990660235769', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Car Service,"26 COURT STREET, BROOKLYN, NY, 11242",,
59438727,2023-09-29T12:37:42.000,2023-09-29T18:22:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11223,54 KINGS PLACE,KINGS PLACE,KINGS HIGHWAY,DEAD END,KINGS HIGHWAY,DEAD END,ADDRESS,BROOKLYN,KINGS PLACE,Closed,,2023-09-29T18:22:00.000,11 BROOKLYN,3066780094,BROOKLYN,991172,159088,ONLINE,Unspecified,BROOKLYN,40.603333416385944,-73.97507228322074,"{'latitude': '40.603333416385944', 'longitude': '-73.97507228322074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58960282,2023-09-29T12:37:19.000,2023-10-03T10:51:31.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,10309,463 VERNON AVENUE,VERNON AVENUE,ALBOURNE AVENUE,AMBOY ROAD,ALBOURNE AVENUE,AMBOY ROAD,ADDRESS,STATEN ISLAND,VERNON AVENUE,Closed,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2023-10-03T10:51:36.000,03 STATEN ISLAND,5068530063,STATEN ISLAND,929122,132376,ONLINE,Unspecified,STATEN ISLAND,40.52984558864329,-74.19831051794415,"{'latitude': '40.52984558864329', 'longitude': '-74.19831051794415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58958798,2023-09-29T12:37:11.000,2023-10-02T09:18:59.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Street,11421,80-43 87 AVENUE,87 AVENUE,80 STREET,85 STREET,80 STREET,85 STREET,ADDRESS,WOODHAVEN,87 AVENUE,Closed,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-10-02T09:19:04.000,09 QUEENS,,QUEENS,1023027,191294,UNKNOWN,Unspecified,QUEENS,40.69164966411517,-73.860170065079,"{'latitude': '40.69164966411517', 'longitude': '-73.860170065079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58963864,2023-09-29T12:37:05.000,2023-09-29T12:40:51.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11378,48 STREET,48 STREET,48 STREET,56 ROAD,48 STREET,56 ROAD,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T12:40:56.000,02 QUEENS,,QUEENS,1006281,203866,ONLINE,Unspecified,QUEENS,40.72621434011151,-73.92051499056612,"{'latitude': '40.72621434011151', 'longitude': '-73.92051499056612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
