unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp
58833425,2023-09-17T00:41:27.000,2023-09-17T00:48:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,SAINT NICHOLAS AVENUE,SAINT NICHOLAS AVENUE,WEST  158 STREET,WEST  159 STREET,WEST  158 STREET,WEST  159 STREET,BLOCKFACE,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T00:49:02.000,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,
58829998,2023-09-17T00:41:26.000,2023-09-18T10:20:33.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10461,1821 HAIGHT AVENUE,HAIGHT AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,ADDRESS,BRONX,HAIGHT AVENUE,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction.,2023-09-18T10:20:37.000,11 BRONX,2041300027,BRONX,1024779,249032,MOBILE,Unspecified,BRONX,40.850117299206886,-73.85350416656321,"{'latitude': '40.850117299206886', 'longitude': '-73.85350416656321', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58830616,2023-09-17T00:41:22.000,2023-09-17T00:53:45.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11236,634 REMSEN AVENUE,REMSEN AVENUE,CHURCH AVENUE,AVENUE A,CHURCH AVENUE,AVENUE A,ADDRESS,BROOKLYN,REMSEN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:53:51.000,17 BROOKLYN,3047100069,BROOKLYN,1006836,176669,PHONE,Unspecified,BROOKLYN,40.65156346310822,-73.91860380028821,"{'latitude': '40.65156346310822', 'longitude': '-73.91860380028821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58827862,2023-09-17T00:41:21.000,2023-09-17T01:09:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10001,42 WEST   33 STREET,WEST   33 STREET,5 AVENUE,BROADWAY,5 AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST   33 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:09:17.000,05 MANHATTAN,1008340069,MANHATTAN,987835,212014,MOBILE,Unspecified,MANHATTAN,40.74860529205283,-73.98706143637031,"{'latitude': '40.74860529205283', 'longitude': '-73.98706143637031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58832328,2023-09-17T00:41:20.000,2023-09-17T01:00:10.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,2155 GRAND CONCOURSE,GRAND CONCOURSE,EAST  181 STREET,ANTHONY AVENUE,EAST  181 STREET,ANTHONY AVENUE,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T01:00:13.000,05 BRONX,2031620045,BRONX,1011428,250696,PHONE,Unspecified,BRONX,40.85473567166208,-73.90175579950744,"{'latitude': '40.85473567166208', 'longitude': '-73.90175579950744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58829946,2023-09-17T00:41:15.000,2023-09-17T02:18:15.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11426,246-09 JERICHO TURNPIKE,JERICHO TURNPIKE,CITY LIMIT,247 STREET,CITY LIMIT,247 STREET,ADDRESS,BELLEROSE,JERICHO TURNPIKE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T02:18:18.000,13 QUEENS,4086600006,QUEENS,1061390,203582,ONLINE,Unspecified,QUEENS,40.725125916834905,-73.72169293448363,"{'latitude': '40.725125916834905', 'longitude': '-73.72169293448363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58836041,2023-09-17T00:41:02.000,2023-09-17T01:18:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10014,25 GROVE STREET,GROVE STREET,BEDFORD STREET,BLEECKER STREET,BEDFORD STREET,BLEECKER STREET,ADDRESS,NEW YORK,GROVE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:18:28.000,02 MANHATTAN,1005880077,MANHATTAN,982874,206187,ONLINE,Unspecified,MANHATTAN,40.732612245710634,-74.00496490668864,"{'latitude': '40.732612245710634', 'longitude': '-74.00496490668864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58826608,2023-09-17T00:41:00.000,2023-09-17T01:29:09.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10474,721 FAILE STREET,FAILE STREET,SPOFFORD AVENUE,HUNTS POINT AVENUE,SPOFFORD AVENUE,HUNTS POINT AVENUE,ADDRESS,BRONX,FAILE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:29:14.000,02 BRONX,2027630158,BRONX,1015657,236127,ONLINE,Unspecified,BRONX,40.81473397587259,-73.88653686036088,"{'latitude': '40.81473397587259', 'longitude': '-73.88653686036088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58832706,2023-09-17T00:40:58.000,2023-09-17T05:37:31.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,135-17 114 STREET,114 STREET,135 AVENUE,149 AVENUE,135 AVENUE,149 AVENUE,ADDRESS,SOUTH OZONE PARK,114 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T05:37:35.000,10 QUEENS,4118000029,QUEENS,1032390,183881,ONLINE,Unspecified,QUEENS,40.671256727998404,-73.82646010685156,"{'latitude': '40.671256727998404', 'longitude': '-73.82646010685156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58829458,2023-09-17T00:40:47.000,2023-09-17T01:00:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2776 JEROME AVENUE,JEROME AVENUE,EAST  196 STREET,MORRIS AVENUE,EAST  196 STREET,MORRIS AVENUE,ADDRESS,BRONX,JEROME AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-17T01:01:01.000,07 BRONX,2033180015,BRONX,1013200,256158,MOBILE,Unspecified,BRONX,40.869721570056875,-73.89532671061157,"{'latitude': '40.869721570056875', 'longitude': '-73.89532671061157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58830973,2023-09-17T00:40:47.000,2023-09-17T00:56:28.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,560 WEST  144 STREET,WEST  144 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  144 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:56:33.000,09 MANHATTAN,1020750056,MANHATTAN,998173,239932,MOBILE,Unspecified,MANHATTAN,40.82522248363238,-73.94969287279021,"{'latitude': '40.82522248363238', 'longitude': '-73.94969287279021', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58829278,2023-09-17T00:40:44.000,2023-09-17T01:06:14.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11225,510 FLATBUSH AVENUE,FLATBUSH AVENUE,EMPIRE BOULEVARD,LEFFERTS AVENUE,EMPIRE BOULEVARD,LEFFERTS AVENUE,ADDRESS,BROOKLYN,FLATBUSH AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:06:18.000,09 BROOKLYN,3050240053,BROOKLYN,994920,180403,MOBILE,Unspecified,BROOKLYN,40.66183484805751,-73.96154117220703,"{'latitude': '40.66183484805751', 'longitude': '-73.96154117220703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58829992,2023-09-17T00:40:41.000,2023-09-17T02:12:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11435,88-02 139 STREET,139 STREET,88 AVENUE,88 ROAD,88 AVENUE,88 ROAD,ADDRESS,JAMAICA,139 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T02:12:53.000,12 QUEENS,4096200020,QUEENS,1035851,195662,MOBILE,Unspecified,QUEENS,40.7035733017971,-73.81389335468357,"{'latitude': '40.7035733017971', 'longitude': '-73.81389335468357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58826792,2023-09-17T00:40:39.000,2023-09-17T01:07:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11249,NORTH    4 STREET,NORTH    4 STREET,NORTH    4 STREET,WYTHE AVENUE,NORTH    4 STREET,WYTHE AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T01:07:23.000,01 BROOKLYN,,BROOKLYN,994723,200815,ONLINE,Unspecified,BROOKLYN,40.71786131822196,-73.9622195049194,"{'latitude': '40.71786131822196', 'longitude': '-73.9622195049194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58833691,2023-09-17T00:40:35.000,2023-09-17T01:28:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11208,BLAKE AVENUE,BLAKE AVENUE,CRESCENT STREET,HEMLOCK STREET,CRESCENT STREET,HEMLOCK STREET,BLOCKFACE,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T01:28:22.000,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,
58830226,2023-09-17T00:40:32.000,2023-09-30T06:43:40.000,DSNY,Department of Sanitation,Dead Animal,Cat,Sidewalk,10461,1337 BLONDELL AVENUE,BLONDELL AVENUE,FINK AVENUE,PONTON AVENUE,FINK AVENUE,PONTON AVENUE,ADDRESS,BRONX,BLONDELL AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-18T12:13:58.000,10 BRONX,2040720021,BRONX,1027952,245994,PHONE,Unspecified,BRONX,40.84176376097474,-73.84205488730052,"{'latitude': '40.84176376097474', 'longitude': '-73.84205488730052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58834036,2023-09-17T00:40:24.000,2023-09-17T04:15:26.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11237,100 WYCKOFF AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,WYCKOFF AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T04:15:32.000,04 BROOKLYN,3032487502,BROOKLYN,1006588,195751,MOBILE,Unspecified,BROOKLYN,40.703939844838494,-73.91943430243924,"{'latitude': '40.703939844838494', 'longitude': '-73.91943430243924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58833551,2023-09-17T00:40:07.000,2023-09-17T00:56:28.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11435,148-42 86 AVENUE,86 AVENUE,148 STREET,150 STREET,148 STREET,150 STREET,ADDRESS,JAMAICA,86 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T00:56:33.000,08 QUEENS,4097250021,QUEENS,1037049,197343,PHONE,Unspecified,QUEENS,40.70818017242024,-73.80955942305205,"{'latitude': '40.70818017242024', 'longitude': '-73.80955942305205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58830675,2023-09-17T00:40:06.000,2023-09-17T01:18:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10014,9 JONES STREET,JONES STREET,WEST    4 STREET,BLEECKER STREET,WEST    4 STREET,BLEECKER STREET,ADDRESS,NEW YORK,JONES STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:18:18.000,02 MANHATTAN,1005900077,MANHATTAN,983694,206039,ONLINE,Unspecified,MANHATTAN,40.73220611160437,-74.0020061564628,"{'latitude': '40.73220611160437', 'longitude': '-74.0020061564628', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58836216,2023-09-17T00:39:51.000,2023-09-17T01:18:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11234,1902 UTICA AVENUE,UTICA AVENUE,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,UTICA AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:18:03.000,18 BROOKLYN,3078290049,BROOKLYN,1004357,167100,ONLINE,Unspecified,BROOKLYN,40.625304586648916,-73.92756621656648,"{'latitude': '40.625304586648916', 'longitude': '-73.92756621656648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58831247,2023-09-17T00:39:50.000,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,11357,166-11 17 AVENUE,17 AVENUE,166 STREET,UTOPIA PARKWAY,166 STREET,UTOPIA PARKWAY,ADDRESS,WHITESTONE,17 AVENUE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-18T09:18:03.000,07 QUEENS,4057350065,QUEENS,1040589,224529,UNKNOWN,Unspecified,QUEENS,40.7827768926851,-73.79656332219481,"{'latitude': '40.7827768926851', 'longitude': '-73.79656332219481', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58827631,2023-09-17T00:39:42.000,2023-09-25T14:44:46.000,DSNY,Department of Sanitation,Dirty Condition,Syringes,Sidewalk,10033,ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  183 STREET,ST NICHOLAS AVENUE,WEST  183 STREET,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-17T09:33:10.000,12 MANHATTAN,,MANHATTAN,1002824,249147,PHONE,Unspecified,MANHATTAN,40.85050642148991,-73.93286218445012,"{'latitude': '40.85050642148991', 'longitude': '-73.93286218445012', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58827834,2023-09-17T00:39:32.000,2023-09-17T01:55:47.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10473,1980 LAFAYETTE AVENUE,LAFAYETTE AVENUE,STICKBALL BOULEVARD,PUGSLEY AVENUE,STICKBALL BOULEVARD,PUGSLEY AVENUE,ADDRESS,BRONX,LAFAYETTE AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T01:55:54.000,09 BRONX,2036040039,BRONX,1024059,238892,MOBILE,Unspecified,BRONX,40.82228924680342,-73.85616685054431,"{'latitude': '40.82228924680342', 'longitude': '-73.85616685054431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58832361,2023-09-17T00:39:31.000,2023-09-17T00:58:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10462,GLEBE AVENUE,GLEBE AVENUE,GLEBE AVENUE,LYON AVENUE,GLEBE AVENUE,LYON AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T00:58:57.000,10 BRONX,,BRONX,1025609,243815,MOBILE,Unspecified,BRONX,40.83579433236946,-73.85053623576985,"{'latitude': '40.83579433236946', 'longitude': '-73.85053623576985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58833550,2023-09-17T00:39:27.000,2023-09-17T01:02:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,ALBEMARLE ROAD,ALBEMARLE ROAD,ALBEMARLE ROAD,LOTT STREET,ALBEMARLE ROAD,LOTT STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:02:48.000,17 BROOKLYN,,BROOKLYN,996956,175340,PHONE,Unspecified,BROOKLYN,40.64793533431598,-73.95421217689265,"{'latitude': '40.64793533431598', 'longitude': '-73.95421217689265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58826907,2023-09-17T00:39:14.000,2023-09-17T01:01:07.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11213,1575 DEAN STREET,DEAN STREET,TROY AVENUE,SCHENECTADY AVENUE,TROY AVENUE,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,DEAN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:01:12.000,08 BROOKLYN,3013410001,BROOKLYN,1002081,185609,ONLINE,Unspecified,BROOKLYN,40.67611262717469,-73.93571638151528,"{'latitude': '40.67611262717469', 'longitude': '-73.93571638151528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58832710,2023-09-17T00:39:06.000,2023-09-17T03:20:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,635 CENTRAL AVENUE,CENTRAL AVENUE,DECATUR STREET,COOPER STREET,DECATUR STREET,COOPER STREET,ADDRESS,BROOKLYN,CENTRAL AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:21:00.000,04 BROOKLYN,3034350059,BROOKLYN,1009910,189960,ONLINE,Unspecified,BROOKLYN,40.68803589403552,-73.90747502858238,"{'latitude': '40.68803589403552', 'longitude': '-73.90747502858238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58830591,2023-09-17T00:39:06.000,2023-09-17T00:59:27.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11361,42-28 BELL BOULEVARD,BELL BOULEVARD,42 AVENUE,43 AVENUE,42 AVENUE,43 AVENUE,ADDRESS,BAYSIDE,BELL BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:59:31.000,11 QUEENS,4062840036,QUEENS,1047875,217066,ONLINE,Unspecified,QUEENS,40.7622435319889,-73.77032479340764,"{'latitude': '40.7622435319889', 'longitude': '-73.77032479340764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58833288,2023-09-17T00:39:00.000,2023-09-17T02:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10304,,,,,NARROWS ROAD NORTH,LITTLE CLOVE ROAD,INTERSECTION,STATEN ISLAND,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-17T02:30:00.000,01 STATEN ISLAND,,STATEN ISLAND,956484,161859,UNKNOWN,Unspecified,STATEN ISLAND,40.61089844517923,-74.10000311462548,"{'latitude': '40.61089844517923', 'longitude': '-74.10000311462548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58827864,2023-09-17T00:38:48.000,2023-09-17T01:13:53.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11210,2401 NOSTRAND AVENUE,NOSTRAND AVENUE,AVENUE J,AVENUE K,AVENUE J,AVENUE K,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:13:56.000,18 BROOKLYN,3076120034,BROOKLYN,999041,167345,ONLINE,Unspecified,BROOKLYN,40.625987530643464,-73.94671611888555,"{'latitude': '40.625987530643464', 'longitude': '-73.94671611888555', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58836317,2023-09-17T00:38:47.000,2023-09-17T00:49:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11218,PROSPECT PARK SOUTHWEST,PROSPECT PARK SOUTHWEST,PROSPECT PARK SOUTHWEST,VANDERBILT STREET,PROSPECT PARK SOUTHWEST,VANDERBILT STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T00:49:57.000,07 BROOKLYN,,BROOKLYN,991668,177784,PHONE,Unspecified,BROOKLYN,40.65464959047161,-73.97326552451699,"{'latitude': '40.65464959047161', 'longitude': '-73.97326552451699', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58830708,2023-09-17T00:38:46.000,2023-09-17T00:53:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,622 WEST  137 STREET,WEST  137 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  137 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T00:54:01.000,09 MANHATTAN,1020020061,MANHATTAN,996757,238636,ONLINE,Unspecified,MANHATTAN,40.821667450043606,-73.95481163398917,"{'latitude': '40.821667450043606', 'longitude': '-73.95481163398917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58828261,2023-09-17T00:38:46.000,2023-09-17T00:57:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,162 SUTTER AVENUE,SUTTER AVENUE,STRAUSS STREET,HERZL STREET,STRAUSS STREET,HERZL STREET,ADDRESS,BROOKLYN,SUTTER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:57:53.000,16 BROOKLYN,3035380122,BROOKLYN,1007734,182066,ONLINE,Unspecified,BROOKLYN,40.66637469835965,-73.91534876336816,"{'latitude': '40.66637469835965', 'longitude': '-73.91534876336816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58835337,2023-09-17T00:38:41.000,2023-09-17T05:21:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,803 HART STREET,HART STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,ADDRESS,BROOKLYN,HART STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-17T05:21:49.000,04 BROOKLYN,3032190034,BROOKLYN,1005476,194761,ONLINE,Unspecified,BROOKLYN,40.70122526541955,-73.92344803293614,"{'latitude': '40.70122526541955', 'longitude': '-73.92344803293614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58835708,2023-09-17T00:38:38.000,2023-09-17T01:10:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10463,30 VAN CORLEAR PLACE,VAN CORLEAR PLACE,FORT CHARLES PLACE,WEST  227 STREET,FORT CHARLES PLACE,WEST  227 STREET,ADDRESS,BRONX,VAN CORLEAR PLACE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T01:10:51.000,08 BRONX,1022150392,BRONX,1008848,258589,MOBILE,Unspecified,BRONX,40.87640711561318,-73.91105311590864,"{'latitude': '40.87640711561318', 'longitude': '-73.91105311590864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58829976,2023-09-17T00:38:34.000,2023-09-17T02:27:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453,1501 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,CROSS BRONX EP ET    1 D-1 C WB,WEST  174 STREET,CROSS BRONX EP ET    1 D-1 C WB,WEST  174 STREET,ADDRESS,BRONX,UNDERCLIFF AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-17T02:28:00.000,05 BRONX,2028800061,BRONX,1005240,247416,ONLINE,Unspecified,BRONX,40.845749925937085,-73.92413470328373,"{'latitude': '40.845749925937085', 'longitude': '-73.92413470328373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58829528,2023-09-17T00:38:25.000,2023-09-17T01:04:12.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10002,280 HENRY STREET,HENRY STREET,GOUVERNEUR STREET,BEND,GOUVERNEUR STREET,BEND,ADDRESS,NEW YORK,HENRY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:04:16.000,03 MANHATTAN,1002670010,MANHATTAN,988728,199374,ONLINE,Unspecified,MANHATTAN,40.71391118393039,-73.98384693722797,"{'latitude': '40.71391118393039', 'longitude': '-73.98384693722797', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58832036,2023-09-17T00:38:08.000,2023-09-17T00:50:01.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10303,14 SPARTAN AVENUE,SPARTAN AVENUE,WOODCREST ROAD,ROSECLIFF ROAD,WOODCREST ROAD,ROSECLIFF ROAD,ADDRESS,STATEN ISLAND,SPARTAN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T00:50:06.000,01 STATEN ISLAND,5016740022,STATEN ISLAND,939124,167192,ONLINE,Unspecified,STATEN ISLAND,40.625464994193095,-74.16256310094468,"{'latitude': '40.625464994193095', 'longitude': '-74.16256310094468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58831979,2023-09-17T00:38:06.000,2023-09-17T00:39:15.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10032,2145 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  166 STREET,WEST  167 STREET,WEST  166 STREET,WEST  167 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T00:39:21.000,12 MANHATTAN,1021110083,MANHATTAN,1001495,244885,PHONE,Unspecified,MANHATTAN,40.8388111804014,-73.93767696356736,"{'latitude': '40.8388111804014', 'longitude': '-73.93767696356736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
