unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58893018,2023-09-22T12:52:38.000,2023-09-22T12:52:38.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,10023,112 WEST   76 STREET,WEST   76 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-22T00:00:00.000,07 MANHATTAN,1011470039,MANHATTAN,990460,223552,UNKNOWN,Unspecified,MANHATTAN,40.780272668906505,-73.97757693365182,"{'latitude': '40.780272668906505', 'longitude': '-73.97757693365182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901040,2023-09-22T12:52:38.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11210,959 EAST   27 STREET,EAST   27 STREET,AVENUE I,AVENUE J,AVENUE I,AVENUE J,ADDRESS,BROOKLYN,EAST   27 STREET,In Progress,,,14 BROOKLYN,3075910021,BROOKLYN,998154,167898,PHONE,Unspecified,BROOKLYN,40.62750683574028,-73.94991035475518,"{'latitude': '40.62750683574028', 'longitude': '-73.94991035475518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900145,2023-09-22T12:52:38.000,2023-10-25T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,10458,250 EAST  204 STREET,EAST  204 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-25T00:00:00.000,07 BRONX,2033090054,BRONX,1016246,257776,UNKNOWN,Unspecified,BRONX,40.8741519645503,-73.8843057029854,"{'latitude': '40.8741519645503', 'longitude': '-73.8843057029854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902408,2023-09-22T12:52:35.000,2023-09-22T12:52:35.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10457,2141 CROTONA AVENUE,CROTONA AVENUE,EAST 181 STREET,EAST 182 STREET,EAST  181 STREET,EAST  182 STREET,ADDRESS,BRONX,CROTONA AVENUE,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-22T12:52:35.000,06 BRONX,2030830001,BRONX,1015333,248737,PHONE,Unspecified,BRONX,40.849345918244566,-73.88764893507538,"{'latitude': '40.849345918244566', 'longitude': '-73.88764893507538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892928,2023-09-22T12:52:34.000,2023-09-25T09:30:42.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Recreation Center,Street/Curbside,10009,AVENUE C,AVENUE C,AVENUE C,EAST   20 STREET,AVENUE C,EAST   20 STREET,INTERSECTION,,,Closed,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",2023-09-25T09:30:47.000,06 MANHATTAN,,MANHATTAN,991342,206181,PHONE,Unspecified,MANHATTAN,40.73259304097862,-73.97441053156273,"{'latitude': '40.73259304097862', 'longitude': '-73.97441053156273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891973,2023-09-22T12:52:23.000,2023-09-22T16:03:10.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11206,COOK STREET,COOK STREET,COOK STREET,MANHATTAN AVENUE,COOK STREET,MANHATTAN AVENUE,INTERSECTION,,,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-09-22T16:03:15.000,01 BROOKLYN,,BROOKLYN,999748,195107,ONLINE,Unspecified,BROOKLYN,40.70218683990353,-73.9441053694733,"{'latitude': '40.70218683990353', 'longitude': '-73.9441053694733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898291,2023-09-22T12:52:23.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Grass/Weeds,Park,11435,94-15 VAN WYCK EXPRESSWAY,VAN WYCK EXPRESSWAY,VAN WYCK EXPRESSWAY NB EXIT    5,97 AVENUE,VAN WYCK EXPRESSWAY NB EXIT    5,97 AVENUE,ADDRESS,JAMAICA,VAN WYCK EXPRESSWAY SR EAST,In Progress,,,12 QUEENS,,QUEENS,1036117,193191,ONLINE,Unspecified,QUEENS,40.69678944466113,-73.8129530191005,"{'latitude': '40.69678944466113', 'longitude': '-73.8129530191005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899850,2023-09-22T12:52:21.000,2023-10-25T00:01:20.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Tow Truck Company,Business,11223,2603 STILLWELL AVENUE,STILLWELL AVENUE,AVENUE Z,SHORE PARKWAY,AVENUE Z,SHORE PARKWAY,ADDRESS,BROOKLYN,STILLWELL AVENUE,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-25T00:01:27.000,13 BROOKLYN,3072250090,BROOKLYN,988997,152178,PHONE,Unspecified,BROOKLYN,40.58436828762132,-73.98290981403754,"{'latitude': '40.58436828762132', 'longitude': '-73.98290981403754', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894372,2023-09-22T12:51:55.000,2023-10-14T13:20:08.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,10003,125 EAST   12 STREET,EAST   12 STREET,4 AVENUE,3 AVENUE,4 AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   12 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T00:53:17.000,03 MANHATTAN,1005587503,MANHATTAN,987351,206056,ONLINE,Unspecified,MANHATTAN,40.73225224630996,-73.98881097929025,"{'latitude': '40.73225224630996', 'longitude': '-73.98881097929025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895942,2023-09-22T12:51:33.000,2023-09-22T13:06:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10472,1279 ROSEDALE AVENUE,ROSEDALE AVENUE,WESTCHESTER AVENUE,EAST  172 STREET,WESTCHESTER AVENUE,EAST  172 STREET,ADDRESS,BRONX,ROSEDALE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T13:06:52.000,09 BRONX,2037830031,BRONX,1020424,242391,ONLINE,Unspecified,BRONX,40.83190862750051,-73.8692815147437,"{'latitude': '40.83190862750051', 'longitude': '-73.8692815147437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899965,2023-09-22T12:51:25.000,2023-09-23T10:02:42.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11215,361 15 STREET,15 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,15 STREET,Unspecified,The Department of Sanitation cleaned the location.,2023-09-22T12:51:30.000,06 BROOKLYN,3011020012,BROOKLYN,988754,180787,MOBILE,Unspecified,BROOKLYN,40.66289412667831,-73.98376557577134,"{'latitude': '40.66289412667831', 'longitude': '-73.98376557577134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901579,2023-09-22T12:51:13.000,2023-09-22T13:53:56.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11205,298 CLASSON AVENUE,CLASSON AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,CLASSON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T13:53:59.000,02 BROOKLYN,3019330121,BROOKLYN,995261,190775,ONLINE,Unspecified,BROOKLYN,40.690303228634036,-73.96029513058312,"{'latitude': '40.690303228634036', 'longitude': '-73.96029513058312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894082,2023-09-22T12:51:12.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11413,131-80 228 STREET,228 STREET,131 AVENUE,133 AVENUE,131 AVENUE,133 AVENUE,ADDRESS,SPRINGFIELD GARDENS,228 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-02T15:35:12.000,13 QUEENS,4129370040,QUEENS,1056218,187032,PHONE,Unspecified,QUEENS,40.67974383907801,-73.7405293189473,"{'latitude': '40.67974383907801', 'longitude': '-73.7405293189473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897175,2023-09-22T12:50:58.000,2023-09-25T13:30:43.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Street,11211,267 WITHERS STREET,WITHERS STREET,WOODPOINT ROAD,KINGSLAND AVENUE,WOODPOINT ROAD,KINGSLAND AVENUE,ADDRESS,BROOKLYN,WITHERS STREET,Closed,The location does not meet the criteria for Litter Basket placement.,2023-09-23T15:56:36.000,01 BROOKLYN,3028660047,BROOKLYN,1000605,200771,PHONE,Unspecified,BROOKLYN,40.71773163027151,-73.94100078083764,"{'latitude': '40.71773163027151', 'longitude': '-73.94100078083764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898578,2023-09-22T12:50:40.000,2023-09-25T13:30:58.000,DSNY,Department of Sanitation,Litter Basket Complaint,Overflowing,Sidewalk,11211,346 GRAHAM AVENUE,GRAHAM AVENUE,METROPOLITAN AVENUE,CONSELYEA STREET,METROPOLITAN AVENUE,CONSELYEA STREET,ADDRESS,BROOKLYN,GRAHAM AVENUE,Closed,The Department of Sanitation removed the items.,2023-09-23T16:26:37.000,01 BROOKLYN,3027600001,BROOKLYN,999663,199661,ONLINE,Unspecified,BROOKLYN,40.714686638017696,-73.94440150327206,"{'latitude': '40.714686638017696', 'longitude': '-73.94440150327206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898773,2023-09-22T12:50:38.000,2023-09-22T13:07:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11235,64 NEPTUNE AVENUE,NEPTUNE AVENUE,GUIDER AVENUE,EAST   12 STREET,GUIDER AVENUE,EAST   12 STREET,ADDRESS,BROOKLYN,NEPTUNE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T13:07:59.000,13 BROOKLYN,3087070371,BROOKLYN,996314,151548,PHONE,Unspecified,BROOKLYN,40.58263212459709,-73.95656822185532,"{'latitude': '40.58263212459709', 'longitude': '-73.95656822185532', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901721,2023-09-22T12:50:24.000,2023-09-22T14:17:48.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11369,86-01 23 AVENUE,23 AVENUE,86 STREET,87 STREET,86 STREET,87 STREET,ADDRESS,EAST ELMHURST,23 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T14:17:54.000,03 QUEENS,4010640002,QUEENS,1016489,218801,PHONE,Unspecified,QUEENS,40.76717581540611,-73.88361428613476,"{'latitude': '40.76717581540611', 'longitude': '-73.88361428613476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894223,2023-09-22T12:50:24.000,2023-10-03T08:55:29.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11201,DEAN STREET,DEAN STREET,DEAN STREET,SMITH STREET,DEAN STREET,SMITH STREET,INTERSECTION,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-10-03T08:55:32.000,02 BROOKLYN,,BROOKLYN,987014,189702,ONLINE,Unspecified,BROOKLYN,40.68736450807974,-73.99003365553251,"{'latitude': '40.68736450807974', 'longitude': '-73.99003365553251', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896032,2023-09-22T12:50:09.000,2023-09-22T15:44:18.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10453,1730 ANDREWS AVENUE,ANDREWS AVENUE,WEST  176 STREET,WEST TREMONT AVENUE,WEST  176 STREET,WEST TREMONT AVENUE,ADDRESS,BRONX,ANDREWS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T15:44:21.000,05 BRONX,2028780178,BRONX,1007075,249031,MOBILE,Unspecified,BRONX,40.85017807004264,-73.91749686918405,"{'latitude': '40.85017807004264', 'longitude': '-73.91749686918405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891810,2023-09-22T12:50:00.000,2023-09-25T09:27:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Vehicular (AA4)",,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVE,78 RD,,,ADDRESS,FRESH MEADOWS,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-25T09:27:00.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58894542,2023-09-22T12:50:00.000,2023-09-22T14:20:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10306,421 OAK AVENUE,OAK AVENUE,TARRYTOWN AVE,FALCON AVE,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-22T14:20:00.000,03 STATEN ISLAND,5040000005,STATEN ISLAND,951929,143677,PHONE,Unspecified,STATEN ISLAND,40.56097707366683,-74.11632160492414,"{'latitude': '40.56097707366683', 'longitude': '-74.11632160492414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893138,2023-09-22T12:50:00.000,2023-09-25T12:23:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10019,525 WEST   52 STREET,WEST   52 STREET,10 AVE,11 AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-25T12:23:00.000,04 MANHATTAN,1010817501,MANHATTAN,986406,218536,ONLINE,Unspecified,MANHATTAN,40.766506980586044,-73.99221672490887,"{'latitude': '40.766506980586044', 'longitude': '-73.99221672490887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58901790,2023-09-22T12:49:37.000,2023-09-22T12:49:37.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11220,417 56 STREET,56 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-22T00:00:00.000,07 BROOKLYN,3008310072,BROOKLYN,979969,173440,UNKNOWN,Unspecified,BROOKLYN,40.6427283242437,-74.0154259693297,"{'latitude': '40.6427283242437', 'longitude': '-74.0154259693297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900380,2023-09-22T12:49:32.000,2023-09-22T23:17:18.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11420,131-09 135 PLACE,135 PLACE,131 AVENUE,133 AVENUE,131 AVENUE,133 AVENUE,ADDRESS,SOUTH OZONE PARK,135 PLACE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T23:17:23.000,10 QUEENS,4117810276,QUEENS,1038999,183355,PHONE,Unspecified,QUEENS,40.66977457462613,-73.8026396696939,"{'latitude': '40.66977457462613', 'longitude': '-73.8026396696939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897832,2023-09-22T12:49:30.000,2023-09-22T13:17:08.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11101,11-25 46 ROAD,46 ROAD,11 STREET,21 STREET,11 STREET,21 STREET,ADDRESS,LONG ISLAND CITY,46 ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T13:17:12.000,02 QUEENS,4000550013,QUEENS,998168,210916,MOBILE,Unspecified,QUEENS,40.74558133205491,-73.94977105605933,"{'latitude': '40.74558133205491', 'longitude': '-73.94977105605933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893879,2023-09-22T12:49:22.000,2023-10-02T17:33:54.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11216,1449 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,03 BROOKLYN,3018570033,BROOKLYN,1000073,187039,PHONE,Unspecified,BROOKLYN,40.680041469847744,-73.9429521843563,"{'latitude': '40.680041469847744', 'longitude': '-73.9429521843563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898071,2023-09-22T12:49:22.000,2023-09-22T12:49:22.000,HPD,Department of Housing Preservation and Development,GENERAL,SIGNAGE MISSING,RESIDENTIAL BUILDING,11216,1449 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,Closed,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-22T00:00:00.000,03 BROOKLYN,3018570033,BROOKLYN,1000073,187039,PHONE,Unspecified,BROOKLYN,40.680041469847744,-73.9429521843563,"{'latitude': '40.680041469847744', 'longitude': '-73.9429521843563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897969,2023-09-22T12:49:00.000,2023-09-26T19:35:08.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11234,5409 AVENUE O,AVENUE O,,,,,ADDRESS,BROOKLYN,,Closed,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,18 BROOKLYN,3078990004,BROOKLYN,1005748,164029,PHONE,Unspecified,BROOKLYN,40.61687206889224,-73.92256503767882,"{'latitude': '40.61687206889224', 'longitude': '-73.92256503767882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897565,2023-09-22T12:48:55.000,2023-09-22T13:21:11.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11418,87-61 109 STREET,109 STREET,JAMAICA AVENUE,91 AVENUE,JAMAICA AVENUE,91 AVENUE,ADDRESS,RICHMOND HILL,109 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T13:21:14.000,09 QUEENS,4092990045,QUEENS,1029014,192684,ONLINE,Unspecified,QUEENS,40.695436629365325,-73.83857174045983,"{'latitude': '40.695436629365325', 'longitude': '-73.83857174045983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893054,2023-09-22T12:48:54.000,2023-09-25T13:31:03.000,DSNY,Department of Sanitation,Dirty Condition,Dirt or Gravel,Street,11206,122 BUSHWICK AVENUE,BUSHWICK AVENUE,MAUJER STREET,TEN EYCK WALK,MAUJER STREET,TEN EYCK WALK,ADDRESS,BROOKLYN,BUSHWICK AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T16:29:11.000,01 BROOKLYN,3030270001,BROOKLYN,1000767,198374,ONLINE,Unspecified,BROOKLYN,40.71115213833722,-73.94042226139679,"{'latitude': '40.71115213833722', 'longitude': '-73.94042226139679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895196,2023-09-22T12:48:53.000,2023-09-29T13:27:40.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10023,112 WEST   76 STREET,WEST   76 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,07 MANHATTAN,1011470039,MANHATTAN,990460,223552,PHONE,Unspecified,MANHATTAN,40.780272668906505,-73.97757693365182,"{'latitude': '40.780272668906505', 'longitude': '-73.97757693365182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899448,2023-09-22T12:48:52.000,2023-10-04T19:19:08.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10306,70 8 STREET,8 STREET,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,02 STATEN ISLAND,5042130026,STATEN ISLAND,951761,147723,PHONE,Unspecified,STATEN ISLAND,40.57208193452897,-74.11694566744875,"{'latitude': '40.57208193452897', 'longitude': '-74.11694566744875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893223,2023-09-22T12:48:51.000,2023-09-22T16:56:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10463,3025 GODWIN TERRACE,GODWIN TERRACE,KIMBERLY PLACE,WEST  231 STREET,KIMBERLY PLACE,WEST  231 STREET,ADDRESS,BRONX,GODWIN TERRACE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T16:56:13.000,08 BRONX,2057030209,BRONX,1010086,259291,ONLINE,Unspecified,BRONX,40.87833035031833,-73.90657377788568,"{'latitude': '40.87833035031833', 'longitude': '-73.90657377788568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901380,2023-09-22T12:48:44.000,2023-09-25T13:30:33.000,DSNY,Department of Sanitation,Dirty Condition,Syringes,Sidewalk,11211,267 WITHERS STREET,WITHERS STREET,WOODPOINT ROAD,KINGSLAND AVENUE,WOODPOINT ROAD,KINGSLAND AVENUE,ADDRESS,BROOKLYN,WITHERS STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T15:51:50.000,01 BROOKLYN,3028660047,BROOKLYN,1000605,200771,PHONE,Unspecified,BROOKLYN,40.71773163027151,-73.94100078083764,"{'latitude': '40.71773163027151', 'longitude': '-73.94100078083764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896087,2023-09-22T12:48:37.000,2023-09-22T16:26:15.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11207,BARBEY STREET,BARBEY STREET,BARBEY STREET,JAMAICA AVENUE,BARBEY STREET,JAMAICA AVENUE,INTERSECTION,,,Closed,This request required re-assignment to a new DOT unit.,2023-09-22T16:26:23.000,05 BROOKLYN,,BROOKLYN,1014822,187694,ONLINE,Unspecified,BROOKLYN,40.68180064286061,-73.88977361024146,"{'latitude': '40.68180064286061', 'longitude': '-73.88977361024146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892981,2023-09-22T12:48:29.000,2023-10-02T12:02:46.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10460,1511 ST LAWRENCE AVENUE,ST LAWRENCE AVENUE,MANSION STREET,EAST TREMONT AVENUE,MANSION STREET,EAST TREMONT AVENUE,ADDRESS,BRONX,ST LAWRENCE AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-23T12:50:04.000,09 BRONX,2039180051,BRONX,1020702,244776,ONLINE,Unspecified,BRONX,40.838453613064736,-73.86826397341359,"{'latitude': '40.838453613064736', 'longitude': '-73.86826397341359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894448,2023-09-22T12:48:16.000,2023-09-23T11:31:29.000,DSNY,Department of Sanitation,Dirty Condition,Broken Glass,Sidewalk,10001,281 11 AVENUE,11 AVENUE,WEST   28 STREET,WEST   29 STREET,WEST   28 STREET,WEST   29 STREET,ADDRESS,NEW YORK,11 AVENUE,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-23T11:31:35.000,04 MANHATTAN,1006740001,MANHATTAN,982958,213294,ONLINE,Unspecified,MANHATTAN,40.75211920121306,-74.00466318157565,"{'latitude': '40.75211920121306', 'longitude': '-74.00466318157565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894338,2023-09-22T12:48:16.000,2023-09-27T09:59:25.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11106,35-03 12 STREET,12 STREET,35 AVENUE,36 AVENUE,35 AVENUE,36 AVENUE,ADDRESS,ASTORIA,12 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-27T09:59:30.000,01 QUEENS,4003320002,QUEENS,1001397,217054,MOBILE,Unspecified,QUEENS,40.76242290782709,-73.93810220527952,"{'latitude': '40.76242290782709', 'longitude': '-73.93810220527952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892058,2023-09-22T12:48:12.000,2023-09-22T13:46:29.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11210,984 EAST   28 STREET,EAST   28 STREET,AVENUE I,AVENUE J,AVENUE I,AVENUE J,ADDRESS,BROOKLYN,EAST   28 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T13:46:33.000,14 BROOKLYN,3075910080,BROOKLYN,998428,167772,PHONE,Unspecified,BROOKLYN,40.62716055800911,-73.948923525087,"{'latitude': '40.62716055800911', 'longitude': '-73.948923525087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
