unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bridge_highway_name,bridge_highway_segment,facility_type,due_date,bridge_highway_direction,road_ramp,taxi_pick_up_location
58903131,2023-09-23T08:02:24.000,2023-09-23T08:19:19.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11356,22-31 124 STREET,124 STREET,22 AVENUE,23 AVENUE,22 AVENUE,23 AVENUE,ADDRESS,COLLEGE POINT,124 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T08:19:23.000,07 QUEENS,4042000008,QUEENS,1027392,223341,PHONE,Unspecified,QUEENS,40.779590423004244,-73.84422439354505,"{'latitude': '40.779590423004244', 'longitude': '-73.84422439354505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904531,2023-09-23T08:02:01.000,2023-09-27T14:45:54.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Recreation Center,Park,10464,281 CITY ISLAND AVENUE,CITY ISLAND AVENUE,HAWKINS STREET,FORDHAM STREET,HAWKINS STREET,FORDHAM STREET,ADDRESS,BRONX,CITY ISLAND AVENUE,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-27T14:46:00.000,10 BRONX,2056300037,BRONX,1043387,247783,PHONE,Unspecified,BRONX,40.846584150841515,-73.7862550639444,"{'latitude': '40.846584150841515', 'longitude': '-73.7862550639444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58903796,2023-09-23T08:01:32.000,2023-09-25T11:39:11.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11220,4716 5 AVENUE,5 AVENUE,47 STREET,48 STREET,47 STREET,48 STREET,ADDRESS,BROOKLYN,5 AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-25T05:14:12.000,07 BROOKLYN,3007650041,BROOKLYN,981827,174867,ONLINE,Unspecified,BROOKLYN,40.64664583494289,-74.00873144548663,"{'latitude': '40.64664583494289', 'longitude': '-74.00873144548663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904096,2023-09-23T08:01:32.000,2023-09-23T08:52:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11210,1565 NEW YORK AVENUE,NEW YORK AVENUE,FARRAGUT ROAD,GLENWOOD ROAD,FARRAGUT ROAD,GLENWOOD ROAD,ADDRESS,BROOKLYN,NEW YORK AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T08:52:18.000,17 BROOKLYN,3050080011,BROOKLYN,999534,170545,MOBILE,Unspecified,BROOKLYN,40.63477001630498,-73.94493286318902,"{'latitude': '40.63477001630498', 'longitude': '-73.94493286318902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58903275,2023-09-23T08:01:28.000,2023-09-23T09:02:58.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11205,2 PARK AVENUE,PARK AVENUE,NAVY STREET,MONUMENT WALK,NAVY STREET,MONUMENT WALK,ADDRESS,BROOKLYN,PARK AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T09:03:02.000,02 BROOKLYN,,BROOKLYN,989818,192917,MOBILE,Unspecified,BROOKLYN,40.69618762099756,-73.97992042327036,"{'latitude': '40.69618762099756', 'longitude': '-73.97992042327036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58907101,2023-09-23T08:01:15.000,2023-10-02T21:52:05.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10025,841 WEST END AVENUE,WEST END AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,07 MANHATTAN,1018897502,MANHATTAN,992314,230183,ONLINE,Unspecified,MANHATTAN,40.79847148552711,-73.97087455043554,"{'latitude': '40.79847148552711', 'longitude': '-73.97087455043554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58909224,2023-09-23T08:01:15.000,2023-10-02T21:52:05.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10025,841 WEST END AVENUE,WEST END AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,07 MANHATTAN,1018897502,MANHATTAN,992314,230183,ONLINE,Unspecified,MANHATTAN,40.79847148552711,-73.97087455043554,"{'latitude': '40.79847148552711', 'longitude': '-73.97087455043554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904027,2023-09-23T08:01:08.000,2023-09-23T08:18:26.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11222,100 MESEROLE AVENUE,MESEROLE AVENUE,LORIMER STREET,MANHATTAN AVENUE,LORIMER STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,MESEROLE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T08:18:29.000,01 BROOKLYN,3026190001,BROOKLYN,997282,204143,MOBILE,Unspecified,BROOKLYN,40.72699247279165,-73.95298167828521,"{'latitude': '40.72699247279165', 'longitude': '-73.95298167828521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904636,2023-09-23T08:00:37.000,2023-09-23T08:56:25.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11101,PLACELLA PARK,PLACELLA PARK,37 AVENUE,21 STREET,37 AVENUE,21 STREET,ADDRESS,LONG ISLAND CITY,SIXTEEN OAKS GROVE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T08:56:28.000,01 QUEENS,4201099999,QUEENS,1001330,215636,ONLINE,Unspecified,QUEENS,40.75853099218921,-73.9383476666168,"{'latitude': '40.75853099218921', 'longitude': '-73.9383476666168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904593,2023-09-23T08:00:13.000,2023-09-23T08:51:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11434,155-27 116 AVENUE,116 AVENUE,155 STREET,BARRON STREET,155 STREET,BARRON STREET,ADDRESS,JAMAICA,116 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T08:51:09.000,12 QUEENS,4121930085,QUEENS,1042782,188590,MOBILE,Unspecified,QUEENS,40.684119223313836,-73.78895721865867,"{'latitude': '40.684119223313836', 'longitude': '-73.78895721865867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58903647,2023-09-23T08:00:05.000,2023-09-23T08:22:58.000,NYPD,New York City Police Department,Graffiti,Police Report Not Requested,Street/Sidewalk,10314,2500 RICHMOND AVENUE,RICHMOND AVENUE,RICHMOND HILL ROAD,RING ROAD,RICHMOND HILL ROAD,RING ROAD,ADDRESS,STATEN ISLAND,RICHMOND AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T08:23:03.000,02 STATEN ISLAND,5025200001,STATEN ISLAND,937500,153180,ONLINE,Unspecified,STATEN ISLAND,40.58699656764466,-74.16831643664355,"{'latitude': '40.58699656764466', 'longitude': '-74.16831643664355', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904207,2023-09-23T07:59:50.000,2023-09-23T12:11:56.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,10467,2802 OLINVILLE AVENUE,OLINVILLE AVENUE,BRITTON STREET,ARNOW AVENUE,BRITTON STREET,ARNOW AVENUE,ADDRESS,BRONX,OLINVILLE AVENUE,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-23T12:12:01.000,11 BRONX,2045080037,BRONX,1020673,255065,UNKNOWN,Unspecified,BRONX,40.8666939486137,-73.86831287842655,"{'latitude': '40.8666939486137', 'longitude': '-73.86831287842655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904775,2023-09-23T07:59:43.000,2023-09-23T08:44:17.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-23T08:44:21.000,Unspecified MANHATTAN,,MANHATTAN,986088,211507,MOBILE,Unspecified,MANHATTAN,40.747214240254344,-73.99336664342263,"{'latitude': '40.747214240254344', 'longitude': '-73.99336664342263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,Platform,,,1 Downtown,,
58903896,2023-09-23T07:59:08.000,2023-09-23T08:20:47.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11222,192 FREEMAN STREET,FREEMAN STREET,MANHATTAN AVENUE,MCGUINNESS BOULEVARD,MANHATTAN AVENUE,MCGUINNESS BOULEVARD,ADDRESS,BROOKLYN,FREEMAN STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-23T08:20:51.000,01 BROOKLYN,3025130017,BROOKLYN,997048,206896,MOBILE,Unspecified,BROOKLYN,40.734549124170904,-73.95382069352385,"{'latitude': '40.734549124170904', 'longitude': '-73.95382069352385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58908871,2023-09-23T07:59:00.000,2023-09-23T08:30:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Locking Device Request (Use Comments) (WC5),,11212,36 GRAFTON STREET,GRAFTON STREET,PITKIN AVE,SUTTER AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-23T08:30:00.000,16 BROOKLYN,3035120051,BROOKLYN,1006726,182516,PHONE,Unspecified,BROOKLYN,40.6676124640108,-73.91898073254964,"{'latitude': '40.6676124640108', 'longitude': '-73.91898073254964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58909150,2023-09-23T07:58:33.000,2023-11-24T09:22:46.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10460,922 BRONX PARK SOUTH,BRONX PARK SOUTH,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-24T00:00:00.000,06 BRONX,2031290010,BRONX,1017383,247530,PHONE,Unspecified,BRONX,40.84602560749318,-73.88024508040856,"{'latitude': '40.84602560749318', 'longitude': '-73.88024508040856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58906506,2023-09-23T07:58:33.000,2023-11-24T09:22:46.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10460,922 BRONX PARK SOUTH,BRONX PARK SOUTH,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-24T00:00:00.000,06 BRONX,2031290010,BRONX,1017383,247530,PHONE,Unspecified,BRONX,40.84602560749318,-73.88024508040856,"{'latitude': '40.84602560749318', 'longitude': '-73.88024508040856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58905948,2023-09-23T07:58:33.000,2023-11-24T09:22:46.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10460,922 BRONX PARK SOUTH,BRONX PARK SOUTH,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-24T00:00:00.000,06 BRONX,2031290010,BRONX,1017383,247530,PHONE,Unspecified,BRONX,40.84602560749318,-73.88024508040856,"{'latitude': '40.84602560749318', 'longitude': '-73.88024508040856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58905947,2023-09-23T07:58:33.000,2023-11-24T09:22:46.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10460,922 BRONX PARK SOUTH,BRONX PARK SOUTH,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-24T00:00:00.000,06 BRONX,2031290010,BRONX,1017383,247530,PHONE,Unspecified,BRONX,40.84602560749318,-73.88024508040856,"{'latitude': '40.84602560749318', 'longitude': '-73.88024508040856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58905938,2023-09-23T07:58:33.000,2023-11-24T09:22:46.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10460,922 BRONX PARK SOUTH,BRONX PARK SOUTH,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-24T00:00:00.000,06 BRONX,2031290010,BRONX,1017383,247530,PHONE,Unspecified,BRONX,40.84602560749318,-73.88024508040856,"{'latitude': '40.84602560749318', 'longitude': '-73.88024508040856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58909163,2023-09-23T07:58:33.000,2023-11-24T09:22:46.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10460,922 BRONX PARK SOUTH,BRONX PARK SOUTH,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-24T00:00:00.000,06 BRONX,2031290010,BRONX,1017383,247530,PHONE,Unspecified,BRONX,40.84602560749318,-73.88024508040856,"{'latitude': '40.84602560749318', 'longitude': '-73.88024508040856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58903994,2023-09-23T07:58:29.000,2023-09-25T09:51:41.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11232,215 31 STREET,31 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,31 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-23T07:58:29.000,07 BROOKLYN,3006737501,BROOKLYN,984281,178325,MOBILE,Unspecified,BROOKLYN,40.65613762408311,-73.99988827349513,"{'latitude': '40.65613762408311', 'longitude': '-73.99988827349513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904215,2023-09-23T07:58:18.000,2023-09-23T09:58:46.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11417,135-33 96 STREET,96 STREET,LINDEN BOULEVARD,PITKIN AVENUE,LINDEN BOULEVARD,PITKIN AVENUE,ADDRESS,OZONE PARK,96 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T09:58:49.000,10 QUEENS,4115150039,QUEENS,1028480,184793,PHONE,Unspecified,QUEENS,40.673780357263695,-73.84054924947826,"{'latitude': '40.673780357263695', 'longitude': '-73.84054924947826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58903578,2023-09-23T07:58:16.000,2023-09-23T11:40:50.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11208,142 AUTUMN AVENUE,AUTUMN AVENUE,DANFORTH STREET,O'BRIEN PLACE,DANFORTH STREET,O'BRIEN PLACE,ADDRESS,BROOKLYN,AUTUMN AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-23T11:40:55.000,05 BROOKLYN,3041200017,BROOKLYN,1020045,189536,ONLINE,Unspecified,BROOKLYN,40.686836926617815,-73.87093248699462,"{'latitude': '40.686836926617815', 'longitude': '-73.87093248699462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904532,2023-09-23T07:58:05.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10011,166 WEST   22 STREET,WEST   22 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   22 STREET,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-23T10:25:28.000,04 MANHATTAN,1007970076,MANHATTAN,985619,209961,PHONE,Unspecified,MANHATTAN,40.74297094242044,-73.99505958281917,"{'latitude': '40.74297094242044', 'longitude': '-73.99505958281917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902944,2023-09-23T07:57:34.000,2023-09-23T08:57:12.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11226,390 PARKSIDE AVENUE,PARKSIDE AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,PARKSIDE AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-23T08:57:14.000,09 BROOKLYN,3050550046,BROOKLYN,995907,178188,ONLINE,Unspecified,BROOKLYN,40.655753916351856,-73.95798747012316,"{'latitude': '40.655753916351856', 'longitude': '-73.95798747012316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58903580,2023-09-23T07:57:26.000,2023-09-23T20:01:39.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,Private Carter Decal Not Posted,Street,10019,13 WEST   54 STREET,WEST   54 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST   54 STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-23T20:01:45.000,05 MANHATTAN,1012700026,MANHATTAN,990863,216664,ONLINE,Unspecified,MANHATTAN,40.76136661306369,-73.97612855916705,"{'latitude': '40.76136661306369', 'longitude': '-73.97612855916705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904520,2023-09-23T07:57:24.000,2023-09-23T07:59:49.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Street,10304,11 ROOSEVELT STREET,ROOSEVELT STREET,RICHMOND ROAD,BALTIC AVENUE,RICHMOND ROAD,BALTIC AVENUE,ADDRESS,STATEN ISLAND,ROOSEVELT STREET,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond. Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-09-23T07:59:52.000,02 STATEN ISLAND,5031670011,STATEN ISLAND,958656,160038,ONLINE,Unspecified,STATEN ISLAND,40.60590671590657,-74.0921734590419,"{'latitude': '40.60590671590657', 'longitude': '-74.0921734590419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904786,2023-09-23T07:57:03.000,2023-09-25T04:50:12.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11224,2847 WEST    8 STREET,WEST    8 STREET,SHEEPSHEAD BAY ROAD,BRIGHTON/CULVER LINE,SHEEPSHEAD BAY ROAD,BRIGHTON/CULVER LINE,ADDRESS,BROOKLYN,WEST    8 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T04:50:15.000,13 BROOKLYN,3072790162,BROOKLYN,990834,150112,MOBILE,Unspecified,BROOKLYN,40.57869635241402,-73.9762982453224,"{'latitude': '40.57869635241402', 'longitude': '-73.9762982453224', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904605,2023-09-23T07:56:57.000,2023-09-23T08:54:38.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10469,2750 FENTON AVENUE,FENTON AVENUE,ALLERTON AVENUE,ARNOW AVENUE,ALLERTON AVENUE,ARNOW AVENUE,ADDRESS,BRONX,FENTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T08:54:42.000,11 BRONX,2045330028,BRONX,1027307,254808,PHONE,Unspecified,BRONX,40.86595869696993,-73.84432939208881,"{'latitude': '40.86595869696993', 'longitude': '-73.84432939208881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904630,2023-09-23T07:56:26.000,2023-09-23T09:57:11.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,1693 LINDEN STREET,LINDEN STREET,LINDEN STREET,CYPRESS AVENUE,LINDEN STREET,CYPRESS AVENUE,ADDRESS,RIDGEWOOD,LINDEN STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-23T09:57:15.000,05 QUEENS,4034430036,QUEENS,1009039,195159,ONLINE,Unspecified,QUEENS,40.702308417820426,-73.91059654990802,"{'latitude': '40.702308417820426', 'longitude': '-73.91059654990802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902887,2023-09-23T07:56:10.000,2023-09-23T10:37:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10462,2015 PAULDING AVENUE,PAULDING AVENUE,NEILL AVENUE,LYDIG AVENUE,NEILL AVENUE,LYDIG AVENUE,ADDRESS,BRONX,PAULDING AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T10:37:15.000,11 BRONX,2043010021,BRONX,1023322,249956,ONLINE,Unspecified,BRONX,40.85265996959434,-73.85876523408555,"{'latitude': '40.85265996959434', 'longitude': '-73.85876523408555', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58906863,2023-09-23T07:56:00.000,2023-09-26T13:17:00.000,DOT,Department of Transportation,Street Light Condition,Fixture/Luminaire Door Open,,10467,,,,,OAK DRIVE SOUTH,HOLLAND AVENUE,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T13:17:00.000,12 BRONX,,BRONX,1021537,257120,UNKNOWN,Unspecified,BRONX,40.872330682152075,-73.86517766149616,"{'latitude': '40.872330682152075', 'longitude': '-73.86517766149616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904322,2023-09-23T07:55:49.000,2023-09-23T20:08:58.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,Private Carter Decal Not Posted,Street,10019,4 WEST   54 STREET,WEST   54 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST   54 STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-23T20:09:04.000,05 MANHATTAN,1012690020,MANHATTAN,990923,216624,ONLINE,Unspecified,MANHATTAN,40.76125677825858,-73.97591201239466,"{'latitude': '40.76125677825858', 'longitude': '-73.97591201239466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58903550,2023-09-23T07:55:46.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10011,166 WEST   22 STREET,WEST   22 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   22 STREET,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-23T09:01:21.000,04 MANHATTAN,1007970076,MANHATTAN,985619,209961,PHONE,Unspecified,MANHATTAN,40.74297094242044,-73.99505958281917,"{'latitude': '40.74297094242044', 'longitude': '-73.99505958281917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58908353,2023-09-23T07:55:41.000,2023-10-02T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11236,35 PAERDEGAT   10 STREET,PAERDEGAT   10 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings has made a second attempt to conduct an inspection of this premises and was denied access. No further attempts will be made.,2023-10-02T00:00:00.000,18 BROOKLYN,3080590044,BROOKLYN,1010582,168587,UNKNOWN,Unspecified,BROOKLYN,40.62936977089942,-73.90513538969347,"{'latitude': '40.62936977089942', 'longitude': '-73.90513538969347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,N/A,,,,
58903888,2023-09-23T07:55:24.000,2023-09-23T09:57:15.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11211,252 SKILLMAN AVENUE,SKILLMAN AVENUE,WOODPOINT ROAD,KINGSLAND AVENUE,WOODPOINT ROAD,KINGSLAND AVENUE,ADDRESS,BROOKLYN,SKILLMAN AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T09:57:19.000,01 BROOKLYN,3028930028,BROOKLYN,1000647,200243,ONLINE,Unspecified,BROOKLYN,40.71628231946215,-73.94085055573497,"{'latitude': '40.71628231946215', 'longitude': '-73.94085055573497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904398,2023-09-23T07:54:54.000,2023-09-23T08:17:58.000,NYPD,New York City Police Department,Graffiti,Police Report Not Requested,Street/Sidewalk,10309,3230 ARTHUR KILL ROAD,ARTHUR KILL ROAD,JOHNSON STREET,BEIRBOWER LANE,JOHNSON STREET,BEIRBOWER LANE,ADDRESS,STATEN ISLAND,ARTHUR KILL ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T08:18:03.000,03 STATEN ISLAND,,STATEN ISLAND,919255,137484,ONLINE,Unspecified,STATEN ISLAND,40.54379924191202,-74.23385371845237,"{'latitude': '40.54379924191202', 'longitude': '-74.23385371845237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58903005,2023-09-23T07:54:45.000,2023-09-23T09:49:57.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Highway,,,,,,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T09:50:00.000,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,Jackie Robinson/Interboro Pkwy,Cypress Hills St (Exit 3) - Cypress Ave Vermont Pl (Exit 2),,,West/Brooklyn Bound,Roadway,
