unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,due_date,bridge_highway_direction,road_ramp
58932892,2023-09-26T23:00:52.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,10019,790 7 AVENUE,7 AVENUE,WEST   51 STREET,WEST   52 STREET,WEST   51 STREET,WEST   52 STREET,ADDRESS,NEW YORK,7 AVENUE,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-19T14:37:56.000,05 MANHATTAN,1010230029,MANHATTAN,989067,216896,PHONE,Unspecified,MANHATTAN,40.76200455438324,-73.9826115482865,"{'latitude': '40.76200455438324', 'longitude': '-73.9826115482865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,"790 7 AVENUE, MANHATTAN (NEW YORK), NY, 10019",,,
58931713,2023-09-26T23:00:33.000,2023-09-26T23:43:55.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-26T23:43:58.000,Unspecified QUEENS,,QUEENS,1016943,209794,MOBILE,Unspecified,QUEENS,40.742452245537685,-73.88201910140538,"{'latitude': '40.742452245537685', 'longitude': '-73.88201910140538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,R,Mezzanine,,,,
58934802,2023-09-26T23:00:30.000,2023-09-26T23:43:04.000,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,Store/Commercial,10026,260 WEST  117 STREET,WEST  117 STREET,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  117 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-26T23:43:08.000,10 MANHATTAN,1019220049,MANHATTAN,997010,232447,PHONE,Unspecified,MANHATTAN,40.8046800115013,-73.95390929920008,"{'latitude': '40.8046800115013', 'longitude': '-73.95390929920008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934860,2023-09-26T23:00:12.000,2023-09-26T23:17:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1201 OGDEN AVENUE,OGDEN AVENUE,WEST  167 STREET,WEST  168 STREET,WEST  167 STREET,WEST  168 STREET,ADDRESS,BRONX,OGDEN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T23:17:38.000,04 BRONX,2025280029,BRONX,1004566,244546,MOBILE,Unspecified,BRONX,40.83787419318297,-73.92657947132132,"{'latitude': '40.83787419318297', 'longitude': '-73.92657947132132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930054,2023-09-26T23:00:04.000,2023-09-27T09:01:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11373,BROADWAY,BROADWAY,,,BROADWAY,JUSTICE AVENUE,INTERSECTION,QUEENS,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-27T09:01:00.000,04 QUEENS,,QUEENS,1018289,208140,UNKNOWN,Unspecified,QUEENS,40.73790735270634,-73.877170098335,"{'latitude': '40.73790735270634', 'longitude': '-73.877170098335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58928127,2023-09-26T22:59:56.000,2023-09-26T23:10:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11203,923 NEW YORK AVENUE,NEW YORK AVENUE,CHURCH AVENUE,SNYDER AVENUE,CHURCH AVENUE,SNYDER AVENUE,ADDRESS,BROOKLYN,NEW YORK AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T23:10:12.000,17 BROOKLYN,3048870001,BROOKLYN,999062,176301,ONLINE,Unspecified,BROOKLYN,40.65056979847927,-73.94662080691938,"{'latitude': '40.65056979847927', 'longitude': '-73.94662080691938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932637,2023-09-26T22:59:49.000,2023-09-26T23:56:19.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T23:56:23.000,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926973,2023-09-26T22:59:47.000,2023-09-26T23:21:54.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10014,211 WEST   10 STREET,WEST   10 STREET,WEST    4 STREET,BLEECKER STREET,WEST    4 STREET,BLEECKER STREET,ADDRESS,NEW YORK,WEST   10 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T23:21:59.000,02 MANHATTAN,1006200082,MANHATTAN,983094,206721,ONLINE,Unspecified,MANHATTAN,40.73407797589994,-74.00417119068399,"{'latitude': '40.73407797589994', 'longitude': '-74.00417119068399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930069,2023-09-26T22:59:40.000,2023-09-27T00:13:40.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,159 STREET,160 STREET,159 STREET,160 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T00:13:44.000,08 QUEENS,4068540028,QUEENS,1037538,201770,ONLINE,Unspecified,QUEENS,40.720328269590894,-73.80776061338688,"{'latitude': '40.720328269590894', 'longitude': '-73.80776061338688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932273,2023-09-26T22:59:37.000,2023-09-26T23:38:16.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11204,5513 16 AVENUE,16 AVENUE,55 STREET,56 STREET,55 STREET,56 STREET,ADDRESS,BROOKLYN,16 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T23:38:23.000,12 BROOKLYN,3054890005,BROOKLYN,987265,167906,ONLINE,Unspecified,BROOKLYN,40.627539192291586,-73.9891383525758,"{'latitude': '40.627539192291586', 'longitude': '-73.9891383525758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58935622,2023-09-26T22:59:23.000,2023-10-02T12:07:14.000,DSNY,Department of Sanitation,Litter Basket Request,Replacement Basket,Street,10461,ST PETERS AVENUE,ST PETERS AVENUE,ST PETERS AVENUE,WESTCHESTER AVENUE,ST PETERS AVENUE,WESTCHESTER AVENUE,INTERSECTION,,,Closed,A Litter Basket was placed at the location.,2023-09-27T07:00:41.000,10 BRONX,,BRONX,1027255,244817,PHONE,Unspecified,BRONX,40.838536665720575,-73.84458148434409,"{'latitude': '40.838536665720575', 'longitude': '-73.84458148434409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933461,2023-09-26T22:59:13.000,2023-09-27T00:04:55.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,58-16 69 AVENUE,69 AVENUE,ONDERDONK AVENUE,FOREST AVENUE,ONDERDONK AVENUE,FOREST AVENUE,ADDRESS,RIDGEWOOD,69 AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-27T00:04:58.000,05 QUEENS,4034750047,QUEENS,1011406,194818,PHONE,Unspecified,QUEENS,40.70136550591199,-73.90206116276333,"{'latitude': '40.70136550591199', 'longitude': '-73.90206116276333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929000,2023-09-26T22:59:05.000,2023-09-27T04:13:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,87-44 89 STREET,89 STREET,JAMAICA AVENUE,88 AVENUE,JAMAICA AVENUE,88 AVENUE,ADDRESS,WOODHAVEN,89 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T04:13:44.000,09 QUEENS,4089270026,QUEENS,1024366,191455,ONLINE,Unspecified,QUEENS,40.69208560332839,-73.85534067843842,"{'latitude': '40.69208560332839', 'longitude': '-73.85534067843842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929315,2023-09-26T22:59:00.000,2023-09-28T18:25:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10026,240 WEST  113 STREET,WEST  113 STREET,ADAM CLAYTON POWELL JR BLVD,FREDERICK DOUGLASS BLVD,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-28T18:25:00.000,10 MANHATTAN,1018280015,MANHATTAN,996734,231357,ONLINE,Unspecified,MANHATTAN,40.80168865532673,-73.95490827194348,"{'latitude': '40.80168865532673', 'longitude': '-73.95490827194348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58929305,2023-09-26T22:59:00.000,2023-09-27T18:04:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10310,160 RAVENHURST AVENUE,RAVENHURST AVENUE,ELIAS PL,KAREN CT,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-27T18:04:00.000,01 STATEN ISLAND,5003560319,STATEN ISLAND,947979,166455,ONLINE,Unspecified,STATEN ISLAND,40.623482765799,-74.13065970668,"{'latitude': '40.623482765799', 'longitude': '-74.13065970668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58929709,2023-09-26T22:58:50.000,2023-09-26T23:17:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1041 NELSON AVENUE,NELSON AVENUE,WEST  164 STREET,WEST  165 STREET,WEST  164 STREET,WEST  165 STREET,ADDRESS,BRONX,NELSON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T23:17:18.000,04 BRONX,2025120015,BRONX,1004134,243003,MOBILE,Unspecified,BRONX,40.83364008903812,-73.92814526096437,"{'latitude': '40.83364008903812', 'longitude': '-73.92814526096437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58925985,2023-09-26T22:58:22.000,2023-09-26T23:03:35.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10031,610 WEST  141 STREET,WEST  141 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  141 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T23:03:38.000,09 MANHATTAN,1020880038,MANHATTAN,997302,239524,MOBILE,Unspecified,MANHATTAN,40.82410396969219,-73.95284079702623,"{'latitude': '40.82410396969219', 'longitude': '-73.95284079702623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928478,2023-09-26T22:58:14.000,2023-09-26T23:20:35.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,215 WEST  116 STREET,WEST  116 STREET,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  116 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T23:20:42.000,10 MANHATTAN,1019220020,MANHATTAN,997130,232065,ONLINE,Unspecified,MANHATTAN,40.80363135253337,-73.95347657725151,"{'latitude': '40.80363135253337', 'longitude': '-73.95347657725151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929779,2023-09-26T22:58:02.000,2023-09-26T23:15:01.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11233,MACDONOUGH STREET,MACDONOUGH STREET,MACDONOUGH STREET,SARATOGA AVENUE,MACDONOUGH STREET,SARATOGA AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T23:15:07.000,03 BROOKLYN,,BROOKLYN,1007155,188499,ONLINE,Unspecified,BROOKLYN,40.684033343601605,-73.9174139834465,"{'latitude': '40.684033343601605', 'longitude': '-73.9174139834465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927820,2023-09-26T22:57:53.000,2023-09-27T09:07:26.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Sewage Odor,3+ Family Apt. Building,10471,244 FIELDSTONE TERRACE,FIELDSTONE TERRACE,POST ROAD,COLLEGE ROAD,POST ROAD,COLLEGE ROAD,ADDRESS,BRONX,FIELDSTON TERRACE,Closed,,2023-09-27T09:07:26.000,08 BRONX,2058271620,BRONX,1012399,265610,PHONE,Unspecified,BRONX,40.895666934715955,-73.89818312692441,"{'latitude': '40.895666934715955', 'longitude': '-73.89818312692441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932638,2023-09-26T22:57:41.000,2023-09-27T00:10:46.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T00:10:52.000,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928117,2023-09-26T22:57:32.000,2023-09-26T23:10:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11377,45-16 49 STREET,49 STREET,QUEENS BOULEVARD,47 AVENUE,QUEENS BOULEVARD,47 AVENUE,ADDRESS,WOODSIDE,49 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T23:11:01.000,02 QUEENS,4022810001,QUEENS,1007513,209691,MOBILE,Unspecified,QUEENS,40.74219936940601,-73.91604995512057,"{'latitude': '40.74219936940601', 'longitude': '-73.91604995512057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933932,2023-09-26T22:57:31.000,2023-09-27T00:12:31.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,159 STREET,160 STREET,159 STREET,160 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T00:12:37.000,08 QUEENS,4068540028,QUEENS,1037538,201770,ONLINE,Unspecified,QUEENS,40.720328269590894,-73.80776061338688,"{'latitude': '40.720328269590894', 'longitude': '-73.80776061338688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928599,2023-09-26T22:57:31.000,2023-09-28T09:22:43.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11419,121-20 LIBERTY AVENUE,LIBERTY AVENUE,,,,,ADDRESS,SOUTH RICHMOND HILL,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-28T00:00:00.000,10 QUEENS,4095750010,QUEENS,1033602,189638,MOBILE,Unspecified,QUEENS,40.6870516828661,-73.82204881986134,"{'latitude': '40.6870516828661', 'longitude': '-73.82204881986134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930403,2023-09-26T22:57:23.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10019,1710 BROADWAY,BROADWAY,WEST 54 STREET,WEST 55 STREET,WEST   54 STREET,WEST   55 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-27T04:32:34.000,05 MANHATTAN,1010260021,MANHATTAN,989128,217705,MOBILE,Unspecified,MANHATTAN,40.76422501752884,-73.98239076286046,"{'latitude': '40.76422501752884', 'longitude': '-73.98239076286046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933416,2023-09-26T22:57:22.000,2023-09-26T23:09:32.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10019,184 WEST   54 STREET,WEST   54 STREET,6 1/2 AVENUE,7 AVENUE,6 1/2 AVENUE,7 AVENUE,ADDRESS,NEW YORK,WEST   54 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T23:09:36.000,05 MANHATTAN,,MANHATTAN,989484,217421,MOBILE,Unspecified,MANHATTAN,40.76344530718104,-73.98110584905444,"{'latitude': '40.76344530718104', 'longitude': '-73.98110584905444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933551,2023-09-26T22:57:14.000,2023-09-26T23:01:03.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11205,24 PARK AVENUE,PARK AVENUE,MONUMENT WALK,MONUMENT WALK,MONUMENT WALK,MONUMENT WALK,ADDRESS,BROOKLYN,PARK AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T23:01:07.000,02 BROOKLYN,,BROOKLYN,990007,192906,ONLINE,Unspecified,BROOKLYN,40.696157307622244,-73.97923885223712,"{'latitude': '40.696157307622244', 'longitude': '-73.97923885223712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58925635,2023-09-26T22:57:11.000,2023-09-26T23:03:27.000,NYPD,New York City Police Department,Traffic,Drag Racing,Street/Sidewalk,10065,202 EAST   66 STREET,EAST   66 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   66 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T23:03:30.000,08 MANHATTAN,1014207501,MANHATTAN,994553,218209,ONLINE,Unspecified,MANHATTAN,40.76560370943706,-73.96280612338099,"{'latitude': '40.76560370943706', 'longitude': '-73.96280612338099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926465,2023-09-26T22:57:03.000,2023-09-27T04:53:16.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,88-09 80 STREET,80 STREET,88 AVENUE,88 ROAD,88 AVENUE,88 ROAD,ADDRESS,WOODHAVEN,80 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T04:53:24.000,09 QUEENS,4089160076,QUEENS,1022634,190620,ONLINE,Unspecified,QUEENS,40.68980140491708,-73.861591061695,"{'latitude': '40.68980140491708', 'longitude': '-73.861591061695', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928382,2023-09-26T22:56:50.000,2023-09-26T23:01:23.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11418,86-81 107 STREET,107 STREET,86 AVENUE,JAMAICA AVENUE,86 AVENUE,JAMAICA AVENUE,ADDRESS,RICHMOND HILL,107 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T23:01:27.000,09 QUEENS,4092030048,QUEENS,1028435,192897,ONLINE,Unspecified,QUEENS,40.69602417369229,-73.84065833256543,"{'latitude': '40.69602417369229', 'longitude': '-73.84065833256543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927513,2023-09-26T22:56:44.000,2023-09-27T00:17:28.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T00:17:34.000,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926279,2023-09-26T22:56:40.000,2023-09-27T00:19:14.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T00:19:19.000,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926898,2023-09-26T22:56:30.000,2023-09-27T01:05:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11213,319 NEW YORK AVENUE,NEW YORK AVENUE,UNION STREET,PRESIDENT STREET,UNION STREET,PRESIDENT STREET,ADDRESS,BROOKLYN,NEW YORK AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T01:06:01.000,09 BROOKLYN,3012770007,BROOKLYN,998721,182824,MOBILE,Unspecified,BROOKLYN,40.66847455830328,-73.94783569696033,"{'latitude': '40.66847455830328', 'longitude': '-73.94783569696033', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926489,2023-09-26T22:56:12.000,2023-09-27T02:26:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10457,305 EAST  182 STREET,EAST  182 STREET,TIEBOUT AVENUE,DEAD END,TIEBOUT AVENUE,DEAD END,ADDRESS,BRONX,EAST  182 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T02:26:56.000,05 BRONX,2031430179,BRONX,1012464,250891,MOBILE,Unspecified,BRONX,40.85526763822932,-73.89801000486693,"{'latitude': '40.85526763822932', 'longitude': '-73.89801000486693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931925,2023-09-26T22:56:00.000,2023-09-27T21:56:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10005,85 BEAVER STREET,BEAVER STREET,HANOVER ST,PEARL ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-27T21:56:00.000,01 MANHATTAN,1000270017,MANHATTAN,981863,196264,ONLINE,Unspecified,MANHATTAN,40.705375782620145,-74.00860929517997,"{'latitude': '40.705375782620145', 'longitude': '-74.00860929517997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58932841,2023-09-26T22:55:40.000,2023-09-27T05:14:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,2049 71 STREET,71 STREET,20 AVENUE,21 AVENUE,20 AVENUE,21 AVENUE,ADDRESS,BROOKLYN,71 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T05:15:00.000,11 BROOKLYN,3061740058,BROOKLYN,987497,162417,MOBILE,Unspecified,BROOKLYN,40.61247294811184,-73.9883052041266,"{'latitude': '40.61247294811184', 'longitude': '-73.9883052041266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58925998,2023-09-26T22:55:17.000,2023-09-26T23:21:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10306,2660 HYLAN BOULEVARD,HYLAN BOULEVARD,LINDBERGH AVENUE,ALLISON AVENUE,LINDBERGH AVENUE,ALLISON AVENUE,ADDRESS,STATEN ISLAND,HYLAN BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T23:21:59.000,02 STATEN ISLAND,,STATEN ISLAND,952789,145868,ONLINE,Unspecified,STATEN ISLAND,40.56699403260386,-74.11323670625784,"{'latitude': '40.56699403260386', 'longitude': '-74.11323670625784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930717,2023-09-26T22:55:13.000,2023-09-27T01:15:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11103,25-46 42 STREET,42 STREET,25 AVENUE,28 AVENUE,25 AVENUE,28 AVENUE,ADDRESS,ASTORIA,42 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T01:15:52.000,01 QUEENS,4006850064,QUEENS,1009061,218655,MOBILE,Unspecified,QUEENS,40.76679905116111,-73.9104305572561,"{'latitude': '40.76679905116111', 'longitude': '-73.9104305572561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933399,2023-09-26T22:54:59.000,2023-09-26T23:18:43.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11221,999 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T23:18:47.000,04 BROOKLYN,3031840056,BROOKLYN,1003921,193882,ONLINE,Unspecified,BROOKLYN,40.69881620992722,-73.92905873440152,"{'latitude': '40.69881620992722', 'longitude': '-73.92905873440152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930264,2023-09-26T22:54:56.000,2023-09-28T09:58:36.000,DOT,Department of Transportation,Highway Condition,Pothole - Highway,Highway,,,,,,,,,,,Closed,"Upon inspection, the reported condition was not found, therefore no action was taken.",2023-09-28T09:58:41.000,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,BQE/Gowanus Expwy,Metropolitan Ave Williamsburg Bridge Manhattan (Exit 32),,,East/Queens Bound,Ramp
