unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,intersection_street_1,intersection_street_2,location_type,landmark,facility_type,taxi_pick_up_location,due_date,vehicle_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp
58959951,2023-09-29T15:59:04.000,2023-10-02T20:09:51.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,10456,1210 SHERIDAN AVENUE,SHERIDAN AVENUE,,,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,04 BRONX,2024530001,BRONX,1007351,243231,PHONE,Unspecified,BRONX,40.83425805420328,-73.91651922101973,"{'latitude': '40.83425805420328', 'longitude': '-73.91651922101973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,,
58958170,2023-09-29T15:59:04.000,2023-10-02T20:09:52.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,10456,1210 SHERIDAN AVENUE,SHERIDAN AVENUE,,,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,04 BRONX,2024530001,BRONX,1007351,243231,PHONE,Unspecified,BRONX,40.83425805420328,-73.91651922101973,"{'latitude': '40.83425805420328', 'longitude': '-73.91651922101973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,,
58955971,2023-09-29T15:59:00.000,2023-09-30T01:40:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11217,386 DOUGLASS STREET,DOUGLASS STREET,4 AVE,5 AVE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T01:40:00.000,06 BROOKLYN,3009460031,BROOKLYN,989709,186562,ONLINE,Unspecified,BROOKLYN,40.67874467176407,-73.98031865319875,"{'latitude': '40.67874467176407', 'longitude': '-73.98031865319875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58959064,2023-09-29T15:59:00.000,2023-09-30T07:05:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11234,2060 EAST   72 STREET,EAST   72 STREET,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T17:05:00.000,18 BROOKLYN,3084120064,BROOKLYN,1009946,165506,PHONE,Unspecified,BROOKLYN,40.620914944233185,-73.90743839321102,"{'latitude': '40.620914944233185', 'longitude': '-73.90743839321102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58958291,2023-09-29T15:59:00.000,2023-10-04T12:42:10.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,10314,247 ADA DRIVE,ADA DRIVE,,,ADDRESS,STATEN ISLAND,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,01 STATEN ISLAND,5016580140,STATEN ISLAND,938931,165670,PHONE,Unspecified,STATEN ISLAND,40.621286444550826,-74.16324814963414,"{'latitude': '40.621286444550826', 'longitude': '-74.16324814963414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,,
58966070,2023-09-29T15:59:00.000,2023-10-04T12:42:10.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10314,247 ADA DRIVE,ADA DRIVE,,,ADDRESS,STATEN ISLAND,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,01 STATEN ISLAND,5016580140,STATEN ISLAND,938931,165670,PHONE,Unspecified,STATEN ISLAND,40.621286444550826,-74.16324814963414,"{'latitude': '40.621286444550826', 'longitude': '-74.16324814963414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,,
58966739,2023-09-29T15:59:00.000,2023-09-29T19:33:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11413,145-88 223 STREET,223 STREET,145 RD,146 AVE,ADDRESS,SPRINGFIELD GARDENS,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-29T19:33:00.000,13 QUEENS,4134700070,QUEENS,1051637,180276,PHONE,Unspecified,QUEENS,40.66123626073539,-73.75711293248945,"{'latitude': '40.66123626073539', 'longitude': '-73.75711293248945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58957683,2023-09-29T15:59:00.000,2023-09-30T09:10:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11213,1680 ATLANTIC AVENUE,ATLANTIC AVENUE,TROY AVE,SCHENECTADY AVE,ADDRESS,BROOKLYN,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-30T09:10:00.000,08 BROOKLYN,3013350011,BROOKLYN,1002291,186172,PHONE,Unspecified,BROOKLYN,40.677657509162366,-73.93495779098265,"{'latitude': '40.677657509162366', 'longitude': '-73.93495779098265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58961344,2023-09-29T15:59:00.000,2023-10-04T12:42:09.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,10314,247 ADA DRIVE,ADA DRIVE,,,ADDRESS,STATEN ISLAND,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,01 STATEN ISLAND,5016580140,STATEN ISLAND,938931,165670,PHONE,Unspecified,STATEN ISLAND,40.621286444550826,-74.16324814963414,"{'latitude': '40.621286444550826', 'longitude': '-74.16324814963414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,,
58962709,2023-09-29T15:59:00.000,2023-10-04T12:42:10.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,10314,247 ADA DRIVE,ADA DRIVE,,,ADDRESS,STATEN ISLAND,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,01 STATEN ISLAND,5016580140,STATEN ISLAND,938931,165670,PHONE,Unspecified,STATEN ISLAND,40.621286444550826,-74.16324814963414,"{'latitude': '40.621286444550826', 'longitude': '-74.16324814963414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,,
58967606,2023-09-29T15:59:00.000,2023-10-04T12:42:09.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,10314,247 ADA DRIVE,ADA DRIVE,,,ADDRESS,STATEN ISLAND,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,01 STATEN ISLAND,5016580140,STATEN ISLAND,938931,165670,PHONE,Unspecified,STATEN ISLAND,40.621286444550826,-74.16324814963414,"{'latitude': '40.621286444550826', 'longitude': '-74.16324814963414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,,
58960099,2023-09-29T15:59:00.000,2023-10-05T10:31:11.000,HPD,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,10314,247 ADA DRIVE,ADA DRIVE,,,ADDRESS,STATEN ISLAND,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,01 STATEN ISLAND,5016580140,STATEN ISLAND,938931,165670,PHONE,Unspecified,STATEN ISLAND,40.621286444550826,-74.16324814963414,"{'latitude': '40.621286444550826', 'longitude': '-74.16324814963414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,,
59453210,2023-09-29T15:58:53.000,,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,10005,63 WALL STREET,WALL STREET,WALL STREET,EXCHANGE PLACE,ADDRESS,NEW YORK,In Progress,,,01 MANHATTAN,,MANHATTAN,981791,196409,ONLINE,Unspecified,MANHATTAN,40.70577375373337,-74.00886903361369,"{'latitude': '40.70577375373337', 'longitude': '-74.00886903361369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WALL STREET,EXCHANGE PLACE,Apartment,WALL STREET,,,,,,,,
58966415,2023-09-29T15:58:49.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Report,Driver Report - Passenger,11219,1470 58 STREET,58 STREET,14 AVENUE,15 AVENUE,ADDRESS,BROOKLYN,In Progress,,,12 BROOKLYN,3057060035,BROOKLYN,985989,167995,PHONE,Unspecified,BROOKLYN,40.627783820946085,-73.99373516614547,"{'latitude': '40.627783820946085', 'longitude': '-73.99373516614547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14 AVENUE,15 AVENUE,,58 STREET,,"1470 58 STREET, BROOKLYN, NY, 11219",,Car Service,,,,
59446706,2023-09-29T15:58:33.000,,HPD,Department of Housing Preservation and Development,Flooring/Stairs,Floor,10456,1210 SHERIDAN AVENUE,SHERIDAN AVENUE,EAST  167 STREET,EAST  168 STREET,ADDRESS,BRONX,In Progress,,,04 BRONX,,BRONX,1007351,243231,PHONE,Unspecified,BRONX,40.83425805420328,-73.91651922101973,"{'latitude': '40.83425805420328', 'longitude': '-73.91651922101973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  167 STREET,EAST  168 STREET,Apartment,SHERIDAN AVENUE,,,,,,,,
59439296,2023-09-29T15:58:29.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,10456,1210 SHERIDAN AVENUE,SHERIDAN AVENUE,EAST  167 STREET,EAST  168 STREET,ADDRESS,BRONX,In Progress,,,04 BRONX,,BRONX,1007351,243231,PHONE,Unspecified,BRONX,40.83425805420328,-73.91651922101973,"{'latitude': '40.83425805420328', 'longitude': '-73.91651922101973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  167 STREET,EAST  168 STREET,Apartment,SHERIDAN AVENUE,,,,,,,,
58963306,2023-09-29T15:58:08.000,2023-10-04T11:19:33.000,DOT,Department of Transportation,Street Condition,Cave-in,11102,21-27 24 DRIVE,24 DRIVE,21 STREET,23 STREET,ADDRESS,ASTORIA,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-10-04T11:19:41.000,01 QUEENS,4008740144,QUEENS,1005734,221768,ONLINE,Unspecified,QUEENS,40.775352132219986,-73.92243130129195,"{'latitude': '40.775352132219986', 'longitude': '-73.92243130129195', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",21 STREET,23 STREET,Street,24 DRIVE,,,,,,,,
58966547,2023-09-29T15:57:50.000,2023-09-29T16:20:16.000,NYPD,New York City Police Department,Panhandling,N/A,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T16:20:21.000,Unspecified BRONX,,BRONX,1010797,235168,MOBILE,Unspecified,BRONX,40.812117731364886,-73.90409821625235,"{'latitude': '40.812117731364886', 'longitude': '-73.90409821625235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,Subway,,,,,,6,Mezzanine,,
59445657,2023-09-29T15:57:49.000,,HPD,Department of Housing Preservation and Development,Safety,Window Guard Broken/Missing,10314,247 ADA DRIVE,ADA DRIVE,ELSON COURT,FARRAGUT AVENUE,ADDRESS,STATEN ISLAND,In Progress,,,01 STATEN ISLAND,5016580140,STATEN ISLAND,938931,165670,PHONE,Unspecified,STATEN ISLAND,40.621286444550826,-74.16324814963414,"{'latitude': '40.621286444550826', 'longitude': '-74.16324814963414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELSON COURT,FARRAGUT AVENUE,Apartment,ADA DRIVE,,,,,,,,
59452274,2023-09-29T15:57:49.000,,HPD,Department of Housing Preservation and Development,Plumbing,Toilet,10314,247 ADA DRIVE,ADA DRIVE,ELSON COURT,FARRAGUT AVENUE,ADDRESS,STATEN ISLAND,In Progress,,,01 STATEN ISLAND,5016580140,STATEN ISLAND,938931,165670,PHONE,Unspecified,STATEN ISLAND,40.621286444550826,-74.16324814963414,"{'latitude': '40.621286444550826', 'longitude': '-74.16324814963414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELSON COURT,FARRAGUT AVENUE,Apartment,ADA DRIVE,,,,,,,,
59439798,2023-09-29T15:57:48.000,,HPD,Department of Housing Preservation and Development,Flooring/Stairs,Floor,10314,247 ADA DRIVE,ADA DRIVE,ELSON COURT,FARRAGUT AVENUE,ADDRESS,STATEN ISLAND,In Progress,,,01 STATEN ISLAND,5016580140,STATEN ISLAND,938931,165670,PHONE,Unspecified,STATEN ISLAND,40.621286444550826,-74.16324814963414,"{'latitude': '40.621286444550826', 'longitude': '-74.16324814963414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELSON COURT,FARRAGUT AVENUE,Apartment,ADA DRIVE,,,,,,,,
59455405,2023-09-29T15:57:48.000,,HPD,Department of Housing Preservation and Development,Paint/Plaster,Wall,10314,247 ADA DRIVE,ADA DRIVE,ELSON COURT,FARRAGUT AVENUE,ADDRESS,STATEN ISLAND,In Progress,,,01 STATEN ISLAND,5016580140,STATEN ISLAND,938931,165670,PHONE,Unspecified,STATEN ISLAND,40.621286444550826,-74.16324814963414,"{'latitude': '40.621286444550826', 'longitude': '-74.16324814963414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELSON COURT,FARRAGUT AVENUE,Apartment,ADA DRIVE,,,,,,,,
59435749,2023-09-29T15:57:44.000,,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,10314,247 ADA DRIVE,ADA DRIVE,ELSON COURT,FARRAGUT AVENUE,ADDRESS,STATEN ISLAND,In Progress,,,01 STATEN ISLAND,5016580140,STATEN ISLAND,938931,165670,PHONE,Unspecified,STATEN ISLAND,40.621286444550826,-74.16324814963414,"{'latitude': '40.621286444550826', 'longitude': '-74.16324814963414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELSON COURT,FARRAGUT AVENUE,Apartment,ADA DRIVE,,,,,,,,
59449100,2023-09-29T15:57:24.000,2023-09-29T19:33:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11413,145-88 223 STREET,223 STREET,145 ROAD,146 AVENUE,ADDRESS,SPRINGFIELD GARDENS,Closed,,2023-09-29T19:33:00.000,13 QUEENS,4134700070,QUEENS,1051637,180276,PHONE,Unspecified,QUEENS,40.66123626073539,-73.75711293248945,"{'latitude': '40.66123626073539', 'longitude': '-73.75711293248945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",145 ROAD,146 AVENUE,Sewer,223 STREET,,,,,,,,
58957165,2023-09-29T15:57:03.000,2023-09-29T15:57:03.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10022,961 2 AVENUE,2 AVENUE,2 AVENUE,EAST 51 STREET,ADDRESS,NEW YORK,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-29T15:57:03.000,06 MANHATTAN,1013240029,MANHATTAN,993075,214496,ONLINE,Unspecified,MANHATTAN,40.755414076470544,-73.96814658370242,"{'latitude': '40.755414076470544', 'longitude': '-73.96814658370242', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2 AVENUE,EAST   51 STREET,Other (Explain Below),,,,,,,,,
59452442,2023-09-29T15:57:03.000,2023-09-30T01:40:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11217,386 DOUGLASS STREET,DOUGLASS STREET,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-30T01:40:00.000,06 BROOKLYN,,BROOKLYN,989709,186562,ONLINE,Unspecified,BROOKLYN,40.67874467176407,-73.98031865319875,"{'latitude': '40.67874467176407', 'longitude': '-73.98031865319875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4 AVENUE,5 AVENUE,Sewer,DOUGLASS STREET,,,,,,,,
58967148,2023-09-29T15:57:00.000,2023-09-30T21:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,11211,,,,,INTERSECTION,BROOKLYN,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-30T21:20:00.000,01 BROOKLYN,,BROOKLYN,997930,197286,UNKNOWN,Unspecified,BROOKLYN,40.70817067807224,-73.95065768656428,"{'latitude': '40.70817067807224', 'longitude': '-73.95065768656428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SCHOLES STREET,UNION AVENUE,,,N/A,,,,,,,
59449098,2023-09-29T15:56:56.000,2023-09-30T17:05:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11234,2060 EAST   72 STREET,EAST   72 STREET,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,Closed,,2023-09-30T17:05:00.000,18 BROOKLYN,,BROOKLYN,1009946,165506,PHONE,Unspecified,BROOKLYN,40.620914944233185,-73.90743839321102,"{'latitude': '40.620914944233185', 'longitude': '-73.90743839321102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE T,AVENUE U,Sewer,EAST   72 STREET,,,,,,,,
58967063,2023-09-29T15:56:48.000,2023-09-29T17:13:41.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,10451,501 GERARD AVENUE,GERARD AVENUE,EAST  146 STREET,EAST  149 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T17:13:44.000,01 BRONX,2023510040,BRONX,1003774,237468,ONLINE,Unspecified,BRONX,40.81844889790161,-73.92946229755852,"{'latitude': '40.81844889790161', 'longitude': '-73.92946229755852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  146 STREET,EAST  149 STREET,Street/Sidewalk,GERARD AVENUE,,,,,,,,
58963396,2023-09-29T15:56:44.000,,DSNY,Department of Sanitation,Dirty Condition,Trash,11434,118-06 153 STREET,153 STREET,118 AVENUE,119 AVENUE,ADDRESS,JAMAICA,In Progress,,2023-09-30T10:09:00.000,12 QUEENS,4122060021,QUEENS,1042651,187288,ONLINE,Unspecified,QUEENS,40.68054640525756,-73.7894408342018,"{'latitude': '40.68054640525756', 'longitude': '-73.7894408342018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",118 AVENUE,119 AVENUE,Yard,153 STREET,,,,,,,,
58964845,2023-09-29T15:56:42.000,2023-09-29T15:56:42.000,DOHMH,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,10459,1330 INTERVALE AVENUE,INTERVALE AVENUE,FREEMAN STREET,LOUIS NINE BOULEVARD,ADDRESS,BRONX,Closed,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after the initial complaint, please submit a new Service Request.",2023-10-02T10:08:04.000,03 BRONX,2029760007,BRONX,1013828,242016,PHONE,Unspecified,BRONX,40.83090391405836,-73.89311846914359,"{'latitude': '40.83090391405836', 'longitude': '-73.89311846914359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FREEMAN STREET,LOUIS NINE BOULEVARD,Public/Unfenced Area,INTERVALE AVENUE,,,,,,,,
59459882,2023-09-29T15:56:42.000,2023-10-16T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,11219,937 59 STREET,59 STREET,9 AVENUE,FORT HAMILTON PARKWAY,ADDRESS,BROOKLYN,Closed,,2023-10-16T00:00:00.000,12 BROOKLYN,3057010055,BROOKLYN,982596,170361,PHONE,Unspecified,BROOKLYN,40.63427800711096,-74.00595919699319,"{'latitude': '40.63427800711096', 'longitude': '-74.00595919699319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9 AVENUE,FORT HAMILTON PARKWAY,Apartment,59 STREET,,,,,,,,
59452685,2023-09-29T15:56:41.000,2023-09-30T09:10:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11213,1680 ATLANTIC AVENUE,ATLANTIC AVENUE,TROY AVENUE,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-30T09:10:00.000,08 BROOKLYN,3013350011,BROOKLYN,1002291,186172,PHONE,Unspecified,BROOKLYN,40.677657509162366,-73.93495779098265,"{'latitude': '40.677657509162366', 'longitude': '-73.93495779098265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TROY AVENUE,SCHENECTADY AVENUE,Street,ATLANTIC AVENUE,,,,,,,,
58964820,2023-09-29T15:56:34.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,11357,14-11 145 PLACE,145 PLACE,14 AVENUE,15 AVENUE,ADDRESS,WHITESTONE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-06T11:54:17.000,07 QUEENS,4046220049,QUEENS,1033721,225987,PHONE,Unspecified,QUEENS,40.78681981663293,-73.82135243892267,"{'latitude': '40.78681981663293', 'longitude': '-73.82135243892267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14 AVENUE,15 AVENUE,Street,145 PLACE,,,,,,,,
58964682,2023-09-29T15:56:19.000,2023-10-10T11:31:24.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11238,50 GREENE AVENUE,GREENE AVENUE,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-10T00:00:00.000,02 BROOKLYN,3019570030,BROOKLYN,992382,189258,ONLINE,Unspecified,BROOKLYN,40.68614252568358,-73.970678426438,"{'latitude': '40.68614252568358', 'longitude': '-73.970678426438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,,
58964696,2023-09-29T15:56:19.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,10453,1861 SEDGWICK AVENUE,SEDGWICK AVENUE,,,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,05 BRONX,2028810075,BRONX,1006975,250283,PHONE,Unspecified,BRONX,40.85361469490341,-73.9178540846271,"{'latitude': '40.85361469490341', 'longitude': '-73.9178540846271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,,
58963218,2023-09-29T15:56:18.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,11213,195 BROOKLYN AVENUE,BROOKLYN AVENUE,PROSPECT PLACE,PARK PLACE,ADDRESS,BROOKLYN,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-24T09:54:15.000,08 BROOKLYN,,BROOKLYN,999616,184566,ONLINE,Unspecified,BROOKLYN,40.673254449413164,-73.94460547766559,"{'latitude': '40.673254449413164', 'longitude': '-73.94460547766559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PROSPECT PLACE,PARK PLACE,Park,BROOKLYN AVENUE,,,,,,,,
58959277,2023-09-29T15:56:05.000,2023-09-29T16:30:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11226,123 LINDEN BOULEVARD,LINDEN BOULEVARD,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-29T16:30:04.000,17 BROOKLYN,,BROOKLYN,996951,176972,MOBILE,Unspecified,BROOKLYN,40.6524148264688,-73.95422712196176,"{'latitude': '40.6524148264688', 'longitude': '-73.95422712196176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEDFORD AVENUE,ROGERS AVENUE,Street/Sidewalk,LINDEN BOULEVARD,,,,,,,,
58960685,2023-09-29T15:56:00.000,2023-09-30T09:10:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11434,127-01 176 STREET,176 STREET,127 AVE,128 AVE,ADDRESS,JAMAICA,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-30T09:10:00.000,12 QUEENS,4125270089,QUEENS,1048906,187513,PHONE,Unspecified,QUEENS,40.68112049863457,-73.76688697826505,"{'latitude': '40.68112049863457', 'longitude': '-73.76688697826505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58957931,2023-09-29T15:56:00.000,2023-09-29T17:35:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,11218,,,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T17:35:00.000,12 BROOKLYN,,BROOKLYN,988504,171985,UNKNOWN,Unspecified,BROOKLYN,40.638734674070484,-73.98467223869446,"{'latitude': '40.638734674070484', 'longitude': '-73.98467223869446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14 AVENUE,40 STREET,,,N/A,,,,,,,
