unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,due_date,taxi_pick_up_location,bridge_highway_direction
58785426,2023-09-12T01:28:45.000,2023-11-06T15:32:19.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,Park,11203,748 NEW YORK AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-11-06T15:32:22.000,09 BROOKLYN,3048280037,BROOKLYN,998904,178177,MOBILE,Rolph Henry Playground,BROOKLYN,40.65571927127017,-73.94718612792389,"{'latitude': '40.65571927127017', 'longitude': '-73.94718612792389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARKSIDE AVENUE,CLARKSON AVENUE,PARKSIDE AVENUE,CLARKSON AVENUE,NEW YORK AVENUE,,,,,,
58788240,2023-09-12T01:27:18.000,2023-09-12T02:24:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11210,1518 EAST   23 STREET,EAST   23 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T02:25:26.000,14 BROOKLYN,3067690014,BROOKLYN,997827,162709,MOBILE,Unspecified,BROOKLYN,40.61326462094637,-73.95109881910061,"{'latitude': '40.61326462094637', 'longitude': '-73.95109881910061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE O,KINGS HIGHWAY,AVENUE O,KINGS HIGHWAY,EAST   23 STREET,,,,,,
58781226,2023-09-12T01:27:06.000,2023-09-12T02:43:19.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10455,600 BERGEN AVENUE,BERGEN AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-12T02:43:25.000,01 BRONX,2023617501,BRONX,1007695,236852,ONLINE,Unspecified,BRONX,40.81674861534728,-73.9152983886053,"{'latitude': '40.81674861534728', 'longitude': '-73.9152983886053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WESTCHESTER AVENUE,EAST  152 STREET,WESTCHESTER AVENUE,EAST  152 STREET,BERGEN AVENUE,,,,,,
58777780,2023-09-12T01:27:01.000,2023-09-12T01:43:14.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11374,65-43 AUSTIN STREET,AUSTIN STREET,ADDRESS,REGO PARK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T01:43:24.000,06 QUEENS,4031000002,QUEENS,1023192,203716,ONLINE,Unspecified,QUEENS,40.72574434420812,-73.8595032313631,"{'latitude': '40.72574434420812', 'longitude': '-73.8595032313631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",65 ROAD,66 AVENUE,65 ROAD,66 AVENUE,AUSTIN STREET,,,,,,
58787662,2023-09-12T01:26:56.000,2023-09-12T02:06:29.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11379,64-58 ADMIRAL AVENUE,ADMIRAL AVENUE,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T02:06:34.000,05 QUEENS,4036080083,QUEENS,1013050,198547,ONLINE,Unspecified,QUEENS,40.711595525935124,-73.8961160891666,"{'latitude': '40.711595525935124', 'longitude': '-73.8961160891666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEND,65 STREET,BEND,65 STREET,ADMIRAL AVENUE,,,,,,
58779209,2023-09-12T01:26:19.000,2023-09-12T01:35:14.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10029,131 EAST  110 STREET,EAST  110 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T01:35:23.000,11 MANHATTAN,1016380112,MANHATTAN,999502,228930,MOBILE,Unspecified,MANHATTAN,40.79502285819394,-73.94491587725891,"{'latitude': '40.79502285819394', 'longitude': '-73.94491587725891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,EAST  110 STREET,,,,,,
58779764,2023-09-12T01:26:06.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,10025,214 WEST  102 STREET,WEST  102 STREET,ADDRESS,NEW YORK,In Progress,,,07 MANHATTAN,1018730041,MANHATTAN,993042,230062,ONLINE,Unspecified,MANHATTAN,40.798138679135754,-73.96824532821826,"{'latitude': '40.798138679135754', 'longitude': '-73.96824532821826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,WEST  102 STREET,,,,,,
58781958,2023-09-12T01:26:00.000,2023-09-12T01:36:28.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11377,60-10 47 AVENUE,47 AVENUE,ADDRESS,WOODSIDE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T01:36:40.000,02 QUEENS,4023220001,QUEENS,1010762,208861,ONLINE,Unspecified,QUEENS,40.73991208408455,-73.9043284492515,"{'latitude': '40.73991208408455', 'longitude': '-73.9043284492515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",60 STREET,61 STREET,60 STREET,61 STREET,47 AVENUE,,,,,,
58780583,2023-09-12T01:25:57.000,2023-09-12T01:44:44.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11224,2930 WEST   30 STREET,WEST   30 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T01:44:53.000,13 BROOKLYN,3070500001,BROOKLYN,985326,148262,MOBILE,Unspecified,BROOKLYN,40.57362084545696,-73.9961267998414,"{'latitude': '40.57362084545696', 'longitude': '-73.9961267998414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MERMAID AVENUE,SURF AVENUE,MERMAID AVENUE,SURF AVENUE,WEST   30 STREET,,,,,,
58785268,2023-09-12T01:25:31.000,2023-09-12T10:02:40.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10308,CLEVELAND AVENUE,CLEVELAND AVENUE,INTERSECTION,,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-12T10:02:44.000,03 STATEN ISLAND,,STATEN ISLAND,942752,139502,PHONE,Unspecified,STATEN ISLAND,40.54947931693792,-74.14932348215387,"{'latitude': '40.54947931693792', 'longitude': '-74.14932348215387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CLEVELAND AVENUE,LOCUST PLACE,CLEVELAND AVENUE,LOCUST PLACE,,,,,,,
58782723,2023-09-12T01:24:55.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,10019,340 WEST   50 STREET,WEST   50 STREET,ADDRESS,NEW YORK,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-12T02:52:26.000,04 MANHATTAN,1010400050,MANHATTAN,987781,217172,MOBILE,Unspecified,MANHATTAN,40.76276271051129,-73.98725361807911,"{'latitude': '40.76276271051129', 'longitude': '-73.98725361807911', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,WEST   50 STREET,,,,,,
58780389,2023-09-12T01:24:36.000,2023-09-12T01:31:28.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11207,555 BRADFORD STREET,BRADFORD STREET,ADDRESS,BROOKLYN,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-12T01:31:33.000,05 BROOKLYN,3038270024,BROOKLYN,1014709,181576,MOBILE,Unspecified,BROOKLYN,40.66500850978614,-73.89020867481878,"{'latitude': '40.66500850978614', 'longitude': '-73.89020867481878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LIVONIA AVENUE,RIVERDALE AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,BRADFORD STREET,,,,,,
58777757,2023-09-12T01:24:32.000,2023-09-12T01:41:30.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10303,14 SPARTAN AVENUE,SPARTAN AVENUE,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T01:41:35.000,01 STATEN ISLAND,5016740022,STATEN ISLAND,939124,167192,ONLINE,Unspecified,STATEN ISLAND,40.625464994193095,-74.16256310094468,"{'latitude': '40.625464994193095', 'longitude': '-74.16256310094468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WOODCREST ROAD,ROSECLIFF ROAD,WOODCREST ROAD,ROSECLIFF ROAD,SPARTAN AVENUE,,,,,,
58781182,2023-09-12T01:24:30.000,2023-09-12T03:40:54.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10453,32 WEST BURNSIDE AVENUE,WEST BURNSIDE AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T03:40:57.000,05 BRONX,2028700031,BRONX,1009469,250355,MOBILE,Unspecified,BRONX,40.853805541823256,-73.9088385542645,"{'latitude': '40.853805541823256', 'longitude': '-73.9088385542645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DAVIDSON AVENUE,GRAND AVENUE,DAVIDSON AVENUE,GRAND AVENUE,WEST BURNSIDE AVENUE,,,,,,
58786767,2023-09-12T01:24:04.000,2023-09-27T15:39:13.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,Commercial Building,11226,369 CLARKSON AVENUE,CLARKSON AVENUE,ADDRESS,BROOKLYN,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-12T01:24:04.000,09 BROOKLYN,3048280021,BROOKLYN,998712,178119,MOBILE,Unspecified,BROOKLYN,40.655560389647455,-73.94787823135539,"{'latitude': '40.655560389647455', 'longitude': '-73.94787823135539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,CLARKSON AVENUE,,,,,,
58781229,2023-09-12T01:23:14.000,2023-09-12T03:05:42.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11213,775 ST MARKS AVENUE,ST MARKS AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T03:05:47.000,08 BROOKLYN,3012210001,BROOKLYN,999108,185209,ONLINE,Unspecified,BROOKLYN,40.67502020668652,-73.94643540281484,"{'latitude': '40.67502020668652', 'longitude': '-73.94643540281484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK AVENUE,BROOKLYN AVENUE,NEW YORK AVENUE,BROOKLYN AVENUE,ST MARKS AVENUE,,,,,,
58798990,2023-09-12T01:23:00.000,2023-09-12T04:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10314,,,INTERSECTION,STATEN ISLAND,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-12T04:00:00.000,01 STATEN ISLAND,,STATEN ISLAND,945431,163842,UNKNOWN,Unspecified,STATEN ISLAND,40.61629983557271,-74.13982337514032,"{'latitude': '40.61629983557271', 'longitude': '-74.13982337514032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,WATCHOGUE ROAD,WOOLLEY AVENUE,,N/A,,,,,
58788084,2023-09-12T01:22:18.000,2023-09-12T02:25:07.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11411,115-07 229 STREET,229 STREET,ADDRESS,CAMBRIA HEIGHTS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T02:25:26.000,13 QUEENS,4112930037,QUEENS,1059173,193489,PHONE,Unspecified,QUEENS,40.6974422184087,-73.7298037338546,"{'latitude': '40.6974422184087', 'longitude': '-73.7298037338546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",115 AVENUE,115 ROAD,115 AVENUE,115 ROAD,229 STREET,,,,,,
58787575,2023-09-12T01:21:41.000,2023-09-12T02:04:07.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11234,1568 EAST   46 STREET,EAST   46 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T02:04:11.000,18 BROOKLYN,3078430061,BROOKLYN,1003364,165981,PHONE,Unspecified,BROOKLYN,40.62223536486443,-73.93114658292447,"{'latitude': '40.62223536486443', 'longitude': '-73.93114658292447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE L,AVENUE M,AVENUE L,AVENUE M,EAST   46 STREET,,,,,,
58785141,2023-09-12T01:21:39.000,2023-09-12T02:03:00.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,10308,82 CLEVELAND AVENUE,CLEVELAND AVENUE,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T02:03:06.000,03 STATEN ISLAND,5051450039,STATEN ISLAND,942811,139336,ONLINE,Unspecified,STATEN ISLAND,40.54902395500943,-74.14911016434083,"{'latitude': '40.54902395500943', 'longitude': '-74.14911016434083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROWN AVENUE,RUSTIC PLACE,BROWN AVENUE,RUSTIC PLACE,CLEVELAND AVENUE,,,,,,
58783443,2023-09-12T01:20:32.000,2023-09-12T01:38:30.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11208,149 ELTON STREET,ELTON STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T01:38:38.000,05 BROOKLYN,3039410023,BROOKLYN,1016232,187066,ONLINE,Unspecified,BROOKLYN,40.680071944771264,-73.88469288557151,"{'latitude': '40.680071944771264', 'longitude': '-73.88469288557151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ARLINGTON AVENUE,FULTON STREET,ARLINGTON AVENUE,FULTON STREET,ELTON STREET,,,,,,
58795768,2023-09-12T01:20:00.000,2023-09-12T10:18:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11226,505 OCEAN AVENUE,OCEAN AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-12T10:18:00.000,14 BROOKLYN,3050810048,BROOKLYN,995051,176265,ONLINE,Unspecified,BROOKLYN,40.65047678672494,-73.96107562489989,"{'latitude': '40.65047678672494', 'longitude': '-73.96107562489989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST PAULS CT,CHURCH AVE,,,,N/A,,,,,
58783444,2023-09-12T01:19:32.000,2023-09-12T01:59:21.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11222,74 CLAY STREET,CLAY STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T01:59:26.000,01 BROOKLYN,3024870041,BROOKLYN,996414,207605,ONLINE,Unspecified,BROOKLYN,40.736496048669544,-73.9561070874502,"{'latitude': '40.736496048669544', 'longitude': '-73.9561070874502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COMMERCIAL STREET,MANHATTAN AVENUE,COMMERCIAL STREET,MANHATTAN AVENUE,CLAY STREET,,,,,,
58783789,2023-09-12T01:19:21.000,2023-09-12T02:31:17.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11372,35-49 86 STREET,86 STREET,ADDRESS,JACKSON HEIGHTS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T02:31:22.000,03 QUEENS,4014600050,QUEENS,1017253,213204,PHONE,Unspecified,QUEENS,40.75181067886814,-73.88088365624593,"{'latitude': '40.75181067886814', 'longitude': '-73.88088365624593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,86 STREET,,,,,,
58778410,2023-09-12T01:18:32.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,10025,718 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,In Progress,,,07 MANHATTAN,1012420036,MANHATTAN,992308,228314,ONLINE,Unspecified,MANHATTAN,40.79334159330456,-73.9708984637818,"{'latitude': '40.79334159330456', 'longitude': '-73.9708984637818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   94 STREET,WEST   95 STREET,WEST   94 STREET,WEST   95 STREET,AMSTERDAM AVENUE,,,,,,
58784165,2023-09-12T01:18:06.000,2023-09-12T07:56:16.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,10013,60 LAFAYETTE STREET,LAFAYETTE STREET,ADDRESS,NEW YORK,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-12T10:05:37.000,01 MANHATTAN,1001710031,MANHATTAN,983605,200302,PHONE,Unspecified,MANHATTAN,40.716459431762694,-74.0023267359905,"{'latitude': '40.716459431762694', 'longitude': '-74.0023267359905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LEONARD STREET,FRANKLIN STREET,LEONARD STREET,FRANKLIN STREET,LAFAYETTE STREET,,,,,,
58783080,2023-09-12T01:17:50.000,2023-09-12T01:59:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11222,57 ENGERT AVENUE,ENGERT AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T01:59:59.000,01 BROOKLYN,3026987501,BROOKLYN,998540,202085,MOBILE,Unspecified,BROOKLYN,40.72134181986186,-73.94844729459062,"{'latitude': '40.72134181986186', 'longitude': '-73.94844729459062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LEONARD STREET,ECKFORD STREET,LEONARD STREET,ECKFORD STREET,ENGERT AVENUE,,,,,,
58781321,2023-09-12T01:17:17.000,2023-09-24T09:06:49.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10011,AVENUE OF AMERICAS,AVENUE OF AMERICAS,INTERSECTION,,Closed,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",2023-09-24T09:06:53.000,02 MANHATTAN,,MANHATTAN,984373,206551,PHONE,Unspecified,MANHATTAN,40.7336114424202,-73.9995561826455,"{'latitude': '40.7336114424202', 'longitude': '-73.9995561826455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE OF AMERICAS,WEST    8 STREET,AVENUE OF AMERICAS,WEST    8 STREET,,,,,,,
58779861,2023-09-12T01:17:17.000,2023-09-12T01:44:34.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10011,AVENUE OF AMERICAS,AVENUE OF AMERICAS,INTERSECTION,,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-12T01:44:43.000,02 MANHATTAN,,MANHATTAN,984373,206551,PHONE,Unspecified,MANHATTAN,40.7336114424202,-73.9995561826455,"{'latitude': '40.7336114424202', 'longitude': '-73.9995561826455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE OF AMERICAS,WEST    8 STREET,AVENUE OF AMERICAS,WEST    8 STREET,,,,,,,
58783901,2023-09-12T01:17:07.000,2023-09-12T01:17:07.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10012,197 PRINCE STREET,PRINCE STREET,ADDRESS,NEW YORK,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-12T01:17:07.000,02 MANHATTAN,1005187501,MANHATTAN,983503,204024,ONLINE,Unspecified,MANHATTAN,40.72667541500609,-74.00269509803073,"{'latitude': '40.72667541500609', 'longitude': '-74.00269509803073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SULLIVAN STREET,MAC DOUGAL STREET,SULLIVAN STREET,MAC DOUGAL STREET,PRINCE STREET,,,,,,
58780989,2023-09-12T01:16:52.000,2023-09-12T03:09:16.000,NYPD,New York City Police Department,Panhandling,N/A,Street/Sidewalk,11213,957 EASTERN PARKWAY,EASTERN PARKWAY,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T03:09:22.000,08 BROOKLYN,3013890001,BROOKLYN,1001937,183049,MOBILE,Unspecified,BROOKLYN,40.669086292223206,-73.93624224194829,"{'latitude': '40.669086292223206', 'longitude': '-73.93624224194829', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TROY AVENUE,SCHENECTADY AVENUE,TROY AVENUE,SCHENECTADY AVENUE,EASTERN PARKWAY,,,,,,
58782407,2023-09-12T01:16:19.000,2023-09-12T02:47:29.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11357,147-17 22 AVENUE,22 AVENUE,ADDRESS,WHITESTONE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T02:47:32.000,07 QUEENS,4046560016,QUEENS,1034382,223228,MOBILE,Unspecified,QUEENS,40.77924338633253,-73.8189860589572,"{'latitude': '40.77924338633253', 'longitude': '-73.8189860589572', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",147 STREET,149 STREET,147 STREET,149 STREET,22 AVENUE,,,,,,
58780576,2023-09-12T01:16:16.000,2023-09-12T01:51:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,631 WEST  156 STREET,WEST  156 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T01:52:00.000,12 MANHATTAN,1021340071,MANHATTAN,999126,243065,MOBILE,Unspecified,MANHATTAN,40.83382011648776,-73.9462425096845,"{'latitude': '40.83382011648776', 'longitude': '-73.9462425096845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,WEST  156 STREET,,,,,,
58783392,2023-09-12T01:16:14.000,2023-09-12T01:37:39.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11106,32-18 23 STREET,23 STREET,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T01:37:48.000,01 QUEENS,4005550042,QUEENS,1003499,217748,ONLINE,Unspecified,QUEENS,40.764323431732805,-73.93051235345989,"{'latitude': '40.764323431732805', 'longitude': '-73.93051235345989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,33 AVENUE,BROADWAY,33 AVENUE,23 STREET,,,,,,
58786840,2023-09-12T01:16:05.000,2023-09-12T02:17:45.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11206,13 GARDEN STREET,GARDEN STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T02:17:51.000,04 BROOKLYN,3031380020,BROOKLYN,1001488,194768,MOBILE,Unspecified,BROOKLYN,40.701253146053425,-73.93783080641985,"{'latitude': '40.701253146053425', 'longitude': '-73.93783080641985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLUSHING AVENUE,BUSHWICK AVENUE,FLUSHING AVENUE,BUSHWICK AVENUE,GARDEN STREET,,,,,,
58781991,2023-09-12T01:16:04.000,2023-09-12T01:56:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10033,326 AUDUBON AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T01:56:06.000,12 MANHATTAN,1021540021,MANHATTAN,1003012,248584,ONLINE,Unspecified,MANHATTAN,40.84896075597235,-73.93218421301152,"{'latitude': '40.84896075597235', 'longitude': '-73.93218421301152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  181 STREET,WEST  182 STREET,WEST  181 STREET,WEST  182 STREET,AUDUBON AVENUE,,,,,,
58781183,2023-09-12T01:15:50.000,2023-09-29T13:48:52.000,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,10038,FULTON CENTER,FULTON CENTER,UNRECOGNIZED,NEW YORK,Closed,The New York City Economic Development Corporation determined that the helicopter tour operator was operating within the limits of the New York City Helicopter Sightseeing Plan which establishes specific over water routing for tour flights.,2023-09-29T13:48:58.000,01 MANHATTAN,1000790015,MANHATTAN,981748,198128,ONLINE,Unspecified,MANHATTAN,40.71049199000109,-74.00902476324305,"{'latitude': '40.71049199000109', 'longitude': '-74.00902476324305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEY STREET,FULTON STREET,DEY STREET,FULTON STREET,FULTON CENTER,,,,,,
58778567,2023-09-12T01:15:50.000,2023-09-13T06:46:39.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11694,320 BEACH  100 STREET,BEACH  100 STREET,ADDRESS,FAR ROCKAWAY,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-13T06:46:42.000,14 QUEENS,4161550021,QUEENS,1033703,152775,MOBILE,Unspecified,QUEENS,40.585870257596675,-73.82195480282432,"{'latitude': '40.585870257596675', 'longitude': '-73.82195480282432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CROSS BAY BRIDGE EXIT RAMP,BEACH  100 STREET,CROSS BAY BRIDGE EXIT RAMP,BEACH  100 STREET,BEACH  100 STREET,,,,,,
