unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date
58898814,2023-09-22T16:02:50.000,2023-09-22T17:01:03.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11419,115-02 ATLANTIC AVENUE,ATLANTIC AVENUE,115 STREET,116 STREET,115 STREET,116 STREET,ADDRESS,SOUTH RICHMOND HILL,ATLANTIC AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T17:01:08.000,09 QUEENS,4094010001,QUEENS,1031061,191855,PHONE,Unspecified,QUEENS,40.69315062980763,-73.83119561317962,"{'latitude': '40.69315062980763', 'longitude': '-73.83119561317962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897170,2023-09-22T16:02:24.000,2023-09-25T13:02:39.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,10451,825 GERARD AVENUE,GERARD AVENUE,EAST  157 STREET,EAST  158 STREET,EAST  157 STREET,EAST  158 STREET,ADDRESS,BRONX,GERARD AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T13:02:43.000,04 BRONX,2024830015,BRONX,1004754,240171,MOBILE,Unspecified,BRONX,40.825865645198235,-73.92591342579004,"{'latitude': '40.825865645198235', 'longitude': '-73.92591342579004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895780,2023-09-22T16:02:13.000,2023-09-22T18:01:43.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10028,1040 5 AVENUE,5 AVENUE,EAST   85 STREET,EAST   86 STREET,EAST   85 STREET,EAST   86 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,N/A,2023-09-22T18:01:47.000,08 MANHATTAN,1014970001,MANHATTAN,995099,223802,ONLINE,Unspecified,MANHATTAN,40.780954375910774,-73.96082603174918,"{'latitude': '40.780954375910774', 'longitude': '-73.96082603174918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900143,2023-09-22T16:02:11.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11232,575 39 STREET,39 STREET,,,,,ADDRESS,BROOKLYN,,Assigned,The Department of Buildings reviewed this complaint and assigned it to the Special Operations Team for further action.,2023-09-25T00:00:00.000,07 BROOKLYN,3009030136,BROOKLYN,983581,176224,UNKNOWN,Unspecified,BROOKLYN,40.650370812143294,-74.00241092164852,"{'latitude': '40.650370812143294', 'longitude': '-74.00241092164852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58902327,2023-09-22T16:02:03.000,2023-09-22T17:57:56.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,526 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ELTON STREET,ESSEX STREET,ELTON STREET,ESSEX STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-22T17:58:02.000,05 BROOKLYN,3044527505,BROOKLYN,1019630,177965,ONLINE,Unspecified,BROOKLYN,40.655078823851085,-73.87248959993701,"{'latitude': '40.655078823851085', 'longitude': '-73.87248959993701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896194,2023-09-22T16:02:00.000,2023-11-15T16:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11368,,,,,NORTHERN BOULEVARD,105 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-11-15T16:45:00.000,03 QUEENS,,QUEENS,1022006,215366,UNKNOWN,Unspecified,QUEENS,40.7577257947816,-73.8637167384359,"{'latitude': '40.7577257947816', 'longitude': '-73.8637167384359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58897254,2023-09-22T16:02:00.000,2023-09-25T16:15:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Restaurant (AD2)",,11211,100 WOODPOINT ROAD,WOODPOINT ROAD,FROST ST,FROST ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T16:15:00.000,01 BROOKLYN,3028570040,BROOKLYN,1000702,201046,ONLINE,Unspecified,BROOKLYN,40.718486259194286,-73.94065018986848,"{'latitude': '40.718486259194286', 'longitude': '-73.94065018986848', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58892538,2023-09-22T16:02:00.000,2023-09-23T12:50:00.000,DEP,Department of Environmental Protection,Water System,LOW WATER PRESSURE - WLWP,,10312,1421 ARDEN AVENUE,ARDEN AVENUE,SYCAMORE ST,TALLMAN ST,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-23T12:50:00.000,03 STATEN ISLAND,5053630086,STATEN ISLAND,937923,134850,PHONE,Unspecified,STATEN ISLAND,40.536686568405436,-74.16666792664341,"{'latitude': '40.536686568405436', 'longitude': '-74.16666792664341', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899541,2023-09-22T16:01:13.000,2023-09-22T17:58:44.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-22T17:58:49.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896624,2023-09-22T16:01:02.000,2023-10-05T19:42:50.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10030,117 WEST  141 STREET,WEST  141 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,10 MANHATTAN,1020100018,MANHATTAN,1001210,237368,ONLINE,Unspecified,MANHATTAN,40.81817972089657,-73.93872594945869,"{'latitude': '40.81817972089657', 'longitude': '-73.93872594945869', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896526,2023-09-22T16:01:02.000,2023-09-25T14:44:54.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10011,148 WEST   14 STREET,WEST   14 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-25T00:00:00.000,02 MANHATTAN,1006090014,MANHATTAN,984736,208128,PHONE,Unspecified,MANHATTAN,40.737939905713404,-73.9982462662882,"{'latitude': '40.737939905713404', 'longitude': '-73.9982462662882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899400,2023-09-22T16:01:00.000,2023-09-27T19:01:48.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11363,34-10 BROOKSIDE STREET,BROOKSIDE STREET,,,,,ADDRESS,LITTLE NECK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,11 QUEENS,4081600103,QUEENS,1055077,222236,PHONE,Unspecified,QUEENS,40.7763790139254,-73.74427248042032,"{'latitude': '40.7763790139254', 'longitude': '-73.74427248042032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900807,2023-09-22T16:01:00.000,2023-09-27T19:01:48.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11363,34-10 BROOKSIDE STREET,BROOKSIDE STREET,,,,,ADDRESS,LITTLE NECK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,11 QUEENS,4081600103,QUEENS,1055077,222236,PHONE,Unspecified,QUEENS,40.7763790139254,-73.74427248042032,"{'latitude': '40.7763790139254', 'longitude': '-73.74427248042032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902172,2023-09-22T16:00:59.000,2023-10-06T13:30:45.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11207,1132 HALSEY STREET,HALSEY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,04 BROOKLYN,3034100030,BROOKLYN,1008825,190535,PHONE,Unspecified,BROOKLYN,40.68961721520072,-73.91138522749691,"{'latitude': '40.68961721520072', 'longitude': '-73.91138522749691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895349,2023-09-22T16:00:50.000,2023-09-28T16:22:38.000,DOT,Department of Transportation,Bike Rack Condition,Bike Rack Repair,Sidewalk,11372,37-54 82 STREET,82 STREET,37 AVENUE,ROOSEVELT AVENUE,37 AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,82 STREET,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction.,2023-09-28T16:22:41.000,03 QUEENS,4012920032,QUEENS,1016320,212320,PHONE,Unspecified,QUEENS,40.74938775731349,-73.88425530584571,"{'latitude': '40.74938775731349', 'longitude': '-73.88425530584571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892605,2023-09-22T16:00:16.000,2023-09-22T17:42:05.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11101,10-37 51 AVENUE,51 AVENUE,JACKSON AVENUE,11 STREET,JACKSON AVENUE,11 STREET,ADDRESS,LONG ISLAND CITY,51 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T17:42:08.000,02 QUEENS,4000400009,QUEENS,997241,209541,PHONE,Unspecified,QUEENS,40.74180871152759,-73.9531191796648,"{'latitude': '40.74180871152759', 'longitude': '-73.9531191796648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896008,2023-09-22T16:00:07.000,2023-09-22T18:46:18.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11433,105-01 171 PLACE,171 PLACE,105 AVENUE,107 AVENUE,105 AVENUE,107 AVENUE,ADDRESS,JAMAICA,171 PLACE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T18:46:23.000,12 QUEENS,4102410024,QUEENS,1043733,195036,PHONE,Unspecified,QUEENS,40.70180560993163,-73.78547139032636,"{'latitude': '40.70180560993163', 'longitude': '-73.78547139032636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899781,2023-09-22T16:00:06.000,2023-09-22T16:25:28.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,10019,911 8 AVENUE,8 AVENUE,WEST   54 STREET,WEST   55 STREET,WEST   54 STREET,WEST   55 STREET,ADDRESS,NEW YORK,8 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T16:25:32.000,04 MANHATTAN,1010450029,MANHATTAN,988620,217947,ONLINE,Unspecified,MANHATTAN,40.76488951074772,-73.98422444978387,"{'latitude': '40.76488951074772', 'longitude': '-73.98422444978387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898179,2023-09-22T16:00:04.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11367,77-11 138 STREET,138 STREET,77 AVENUE,78 AVENUE,77 AVENUE,78 AVENUE,ADDRESS,FLUSHING,138 STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-10-02T12:03:45.000,08 QUEENS,4066070001,QUEENS,1033205,201887,ONLINE,Unspecified,QUEENS,40.72067444483817,-73.82339125364261,"{'latitude': '40.72067444483817', 'longitude': '-73.82339125364261', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898069,2023-09-22T15:59:57.000,2023-09-25T11:50:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10023,BROADWAY,BROADWAY,WEST   68 STREET,WEST   69 STREET,,,BLOCKFACE,MANHATTAN,,Closed,The Department of Transportation inspected this complaint and did not find the reported problem.,2023-09-25T11:50:00.000,07 MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,N/A,,,,,,
58900668,2023-09-22T15:59:54.000,2023-09-22T16:23:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10016,14 EAST   28 STREET,EAST   28 STREET,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,EAST   28 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T16:23:17.000,05 MANHATTAN,1008570066,MANHATTAN,988022,210442,ONLINE,Unspecified,MANHATTAN,40.744290468772896,-73.98638741946058,"{'latitude': '40.744290468772896', 'longitude': '-73.98638741946058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893360,2023-09-22T15:59:23.000,2023-09-22T16:54:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10472,1106 BOYNTON AVENUE,BOYNTON AVENUE,WATSON AVENUE,WESTCHESTER AVENUE,WATSON AVENUE,WESTCHESTER AVENUE,ADDRESS,BRONX,BOYNTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T16:54:48.000,09 BRONX,2037410005,BRONX,1018104,240342,ONLINE,Unspecified,BRONX,40.82629391181716,-73.87767540273677,"{'latitude': '40.82629391181716', 'longitude': '-73.87767540273677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902325,2023-09-22T15:59:20.000,2023-09-22T16:34:21.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11219,1409 58 STREET,58 STREET,14 AVENUE,15 AVENUE,14 AVENUE,15 AVENUE,ADDRESS,BROOKLYN,58 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T16:34:25.000,12 BROOKLYN,3056990069,BROOKLYN,985722,168214,PHONE,Unspecified,BROOKLYN,40.62838497823435,-73.99469699913917,"{'latitude': '40.62838497823435', 'longitude': '-73.99469699913917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897394,2023-09-22T15:59:09.000,2023-09-22T21:18:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11432,170-15 84 DRIVE,84 DRIVE,170 STREET,171 STREET,170 STREET,171 STREET,ADDRESS,JAMAICA,84 DRIVE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T21:18:30.000,08 QUEENS,4098630114,QUEENS,1041310,199860,ONLINE,Unspecified,QUEENS,40.71506226736474,-73.79416915536137,"{'latitude': '40.71506226736474', 'longitude': '-73.79416915536137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893366,2023-09-22T15:59:07.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11203,5423 CHURCH AVENUE,CHURCH AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T00:00:00.000,17 BROOKLYN,3046800029,BROOKLYN,1004712,176978,UNKNOWN,Unspecified,BROOKLYN,40.65241676302693,-73.92625740291243,"{'latitude': '40.65241676302693', 'longitude': '-73.92625740291243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893775,2023-09-22T15:59:03.000,2023-09-22T16:32:09.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11217,2 BERKELEY PLACE,BERKELEY PLACE,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,BERKELEY PLACE,Closed,The Police Department responded to the complaint and a report was prepared.,2023-09-22T16:32:12.000,06 BROOKLYN,3009530010,BROOKLYN,989892,185888,ONLINE,Unspecified,BROOKLYN,40.67689457943564,-73.9796594471025,"{'latitude': '40.67689457943564', 'longitude': '-73.9796594471025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900206,2023-09-22T15:59:03.000,2023-09-22T19:43:14.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11356,7-12 128 STREET,128 STREET,7 AVENUE,9 AVENUE,7 AVENUE,9 AVENUE,ADDRESS,COLLEGE POINT,128 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T19:43:19.000,07 QUEENS,4039750011,QUEENS,1028570,227293,MOBILE,Unspecified,QUEENS,40.790431762883024,-73.83994484894917,"{'latitude': '40.790431762883024', 'longitude': '-73.83994484894917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900106,2023-09-22T15:59:00.000,2023-10-03T13:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,11205,340 MYRTLE AVENUE,MYRTLE AVENUE,CARLTON AVE,ADELPHI ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-03T13:15:00.000,02 BROOKLYN,3020730021,BROOKLYN,991817,191842,ONLINE,Unspecified,BROOKLYN,40.69323551186245,-73.97271274590774,"{'latitude': '40.69323551186245', 'longitude': '-73.97271274590774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58897287,2023-09-22T15:59:00.000,2023-09-22T17:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11236,1970 RALPH AVENUE,RALPH AVENUE,BERGEN AVE,AVENUE J,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-22T17:30:00.000,18 BROOKLYN,3077630045,BROOKLYN,1006921,168603,PHONE,Unspecified,BROOKLYN,40.62942381335265,-73.91832457796515,"{'latitude': '40.62942381335265', 'longitude': '-73.91832457796515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900110,2023-09-22T15:59:00.000,2023-09-22T17:05:00.000,DEP,Department of Environmental Protection,Sewer,Manhole Cover Missing (Emergency) (SA3),,11238,557 VANDERBILT AVENUE,VANDERBILT AVENUE,ATLANTIC AVE,PACIFIC ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and resolved the issue with the sewer manhole cover.,2023-09-22T17:05:00.000,08 BROOKLYN,3011220071,BROOKLYN,993241,187462,PHONE,Unspecified,BROOKLYN,40.68121208467308,-73.96758352463992,"{'latitude': '40.68121208467308', 'longitude': '-73.96758352463992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902722,2023-09-22T15:58:28.000,2023-09-23T11:45:02.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,10301,272 YORK AVENUE,YORK AVENUE,PROSPECT AVENUE,ARNOLD STREET,PROSPECT AVENUE,ARNOLD STREET,ADDRESS,STATEN ISLAND,YORK AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-23T10:26:41.000,01 STATEN ISLAND,5000800019,STATEN ISLAND,959805,172366,ONLINE,Unspecified,STATEN ISLAND,40.63974772607426,-74.08808013040253,"{'latitude': '40.63974772607426', 'longitude': '-74.08808013040253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899960,2023-09-22T15:58:16.000,2023-09-23T13:21:42.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,11208,892 BELMONT AVENUE,BELMONT AVENUE,MILFORD STREET,LOGAN STREET,MILFORD STREET,LOGAN STREET,ADDRESS,BROOKLYN,BELMONT AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-23T12:43:32.000,05 BROOKLYN,3042450023,BROOKLYN,1018623,184667,PHONE,Unspecified,BROOKLYN,40.67347827617347,-73.87608467952488,"{'latitude': '40.67347827617347', 'longitude': '-73.87608467952488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893963,2023-09-22T15:58:08.000,2023-09-22T16:55:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11238,433 CLERMONT AVENUE,CLERMONT AVENUE,GREENE AVENUE,FULTON STREET,GREENE AVENUE,FULTON STREET,ADDRESS,BROOKLYN,CLERMONT AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-22T16:55:12.000,02 BROOKLYN,3019590005,BROOKLYN,992799,188766,MOBILE,Unspecified,BROOKLYN,40.68479170531222,-73.96917547282752,"{'latitude': '40.68479170531222', 'longitude': '-73.96917547282752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896767,2023-09-22T15:58:05.000,2023-09-23T12:17:59.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,10312,448 RIDGEWOOD AVENUE,RIDGEWOOD AVENUE,BARLOW AVENUE,OPP COURT,BARLOW AVENUE,OPP COURT,ADDRESS,STATEN ISLAND,RIDGEWOOD AVENUE,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-23T12:18:02.000,03 STATEN ISLAND,5055340034,STATEN ISLAND,938245,142842,PHONE,Unspecified,STATEN ISLAND,40.558624728867564,-74.16556383246348,"{'latitude': '40.558624728867564', 'longitude': '-74.16556383246348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895685,2023-09-22T15:57:40.000,2023-09-25T13:32:03.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11216,94 MACON STREET,MACON STREET,VERONA PLACE,MARCY AVENUE,VERONA PLACE,MARCY AVENUE,ADDRESS,BROOKLYN,MACON STREET,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-23T12:20:56.000,03 BROOKLYN,3018500015,BROOKLYN,998886,187515,ONLINE,Unspecified,BROOKLYN,40.68135002376505,-73.9472307271029,"{'latitude': '40.68135002376505', 'longitude': '-73.9472307271029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899532,2023-09-22T15:57:13.000,2023-09-22T17:57:24.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,507 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-22T17:57:29.000,05 BROOKLYN,3044520451,BROOKLYN,1019433,177859,ONLINE,Unspecified,BROOKLYN,40.654788662239774,-73.87320014483838,"{'latitude': '40.654788662239774', 'longitude': '-73.87320014483838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896138,2023-09-22T15:57:13.000,2023-09-22T16:45:58.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11233,153 CHAUNCEY STREET,CHAUNCEY STREET,STUYVESANT AVENUE,MALCOLM X BOULEVARD,STUYVESANT AVENUE,MALCOLM X BOULEVARD,ADDRESS,BROOKLYN,CHAUNCEY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T16:46:05.000,03 BROOKLYN,3016867501,BROOKLYN,1003787,187170,MOBILE,Unspecified,BROOKLYN,40.68039361695112,-73.9295614547831,"{'latitude': '40.68039361695112', 'longitude': '-73.9295614547831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891817,2023-09-22T15:57:00.000,2023-10-03T07:44:00.000,DOT,Department of Transportation,Street Light Condition,Lamppost Missing,,11214,144 BAY   40 STREET,BAY   40 STREET,BATH AVE,BENSON AVE,BAY 40 STREET,BATH AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-03T07:44:00.000,11 BROOKLYN,3068790069,BROOKLYN,986975,155644,UNKNOWN,Unspecified,BROOKLYN,40.59388261740706,-73.99018803620314,"{'latitude': '40.59388261740706', 'longitude': '-73.99018803620314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
