unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bridge_highway_name,bridge_highway_segment,facility_type,bridge_highway_direction,taxi_pick_up_location,road_ramp,due_date,vehicle_type
58877147,2023-09-20T08:31:04.000,2023-09-20T10:04:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11209,259 72 STREET,72 STREET,RIDGE BOULEVARD,3 AVENUE,RIDGE BOULEVARD,3 AVENUE,ADDRESS,BROOKLYN,72 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T10:05:02.000,10 BROOKLYN,3058900054,BROOKLYN,976446,170188,MOBILE,Unspecified,BROOKLYN,40.633799875522065,-74.0281168324664,"{'latitude': '40.633799875522065', 'longitude': '-74.0281168324664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875504,2023-09-20T08:30:55.000,2023-11-18T13:04:19.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11220,880 47 STREET,47 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,47 STREET,Closed,NYC Parks visited the location but could not find the tree condition you reported.,2023-11-18T13:04:25.000,12 BROOKLYN,3007690036,BROOKLYN,984145,173113,MOBILE,Unspecified,BROOKLYN,40.64183181347104,-74.0003783473509,"{'latitude': '40.64183181347104', 'longitude': '-74.0003783473509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872174,2023-09-20T08:30:48.000,2023-09-20T12:01:30.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10463,11 KNOLLS CRESCENT,KNOLLS CRESCENT,KAPPOCK STREET,BEND,KAPPOCK STREET,BEND,ADDRESS,BRONX,KNOLLS CRESCENT,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T12:01:28.000,08 BRONX,2057230075,BRONX,1007075,259452,MOBILE,Unspecified,BRONX,40.87878054581253,-73.9174613767522,"{'latitude': '40.87878054581253', 'longitude': '-73.9174613767522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874521,2023-09-20T08:30:48.000,2023-09-20T09:15:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T09:14:38.000,0 Unspecified,,Unspecified,1061449,203882,PHONE,Unspecified,Unspecified,40.725948825090775,-73.72147663326325,"{'latitude': '40.725948825090775', 'longitude': '-73.72147663326325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873217,2023-09-20T08:30:48.000,2023-10-10T10:16:58.000,DSNY,Department of Sanitation,Dead Animal,Bird,Sidewalk,10005,95 WALL STREET,WALL STREET,GOUVERNEUR LANE,WALL STREET,GOUVERNEUR LANE,WALL STREET,ADDRESS,NEW YORK,WALL STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-20T22:07:20.000,01 MANHATTAN,1000330011,MANHATTAN,982174,196102,ONLINE,Unspecified,MANHATTAN,40.704931209203224,-74.00748754821632,"{'latitude': '40.704931209203224', 'longitude': '-74.00748754821632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58904063,2023-09-20T08:30:44.000,2023-09-23T10:21:56.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Street,11235,3101 EMMONS AVENUE,EMMONS AVENUE,SHALE STREET,BOGARDUS STREET,SHALE STREET,BOGARDUS STREET,ADDRESS,BROOKLYN,EMMONS AVENUE,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-23T10:21:56.000,15 BROOKLYN,3088010075,BROOKLYN,1002164,152057,ONLINE,Unspecified,BROOKLYN,40.58401933673246,-73.93550621078808,"{'latitude': '40.58401933673246', 'longitude': '-73.93550621078808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877465,2023-09-20T08:30:44.000,2023-09-20T09:25:57.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10019,619 WEST   54 STREET,WEST   54 STREET,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,NEW YORK,WEST   54 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T09:26:01.000,04 MANHATTAN,1011020018,MANHATTAN,986087,219310,MOBILE,Unspecified,MANHATTAN,40.76863148187075,-73.99336812038881,"{'latitude': '40.76863148187075', 'longitude': '-73.99336812038881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903813,2023-09-20T08:30:43.000,2023-09-23T14:20:13.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,11205,85 TAAFFE PLACE,TAAFFE PLACE,PARK AVENUE,MYRTLE AVENUE,PARK AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,TAAFFE PLACE,Closed,The Department of Sanitation cleaned the location.,2023-09-23T11:54:20.000,03 BROOKLYN,3018970026,BROOKLYN,995192,192847,PHONE,Unspecified,BROOKLYN,40.69599047442168,-73.96054057392179,"{'latitude': '40.69599047442168', 'longitude': '-73.96054057392179', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871874,2023-09-20T08:30:41.000,2023-09-29T03:22:18.000,DSNY,Department of Sanitation,Dead Animal,Other,Street,10471,5517 FIELDSTON ROAD,FIELDSTON ROAD,WEST  256 STREET,FARADAY AVENUE,WEST  256 STREET,FARADAY AVENUE,ADDRESS,BRONX,FIELDSTON ROAD,Closed,The Department of Sanitation cleaned the location.,2023-09-20T12:11:34.000,08 BRONX,2058461692,BRONX,1011808,268664,PHONE,Unspecified,BRONX,40.904051045459575,-73.9003082410771,"{'latitude': '40.904051045459575', 'longitude': '-73.9003082410771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875078,2023-09-20T08:30:34.000,2023-09-20T09:27:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,109-49 131 STREET,131 STREET,109 AVENUE,111 AVENUE,109 AVENUE,111 AVENUE,ADDRESS,SOUTH OZONE PARK,131 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T09:27:08.000,10 QUEENS,4116110052,QUEENS,1036394,188625,ONLINE,Unspecified,QUEENS,40.68425522762428,-73.81198942394266,"{'latitude': '40.68425522762428', 'longitude': '-73.81198942394266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872799,2023-09-20T08:30:30.000,2023-09-20T09:09:56.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11222,75 VAN DAM STREET,VAN DAM STREET,NASSAU AVENUE,BRIDGEWATER STREET,NASSAU AVENUE,BRIDGEWATER STREET,ADDRESS,BROOKLYN,VAN DAM STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T09:10:01.000,01 BROOKLYN,3026620032,BROOKLYN,1001667,204228,ONLINE,Unspecified,BROOKLYN,40.72721822989776,-73.93716076469696,"{'latitude': '40.72721822989776', 'longitude': '-73.93716076469696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878017,2023-09-20T08:30:26.000,2023-09-20T10:05:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11209,253 72 STREET,72 STREET,RIDGE BOULEVARD,3 AVENUE,RIDGE BOULEVARD,3 AVENUE,ADDRESS,BROOKLYN,72 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T10:05:13.000,10 BROOKLYN,3058900057,BROOKLYN,976414,170198,MOBILE,Unspecified,BROOKLYN,40.63382729514838,-74.02823213605377,"{'latitude': '40.63382729514838', 'longitude': '-74.02823213605377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875820,2023-09-20T08:30:17.000,2023-09-23T10:24:46.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11219,1230 53 STREET,53 STREET,12 AVENUE,NEW UTRECHT AVENUE,12 AVENUE,NEW UTRECHT AVENUE,ADDRESS,BROOKLYN,53 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-22T02:11:56.000,12 BROOKLYN,3056690018,BROOKLYN,985365,170151,ONLINE,Unspecified,BROOKLYN,40.633701685929125,-73.99598280092958,"{'latitude': '40.633701685929125', 'longitude': '-73.99598280092958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880838,2023-09-20T08:29:57.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),11357,17 AVENUE,17 AVENUE,17 AVENUE,157 STREET,17 AVENUE,157 STREET,INTERSECTION,,,In Progress,,,07 QUEENS,,QUEENS,1038096,224778,PHONE,Unspecified,QUEENS,40.78347586957671,-73.8055633664755,"{'latitude': '40.78347586957671', 'longitude': '-73.8055633664755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876756,2023-09-20T08:29:42.000,2023-09-21T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10001,105 WEST   34 STREET,WEST   34 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-21T00:00:00.000,05 MANHATTAN,1008100001,MANHATTAN,987529,212508,UNKNOWN,Unspecified,MANHATTAN,40.74996131629561,-73.98816557497712,"{'latitude': '40.74996131629561', 'longitude': '-73.98816557497712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877336,2023-09-20T08:29:42.000,2023-09-20T08:29:42.000,DOB,Department of Buildings,General Construction/Plumbing,Site Conditions Endangering Workers,,11411,216-11 120 AVENUE,120 AVENUE,,,,,ADDRESS,CAMBRIA HEIGHTS,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-20T00:00:00.000,13 QUEENS,4127750155,QUEENS,1054694,191205,UNKNOWN,Unspecified,QUEENS,40.69120998106936,-73.74598023047353,"{'latitude': '40.69120998106936', 'longitude': '-73.74598023047353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,N/A,,,,,
58874910,2023-09-20T08:29:42.000,2023-09-21T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Material Storage - Unsafe,,11420,108-10 109 AVENUE,109 AVENUE,,,,,ADDRESS,SOUTH OZONE PARK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-21T00:00:00.000,10 QUEENS,4114750011,QUEENS,1030973,186912,UNKNOWN,Unspecified,QUEENS,40.679583716645,-73.83154722562539,"{'latitude': '40.679583716645', 'longitude': '-73.83154722562539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,N/A,,,,,
58874571,2023-09-20T08:29:31.000,2023-09-20T12:48:47.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Sidewalk,11238,827 FULTON STREET,FULTON STREET,CARLTON AVENUE,ADELPHI STREET,CARLTON AVENUE,ADELPHI STREET,ADDRESS,BROOKLYN,FULTON STREET,Closed,A Litter Basket was placed at the location.,2023-09-20T08:52:06.000,02 BROOKLYN,,BROOKLYN,992325,188803,ONLINE,Unspecified,BROOKLYN,40.6848937069785,-73.9708844967708,"{'latitude': '40.6848937069785', 'longitude': '-73.9708844967708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880808,2023-09-20T08:29:31.000,,DPR,Department of Parks and Recreation,Illegal Tree Damage,Unauthorized Tree Removal,Street,11377,40-25 61 STREET,61 STREET,WOODSIDE AVENUE,43 AVENUE,WOODSIDE AVENUE,43 AVENUE,ADDRESS,WOODSIDE,61 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-21T08:42:14.000,02 QUEENS,4013360028,QUEENS,1011037,210519,UNKNOWN,Unspecified,QUEENS,40.74446204936831,-73.90332947864475,"{'latitude': '40.74446204936831', 'longitude': '-73.90332947864475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874201,2023-09-20T08:29:29.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10306,2341 RICHMOND ROAD,RICHMOND ROAD,ALTAMONT STREET,BURBANK AVENUE,ALTAMONT STREET,BURBANK AVENUE,ADDRESS,STATEN ISLAND,RICHMOND ROAD,In Progress,,,02 STATEN ISLAND,5009420116,STATEN ISLAND,951528,149690,UNKNOWN,Unspecified,STATEN ISLAND,40.5774801020288,-74.1177938818215,"{'latitude': '40.5774801020288', 'longitude': '-74.1177938818215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879133,2023-09-20T08:29:25.000,2023-10-01T15:47:16.000,HPD,Department of Housing Preservation and Development,GENERAL,JANITOR/SUPER,RESIDENTIAL BUILDING,11216,159 HALSEY STREET,HALSEY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,03 BROOKLYN,3018380053,BROOKLYN,998843,187787,ONLINE,Unspecified,BROOKLYN,40.68209667277928,-73.9473851721007,"{'latitude': '40.68209667277928', 'longitude': '-73.9473851721007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877854,2023-09-20T08:29:21.000,2023-09-20T20:26:03.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10456,530 EAST  169 STREET,EAST  169 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-20T00:00:00.000,03 BRONX,2026100012,BRONX,1010629,242635,ONLINE,Unspecified,BRONX,40.83261302416413,-73.90467576630016,"{'latitude': '40.83261302416413', 'longitude': '-73.90467576630016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880535,2023-09-20T08:29:19.000,2023-09-21T12:28:48.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10466,4236 ELY AVENUE,ELY AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,12 BRONX,2050170015,BRONX,1026436,265488,MOBILE,Unspecified,BRONX,40.89527613744921,-73.84741118477721,"{'latitude': '40.89527613744921', 'longitude': '-73.84741118477721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879318,2023-09-20T08:29:02.000,2023-09-20T10:05:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11209,243 72 STREET,72 STREET,RIDGE BOULEVARD,3 AVENUE,RIDGE BOULEVARD,3 AVENUE,ADDRESS,BROOKLYN,72 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T10:05:28.000,10 BROOKLYN,3058900061,BROOKLYN,976361,170215,MOBILE,Unspecified,BROOKLYN,40.63387390949447,-74.02842310834023,"{'latitude': '40.63387390949447', 'longitude': '-74.02842310834023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872027,2023-09-20T08:29:00.000,2023-10-05T10:29:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11239,516 VANDALIA AVENUE,VANDALIA AVENUE,GATEWAY DR,ELTON ST,,,ADDRESS,BROOKLYN,,Closed,,2023-10-05T10:29:00.000,05 BROOKLYN,3044527503,BROOKLYN,1019245,178104,ONLINE,Unspecified,BROOKLYN,40.655461877917375,-73.87387642629841,"{'latitude': '40.655461877917375', 'longitude': '-73.87387642629841', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,N/A,,,,,
58878615,2023-09-20T08:29:00.000,2023-09-20T11:15:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11368,112-14 CORONA AVENUE,CORONA AVENUE,VAN CLEEF ST,GRAND CENTRAL PKWY ET 10 W  EB,,,ADDRESS,CORONA,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed and attributed to grease. Work was performed to relieve the blockage.,2023-09-20T11:15:00.000,04 QUEENS,4019720001,QUEENS,1026303,208782,ONLINE,Unspecified,QUEENS,40.73963500636464,-73.84824757826601,"{'latitude': '40.73963500636464', 'longitude': '-73.84824757826601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876045,2023-09-20T08:29:00.000,2023-09-20T09:30:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10451,285 EAST  163 STREET,EAST  163 STREET,MORRIS AVE,COLLEGE AVE,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-20T09:30:00.000,04 BRONX,2024230048,BRONX,1007260,240604,ONLINE,Unspecified,BRONX,40.82704793343455,-73.91685708079511,"{'latitude': '40.82704793343455', 'longitude': '-73.91685708079511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875427,2023-09-20T08:28:55.000,2023-09-20T09:05:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11205,204 CLERMONT AVENUE,CLERMONT AVENUE,MYRTLE AVENUE,WILLOUGHBY AVENUE,MYRTLE AVENUE,WILLOUGHBY AVENUE,ADDRESS,BROOKLYN,CLERMONT AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T09:05:16.000,02 BROOKLYN,3020740052,BROOKLYN,992401,191333,MOBILE,Unspecified,BROOKLYN,40.691837905955104,-73.97060740762099,"{'latitude': '40.691837905955104', 'longitude': '-73.97060740762099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874482,2023-09-20T08:28:48.000,2023-09-28T16:37:28.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,10451,750 GRAND CONCOURSE,GRAND CONCOURSE,EAST  153 STREET,EAST  156 STREET,EAST  153 STREET,EAST  156 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Department of Sanitation cleaned the location.,2023-09-20T22:50:22.000,04 BRONX,2024580026,BRONX,1005104,239088,MOBILE,Unspecified,BRONX,40.822892299365904,-73.92465214640484,"{'latitude': '40.822892299365904', 'longitude': '-73.92465214640484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879611,2023-09-20T08:28:47.000,2023-09-22T16:53:35.000,DOT,Department of Transportation,Street Sign - Dangling,"No Parking, Standing, Stopping",Street,10039,2987 8 AVENUE,8 AVENUE,HARLEM RIVER DRIVE EXIT   23 NB,HARLEM RIVER DRIVE,HARLEM RIVER DRIVE EXIT   23 NB,HARLEM RIVER DRIVE,ADDRESS,NEW YORK,8 AVENUE,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-22T16:53:41.000,10 MANHATTAN,1021060050,MANHATTAN,1002044,242155,ONLINE,Unspecified,MANHATTAN,40.83131703181171,-73.93570013295114,"{'latitude': '40.83131703181171', 'longitude': '-73.93570013295114', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878695,2023-09-20T08:28:40.000,2023-09-20T17:41:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10038,5 ST JAMES PLACE,ST JAMES PLACE,PEARL STREET,MADISON STREET,PEARL STREET,MADISON STREET,ADDRESS,NEW YORK,ST JAMES PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T17:41:23.000,03 MANHATTAN,1001110100,MANHATTAN,984174,198388,PHONE,Unspecified,MANHATTAN,40.71120598167307,-74.0002741364317,"{'latitude': '40.71120598167307', 'longitude': '-74.0002741364317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873525,2023-09-20T08:28:34.000,2023-09-20T11:08:39.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T11:08:45.000,0 Unspecified,,Unspecified,985306,159351,MOBILE,Unspecified,Unspecified,40.60405793827513,-73.99619705948653,"{'latitude': '40.60405793827513', 'longitude': '-73.99619705948653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871452,2023-09-20T08:28:29.000,2023-09-20T09:25:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10019,649 WEST   54 STREET,WEST   54 STREET,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,NEW YORK,WEST   54 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T09:25:51.000,04 MANHATTAN,,MANHATTAN,985966,219379,ONLINE,Unspecified,MANHATTAN,40.76882089325704,-73.99380493316386,"{'latitude': '40.76882089325704', 'longitude': '-73.99380493316386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871845,2023-09-20T08:28:14.000,2023-09-23T09:34:52.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11219,994 56 STREET,56 STREET,9 AVENUE,FORT HAMILTON PARKWAY,9 AVENUE,FORT HAMILTON PARKWAY,ADDRESS,BROOKLYN,56 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-21T04:07:34.000,12 BROOKLYN,,BROOKLYN,983391,170720,UNKNOWN,Unspecified,BROOKLYN,40.63526349860356,-74.00309493700682,"{'latitude': '40.63526349860356', 'longitude': '-74.00309493700682', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878419,2023-09-20T08:28:07.000,2023-09-21T12:55:55.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11214,175 BAY   46 STREET,BAY   46 STREET,HARWAY AVENUE,CROPSEY AVENUE,HARWAY AVENUE,CROPSEY AVENUE,ADDRESS,BROOKLYN,BAY   46 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T10:11:51.000,13 BROOKLYN,3069140150,BROOKLYN,987548,153851,ONLINE,Unspecified,BROOKLYN,40.588960996987126,-73.98812569844831,"{'latitude': '40.588960996987126', 'longitude': '-73.98812569844831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874495,2023-09-20T08:28:05.000,2023-09-21T12:41:04.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,10308,240 ELVERTON AVENUE,ELVERTON AVENUE,DEAD END,LEVERETT AVENUE,DEAD END,LEVERETT AVENUE,ADDRESS,STATEN ISLAND,ELVERTON AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-21T12:02:13.000,03 STATEN ISLAND,5054420233,STATEN ISLAND,941311,141845,ONLINE,Unspecified,STATEN ISLAND,40.55590353534885,-74.1545235368092,"{'latitude': '40.55590353534885', 'longitude': '-74.1545235368092', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875007,2023-09-20T08:28:00.000,2023-09-20T10:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,MARCY AVE,WILLIAMSBURG ST EAST,INTERSECTION,,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-20T10:00:00.000,Unspecified BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,,N/A,,,,,
58874508,2023-09-20T08:27:46.000,2023-09-21T12:39:39.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10308,240 ELVERTON AVENUE,ELVERTON AVENUE,DEAD END,LEVERETT AVENUE,DEAD END,LEVERETT AVENUE,ADDRESS,STATEN ISLAND,ELVERTON AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-21T11:56:58.000,03 STATEN ISLAND,5054420233,STATEN ISLAND,941311,141845,ONLINE,Unspecified,STATEN ISLAND,40.55590353534885,-74.1545235368092,"{'latitude': '40.55590353534885', 'longitude': '-74.1545235368092', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872756,2023-09-20T08:27:34.000,2023-09-20T10:05:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11209,211 72 STREET,72 STREET,RIDGE BOULEVARD,3 AVENUE,RIDGE BOULEVARD,3 AVENUE,ADDRESS,BROOKLYN,72 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T10:05:39.000,10 BROOKLYN,3058900001,BROOKLYN,976191,170268,MOBILE,Unspecified,BROOKLYN,40.63401923020249,-74.02903566093231,"{'latitude': '40.63401923020249', 'longitude': '-74.02903566093231', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876971,2023-09-20T08:27:33.000,2023-09-21T10:26:41.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,10453,108 WEST  174 STREET,WEST  174 STREET,MACOMBS ROAD,NELSON AVENUE,MACOMBS ROAD,NELSON AVENUE,ADDRESS,BRONX,WEST  174 STREET,Closed,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-09-21T10:26:46.000,05 BRONX,2028760008,BRONX,1006936,247883,ONLINE,Unspecified,BRONX,40.847027508556536,-73.91800318185194,"{'latitude': '40.847027508556536', 'longitude': '-73.91800318185194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
