unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_company_borough,road_ramp
58841388,2023-09-17T02:44:01.000,2023-09-17T03:26:30.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11101,27-05 39 AVENUE,39 AVENUE,27 STREET,28 STREET,27 STREET,28 STREET,ADDRESS,LONG ISLAND CITY,39 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T03:26:35.000,01 QUEENS,4003860033,QUEENS,1002019,214086,MOBILE,Unspecified,QUEENS,40.75427528050881,-73.93586473472486,"{'latitude': '40.75427528050881', 'longitude': '-73.93586473472486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843464,2023-09-17T02:43:57.000,2023-09-17T05:41:20.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11221,1264 MYRTLE AVENUE,MYRTLE AVENUE,HART STREET,CEDAR STREET,HART STREET,CEDAR STREET,ADDRESS,BROOKLYN,MYRTLE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T05:41:24.000,04 BROOKLYN,3032270033,BROOKLYN,1004579,193559,ONLINE,Unspecified,BROOKLYN,40.69792816341771,-73.92668670686137,"{'latitude': '40.69792816341771', 'longitude': '-73.92668670686137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842881,2023-09-17T02:43:34.000,2023-09-17T18:01:25.000,DOHMH,Department of Health and Mental Hygiene,Asbestos,N/A,3+ Family Apartment Building,10025,95 WEST   95 STREET,WEST   95 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   95 STREET,Closed,,2023-09-17T18:01:25.000,07 MANHATTAN,1012090001,MANHATTAN,993165,227864,PHONE,Unspecified,MANHATTAN,40.792105641831945,-73.96780399851332,"{'latitude': '40.792105641831945', 'longitude': '-73.96780399851332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843570,2023-09-17T02:43:10.000,2023-09-17T09:24:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,130-22 126 STREET,126 STREET,SUTTER AVENUE,133 AVENUE,SUTTER AVENUE,133 AVENUE,ADDRESS,SOUTH OZONE PARK,126 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T09:24:05.000,10 QUEENS,4117630045,QUEENS,1036257,184366,ONLINE,Unspecified,QUEENS,40.67256606910402,-73.81251625693311,"{'latitude': '40.67256606910402', 'longitude': '-73.81251625693311', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839463,2023-09-17T02:42:46.000,2023-09-17T02:48:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T02:48:23.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840557,2023-09-17T02:42:28.000,2023-09-17T04:24:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11419,104-56 113 STREET,113 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,113 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T04:24:18.000,10 QUEENS,,QUEENS,1031603,188882,ONLINE,Unspecified,QUEENS,40.68498756032425,-73.82926201703128,"{'latitude': '40.68498756032425', 'longitude': '-73.82926201703128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843531,2023-09-17T02:42:18.000,2023-09-17T02:59:09.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10035,50 PALADINO AVENUE,PALADINO AVENUE,1 AVENUE,EAST  120 STREET,1 AVENUE,EAST  120 STREET,ADDRESS,NEW YORK,PALADINO AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T02:59:14.000,11 MANHATTAN,1018080001,MANHATTAN,1003628,230443,ONLINE,Unspecified,MANHATTAN,40.7991675460131,-73.93001005544936,"{'latitude': '40.7991675460131', 'longitude': '-73.93001005544936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839493,2023-09-17T02:42:08.000,2023-09-17T03:37:51.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11105,BERRIAN BOULEVARD,BERRIAN BOULEVARD,41 STREET,BERRIAN BOULEVARD,41 STREET,BERRIAN BOULEVARD,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:37:56.000,01 QUEENS,,QUEENS,1012950,223348,MOBILE,Unspecified,QUEENS,40.77966832896971,-73.89637096512918,"{'latitude': '40.77966832896971', 'longitude': '-73.89637096512918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837485,2023-09-17T02:41:54.000,2023-09-17T03:40:12.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11369,109-44 DITMARS BOULEVARD,DITMARS BOULEVARD,31 AVENUE,31 DRIVE,31 AVENUE,31 DRIVE,ADDRESS,EAST ELMHURST,DITMARS BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:40:16.000,03 QUEENS,4016770030,QUEENS,1022718,216943,PHONE,Unspecified,QUEENS,40.762051181138425,-73.86113769887103,"{'latitude': '40.762051181138425', 'longitude': '-73.86113769887103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840111,2023-09-17T02:41:52.000,2023-09-17T05:55:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10469,3325 HONE AVENUE,HONE AVENUE,DUNCAN STREET,EAST GUN HILL ROAD,DUNCAN STREET,EAST GUN HILL ROAD,ADDRESS,BRONX,HONE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T05:55:45.000,12 BRONX,2046370043,BRONX,1023664,257557,PHONE,Unspecified,BRONX,40.87352086981183,-73.85748429714049,"{'latitude': '40.87352086981183', 'longitude': '-73.85748429714049', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837264,2023-09-17T02:41:29.000,2023-09-17T03:35:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11201,90 SANDS STREET,SANDS STREET,PEARL STREET,JAY STREET,PEARL STREET,JAY STREET,ADDRESS,BROOKLYN,SANDS STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:35:31.000,02 BROOKLYN,3000870009,BROOKLYN,987794,194331,ONLINE,Unspecified,BROOKLYN,40.70006976346633,-73.9872187206513,"{'latitude': '40.70006976346633', 'longitude': '-73.9872187206513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843430,2023-09-17T02:41:28.000,2023-09-17T03:22:46.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10459,870 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,TIFFANY STREET,BARRETTO STREET,TIFFANY STREET,BARRETTO STREET,ADDRESS,BRONX,SOUTHERN BOULEVARD,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-17T03:22:55.000,02 BRONX,2027330004,BRONX,1013628,237527,ONLINE,Unspecified,BRONX,40.81858356091999,-73.8938608328852,"{'latitude': '40.81858356091999', 'longitude': '-73.8938608328852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842702,2023-09-17T02:40:56.000,2023-09-17T03:26:21.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,72 SHERMAN AVENUE,SHERMAN AVENUE,THAYER STREET,DYCKMAN STREET,THAYER STREET,DYCKMAN STREET,ADDRESS,NEW YORK,SHERMAN AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T03:26:26.000,12 MANHATTAN,1021750074,MANHATTAN,1004539,253827,PHONE,Unspecified,MANHATTAN,40.8633478423961,-73.92664896128987,"{'latitude': '40.8633478423961', 'longitude': '-73.92664896128987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841638,2023-09-17T02:40:49.000,2023-09-17T03:14:56.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10458,2664 BRIGGS AVENUE,BRIGGS AVENUE,EAST  194 STREET,EAST  196 STREET,EAST  194 STREET,EAST  196 STREET,ADDRESS,BRONX,BRIGGS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T03:15:01.000,07 BRONX,2032940015,BRONX,1014068,254691,MOBILE,Unspecified,BRONX,40.865692215252736,-73.8921948506741,"{'latitude': '40.865692215252736', 'longitude': '-73.8921948506741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837465,2023-09-17T02:40:45.000,2023-09-17T03:31:16.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10019,6 AVENUE,6 AVENUE,6 AVENUE,WEST   55 STREET,6 AVENUE,WEST   55 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:31:21.000,05 MANHATTAN,,MANHATTAN,990306,217268,PHONE,Unspecified,MANHATTAN,40.76302483675119,-73.97813865951915,"{'latitude': '40.76302483675119', 'longitude': '-73.97813865951915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842585,2023-09-17T02:40:39.000,2023-09-17T04:25:52.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,104-56 113 STREET,113 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,113 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T04:25:57.000,10 QUEENS,,QUEENS,1031603,188882,ONLINE,Unspecified,QUEENS,40.68498756032425,-73.82926201703128,"{'latitude': '40.68498756032425', 'longitude': '-73.82926201703128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840482,2023-09-17T02:40:26.000,2023-09-17T03:36:43.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11105,20 AVENUE,20 AVENUE,20 AVENUE,48 STREET,20 AVENUE,48 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:36:51.000,01 QUEENS,,QUEENS,1012876,220887,ONLINE,Unspecified,QUEENS,40.77291377579968,-73.89664864593097,"{'latitude': '40.77291377579968', 'longitude': '-73.89664864593097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841267,2023-09-17T02:40:12.000,2023-10-20T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11420,149-31 121 STREET,121 STREET,,,,,ADDRESS,SOUTH OZONE PARK,,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-10-20T00:00:00.000,10 QUEENS,4118220020,QUEENS,1034246,182599,UNKNOWN,Unspecified,QUEENS,40.66772764480593,-73.81977893885237,"{'latitude': '40.66772764480593', 'longitude': '-73.81977893885237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840514,2023-09-17T02:39:57.000,2023-09-17T02:48:02.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T02:48:05.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838295,2023-09-17T02:39:56.000,2023-09-17T03:51:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,35-13 109 STREET,109 STREET,35 AVENUE,36 AVENUE,35 AVENUE,36 AVENUE,ADDRESS,CORONA,109 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:51:31.000,03 QUEENS,4017530100,QUEENS,1023288,214455,MOBILE,Unspecified,QUEENS,40.75521976780733,-73.85909455558414,"{'latitude': '40.75521976780733', 'longitude': '-73.85909455558414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844664,2023-09-17T02:39:33.000,2023-09-17T02:47:45.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T02:47:50.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844259,2023-09-17T02:39:26.000,2023-09-17T04:35:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11360,23-54 CORPORAL KENNEDY STREET,CORPORAL KENNEDY STREET,23 AVENUE,26 AVENUE,23 AVENUE,26 AVENUE,ADDRESS,BAYSIDE,CORPORAL KENNEDY STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T04:36:02.000,07 QUEENS,4058637501,QUEENS,1044292,222922,MOBILE,Unspecified,QUEENS,40.77834173653681,-73.78320643016525,"{'latitude': '40.77834173653681', 'longitude': '-73.78320643016525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840429,2023-09-17T02:39:17.000,2023-09-17T07:03:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,111-24 111 STREET,111 STREET,111 AVENUE,ROCKAWAY BOULEVARD,111 AVENUE,ROCKAWAY BOULEVARD,ADDRESS,SOUTH OZONE PARK,111 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T07:03:16.000,10 QUEENS,,QUEENS,1031970,186419,PHONE,Unspecified,QUEENS,40.67822522727299,-73.8279561916286,"{'latitude': '40.67822522727299', 'longitude': '-73.8279561916286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842710,2023-09-17T02:39:05.000,2023-09-17T03:21:16.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10472,1030 BOYNTON AVENUE,BOYNTON AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,ADDRESS,BRONX,BOYNTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:21:21.000,09 BRONX,2037150017,BRONX,1018187,239879,ONLINE,Unspecified,BRONX,40.8250227912721,-73.87737784124917,"{'latitude': '40.8250227912721', 'longitude': '-73.87737784124917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844721,2023-09-17T02:39:00.000,2023-09-17T03:23:04.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11101,27 STREET,27 STREET,27 STREET,40 AVENUE,27 STREET,40 AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T03:23:06.000,01 QUEENS,,QUEENS,1001658,213650,ONLINE,Unspecified,QUEENS,40.75307928955683,-73.9371688531238,"{'latitude': '40.75307928955683', 'longitude': '-73.9371688531238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838339,2023-09-17T02:38:58.000,2023-09-17T03:51:42.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,35-19 109 STREET,109 STREET,35 AVENUE,36 AVENUE,35 AVENUE,36 AVENUE,ADDRESS,CORONA,109 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:51:46.000,03 QUEENS,4017530097,QUEENS,1023306,214410,ONLINE,Unspecified,QUEENS,40.755096174923665,-73.85902984710843,"{'latitude': '40.755096174923665', 'longitude': '-73.85902984710843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842570,2023-09-17T02:38:35.000,2023-09-17T06:00:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,308 HIMROD STREET,HIMROD STREET,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,HIMROD STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T06:00:45.000,04 BROOKLYN,3032800019,BROOKLYN,1006926,194954,MOBILE,Unspecified,BROOKLYN,40.7017514081136,-73.9182179338351,"{'latitude': '40.7017514081136', 'longitude': '-73.9182179338351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842543,2023-09-17T02:38:31.000,2023-09-17T02:47:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,621 LEFFERTS AVENUE,LEFFERTS AVENUE,KINGSTON AVENUE,ALBANY AVENUE,KINGSTON AVENUE,ALBANY AVENUE,ADDRESS,BROOKLYN,LEFFERTS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T02:47:43.000,09 BROOKLYN,3013260045,BROOKLYN,1000628,180820,ONLINE,Unspecified,BROOKLYN,40.66297070221315,-73.94096631353185,"{'latitude': '40.66297070221315', 'longitude': '-73.94096631353185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841216,2023-09-17T02:38:27.000,2023-09-17T02:42:35.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10040,141 NAGLE AVENUE,NAGLE AVENUE,ARDEN STREET,THAYER STREET,ARDEN STREET,THAYER STREET,ADDRESS,NEW YORK,NAGLE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T02:42:39.000,12 MANHATTAN,1021730025,MANHATTAN,1004643,252983,MOBILE,Unspecified,MANHATTAN,40.86103107825989,-73.92627553723854,"{'latitude': '40.86103107825989', 'longitude': '-73.92627553723854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843235,2023-09-17T02:38:17.000,2023-09-17T03:49:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10461,2737 WATERBURY AVENUE,WATERBURY AVENUE,ELLISON AVENUE,EDWARDS AVENUE,ELLISON AVENUE,EDWARDS AVENUE,ADDRESS,BRONX,WATERBURY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:49:27.000,10 BRONX,2053490065,BRONX,1029873,243987,ONLINE,Unspecified,BRONX,40.83624542327026,-73.83512579444935,"{'latitude': '40.83624542327026', 'longitude': '-73.83512579444935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842620,2023-09-17T02:38:11.000,2023-09-17T04:25:26.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11419,104-68 113 STREET,113 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,113 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T04:25:32.000,10 QUEENS,4095350034,QUEENS,1031604,188878,MOBILE,Unspecified,QUEENS,40.684976575909076,-73.82925843950999,"{'latitude': '40.684976575909076', 'longitude': '-73.82925843950999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842311,2023-09-17T02:38:01.000,2023-09-17T02:47:17.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11374,99-50 HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,99 ST PEDESTRIAN OVERPASS,102 STREET,99 ST PEDESTRIAN OVERPASS,102 STREET,ADDRESS,REGO PARK,HORACE HARDING EXPRESSWAY,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T02:47:20.000,06 QUEENS,4021060001,QUEENS,1023726,207364,MOBILE,Unspecified,QUEENS,40.73575483064245,-73.85755524235434,"{'latitude': '40.73575483064245', 'longitude': '-73.85755524235434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58836908,2023-09-17T02:38:00.000,2023-10-02T21:15:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10032,1887 AMSTERDAM AVENUE,AMSTERDAM AVENUE,W 153 ST,W 154 ST,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-02T21:15:00.000,09 MANHATTAN,1020680004,MANHATTAN,999819,241857,ONLINE,Unspecified,MANHATTAN,40.83050330998546,-73.94374101573966,"{'latitude': '40.83050330998546', 'longitude': '-73.94374101573966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58844628,2023-09-17T02:37:38.000,2023-09-17T02:59:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11101,56-27 2 STREET,2 STREET,56 AVENUE,57 AVENUE,56 AVENUE,57 AVENUE,ADDRESS,LONG ISLAND CITY,2 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T02:59:14.000,02 QUEENS,4000067503,QUEENS,995230,208478,ONLINE,Unspecified,QUEENS,40.73889376646504,-73.96037804016056,"{'latitude': '40.73889376646504', 'longitude': '-73.96037804016056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838391,2023-09-17T02:36:58.000,2023-09-17T02:40:28.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T02:40:33.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838996,2023-09-17T02:36:53.000,2023-09-17T18:33:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,90-06 86 ROAD,86 ROAD,90 STREET,91 STREET,90 STREET,91 STREET,ADDRESS,WOODHAVEN,86 ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T18:33:35.000,09 QUEENS,4088690003,QUEENS,1024486,192329,MOBILE,Unspecified,QUEENS,40.6944839831154,-73.85490273570194,"{'latitude': '40.6944839831154', 'longitude': '-73.85490273570194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842577,2023-09-17T02:36:53.000,2023-09-17T04:30:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,104-56 113 STREET,113 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,113 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T04:30:32.000,10 QUEENS,,QUEENS,1031603,188882,ONLINE,Unspecified,QUEENS,40.68498756032425,-73.82926201703128,"{'latitude': '40.68498756032425', 'longitude': '-73.82926201703128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838403,2023-09-17T02:36:47.000,2023-09-17T02:50:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11206,471 LORIMER STREET,LORIMER STREET,MAUJER STREET,GRAND STREET,MAUJER STREET,GRAND STREET,ADDRESS,BROOKLYN,LORIMER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T02:50:43.000,01 BROOKLYN,3027850029,BROOKLYN,998425,198306,PHONE,Unspecified,BROOKLYN,40.71096955661464,-73.94887012688113,"{'latitude': '40.71096955661464', 'longitude': '-73.94887012688113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839377,2023-09-17T02:36:46.000,2023-09-17T06:13:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11418,104-38 92 AVENUE,92 AVENUE,105 STREET,107 STREET,105 STREET,107 STREET,ADDRESS,RICHMOND HILL,92 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T06:13:40.000,09 QUEENS,4093120019,QUEENS,1028454,191413,MOBILE,Unspecified,QUEENS,40.69195084920274,-73.84059955256502,"{'latitude': '40.69195084920274', 'longitude': '-73.84059955256502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
