unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,resolution_description,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date
58964811,2023-09-29T14:15:20.000,2023-10-01T11:31:12.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,10471,4780 PALISADE AVENUE,PALISADE AVENUE,WEST  247 STREET,SPAULDING LANE,WEST  247 STREET,SPAULDING LANE,ADDRESS,BRONX,PALISADE AVENUE,Closed,2023-10-01T07:29:20.000,08 BRONX,,BRONX,1007670,265789,ONLINE,Unspecified,BRONX,40.89617205175235,-73.91528760798107,"{'latitude': '40.89617205175235', 'longitude': '-73.91528760798107', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NYC Parks visited the location but could not find the tree condition you reported.,,,,,,,
58958567,2023-09-29T14:15:16.000,2023-10-02T17:22:11.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11432,162-15 HIGHLAND AVENUE,HIGHLAND AVENUE,,,,,ADDRESS,JAMAICA,,Closed,2023-10-02T00:00:00.000,08 QUEENS,4097730005,QUEENS,1039454,197973,PHONE,Unspecified,QUEENS,40.70989469064861,-73.80087969864582,"{'latitude': '40.70989469064861', 'longitude': '-73.80087969864582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
59449427,2023-09-29T14:15:16.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,11385,1668 PUTNAM AVENUE,PUTNAM AVENUE,PUTNAM AVENUE,MYRTLE AVENUE,PUTNAM AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,PUTNAM AVENUE,Closed,2023-10-03T00:00:00.000,05 QUEENS,4035460047,QUEENS,1009926,194174,PHONE,Unspecified,QUEENS,40.69960229556621,-73.90740127330336,"{'latitude': '40.69960229556621', 'longitude': '-73.90740127330336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58958251,2023-09-29T14:15:16.000,2023-10-02T21:57:52.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11432,162-15 HIGHLAND AVENUE,HIGHLAND AVENUE,,,,,ADDRESS,JAMAICA,,Closed,2023-10-02T00:00:00.000,08 QUEENS,4097730005,QUEENS,1039454,197973,PHONE,Unspecified,QUEENS,40.70989469064861,-73.80087969864582,"{'latitude': '40.70989469064861', 'longitude': '-73.80087969864582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58962901,2023-09-29T14:15:05.000,2023-10-22T16:14:19.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10468,2344 DAVIDSON AVENUE,DAVIDSON AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-22T00:00:00.000,07 BRONX,2031980055,BRONX,1010769,252572,PHONE,Unspecified,BRONX,40.85988673093513,-73.90413055721098,"{'latitude': '40.85988673093513', 'longitude': '-73.90413055721098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
59439293,2023-09-29T14:14:53.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11233,268 DECATUR STREET,DECATUR STREET,LEWIS AVENUE,STUYVESANT AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,ADDRESS,BROOKLYN,DECATUR STREET,In Progress,,03 BROOKLYN,,BROOKLYN,1002853,187571,ONLINE,Unspecified,BROOKLYN,40.68149628273265,-73.93292778264008,"{'latitude': '40.68149628273265', 'longitude': '-73.93292778264008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58958351,2023-09-29T14:14:39.000,2023-10-11T13:09:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10026,171 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,Closed,2023-10-11T00:00:00.000,10 MANHATTAN,1019240052,MANHATTAN,997317,232769,ONLINE,Unspecified,MANHATTAN,40.80556336403053,-73.95279975066053,"{'latitude': '40.80556336403053', 'longitude': '-73.95279975066053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58957746,2023-09-29T14:14:38.000,2023-11-06T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11420,133-11 122 PLACE,122 PLACE,,,,,ADDRESS,SOUTH OZONE PARK,,Assigned,2023-11-06T00:00:00.000,10 QUEENS,4117440031,QUEENS,1035096,183942,UNKNOWN,Unspecified,QUEENS,40.67140903098991,-73.8167048146334,"{'latitude': '40.67140903098991', 'longitude': '-73.8167048146334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,,,,,,,
58957838,2023-09-29T14:14:36.000,2023-09-29T14:14:36.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,11422,259-33 CRAFT AVENUE,CRAFT AVENUE,,,,,ADDRESS,ROSEDALE,,Open,2023-09-29T00:00:00.000,13 QUEENS,4136980069,QUEENS,1059196,176620,UNKNOWN,Unspecified,QUEENS,40.651140633894656,-73.72990836315103,"{'latitude': '40.651140633894656', 'longitude': '-73.72990836315103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,N/A,,,,,,
58964014,2023-09-29T14:14:36.000,2023-09-29T14:14:36.000,DOB,Department of Buildings,Building/Use,Illegal. Commercial Use In Resident Zone,,10002,19B ELDRIDGE STREET,ELDRIDGE STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-09-29T00:00:00.000,03 MANHATTAN,1002920022,MANHATTAN,986015,199745,UNKNOWN,Unspecified,MANHATTAN,40.71493044750935,-73.99363318632464,"{'latitude': '40.71493044750935', 'longitude': '-73.99363318632464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Buildings reviewed this complaint and referred it to the New York Police Department for further action.,,,,,,,
59456314,2023-09-29T14:14:26.000,2023-10-11T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,10026,270 WEST  119 STREET,WEST  119 STREET,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  119 STREET,Closed,2023-10-11T00:00:00.000,10 MANHATTAN,1019240052,MANHATTAN,997173,232956,ONLINE,Unspecified,MANHATTAN,40.80607683921478,-73.95331954334506,"{'latitude': '40.80607683921478', 'longitude': '-73.95331954334506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58965836,2023-09-29T14:14:26.000,2023-10-03T19:56:22.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10456,780 EAST  165 STREET,EAST  165 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-03T00:00:00.000,03 BRONX,2026690025,BRONX,1011318,239726,PHONE,Unspecified,BRONX,40.82462657091867,-73.90219770648504,"{'latitude': '40.82462657091867', 'longitude': '-73.90219770648504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58956872,2023-09-29T14:14:26.000,2023-10-03T19:56:23.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10456,780 EAST  165 STREET,EAST  165 STREET,,,,,ADDRESS,BRONX,,Closed,2023-10-03T00:00:00.000,03 BRONX,2026690025,BRONX,1011318,239726,PHONE,Unspecified,BRONX,40.82462657091867,-73.90219770648504,"{'latitude': '40.82462657091867', 'longitude': '-73.90219770648504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58958347,2023-09-29T14:14:23.000,2023-10-02T16:59:59.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10467,3280 ROCHAMBEAU AVENUE,ROCHAMBEAU AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-02T00:00:00.000,07 BRONX,2033360011,BRONX,1017238,258962,PHONE,Unspecified,BRONX,40.877403513899566,-73.8807128958957,"{'latitude': '40.877403513899566', 'longitude': '-73.8807128958957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58958518,2023-09-29T14:14:23.000,2023-10-02T16:59:59.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10467,3280 ROCHAMBEAU AVENUE,ROCHAMBEAU AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-02T00:00:00.000,07 BRONX,2033360011,BRONX,1017238,258962,PHONE,Unspecified,BRONX,40.877403513899566,-73.8807128958957,"{'latitude': '40.877403513899566', 'longitude': '-73.8807128958957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
58959740,2023-09-29T14:14:23.000,2023-10-02T16:59:59.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10467,3280 ROCHAMBEAU AVENUE,ROCHAMBEAU AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-02T00:00:00.000,07 BRONX,2033360011,BRONX,1017238,258962,PHONE,Unspecified,BRONX,40.877403513899566,-73.8807128958957,"{'latitude': '40.877403513899566', 'longitude': '-73.8807128958957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
58956846,2023-09-29T14:14:23.000,2023-10-02T16:59:59.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10467,3280 ROCHAMBEAU AVENUE,ROCHAMBEAU AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-02T00:00:00.000,07 BRONX,2033360011,BRONX,1017238,258962,PHONE,Unspecified,BRONX,40.877403513899566,-73.8807128958957,"{'latitude': '40.877403513899566', 'longitude': '-73.8807128958957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,
59452549,2023-09-29T14:14:04.000,2023-09-29T15:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11222,196 RUSSELL STREET,RUSSELL STREET,NASSAU AVENUE,NORMAN AVENUE,NASSAU AVENUE,NORMAN AVENUE,ADDRESS,BROOKLYN,RUSSELL STREET,Closed,2023-09-29T15:30:00.000,01 BROOKLYN,3026550064,BROOKLYN,999566,204204,ONLINE,Unspecified,BROOKLYN,40.72715624309878,-73.94474106826954,"{'latitude': '40.72715624309878', 'longitude': '-73.94474106826954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59442606,2023-09-29T14:14:04.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10024,125 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST   84 STREET,WEST   85 STREET,WEST   84 STREET,WEST   85 STREET,ADDRESS,NEW YORK,RIVERSIDE DRIVE,Closed,2023-10-04T00:00:00.000,07 MANHATTAN,1012460001,MANHATTAN,989523,226738,PHONE,Unspecified,MANHATTAN,40.789017998398954,-73.98095775209778,"{'latitude': '40.789017998398954', 'longitude': '-73.98095775209778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58961623,2023-09-29T14:14:02.000,2023-10-04T19:17:57.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11372,89-07 34 AVENUE,34 AVENUE,,,,,ADDRESS,JACKSON HEIGHTS,,Closed,2023-10-04T00:00:00.000,03 QUEENS,4014370032,QUEENS,1017953,214164,ONLINE,Unspecified,QUEENS,40.754442992557145,-73.87835236707805,"{'latitude': '40.754442992557145', 'longitude': '-73.87835236707805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 286 - 0823 (QUEENS).",,,,,,,
58959777,2023-09-29T14:14:02.000,2023-10-04T19:17:57.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WINDOW/FRAME,RESIDENTIAL BUILDING,11372,89-07 34 AVENUE,34 AVENUE,,,,,ADDRESS,JACKSON HEIGHTS,,Closed,2023-10-04T00:00:00.000,03 QUEENS,4014370032,QUEENS,1017953,214164,ONLINE,Unspecified,QUEENS,40.754442992557145,-73.87835236707805,"{'latitude': '40.754442992557145', 'longitude': '-73.87835236707805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 286 - 0823 (QUEENS).",,,,,,,
58964218,2023-09-29T14:14:02.000,2023-10-04T19:17:58.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,11372,89-07 34 AVENUE,34 AVENUE,,,,,ADDRESS,JACKSON HEIGHTS,,Closed,2023-10-04T00:00:00.000,03 QUEENS,4014370032,QUEENS,1017953,214164,ONLINE,Unspecified,QUEENS,40.754442992557145,-73.87835236707805,"{'latitude': '40.754442992557145', 'longitude': '-73.87835236707805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
58962203,2023-09-29T14:14:00.000,2023-10-01T19:00:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11692,,,,,BEACH 67 STREET,THURSBY AVENUE,INTERSECTION,QUEENS,,Closed,2023-10-01T19:00:00.000,14 QUEENS,,QUEENS,1040801,156096,PHONE,Unspecified,QUEENS,40.59494327247086,-73.7963722285833,"{'latitude': '40.59494327247086', 'longitude': '-73.7963722285833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,,,,,,,
58958979,2023-09-29T14:14:00.000,2023-09-30T11:50:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10019,106 CENTRAL PARK SOUTH,CENTRAL PARK SOUTH,AVENUE OF THE AMERICAS,7 AVE,,,ADDRESS,NEW YORK,,Closed,2023-09-30T11:50:00.000,05 MANHATTAN,1010117502,MANHATTAN,990700,218304,PHONE,Unspecified,MANHATTAN,40.765868110594646,-73.97671537880294,"{'latitude': '40.765868110594646', 'longitude': '-73.97671537880294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",,,,,,,
58960426,2023-09-29T14:14:00.000,2023-09-29T19:25:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,10451,841 COURTLAND AVENUE,COURTLAND AVENUE,E 159 ST,E 160 ST,,,ADDRESS,BRONX,,Closed,2023-09-29T19:25:00.000,03 BRONX,2024190115,BRONX,1007489,239433,PHONE,Unspecified,BRONX,40.823833273402286,-73.91603368261354,"{'latitude': '40.823833273402286', 'longitude': '-73.91603368261354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",,,,,,,
58957695,2023-09-29T14:14:00.000,2023-09-30T12:00:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11417,96-08 134 ROAD,134 ROAD,96 ST,96 ST,,,ADDRESS,OZONE PARK,,Closed,2023-09-30T12:00:00.000,10 QUEENS,4114970246,QUEENS,1028449,185113,PHONE,Unspecified,QUEENS,40.674658838681026,-73.84065890691349,"{'latitude': '40.674658838681026', 'longitude': '-73.84065890691349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",,,,,,,
58965197,2023-09-29T14:14:00.000,2023-09-29T15:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11207,714 EVERGREEN AVENUE,EVERGREEN AVENUE,COVERT ST,SCHAEFER ST,,,ADDRESS,BROOKLYN,,Closed,2023-09-29T15:30:00.000,04 BROOKLYN,3034210067,BROOKLYN,1009124,189702,ONLINE,Unspecified,BROOKLYN,40.68732998744293,-73.91031014228493,"{'latitude': '40.68732998744293', 'longitude': '-73.91031014228493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",,,,,,,
58966837,2023-09-29T14:14:00.000,2023-09-30T09:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11370,25-37 77 STREET,77 STREET,25 AVE,30 AVE,,,ADDRESS,EAST ELMHURST,,Closed,2023-09-30T09:30:00.000,03 QUEENS,4010540048,QUEENS,1014358,217011,PHONE,Unspecified,QUEENS,40.76227024584971,-73.8913153989043,"{'latitude': '40.76227024584971', 'longitude': '-73.8913153989043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,,,,,,,
58960698,2023-09-29T14:14:00.000,2023-10-01T10:15:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11369,25-55 89 STREET,89 STREET,25 AVE,30 AVE,,,ADDRESS,EAST ELMHURST,,Closed,2023-10-01T10:15:00.000,03 QUEENS,4013630039,QUEENS,1017497,217093,ONLINE,Unspecified,QUEENS,40.76248406747203,-73.87998376722858,"{'latitude': '40.76248406747203', 'longitude': '-73.87998376722858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,,,,,,,
59452723,2023-09-29T14:13:58.000,2023-09-29T15:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11414,79-03 157 AVENUE,157 AVENUE,79 STREET,80 STREET,79 STREET,80 STREET,ADDRESS,HOWARD BEACH,157 AVENUE,Closed,2023-09-29T15:00:00.000,10 QUEENS,,QUEENS,1024835,180012,ONLINE,Unspecified,QUEENS,40.66067505563442,-73.85371836327248,"{'latitude': '40.66067505563442', 'longitude': '-73.85371836327248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58965938,2023-09-29T14:13:54.000,2023-10-17T12:59:18.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10457,2123 TIEBOUT AVENUE,TIEBOUT AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-17T00:00:00.000,05 BRONX,2031440023,BRONX,1012328,250279,PHONE,Unspecified,BRONX,40.85358831529476,-73.89850419031548,"{'latitude': '40.85358831529476', 'longitude': '-73.89850419031548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,
59442541,2023-09-29T14:13:53.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10456,780 EAST  165 STREET,EAST  165 STREET,TINTON AVENUE,UNION AVENUE,TINTON AVENUE,UNION AVENUE,ADDRESS,BRONX,EAST  165 STREET,Closed,2023-10-03T00:00:00.000,03 BRONX,2026690025,BRONX,1011318,239726,PHONE,Unspecified,BRONX,40.82462657091867,-73.90219770648504,"{'latitude': '40.82462657091867', 'longitude': '-73.90219770648504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58964194,2023-09-29T14:13:50.000,2023-10-15T09:47:32.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10003,73 2 AVENUE,2 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,2023-10-15T00:00:00.000,03 MANHATTAN,1004600040,MANHATTAN,987217,203918,PHONE,Unspecified,MANHATTAN,40.726384004749,-73.98929542046977,"{'latitude': '40.726384004749', 'longitude': '-73.98929542046977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,,,,,,,
59452187,2023-09-29T14:13:44.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Window/Frame,Apartment,11372,89-07 34 AVENUE,34 AVENUE,89 STREET,90 STREET,89 STREET,90 STREET,ADDRESS,JACKSON HEIGHTS,34 AVENUE,Closed,2023-10-04T00:00:00.000,03 QUEENS,4014370032,QUEENS,1017953,214164,ONLINE,Unspecified,QUEENS,40.754442992557145,-73.87835236707805,"{'latitude': '40.754442992557145', 'longitude': '-73.87835236707805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58957367,2023-09-29T14:13:44.000,2023-09-29T16:03:53.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,10003,842 BROADWAY,BROADWAY,EAST   13 STREET,EAST   14 STREET,EAST   13 STREET,EAST   14 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,2023-09-29T16:03:56.000,02 MANHATTAN,1005650021,MANHATTAN,986771,206732,ONLINE,Unspecified,MANHATTAN,40.73410788445791,-73.99090348058029,"{'latitude': '40.73410788445791', 'longitude': '-73.99090348058029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58960254,2023-09-29T14:13:44.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,10025,2534 BROADWAY,BROADWAY,WEST   94 STREET,WEST   95 STREET,WEST   94 STREET,WEST   95 STREET,ADDRESS,NEW YORK,BROADWAY,In Progress,2023-09-29T16:06:05.000,07 MANHATTAN,,MANHATTAN,991898,228490,PHONE,Unspecified,MANHATTAN,40.793825030060624,-73.97237898177852,"{'latitude': '40.793825030060624', 'longitude': '-73.97237898177852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",,,,,,,
59436394,2023-09-29T14:13:43.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Door Frame,Apartment,11372,89-07 34 AVENUE,34 AVENUE,89 STREET,90 STREET,89 STREET,90 STREET,ADDRESS,JACKSON HEIGHTS,34 AVENUE,Closed,2023-10-04T00:00:00.000,03 QUEENS,4014370032,QUEENS,1017953,214164,ONLINE,Unspecified,QUEENS,40.754442992557145,-73.87835236707805,"{'latitude': '40.754442992557145', 'longitude': '-73.87835236707805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58960085,2023-09-29T14:13:43.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10030,226 WEST  136 STREET,WEST  136 STREET,,,,,ADDRESS,NEW YORK,,Open,2023-09-29T00:00:00.000,10 MANHATTAN,1019410046,MANHATTAN,999689,236716,PHONE,Unspecified,MANHATTAN,40.8163929535416,-73.94422260293568,"{'latitude': '40.8163929535416', 'longitude': '-73.94422260293568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,,,,,,
59442000,2023-09-29T14:13:43.000,2023-09-30T09:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11370,25-37 77 STREET,77 STREET,25 AVENUE,30 AVENUE,25 AVENUE,30 AVENUE,ADDRESS,EAST ELMHURST,77 STREET,Closed,2023-09-30T09:30:00.000,03 QUEENS,4010540048,QUEENS,1014358,217011,PHONE,Unspecified,QUEENS,40.76227024584971,-73.8913153989043,"{'latitude': '40.76227024584971', 'longitude': '-73.8913153989043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59455507,2023-09-29T14:13:43.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11432,162-15 HIGHLAND AVENUE,HIGHLAND AVENUE,162 STREET,164 STREET,162 STREET,164 STREET,ADDRESS,JAMAICA,HIGHLAND AVENUE,Closed,2023-10-02T00:00:00.000,08 QUEENS,4097730005,QUEENS,1039454,197973,PHONE,Unspecified,QUEENS,40.70989469064861,-73.80087969864582,"{'latitude': '40.70989469064861', 'longitude': '-73.80087969864582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
