unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_segment,facility_type,bridge_highway_direction,road_ramp,due_date,taxi_pick_up_location
58856257,2023-09-19T14:29:17.000,2023-10-31T20:01:45.000,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,11226,130 EAST   18 STREET,EAST   18 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-31T00:00:00.000,14 BROOKLYN,3050970104,BROOKLYN,994576,175318,ONLINE,Unspecified,BROOKLYN,40.64787804391834,-73.96278886761259,"{'latitude': '40.64787804391834', 'longitude': '-73.96278886761259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58866056,2023-09-19T14:29:17.000,2023-10-31T20:01:45.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11226,130 EAST   18 STREET,EAST   18 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-31T00:00:00.000,14 BROOKLYN,3050970104,BROOKLYN,994576,175318,ONLINE,Unspecified,BROOKLYN,40.64787804391834,-73.96278886761259,"{'latitude': '40.64787804391834', 'longitude': '-73.96278886761259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58858153,2023-09-19T14:29:17.000,2023-10-31T20:01:45.000,HPD,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,RESIDENTIAL BUILDING,11226,130 EAST   18 STREET,EAST   18 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-31T00:00:00.000,14 BROOKLYN,3050970104,BROOKLYN,994576,175318,ONLINE,Unspecified,BROOKLYN,40.64787804391834,-73.96278886761259,"{'latitude': '40.64787804391834', 'longitude': '-73.96278886761259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58860006,2023-09-19T14:29:17.000,2023-10-31T20:01:45.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11226,130 EAST   18 STREET,EAST   18 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-31T00:00:00.000,14 BROOKLYN,3050970104,BROOKLYN,994576,175318,ONLINE,Unspecified,BROOKLYN,40.64787804391834,-73.96278886761259,"{'latitude': '40.64787804391834', 'longitude': '-73.96278886761259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58863031,2023-09-19T14:29:00.000,2023-09-20T12:15:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11385,85-01 MYRTLE AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-20T12:15:00.000,05 QUEENS,4038440011,QUEENS,1022027,195553,ONLINE,Unspecified,QUEENS,40.70334393842037,-73.86375217347161,"{'latitude': '40.70334393842037', 'longitude': '-73.86375217347161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",85 ST,FOREST PARK DR,,,,,,,,,,
58858937,2023-09-19T14:28:42.000,2023-09-23T13:21:19.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Street Not Swept,Street,11208,777 NEW LOTS AVENUE,NEW LOTS AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-22T13:22:52.000,05 BROOKLYN,3040810042,BROOKLYN,1016995,182196,PHONE,Unspecified,BROOKLYN,40.66670211108724,-73.88196564651784,"{'latitude': '40.66670211108724', 'longitude': '-73.88196564651784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CLEVELAND STREET,ELTON STREET,CLEVELAND STREET,ELTON STREET,NEW LOTS AVENUE,,,,,,,
58857572,2023-09-19T14:28:24.000,2023-09-20T00:16:53.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10461,1936 HONE AVENUE,HONE AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T00:16:57.000,11 BRONX,2042700054,BRONX,1023867,249561,PHONE,Unspecified,BRONX,40.851573384683675,-73.85679754339984,"{'latitude': '40.851573384683675', 'longitude': '-73.85679754339984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RHINELANDER AVENUE,NEILL AVENUE,RHINELANDER AVENUE,NEILL AVENUE,HONE AVENUE,,,,,,,
58856905,2023-09-19T14:28:22.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11201,100 WILLOUGHBY STREET,WILLOUGHBY STREET,ADDRESS,BROOKLYN,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-19T21:53:57.000,02 BROOKLYN,3001457502,BROOKLYN,988493,191437,MOBILE,Unspecified,BROOKLYN,40.692126098332906,-73.9846996311122,"{'latitude': '40.692126098332906', 'longitude': '-73.9846996311122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRIDGE STREET,DUFFIELD STREET,BRIDGE STREET,DUFFIELD STREET,WILLOUGHBY STREET,,,,,,,
58865149,2023-09-19T14:28:14.000,2023-09-19T14:44:50.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10030,8 AVENUE,8 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T14:44:55.000,10 MANHATTAN,,MANHATTAN,998911,236510,PHONE,Unspecified,MANHATTAN,40.8158288668102,-73.94703377928425,"{'latitude': '40.8158288668102', 'longitude': '-73.94703377928425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,WEST  134 STREET,8 AVENUE,WEST  134 STREET,,,,,,,,
58859173,2023-09-19T14:28:02.000,2023-09-19T15:12:18.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11204,1671 50 STREET,50 STREET,ADDRESS,BROOKLYN,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-19T15:12:21.000,12 BROOKLYN,,BROOKLYN,988555,168628,MOBILE,Unspecified,BROOKLYN,40.62952039721967,-73.98449062010489,"{'latitude': '40.62952039721967', 'longitude': '-73.98449062010489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16 AVENUE,17 AVENUE,16 AVENUE,17 AVENUE,50 STREET,,,,,,,
58862343,2023-09-19T14:27:52.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11223,275 AVENUE S,AVENUE S,ADDRESS,BROOKLYN,In Progress,,,11 BROOKLYN,3066780036,BROOKLYN,991152,158426,MOBILE,Unspecified,BROOKLYN,40.60151637662875,-73.97514498426982,"{'latitude': '40.60151637662875', 'longitude': '-73.97514498426982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST    3 STREET,VAN SICKLEN STREET,WEST    3 STREET,VAN SICKLEN STREET,AVENUE S,,,,,,,
58859510,2023-09-19T14:27:50.000,2023-09-19T16:29:16.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11226,2404 AVENUE D,AVENUE D,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T16:29:22.000,17 BROOKLYN,3052110002,BROOKLYN,996986,172665,ONLINE,Unspecified,BROOKLYN,40.6405929932694,-73.95410911788653,"{'latitude': '40.6405929932694', 'longitude': '-73.95410911788653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEDFORD AVENUE,EAST   25 STREET,BEDFORD AVENUE,EAST   25 STREET,AVENUE D,,,,,,,
58859165,2023-09-19T14:27:44.000,2023-09-20T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11419,94-10 125 STREET,125 STREET,ADDRESS,SOUTH RICHMOND HILL,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-20T00:00:00.000,09 QUEENS,4094410031,QUEENS,1033467,192395,UNKNOWN,Unspecified,QUEENS,40.69461974861639,-73.82251545334746,"{'latitude': '40.69461974861639', 'longitude': '-73.82251545334746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58855373,2023-09-19T14:27:44.000,2023-09-22T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11423,89-08 196 STREET,196 STREET,ADDRESS,HOLLIS,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-22T00:00:00.000,12 QUEENS,4104630027,QUEENS,1049242,200281,UNKNOWN,Unspecified,QUEENS,40.716163094580004,-73.76555235088257,"{'latitude': '40.716163094580004', 'longitude': '-73.76555235088257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,N/A,,,,
58859752,2023-09-19T14:27:40.000,2023-09-19T16:56:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,108-10 160 STREET,160 STREET,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T16:56:49.000,12 QUEENS,,QUEENS,1041602,192745,ONLINE,Unspecified,QUEENS,40.69553143476852,-73.79317643491062,"{'latitude': '40.69553143476852', 'longitude': '-73.79317643491062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",108 AVENUE,109 AVENUE,108 AVENUE,109 AVENUE,160 STREET,,,,,,,
58859499,2023-09-19T14:27:34.000,2023-09-19T19:26:34.000,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,N/A,Street/Sidewalk,11385,61-30 WOODBINE STREET,WOODBINE STREET,ADDRESS,RIDGEWOOD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T19:26:41.000,05 QUEENS,4036140020,QUEENS,1012739,197176,ONLINE,Unspecified,QUEENS,40.70783346549878,-73.89724369119668,"{'latitude': '40.70783346549878', 'longitude': '-73.89724369119668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRESH POND ROAD,64 STREET,FRESH POND ROAD,64 STREET,WOODBINE STREET,,,,,,,
58866327,2023-09-19T14:27:29.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Street/Curbside,11378,63 STREET,63 STREET,BLOCKFACE,,In Progress,,,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,54 AVENUE,LONG ISLAND EXPWY WB ET   18,54 AVENUE,LONG ISLAND EXPWY WB ET   18,,,,,,,,
58868138,2023-09-19T14:26:48.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10016,155 EAST   29 STREET,EAST   29 STREET,ADDRESS,NEW YORK,In Progress,,,06 MANHATTAN,1008850042,MANHATTAN,989418,209970,UNKNOWN,Unspecified,MANHATTAN,40.742994241098266,-73.98134982826983,"{'latitude': '40.742994241098266', 'longitude': '-73.98134982826983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,EAST   29 STREET,,,,,,,
58856562,2023-09-19T14:26:48.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11223,291 AVENUE S,AVENUE S,ADDRESS,BROOKLYN,In Progress,,,11 BROOKLYN,3066780031,BROOKLYN,991274,158444,MOBILE,Unspecified,BROOKLYN,40.60156568711691,-73.97470562742551,"{'latitude': '40.60156568711691', 'longitude': '-73.97470562742551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST    3 STREET,VAN SICKLEN STREET,WEST    3 STREET,VAN SICKLEN STREET,AVENUE S,,,,,,,
58866727,2023-09-19T14:26:45.000,2023-09-25T14:37:25.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Street,10034,261 DYCKMAN STREET,DYCKMAN STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-20T01:27:07.000,12 MANHATTAN,1022470001,MANHATTAN,1004022,255004,MOBILE,Unspecified,MANHATTAN,40.866579522650774,-73.9285146035255,"{'latitude': '40.866579522650774', 'longitude': '-73.9285146035255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SEAMAN AVENUE,PAYSON AVENUE,SEAMAN AVENUE,PAYSON AVENUE,DYCKMAN STREET,,,,,,,
58864434,2023-09-19T14:26:38.000,2023-09-21T11:16:58.000,DOT,Department of Transportation,Highway Condition,Litter,Highway,,,,,,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction. It has been referred to the Department of Sanitation.,2023-09-21T11:17:02.000,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,Van Wyck Expwy,Rockaway Blvd (Exit 2),,North/Bronx Bound,Ramp,,
58868133,2023-09-19T14:26:15.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11223,293 AVENUE S,AVENUE S,ADDRESS,BROOKLYN,In Progress,,,11 BROOKLYN,3066780030,BROOKLYN,991289,158446,MOBILE,Unspecified,BROOKLYN,40.60157116480918,-73.97465160831867,"{'latitude': '40.60157116480918', 'longitude': '-73.97465160831867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST    3 STREET,VAN SICKLEN STREET,WEST    3 STREET,VAN SICKLEN STREET,AVENUE S,,,,,,,
58866851,2023-09-19T14:26:00.000,2023-09-19T19:50:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,11228,1265 72 STREET,72 STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,2023-09-19T19:50:00.000,10 BROOKLYN,3061770050,BROOKLYN,982446,166090,PHONE,Unspecified,BROOKLYN,40.622554982355375,-74.00649849045335,"{'latitude': '40.622554982355375', 'longitude': '-74.00649849045335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12 AVE,13 AVE,,,,,,,,,,
58860223,2023-09-19T14:26:00.000,2023-09-19T16:44:00.000,DEP,Department of Environmental Protection,Water System,No Water (WNW),,11385,90-11 82 AVENUE,82 AVENUE,ADDRESS,RIDGEWOOD,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,2023-09-19T16:44:00.000,06 QUEENS,4038810023,QUEENS,1024453,195821,PHONE,Unspecified,QUEENS,40.70406884485505,-73.85500089402603,"{'latitude': '40.70406884485505', 'longitude': '-73.85500089402603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TROTTING COURSE LN,DEAD END,,,,,,,,,,
58862190,2023-09-19T14:26:00.000,2023-09-19T16:48:00.000,DEP,Department of Environmental Protection,Water System,No Water (WNW),,11385,81-61 WOODHAVEN BOULEVARD,WOODHAVEN BOULEVARD,ADDRESS,RIDGEWOOD,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,2023-09-19T16:48:00.000,06 QUEENS,4038790013,QUEENS,1024106,195884,ONLINE,Unspecified,QUEENS,40.704243334560395,-73.8562520347003,"{'latitude': '40.704243334560395', 'longitude': '-73.8562520347003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",81 RD,82 AVE,,,,,,,,,,
58858222,2023-09-19T14:26:00.000,2023-09-19T15:57:00.000,DEP,Department of Environmental Protection,Water System,LOW WATER PRESSURE - WLWP,,11385,80-08 MARGARET PLACE,MARGARET PLACE,ADDRESS,RIDGEWOOD,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,2023-09-19T15:57:00.000,06 QUEENS,4038780008,QUEENS,1023941,196433,PHONE,Unspecified,QUEENS,40.705750949942896,-73.8568439004328,"{'latitude': '40.705750949942896', 'longitude': '-73.8568439004328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNION TPKE,81 RD,,,,,,,,,,
58864910,2023-09-19T14:26:00.000,2023-09-20T10:38:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11211,184 FROST STREET,FROST STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-20T10:38:00.000,01 BROOKLYN,3027407503,BROOKLYN,999801,200926,ONLINE,Unspecified,BROOKLYN,40.718158517764856,-73.94390078097936,"{'latitude': '40.718158517764856', 'longitude': '-73.94390078097936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GRAHAM AVE,HUMBOLDT ST,,,,,,N/A,,,,
58867985,2023-09-19T14:26:00.000,2023-09-19T16:46:00.000,DEP,Department of Environmental Protection,Water System,No Water (WNW),,11385,81-21 MARGARET PLACE,MARGARET PLACE,ADDRESS,RIDGEWOOD,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-19T16:46:00.000,06 QUEENS,4038800034,QUEENS,1024398,196035,PHONE,Unspecified,QUEENS,40.704656473431825,-73.85519798485807,"{'latitude': '40.704656473431825', 'longitude': '-73.85519798485807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",81 RD,TROTTING COURSE LN,,,,,,,,,,
58866897,2023-09-19T14:26:00.000,2023-09-21T13:00:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),,11223,2007 STILLWELL AVENUE,STILLWELL AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection investigated this complaint and repaired or replaced the hydrant.,2023-09-21T13:00:00.000,11 BROOKLYN,3070920059,BROOKLYN,988298,157009,PHONE,Unspecified,BROOKLYN,40.59762876182078,-73.98542346497109,"{'latitude': '40.59762876182078', 'longitude': '-73.98542346497109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",85 ST,86 ST,,,,,,,,,,
58869734,2023-09-19T14:25:58.000,,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11216,219 MONROE STREET,MONROE STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,03 BROOKLYN,3018130083,BROOKLYN,998227,189059,PHONE,Unspecified,BROOKLYN,40.68558901619302,-73.94960351121817,"{'latitude': '40.68558901619302', 'longitude': '-73.94960351121817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58860134,2023-09-19T14:25:46.000,2023-09-29T16:31:44.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11220,463 52 STREET,52 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,07 BROOKLYN,3007990050,BROOKLYN,980817,174097,PHONE,Unspecified,BROOKLYN,40.644532017167435,-74.01237065736271,"{'latitude': '40.644532017167435', 'longitude': '-74.01237065736271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58858232,2023-09-19T14:25:46.000,2023-09-29T16:31:45.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11220,463 52 STREET,52 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,07 BROOKLYN,3007990050,BROOKLYN,980817,174097,PHONE,Unspecified,BROOKLYN,40.644532017167435,-74.01237065736271,"{'latitude': '40.644532017167435', 'longitude': '-74.01237065736271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58860011,2023-09-19T14:25:46.000,2023-09-29T16:31:44.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,11220,463 52 STREET,52 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,07 BROOKLYN,3007990050,BROOKLYN,980817,174097,PHONE,Unspecified,BROOKLYN,40.644532017167435,-74.01237065736271,"{'latitude': '40.644532017167435', 'longitude': '-74.01237065736271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58858079,2023-09-19T14:25:46.000,2023-09-29T16:31:43.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11220,463 52 STREET,52 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,07 BROOKLYN,3007990050,BROOKLYN,980817,174097,PHONE,Unspecified,BROOKLYN,40.644532017167435,-74.01237065736271,"{'latitude': '40.644532017167435', 'longitude': '-74.01237065736271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58860051,2023-09-19T14:25:46.000,2023-09-29T16:31:43.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11220,463 52 STREET,52 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,07 BROOKLYN,3007990050,BROOKLYN,980817,174097,PHONE,Unspecified,BROOKLYN,40.644532017167435,-74.01237065736271,"{'latitude': '40.644532017167435', 'longitude': '-74.01237065736271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58860021,2023-09-19T14:25:41.000,,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,11218,333 MC DONALD AVENUE,MC DONALD AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,12 BROOKLYN,3053240001,BROOKLYN,989783,174683,PHONE,Unspecified,BROOKLYN,40.64613939776511,-73.98006160894715,"{'latitude': '40.64613939776511', 'longitude': '-73.98006160894715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58867380,2023-09-19T14:25:20.000,2023-09-19T15:53:10.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11207,37 ALABAMA AVENUE,ALABAMA AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-19T15:53:09.000,05 BROOKLYN,3036670003,BROOKLYN,1012040,185583,PHONE,Unspecified,BROOKLYN,40.676015601034955,-73.89981272010361,"{'latitude': '40.676015601034955', 'longitude': '-73.89981272010361', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ALABAMA AVENUE,,,,,,,
58856560,2023-09-19T14:25:14.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11223,110 VAN SICKLEN STREET,VAN SICKLEN STREET,ADDRESS,BROOKLYN,In Progress,,,11 BROOKLYN,3066780029,BROOKLYN,991373,158525,MOBILE,Unspecified,BROOKLYN,40.6017879366397,-73.9743490296603,"{'latitude': '40.6017879366397', 'longitude': '-73.9743490296603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LLOYD COURT,AVENUE S,LLOYD COURT,AVENUE S,VAN SICKLEN STREET,,,,,,,
58856697,2023-09-19T14:25:11.000,2023-09-19T14:56:52.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11234,3424 AVENUE P,AVENUE P,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T14:56:49.000,18 BROOKLYN,3077070045,BROOKLYN,1000954,163518,MOBILE,Unspecified,BROOKLYN,40.615479815086424,-73.93983409777232,"{'latitude': '40.615479815086424', 'longitude': '-73.93983409777232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   34 STREET,EAST   35 STREET,EAST   34 STREET,EAST   35 STREET,AVENUE P,,,,,,,
58856734,2023-09-19T14:25:06.000,2023-09-19T14:41:50.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11216,464 NOSTRAND AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T14:41:55.000,03 BROOKLYN,3018320049,BROOKLYN,998084,188132,ONLINE,Unspecified,BROOKLYN,40.683044837854396,-73.95012102555529,"{'latitude': '40.683044837854396', 'longitude': '-73.95012102555529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JEFFERSON AVENUE,HANCOCK STREET,JEFFERSON AVENUE,HANCOCK STREET,NOSTRAND AVENUE,,,,,,,
58866655,2023-09-19T14:24:50.000,2023-09-20T15:38:30.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11375,67-35 112 STREET,112 STREET,ADDRESS,FOREST HILLS,Closed,The Department of Sanitation collected the requested items.,2023-09-20T04:24:32.000,06 QUEENS,4022060006,QUEENS,1027875,205039,ONLINE,Unspecified,QUEENS,40.729353795386736,-73.84259914260842,"{'latitude': '40.729353795386736', 'longitude': '-73.84259914260842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",67 ROAD,67 DRIVE,67 ROAD,67 DRIVE,112 STREET,,,,,,,
