unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,vehicle_type,due_date
58955635,2023-09-28T16:41:37.000,2023-10-03T12:48:46.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,10309,824 RENSSELAER AVENUE,RENSSELAER AVENUE,MARCY AVENUE,VERNON AVENUE,MARCY AVENUE,VERNON AVENUE,ADDRESS,STATEN ISLAND,RENSSELAER AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-10-03T11:32:55.000,03 STATEN ISLAND,STATEN ISLAND,928118,135663,ONLINE,Unspecified,STATEN ISLAND,40.53886147013459,-74.20194942822975,"{'latitude': '40.53886147013459', 'longitude': '-74.20194942822975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5068830050,,,,,,,,
58946181,2023-09-28T16:41:30.000,2023-09-28T17:26:40.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11364,56-39 226 STREET,226 STREET,56 ROAD,57 AVENUE,56 ROAD,57 AVENUE,ADDRESS,OAKLAND GARDENS,226 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T17:26:43.000,11 QUEENS,QUEENS,1052435,213978,ONLINE,Unspecified,QUEENS,40.75373380212036,-73.75389538646576,"{'latitude': '40.75373380212036', 'longitude': '-73.75389538646576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4075320022,,,,,,,,
58952916,2023-09-28T16:41:19.000,2023-09-29T05:55:44.000,DOT,Department of Transportation,Bus Stop Shelter Placement,New Bus Stop Shelter Placement,Bus Stop Shelter,11221,307 LEWIS AVENUE,LEWIS AVENUE,PUTNAM AVENUE,JEFFERSON AVENUE,PUTNAM AVENUE,JEFFERSON AVENUE,ADDRESS,BROOKLYN,LEWIS AVENUE,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-29T05:55:47.000,03 BROOKLYN,BROOKLYN,1002142,188936,PHONE,Unspecified,BROOKLYN,40.68524436130189,-73.93548763335711,"{'latitude': '40.68524436130189', 'longitude': '-73.93548763335711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58953165,2023-09-28T16:41:18.000,2023-09-28T16:56:50.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11211,432 RODNEY STREET,RODNEY STREET,HOPE STREET,AINSLIE STREET,HOPE STREET,AINSLIE STREET,ADDRESS,BROOKLYN,RODNEY STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T16:56:48.000,01 BROOKLYN,BROOKLYN,997055,198901,ONLINE,Unspecified,BROOKLYN,40.71260477865674,-73.95381064688551,"{'latitude': '40.71260477865674', 'longitude': '-73.95381064688551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58946867,2023-09-28T16:41:16.000,2023-10-11T14:43:25.000,DOT,Department of Transportation,Street Sign - Dangling,"No Parking, Standing, Stopping",Street,11212,200 SACKMAN STREET,SACKMAN STREET,EAST NEW YORK AVENUE,LIBERTY AVENUE,EAST NEW YORK AVENUE,LIBERTY AVENUE,ADDRESS,BROOKLYN,SACKMAN STREET,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-11T14:43:28.000,16 BROOKLYN,BROOKLYN,1010368,184606,ONLINE,Unspecified,BROOKLYN,40.6733390483924,-73.9058443217699,"{'latitude': '40.6733390483924', 'longitude': '-73.9058443217699', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58947834,2023-09-28T16:41:00.000,2023-09-28T17:20:00.000,DEP,Department of Environmental Protection,Water System,LOW WATER PRESSURE - WLWP,,11210,523 EAST   24 STREET,EAST   24 STREET,FOSTER AVE,FARRAGUT RD,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,2023-09-28T17:20:00.000,14 BROOKLYN,BROOKLYN,996861,171242,PHONE,Unspecified,BROOKLYN,40.63668734165807,-73.95456218263182,"{'latitude': '40.63668734165807', 'longitude': '-73.95456218263182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58954921,2023-09-28T16:41:00.000,2023-10-27T00:20:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11222,,,,,STEWART AVENUE,LOMBARDY STREET,INTERSECTION,BROOKLYN,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-10-27T00:20:00.000,01 BROOKLYN,BROOKLYN,1002976,202988,UNKNOWN,Unspecified,BROOKLYN,40.72381205787296,-73.93244144265765,"{'latitude': '40.72381205787296', 'longitude': '-73.93244144265765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58952357,2023-09-28T16:40:24.000,2023-09-28T17:30:49.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11416,97-44 76 STREET,76 STREET,97 AVENUE,101 AVENUE,97 AVENUE,101 AVENUE,ADDRESS,OZONE PARK,76 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T17:30:53.000,09 QUEENS,QUEENS,1022492,187516,ONLINE,Unspecified,QUEENS,40.681282259965116,-73.86212071640132,"{'latitude': '40.681282259965116', 'longitude': '-73.86212071640132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58954787,2023-09-28T16:39:51.000,2023-10-03T00:00:00.000,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,11414,151-31 88 STREET,88 STREET,,,,,ADDRESS,HOWARD BEACH,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-10-03T00:00:00.000,10 QUEENS,QUEENS,1026621,182773,UNKNOWN,Unspecified,QUEENS,40.668245010613084,-73.84726369519801,"{'latitude': '40.668245010613084', 'longitude': '-73.84726369519801', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4114340100,,,,,,,,
58945963,2023-09-28T16:39:45.000,2023-10-19T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11358,160-03 OAK AVENUE,OAK AVENUE,,,,,ADDRESS,FLUSHING,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-19T00:00:00.000,07 QUEENS,QUEENS,1037693,212623,UNKNOWN,Unspecified,QUEENS,40.750116070801425,-73.80711523180264,"{'latitude': '40.750116070801425', 'longitude': '-73.80711523180264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4054900009,,N/A,,,,,,
58948283,2023-09-28T16:39:38.000,2023-09-28T18:41:12.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11221,77 CEDAR STREET,CEDAR STREET,EVERGREEN AVENUE,MYRTLE AVENUE,EVERGREEN AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,CEDAR STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T18:41:15.000,04 BROOKLYN,BROOKLYN,1004567,193439,ONLINE,Unspecified,BROOKLYN,40.69759881903745,-73.926730344903,"{'latitude': '40.69759881903745', 'longitude': '-73.926730344903', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58952489,2023-09-28T16:39:27.000,2023-09-28T17:03:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10467,2905 CRUGER AVENUE,CRUGER AVENUE,ARNOW AVENUE,WILLIAMSBRIDGE ROAD,ARNOW AVENUE,WILLIAMSBRIDGE ROAD,ADDRESS,BRONX,CRUGER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T17:03:03.000,11 BRONX,BRONX,1021239,255621,ONLINE,Unspecified,BRONX,40.86821764406866,-73.86626344319794,"{'latitude': '40.86821764406866', 'longitude': '-73.86626344319794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58945964,2023-09-28T16:39:23.000,2023-10-04T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11355,148-26 56 ROAD,56 ROAD,,,,,ADDRESS,FLUSHING,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-04T00:00:00.000,07 QUEENS,QUEENS,1034559,210745,UNKNOWN,Unspecified,QUEENS,40.7449798298075,-73.81844037960366,"{'latitude': '40.7449798298075', 'longitude': '-73.81844037960366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4051750054,,N/A,,,,,,
58946222,2023-09-28T16:39:23.000,2023-09-29T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,10001,371 7 AVENUE,7 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-29T00:00:00.000,05 MANHATTAN,MANHATTAN,986410,212087,UNKNOWN,Unspecified,MANHATTAN,40.748806121566346,-73.9922043565897,"{'latitude': '40.748806121566346', 'longitude': '-73.9922043565897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1008060076,,,,,,,,
58955084,2023-09-28T16:39:05.000,2023-10-16T19:04:49.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11239,1305 DELMAR LOOP,DELMAR LOOP,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-16T00:00:00.000,05 BROOKLYN,BROOKLYN,1016752,175821,PHONE,Unspecified,BROOKLYN,40.649205047166504,-73.88287230254639,"{'latitude': '40.649205047166504', 'longitude': '-73.88287230254639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3044520085,,,,,,,,
58947743,2023-09-28T16:39:03.000,2023-10-02T14:51:59.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10031,636 WEST  138 STREET,WEST  138 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,09 MANHATTAN,MANHATTAN,996826,238897,PHONE,Unspecified,MANHATTAN,40.822383723156584,-73.95456184470898,"{'latitude': '40.822383723156584', 'longitude': '-73.95456184470898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020860049,,,,,,,,
58948949,2023-09-28T16:39:03.000,2023-10-02T14:51:58.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,RESIDENTIAL BUILDING,10031,636 WEST  138 STREET,WEST  138 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,09 MANHATTAN,MANHATTAN,996826,238897,PHONE,Unspecified,MANHATTAN,40.822383723156584,-73.95456184470898,"{'latitude': '40.822383723156584', 'longitude': '-73.95456184470898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020860049,,,,,,,,
58948942,2023-09-28T16:39:03.000,2023-10-02T14:51:59.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10031,636 WEST  138 STREET,WEST  138 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,09 MANHATTAN,MANHATTAN,996826,238897,PHONE,Unspecified,MANHATTAN,40.822383723156584,-73.95456184470898,"{'latitude': '40.822383723156584', 'longitude': '-73.95456184470898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020860049,,,,,,,,
58947752,2023-09-28T16:39:03.000,2023-10-02T14:51:59.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10031,636 WEST  138 STREET,WEST  138 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,09 MANHATTAN,MANHATTAN,996826,238897,PHONE,Unspecified,MANHATTAN,40.822383723156584,-73.95456184470898,"{'latitude': '40.822383723156584', 'longitude': '-73.95456184470898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020860049,,,,,,,,
58946236,2023-09-28T16:39:00.000,2023-09-28T18:50:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11212,,,,,OSBORN STREET,SUTTER AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-28T18:50:00.000,16 BROOKLYN,BROOKLYN,1009708,182451,UNKNOWN,Unspecified,BROOKLYN,40.66742598109727,-73.90823176600252,"{'latitude': '40.66742598109727', 'longitude': '-73.90823176600252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,N/A,,,,,,
58948762,2023-09-28T16:39:00.000,2023-10-05T07:43:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11214,,,,,BAY 40 STREET,BATH AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-05T07:43:00.000,11 BROOKLYN,BROOKLYN,986975,155644,UNKNOWN,Unspecified,BROOKLYN,40.59388261740706,-73.99018803620314,"{'latitude': '40.59388261740706', 'longitude': '-73.99018803620314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58951553,2023-09-28T16:38:58.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10003,43 EAST    1 STREET,EAST    1 STREET,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-28T00:00:00.000,03 MANHATTAN,MANHATTAN,987012,203024,PHONE,Unspecified,MANHATTAN,40.723930258207545,-73.99003540274298,"{'latitude': '40.723930258207545', 'longitude': '-73.99003540274298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1004420017,,,,,,,,
58952574,2023-09-28T16:38:58.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10003,43 EAST    1 STREET,EAST    1 STREET,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-28T00:00:00.000,03 MANHATTAN,MANHATTAN,987012,203024,PHONE,Unspecified,MANHATTAN,40.723930258207545,-73.99003540274298,"{'latitude': '40.723930258207545', 'longitude': '-73.99003540274298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1004420017,,,,,,,,
58946461,2023-09-28T16:38:57.000,,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,11212,9720 KINGS HIGHWAY,KINGS HIGHWAY,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-28T00:00:00.000,17 BROOKLYN,BROOKLYN,1006537,180198,PHONE,Unspecified,BROOKLYN,40.6612505483198,-73.91966968324185,"{'latitude': '40.6612505483198', 'longitude': '-73.91966968324185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3046520008,,,,,,,,
58954175,2023-09-28T16:38:50.000,2023-10-05T16:32:26.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11209,355 73 STREET,73 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,73 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-28T16:38:50.000,10 BROOKLYN,BROOKLYN,977096,169709,ONLINE,Unspecified,BROOKLYN,40.63248567093592,-74.0257744564041,"{'latitude': '40.63248567093592', 'longitude': '-74.0257744564041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3059080053,,,,,,,,
58954848,2023-09-28T16:38:49.000,2023-09-28T17:51:58.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11432,91-08 173 STREET,173 STREET,91 AVENUE,JAMAICA AVENUE,91 AVENUE,JAMAICA AVENUE,ADDRESS,JAMAICA,173 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T17:52:02.000,12 QUEENS,QUEENS,1043248,197547,PHONE,Unspecified,QUEENS,40.70870094005584,-73.78719856177949,"{'latitude': '40.70870094005584', 'longitude': '-73.78719856177949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4098080030,,,,,,,,
58952036,2023-09-28T16:38:14.000,2023-09-29T07:30:04.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Street,11363,42-40 249 STREET,249 STREET,DEPEW AVENUE,43 AVENUE,DEPEW AVENUE,43 AVENUE,ADDRESS,LITTLE NECK,249 STREET,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-29T07:30:09.000,11 QUEENS,QUEENS,1056300,219957,ONLINE,Unspecified,QUEENS,40.770113898593635,-73.73988118455044,"{'latitude': '40.770113898593635', 'longitude': '-73.73988118455044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4081200024,,,,,,,,
58953464,2023-09-28T16:38:01.000,2023-09-28T17:11:03.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11217,38 6 AVENUE,6 AVENUE,PACIFIC STREET,DEAN STREET,PACIFIC STREET,DEAN STREET,ADDRESS,BROOKLYN,6 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T17:11:08.000,06 BROOKLYN,BROOKLYN,991422,187669,MOBILE,Unspecified,BROOKLYN,40.68178191332537,-73.97414159203936,"{'latitude': '40.68178191332537', 'longitude': '-73.97414159203936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3011187501,,,,,,,,
58953315,2023-09-28T16:38:00.000,2023-10-03T14:25:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Search (SC2),,10024,,,,,WEST 85 STREET,AMSTERDAM AVENUE,INTERSECTION,MANHATTAN,,Closed,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,2023-10-03T14:25:00.000,07 MANHATTAN,MANHATTAN,991031,226004,PHONE,Unspecified,MANHATTAN,40.787002336685674,-73.97551269211043,"{'latitude': '40.787002336685674', 'longitude': '-73.97551269211043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58951080,2023-09-28T16:38:00.000,2023-09-29T10:43:00.000,DEP,Department of Environmental Protection,Water Quality,Defective Water Sampling Station (QSS),,11236,,,,,EAST 108 STREET,SEAVIEW AVENUE,INTERSECTION,BROOKLYN,,Closed,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-29T10:43:00.000,18 BROOKLYN,BROOKLYN,1017117,172123,PHONE,Unspecified,BROOKLYN,40.639053495523314,-73.88157496739797,"{'latitude': '40.639053495523314', 'longitude': '-73.88157496739797', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,N/A,,,,,,
59008138,2023-09-28T16:37:32.000,2023-11-09T12:38:22.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Car Service Company Complaint,Street,11218,477 EAST    9 STREET,EAST    9 STREET,CORTELYOU ROAD,DITMAS AVENUE,CORTELYOU ROAD,DITMAS AVENUE,ADDRESS,BROOKLYN,EAST    9 STREET,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-11-09T12:38:24.000,12 BROOKLYN,BROOKLYN,992718,171442,PHONE,Unspecified,BROOKLYN,40.637241228705946,-73.96948928541084,"{'latitude': '40.637241228705946', 'longitude': '-73.96948928541084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3053930063,"477 EAST    9 STREET, BROOKLYN, NY, 11218",,,,,,Commuter Van,
58951586,2023-09-28T16:37:24.000,2023-10-02T13:15:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10461,BALCOM AVENUE,BALCOM AVENUE,LATTING STREET,WATERBURY AVENUE,,,BLOCKFACE,BRONX,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-10-02T13:15:00.000,10 BRONX,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,,N/A,,,,,,
58951252,2023-09-28T16:36:36.000,2023-09-28T18:42:25.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11237,1516 GATES AVENUE,GATES AVENUE,IRVING AVENUE,MYRTLE AVENUE,IRVING AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,GATES AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T18:42:28.000,04 BROOKLYN,BROOKLYN,1008388,193867,ONLINE,Unspecified,BROOKLYN,40.69876398145979,-73.91294906094237,"{'latitude': '40.69876398145979', 'longitude': '-73.91294906094237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3033450011,,,,,,,,
58950672,2023-09-28T16:36:31.000,2023-09-29T09:53:06.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11220,5313 FIFTH AVENUE,FIFTH AVENUE,53 STREET,54 STREET,53 STREET,54 STREET,ADDRESS,BROOKLYN,5 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-29T09:52:52.000,07 BROOKLYN,BROOKLYN,980866,173644,MOBILE,Unspecified,BROOKLYN,40.643288648537364,-74.01219386089092,"{'latitude': '40.643288648537364', 'longitude': '-74.01219386089092', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58951637,2023-09-28T16:36:22.000,2023-10-16T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10037,53 EAST  131 STREET,EAST  131 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-10-16T00:00:00.000,11 MANHATTAN,MANHATTAN,1001583,234144,UNKNOWN,Unspecified,MANHATTAN,40.8093300190546,-73.93738668006867,"{'latitude': '40.8093300190546', 'longitude': '-73.93738668006867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1017560030,,,,,,,,
58952386,2023-09-28T16:36:22.000,2023-09-29T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Adjacent Buildings Not Protected,,10014,180 CHRISTOPHER STREET,CHRISTOPHER STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-29T00:00:00.000,02 MANHATTAN,MANHATTAN,981500,206122,UNKNOWN,Unspecified,MANHATTAN,40.73243351620026,-74.00992257034451,"{'latitude': '40.73243351620026', 'longitude': '-74.00992257034451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1006040003,,,,,,,,
58951889,2023-09-28T16:36:11.000,2023-09-28T21:39:52.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,11421,98-02 JAMAICA AVENUE,JAMAICA AVENUE,98 STREET,101 STREET,98 STREET,101 STREET,ADDRESS,WOODHAVEN,JAMAICA AVENUE,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-28T21:39:54.000,09 QUEENS,QUEENS,1026528,192450,PHONE,Unspecified,QUEENS,40.69480658009245,-73.84753822165803,"{'latitude': '40.69480658009245', 'longitude': '-73.84753822165803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58954349,2023-09-28T16:36:11.000,2023-09-28T18:21:39.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11421,98-02 JAMAICA AVENUE,JAMAICA AVENUE,98 STREET,101 STREET,98 STREET,101 STREET,ADDRESS,WOODHAVEN,JAMAICA AVENUE,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-28T18:21:44.000,09 QUEENS,QUEENS,1026528,192450,PHONE,Unspecified,QUEENS,40.69480658009245,-73.84753822165803,"{'latitude': '40.69480658009245', 'longitude': '-73.84753822165803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58946702,2023-09-28T16:36:07.000,2023-09-29T07:09:40.000,DOT,Department of Transportation,Broken Parking Meter,Timer Defect - Fast/Fail,Street,10033,BROADWAY,BROADWAY,WEST  179 STREET,CARMEN GEORGINA ACOSTA-CRUZ WAY,WEST  179 STREET,CARMEN GEORGINA ACOSTA-CRUZ WAY,BLOCKFACE,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-29T07:09:43.000,Unspecified MANHATTAN,MANHATTAN,1001718,248690,PHONE,Unspecified,MANHATTAN,40.84925434936494,-73.93686113527421,"{'latitude': '40.84925434936494', 'longitude': '-73.93686113527421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58948960,2023-09-28T16:35:53.000,2023-11-03T12:14:06.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11365,190-06A 69 AVENUE,69 AVENUE,,,,,ADDRESS,FRESH MEADOWS,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-03T00:00:00.000,08 QUEENS,QUEENS,1044714,207449,PHONE,Unspecified,QUEENS,40.7358695554043,-73.78182187240881,"{'latitude': '40.7358695554043', 'longitude': '-73.78182187240881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4071170002,,,,,,,,
