unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,status,resolution_description,resolution_action_updated_date,community_board,borough,open_data_channel_type,park_facility_name,park_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,incident_zip,incident_address,street_name,address_type,city,bbl,x_coordinate_state_plane,y_coordinate_state_plane,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,facility_type,vehicle_type,due_date,taxi_company_borough
58793534,2023-09-12T14:41:08.000,2023-09-27T20:39:40.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,09 MANHATTAN,MANHATTAN,PHONE,Unspecified,MANHATTAN,,,,,10027,41 TIEMANN PLACE,TIEMANN PLACE,ADDRESS,NEW YORK,1019950016,995482,236358,40.815416694719694,-73.95942207955788,"{'latitude': '40.815416694719694', 'longitude': '-73.95942207955788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58796421,2023-09-12T14:41:08.000,2023-09-27T20:39:40.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,09 MANHATTAN,MANHATTAN,PHONE,Unspecified,MANHATTAN,,,,,10027,41 TIEMANN PLACE,TIEMANN PLACE,ADDRESS,NEW YORK,1019950016,995482,236358,40.815416694719694,-73.95942207955788,"{'latitude': '40.815416694719694', 'longitude': '-73.95942207955788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58795819,2023-09-12T14:41:00.000,2023-09-12T16:10:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-12T16:10:00.000,04 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11221,1230 BUSHWICK AVENUE,BUSHWICK AVENUE,ADDRESS,BROOKLYN,3033940033,1007810,189846,40.68772882948088,-73.9150476140105,"{'latitude': '40.68772882948088', 'longitude': '-73.9150476140105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HANCOCK ST,WEIRFIELD ST,,,,,,,,
58797174,2023-09-12T14:41:00.000,2023-09-12T19:20:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,Closed,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,2023-09-12T19:20:00.000,06 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11215,365 13 STREET,13 STREET,ADDRESS,BROOKLYN,3010300056,988508,181559,40.6650132173528,-73.9846517818836,"{'latitude': '40.6650132173528', 'longitude': '-73.9846517818836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6 AVE,7 AVE,,,,,,,,
58797549,2023-09-12T14:41:00.000,2023-09-21T18:05:00.000,DOT,Department of Transportation,Traffic Signal Condition,Post,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-21T18:05:00.000,06 QUEENS,QUEENS,UNKNOWN,Unspecified,QUEENS,,,,,11375,,,INTERSECTION,QUEENS,,1026568,202697,40.72293193416195,-73.84732957184141,"{'latitude': '40.72293193416195', 'longitude': '-73.84732957184141', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,QUEENS BOULEVARD,YELLOWSTONE BOULEVARD,,,N/A,,,
58797745,2023-09-12T14:41:00.000,2023-09-16T13:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,LED Lense,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-16T13:00:00.000,05 QUEENS,QUEENS,UNKNOWN,Unspecified,QUEENS,,,,,11385,,,INTERSECTION,QUEENS,,1011808,198947,40.7126973856682,-73.90059444155973,"{'latitude': '40.7126973856682', 'longitude': '-73.90059444155973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,METROPOLITAN AVENUE,FRESH POND ROAD,,,N/A,,,
58797623,2023-09-12T14:41:00.000,2023-09-12T18:27:35.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T18:27:38.000,02 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11201,190 YORK STREET,YORK STREET,ADDRESS,BROOKLYN,3000680001,988838,194807,40.70137579240106,-73.98345325660519,"{'latitude': '40.70137579240106', 'longitude': '-73.98345325660519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRIDGE STREET,GOLD STREET,BRIDGE STREET,GOLD STREET,YORK STREET,,,,,
58789795,2023-09-12T14:40:53.000,2023-09-13T09:00:44.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Sewage Odor,3+ Family Apt. Building,Closed,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-13T09:00:44.000,09 MANHATTAN,MANHATTAN,PHONE,Unspecified,MANHATTAN,,,,,10027,45 TIEMANN PLACE,TIEMANN PLACE,ADDRESS,NEW YORK,1019950016,995470,236365,40.815435923007705,-73.95946542032866,"{'latitude': '40.815435923007705', 'longitude': '-73.95946542032866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,CLAREMONT AVENUE,BROADWAY,CLAREMONT AVENUE,TIEMANN PLACE,,,,,
58796448,2023-09-12T14:40:52.000,2023-10-05T11:27:40.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,10 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10027,2450 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,1019370001,998550,235855,40.8140316670376,-73.94833936971969,"{'latitude': '40.8140316670376', 'longitude': '-73.94833936971969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58794653,2023-09-12T14:40:39.000,2023-09-12T18:06:33.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T18:06:36.000,04 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11221,685 HART STREET,HART STREET,ADDRESS,BROOKLYN,3032180055,1004892,193976,40.69907200622606,-73.92555664484696,"{'latitude': '40.69907200622606', 'longitude': '-73.92555664484696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CENTRAL AVENUE,WILSON AVENUE,CENTRAL AVENUE,WILSON AVENUE,HART STREET,,,,,
58797983,2023-09-12T14:40:27.000,,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,04 BRONX,BRONX,ONLINE,Unspecified,BRONX,,,,,10456,1136 SHERMAN AVENUE,SHERMAN AVENUE,ADDRESS,BRONX,2024520015,1007244,242421,40.83203511767756,-73.91690866646059,"{'latitude': '40.83203511767756', 'longitude': '-73.91690866646059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58791700,2023-09-12T14:40:20.000,2023-09-12T14:54:47.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T14:54:53.000,05 MANHATTAN,MANHATTAN,MOBILE,Unspecified,MANHATTAN,,,,,10019,2 COLUMBUS CIRCLE,COLUMBUS CIRCLE,ADDRESS,NEW YORK,1010300001,989248,218971,40.767699792898384,-73.9819566299384,"{'latitude': '40.767699792898384', 'longitude': '-73.9819566299384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,COLUMBUS CIRCLE,,,,,
58795239,2023-09-12T14:40:04.000,,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,In Progress,NYC Parks or another agency performed work to make the site safe and passable. Any debris remaining at the site will be removed as soon as possible. This process may be delayed after a storm.,2023-10-06T09:54:00.000,03 STATEN ISLAND,STATEN ISLAND,PHONE,Unspecified,STATEN ISLAND,,,,,10309,81 SHARROTS ROAD,SHARROTS ROAD,ADDRESS,STATEN ISLAND,5072670026,922918,135188,40.5375232587746,-74.22065339638054,"{'latitude': '40.5375232587746', 'longitude': '-74.22065339638054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SHARROTTS LANE,WHITE OAK LANE,SHARROTTS LANE,WHITE OAK LANE,SHARROTTS ROAD,,,,,
58788721,2023-09-12T14:40:00.000,2023-09-13T09:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Speed Board Sign,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-13T09:20:00.000,06 QUEENS,QUEENS,UNKNOWN,Unspecified,QUEENS,,,,,11375,,,INTERSECTION,QUEENS,,1029754,200806,40.717725789258154,-73.83584826647586,"{'latitude': '40.717725789258154', 'longitude': '-73.83584826647586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,QUEENS BOULEVARD,76 AVENUE,,,N/A,,,
58790929,2023-09-12T14:39:54.000,2023-09-13T10:16:08.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-13T10:16:12.000,09 QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11416,81-23 102 ROAD,102 ROAD,ADDRESS,OZONE PARK,4090820165,1024078,186986,40.67982053812259,-73.85640562907419,"{'latitude': '40.67982053812259', 'longitude': '-73.85640562907419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",81 STREET,84 STREET,81 STREET,84 STREET,102 ROAD,,,,,
58789692,2023-09-12T14:39:42.000,2023-09-20T10:07:02.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,Closed,"The Department of Transportation reviewed its records and could not find a violation for your sidewalk. The City can only repair sidewalks which have received a violation. If you are the owner and you would like to make your sidewalk eligible for City Repair, call 311 or visit www.nyc.gov/311 online to report the damage on your sidewalk.",2023-09-20T10:07:07.000,04 QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11368,108-31 53 AVENUE,53 AVENUE,ADDRESS,CORONA,4020080066,1024885,210002,40.74299022685113,-73.85335719217429,"{'latitude': '40.74299022685113', 'longitude': '-73.85335719217429', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CORONA AVENUE,111 STREET,CORONA AVENUE,111 STREET,53 AVENUE,,,,,
58799513,2023-09-12T14:39:39.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Source/Protection,Mobile Food Vendor,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-13T07:52:09.000,05 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10036,4 TIMES SQUARE,TIMES SQUARE,ADDRESS,NEW YORK,1009950005,988061,214774,40.75618069843113,-73.9862442193267,"{'latitude': '40.75618069843113', 'longitude': '-73.9862442193267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   42 STREET,WEST   43 STREET,WEST   42 STREET,WEST   43 STREET,TIMES SQUARE,,,,,
58796994,2023-09-12T14:39:34.000,2023-09-29T06:25:21.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,Closed,The Department of Sanitation collected the requested items.,2023-09-13T07:07:29.000,10 BRONX,BRONX,ONLINE,Unspecified,BRONX,,,,,10464,96 FORDHAM STREET,FORDHAM STREET,ADDRESS,BRONX,2056300018,1043005,247931,40.84699291619636,-73.78763446351745,"{'latitude': '40.84699291619636', 'longitude': '-73.78763446351745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WILLIAM AVENUE,CITY ISLAND AVENUE,WILLIAM AVENUE,CITY ISLAND AVENUE,FORDHAM STREET,,,,,
58796133,2023-09-12T14:39:03.000,2023-09-12T14:39:03.000,DOT,Department of Transportation,Street Condition,Pothole,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-12T14:39:03.000,04 BRONX,BRONX,UNKNOWN,Unspecified,BRONX,,,,,10457,319 EAST MT EDEN AVENUE,EAST MT EDEN AVENUE,ADDRESS,BRONX,2027910109,1010172,246293,40.842654520610644,-73.9063130612788,"{'latitude': '40.842654520610644', 'longitude': '-73.9063130612788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MONROE AVENUE,TOPPING AVENUE,,,,,N/A,,,
58789052,2023-09-12T14:39:00.000,2023-09-23T07:20:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-23T07:20:00.000,02 STATEN ISLAND,STATEN ISLAND,UNKNOWN,Unspecified,STATEN ISLAND,,,,,10314,,,INTERSECTION,STATEN ISLAND,,939306,148927,40.57533228444484,-74.16178593606323,"{'latitude': '40.57533228444484', 'longitude': '-74.16178593606323', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,FOREST HILL ROAD,PLATINUM AVENUE,,,,,,
58798983,2023-09-12T14:39:00.000,2023-10-04T01:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Vehicle Signal,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-04T01:45:00.000,14 BROOKLYN,BROOKLYN,UNKNOWN,Unspecified,BROOKLYN,,,,,11226,,,INTERSECTION,BROOKLYN,,996562,172632,40.64050301489291,-73.95563695218216,"{'latitude': '40.64050301489291', 'longitude': '-73.95563695218216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,FLATBUSH AVENUE,AVENUE D,,,N/A,,,
58794832,2023-09-12T14:39:00.000,2023-09-13T12:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,LED Lense,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-13T12:45:00.000,10 QUEENS,QUEENS,UNKNOWN,Unspecified,QUEENS,,,,,11419,,,INTERSECTION,QUEENS,,1032409,187454,40.68106368462617,-73.82636608280752,"{'latitude': '40.68106368462617', 'longitude': '-73.82636608280752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,109 AVENUE,114 STREET,,,N/A,,,
58796154,2023-09-12T14:39:00.000,2023-09-12T21:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Base Door,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-12T21:00:00.000,10 QUEENS,QUEENS,UNKNOWN,Unspecified,QUEENS,,,,,11417,,,INTERSECTION,QUEENS,,1027861,183634,40.67060223826545,-73.8427882607726,"{'latitude': '40.67060223826545', 'longitude': '-73.8427882607726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,CROSS BAY BOULEVARD,149 AVENUE,,,N/A,,,
58794035,2023-09-12T14:38:56.000,2023-09-22T12:34:18.000,TLC,Taxi and Limousine Commission,Lost Property,Electronics/Phones,Taxi,Closed,See notes for information.,2023-09-22T12:34:19.000,05 MANHATTAN,MANHATTAN,UNKNOWN,Unspecified,MANHATTAN,,,,,10016,22 EAST   29 STREET,EAST   29 STREET,ADDRESS,NEW YORK,1008587503,988271,210599,40.744721284778144,-73.98548872207544,"{'latitude': '40.744721284778144', 'longitude': '-73.98548872207544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,EAST   29 STREET,"22 EAST   29 STREET, MANHATTAN (NEW YORK), NY, 10016",,,,
58793754,2023-09-12T14:38:27.000,2023-09-12T18:43:24.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T18:43:32.000,03 QUEENS,QUEENS,ONLINE,Unspecified,QUEENS,,,,,11370,32-11 72 STREET,72 STREET,ADDRESS,EAST ELMHURST,4011680071,1013352,214813,40.75624067156655,-73.8949563936286,"{'latitude': '40.75624067156655', 'longitude': '-73.8949563936286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,72 STREET,,,,,
58799931,2023-09-12T14:38:18.000,2023-09-13T20:18:14.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,Private Carter Decal Not Posted,Street,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-13T20:18:17.000,03 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10009,504 EAST   12 STREET,EAST   12 STREET,ADDRESS,NEW YORK,1004050010,989540,204837,40.728905351512076,-73.98091359333398,"{'latitude': '40.728905351512076', 'longitude': '-73.98091359333398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE A,AVENUE B,AVENUE A,AVENUE B,EAST   12 STREET,,,,,
58797463,2023-09-12T14:38:12.000,2023-09-18T00:00:00.000,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-18T00:00:00.000,04 QUEENS,QUEENS,UNKNOWN,Unspecified,QUEENS,,,,,11373,84-03 55 AVENUE,55 AVENUE,ADDRESS,ELMHURST,4028910111,1017172,205921,40.73182097868295,-73.88121165184275,"{'latitude': '40.73182097868295', 'longitude': '-73.88121165184275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,,
58795875,2023-09-12T14:38:10.000,2023-09-12T15:13:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-12T15:13:43.000,06 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11231,1 TIFFANY PLACE,TIFFANY PLACE,ADDRESS,BROOKLYN,3003207501,984064,189634,40.68717829329317,-74.00067067108905,"{'latitude': '40.68717829329317', 'longitude': '-74.00067067108905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KANE STREET,DEGRAW STREET,KANE STREET,DEGRAW STREET,TIFFANY PLACE,,,,,
58796134,2023-09-12T14:38:01.000,2023-09-12T14:38:01.000,DOT,Department of Transportation,Street Condition,Pothole,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-12T14:38:01.000,04 BRONX,BRONX,UNKNOWN,Unspecified,BRONX,,,,,10451,,,INTERSECTION,BRONX,,1004749,240880,40.82781165901165,-73.92592932593037,"{'latitude': '40.82781165901165', 'longitude': '-73.92592932593037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,EAST 161 STREET,RIVER AVENUE,,,N/A,,,
58791839,2023-09-12T14:38:00.000,2023-09-13T12:10:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Head,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-13T12:10:00.000,09 QUEENS,QUEENS,UNKNOWN,Unspecified,QUEENS,,,,,11416,,,INTERSECTION,QUEENS,,1023693,186852,40.679454462872975,-73.85779447541599,"{'latitude': '40.679454462872975', 'longitude': '-73.85779447541599', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,80 STREET,LIBERTY AVENUE,,,N/A,,,
58792014,2023-09-12T14:38:00.000,2023-09-13T15:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,LED Lense,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-13T15:40:00.000,Unspecified QUEENS,QUEENS,UNKNOWN,Unspecified,QUEENS,,,,,,,,INTERSECTION,,,,,,,,,,METROPOLITAN AVE,RENTAR PLAZA EAST ET,,,N/A,,,
58793158,2023-09-12T14:37:59.000,2023-09-13T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-13T00:00:00.000,12 BROOKLYN,BROOKLYN,UNKNOWN,Unspecified,BROOKLYN,,,,,11219,941 44 STREET,44 STREET,ADDRESS,BROOKLYN,3056010061,985070,173383,40.642572868161814,-73.9970452545393,"{'latitude': '40.642572868161814', 'longitude': '-73.9970452545393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58797277,2023-09-12T14:37:51.000,2023-10-03T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,Closed,The Department of Buildings investigated this complaint and removed the stop work order.,2023-10-03T00:00:00.000,10 BROOKLYN,BROOKLYN,UNKNOWN,Unspecified,BROOKLYN,,,,,11209,509 74 STREET,74 STREET,ADDRESS,BROOKLYN,3059200068,978204,168836,40.630090296148744,-74.02178176818866,"{'latitude': '40.630090296148744', 'longitude': '-74.02178176818866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,,
58796061,2023-09-12T14:37:51.000,2023-09-13T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-13T00:00:00.000,07 MANHATTAN,MANHATTAN,UNKNOWN,Unspecified,MANHATTAN,,,,,10023,110 WEST END AVENUE,WEST END AVENUE,ADDRESS,NEW YORK,1011560001,987604,221669,40.77510587540059,-73.9878903174361,"{'latitude': '40.77510587540059', 'longitude': '-73.9878903174361', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,,
58790282,2023-09-12T14:37:50.000,2023-09-13T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Adjacent Buildings Not Protected,,Closed,The Department of Buildings investigated this complaint and issued a violation.,2023-09-13T00:00:00.000,04 BROOKLYN,BROOKLYN,UNKNOWN,Unspecified,BROOKLYN,,,,,11221,692 HART STREET,HART STREET,ADDRESS,BROOKLYN,3032340017,1004927,194013,40.69917348084452,-73.92543030723728,"{'latitude': '40.69917348084452', 'longitude': '-73.92543030723728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,,
58798892,2023-09-12T14:37:49.000,2023-09-13T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-13T00:00:00.000,07 BRONX,BRONX,UNKNOWN,Unspecified,BRONX,,,,,10468,2260 UNIVERSITY AVENUE,UNIVERSITY AVENUE,ADDRESS,BRONX,2032120005,1009918,252694,40.860224099356856,-73.90720655720709,"{'latitude': '40.860224099356856', 'longitude': '-73.90720655720709', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58790996,2023-09-12T14:37:38.000,2023-09-12T14:37:38.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-12T14:37:38.000,18 BROOKLYN,BROOKLYN,MOBILE,Unspecified,BROOKLYN,,,,,11234,1598 EAST   49 STREET,EAST   49 STREET,ADDRESS,BROOKLYN,3078460072,1004172,165931,40.62209634527002,-73.9282361133102,"{'latitude': '40.62209634527002', 'longitude': '-73.9282361133102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE L,AVENUE M,AVENUE L,AVENUE M,EAST   49 STREET,,,,,
58790669,2023-09-12T14:37:28.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,05 BRONX,BRONX,PHONE,Unspecified,BRONX,,,,,10458,2326 RYER AVENUE,RYER AVENUE,ADDRESS,BRONX,2031510012,1012255,251820,40.857818129162425,-73.89876163123921,"{'latitude': '40.857818129162425', 'longitude': '-73.89876163123921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58794888,2023-09-12T14:37:28.000,,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,05 BRONX,BRONX,PHONE,Unspecified,BRONX,,,,,10458,2326 RYER AVENUE,RYER AVENUE,ADDRESS,BRONX,2031510012,1012255,251820,40.857818129162425,-73.89876163123921,"{'latitude': '40.857818129162425', 'longitude': '-73.89876163123921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58791830,2023-09-12T14:37:21.000,2023-09-12T14:37:21.000,DOT,Department of Transportation,Street Condition,Pothole,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-12T14:37:21.000,04 BRONX,BRONX,UNKNOWN,Unspecified,BRONX,,,,,10452,,,INTERSECTION,BRONX,,1003858,241701,40.83006709142596,-73.92914644642369,"{'latitude': '40.83006709142596', 'longitude': '-73.92914644642369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,EAST 161 STREET,JEROME AVENUE,,,N/A,,,
