unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,status,resolution_description,resolution_action_updated_date,community_board,borough,open_data_channel_type,park_facility_name,park_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,x_coordinate_state_plane,y_coordinate_state_plane,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,vehicle_type,taxi_company_borough,due_date
58944404,2023-09-27T17:52:25.000,2023-09-29T11:50:41.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,Closed,The Department of Sanitation cleaned the location.,2023-09-28T22:29:46.000,02 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11238,365 WAVERLY AVENUE,WAVERLY AVENUE,LAFAYETTE AVENUE,GREENE AVENUE,LAFAYETTE AVENUE,GREENE AVENUE,ADDRESS,BROOKLYN,WAVERLY AVENUE,993508,189621,40.68713777132022,-73.96661790688472,"{'latitude': '40.68713777132022', 'longitude': '-73.96661790688472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58937014,2023-09-27T17:52:22.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,Assigned,The Department of Buildings reviewed this complaint and assigned it to the Special Operations Team for further action.,2023-09-28T00:00:00.000,10 BROOKLYN,BROOKLYN,UNKNOWN,Unspecified,BROOKLYN,,,,,11209,7216 7 AVENUE,7 AVENUE,,,,,ADDRESS,BROOKLYN,,979286,168501,40.62917146423866,-74.01788342843473,"{'latitude': '40.62917146423866', 'longitude': '-74.01788342843473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3059110036,N/A,,,,
58944704,2023-09-27T17:52:09.000,2023-09-27T18:16:33.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T18:16:37.000,08 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10021,223 EAST   74 STREET,EAST   74 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   74 STREET,995620,220096,40.77078172606561,-73.95895105688214,"{'latitude': '40.77078172606561', 'longitude': '-73.95895105688214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58941624,2023-09-27T17:51:59.000,2023-11-21T09:56:19.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,Closed,NYC Parks performed the work necessary to correct the condition.,2023-11-21T09:56:23.000,09 QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11421,94 STREET,94 STREET,94 STREET,PARKLANE SOUTH,94 STREET,PARKLANE SOUTH,INTERSECTION,,,1025334,193495,40.69768048164413,-73.85183760981285,"{'latitude': '40.69768048164413', 'longitude': '-73.85183760981285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58940413,2023-09-27T17:51:41.000,2023-10-05T11:06:04.000,DOT,Department of Transportation,Curb Condition,Defacement,Curb,Closed,The Department of Transportation inspected the condition you reported and issued a notice to the responsible party to correct the condition.,2023-10-05T11:06:07.000,12 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11204,1826 55 STREET,55 STREET,18 AVENUE,19 AVENUE,18 AVENUE,19 AVENUE,ADDRESS,BROOKLYN,55 STREET,988789,166773,40.62442869538299,-73.98364884901521,"{'latitude': '40.62442869538299', 'longitude': '-73.98364884901521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58941887,2023-09-27T17:51:38.000,2023-09-28T07:03:15.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T07:03:20.000,10 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11219,6823 FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,68 STREET,BAY RIDGE AVENUE,68 STREET,BAY RIDGE AVENUE,ADDRESS,BROOKLYN,FORT HAMILTON PARKWAY,981019,168441,40.62900757848322,-74.01164005140062,"{'latitude': '40.62900757848322', 'longitude': '-74.01164005140062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58936151,2023-09-27T17:51:31.000,2023-09-27T18:47:19.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Residential Building/House,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T18:47:27.000,12 QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11412,117 ROAD,117 ROAD,117 ROAD,194 STREET,117 ROAD,194 STREET,INTERSECTION,,,1051540,191545,40.69216774110188,-73.75735004078967,"{'latitude': '40.69216774110188', 'longitude': '-73.75735004078967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58943426,2023-09-27T17:51:16.000,2023-09-27T18:48:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T18:48:38.000,06 BROOKLYN,BROOKLYN,MOBILE,Unspecified,BROOKLYN,,,,,11231,205 KANE STREET,KANE STREET,STRONG PLACE,CLINTON STREET,STRONG PLACE,CLINTON STREET,ADDRESS,BROOKLYN,KANE STREET,985195,189271,40.68618189294708,-73.99659260909195,"{'latitude': '40.68618189294708', 'longitude': '-73.99659260909195', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3003110033,,,,,
58941126,2023-09-27T17:51:00.000,2023-09-29T09:53:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T09:53:00.000,09 BRONX,BRONX,UNKNOWN,Unspecified,BRONX,,,,,10473,STORY AVENUE,STORY AVENUE,BOYNTON AVENUE,MORRISON AVENUE,STORY AVENUE,BOYNTON AVENUE,INTERSECTION,BRONX,,1018395,238707,40.82180518508304,-73.87663225452138,"{'latitude': '40.82180518508304', 'longitude': '-73.87663225452138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58940981,2023-09-27T17:50:48.000,2023-09-27T20:11:24.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T20:11:29.000,04 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11237,65 IRVING AVENUE,IRVING AVENUE,TROUTMAN STREET,STARR STREET,TROUTMAN STREET,STARR STREET,ADDRESS,BROOKLYN,IRVING AVENUE,1005317,195958,40.70451112822594,-73.92401772454026,"{'latitude': '40.70451112822594', 'longitude': '-73.92401772454026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58945820,2023-09-27T17:50:42.000,2023-09-29T11:51:35.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T17:50:56.000,04 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11237,1399 MYRTLE AVENUE,MYRTLE AVENUE,HIMROD STREET,HARMAN STREET,HIMROD STREET,HARMAN STREET,ADDRESS,BROOKLYN,MYRTLE AVENUE,1006252,193796,40.69857467156926,-73.92065252840916,"{'latitude': '40.69857467156926', 'longitude': '-73.92065252840916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58942803,2023-09-27T17:50:41.000,2023-09-27T17:55:19.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T17:55:26.000,08 QUEENS,QUEENS,ONLINE,Unspecified,QUEENS,,,,,11366,158-33 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,1037047,202519,40.72238703289527,-73.8095260418184,"{'latitude': '40.72238703289527', 'longitude': '-73.8095260418184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58943119,2023-09-27T17:50:26.000,2023-10-25T14:13:54.000,DOT,Department of Transportation,Outdoor Dining,Site Setup Condition,Street,Closed,The Department of Transportation has removed the items.,2023-10-25T14:14:00.000,03 MANHATTAN,MANHATTAN,PHONE,Unspecified,MANHATTAN,,,,,10009,93 1/2 EAST    7 STREET,EAST    7 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST    7 STREET,988314,204076,40.7268172403236,-73.98533748091528,"{'latitude': '40.7268172403236', 'longitude': '-73.98533748091528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1004350057,,,,,
58943996,2023-09-27T17:50:18.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-27T00:00:00.000,11 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11204,382 AVENUE P,AVENUE P,,,,,ADDRESS,BROOKLYN,,991589,161059,40.60874307300991,-73.97356842847883,"{'latitude': '40.60874307300991', 'longitude': '-73.97356842847883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3066320006,,,,,
58938915,2023-09-27T17:50:18.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-27T00:00:00.000,11 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11204,382 AVENUE P,AVENUE P,,,,,ADDRESS,BROOKLYN,,991589,161059,40.60874307300991,-73.97356842847883,"{'latitude': '40.60874307300991', 'longitude': '-73.97356842847883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3066320006,,,,,
58939302,2023-09-27T17:50:01.000,2023-10-02T22:49:11.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-02T22:49:17.000,01 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11211,279 BEDFORD AVENUE,BEDFORD AVENUE,GRAND STREET,SOUTH    1 STREET,GRAND STREET,SOUTH    1 STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,994949,199518,40.714301093696754,-73.96140628982019,"{'latitude': '40.714301093696754', 'longitude': '-73.96140628982019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58940803,2023-09-27T17:50:00.000,2023-09-28T13:45:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T13:45:00.000,04 BRONX,BRONX,ONLINE,Unspecified,BRONX,,,,,10452,972 WOODYCREST AVENUE,WOODYCREST AVENUE,W 162 ST,W 163 ST,,,ADDRESS,BRONX,,1004041,242400,40.83198523702502,-73.92848311362471,"{'latitude': '40.83198523702502', 'longitude': '-73.92848311362471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2025070007,N/A,,,,
58935756,2023-09-27T17:50:00.000,2023-09-28T10:00:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,Closed,The Department of Environmental Protection investigated this complaint and repaired or replaced the hydrant.,2023-09-28T10:00:00.000,03 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11221,505 MONROE STREET,MONROE STREET,MARCUS GARVEY BLVD,LEWIS AVE,,,ADDRESS,BROOKLYN,,1001739,189592,40.68704573615654,-73.9369390087512,"{'latitude': '40.68704573615654', 'longitude': '-73.9369390087512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3016340059,,,,,
58936977,2023-09-27T17:50:00.000,2023-09-27T21:35:00.000,DEP,Department of Environmental Protection,Sewer,Culvert Blocked/Needs Cleaning (SE),,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-27T21:35:00.000,11 BRONX,BRONX,PHONE,Unspecified,BRONX,,,,,10462,2060 WHITE PLAINS ROAD,WHITE PLAINS ROAD,BRONXDALE AVE,BRADY AVE,,,ADDRESS,BRONX,,1020831,249757,40.85212444644305,-73.8677706004667,"{'latitude': '40.85212444644305', 'longitude': '-73.8677706004667', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2042847501,,,,,
58944600,2023-09-27T17:50:00.000,2023-09-28T11:27:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-28T11:27:00.000,07 QUEENS,QUEENS,ONLINE,Unspecified,QUEENS,,,,,11360,23-27 CORPORAL KENNEDY STREET,CORPORAL KENNEDY STREET,23 AVE,26 AVE,,,ADDRESS,BAYSIDE,,1044294,222674,40.777661030426906,-73.783201424993,"{'latitude': '40.777661030426906', 'longitude': '-73.783201424993', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4058930022,N/A,,,,
58944251,2023-09-27T17:49:39.000,2023-10-18T15:36:47.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-18T15:36:52.000,12 MANHATTAN,MANHATTAN,MOBILE,Bennett Rest,MANHATTAN,,,,,10033,BENNETT REST,BENNETT REST,WEST  186 STREET,WEST  187 STREET,WEST  186 STREET,WEST  187 STREET,UNRECOGNIZED,NEW YORK,BENNETT REST,1001228,251209,40.85616920987918,-73.9386258821785,"{'latitude': '40.85616920987918', 'longitude': '-73.9386258821785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58941575,2023-09-27T17:49:38.000,2023-09-27T19:05:00.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T19:05:04.000,08 BROOKLYN,BROOKLYN,MOBILE,Unspecified,BROOKLYN,,,,,11213,1266 STERLING PLACE,STERLING PLACE,ALBANY AVENUE,TROY AVENUE,ALBANY AVENUE,TROY AVENUE,ADDRESS,BROOKLYN,STERLING PLACE,1001722,184037,40.67179855749206,-73.93701470869993,"{'latitude': '40.67179855749206', 'longitude': '-73.93701470869993', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58936934,2023-09-27T17:49:34.000,2023-09-28T11:58:49.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Cell Phone Store,Business,Closed,"Your NYC311 Service Request was closed because it's a duplicate of a complaint you already reported.  For information about the original complaint, contact the Department of Consumer and Worker Protection (DCWP).  You can check the status of your complaint at nyc.gov/dcwp or call DCWP Consumer Services at (212) 487-4110. You must provide your original NYC311 Service Request number.",2023-09-28T11:58:54.000,09 BRONX,BRONX,ONLINE,Unspecified,BRONX,,,,,10473,831 SOUNDVIEW AVENUE,SOUNDVIEW AVENUE,ROSEDALE AVENUE,ROSEDALE AVENUE,ROSEDALE AVENUE,ROSEDALE AVENUE,ADDRESS,BRONX,SOUNDVIEW AVENUE,1021021,238883,40.82227771353351,-73.86714342301774,"{'latitude': '40.82227771353351', 'longitude': '-73.86714342301774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58939639,2023-09-27T17:49:31.000,2023-09-27T20:31:35.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T20:31:40.000,12 BROOKLYN,BROOKLYN,MOBILE,Unspecified,BROOKLYN,,,,,11218,3904 FT HAMILTON PARKWAY,FT HAMILTON PARKWAY,39 STREET,40 STREET,39 STREET,40 STREET,ADDRESS,BROOKLYN,FORT HAMILTON PARKWAY,986850,173570,40.6430857993033,-73.99063122284522,"{'latitude': '40.6430857993033', 'longitude': '-73.99063122284522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58936879,2023-09-27T17:49:26.000,2023-09-29T11:03:57.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-29T11:04:02.000,03 QUEENS,QUEENS,MOBILE,Unspecified,QUEENS,,,,,11372,37-57 91 STREET,91 STREET,ELMHURST AVENUE,ROOSEVELT AVENUE,ELMHURST AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,91 STREET,1018703,212218,40.74909882975386,-73.87565529057103,"{'latitude': '40.74909882975386', 'longitude': '-73.87565529057103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4014790049,,,,,
58943715,2023-09-27T17:49:11.000,2023-09-27T18:26:32.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T18:26:37.000,10 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10027,217 WEST  127 STREET,WEST  127 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  127 STREET,998650,234585,40.81054570887252,-73.94798083124056,"{'latitude': '40.81054570887252', 'longitude': '-73.94798083124056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1019330001,,,,,
58937263,2023-09-27T17:49:00.000,2023-09-29T09:54:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-29T09:54:00.000,09 BRONX,BRONX,UNKNOWN,Unspecified,BRONX,,,,,10473,STORY AVENUE,STORY AVENUE,ELDER AVENUE,WHEELER AVENUE,STORY AVENUE,WHEELER AVENUE,INTERSECTION,BRONX,,1017882,238615,40.82155463945263,-73.87848621017984,"{'latitude': '40.82155463945263', 'longitude': '-73.87848621017984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58940784,2023-09-27T17:48:52.000,2023-10-28T00:01:35.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Cell Phone Store,Business,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-28T00:01:40.000,09 BRONX,BRONX,ONLINE,Unspecified,BRONX,,,,,10473,831 SOUNDVIEW AVENUE,SOUNDVIEW AVENUE,ROSEDALE AVENUE,ROSEDALE AVENUE,ROSEDALE AVENUE,ROSEDALE AVENUE,ADDRESS,BRONX,SOUNDVIEW AVENUE,1021021,238883,40.82227771353351,-73.86714342301774,"{'latitude': '40.82227771353351', 'longitude': '-73.86714342301774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58936441,2023-09-27T17:48:45.000,2023-09-27T19:37:53.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-27T19:37:59.000,10 QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11417,109-17 CENTREVILLE STREET,CENTREVILLE STREET,PLATTWOOD AVENUE,ROSITA ROAD,PLATTWOOD AVENUE,ROSITA ROAD,ADDRESS,OZONE PARK,CENTREVILLE STREET,1030158,186440,40.67829245013287,-73.83448879426312,"{'latitude': '40.67829245013287', 'longitude': '-73.83448879426312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4114800047,,,,,
58941583,2023-09-27T17:48:38.000,2023-09-27T19:04:38.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T19:04:43.000,12 QUEENS,QUEENS,PHONE,Unspecified,QUEENS,,,,,11432,88-25 153 STREET,153 STREET,88 AVENUE,89 AVENUE,88 AVENUE,89 AVENUE,ADDRESS,JAMAICA,153 STREET,1038624,196526,40.70592816741109,-73.80388517575787,"{'latitude': '40.70592816741109', 'longitude': '-73.80388517575787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4097620001,,,,,
58938716,2023-09-27T17:48:35.000,2023-09-27T18:49:50.000,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,Closed,The reported condition was inspected and a summons has been issued.,2023-09-27T18:49:58.000,01 BROOKLYN,BROOKLYN,ONLINE,Unspecified,BROOKLYN,,,,,11222,MSGR MCGOLRICK PARK,MSGR MCGOLRICK PARK,DRIGGS AVENUE,NASSAU AVENUE,DRIGGS AVENUE,NASSAU AVENUE,UNRECOGNIZED,BROOKLYN,MONSIGNOR MCGOLRICK PARK,999951,203215,40.724441004030766,-73.94335432615917,"{'latitude': '40.724441004030766', 'longitude': '-73.94335432615917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58943763,2023-09-27T17:48:20.000,2023-09-27T19:00:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T19:00:08.000,03 BRONX,BRONX,ONLINE,Unspecified,BRONX,,,,,10456,1439 PROSPECT AVENUE,PROSPECT AVENUE,BOSTON ROAD,LAFAYETTE STREET,BOSTON ROAD,LAFAYETTE STREET,ADDRESS,BRONX,PROSPECT AVENUE,1012829,243155,40.83403342837318,-73.89672354793501,"{'latitude': '40.83403342837318', 'longitude': '-73.89672354793501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2029370058,,,,,
58935971,2023-09-27T17:48:17.000,2023-09-27T19:09:04.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T19:09:08.000,11 BRONX,BRONX,MOBILE,Unspecified,BRONX,,,,,10469,1140 ALLERTON AVENUE,ALLERTON AVENUE,YATES AVENUE,HERING AVENUE,YATES AVENUE,HERING AVENUE,ADDRESS,BRONX,ALLERTON AVENUE,1024580,254601,40.865403425699895,-73.85418996238501,"{'latitude': '40.865403425699895', 'longitude': '-73.85418996238501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2044570052,,,,,
58935845,2023-09-27T17:48:11.000,2023-09-27T20:44:40.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T20:44:45.000,11 QUEENS,QUEENS,MOBILE,Unspecified,QUEENS,,,,,11363,39-27 GLENWOOD STREET,GLENWOOD STREET,39 ROAD,41 AVENUE,39 ROAD,41 AVENUE,ADDRESS,LITTLE NECK,GLENWOOD STREET,1056376,221781,40.77511965984235,-73.73958723042807,"{'latitude': '40.77511965984235', 'longitude': '-73.73958723042807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58935907,2023-09-27T17:48:06.000,2023-09-27T18:17:30.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T18:17:34.000,07 MANHATTAN,MANHATTAN,ONLINE,Unspecified,MANHATTAN,,,,,10025,655 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   91 STREET,WEST   92 STREET,WEST   91 STREET,WEST   92 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,991913,227589,40.79135201532358,-73.97232583677796,"{'latitude': '40.79135201532358', 'longitude': '-73.97232583677796', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1012227501,,,,,
58945384,2023-09-27T17:47:39.000,2023-09-27T20:32:35.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T20:32:40.000,12 BROOKLYN,BROOKLYN,MOBILE,Unspecified,BROOKLYN,,,,,11218,458 EAST FIFTH STREET,EAST FIFTH STREET,BEVERLEY ROAD,AVENUE C,BEVERLEY ROAD,AVENUE C,ADDRESS,BROOKLYN,EAST    5 STREET,991153,172919,40.64129663565135,-73.97512656332242,"{'latitude': '40.64129663565135', 'longitude': '-73.97512656332242', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3053560042,,,,,
58937221,2023-09-27T17:47:37.000,2023-09-27T18:13:21.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T18:13:27.000,05 BROOKLYN,BROOKLYN,PHONE,Unspecified,BROOKLYN,,,,,11207,317 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,BELMONT AVENUE,SUTTER AVENUE,BELMONT AVENUE,SUTTER AVENUE,ADDRESS,BROOKLYN,PENNSYLVANIA AVENUE,1013289,183320,40.66980016931267,-73.89531963421508,"{'latitude': '40.66980016931267', 'longitude': '-73.89531963421508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3037550006,,,,,
58940104,2023-09-27T17:47:34.000,2023-09-28T18:23:32.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,14 BROOKLYN,BROOKLYN,MOBILE,Unspecified,BROOKLYN,,,,,11226,410 EAST   17 STREET,EAST   17 STREET,,,,,ADDRESS,BROOKLYN,,994672,172774,40.64089520002904,-73.96244684891197,"{'latitude': '40.64089520002904', 'longitude': '-73.96244684891197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3051590023,,,,,
58937859,2023-09-27T17:47:32.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,In Progress,,,01 QUEENS,QUEENS,MOBILE,Van Alst Playground,QUEENS,,,,,11102,14-27 30 AVENUE,30 AVENUE,14 STREET,21 STREET,14 STREET,21 STREET,ADDRESS,ASTORIA,30 AVENUE,1003756,220078,40.770718112079685,-73.92957783847334,"{'latitude': '40.770718112079685', 'longitude': '-73.92957783847334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4005370002,,,,,
