unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,due_date
58973806,2023-09-30T18:23:55.000,2023-10-02T08:56:15.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11224,2970 WEST   27 STREET,WEST   27 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-02T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,986240,148216,PHONE,Unspecified,BROOKLYN,40.573494426424446,-73.99283675303543,"{'latitude': '40.573494426424446', 'longitude': '-73.99283675303543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
59435275,2023-09-30T18:23:48.000,2023-09-30T21:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11234,5324 AVENUE I,AVENUE I,EAST   53 STREET,EAST   54 STREET,EAST   53 STREET,EAST   54 STREET,ADDRESS,BROOKLYN,AVENUE I,Closed,,2023-09-30T21:30:00.000,18 BROOKLYN,3077790046,BROOKLYN,1005097,169066,PHONE,Unspecified,BROOKLYN,40.63069913041242,-73.92489435744083,"{'latitude': '40.63069913041242', 'longitude': '-73.92489435744083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
59446997,2023-09-30T18:23:39.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,10458,2670 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,EAST  194 STREET,EAST  196 STREET,EAST  194 STREET,EAST  196 STREET,ADDRESS,BRONX,BAINBRIDGE AVENUE,Closed,,2023-10-01T00:00:00.000,07 BRONX,2032870031,BRONX,1014268,254610,MOBILE,Unspecified,BRONX,40.86546921715945,-73.89147212650845,"{'latitude': '40.86546921715945', 'longitude': '-73.89147212650845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58976506,2023-09-30T18:23:31.000,2023-09-30T18:23:31.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11104,48-34 39 STREET,39 STREET,48 AVENUE,GREENPOINT AVENUE,48 AVENUE,GREENPOINT AVENUE,ADDRESS,SUNNYSIDE,39 STREET,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-30T18:23:31.000,02 QUEENS,4002310142,QUEENS,1004455,208669,PHONE,Unspecified,QUEENS,40.739401749858665,-73.92708853667386,"{'latitude': '40.739401749858665', 'longitude': '-73.92708853667386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58976126,2023-09-30T18:23:22.000,2023-09-30T18:45:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11355,44-15 COLDEN STREET,COLDEN STREET,ELDER AVENUE,45 AVENUE,ELDER AVENUE,45 AVENUE,ADDRESS,FLUSHING,COLDEN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T18:45:17.000,07 QUEENS,4051450024,QUEENS,1033015,213138,MOBILE,Unspecified,QUEENS,40.75155664830534,-73.8239951376963,"{'latitude': '40.75155664830534', 'longitude': '-73.8239951376963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58970741,2023-09-30T18:23:00.000,2023-10-02T16:02:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11233,417 DECATUR STREET,DECATUR STREET,MALCOLM X BLVD,PATCHEN AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-10-02T16:02:00.000,03 BROOKLYN,3016770056,BROOKLYN,1004525,187831,ONLINE,Unspecified,BROOKLYN,40.68220625149806,-73.92689868784645,"{'latitude': '40.68220625149806', 'longitude': '-73.92689868784645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58973214,2023-09-30T18:23:00.000,2023-10-02T09:20:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11215,547 2 STREET,2 STREET,7 AVE,8 AVE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-10-02T09:20:00.000,06 BROOKLYN,3010760051,BROOKLYN,990787,183500,ONLINE,Unspecified,BROOKLYN,40.670339440517544,-73.97643510695059,"{'latitude': '40.670339440517544', 'longitude': '-73.97643510695059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58976925,2023-09-30T18:22:57.000,2023-09-30T18:55:45.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11355,140-30 LABURNUM AVENUE,LABURNUM AVENUE,KISSENA BOULEVARD,UNION STREET,KISSENA BOULEVARD,UNION STREET,ADDRESS,FLUSHING,LABURNUM AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T18:55:50.000,07 QUEENS,4052160008,QUEENS,1034859,212442,ONLINE,Unspecified,QUEENS,40.74963594651779,-73.81734494573769,"{'latitude': '40.74963594651779', 'longitude': '-73.81734494573769', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58968455,2023-09-30T18:22:35.000,2023-09-30T19:39:15.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11233,1671 STERLING PLACE,STERLING PLACE,BUFFALO AVENUE,RALPH AVENUE,BUFFALO AVENUE,RALPH AVENUE,ADDRESS,BROOKLYN,STERLING PLACE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T19:39:18.000,08 BROOKLYN,3013750059,BROOKLYN,1005520,183774,MOBILE,Unspecified,BROOKLYN,40.671068371305005,-73.92332403074553,"{'latitude': '40.671068371305005', 'longitude': '-73.92332403074553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58970098,2023-09-30T18:22:30.000,2023-09-30T18:35:20.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11354,34-41 137 STREET,137 STREET,LATIMER PLACE,LEAVITT STREET,LATIMER PLACE,LEAVITT STREET,ADDRESS,FLUSHING,137 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T18:35:24.000,07 QUEENS,4049530001,QUEENS,1031446,218369,MOBILE,Unspecified,QUEENS,40.76592289169898,-73.82962130761453,"{'latitude': '40.76592289169898', 'longitude': '-73.82962130761453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58971281,2023-09-30T18:22:25.000,2023-09-30T19:07:23.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1005 OGDEN AVENUE,OGDEN AVENUE,WEST  164 STREET,WEST  165 STREET,WEST  164 STREET,WEST  165 STREET,ADDRESS,BRONX,OGDEN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T19:07:25.000,04 BRONX,2025250042,BRONX,1003837,242854,MOBILE,Unspecified,BRONX,40.833231790781966,-73.92921896339699,"{'latitude': '40.833231790781966', 'longitude': '-73.92921896339699', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
59443110,2023-09-30T18:22:22.000,2023-11-06T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Window Frame,Apartment,11419,124-20 101 AVENUE,101 AVENUE,124 STREET,125 STREET,124 STREET,125 STREET,ADDRESS,SOUTH RICHMOND HILL,101 AVENUE,Closed,,2023-11-06T00:00:00.000,09 QUEENS,4094910010,QUEENS,1033734,191151,PHONE,Unspecified,QUEENS,40.69120377441747,-73.82156174860656,"{'latitude': '40.69120377441747', 'longitude': '-73.82156174860656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58976912,2023-09-30T18:22:12.000,2023-09-30T19:51:13.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11217,355 STATE STREET,STATE STREET,HOYT STREET,BOND STREET,HOYT STREET,BOND STREET,ADDRESS,BROOKLYN,STATE STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T19:51:17.000,02 BROOKLYN,3001710039,BROOKLYN,988423,189857,MOBILE,Unspecified,BROOKLYN,40.68778939536084,-73.98495303162534,"{'latitude': '40.68778939536084', 'longitude': '-73.98495303162534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58971756,2023-09-30T18:21:56.000,2023-10-02T13:00:01.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10464,135 CITY ISLAND AVENUE,CITY ISLAND AVENUE,PILOT STREET,REYNOLDS STREET,PILOT STREET,REYNOLDS STREET,ADDRESS,BRONX,CITY ISLAND AVENUE,Closed,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-10-02T13:00:05.000,10 BRONX,2056260144,BRONX,1043894,246009,PHONE,Unspecified,BRONX,40.84171164544282,-73.7844383477826,"{'latitude': '40.84171164544282', 'longitude': '-73.7844383477826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58973448,2023-09-30T18:21:54.000,2023-09-30T18:32:28.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10472,1528 WATSON AVENUE,WATSON AVENUE,ELDER AVENUE,BOYNTON AVENUE,ELDER AVENUE,BOYNTON AVENUE,ADDRESS,BRONX,WATSON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T18:32:31.000,09 BRONX,2037140030,BRONX,1017972,240263,ONLINE,Unspecified,BRONX,40.82607758447021,-73.87815275454255,"{'latitude': '40.82607758447021', 'longitude': '-73.87815275454255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58969172,2023-09-30T18:21:53.000,2023-10-05T10:59:07.000,DOT,Department of Transportation,Highway Condition,Cave-in,Highway,,,,,,,,,,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-05T10:59:11.000,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,Jackie Robinson/Interboro Pkwy,Westbound,Roadway,Cypress Ave Vermont Place (Exit 2) - Bushwick Ave (Exit 1),,
58977324,2023-09-30T18:21:47.000,2023-09-30T18:51:42.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10025,78 WEST  104 STREET,WEST  104 STREET,MANHATTAN AVENUE,COLUMBUS AVENUE,MANHATTAN AVENUE,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST  104 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T18:51:47.000,07 MANHATTAN,,MANHATTAN,994356,229927,ONLINE,Unspecified,MANHATTAN,40.797766735800934,-73.96349966762538,"{'latitude': '40.797766735800934', 'longitude': '-73.96349966762538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58972084,2023-09-30T18:21:26.000,2023-09-30T18:29:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10467,323 EAST GUN HILL ROAD,EAST GUN HILL ROAD,PERRY AVENUE,HULL AVENUE,PERRY AVENUE,HULL AVENUE,ADDRESS,BRONX,EAST GUN HILL ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T18:29:49.000,07 BRONX,2033560107,BRONX,1019173,259515,ONLINE,Unspecified,BRONX,40.878913881658384,-73.8737129159977,"{'latitude': '40.878913881658384', 'longitude': '-73.8737129159977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58974523,2023-09-30T18:21:10.000,2023-09-30T19:51:10.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11217,355 STATE STREET,STATE STREET,HOYT STREET,BOND STREET,HOYT STREET,BOND STREET,ADDRESS,BROOKLYN,STATE STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T19:51:13.000,02 BROOKLYN,3001710039,BROOKLYN,988423,189857,MOBILE,Unspecified,BROOKLYN,40.68778939536084,-73.98495303162534,"{'latitude': '40.68778939536084', 'longitude': '-73.98495303162534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58970824,2023-09-30T18:20:42.000,2023-09-30T19:45:58.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11217,349 STATE STREET,STATE STREET,HOYT STREET,BOND STREET,HOYT STREET,BOND STREET,ADDRESS,BROOKLYN,STATE STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T19:46:02.000,02 BROOKLYN,3001710104,BROOKLYN,988375,189882,MOBILE,Unspecified,BROOKLYN,40.68785803712465,-73.98512609431262,"{'latitude': '40.68785803712465', 'longitude': '-73.98512609431262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58971638,2023-09-30T18:20:36.000,2023-10-04T12:53:04.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11223,234 VAN SICKLEN STREET,VAN SICKLEN STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,VAN SICKLEN STREET,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-10-04T08:51:21.000,11 BROOKLYN,3071010100,BROOKLYN,991241,157279,MOBILE,Unspecified,BROOKLYN,40.59836802438976,-73.97482567055775,"{'latitude': '40.59836802438976', 'longitude': '-73.97482567055775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
59442245,2023-09-30T18:20:29.000,2023-10-02T09:20:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11215,547 2 STREET,2 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,2 STREET,Closed,,2023-10-02T09:20:00.000,06 BROOKLYN,3010760051,BROOKLYN,990787,183500,ONLINE,Unspecified,BROOKLYN,40.670339440517544,-73.97643510695059,"{'latitude': '40.670339440517544', 'longitude': '-73.97643510695059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58973340,2023-09-30T18:20:10.000,2023-09-30T18:23:33.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10021,307 EAST   70 STREET,EAST   70 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   70 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T18:23:36.000,08 MANHATTAN,1014450006,MANHATTAN,995627,218841,ONLINE,Unspecified,MANHATTAN,40.767337068710546,-73.95892790931539,"{'latitude': '40.767337068710546', 'longitude': '-73.95892790931539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58972051,2023-09-30T18:20:04.000,2023-09-30T19:09:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11215,613 CARROLL STREET,CARROLL STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,CARROLL STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T19:09:32.000,06 BROOKLYN,3009590085,BROOKLYN,989564,185186,MOBILE,Unspecified,BROOKLYN,40.67496795071369,-73.9808425070032,"{'latitude': '40.67496795071369', 'longitude': '-73.9808425070032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58970750,2023-09-30T18:20:00.000,2023-10-05T03:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Private Carting Noise (NQ1),,11201,177 REMSEN STREET,REMSEN STREET,CLINTON ST,BOROUGH HALL PEDESTRIAN PATH,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-05T03:15:00.000,02 BROOKLYN,3002500001,BROOKLYN,986584,191862,ONLINE,Unspecified,BROOKLYN,40.693293334428276,-73.99158338768967,"{'latitude': '40.693293334428276', 'longitude': '-73.99158338768967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58971078,2023-09-30T18:19:56.000,2023-09-30T18:56:54.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10033,521 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,WEST  183 STREET,WEST  185 STREET,WEST  183 STREET,WEST  185 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T18:56:58.000,12 MANHATTAN,,MANHATTAN,1001502,249966,ONLINE,Bennett Park,MANHATTAN,40.852757015007974,-73.93763859319333,"{'latitude': '40.852757015007974', 'longitude': '-73.93763859319333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58972390,2023-09-30T18:19:52.000,2023-09-30T18:50:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,174 1 AVENUE,1 AVENUE,EAST   10 STREET,EAST   11 STREET,EAST   10 STREET,EAST   11 STREET,ADDRESS,NEW YORK,1 AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-30T18:50:07.000,03 MANHATTAN,1004380006,MANHATTAN,988638,204914,ONLINE,Unspecified,MANHATTAN,40.72911719115325,-73.98416797382153,"{'latitude': '40.72911719115325', 'longitude': '-73.98416797382153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58969702,2023-09-30T18:19:50.000,2023-09-30T19:44:53.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11207,688 CENTRAL AVENUE,CENTRAL AVENUE,MOFFAT STREET,CHAUNCEY STREET,MOFFAT STREET,CHAUNCEY STREET,ADDRESS,BROOKLYN,CENTRAL AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T19:44:57.000,04 BROOKLYN,3034460032,BROOKLYN,1010213,189726,ONLINE,Unspecified,BROOKLYN,40.687392734447094,-73.90638337205446,"{'latitude': '40.687392734447094', 'longitude': '-73.90638337205446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58971369,2023-09-30T18:19:29.000,2023-09-30T18:54:39.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10469,BARTOW AVENUE,BARTOW AVENUE,BARTOW AVENUE,GUNHILL ROAD,BARTOW AVENUE,GUNHILL ROAD,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T18:54:42.000,11 BRONX,,BRONX,1028849,255035,ONLINE,Unspecified,BRONX,40.86657408595242,-73.83875286347615,"{'latitude': '40.86657408595242', 'longitude': '-73.83875286347615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
59457406,2023-09-30T18:19:26.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,11224,2970 WEST   27 STREET,WEST   27 STREET,DEAD END,SURF AVENUE,DEAD END,SURF AVENUE,ADDRESS,BROOKLYN,WEST   27 STREET,Closed,,2023-10-02T00:00:00.000,13 BROOKLYN,3070520034,BROOKLYN,986240,148216,PHONE,Unspecified,BROOKLYN,40.573494426424446,-73.99283675303543,"{'latitude': '40.573494426424446', 'longitude': '-73.99283675303543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58973876,2023-09-30T18:18:48.000,2023-11-12T10:42:02.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10009,409 EAST    6 STREET,EAST    6 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-12T00:00:00.000,03 MANHATTAN,1004340053,MANHATTAN,988213,203856,PHONE,Unspecified,MANHATTAN,40.72621343968406,-73.98570200870125,"{'latitude': '40.72621343968406', 'longitude': '-73.98570200870125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58976280,2023-09-30T18:18:44.000,2023-10-01T13:49:25.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10002,251 CLINTON STREET,CLINTON STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment to inspect for a lack of heat or hot water. However, HPD was able to verify that heat or hot water was inadequate by inspecting another apartment and a violation was issued. Information about specific violations is available at www.nyc.gov/hpd.",2023-10-01T00:00:00.000,03 MANHATTAN,1002467501,MANHATTAN,987927,198450,PHONE,Unspecified,MANHATTAN,40.71137539320482,-73.98673681282776,"{'latitude': '40.71137539320482', 'longitude': '-73.98673681282776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58976321,2023-09-30T18:18:40.000,,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10455,461 WILLIS AVENUE,WILLIS AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-30T00:00:00.000,01 BRONX,2023070016,BRONX,1006577,235837,ONLINE,Unspecified,BRONX,40.81396562198236,-73.91934085008612,"{'latitude': '40.81396562198236', 'longitude': '-73.91934085008612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58972322,2023-09-30T18:18:38.000,2023-09-30T18:40:39.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456,1385 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T18:40:44.000,03 BRONX,2029010001,BRONX,1010561,243449,ONLINE,Unspecified,BRONX,40.8348474210791,-73.90491830085918,"{'latitude': '40.8348474210791', 'longitude': '-73.90491830085918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58969212,2023-09-30T18:18:32.000,2023-09-30T18:18:32.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10036,206 WEST   41 STREET,WEST   41 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST   41 STREET,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-30T18:18:32.000,05 MANHATTAN,1010120037,MANHATTAN,987575,214561,ONLINE,Unspecified,MANHATTAN,40.75559626379659,-73.98799853859889,"{'latitude': '40.75559626379659', 'longitude': '-73.98799853859889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
59435219,2023-09-30T18:18:21.000,2023-11-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Water Supply,Apartment,10009,409 EAST    6 STREET,EAST    6 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST    6 STREET,Closed,,2023-11-12T00:00:00.000,03 MANHATTAN,1004340053,MANHATTAN,988213,203856,PHONE,Unspecified,MANHATTAN,40.72621343968406,-73.98570200870125,"{'latitude': '40.72621343968406', 'longitude': '-73.98570200870125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58974469,2023-09-30T18:18:21.000,2023-09-30T19:42:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11201,64 HOYT STREET,HOYT STREET,SCHERMERHORN STREET,STATE STREET,SCHERMERHORN STREET,STATE STREET,ADDRESS,BROOKLYN,HOYT STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T19:42:18.000,02 BROOKLYN,,BROOKLYN,988022,190182,MOBILE,Unspecified,BROOKLYN,40.68868162571459,-73.9863987720769,"{'latitude': '40.68868162571459', 'longitude': '-73.9863987720769', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58973052,2023-09-30T18:18:17.000,2023-10-21T11:18:38.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10464,CITY ISLAND AVENUE,CITY ISLAND AVENUE,CITY ISLAND AVENUE,FORDHAM STREET,CITY ISLAND AVENUE,FORDHAM STREET,INTERSECTION,,,Closed,The Department of Sanitation cleaned the location.,2023-10-04T11:52:02.000,10 BRONX,,BRONX,1043321,248024,ONLINE,Unspecified,BRONX,40.84724606470096,-73.78649149044661,"{'latitude': '40.84724606470096', 'longitude': '-73.78649149044661', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58970855,2023-09-30T18:18:16.000,2023-09-30T18:29:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10467,323 EAST GUN HILL ROAD,EAST GUN HILL ROAD,PERRY AVENUE,HULL AVENUE,PERRY AVENUE,HULL AVENUE,ADDRESS,BRONX,EAST GUN HILL ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T18:29:36.000,07 BRONX,2033560107,BRONX,1019173,259515,ONLINE,Unspecified,BRONX,40.878913881658384,-73.8737129159977,"{'latitude': '40.878913881658384', 'longitude': '-73.8737129159977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
