unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58959088,2023-09-29T09:35:00.000,2023-09-29T13:20:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),10016,227 LEXINGTON AVENUE,LEXINGTON AVENUE,E 33 ST,E 34 ST,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T13:20:00.000,06 MANHATTAN,1008890019,MANHATTAN,989792,211067,PHONE,Unspecified,MANHATTAN,40.74600500512019,-73.97999924092913,"{'latitude': '40.74600500512019', 'longitude': '-73.97999924092913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
59452473,2023-09-29T09:34:57.000,2023-09-29T21:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11215,251 19 STREET,19 STREET,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-29T21:30:00.000,07 BROOKLYN,3008797504,BROOKLYN,986566,180503,ONLINE,Unspecified,BROOKLYN,40.6621154521306,-73.99165220083177,"{'latitude': '40.6621154521306', 'longitude': '-73.99165220083177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,5 AVENUE,6 AVENUE,19 STREET,,,,,,
59453087,2023-09-29T09:34:52.000,2023-10-07T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,11206,74 MAUJER STREET,MAUJER STREET,LORIMER STREET,LEONARD STREET,ADDRESS,BROOKLYN,Closed,,2023-10-07T00:00:00.000,01 BROOKLYN,,BROOKLYN,998750,198144,PHONE,Unspecified,BROOKLYN,40.71052437851867,-73.94769818619035,"{'latitude': '40.71052437851867', 'longitude': '-73.94769818619035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,LORIMER STREET,LEONARD STREET,MAUJER STREET,,,,,,
58958404,2023-09-29T09:34:51.000,2023-10-16T07:59:42.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,10453,2120 DAVIDSON AVENUE,DAVIDSON AVENUE,,,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,05 BRONX,2031920142,BRONX,1009994,250990,ONLINE,Unspecified,BRONX,40.855546911327714,-73.90693835116548,"{'latitude': '40.855546911327714', 'longitude': '-73.90693835116548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58959969,2023-09-29T09:34:51.000,2023-10-16T07:59:42.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,10453,2120 DAVIDSON AVENUE,DAVIDSON AVENUE,,,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,05 BRONX,2031920142,BRONX,1009994,250990,ONLINE,Unspecified,BRONX,40.855546911327714,-73.90693835116548,"{'latitude': '40.855546911327714', 'longitude': '-73.90693835116548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
59460269,2023-09-29T09:34:51.000,2023-10-02T19:50:00.000,DEP,Department of Environmental Protection,Water Maintenance,Leak,11209,260 87 STREET,87 STREET,RIDGE BOULEVARD,3 AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-02T19:50:00.000,10 BROOKLYN,,BROOKLYN,975329,166219,PHONE,Unspecified,BROOKLYN,40.622904752541416,-74.03213599688532,"{'latitude': '40.622904752541416', 'longitude': '-74.03213599688532', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,RIDGE BOULEVARD,3 AVENUE,87 STREET,,,,,,
58964254,2023-09-29T09:34:50.000,2023-11-27T12:44:37.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,11233,412 MACON STREET,MACON STREET,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-27T00:00:00.000,03 BROOKLYN,3016700014,BROOKLYN,1002505,188064,PHONE,Unspecified,BROOKLYN,40.68285017971047,-73.934181143774,"{'latitude': '40.68285017971047', 'longitude': '-73.934181143774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58958591,2023-09-29T09:34:50.000,2023-11-27T12:44:37.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11233,412 MACON STREET,MACON STREET,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-27T00:00:00.000,03 BROOKLYN,3016700014,BROOKLYN,1002505,188064,PHONE,Unspecified,BROOKLYN,40.68285017971047,-73.934181143774,"{'latitude': '40.68285017971047', 'longitude': '-73.934181143774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58961640,2023-09-29T09:34:50.000,2023-11-27T12:44:37.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,11233,412 MACON STREET,MACON STREET,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-27T00:00:00.000,03 BROOKLYN,3016700014,BROOKLYN,1002505,188064,PHONE,Unspecified,BROOKLYN,40.68285017971047,-73.934181143774,"{'latitude': '40.68285017971047', 'longitude': '-73.934181143774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58961197,2023-09-29T09:34:50.000,2023-11-27T12:44:38.000,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,11233,412 MACON STREET,MACON STREET,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-27T00:00:00.000,03 BROOKLYN,3016700014,BROOKLYN,1002505,188064,PHONE,Unspecified,BROOKLYN,40.68285017971047,-73.934181143774,"{'latitude': '40.68285017971047', 'longitude': '-73.934181143774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
59453043,2023-09-29T09:34:47.000,2023-10-06T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,11221,4 MALCOM X BOULEVARD,MALCOM X BOULEVARD,PULASKI STREET,DEKALB AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-06T00:00:00.000,03 BROOKLYN,3015990036,BROOKLYN,1003295,192213,PHONE,Unspecified,BROOKLYN,40.694236563676434,-73.93132105171048,"{'latitude': '40.694236563676434', 'longitude': '-73.93132105171048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,PULASKI STREET,DEKALB AVENUE,MALCOLM X BOULEVARD,,,,,,
58957044,2023-09-29T09:34:46.000,,HPD,Department of Housing Preservation and Development,GENERAL,SIGNAGE MISSING,10033,121 WADSWORTH AVENUE,WADSWORTH AVENUE,,,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,12 MANHATTAN,1021620025,MANHATTAN,1001998,248455,ONLINE,Unspecified,MANHATTAN,40.84860878557262,-73.93584968520723,"{'latitude': '40.84860878557262', 'longitude': '-73.93584968520723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58967801,2023-09-29T09:34:36.000,2023-10-08T18:19:13.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11213,273 ROCHESTER AVENUE,ROCHESTER AVENUE,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,08 BROOKLYN,3013920008,BROOKLYN,1004145,183109,PHONE,Unspecified,BROOKLYN,40.669246292320665,-73.92828271221845,"{'latitude': '40.669246292320665', 'longitude': '-73.92828271221845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
59452698,2023-09-29T09:34:36.000,2023-09-30T14:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11223,2304 WEST   11 STREET,WEST   11 STREET,AVENUE W,AVENUE X,ADDRESS,BROOKLYN,Closed,,2023-09-30T14:00:00.000,13 BROOKLYN,3071620009,BROOKLYN,989441,154729,PHONE,Unspecified,BROOKLYN,40.591370024841105,-73.98130936224467,"{'latitude': '40.591370024841105', 'longitude': '-73.98130936224467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,AVENUE W,AVENUE X,WEST   11 STREET,,,,,,
58965460,2023-09-29T09:34:34.000,2023-09-29T09:48:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10467,3455 JEROME AVENUE,JEROME AVENUE,EAST  208 STREET,EAST GUN HILL ROAD,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T09:48:28.000,07 BRONX,,BRONX,1016719,260476,MOBILE,Unspecified,BRONX,40.8815608949273,-73.88258229841746,"{'latitude': '40.8815608949273', 'longitude': '-73.88258229841746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST  208 STREET,EAST GUN HILL ROAD,JEROME AVENUE,,,,,,
59453746,2023-09-29T09:34:33.000,2023-10-06T00:00:00.000,HPD,Department of Housing Preservation and Development,General,Bell/Buzzer/Intercom,11225,1180 PRESIDENT STREET,PRESIDENT STREET,ROGERS AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-06T00:00:00.000,09 BROOKLYN,3012820034,BROOKLYN,997694,182691,ONLINE,Unspecified,BROOKLYN,40.668111122093144,-73.95153803723703,"{'latitude': '40.668111122093144', 'longitude': '-73.95153803723703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,ROGERS AVENUE,NOSTRAND AVENUE,PRESIDENT STREET,,,,,,
59459593,2023-09-29T09:34:32.000,2023-09-29T12:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11373,51-14 MANILLA STREET,MANILLA STREET,51 AVENUE,KNEELAND AVENUE,ADDRESS,ELMHURST,Closed,,2023-09-29T12:00:00.000,04 QUEENS,4024710207,QUEENS,1016450,207690,PHONE,Unspecified,QUEENS,40.73667910172601,-73.88380828491638,"{'latitude': '40.73667910172601', 'longitude': '-73.88380828491638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,51 AVENUE,KNEELAND AVENUE,MANILLA STREET,,,,,,
59446815,2023-09-29T09:34:32.000,,HPD,Department of Housing Preservation and Development,General,Cooking Gas,11225,1180 PRESIDENT STREET,PRESIDENT STREET,ROGERS AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,In Progress,,,09 BROOKLYN,3012820034,BROOKLYN,997694,182691,ONLINE,Unspecified,BROOKLYN,40.668111122093144,-73.95153803723703,"{'latitude': '40.668111122093144', 'longitude': '-73.95153803723703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,ROGERS AVENUE,NOSTRAND AVENUE,PRESIDENT STREET,,,,,,
59438690,2023-09-29T09:34:32.000,2023-09-29T18:55:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11217,376 DOUGLAS STREET,DOUGLAS STREET,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-29T18:55:00.000,06 BROOKLYN,3009460026,BROOKLYN,989639,186598,PHONE,Unspecified,BROOKLYN,40.67884352650347,-73.9805709955837,"{'latitude': '40.67884352650347', 'longitude': '-73.9805709955837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,4 AVENUE,5 AVENUE,DOUGLASS STREET,,,,,,
59438750,2023-09-29T09:34:28.000,2023-09-29T09:50:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11235,2610 OCEAN PARKWAY,OCEAN PARKWAY,AVENUE Z,MURDOCK COURT,ADDRESS,BROOKLYN,Closed,,2023-09-29T09:50:00.000,13 BROOKLYN,3072380042,BROOKLYN,993629,152906,PHONE,Unspecified,BROOKLYN,40.58636281208654,-73.96623264286936,"{'latitude': '40.58636281208654', 'longitude': '-73.96623264286936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,AVENUE Z,MURDOCK COURT,OCEAN PARKWAY,,,,,,
59435595,2023-09-29T09:34:25.000,2023-09-30T20:40:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11238,13 IRVING PLACE,IRVING PLACE,GATES AVENUE,PUTNAM AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-30T20:40:00.000,02 BROOKLYN,,BROOKLYN,995318,188663,ONLINE,Unspecified,BROOKLYN,40.684506202426945,-73.96009306225135,"{'latitude': '40.684506202426945', 'longitude': '-73.96009306225135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,GATES AVENUE,PUTNAM AVENUE,IRVING PLACE,,,,,,
58956996,2023-09-29T09:34:21.000,2023-10-06T14:09:08.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11214,8301 BAY PARKWAY,BAY PARKWAY,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,11 BROOKLYN,3063310006,BROOKLYN,986439,159170,PHONE,Unspecified,BROOKLYN,40.603560922699764,-73.99211687990359,"{'latitude': '40.603560922699764', 'longitude': '-73.99211687990359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58967691,2023-09-29T09:34:20.000,2023-10-16T19:04:10.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11223,2035 EAST    7 STREET,EAST    7 STREET,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-16T00:00:00.000,15 BROOKLYN,3070890062,BROOKLYN,994059,158263,PHONE,Unspecified,BROOKLYN,40.60106623395545,-73.96467673008897,"{'latitude': '40.60106623395545', 'longitude': '-73.96467673008897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58961287,2023-09-29T09:34:17.000,2023-10-16T07:59:47.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,11218,270 EAST    2 STREET,EAST    2 STREET,,,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,12 BROOKLYN,3053340014,BROOKLYN,990184,174170,PHONE,Unspecified,BROOKLYN,40.64473106385616,-73.97861704041314,"{'latitude': '40.64473106385616', 'longitude': '-73.97861704041314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58961458,2023-09-29T09:34:13.000,2023-10-01T09:41:35.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11102,27-24 21 STREET,21 STREET,,,ADDRESS,ASTORIA,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,01 QUEENS,4005390035,QUEENS,1004614,220389,PHONE,Unspecified,QUEENS,40.77156979077409,-73.92647927553604,"{'latitude': '40.77156979077409', 'longitude': '-73.92647927553604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
59002752,2023-09-29T09:34:06.000,2023-09-29T13:22:58.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,10468,2845 UNIVERSITY AVENUE,UNIVERSITY AVENUE,WEST  197 STREET,RESERVOIR AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T13:22:48.000,08 BRONX,,BRONX,1012206,257169,MOBILE,Unspecified,BRONX,40.87249965779841,-73.89891645287136,"{'latitude': '40.87249965779841', 'longitude': '-73.89891645287136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,WEST  197 STREET,RESERVOIR AVENUE,UNIVERSITY AVENUE,,,,,,
59445665,2023-09-29T09:34:06.000,2023-10-01T12:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,11219,14 AVENUE,14 AVENUE,14 AVENUE,44 STREET,INTERSECTION,,Closed,,2023-10-01T12:30:00.000,12 BROOKLYN,,BROOKLYN,987858,171169,PHONE,Unspecified,BROOKLYN,40.636495214873584,-73.98700030399515,"{'latitude': '40.636495214873584', 'longitude': '-73.98700030399515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,14 AVENUE,44 STREET,,,,,,,
59460169,2023-09-29T09:34:05.000,2023-10-06T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,11214,8301 BAY PARKWAY,BAY PARKWAY,83 STREET,84 STREET,ADDRESS,BROOKLYN,Closed,,2023-10-06T00:00:00.000,11 BROOKLYN,3063310006,BROOKLYN,986439,159170,PHONE,Unspecified,BROOKLYN,40.603560922699764,-73.99211687990359,"{'latitude': '40.603560922699764', 'longitude': '-73.99211687990359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,83 STREET,84 STREET,BAY PARKWAY,,,,,,
58962469,2023-09-29T09:34:00.000,2023-09-29T11:50:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,10455,,,,,INTERSECTION,BRONX,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T11:50:00.000,01 BRONX,,BRONX,1007288,236469,UNKNOWN,Unspecified,BRONX,40.81569845894796,-73.91677010360712,"{'latitude': '40.81569845894796', 'longitude': '-73.91677010360712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,BERGEN AVENUE,EAST 149 STREET,,N/A,,,,,
58956360,2023-09-29T09:34:00.000,2023-09-29T12:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,10036,,,,,INTERSECTION,MANHATTAN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T12:40:00.000,04 MANHATTAN,,MANHATTAN,984643,217725,UNKNOWN,Unspecified,MANHATTAN,40.76428124938066,-73.99858129643454,"{'latitude': '40.76428124938066', 'longitude': '-73.99858129643454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,12 AVENUE,WEST 46 STREET,,N/A,,,,,
59438366,2023-09-29T09:33:57.000,2023-10-16T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,11218,270 EAST    2 STREET,EAST    2 STREET,ALBEMARLE ROAD,CHURCH AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-16T00:00:00.000,12 BROOKLYN,,BROOKLYN,990184,174170,PHONE,Unspecified,BROOKLYN,40.64473106385616,-73.97861704041314,"{'latitude': '40.64473106385616', 'longitude': '-73.97861704041314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Public Area,ALBEMARLE ROAD,CHURCH AVENUE,EAST    2 STREET,,,,,,
59438768,2023-09-29T09:33:57.000,2023-09-30T00:25:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11218,932 DITMAS AVENUE,DITMAS AVENUE,EAST    9 STREET,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-30T00:25:00.000,12 BROOKLYN,,BROOKLYN,992893,171191,PHONE,Unspecified,BROOKLYN,40.63655211820643,-73.96885907141561,"{'latitude': '40.63655211820643', 'longitude': '-73.96885907141561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,EAST    9 STREET,CONEY ISLAND AVENUE,DITMAS AVENUE,,,,,,
58967688,2023-09-29T09:33:52.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11211,199 NORTH    6 STREET,NORTH    6 STREET,,,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,01 BROOKLYN,3023290038,BROOKLYN,996305,200200,ONLINE,Unspecified,BROOKLYN,40.71617127666445,-73.95651367092975,"{'latitude': '40.71617127666445', 'longitude': '-73.95651367092975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58967910,2023-09-29T09:33:51.000,2023-10-02T11:43:50.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,11211,68 RICHARDSON STREET,RICHARDSON STREET,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development contacted an occupant of the apartment or building and verified that the complaint was addressed.  The complaint has been closed.,2023-10-02T00:00:00.000,01 BROOKLYN,3027320005,BROOKLYN,998293,200999,ONLINE,Unspecified,BROOKLYN,40.71836140743985,-73.94934063912616,"{'latitude': '40.71836140743985', 'longitude': '-73.94934063912616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58962835,2023-09-29T09:33:51.000,2023-10-02T11:43:50.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,11211,68 RICHARDSON STREET,RICHARDSON STREET,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development contacted an occupant of the apartment or building and verified that the complaint was addressed.  The complaint has been closed.,2023-10-02T00:00:00.000,01 BROOKLYN,3027320005,BROOKLYN,998293,200999,ONLINE,Unspecified,BROOKLYN,40.71836140743985,-73.94934063912616,"{'latitude': '40.71836140743985', 'longitude': '-73.94934063912616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58967735,2023-09-29T09:33:50.000,2023-10-13T06:38:35.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11210,909 EAST   29 STREET,EAST   29 STREET,,,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-13T00:00:00.000,14 BROOKLYN,3075930041,BROOKLYN,998623,168283,PHONE,Unspecified,BROOKLYN,40.62856283099843,-73.94821994641192,"{'latitude': '40.62856283099843', 'longitude': '-73.94821994641192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58963092,2023-09-29T09:33:49.000,2023-09-30T19:37:02.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11225,410 EASTERN PARKWAY,EASTERN PARKWAY,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-30T00:00:00.000,09 BROOKLYN,3012670010,BROOKLYN,996798,183410,PHONE,Unspecified,BROOKLYN,40.670085931603296,-73.95476653454561,"{'latitude': '40.670085931603296', 'longitude': '-73.95476653454561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58959808,2023-09-29T09:33:49.000,2023-10-05T10:18:22.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,10461,2419 FRISBY AVENUE,FRISBY AVENUE,,,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,10 BRONX,2039770040,BRONX,1026292,244774,PHONE,Unspecified,BRONX,40.83842328047003,-73.84806199402075,"{'latitude': '40.83842328047003', 'longitude': '-73.84806199402075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58967663,2023-09-29T09:33:48.000,2023-10-04T14:58:16.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,11230,1833 OCEAN AVENUE,OCEAN AVENUE,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,14 BROOKLYN,3076560061,BROOKLYN,996793,164228,ONLINE,Unspecified,BROOKLYN,40.61743548523499,-73.95482022295046,"{'latitude': '40.61743548523499', 'longitude': '-73.95482022295046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58966170,2023-09-29T09:33:47.000,2023-10-08T09:09:13.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,10031,3621 BROADWAY,BROADWAY,,,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,09 MANHATTAN,1020960026,MANHATTAN,998493,241335,PHONE,Unspecified,MANHATTAN,40.829072807641886,-73.94853365813029,"{'latitude': '40.829072807641886', 'longitude': '-73.94853365813029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
59449239,2023-09-29T09:33:45.000,2023-09-30T18:40:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11223,2696 86 STREET,86 STREET,WEST   12 STREET,WEST   11 STREET,ADDRESS,BROOKLYN,Closed,,2023-09-30T18:40:00.000,13 BROOKLYN,,BROOKLYN,989149,156046,PHONE,Unspecified,BROOKLYN,40.59498509150377,-73.98235977816061,"{'latitude': '40.59498509150377', 'longitude': '-73.98235977816061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,WEST   12 STREET,WEST   11 STREET,86 STREET,,,,,,
