unique_key,created_date,agency,agency_name,complaint_type,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,descriptor,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,facility_type,road_ramp,due_date,taxi_pick_up_location
58877452,2023-09-20T03:18:17.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11421,85 STREET,85 STREET,85 STREET,87 AVENUE,85 STREET,87 AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T06:04:11.000,09 QUEENS,,QUEENS,1023399,191374,ONLINE,Unspecified,QUEENS,40.69186760765792,-73.85882816977646,"{'latitude': '40.69186760765792', 'longitude': '-73.85882816977646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T06:04:07.000,Posted Parking Sign Violation,,,,,,,
58878958,2023-09-20T03:17:01.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,10456,1385 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T03:25:15.000,03 BRONX,2029010001,BRONX,1010561,243449,ONLINE,Unspecified,BRONX,40.8348474210791,-73.90491830085918,"{'latitude': '40.8348474210791', 'longitude': '-73.90491830085918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:25:12.000,Banging/Pounding,,,,,,,
58876478,2023-09-20T03:16:32.000,NYPD,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11432,81-06 164 PLACE,164 PLACE,81 AVENUE,GOETHALS AVENUE,81 AVENUE,GOETHALS AVENUE,ADDRESS,JAMAICA,164 PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T03:21:48.000,08 QUEENS,4070240009,QUEENS,1038839,201799,ONLINE,Unspecified,QUEENS,40.72039993503733,-73.80306696486049,"{'latitude': '40.72039993503733', 'longitude': '-73.80306696486049', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:21:40.000,Car/Truck Music,,,,,,,
58876461,2023-09-20T03:16:14.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11377,72-10 41 AVENUE,41 AVENUE,72 STREET,73 STREET,72 STREET,73 STREET,ADDRESS,WOODSIDE,41 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T03:21:58.000,04 QUEENS,4013120010,QUEENS,1013908,210718,ONLINE,Unspecified,QUEENS,40.74499909172425,-73.89296757512533,"{'latitude': '40.74499909172425', 'longitude': '-73.89296757512533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:21:54.000,Loud Talking,,,,,,,
58877453,2023-09-20T03:16:14.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11421,85 STREET,85 STREET,85 STREET,87 ROAD,85 STREET,87 ROAD,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T06:04:23.000,09 QUEENS,,QUEENS,1023465,191134,ONLINE,Unspecified,QUEENS,40.6912085716942,-73.85859157037166,"{'latitude': '40.6912085716942', 'longitude': '-73.85859157037166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T06:04:20.000,Posted Parking Sign Violation,,,,,,,
58871187,2023-09-20T03:13:50.000,NYPD,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11432,81-06 164 PLACE,164 PLACE,81 AVENUE,GOETHALS AVENUE,81 AVENUE,GOETHALS AVENUE,ADDRESS,JAMAICA,164 PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T03:22:23.000,08 QUEENS,4070240009,QUEENS,1038839,201799,ONLINE,Unspecified,QUEENS,40.72039993503733,-73.80306696486049,"{'latitude': '40.72039993503733', 'longitude': '-73.80306696486049', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:22:19.000,Car/Truck Music,,,,,,,
58873741,2023-09-20T03:13:33.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,11225,396 MONTGOMERY STREET,MONTGOMERY STREET,DEARBORN COURT,NOSTRAND AVENUE,DEARBORN COURT,NOSTRAND AVENUE,ADDRESS,BROOKLYN,MONTGOMERY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T03:46:25.000,09 BROOKLYN,3013050034,BROOKLYN,997674,181713,ONLINE,Unspecified,BROOKLYN,40.66542676038711,-73.95161207919386,"{'latitude': '40.66542676038711', 'longitude': '-73.95161207919386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:46:23.000,Loud Music/Party,,,,,,,
58872107,2023-09-20T03:13:30.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11421,88-31 85 STREET,85 STREET,88 ROAD,89 AVENUE,88 ROAD,89 AVENUE,ADDRESS,WOODHAVEN,85 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T06:03:53.000,09 QUEENS,4089200034,QUEENS,1023610,190626,ONLINE,Unspecified,QUEENS,40.68981358688491,-73.85807167247475,"{'latitude': '40.68981358688491', 'longitude': '-73.85807167247475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T06:03:50.000,Blocked Hydrant,,,,,,,
58876191,2023-09-20T03:12:10.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,11206,315 BUSHWICK AVENUE,BUSHWICK AVENUE,BOERUM STREET,BORINQUEN PLZ II PEDESTRIAN PATH,BOERUM STREET,BORINQUEN PLZ II PEDESTRIAN PATH,ADDRESS,BROOKLYN,BUSHWICK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T03:42:14.000,01 BROOKLYN,3030820002,BROOKLYN,1001031,196336,ONLINE,Unspecified,BROOKLYN,40.7055578151779,-73.93947507826337,"{'latitude': '40.7055578151779', 'longitude': '-73.93947507826337', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:42:10.000,Loud Television,,,,,,,
58879031,2023-09-20T03:12:05.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11226,409 EAST   21 STREET,EAST   21 STREET,BEVERLEY ROAD,CORTELYOU ROAD,BEVERLEY ROAD,CORTELYOU ROAD,ADDRESS,BROOKLYN,EAST   21 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T03:28:53.000,14 BROOKLYN,3051520025,BROOKLYN,995674,174004,ONLINE,Unspecified,BROOKLYN,40.64427004969084,-73.95883430247831,"{'latitude': '40.64427004969084', 'longitude': '-73.95883430247831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:28:48.000,Loud Music/Party,,,,,,,
58878959,2023-09-20T03:11:18.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,10467,2892 BRONX PARK EAST,BRONX PARK EAST,BRITTON STREET,ARNOW AVENUE,BRITTON STREET,ARNOW AVENUE,ADDRESS,BRONX,BRONX PARK EAST,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T04:44:30.000,11 BRONX,,BRONX,1020075,255429,ONLINE,Unspecified,BRONX,40.86769546398423,-73.87047299441066,"{'latitude': '40.86769546398423', 'longitude': '-73.87047299441066', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T04:44:26.000,Banging/Pounding,,,,,,,
58873341,2023-09-20T03:08:00.000,DEP,Department of Environmental Protection,Noise,,10001,344 WEST   34 STREET,WEST   34 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-20T18:32:00.000,04 MANHATTAN,1007570054,MANHATTAN,985694,213520,ONLINE,Unspecified,MANHATTAN,40.752739490454914,-73.99478816029638,"{'latitude': '40.752739490454914', 'longitude': '-73.99478816029638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T18:32:00.000,Noise: Construction Before/After Hours (NM1),,,,N/A,,,
58873327,2023-09-20T03:08:00.000,DEP,Department of Environmental Protection,Hazardous Materials,,11101,29-22 NORTHERN BOULEVARD,NORTHERN BOULEVARD,BEND,ASTORIA LINE,,,ADDRESS,LONG ISLAND CITY,,Closed,The Department of Environmental Protection investigated this complaint and determined that no further action is required.,2023-09-20T11:21:00.000,01 QUEENS,4002397501,QUEENS,1001813,212259,ONLINE,Unspecified,QUEENS,40.74926104066416,-73.9366130407669,"{'latitude': '40.74926104066416', 'longitude': '-73.9366130407669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T11:21:00.000,Chemical Odor (HD1),,,,N/A,,,
58875134,2023-09-20T03:04:05.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11102,23-28 30 DRIVE,30 DRIVE,23 STREET,CRESCENT STREET,23 STREET,CRESCENT STREET,ADDRESS,ASTORIA,30 DRIVE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T03:38:20.000,01 QUEENS,4005707505,QUEENS,1004329,218892,ONLINE,Unspecified,QUEENS,40.767461568600574,-73.9275126910073,"{'latitude': '40.767461568600574', 'longitude': '-73.9275126910073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:38:16.000,Loud Talking,,,,,,,
58877542,2023-09-20T03:03:30.000,NYPD,New York City Police Department,Blocked Driveway,Street/Sidewalk,11234,1343 EAST   49 STREET,EAST   49 STREET,AVENUE I,AVENUE J,AVENUE I,AVENUE J,ADDRESS,BROOKLYN,EAST   49 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T04:17:14.000,18 BROOKLYN,3077750008,BROOKLYN,1003983,168301,PHONE,Unspecified,BROOKLYN,40.62860191910224,-73.92891000845033,"{'latitude': '40.62860191910224', 'longitude': '-73.92891000845033', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T04:17:10.000,No Access,,,,,,,
58876449,2023-09-20T03:02:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11226,381 EAST   21 STREET,EAST   21 STREET,REGENT PLACE,BEVERLEY ROAD,REGENT PLACE,BEVERLEY ROAD,ADDRESS,BROOKLYN,EAST   21 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T03:28:35.000,14 BROOKLYN,3051250077,BROOKLYN,995628,174321,ONLINE,Unspecified,BROOKLYN,40.645140205505705,-73.95899952603317,"{'latitude': '40.645140205505705', 'longitude': '-73.95899952603317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:28:30.000,Loud Music/Party,,,,,,,
58870816,2023-09-20T03:01:15.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11204,1328 WEST    7 STREET,WEST    7 STREET,BAY PARKWAY,AVENUE O,BAY PARKWAY,AVENUE O,ADDRESS,BROOKLYN,WEST    7 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T05:35:27.000,11 BROOKLYN,3065770016,BROOKLYN,989354,162536,MOBILE,Unspecified,BROOKLYN,40.61279870349547,-73.98161671398941,"{'latitude': '40.61279870349547', 'longitude': '-73.98161671398941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T05:35:20.000,Blocked Hydrant,,,,,,,
58877736,2023-09-20T03:00:09.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10040,24 ARDEN STREET,ARDEN STREET,NAGLE AVENUE,SHERMAN AVENUE,NAGLE AVENUE,SHERMAN AVENUE,ADDRESS,NEW YORK,ARDEN STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T03:10:03.000,12 MANHATTAN,1021740175,MANHATTAN,1004441,253235,MOBILE,Unspecified,MANHATTAN,40.86172320639038,-73.92700504505966,"{'latitude': '40.86172320639038', 'longitude': '-73.92700504505966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:09:58.000,Loud Music/Party,,,,,,,
58876408,2023-09-20T02:58:21.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,10016,344 EAST   28 STREET,EAST   28 STREET,MOUNT CARMEL PLACE,1 AVENUE,MOUNT CARMEL PLACE,1 AVENUE,ADDRESS,NEW YORK,EAST   28 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T03:23:01.000,06 MANHATTAN,1009330025,MANHATTAN,990637,208987,ONLINE,Unspecified,MANHATTAN,40.740295354643706,-73.97695165980414,"{'latitude': '40.740295354643706', 'longitude': '-73.97695165980414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:22:57.000,Loud Music/Party,,,,,,,
58872110,2023-09-20T02:56:04.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11208,141 DOSCHER STREET,DOSCHER STREET,BELMONT AVENUE,SUTTER AVENUE,BELMONT AVENUE,SUTTER AVENUE,ADDRESS,BROOKLYN,DOSCHER STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T03:53:01.000,05 BROOKLYN,3042490065,BROOKLYN,1019700,184658,ONLINE,Unspecified,BROOKLYN,40.67344932596909,-73.87220212674777,"{'latitude': '40.67344932596909', 'longitude': '-73.87220212674777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:52:53.000,Blocked Hydrant,,,,,,,
58873455,2023-09-20T02:55:57.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11230,1388 EAST   18 STREET,EAST   18 STREET,AVENUE M,AVENUE N,AVENUE M,AVENUE N,ADDRESS,BROOKLYN,EAST   18 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T03:49:20.000,14 BROOKLYN,3067460036,BROOKLYN,996218,163972,MOBILE,Unspecified,BROOKLYN,40.61673361375316,-73.95689182140032,"{'latitude': '40.61673361375316', 'longitude': '-73.95689182140032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:49:18.000,Blocked Hydrant,,,,,,,
58874886,2023-09-20T02:54:00.000,NYPD,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11235,1511 BRIGHTWATER AVENUE,BRIGHTWATER AVENUE,BRIGHTON   15 STREET,DEAD END,BRIGHTON   15 STREET,DEAD END,ADDRESS,BROOKLYN,BRIGHTWATER AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T03:20:46.000,13 BROOKLYN,3087230410,BROOKLYN,996769,149024,ONLINE,Unspecified,BROOKLYN,40.57570361237202,-73.95493484488694,"{'latitude': '40.57570361237202', 'longitude': '-73.95493484488694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:20:43.000,Engine Idling,,,,,,,
58880186,2023-09-20T02:53:40.000,NYPD,New York City Police Department,Blocked Driveway,Street/Sidewalk,11234,1349 EAST   49 STREET,EAST   49 STREET,AVENUE I,AVENUE J,AVENUE I,AVENUE J,ADDRESS,BROOKLYN,EAST   49 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T03:28:43.000,18 BROOKLYN,3077750006,BROOKLYN,1003986,168262,PHONE,Unspecified,BROOKLYN,40.6284948656692,-73.92889931471403,"{'latitude': '40.6284948656692', 'longitude': '-73.92889931471403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:28:39.000,No Access,,,,,,,
58873583,2023-09-20T02:53:06.000,NYPD,New York City Police Department,Blocked Driveway,Street/Sidewalk,11223,114 STRYKER STREET,STRYKER STREET,SOUTHGATE COURT,AVENUE X,SOUTHGATE COURT,AVENUE X,ADDRESS,BROOKLYN,STRYKER STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T03:45:00.000,15 BROOKLYN,3071730034,BROOKLYN,991777,154550,ONLINE,Unspecified,BROOKLYN,40.59087702978627,-73.97289859508005,"{'latitude': '40.59087702978627', 'longitude': '-73.97289859508005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:44:57.000,No Access,,,,,,,
58879945,2023-09-20T02:53:00.000,DEP,Department of Environmental Protection,Noise,,10019,407 WEST   50 STREET,WEST   50 STREET,9 AVE,10 AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-20T18:24:00.000,04 MANHATTAN,1010600027,MANHATTAN,987162,217522,ONLINE,Unspecified,MANHATTAN,40.7637235958946,-73.98948796386172,"{'latitude': '40.7637235958946', 'longitude': '-73.98948796386172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T18:24:00.000,Noise: Construction Equipment (NC1),,,,N/A,,,
58877385,2023-09-20T02:52:31.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,10468,2535 GRAND AVENUE,GRAND AVENUE,WEST  190 STREET,WEST  192 STREET,WEST  190 STREET,WEST  192 STREET,ADDRESS,BRONX,GRAND AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T03:34:59.000,07 BRONX,2032140044,BRONX,1011527,254549,MOBILE,Unspecified,BRONX,40.865310686039486,-73.90138225011205,"{'latitude': '40.865310686039486', 'longitude': '-73.90138225011205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:34:51.000,Blocked Hydrant,,,,,,,
58872216,2023-09-20T02:50:55.000,DOB,Department of Buildings,Building/Use,,11208,102 ELDERT LANE,ELDERT LANE,,,,,ADDRESS,BROOKLYN,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-20T00:00:00.000,05 BROOKLYN,3041120092,BROOKLYN,1020978,190260,UNKNOWN,Unspecified,BROOKLYN,40.68882031581487,-73.86756438852112,"{'latitude': '40.68882031581487', 'longitude': '-73.86756438852112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T02:50:55.000,Illegal Conversion Of Residential Building/Space,,,,,,,
58876002,2023-09-20T02:50:00.000,DEP,Department of Environmental Protection,Noise,,10019,311 WEST   50 STREET,WEST   50 STREET,8 AVE,9 AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-20T18:24:00.000,04 MANHATTAN,1010410019,MANHATTAN,987935,217094,ONLINE,Unspecified,MANHATTAN,40.76254855774124,-73.98669774387712,"{'latitude': '40.76254855774124', 'longitude': '-73.98669774387712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T18:24:00.000,Noise: Construction Before/After Hours (NM1),,,,N/A,,,
58872450,2023-09-20T02:48:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11225,CROWN STREET,CROWN STREET,CROWN STREET,NOSTRAND AVENUE,CROWN STREET,NOSTRAND AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T03:02:18.000,09 BROOKLYN,,BROOKLYN,997889,182027,ONLINE,Unspecified,BROOKLYN,40.66628829190964,-73.95083645879316,"{'latitude': '40.66628829190964', 'longitude': '-73.95083645879316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:02:13.000,Loud Music/Party,,,,,,,
58879703,2023-09-20T02:48:01.000,DHS,Department of Homeless Services,Encampment,Park/Playground,10002,45 CHRYSTIE STREET,CHRYSTIE STREET,CANAL STREET,HESTER STREET,CANAL STREET,HESTER STREET,ADDRESS,NEW YORK,CHRYSTIE STREET,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-24T08:55:18.000,03 MANHATTAN,1003030035,MANHATTAN,985658,200156,ONLINE,Unspecified,MANHATTAN,40.71605860820253,-73.99492089213201,"{'latitude': '40.71605860820253', 'longitude': '-73.99492089213201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-24T08:55:16.000,N/A,,,,,,,
58878361,2023-09-20T02:48:01.000,NYPD,New York City Police Department,Encampment,Park/Playground,10002,45 CHRYSTIE STREET,CHRYSTIE STREET,CANAL STREET,HESTER STREET,CANAL STREET,HESTER STREET,ADDRESS,NEW YORK,CHRYSTIE STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-20T03:05:23.000,03 MANHATTAN,1003030035,MANHATTAN,985658,200156,ONLINE,Unspecified,MANHATTAN,40.71605860820253,-73.99492089213201,"{'latitude': '40.71605860820253', 'longitude': '-73.99492089213201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:05:15.000,N/A,,,,,,,
58873705,2023-09-20T02:47:48.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,10466,1138 EAST  229 DRIVE SOUTH,EAST  229 DRIVE SOUTH,EAST  229 STREET,BEND,EAST  229 STREET,BEND,ADDRESS,BRONX,229 DRIVE SOUTH,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T03:10:23.000,12 BRONX,2049050003,BRONX,1026826,261940,MOBILE,Unspecified,BRONX,40.88553613988228,-73.84602309679917,"{'latitude': '40.88553613988228', 'longitude': '-73.84602309679917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:10:17.000,Banging/Pounding,,,,,,,
58872217,2023-09-20T02:47:43.000,DOB,Department of Buildings,Building/Use,,11208,370 MONTAUK AVENUE,MONTAUK AVENUE,,,,,ADDRESS,BROOKLYN,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-20T00:00:00.000,05 BROOKLYN,3040710047,BROOKLYN,1018434,183181,UNKNOWN,Unspecified,BROOKLYN,40.66940027483197,-73.8767735632053,"{'latitude': '40.66940027483197', 'longitude': '-73.8767735632053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T02:47:43.000,Illegal Conversion Of Residential Building/Space,,,,,,,
58878678,2023-09-20T02:47:31.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,10461,1547 SILVER STREET,SILVER STREET,ROSELLE STREET,EASTCHESTER ROAD,ROSELLE STREET,EASTCHESTER ROAD,ADDRESS,BRONX,SILVER STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T05:16:11.000,11 BRONX,2040790007,BRONX,1026594,246794,PHONE,Unspecified,BRONX,40.84396613986455,-73.84695782679005,"{'latitude': '40.84396613986455', 'longitude': '-73.84695782679005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T05:16:07.000,Blocked Hydrant,,,,,,,
58875164,2023-09-20T02:46:32.000,NYPD,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11206,PARK AVENUE,PARK AVENUE,NOSTRAND AVENUE,MARCY AVENUE,NOSTRAND AVENUE,MARCY AVENUE,BLOCKFACE,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T03:19:31.000,Unspecified BROOKLYN,,BROOKLYN,,,ONLINE,Unspecified,BROOKLYN,,,,2023-09-20T03:19:24.000,Car/Truck Music,,,,,,,
58875160,2023-09-20T02:45:52.000,NYPD,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11212,9719 CHURCH AVENUE,CHURCH AVENUE,ROCKAWAY PARKWAY,EAST   98 STREET,ROCKAWAY PARKWAY,EAST   98 STREET,ADDRESS,BROOKLYN,CHURCH AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T03:04:39.000,17 BROOKLYN,3046940001,BROOKLYN,1007995,178424,ONLINE,Unspecified,BROOKLYN,40.656377520764096,-73.91442077999703,"{'latitude': '40.656377520764096', 'longitude': '-73.91442077999703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:04:36.000,Car/Truck Music,,,,,,,
58876416,2023-09-20T02:44:55.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,11433,107-36 159 STREET,159 STREET,107 AVENUE,108 AVENUE,107 AVENUE,108 AVENUE,ADDRESS,JAMAICA,159 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T04:35:12.000,12 QUEENS,4101250033,QUEENS,1041226,192921,ONLINE,Unspecified,QUEENS,40.696016941290104,-73.79453087750983,"{'latitude': '40.696016941290104', 'longitude': '-73.79453087750983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T04:35:05.000,Loud Talking,,,,,,,
58873816,2023-09-20T02:44:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10031,568 WEST  149 STREET,WEST  149 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  149 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T03:10:43.000,09 MANHATTAN,1020800059,MANHATTAN,998780,241128,MOBILE,Unspecified,MANHATTAN,40.82850418445052,-73.94749704707705,"{'latitude': '40.82850418445052', 'longitude': '-73.94749704707705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:10:40.000,Loud Talking,,,,,,,
58872348,2023-09-20T02:44:04.000,NYPD,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,11215,718 5 AVENUE,5 AVENUE,22 STREET,23 STREET,22 STREET,23 STREET,ADDRESS,BROOKLYN,5 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T03:23:58.000,07 BROOKLYN,3006460046,BROOKLYN,985806,179889,ONLINE,Unspecified,BROOKLYN,40.66043032379543,-73.99439168939116,"{'latitude': '40.66043032379543', 'longitude': '-73.99439168939116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:23:54.000,Loud Music/Party,,,,,,,
58878798,2023-09-20T02:44:03.000,NYPD,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11385,1557 COVERT STREET,COVERT STREET,COVERT STREET,WYCKOFF AVENUE,COVERT STREET,WYCKOFF AVENUE,ADDRESS,RIDGEWOOD,COVERT STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-20T02:52:58.000,05 QUEENS,4035390048,QUEENS,1010879,192428,ONLINE,Unspecified,QUEENS,40.6948071182959,-73.90397125002016,"{'latitude': '40.6948071182959', 'longitude': '-73.90397125002016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T02:52:55.000,Engine Idling,,,,,,,
