unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp
58835678,2023-09-16T08:03:46.000,2023-09-16T08:27:56.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11374,87-51 62 ROAD,62 ROAD,ADDRESS,REGO PARK,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-16T08:28:00.000,06 QUEENS,4031060041,QUEENS,1020511,204175,ONLINE,Unspecified,QUEENS,40.727015582438675,-73.8691733803796,"{'latitude': '40.727015582438675', 'longitude': '-73.8691733803796', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WOODHAVEN BOULEVARD,ALDERTON STREET,WOODHAVEN BOULEVARD,ALDERTON STREET,62 ROAD,,,,,,
58834566,2023-09-16T08:03:36.000,2023-09-16T08:50:54.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11692,222 BEACH   59 STREET,BEACH   59 STREET,ADDRESS,ARVERNE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T08:50:59.000,14 QUEENS,4158970044,QUEENS,1042842,155357,PHONE,Unspecified,QUEENS,40.59290161423314,-73.7890294710302,"{'latitude': '40.59290161423314', 'longitude': '-73.7890294710302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROCKAWAY FREEWAY,ARVERNE BOULEVARD,ROCKAWAY FREEWAY,ARVERNE BOULEVARD,BEACH   59 STREET,,,,,,
58829770,2023-09-16T08:03:31.000,2023-09-26T20:29:53.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10030,2655 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,10 MANHATTAN,1020430017,MANHATTAN,999886,238279,PHONE,Unspecified,MANHATTAN,40.820682601528524,-73.94350724780212,"{'latitude': '40.820682601528524', 'longitude': '-73.94350724780212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58831103,2023-09-16T08:03:28.000,2023-09-25T16:13:28.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11226,351 EAST   21 STREET,EAST   21 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,14 BROOKLYN,3051250084,BROOKLYN,995597,174533,ONLINE,Unspecified,BROOKLYN,40.6457221394865,-73.9591108775151,"{'latitude': '40.6457221394865', 'longitude': '-73.9591108775151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58831808,2023-09-16T08:03:28.000,2023-09-16T08:33:40.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10030,305 WEST  141 STREET,WEST  141 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T08:33:43.000,10 MANHATTAN,1020430010,MANHATTAN,999724,238190,MOBILE,Unspecified,MANHATTAN,40.82043860696496,-73.94409275766965,"{'latitude': '40.82043860696496', 'longitude': '-73.94409275766965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FREDERICK DOUGLASS BOULEVARD,EDGECOMBE AVENUE,FREDERICK DOUGLASS BOULEVARD,EDGECOMBE AVENUE,WEST  141 STREET,,,,,,
58833841,2023-09-16T08:03:28.000,2023-09-25T16:13:27.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11226,351 EAST   21 STREET,EAST   21 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,14 BROOKLYN,3051250084,BROOKLYN,995597,174533,ONLINE,Unspecified,BROOKLYN,40.6457221394865,-73.9591108775151,"{'latitude': '40.6457221394865', 'longitude': '-73.9591108775151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58827900,2023-09-16T08:03:24.000,2023-09-16T09:54:06.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11378,53-94 62 STREET,62 STREET,ADDRESS,MASPETH,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T09:54:10.000,05 QUEENS,4023670103,QUEENS,1010902,204974,MOBILE,Unspecified,QUEENS,40.729242812281626,-73.90383864184194,"{'latitude': '40.729242812281626', 'longitude': '-73.90383864184194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53 DRIVE,61 STREET,53 DRIVE,61 STREET,62 STREET,,,,,,
58834372,2023-09-16T08:03:24.000,2023-09-17T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,,11229,2115 EAST   13 STREET,EAST   13 STREET,ADDRESS,BROOKLYN,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-17T00:00:00.000,15 BROOKLYN,3073460073,BROOKLYN,995873,157183,UNKNOWN,Unspecified,BROOKLYN,40.598099659565584,-73.95814617906109,"{'latitude': '40.598099659565584', 'longitude': '-73.95814617906109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,
58835401,2023-09-16T08:02:52.000,2023-09-16T09:53:17.000,DHS,Department of Homeless Services,Encampment,N/A,Residential Building/House,10003,24 EAST   13 STREET,EAST   13 STREET,ADDRESS,NEW YORK,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-16T09:53:22.000,02 MANHATTAN,1005700017,MANHATTAN,986175,207004,MOBILE,Unspecified,MANHATTAN,40.734854607255826,-73.99305394839115,"{'latitude': '40.734854607255826', 'longitude': '-73.99305394839115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,UNIVERSITY PLACE,5 AVENUE,UNIVERSITY PLACE,EAST   13 STREET,,,,,,
58834126,2023-09-16T08:02:52.000,2023-09-16T08:37:10.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10003,24 EAST   13 STREET,EAST   13 STREET,ADDRESS,NEW YORK,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-16T08:37:13.000,02 MANHATTAN,1005700017,MANHATTAN,986175,207004,MOBILE,Unspecified,MANHATTAN,40.734854607255826,-73.99305394839115,"{'latitude': '40.734854607255826', 'longitude': '-73.99305394839115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,UNIVERSITY PLACE,5 AVENUE,UNIVERSITY PLACE,EAST   13 STREET,,,,,,
58833627,2023-09-16T08:02:51.000,2023-09-16T08:04:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10457,500 EAST  171 STREET,EAST  171 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T08:04:29.000,03 BRONX,2029110001,BRONX,1011114,244412,ONLINE,Unspecified,BRONX,40.83748891098481,-73.90291603500285,"{'latitude': '40.83748891098481', 'longitude': '-73.90291603500285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WASHINGTON AVENUE,3 AVENUE,WASHINGTON AVENUE,3 AVENUE,EAST  171 STREET,,,,,,
58829857,2023-09-16T08:01:21.000,2023-09-16T08:54:00.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11223,2250 EAST FOURTH STREET,EAST FOURTH STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T08:54:04.000,15 BROOKLYN,3071550004,BROOKLYN,993319,156138,MOBILE,Unspecified,BROOKLYN,40.59523432704477,-73.96734440260906,"{'latitude': '40.59523432704477', 'longitude': '-73.96734440260906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE V,GRAVESEND NECK ROAD,AVENUE V,GRAVESEND NECK ROAD,EAST    4 STREET,,,,,,
58831740,2023-09-16T08:00:48.000,2023-09-16T09:28:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10459,900 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T09:28:57.000,02 BRONX,2027350001,BRONX,1013900,237876,ONLINE,Unspecified,BRONX,40.8195405581795,-73.89287658874127,"{'latitude': '40.8195405581795', 'longitude': '-73.89287658874127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BARRETTO STREET,EAST  163 STREET,BARRETTO STREET,EAST  163 STREET,SOUTHERN BOULEVARD,,,,,,
58833239,2023-09-16T08:00:11.000,2023-09-16T08:54:22.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,306 GRAVESEND NECK ROAD,GRAVESEND NECK ROAD,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T08:54:26.000,15 BROOKLYN,3071550077,BROOKLYN,993137,155950,MOBILE,Unspecified,BROOKLYN,40.594718489281725,-73.96799999428525,"{'latitude': '40.594718489281725', 'longitude': '-73.96799999428525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST    3 STREET,EAST    4 STREET,EAST    3 STREET,EAST    4 STREET,GRAVESEND NECK ROAD,,,,,,
58828572,2023-09-16T07:59:53.000,2023-09-16T08:39:15.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11217,45 8 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T08:39:19.000,06 BROOKLYN,3010620002,BROOKLYN,991906,184941,ONLINE,Unspecified,BROOKLYN,40.67429376521706,-73.97239964527637,"{'latitude': '40.67429376521706', 'longitude': '-73.97239964527637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LINCOLN PLACE,BERKELEY PLACE,LINCOLN PLACE,BERKELEY PLACE,8 AVENUE,,,,,,
58828836,2023-09-16T07:59:18.000,2023-09-26T10:38:05.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11356,126-01 15 AVENUE,15 AVENUE,ADDRESS,COLLEGE POINT,Closed,The Department of Sanitation collected the requested items.,2023-09-18T10:55:32.000,07 QUEENS,4040930055,QUEENS,1028006,225299,ONLINE,Unspecified,QUEENS,40.784961586215516,-73.84199463642712,"{'latitude': '40.784961586215516', 'longitude': '-73.84199463642712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",126 STREET,14 AVENUE,126 STREET,14 AVENUE,15 AVENUE,,,,,,
58835696,2023-09-16T07:58:52.000,2023-09-16T08:38:56.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11234,1340 EAST   38 STREET,EAST   38 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T08:39:01.000,18 BROOKLYN,3076550063,BROOKLYN,1001413,165720,MOBILE,Unspecified,BROOKLYN,40.62152296891423,-73.9381752348569,"{'latitude': '40.62152296891423', 'longitude': '-73.9381752348569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KINGS HIGHWAY,AVENUE M,KINGS HIGHWAY,AVENUE M,EAST   38 STREET,,,,,,
58834589,2023-09-16T07:58:49.000,2023-09-16T07:58:49.000,DOT,Department of Transportation,Street Condition,Pothole,,11214,77 STREET,77 STREET,BLOCKFACE,BROOKLYN,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-16T07:58:49.000,11 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,19 AVENUE,20 AVENUE,,,,N/A,,,,,
58831258,2023-09-16T07:58:41.000,2023-09-17T17:45:34.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Ventilation,3+ Family Apartment Building,11201,29 FLEET WALK,FLEET WALK,ADDRESS,BROOKLYN,Closed,An attempt was made to investigate the condition you reported but the inspector could not gain access to the site.,2023-09-17T17:45:34.000,02 BROOKLYN,3020500001,BROOKLYN,989412,192491,ONLINE,Unspecified,BROOKLYN,40.69501859604293,-73.98138488549549,"{'latitude': '40.69501859604293', 'longitude': '-73.98138488549549', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NAVY WALK,JOHNSON STREET,NAVY WALK,JOHNSON STREET,FLEET WALK,,,,,,
58833240,2023-09-16T07:58:03.000,2023-09-16T08:52:24.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204,1583 WEST    8 STREET,WEST    8 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T08:52:29.000,11 BROOKLYN,3065990059,BROOKLYN,989324,160957,PHONE,Unspecified,BROOKLYN,40.6084646903516,-73.98172595263735,"{'latitude': '40.6084646903516', 'longitude': '-73.98172595263735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE O,AVENUE P,AVENUE O,AVENUE P,WEST    8 STREET,,,,,,
58835111,2023-09-16T07:58:01.000,2023-09-18T17:19:56.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10457,2105 RYER AVENUE,RYER AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-18T00:00:00.000,05 BRONX,2031560155,BRONX,1011723,250206,MOBILE,Unspecified,BRONX,40.85338985543013,-73.90069142984217,"{'latitude': '40.85338985543013', 'longitude': '-73.90069142984217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58834374,2023-09-16T07:57:59.000,2023-09-16T08:53:29.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11223,2250 EAST FOURTH STREET,EAST FOURTH STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T08:53:34.000,15 BROOKLYN,3071550004,BROOKLYN,993319,156138,MOBILE,Unspecified,BROOKLYN,40.59523432704477,-73.96734440260906,"{'latitude': '40.59523432704477', 'longitude': '-73.96734440260906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE V,GRAVESEND NECK ROAD,AVENUE V,GRAVESEND NECK ROAD,EAST    4 STREET,,,,,,
58834370,2023-09-16T07:57:20.000,2023-09-18T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11229,2115 EAST   13 STREET,EAST   13 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-18T00:00:00.000,15 BROOKLYN,3073460073,BROOKLYN,995873,157183,UNKNOWN,Unspecified,BROOKLYN,40.598099659565584,-73.95814617906109,"{'latitude': '40.598099659565584', 'longitude': '-73.95814617906109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58831748,2023-09-16T07:56:33.000,2023-09-16T14:11:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,4200 16 AVENUE,16 AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T14:11:57.000,12 BROOKLYN,3053620021,BROOKLYN,989377,170579,MOBILE,Unspecified,BROOKLYN,40.63487504144135,-73.98152776509703,"{'latitude': '40.63487504144135', 'longitude': '-73.98152776509703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42 STREET,43 STREET,42 STREET,43 STREET,16 AVENUE,,,,,,
58833062,2023-09-16T07:56:21.000,2023-09-16T08:38:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11234,3505 AVENUE M,AVENUE M,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T08:38:44.000,18 BROOKLYN,3076530001,BROOKLYN,1000732,165220,MOBILE,Unspecified,BROOKLYN,40.62015186651431,-73.94062956121394,"{'latitude': '40.62015186651431', 'longitude': '-73.94062956121394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   35 STREET,EAST   36 STREET,EAST   35 STREET,EAST   36 STREET,AVENUE M,,,,,,
58831685,2023-09-16T07:56:00.000,2023-09-23T08:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11105,22-64 37 STREET,37 STREET,ADDRESS,ASTORIA,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-23T08:15:00.000,01 QUEENS,4008210057,QUEENS,1009490,220818,ONLINE,Unspecified,QUEENS,40.77273470557419,-73.90887371523883,"{'latitude': '40.77273470557419', 'longitude': '-73.90887371523883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DITMARS BLVD,23 AVE,,,,N/A,,,,,
58830440,2023-09-16T07:55:37.000,2023-09-16T08:22:25.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10029,161 EAST  110 STREET,EAST  110 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T08:22:28.000,11 MANHATTAN,1016387501,MANHATTAN,999843,228743,MOBILE,Unspecified,MANHATTAN,40.79450899879865,-73.94368475619177,"{'latitude': '40.79450899879865', 'longitude': '-73.94368475619177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,EAST  110 STREET,,,,,,
58833927,2023-09-16T07:55:35.000,2023-09-16T09:27:04.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11385,69-01 62 STREET,62 STREET,ADDRESS,RIDGEWOOD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T09:27:07.000,05 QUEENS,4036310001,QUEENS,1013448,195756,MOBILE,Unspecified,QUEENS,40.70393359187865,-73.89469257535572,"{'latitude': '40.70393359187865', 'longitude': '-73.89469257535572', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CATALPA AVENUE,CYPRESS HILLS STREET,CATALPA AVENUE,CYPRESS HILLS STREET,62 STREET,,,,,,
58830095,2023-09-16T07:55:17.000,2023-09-20T07:13:36.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Street,10309,17 PAGE AVENUE,PAGE AVENUE,ADDRESS,STATEN ISLAND,Closed,"The Department of Sanitation (DSNY) inspected and partially cleaned the lot. Due to multiple issues with who owns and is responsible for the lot, DSNY could not clean it.",2023-09-20T07:13:39.000,03 STATEN ISLAND,5075780064,STATEN ISLAND,918951,129983,ONLINE,Unspecified,STATEN ISLAND,40.52320823782211,-74.23487514811428,"{'latitude': '40.52320823782211', 'longitude': '-74.23487514811428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BOSCOMBE AVENUE,RICHMOND VALLEY ROAD,BOSCOMBE AVENUE,RICHMOND VALLEY ROAD,PAGE AVENUE,,,,,,
58826425,2023-09-16T07:55:11.000,2023-09-16T10:50:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10466,655 EAST  230 STREET,EAST  230 STREET,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T10:50:36.000,12 BRONX,2048330028,BRONX,1022911,264242,PHONE,Unspecified,BRONX,40.89187241649303,-73.86016845296459,"{'latitude': '40.89187241649303', 'longitude': '-73.86016845296459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,EAST  230 STREET,,,,,,
58834706,2023-09-16T07:55:00.000,2023-09-16T09:00:47.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11201,177 SANDS STREET,SANDS STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T09:00:51.000,02 BROOKLYN,3000680001,BROOKLYN,988793,194233,ONLINE,Unspecified,BROOKLYN,40.699800319891985,-73.98361593748928,"{'latitude': '40.699800319891985', 'longitude': '-73.98361593748928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,SANDS STREET,,,,,,
58827511,2023-09-16T07:54:18.000,2023-09-18T12:14:58.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10029,108 EAST  116 STREET,EAST  116 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T12:15:04.000,11 MANHATTAN,1016437501,MANHATTAN,1000121,230401,MOBILE,Unspecified,MANHATTAN,40.79905926249564,-73.94267682092394,"{'latitude': '40.79905926249564', 'longitude': '-73.94267682092394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,EAST  116 STREET,,,,,,
58829195,2023-09-16T07:54:17.000,2023-09-16T08:34:38.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11210,2666 BEDFORD AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T08:34:43.000,14 BROOKLYN,3052240050,BROOKLYN,997079,171570,MOBILE,Unspecified,BROOKLYN,40.63758731854743,-73.953776098515,"{'latitude': '40.63758731854743', 'longitude': '-73.953776098515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,BEDFORD AVENUE,,,,,,
58833389,2023-09-16T07:53:55.000,2023-09-16T09:01:12.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11201,177 SANDS STREET,SANDS STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T09:01:16.000,02 BROOKLYN,3000680001,BROOKLYN,988793,194233,ONLINE,Unspecified,BROOKLYN,40.699800319891985,-73.98361593748928,"{'latitude': '40.699800319891985', 'longitude': '-73.98361593748928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,SANDS STREET,,,,,,
58832353,2023-09-16T07:53:32.000,2023-09-16T07:53:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,500 EAST  171 STREET,EAST  171 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T07:54:00.000,03 BRONX,2029110001,BRONX,1011114,244412,ONLINE,Unspecified,BRONX,40.83748891098481,-73.90291603500285,"{'latitude': '40.83748891098481', 'longitude': '-73.90291603500285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WASHINGTON AVENUE,3 AVENUE,WASHINGTON AVENUE,3 AVENUE,EAST  171 STREET,,,,,,
58835242,2023-09-16T07:53:20.000,2023-09-16T07:53:20.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11226,351 EAST   21 STREET,EAST   21 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",2023-09-16T07:53:20.000,14 BROOKLYN,3051250084,BROOKLYN,995597,174533,MOBILE,Unspecified,BROOKLYN,40.6457221394865,-73.9591108775151,"{'latitude': '40.6457221394865', 'longitude': '-73.9591108775151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",REGENT PLACE,BEVERLEY ROAD,REGENT PLACE,BEVERLEY ROAD,EAST   21 STREET,,,,,,
58828622,2023-09-16T07:52:39.000,2023-09-16T07:52:39.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11239,1062 ELTON STREET,ELTON STREET,ADDRESS,BROOKLYN,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-16T07:52:39.000,05 BROOKLYN,3044477501,BROOKLYN,1018989,178838,PHONE,Unspecified,BROOKLYN,40.657477553019326,-73.87479527961135,"{'latitude': '40.657477553019326', 'longitude': '-73.87479527961135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLATLANDS AVENUE,LOCKE STREET,FLATLANDS AVENUE,LOCKE STREET,ELTON STREET,,,,,,
58831908,2023-09-16T07:52:12.000,2023-09-16T08:41:47.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11236,928 EAST   81 STREET,EAST   81 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T08:41:51.000,18 BROOKLYN,3080170053,BROOKLYN,1008694,170809,PHONE,Unspecified,BROOKLYN,40.635474098140875,-73.91192911330116,"{'latitude': '40.635474098140875', 'longitude': '-73.91192911330116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLATLANDS AVENUE,AVENUE J,FLATLANDS AVENUE,AVENUE J,EAST   81 STREET,,,,,,
