unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,facility_type,due_date
58842820,2023-09-17T22:57:48.000,2023-10-20T06:58:00.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11372,33-25 76 STREET,76 STREET,,,,,ADDRESS,JACKSON HEIGHTS,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-20T00:00:00.000,03 QUEENS,4012490018,QUEENS,1014496,214143,ONLINE,Unspecified,QUEENS,40.75439785408603,-73.89083014621936,"{'latitude': '40.75439785408603', 'longitude': '-73.89083014621936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844872,2023-09-17T22:57:48.000,2023-10-20T06:58:00.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11372,33-25 76 STREET,76 STREET,,,,,ADDRESS,JACKSON HEIGHTS,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-20T00:00:00.000,03 QUEENS,4012490018,QUEENS,1014496,214143,ONLINE,Unspecified,QUEENS,40.75439785408603,-73.89083014621936,"{'latitude': '40.75439785408603', 'longitude': '-73.89083014621936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843742,2023-09-17T22:57:35.000,2023-09-17T23:24:20.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10459,1209 SIMPSON STREET,SIMPSON STREET,HOME STREET,FREEMAN STREET,HOME STREET,FREEMAN STREET,ADDRESS,BRONX,SIMPSON STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T23:24:28.000,03 BRONX,2029740175,BRONX,1013887,241279,MOBILE,Unspecified,BRONX,40.82888086389587,-73.89290852586714,"{'latitude': '40.82888086389587', 'longitude': '-73.89290852586714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838181,2023-09-17T22:57:30.000,2023-09-17T23:11:10.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11216,633 NOSTRAND AVENUE,NOSTRAND AVENUE,BERGEN STREET,ST MARKS AVENUE,BERGEN STREET,ST MARKS AVENUE,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T23:11:17.000,08 BROOKLYN,3012200001,BROOKLYN,998131,185393,ONLINE,Unspecified,BROOKLYN,40.675526831042674,-73.94995720717378,"{'latitude': '40.675526831042674', 'longitude': '-73.94995720717378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838034,2023-09-17T22:57:16.000,2023-09-18T00:50:20.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11214,1608 80 STREET,80 STREET,16 AVENUE,17 AVENUE,16 AVENUE,17 AVENUE,ADDRESS,BROOKLYN,80 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T00:50:29.000,11 BROOKLYN,3062830010,BROOKLYN,983341,162668,ONLINE,Unspecified,BROOKLYN,40.61316243967256,-74.00327400037553,"{'latitude': '40.61316243967256', 'longitude': '-74.00327400037553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842374,2023-09-17T22:56:34.000,2023-09-17T23:52:53.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10462,2358 ELLIS AVENUE,ELLIS AVENUE,HAVEMEYER AVENUE,ZEREGA AVENUE,HAVEMEYER AVENUE,ZEREGA AVENUE,ADDRESS,BRONX,ELLIS AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T23:53:03.000,09 BRONX,2038300038,BRONX,1026751,242903,MOBILE,Unspecified,BRONX,40.83328573737389,-73.84641504621625,"{'latitude': '40.83328573737389', 'longitude': '-73.84641504621625', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844610,2023-09-17T22:56:02.000,2023-09-17T23:36:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10030,630 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  141 STREET,WEST  145 STREET,WEST  141 STREET,WEST  145 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T23:36:55.000,09 MANHATTAN,1020510001,MANHATTAN,999255,238705,ONLINE,Unspecified,MANHATTAN,40.82185294535842,-73.94578609296435,"{'latitude': '40.82185294535842', 'longitude': '-73.94578609296435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838424,2023-09-17T22:55:50.000,2023-09-18T01:07:11.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11206,181 TROUTMAN STREET,TROUTMAN STREET,CENTRAL AVENUE,WILSON AVENUE,CENTRAL AVENUE,WILSON AVENUE,ADDRESS,BROOKLYN,TROUTMAN STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T01:07:20.000,04 BROOKLYN,3031730046,BROOKLYN,1004149,194722,MOBILE,Unspecified,BROOKLYN,40.70112130312718,-73.92823399634334,"{'latitude': '40.70112130312718', 'longitude': '-73.92823399634334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843019,2023-09-17T22:55:20.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10010,307 3 AVENUE,3 AVENUE,EAST 23 STREET,EAST 24 STREET,EAST   23 STREET,EAST   24 STREET,ADDRESS,NEW YORK,3 AVENUE,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-18T00:54:35.000,06 MANHATTAN,1009040001,MANHATTAN,988974,208545,MOBILE,Unspecified,MANHATTAN,40.73908321906709,-73.9829531270222,"{'latitude': '40.73908321906709', 'longitude': '-73.9829531270222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58845215,2023-09-17T22:55:16.000,2023-09-17T23:22:23.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11385,74-37 65 STREET,65 STREET,CYPRESS HILLS STREET,COOPER AVENUE,CYPRESS HILLS STREET,COOPER AVENUE,ADDRESS,RIDGEWOOD,65 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T23:22:33.000,05 QUEENS,4036000085,QUEENS,1014896,194329,MOBILE,Unspecified,QUEENS,40.700011918006844,-73.88947662257476,"{'latitude': '40.700011918006844', 'longitude': '-73.88947662257476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842430,2023-09-17T22:55:00.000,2023-09-18T00:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10033,,,,,BROADWAY,WEST 179 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-18T00:00:00.000,12 MANHATTAN,,MANHATTAN,1001660,248575,UNKNOWN,Unspecified,MANHATTAN,40.84893882297593,-73.93707107740241,"{'latitude': '40.84893882297593', 'longitude': '-73.93707107740241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,
58841028,2023-09-17T22:54:53.000,2023-09-18T12:44:03.000,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Street,10025,320 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST  104 STREET,WEST  105 STREET,WEST  104 STREET,WEST  105 STREET,ADDRESS,NEW YORK,RIVERSIDE DRIVE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T11:12:58.000,07 MANHATTAN,1018910001,MANHATTAN,992298,231125,ONLINE,Unspecified,MANHATTAN,40.80105703285138,-73.97093120998102,"{'latitude': '40.80105703285138', 'longitude': '-73.97093120998102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841423,2023-09-17T22:54:35.000,2023-09-18T01:32:06.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10458,685 EAST  183 STREET,EAST  183 STREET,CAMBRELENG AVENUE,BEAUMONT AVENUE,CAMBRELENG AVENUE,BEAUMONT AVENUE,ADDRESS,BRONX,EAST  183 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-18T01:32:15.000,06 BRONX,2030890001,BRONX,1015752,249769,ONLINE,Unspecified,BRONX,40.85217696517725,-73.88612959119928,"{'latitude': '40.85217696517725', 'longitude': '-73.88612959119928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839557,2023-09-17T22:54:28.000,2023-09-17T23:15:25.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11201,8 REMSEN STREET,REMSEN STREET,BROOKLYN HEIGHTS PROMENADE,MONTAGUE TERRACE,BROOKLYN HEIGHTS PROMENADE,MONTAGUE TERRACE,ADDRESS,BROOKLYN,REMSEN STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T23:15:32.000,02 BROOKLYN,3002510006,BROOKLYN,984801,192510,MOBILE,Unspecified,BROOKLYN,40.69507223494248,-73.9980129918118,"{'latitude': '40.69507223494248', 'longitude': '-73.9980129918118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837479,2023-09-17T22:54:11.000,2023-09-17T23:23:12.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10459,1209 SIMPSON STREET,SIMPSON STREET,HOME STREET,FREEMAN STREET,HOME STREET,FREEMAN STREET,ADDRESS,BRONX,SIMPSON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T23:23:18.000,03 BRONX,2029740175,BRONX,1013887,241279,MOBILE,Unspecified,BRONX,40.82888086389587,-73.89290852586714,"{'latitude': '40.82888086389587', 'longitude': '-73.89290852586714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844375,2023-09-17T22:54:07.000,2023-09-17T23:14:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10032,500 WEST  159 STREET,WEST  159 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  159 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-17T23:14:42.000,12 MANHATTAN,1021170034,MANHATTAN,1000460,243216,MOBILE,Unspecified,MANHATTAN,40.83423222011415,-73.9414214623678,"{'latitude': '40.83423222011415', 'longitude': '-73.9414214623678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58836994,2023-09-17T22:53:57.000,2023-09-17T23:03:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11374,66-15 WETHEROLE STREET,WETHEROLE STREET,66 AVENUE,67 AVENUE,66 AVENUE,67 AVENUE,ADDRESS,REGO PARK,WETHEROLE STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T23:03:57.000,06 QUEENS,4031570101,QUEENS,1023979,203617,ONLINE,Unspecified,QUEENS,40.725469114005584,-73.85666444542763,"{'latitude': '40.725469114005584', 'longitude': '-73.85666444542763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842331,2023-09-17T22:53:48.000,2023-09-17T23:00:45.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10023,255 WEST   75 STREET,WEST   75 STREET,BROADWAY,WEST END AVENUE,BROADWAY,WEST END AVENUE,ADDRESS,NEW YORK,WEST   75 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:00:52.000,07 MANHATTAN,1011670104,MANHATTAN,989200,223954,MOBILE,Unspecified,MANHATTAN,40.781376847871165,-73.98212624499489,"{'latitude': '40.781376847871165', 'longitude': '-73.98212624499489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844655,2023-09-17T22:53:39.000,2023-09-17T23:52:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11435,135-30 GRAND CENTRAL PARKWAY SR EB,GRAND CENTRAL PARKWAY SR EB,135 STREET,UNION TURNPIKE,135 STREET,UNION TURNPIKE,ADDRESS,JAMAICA,GRAND CENTRAL PARKWAY SR EB,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T23:52:18.000,08 QUEENS,4066360001,QUEENS,1033321,200227,ONLINE,Unspecified,QUEENS,40.71611751034009,-73.82298487788441,"{'latitude': '40.71611751034009', 'longitude': '-73.82298487788441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841894,2023-09-17T22:53:27.000,2023-09-18T05:06:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11105,23-50 26 STREET,26 STREET,23 AVENUE,24 AVENUE,23 AVENUE,24 AVENUE,ADDRESS,ASTORIA,26 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T05:06:41.000,01 QUEENS,4008640058,QUEENS,1007183,221817,MOBILE,Unspecified,QUEENS,40.77548298372297,-73.9171994742426,"{'latitude': '40.77548298372297', 'longitude': '-73.9171994742426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843456,2023-09-17T22:53:21.000,2023-09-17T23:22:20.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10002,134 ELDRIDGE STREET,ELDRIDGE STREET,BROOME STREET,DELANCEY STREET,BROOME STREET,DELANCEY STREET,ADDRESS,NEW YORK,ELDRIDGE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:22:28.000,03 MANHATTAN,1004140001,MANHATTAN,986588,201196,ONLINE,Unspecified,MANHATTAN,40.7189129617464,-73.99156572246149,"{'latitude': '40.7189129617464', 'longitude': '-73.99156572246149', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841407,2023-09-17T22:53:16.000,2023-09-17T23:06:37.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11101,40-50 VERNON BOULEVARD,VERNON BOULEVARD,40 AVENUE,41 AVENUE,40 AVENUE,41 AVENUE,ADDRESS,LONG ISLAND CITY,VERNON BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:06:47.000,01 QUEENS,4004770049,QUEENS,998969,215013,PHONE,Queensbridge Park,QUEENS,40.75682526233117,-73.94687134438423,"{'latitude': '40.75682526233117', 'longitude': '-73.94687134438423', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841501,2023-09-17T22:52:55.000,2023-09-17T22:55:32.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11210,723 EAST   27 STREET,EAST   27 STREET,AMERSFORT PLACE,CAMPUS ROAD,AMERSFORT PLACE,CAMPUS ROAD,ADDRESS,BROOKLYN,EAST   27 STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-17T22:55:42.000,14 BROOKLYN,3075550031,BROOKLYN,997860,169927,ONLINE,Unspecified,BROOKLYN,40.633076468003175,-73.95096540810518,"{'latitude': '40.633076468003175', 'longitude': '-73.95096540810518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844314,2023-09-17T22:52:46.000,2023-09-17T23:21:26.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10465,3350 THROGS NECK EXPRESSWAY SVC RD,THROGS NECK EXPRESSWAY SVC RD,LOGAN AVENUE,HOLLYWOOD AVENUE,LOGAN AVENUE,HOLLYWOOD AVENUE,ADDRESS,BRONX,THROGS NECK EXPRESSWAY SVC RD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:21:33.000,10 BRONX,2054460015,BRONX,1035253,238232,ONLINE,Unspecified,BRONX,40.82042019552978,-73.81572714222865,"{'latitude': '40.82042019552978', 'longitude': '-73.81572714222865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840356,2023-09-17T22:52:44.000,2023-09-17T23:21:48.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10030,138 WEST  143 STREET,WEST  143 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  143 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T23:21:58.000,10 MANHATTAN,1020110053,MANHATTAN,1001245,237933,ONLINE,Unspecified,MANHATTAN,40.8197304192241,-73.93859806867466,"{'latitude': '40.8197304192241', 'longitude': '-73.93859806867466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840566,2023-09-17T22:52:12.000,2023-09-17T22:57:58.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11216,6 ALBANY AVENUE,ALBANY AVENUE,DECATUR STREET,FULTON STREET,DECATUR STREET,FULTON STREET,ADDRESS,BROOKLYN,ALBANY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T22:58:07.000,03 BROOKLYN,3018580024,BROOKLYN,1001313,187243,ONLINE,Unspecified,BROOKLYN,40.6805991000235,-73.93848100682325,"{'latitude': '40.6805991000235', 'longitude': '-73.93848100682325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842471,2023-09-17T22:52:08.000,2023-09-17T23:04:03.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10011,215 8 AVENUE,8 AVENUE,WEST   20 STREET,WEST   21 STREET,WEST   20 STREET,WEST   21 STREET,ADDRESS,NEW YORK,8 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:04:12.000,04 MANHATTAN,1007440043,MANHATTAN,984392,210308,MOBILE,Unspecified,MANHATTAN,40.74392347557637,-73.99948754618742,"{'latitude': '40.74392347557637', 'longitude': '-73.99948754618742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837059,2023-09-17T22:52:06.000,2023-09-17T22:59:38.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10040,151 NAGLE AVENUE,NAGLE AVENUE,ARDEN STREET,THAYER STREET,ARDEN STREET,THAYER STREET,ADDRESS,NEW YORK,NAGLE AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T22:59:47.000,12 MANHATTAN,1021730029,MANHATTAN,1004710,253015,MOBILE,Unspecified,MANHATTAN,40.86111875356414,-73.92603322228999,"{'latitude': '40.86111875356414', 'longitude': '-73.92603322228999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58854395,2023-09-17T22:52:03.000,2023-09-18T00:00:00.000,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,11369,22-10 99 STREET,99 STREET,,,,,ADDRESS,EAST ELMHURST,,Closed,The Department of Buildings reviewed this complaint and referred it to the Department of Transportation for further action.,2023-09-18T00:00:00.000,03 QUEENS,4010750011,QUEENS,1019755,219806,UNKNOWN,Unspecified,QUEENS,40.76992176268236,-73.87181843690904,"{'latitude': '40.76992176268236', 'longitude': '-73.87181843690904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,
58842682,2023-09-17T22:51:52.000,2023-09-17T23:07:20.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,2344 DAVIDSON AVENUE,DAVIDSON AVENUE,EVELYN PLACE,NORTH STREET,EVELYN PLACE,NORTH STREET,ADDRESS,BRONX,DAVIDSON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T23:07:27.000,07 BRONX,2031980055,BRONX,1010769,252572,MOBILE,Unspecified,BRONX,40.85988673093513,-73.90413055721098,"{'latitude': '40.85988673093513', 'longitude': '-73.90413055721098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841735,2023-09-17T22:51:45.000,2023-09-20T09:39:02.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10022,227 EAST   59 STREET,EAST   59 STREET,,,,,ADDRESS,NEW YORK,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-20T00:00:00.000,08 MANHATTAN,1014140013,MANHATTAN,993720,216618,ONLINE,Unspecified,MANHATTAN,40.76123775629136,-73.96581549821805,"{'latitude': '40.76123775629136', 'longitude': '-73.96581549821805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839494,2023-09-17T22:51:44.000,2023-09-17T23:48:20.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11372,72-15 37 AVENUE,37 AVENUE,72 STREET,73 STREET,72 STREET,73 STREET,ADDRESS,JACKSON HEIGHTS,37 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:48:28.000,03 QUEENS,4012720040,QUEENS,1013791,212103,MOBILE,Unspecified,QUEENS,40.74880095774174,-73.89338373116325,"{'latitude': '40.74880095774174', 'longitude': '-73.89338373116325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843883,2023-09-17T22:51:28.000,2023-09-18T03:30:36.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11421,84-57 85 AVENUE,85 AVENUE,FOREST PARKWAY,85 STREET,FOREST PARKWAY,85 STREET,ADDRESS,WOODHAVEN,85 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T03:30:43.000,09 QUEENS,4088580029,QUEENS,1022783,192824,ONLINE,Unspecified,QUEENS,40.695850220359674,-73.8610411759471,"{'latitude': '40.695850220359674', 'longitude': '-73.8610411759471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840096,2023-09-17T22:51:06.000,2023-09-17T23:20:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11237,317 SCHAEFER STREET,SCHAEFER STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,SCHAEFER STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T23:20:18.000,04 BROOKLYN,3034250059,BROOKLYN,1010704,191758,ONLINE,Unspecified,BROOKLYN,40.6929686493527,-73.90460496080767,"{'latitude': '40.6929686493527', 'longitude': '-73.90460496080767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838453,2023-09-17T22:51:02.000,2023-09-17T23:49:55.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11372,37-30 74 STREET,74 STREET,37 AVENUE,37 ROAD,37 AVENUE,37 ROAD,ADDRESS,JACKSON HEIGHTS,74 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:50:03.000,03 QUEENS,4012840051,QUEENS,1014261,211848,ONLINE,Unspecified,QUEENS,40.74809946485075,-73.89168859628005,"{'latitude': '40.74809946485075', 'longitude': '-73.89168859628005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838276,2023-09-17T22:50:58.000,2023-09-17T23:09:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11412,205-11 115 DRIVE,115 DRIVE,205 STREET,FRANCIS LEWIS BOULEVARD,205 STREET,FRANCIS LEWIS BOULEVARD,ADDRESS,SAINT ALBANS,115 DRIVE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:09:47.000,12 QUEENS,4110470038,QUEENS,1054072,193652,ONLINE,Unspecified,QUEENS,40.697931330084835,-73.74819777418304,"{'latitude': '40.697931330084835', 'longitude': '-73.74819777418304', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843418,2023-09-17T22:50:53.000,2023-09-17T22:53:36.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10453,2183 WALTON AVENUE,WALTON AVENUE,CAMERON PLACE,EAST  182 STREET,CAMERON PLACE,EAST  182 STREET,ADDRESS,BRONX,WALTON AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T22:53:42.000,05 BRONX,,BRONX,1010776,251238,ONLINE,Unspecified,BRONX,40.856225281962026,-73.90411053046358,"{'latitude': '40.856225281962026', 'longitude': '-73.90411053046358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841391,2023-09-17T22:50:50.000,2023-09-17T23:53:16.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11201,111 DEKALB AVENUE,DEKALB AVENUE,ASHLAND PLACE,ST FELIX STREET,ASHLAND PLACE,ST FELIX STREET,ADDRESS,BROOKLYN,DEKALB AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T23:53:23.000,02 BROOKLYN,,BROOKLYN,990295,190594,ONLINE,Unspecified,BROOKLYN,40.68981121036758,-73.9782023286894,"{'latitude': '40.68981121036758', 'longitude': '-73.9782023286894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839446,2023-09-17T22:50:31.000,2023-09-18T00:35:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1471 JEROME AVENUE,JEROME AVENUE,MACOMBS ROAD,EAST  171 STREET,MACOMBS ROAD,EAST  171 STREET,ADDRESS,BRONX,JEROME AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T00:35:29.000,04 BRONX,2028580019,BRONX,1007226,245784,ONLINE,Unspecified,BRONX,40.841265621516605,-73.9169621913644,"{'latitude': '40.841265621516605', 'longitude': '-73.9169621913644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
