unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,due_date,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58860349,2023-09-15T12:46:57.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,,,,,,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-15T13:04:08.000,0 Unspecified,,Unspecified,,219028,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,,
58859957,2023-09-15T12:46:56.000,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,,,,,,Closed,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,2023-09-15T15:58:36.000,0 Unspecified,,Unspecified,1009130,260695,PHONE,Unspecified,Unspecified,40.88218663881319,-73.91002557670433,"{'latitude': '40.88218663881319', 'longitude': '-73.91002557670433', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T15:58:32.000,,,,,,,,,,,,,
58852822,2023-09-15T12:46:39.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Funeral Home,Business,,,,,,Closed,"The Department of Consumer and Worker Protection (DCWP) closed your NYC311 Service Request.   DCWP couldn't take action on your complaint because it didn't include important details, such as your contact information or the business's name or location.  If you would like to pursue this complaint, you can file a new NYC311 Service Request. Please provide more information about the complaint so DCWP can help you.",2023-09-18T14:54:55.000,0 Unspecified,,Unspecified,,191491,PHONE,Unspecified,Unspecified,,,,2023-09-18T14:54:50.000,,,,,,,,,,,,,
58820203,2023-09-15T12:46:19.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10025,70 WEST   95 STREET,WEST   95 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following conditions were reported. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,07 MANHATTAN,1012080001,MANHATTAN,993254,227808,PHONE,Unspecified,MANHATTAN,40.79195184670799,-73.96748265531872,"{'latitude': '40.79195184670799', 'longitude': '-73.96748265531872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T12:11:37.000,,,,,,,,,,,,,
58821863,2023-09-15T12:46:17.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10025,109 WEST  105 STREET,WEST  105 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,07 MANHATTAN,1018600026,MANHATTAN,994302,230272,ONLINE,Unspecified,MANHATTAN,40.79871372837378,-73.96369418558984,"{'latitude': '40.79871372837378', 'longitude': '-73.96369418558984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T20:29:11.000,,,,,,,,,,,,,
58826084,2023-09-15T12:46:17.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10025,109 WEST  105 STREET,WEST  105 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-19T00:00:00.000,07 MANHATTAN,1018600026,MANHATTAN,994302,230272,ONLINE,Unspecified,MANHATTAN,40.79871372837378,-73.96369418558984,"{'latitude': '40.79871372837378', 'longitude': '-73.96369418558984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T20:29:11.000,,,,,,,,,,,,,
58820098,2023-09-15T12:46:13.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10039,2588 7 AVENUE,7 AVENUE,ADDRESS,NEW YORK,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-18T00:00:00.000,10 MANHATTAN,1020350001,MANHATTAN,1001677,239663,ONLINE,Unspecified,MANHATTAN,40.82447793690331,-73.93703278577436,"{'latitude': '40.82447793690331', 'longitude': '-73.93703278577436', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T09:20:27.000,,,,,,,,,,,,,
58867975,2023-09-15T12:46:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T13:24:05.000,0 Unspecified,,Unspecified,991430,224663,MOBILE,Unspecified,Unspecified,40.78332133432053,-73.97407327076137,"{'latitude': '40.78332133432053', 'longitude': '-73.97407327076137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T13:24:00.000,,,,,,,,,,,,,
58822797,2023-09-15T12:46:11.000,DOT,Department of Transportation,Street Condition,Pothole,,10302,,,INTERSECTION,STATEN ISLAND,Pending,The Department of Transportation referred this complaint to the Inspections Unit for further action.,2023-09-19T12:40:00.000,01 STATEN ISLAND,,STATEN ISLAND,946155,166751,UNKNOWN,Unspecified,STATEN ISLAND,40.624287567415564,-74.13723199622183,"{'latitude': '40.624287567415564', 'longitude': '-74.13723199622183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,FOREST AVENUE,LIVERMORE AVENUE,,N/A,,,,,,,
58864983,2023-09-15T12:46:09.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,,,,,,Closed,This request required re-assignment to a new DOT unit.,2023-09-19T09:14:34.000,0 Unspecified,,Unspecified,989759,220002,PHONE,Unspecified,Unspecified,40.770529316094844,-73.98011101458165,"{'latitude': '40.770529316094844', 'longitude': '-73.98011101458165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T09:14:29.000,,,,,,,,,,,,,
58856588,2023-09-15T12:46:03.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10458,384 EAST  194 STREET,EAST  194 STREET,ADDRESS,BRONX,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-15T12:46:03.000,07 BRONX,2032760005,BRONX,1014700,253831,MOBILE,Unspecified,BRONX,40.86332962016092,-73.88991380335999,"{'latitude': '40.86332962016092', 'longitude': '-73.88991380335999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:46:03.000,DECATUR AVENUE,WEBSTER AVENUE,DECATUR AVENUE,WEBSTER AVENUE,EAST  194 STREET,,,,,,,,
58822354,2023-09-15T12:46:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10454,700 EAST  134 STREET,EAST  134 STREET,INTERSECTION,BRONX,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-18T12:56:00.000,01 BRONX,2025620023,BRONX,1007614,231722,UNKNOWN,Unspecified,BRONX,40.802668409181905,-73.91560887876318,"{'latitude': '40.802668409181905', 'longitude': '-73.91560887876318', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T12:56:00.000,BRUCKNER BLVD,BRUCKNER EXPY,EAST 134 STREET,BRUCKNER BOULEVARD,,,,,,,,,
58854280,2023-09-15T12:45:52.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,,,,,,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-18T10:49:51.000,0 Unspecified,,Unspecified,986039,198323,MOBILE,Coleman Playground,Unspecified,40.71102739157987,-73.99354698996375,"{'latitude': '40.71102739157987', 'longitude': '-73.99354698996375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T10:49:42.000,,,,,,,,,,,,,
58864385,2023-09-15T12:45:29.000,DOT,Department of Transportation,Curb Condition,Defacement,Curb,11219,1066 40 STREET,40 STREET,ADDRESS,BROOKLYN,Closed,The Department of Transportation inspected the condition you reported and issued a notice to the responsible party to correct the condition.,2023-10-18T10:04:14.000,12 BROOKLYN,3055870035,BROOKLYN,986448,173612,PHONE,Unspecified,BROOKLYN,40.64320118916188,-73.99207976623596,"{'latitude': '40.64320118916188', 'longitude': '-73.99207976623596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-18T10:04:11.000,10 AVENUE,FORT HAMILTON PARKWAY,10 AVENUE,FORT HAMILTON PARKWAY,40 STREET,,,,,,,,
58857584,2023-09-15T12:45:21.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T15:02:53.000,0 Unspecified,,Unspecified,,243314,PHONE,Unspecified,Unspecified,,,,2023-09-15T15:02:50.000,,,,,,,,,,,,,
58862390,2023-09-15T12:45:18.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11225,101 LEFFERTS AVENUE,LEFFERTS AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-15T12:45:18.000,09 BROOKLYN,3013180068,BROOKLYN,995857,180428,PHONE,Unspecified,BROOKLYN,40.6619022887968,-73.95816381741987,"{'latitude': '40.6619022887968', 'longitude': '-73.95816381741987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:45:18.000,WASHINGTON AVENUE,BEDFORD AVENUE,WASHINGTON AVENUE,BEDFORD AVENUE,LEFFERTS AVENUE,,,,,,,,
58859919,2023-09-15T12:45:10.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T12:56:44.000,0 Unspecified,,Unspecified,1012821,255422,ONLINE,Unspecified,Unspecified,40.867702710791576,-73.89670018174044,"{'latitude': '40.867702710791576', 'longitude': '-73.89670018174044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:56:41.000,,,,,,,,,,,,,
58853542,2023-09-15T12:45:01.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Traffic Sign or Signal Blocked,Street,,,,,,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-18T14:21:14.000,0 Unspecified,,Unspecified,1048446,,PHONE,Unspecified,Unspecified,,,,2023-09-18T14:21:09.000,,,,,,,,,,,,,
58851446,2023-09-15T12:44:50.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,,,,,,Closed,The Department of Sanitation collected the requested items.,2023-09-18T09:58:41.000,0 Unspecified,,Unspecified,925246,138216,PHONE,Unspecified,Unspecified,40.545850314424136,-74.21230441493924,"{'latitude': '40.545850314424136', 'longitude': '-74.21230441493924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T12:25:03.000,,,,,,,,,,,,,
58869185,2023-09-15T12:44:47.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T15:26:23.000,0 Unspecified,,Unspecified,960265,164648,PHONE,Unspecified,Unspecified,40.618564711198474,-74.08639523338778,"{'latitude': '40.618564711198474', 'longitude': '-74.08639523338778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T15:26:13.000,,,,,,,,,,,,,
58823935,2023-09-15T12:44:46.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11215,661 5 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,Closed,The cleaning crew could not locate the property requiring graffiti removal.,2023-09-27T08:33:25.000,07 BROOKLYN,3008850005,BROOKLYN,986345,180559,UNKNOWN,Unspecified,BROOKLYN,40.66226921480565,-73.9924487566643,"{'latitude': '40.66226921480565', 'longitude': '-73.9924487566643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T00:00:00.000,,,,,,N/A,2023-10-15T12:44:46.000,,,,,,
58823031,2023-09-15T12:44:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),,10031,52 ST NICHOLAS PLACE,ST NICHOLAS PLACE,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection investigated this complaint and repaired or replaced the hydrant.,2023-09-19T09:00:00.000,09 MANHATTAN,1020540089,MANHATTAN,1000507,241245,PHONE,Unspecified,MANHATTAN,40.828822306013095,-73.94125639371076,"{'latitude': '40.828822306013095', 'longitude': '-73.94125639371076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T09:00:00.000,W 152 ST,W 153 ST,,,,,,,,,,,
58825596,2023-09-15T12:44:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11385,65-52 MYRTLE AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-15T20:50:00.000,05 QUEENS,4036980027,QUEENS,1015088,194789,ONLINE,Unspecified,QUEENS,40.70127384239189,-73.88878207791257,"{'latitude': '40.70127384239189', 'longitude': '-73.88878207791257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T20:50:00.000,65 PL,66 ST,,,,,,,,,,,
58824848,2023-09-15T12:43:59.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:23:21.000,0 Unspecified,,Unspecified,1035155,189674,ONLINE,Unspecified,Unspecified,40.68714169875365,-73.81644882776827,"{'latitude': '40.68714169875365', 'longitude': '-73.81644882776827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:23:07.000,,,,,,,,,,,,,
58864605,2023-09-15T12:43:49.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-15T15:16:05.000,0 Unspecified,,Unspecified,986567,191346,ONLINE,Unspecified,Unspecified,40.691877038140824,-73.99164486868642,"{'latitude': '40.691877038140824', 'longitude': '-73.99164486868642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T15:16:02.000,,,,,,,,,,,,,
58850235,2023-09-15T12:43:43.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,,,,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T10:04:00.000,0 Unspecified,,Unspecified,987819,159523,PHONE,Unspecified,Unspecified,40.60452938745184,-73.98714697861767,"{'latitude': '40.60452938745184', 'longitude': '-73.98714697861767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T15:31:31.000,,,,,,,,,,,,,
58867015,2023-09-15T12:43:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T16:43:24.000,0 Unspecified,,Unspecified,1005529,248319,PHONE,Unspecified,Unspecified,40.8482277023881,-73.92308728975526,"{'latitude': '40.8482277023881', 'longitude': '-73.92308728975526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T16:43:20.000,,,,,,,,,,,,,
58831507,2023-09-15T12:43:20.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,,,,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T10:59:16.000,0 Unspecified,,Unspecified,,187854,ONLINE,Unspecified,Unspecified,,,,2023-09-19T12:00:19.000,,,,,,,,,,,,,
58836805,2023-09-15T12:43:13.000,DSNY,Department of Sanitation,Missed Collection,Compost,Street,,,,,,Closed,The Department of Sanitation collected the requested items.,2023-09-16T09:40:30.000,0 Unspecified,,Unspecified,990844,182133,ONLINE,Unspecified,Unspecified,40.66658728819991,-73.97623096774923,"{'latitude': '40.66658728819991', 'longitude': '-73.97623096774923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:29:32.000,,,,,,,,,,,,,
58820204,2023-09-15T12:43:12.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10036,692 9 AVENUE,9 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,04 MANHATTAN,1010380064,MANHATTAN,987007,216880,PHONE,Unspecified,MANHATTAN,40.761961520882075,-73.99004776205346,"{'latitude': '40.761961520882075', 'longitude': '-73.99004776205346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T10:25:59.000,,,,,,,,,,,,,
58824416,2023-09-15T12:43:08.000,HPD,Department of Housing Preservation and Development,PLUMBING,SEWER,RESIDENTIAL BUILDING,10462,2265 WESTCHESTER AVENUE,WESTCHESTER AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,10 BRONX,2039640045,BRONX,1025938,243377,PHONE,Unspecified,BRONX,40.8345906037867,-73.84935001524146,"{'latitude': '40.8345906037867', 'longitude': '-73.84935001524146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T20:51:20.000,,,,,,,,,,,,,
58822751,2023-09-15T12:43:04.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11225,1610 BEDFORD AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,09 BROOKLYN,3012800044,BROOKLYN,996420,182566,PHONE,Unspecified,BROOKLYN,40.66776986790561,-73.95613068551565,"{'latitude': '40.66776986790561', 'longitude': '-73.95613068551565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-05T06:59:13.000,,,,,,,,,,,,,
58821861,2023-09-15T12:43:03.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10469,3475 BRUNER AVENUE,BRUNER AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,12 BRONX,2048830124,BRONX,1028006,259720,PHONE,Unspecified,BRONX,40.879437170194514,-73.84177011625711,"{'latitude': '40.879437170194514', 'longitude': '-73.84177011625711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T17:02:15.000,,,,,,,,,,,,,
58826019,2023-09-15T12:42:59.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11236,642 EAST   96 STREET,EAST   96 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-12T00:00:00.000,17 BROOKLYN,3047550068,BROOKLYN,1008527,177208,PHONE,Unspecified,BROOKLYN,40.653038425654906,-73.91250778039515,"{'latitude': '40.653038425654906', 'longitude': '-73.91250778039515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-12T19:43:53.000,,,,,,,,,,,,,
58869555,2023-09-15T12:42:42.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T13:20:01.000,0 Unspecified,,Unspecified,996983,225831,ONLINE,Unspecified,Unspecified,40.78652092693347,-73.95401937071729,"{'latitude': '40.78652092693347', 'longitude': '-73.95401937071729', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T13:19:53.000,,,,,,,,,,,,,
58822938,2023-09-15T12:42:34.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,11221,215 LEWIS AVENUE,LEWIS AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-15T00:00:00.000,03 BROOKLYN,3016250006,BROOKLYN,1001931,190314,UNKNOWN,Unspecified,BROOKLYN,40.689027078454,-73.9362448098935,"{'latitude': '40.689027078454', 'longitude': '-73.9362448098935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:42:34.000,,,,,,,,,,,,,
58820243,2023-09-15T12:42:34.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10457,2001 ARTHUR AVENUE,ARTHUR AVENUE,ADDRESS,BRONX,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-14T00:00:00.000,06 BRONX,2030680033,BRONX,1013909,248024,UNKNOWN,Unspecified,BRONX,40.847393843224864,-73.89279920326996,"{'latitude': '40.847393843224864', 'longitude': '-73.89279920326996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-14T00:00:00.000,,,,,,,,,,,,,
58866658,2023-09-15T12:42:31.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,,,,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T06:32:12.000,0 Unspecified,,Unspecified,993599,189519,ONLINE,Unspecified,Unspecified,40.68685770906235,-73.96628992461665,"{'latitude': '40.68685770906235', 'longitude': '-73.96628992461665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T11:36:45.000,,,,,,,,,,,,,
58858559,2023-09-15T12:42:28.000,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Other (Explain Below),,,,,,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-15T14:32:16.000,0 Unspecified,,Unspecified,990714,215028,ONLINE,Unspecified,Unspecified,40.75687632214713,-73.9766679885756,"{'latitude': '40.75687632214713', 'longitude': '-73.9766679885756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58832933,2023-09-15T12:42:08.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,,,,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T10:07:02.000,0 Unspecified,,Unspecified,1024369,187732,ONLINE,Unspecified,Unspecified,40.68186682182549,-73.8553520292441,"{'latitude': '40.68186682182549', 'longitude': '-73.8553520292441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T15:19:36.000,,,,,,,,,,,,,
58825475,2023-09-15T12:42:07.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,,,,,,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-15T22:16:36.000,0 Unspecified,,Unspecified,992101,213714,ONLINE,Unspecified,Unspecified,40.75326860372943,-73.97166310303692,"{'latitude': '40.75326860372943', 'longitude': '-73.97166310303692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:16:33.000,,,,,,,,,,,,,
58870617,2023-09-15T12:42:04.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,,,,,,Closed,N/A,2023-09-15T14:02:32.000,0 Unspecified,,Unspecified,987282,194321,ONLINE,Unspecified,Unspecified,40.70004250604151,-73.9890652305011,"{'latitude': '40.70004250604151', 'longitude': '-73.9890652305011', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T14:02:32.000,,,,,,,,,,,,,
58826016,2023-09-15T12:41:48.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10457,2086 VALENTINE AVENUE,VALENTINE AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-18T00:00:00.000,05 BRONX,2031440004,BRONX,1011955,250009,ONLINE,Unspecified,BRONX,40.85284842441261,-73.89985361810686,"{'latitude': '40.85284842441261', 'longitude': '-73.89985361810686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T08:51:23.000,,,,,,,,,,,,,
58825314,2023-09-15T12:41:45.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,STAIRS,RESIDENTIAL BUILDING,11692,57-15 SHORE FRONT PARKWAY,SHORE FRONT PARKWAY,ADDRESS,ARVERNE,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,14 QUEENS,4159260001,QUEENS,1043179,155065,PHONE,Unspecified,QUEENS,40.59209790098616,-73.78781859628411,"{'latitude': '40.59209790098616', 'longitude': '-73.78781859628411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T17:59:20.000,,,,,,,,,,,,,
58826134,2023-09-15T12:41:36.000,DOT,Department of Transportation,Street Condition,Pothole,,11420,,,INTERSECTION,QUEENS,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,2023-09-15T12:41:36.000,10 QUEENS,,QUEENS,1034038,186614,UNKNOWN,Unspecified,QUEENS,40.678749067245,-73.8204990590482,"{'latitude': '40.678749067245', 'longitude': '-73.8204990590482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,LEFFERTS BOULEVARD,LINDEN BOULEVARD,,N/A,,,,,,,
58821937,2023-09-15T12:41:26.000,DOT,Department of Transportation,Street Condition,Pothole,,10465,REYNOLDS AVENUE,REYNOLDS AVENUE,BLOCKFACE,BRONX,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-18T08:00:00.000,10 BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,2023-09-18T08:00:00.000,EAST  177 STREET,WISSMAN AVENUE,,,,N/A,,,,,,,
