unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,resolution_description,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,due_date,bridge_highway_direction,road_ramp,taxi_company_borough
58909184,2023-09-23T16:04:42.000,2023-09-24T15:39:24.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,11214,268 BAY   38 STREET,BAY   38 STREET,ADDRESS,BROOKLYN,Closed,2023-09-24T00:00:00.000,11 BROOKLYN,3069280050,BROOKLYN,985960,155291,PHONE,Unspecified,BROOKLYN,40.59291395726043,-73.99384285699827,"{'latitude': '40.59291395726043', 'longitude': '-73.99384285699827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,,,,,,,
58908141,2023-09-23T16:04:30.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,11218,555 EAST    5 STREET,EAST    5 STREET,ADDRESS,BROOKLYN,Open,2023-09-23T00:00:00.000,12 BROOKLYN,3053740057,BROOKLYN,991283,172063,PHONE,Unspecified,BROOKLYN,40.63894699672811,-73.9746590293325,"{'latitude': '40.63894699672811', 'longitude': '-73.9746590293325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,,,,,,,
58904900,2023-09-23T16:04:29.000,2023-09-23T16:52:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11378,53-43 67 STREET,67 STREET,ADDRESS,MASPETH,Closed,2023-09-23T16:52:43.000,05 QUEENS,4024040036,QUEENS,1012554,205239,MOBILE,Unspecified,QUEENS,40.72996504009379,-73.8978770580083,"{'latitude': '40.72996504009379', 'longitude': '-73.8978770580083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,DEAD END,53 DRIVE,DEAD END,53 DRIVE,67 STREET,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
58908682,2023-09-23T16:04:22.000,2023-09-26T06:55:27.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,11228,288 BAY    8 STREET,BAY    8 STREET,ADDRESS,BROOKLYN,Closed,2023-09-26T00:00:00.000,10 BROOKLYN,,BROOKLYN,979680,160036,ONLINE,Unspecified,BROOKLYN,40.60593700807544,-74.01645826458129,"{'latitude': '40.60593700807544', 'longitude': '-74.01645826458129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development contacted an occupant of the apartment or building and verified that the complaint was addressed.  The complaint has been closed.,,,,,,,,
58905447,2023-09-23T16:04:17.000,2023-09-23T16:21:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,10014,110 CHRISTOPHER STREET,CHRISTOPHER STREET,ADDRESS,NEW YORK,Closed,2023-09-23T16:21:31.000,02 MANHATTAN,1005880051,MANHATTAN,982827,206419,MOBILE,Unspecified,MANHATTAN,40.733249021266,-74.00513454195784,"{'latitude': '40.733249021266', 'longitude': '-74.00513454195784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BLEECKER STREET,BEDFORD STREET,BLEECKER STREET,BEDFORD STREET,CHRISTOPHER STREET,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
58907648,2023-09-23T16:03:57.000,2023-10-26T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,11372,34-57 73 STREET,73 STREET,ADDRESS,JACKSON HEIGHTS,Closed,2023-10-26T00:00:00.000,03 QUEENS,4012600041,QUEENS,1013869,212994,UNKNOWN,Unspecified,QUEENS,40.751246265177535,-73.89309829767902,"{'latitude': '40.751246265177535', 'longitude': '-73.89309829767902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,,,,,,,,
58908423,2023-09-23T16:03:57.000,2023-09-23T16:03:57.000,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),11358,42-37 162 STREET,162 STREET,ADDRESS,FLUSHING,Open,2023-09-23T00:00:00.000,07 QUEENS,4053930005,QUEENS,1038528,216099,UNKNOWN,Unspecified,QUEENS,40.759651697155775,-73.80407352637211,"{'latitude': '40.759651697155775', 'longitude': '-73.80407352637211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,,,,,,,
58905014,2023-09-23T16:03:37.000,2023-09-29T15:06:24.000,DSNY,Department of Sanitation,Missed Collection,Trash,11210,3909 FARRAGUT ROAD,FARRAGUT ROAD,ADDRESS,BROOKLYN,Closed,2023-09-27T04:45:21.000,17 BROOKLYN,3049860052,BROOKLYN,1001119,171294,ONLINE,Unspecified,BROOKLYN,40.63682298473755,-73.93922035315693,"{'latitude': '40.63682298473755', 'longitude': '-73.93922035315693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,EAST   39 STREET,EAST   40 STREET,EAST   39 STREET,EAST   40 STREET,FARRAGUT ROAD,The Department of Sanitation investigated this complaint and found no condition at the location.,,,,,,,,
58907894,2023-09-23T16:03:00.000,2023-09-23T20:05:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,10031,,,INTERSECTION,MANHATTAN,Closed,2023-09-23T20:05:00.000,09 MANHATTAN,,MANHATTAN,999389,241090,UNKNOWN,Unspecified,MANHATTAN,40.82839886247334,-73.94529656226905,"{'latitude': '40.82839886247334', 'longitude': '-73.94529656226905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,AMSTERDAM AVENUE,WEST 150 STREET,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,N/A,,,,,,,
58905547,2023-09-23T16:02:55.000,2023-09-23T16:25:48.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,10010,325 3 AVENUE,3 AVENUE,ADDRESS,NEW YORK,Closed,2023-09-23T16:25:52.000,06 MANHATTAN,1009050003,MANHATTAN,989094,208763,PHONE,Unspecified,MANHATTAN,40.73968151003943,-73.982519941951,"{'latitude': '40.73968151003943', 'longitude': '-73.982519941951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,EAST   24 STREET,EAST   25 STREET,EAST   24 STREET,EAST   25 STREET,3 AVENUE,The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,,,
58905166,2023-09-23T16:02:55.000,2023-09-23T18:22:09.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,10457,1848 MONROE AVENUE,MONROE AVENUE,ADDRESS,BRONX,Closed,2023-09-23T18:22:14.000,05 BRONX,2028020003,BRONX,1010199,248197,ONLINE,Unspecified,BRONX,40.84788035925061,-73.90620811027735,"{'latitude': '40.84788035925061', 'longitude': '-73.90620811027735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST  176 STREET,MOUNT HOPE PLACE,EAST  176 STREET,MOUNT HOPE PLACE,MONROE AVENUE,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,,,
58909899,2023-09-23T16:02:48.000,2023-09-23T18:58:57.000,DHS,Department of Homeless Services,Encampment,N/A,11106,21-25 BROADWAY,BROADWAY,ADDRESS,ASTORIA,Closed,2023-09-23T18:58:59.000,01 QUEENS,4005540005,QUEENS,1003235,218034,MOBILE,Unspecified,QUEENS,40.7651089985116,-73.9314645682397,"{'latitude': '40.7651089985116', 'longitude': '-73.9314645682397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,21 STREET,23 STREET,21 STREET,23 STREET,BROADWAY,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,,,,,,,,
58905006,2023-09-23T16:02:48.000,2023-09-23T16:28:20.000,NYPD,New York City Police Department,Encampment,N/A,11106,21-25 BROADWAY,BROADWAY,ADDRESS,ASTORIA,Closed,2023-09-23T16:28:26.000,01 QUEENS,4005540005,QUEENS,1003235,218034,MOBILE,Unspecified,QUEENS,40.7651089985116,-73.9314645682397,"{'latitude': '40.7651089985116', 'longitude': '-73.9314645682397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,21 STREET,23 STREET,21 STREET,23 STREET,BROADWAY,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,,,,,,,,
58905349,2023-09-23T16:02:00.000,2023-09-23T16:37:21.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10469,2939 RADCLIFF AVENUE,RADCLIFF AVENUE,ADDRESS,BRONX,Closed,2023-09-23T16:37:26.000,11 BRONX,2045520042,BRONX,1022842,255738,ONLINE,Unspecified,BRONX,40.868531910265695,-73.86046700994187,"{'latitude': '40.868531910265695', 'longitude': '-73.86046700994187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,ARNOW AVENUE,ADEE AVENUE,ARNOW AVENUE,ADEE AVENUE,RADCLIFF AVENUE,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,,,
58905023,2023-09-23T16:01:59.000,2023-09-23T18:01:45.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,10312,ARTHUR KILL ROAD,ARTHUR KILL ROAD,INTERSECTION,,Closed,2023-09-23T18:01:49.000,03 STATEN ISLAND,,STATEN ISLAND,937878,143517,PHONE,Unspecified,STATEN ISLAND,40.56047555908232,-74.1668892252524,"{'latitude': '40.56047555908232', 'longitude': '-74.1668892252524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,ARTHUR KILL ROAD,GETZ AVENUE,ARTHUR KILL ROAD,GETZ AVENUE,,N/A,,,,,,,,
58905518,2023-09-23T16:01:29.000,2023-09-25T15:12:26.000,DOT,Department of Transportation,Highway Condition,Cave-in,,,,,,Closed,2023-09-25T15:12:30.000,Unspecified QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,Highway,,,,,,The Department of Transportation has completed the request or corrected the condition.,,Van Wyck Expwy,Entrance Van Wyck Expwy,,,North/Bronx Bound,Ramp,
58905999,2023-09-23T16:01:24.000,2023-10-04T18:23:55.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10455,1047 AVENUE ST JOHN,AVENUE ST JOHN,ADDRESS,BRONX,Closed,2023-10-04T00:00:00.000,02 BRONX,2026030208,BRONX,1011610,235253,ONLINE,Unspecified,BRONX,40.81234855213116,-73.9011608868821,"{'latitude': '40.81234855213116', 'longitude': '-73.9011608868821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,,
58908151,2023-09-23T16:01:24.000,2023-09-27T20:13:44.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,10455,1047 AVENUE ST JOHN,AVENUE ST JOHN,ADDRESS,BRONX,Closed,2023-09-27T00:00:00.000,02 BRONX,2026030208,BRONX,1011610,235253,ONLINE,Unspecified,BRONX,40.81234855213116,-73.9011608868821,"{'latitude': '40.81234855213116', 'longitude': '-73.9011608868821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,,
58905108,2023-09-23T16:01:08.000,2023-09-26T12:17:18.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,11219,946 40 STREET,40 STREET,ADDRESS,BROOKLYN,Closed,2023-09-25T12:55:43.000,12 BROOKLYN,3055860027,BROOKLYN,985723,174187,ONLINE,Unspecified,BROOKLYN,40.64477959063895,-73.99469209267185,"{'latitude': '40.64477959063895', 'longitude': '-73.99469209267185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,9 AVENUE,NEW UTRECHT AVENUE,9 AVENUE,NEW UTRECHT AVENUE,40 STREET,The Department of Sanitation collected the requested items.,,,,,,,,
58905451,2023-09-23T16:00:58.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,11237,101 WYCKOFF AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,Closed,2023-09-23T18:19:21.000,04 BROOKLYN,3032387501,BROOKLYN,1006475,196028,PHONE,Unspecified,BROOKLYN,40.70470042890971,-73.91984094121717,"{'latitude': '40.70470042890971', 'longitude': '-73.91984094121717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,HART STREET,DEKALB AVENUE,HART STREET,DEKALB AVENUE,WYCKOFF AVENUE,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",,,,,,,,
58907236,2023-09-23T16:00:58.000,2023-09-24T00:00:00.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,10023,59 WEST   70 STREET,WEST   70 STREET,ADDRESS,NEW YORK,Closed,2023-09-24T00:00:00.000,07 MANHATTAN,1011230006,MANHATTAN,990203,221848,UNKNOWN,Unspecified,MANHATTAN,40.775595815133336,-73.97850641884796,"{'latitude': '40.775595815133336', 'longitude': '-73.97850641884796', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,,,,,,,,
58905686,2023-09-23T16:00:56.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,11372,37-59 81 STREET,81 STREET,ADDRESS,JACKSON HEIGHTS,Closed,2023-09-25T00:00:00.000,03 QUEENS,4012920050,QUEENS,1016068,212286,UNKNOWN,Unspecified,QUEENS,40.74929534630443,-73.88516496560112,"{'latitude': '40.74929534630443', 'longitude': '-73.88516496560112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,The Department of Buildings reviewed this complaint and referred it to the New York Police Department for further action.,,,,,,,,
58908354,2023-09-23T16:00:56.000,2023-10-03T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,11370,31-19 74 STREET,74 STREET,ADDRESS,EAST ELMHURST,Closed,2023-10-03T00:00:00.000,03 QUEENS,4011450022,QUEENS,1013787,215462,UNKNOWN,Unspecified,QUEENS,40.75802056719394,-73.89338341241712,"{'latitude': '40.75802056719394', 'longitude': '-73.89338341241712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,,,,,,,,
58907649,2023-09-23T16:00:56.000,2023-10-25T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,10459,1420 STEBBINS AVENUE,STEBBINS AVENUE,ADDRESS,BRONX,Closed,2023-10-25T00:00:00.000,03 BRONX,2029650042,BRONX,1013505,243086,UNKNOWN,Unspecified,BRONX,40.83384183000208,-73.89428097771565,"{'latitude': '40.83384183000208', 'longitude': '-73.89428097771565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,,,,,,,,
58905684,2023-09-23T16:00:56.000,2023-09-23T16:00:56.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,10305,8 CEDAR AVENUE,CEDAR AVENUE,ADDRESS,STATEN ISLAND,Open,2023-09-23T00:00:00.000,02 STATEN ISLAND,5031200033,STATEN ISLAND,966269,156891,UNKNOWN,Unspecified,STATEN ISLAND,40.597287559913646,-74.0647478655319,"{'latitude': '40.597287559913646', 'longitude': '-74.0647478655319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,,,,,,,,
58905240,2023-09-23T16:00:53.000,2023-09-23T16:55:58.000,NYPD,New York City Police Department,Blocked Driveway,No Access,10040,137 DYCKMAN STREET,DYCKMAN STREET,ADDRESS,NEW YORK,Closed,2023-09-23T16:56:03.000,12 MANHATTAN,1022200050,MANHATTAN,1004835,253671,PHONE,Unspecified,MANHATTAN,40.862918984431154,-73.92557930898727,"{'latitude': '40.862918984431154', 'longitude': '-73.92557930898727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,POST AVENUE,SHERMAN AVENUE,POST AVENUE,SHERMAN AVENUE,DYCKMAN STREET,The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,,,
58905091,2023-09-23T16:00:29.000,2023-09-23T16:20:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10024,36 WEST   87 STREET,WEST   87 STREET,ADDRESS,NEW YORK,Closed,2023-09-23T16:21:02.000,07 MANHATTAN,1012000050,MANHATTAN,992531,225816,ONLINE,Unspecified,MANHATTAN,40.78648504877221,-73.97009617719175,"{'latitude': '40.78648504877221', 'longitude': '-73.97009617719175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,WEST   87 STREET,The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,,,
58905250,2023-09-23T16:00:25.000,2023-09-25T09:50:27.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,10469,3005 WICKHAM AVENUE,WICKHAM AVENUE,ADDRESS,BRONX,Closed,2023-09-25T09:50:30.000,12 BRONX,2047740029,BRONX,1028942,256708,ONLINE,Unspecified,BRONX,40.87116548246279,-73.83840546556543,"{'latitude': '40.87116548246279', 'longitude': '-73.83840546556543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,ADEE AVENUE,HAMMERSLEY AVENUE,ADEE AVENUE,HAMMERSLEY AVENUE,WICKHAM AVENUE,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",,,,,,,,
58905150,2023-09-23T16:00:09.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,11372,37-16 77 STREET,77 STREET,ADDRESS,JACKSON HEIGHTS,In Progress,,03 QUEENS,4012870013,QUEENS,1015012,212058,UNKNOWN,Unspecified,QUEENS,40.74867328090005,-73.888977236906,"{'latitude': '40.74867328090005', 'longitude': '-73.888977236906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,37 AVENUE,37 ROAD,37 AVENUE,37 ROAD,77 STREET,,,,,,,,,
58905516,2023-09-23T15:59:55.000,2023-09-23T16:59:43.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11209,353 OVINGTON AVENUE,OVINGTON AVENUE,ADDRESS,BROOKLYN,Closed,2023-09-23T16:59:47.000,10 BROOKLYN,3058727501,BROOKLYN,977336,170335,ONLINE,Unspecified,BROOKLYN,40.634204098700245,-74.02491042497158,"{'latitude': '40.634204098700245', 'longitude': '-74.02491042497158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,OVINGTON AVENUE,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
58905241,2023-09-23T15:59:51.000,2023-09-23T16:55:36.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11373,87-24 52 AVENUE,52 AVENUE,ADDRESS,ELMHURST,Closed,2023-09-23T16:55:41.000,04 QUEENS,4018380004,QUEENS,1018655,208194,ONLINE,Unspecified,QUEENS,40.73805415297853,-73.87584911109214,"{'latitude': '40.73805415297853', 'longitude': '-73.87584911109214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,JUSTICE AVENUE,90 STREET,JUSTICE AVENUE,90 STREET,52 AVENUE,The Police Department issued a summons in response to the complaint.,,,,,,,,
58905440,2023-09-23T15:59:30.000,2023-09-23T16:41:16.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,11361,217-01 40 AVENUE,40 AVENUE,ADDRESS,BAYSIDE,Closed,2023-09-23T16:41:21.000,11 QUEENS,4062540038,QUEENS,1049115,218139,ONLINE,Unspecified,QUEENS,40.7651796191597,-73.76583827569718,"{'latitude': '40.7651796191597', 'longitude': '-73.76583827569718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,217 STREET,218 STREET,217 STREET,218 STREET,40 AVENUE,The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,,,
58905184,2023-09-23T15:59:25.000,2023-10-06T13:10:07.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,11411,118-03 FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD,ADDRESS,CAMBRIA HEIGHTS,Closed,2023-09-25T11:50:41.000,13 QUEENS,,QUEENS,1054895,192232,ONLINE,Unspecified,QUEENS,40.69402724468489,-73.7452446620014,"{'latitude': '40.69402724468489', 'longitude': '-73.7452446620014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,NASHVILLE BOULEVARD,SPRINGFIELD BOULEVARD,NASHVILLE BOULEVARD,SPRINGFIELD BOULEVARD,FRANCIS LEWIS BOULEVARD,The Department of Sanitation cleaned the location.,,,,,,,,
58905347,2023-09-23T15:59:20.000,2023-09-23T16:43:51.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10033,248 WADSWORTH AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,Closed,2023-09-23T16:43:56.000,12 MANHATTAN,1021670071,MANHATTAN,1002789,249895,ONLINE,Unspecified,MANHATTAN,40.852559532584834,-73.93298662744454,"{'latitude': '40.852559532584834', 'longitude': '-73.93298662744454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,WEST  185 STREET,WEST  186 STREET,WEST  185 STREET,WEST  186 STREET,WADSWORTH AVENUE,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,,,
58904902,2023-09-23T15:59:12.000,2023-09-23T16:21:36.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10024,36 WEST   87 STREET,WEST   87 STREET,ADDRESS,NEW YORK,Closed,2023-09-23T16:21:41.000,07 MANHATTAN,1012000050,MANHATTAN,992531,225816,ONLINE,Unspecified,MANHATTAN,40.78648504877221,-73.97009617719175,"{'latitude': '40.78648504877221', 'longitude': '-73.97009617719175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,WEST   87 STREET,The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,,,
58905441,2023-09-23T15:58:29.000,2023-09-23T19:26:45.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,10472,1841 WESTCHESTER AVENUE,WESTCHESTER AVENUE,ADDRESS,BRONX,Closed,2023-09-23T19:26:54.000,09 BRONX,2038790006,BRONX,1021765,242588,PHONE,Unspecified,BRONX,40.8324437408836,-73.86443457863271,"{'latitude': '40.8324437408836', 'longitude': '-73.86443457863271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,THIERIOT AVENUE,LELAND AVENUE,THIERIOT AVENUE,LELAND AVENUE,WESTCHESTER AVENUE,The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,,,
58905424,2023-09-23T15:58:22.000,2023-09-23T17:01:23.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11222,131 HURON STREET,HURON STREET,ADDRESS,BROOKLYN,Closed,2023-09-23T17:01:26.000,01 BROOKLYN,3025220063,BROOKLYN,996371,206293,ONLINE,Unspecified,BROOKLYN,40.73289499141823,-73.95626461351945,"{'latitude': '40.73289499141823', 'longitude': '-73.95626461351945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,HURON STREET,The Police Department issued a summons in response to the complaint.,,,,,,,,
58906546,2023-09-23T15:58:18.000,2023-10-03T12:18:26.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10028,1582 YORK AVENUE,YORK AVENUE,ADDRESS,NEW YORK,Closed,2023-10-03T00:00:00.000,08 MANHATTAN,1015800003,MANHATTAN,998556,221356,PHONE,Unspecified,MANHATTAN,40.7742358322196,-73.94834857935919,"{'latitude': '40.7742358322196', 'longitude': '-73.94834857935919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,,,
58905092,2023-09-23T15:58:00.000,2023-09-23T16:21:24.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10024,36 WEST   87 STREET,WEST   87 STREET,ADDRESS,NEW YORK,Closed,2023-09-23T16:21:27.000,07 MANHATTAN,1012000050,MANHATTAN,992531,225816,ONLINE,Unspecified,MANHATTAN,40.78648504877221,-73.97009617719175,"{'latitude': '40.78648504877221', 'longitude': '-73.97009617719175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,WEST   87 STREET,The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,,,
