unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,due_date,road_ramp,bridge_highway_direction
58815408,2023-09-14T22:07:23.000,2023-11-22T12:35:52.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11222,85 NEWEL STREET,NEWEL STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-22T00:00:00.000,01 BROOKLYN,3026500024,BROOKLYN,998729,203584,ONLINE,Unspecified,BROOKLYN,40.72545590384379,-73.94776223211886,"{'latitude': '40.72545590384379', 'longitude': '-73.94776223211886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58827532,2023-09-14T22:07:20.000,2023-09-18T11:01:08.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Sidewalk,11201,2 HENRY STREET,HENRY STREET,OLD FULTON STREET,POPLAR STREET,OLD FULTON STREET,POPLAR STREET,ADDRESS,BROOKLYN,HENRY STREET,Closed,The location does not meet the criteria for Litter Basket placement.,2023-09-16T13:29:30.000,02 BROOKLYN,3002077502,BROOKLYN,986656,194648,ONLINE,Unspecified,BROOKLYN,40.700940236914036,-73.9913227540682,"{'latitude': '40.700940236914036', 'longitude': '-73.9913227540682', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58866981,2023-09-14T22:07:08.000,2023-09-15T05:08:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,494 L AVENUE,L AVENUE,EAST    4 STREET,EAST    5 STREET,EAST    4 STREET,EAST    5 STREET,ADDRESS,BROOKLYN,AVENUE L,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T05:08:26.000,12 BROOKLYN,,BROOKLYN,992273,164878,MOBILE,Unspecified,BROOKLYN,40.61922484603866,-73.97110044974922,"{'latitude': '40.61922484603866', 'longitude': '-73.97110044974922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58855957,2023-09-14T22:07:00.000,2023-09-14T22:37:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11201,61 DEKALB AVENUE,DEKALB AVENUE,UNIVERSITY PLAZA,HUDSON AVENUE,UNIVERSITY PLAZA,HUDSON AVENUE,ADDRESS,BROOKLYN,DEKALB AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-14T22:37:17.000,02 BROOKLYN,3020850001,BROOKLYN,989557,190634,ONLINE,Unspecified,BROOKLYN,40.68992147444996,-73.98086345199833,"{'latitude': '40.68992147444996', 'longitude': '-73.98086345199833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58861819,2023-09-14T22:06:58.000,2023-09-14T22:18:45.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11217,568 BALTIC STREET,BALTIC STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,BALTIC STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T22:18:52.000,06 BROOKLYN,3004070011,BROOKLYN,989076,187475,ONLINE,Unspecified,BROOKLYN,40.68125101738645,-73.98260015583594,"{'latitude': '40.68125101738645', 'longitude': '-73.98260015583594', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58855381,2023-09-14T22:06:49.000,2023-09-14T22:45:30.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,10014,22 EIGHTH AVENUE,EIGHTH AVENUE,WEST   12 STREET,JANE STREET,WEST   12 STREET,JANE STREET,ADDRESS,NEW YORK,8 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T22:45:37.000,02 MANHATTAN,1006250051,MANHATTAN,982941,208015,MOBILE,Unspecified,MANHATTAN,40.737629665172555,-74.00472351181236,"{'latitude': '40.737629665172555', 'longitude': '-74.00472351181236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58858765,2023-09-14T22:06:47.000,2023-09-14T22:44:25.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11368,98-16 55 AVENUE,55 AVENUE,98 STREET,99 STREET,98 STREET,99 STREET,ADDRESS,CORONA,55 AVENUE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-14T22:44:32.000,04 QUEENS,4019070023,QUEENS,1022389,208604,ONLINE,Unspecified,QUEENS,40.73916418602578,-73.86237262024888,"{'latitude': '40.73916418602578', 'longitude': '-73.86237262024888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58863772,2023-09-14T22:06:47.000,2023-09-14T22:18:58.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10012,51 SPRING STREET,SPRING STREET,MULBERRY STREET,CLEVELAND PLACE,MULBERRY STREET,CLEVELAND PLACE,ADDRESS,NEW YORK,SPRING STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T22:19:02.000,02 MANHATTAN,1004950042,MANHATTAN,985222,202340,ONLINE,Unspecified,MANHATTAN,40.722053221516006,-73.99649336867282,"{'latitude': '40.722053221516006', 'longitude': '-73.99649336867282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58857589,2023-09-14T22:06:44.000,2023-09-14T22:43:24.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11420,114-40 118 STREET,118 STREET,LINDEN BOULEVARD,115 AVENUE,LINDEN BOULEVARD,115 AVENUE,ADDRESS,SOUTH OZONE PARK,118 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T22:43:32.000,10 QUEENS,4116440026,QUEENS,1033901,186246,ONLINE,Unspecified,QUEENS,40.67773976209256,-73.82099569570424,"{'latitude': '40.67773976209256', 'longitude': '-73.82099569570424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58857998,2023-09-14T22:06:40.000,2023-09-14T22:09:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11204,5709 19 AVENUE,19 AVENUE,55 STREET,58 STREET,55 STREET,58 STREET,ADDRESS,BROOKLYN,19 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T22:09:42.000,12 BROOKLYN,3055060006,BROOKLYN,988836,165975,ONLINE,Unspecified,BROOKLYN,40.622238328097545,-73.98348007983238,"{'latitude': '40.622238328097545', 'longitude': '-73.98348007983238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58857010,2023-09-14T22:06:37.000,2023-09-15T01:06:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11103,41-27 NEWTOWN ROAD,NEWTOWN ROAD,41 STREET,42 STREET,41 STREET,42 STREET,ADDRESS,ASTORIA,NEWTOWN ROAD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T01:06:45.000,01 QUEENS,4006830002,QUEENS,1007776,216895,MOBILE,Unspecified,QUEENS,40.76197182065029,-73.91507565385889,"{'latitude': '40.76197182065029', 'longitude': '-73.91507565385889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58865331,2023-09-14T22:06:36.000,2023-09-14T22:39:07.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11206,268 THROOP AVENUE,THROOP AVENUE,VERNON AVENUE,WILLOUGHBY AVENUE,VERNON AVENUE,WILLOUGHBY AVENUE,ADDRESS,BROOKLYN,THROOP AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T22:39:12.000,03 BROOKLYN,3017600043,BROOKLYN,999955,192533,ONLINE,Unspecified,BROOKLYN,40.69512144667659,-73.94336481161433,"{'latitude': '40.69512144667659', 'longitude': '-73.94336481161433', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58863399,2023-09-14T22:06:29.000,2023-09-15T00:48:07.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11103,41-16 BROADWAY,BROADWAY,41 STREET,42 STREET,41 STREET,42 STREET,ADDRESS,ASTORIA,BROADWAY,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T00:48:15.000,01 QUEENS,4006770040,QUEENS,1007053,215575,PHONE,Unspecified,QUEENS,40.758350654986806,-73.91769002091814,"{'latitude': '40.758350654986806', 'longitude': '-73.91769002091814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58863653,2023-09-14T22:06:29.000,2023-09-14T22:30:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11416,92-08 97 AVENUE,97 AVENUE,92 STREET,93 STREET,92 STREET,93 STREET,ADDRESS,OZONE PARK,97 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T22:30:07.000,09 QUEENS,4090660005,QUEENS,1026078,188975,ONLINE,Unspecified,QUEENS,40.685270657518736,-73.84918257180375,"{'latitude': '40.685270657518736', 'longitude': '-73.84918257180375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58861744,2023-09-14T22:06:22.000,2023-09-14T22:30:00.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,188 SHERIDAN AVENUE,SHERIDAN AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,ADDRESS,BROOKLYN,SHERIDAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T22:30:07.000,05 BROOKLYN,3042020029,BROOKLYN,1021182,186331,ONLINE,Unspecified,BROOKLYN,40.6780352700108,-73.86685033121832,"{'latitude': '40.6780352700108', 'longitude': '-73.86685033121832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58855977,2023-09-14T22:06:20.000,2023-09-14T22:11:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10025,330 WEST   95 STREET,WEST   95 STREET,WEST END AVENUE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST   95 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T22:11:57.000,07 MANHATTAN,1012530041,MANHATTAN,991197,228948,MOBILE,Unspecified,MANHATTAN,40.79508269493676,-73.97491019376804,"{'latitude': '40.79508269493676', 'longitude': '-73.97491019376804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58860830,2023-09-14T22:06:20.000,2023-09-14T22:21:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11101,4-12 49 AVENUE,49 AVENUE,CENTER BOULEVARD,5 STREET,CENTER BOULEVARD,5 STREET,ADDRESS,LONG ISLAND CITY,49 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T22:21:57.000,02 QUEENS,4000170028,QUEENS,996272,210318,MOBILE,Unspecified,QUEENS,40.7439427527051,-73.95661463542844,"{'latitude': '40.7439427527051', 'longitude': '-73.95661463542844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58857825,2023-09-14T22:06:17.000,2023-09-14T22:52:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,95-41 110 STREET,110 STREET,95 AVENUE,101 AVENUE,95 AVENUE,101 AVENUE,ADDRESS,SOUTH RICHMOND HILL,110 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T22:52:48.000,09 QUEENS,4094120078,QUEENS,1030069,190665,ONLINE,Unspecified,QUEENS,40.689889551568086,-73.83478093348404,"{'latitude': '40.689889551568086', 'longitude': '-73.83478093348404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58859765,2023-09-14T22:06:11.000,2023-09-14T22:38:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11692,609 BEACH   63 STREET,BEACH   63 STREET,ALMEDA AVENUE,HILLMEYER ROAD,ALMEDA AVENUE,HILLMEYER ROAD,ADDRESS,ARVERNE,BEACH   63 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T22:38:18.000,14 QUEENS,4160230048,QUEENS,1041795,157029,ONLINE,Unspecified,QUEENS,40.5974977642154,-73.79278511832645,"{'latitude': '40.5974977642154', 'longitude': '-73.79278511832645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58859808,2023-09-14T22:06:07.000,2023-09-14T22:41:31.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10003,97 2 AVENUE,2 AVENUE,EAST    5 STREET,EAST    6 STREET,EAST    5 STREET,EAST    6 STREET,ADDRESS,NEW YORK,2 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T22:41:37.000,03 MANHATTAN,1004610030,MANHATTAN,987381,204211,MOBILE,Unspecified,MANHATTAN,40.727188161896876,-73.98870359185675,"{'latitude': '40.727188161896876', 'longitude': '-73.98870359185675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58857861,2023-09-14T22:06:06.000,2023-09-14T22:49:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,980 HALSEY STREET,HALSEY STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,HALSEY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T22:49:28.000,04 BROOKLYN,3034087501,BROOKLYN,1007853,189229,ONLINE,Unspecified,BROOKLYN,40.68603519208369,-73.91489472666719,"{'latitude': '40.68603519208369', 'longitude': '-73.91489472666719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58857809,2023-09-14T22:06:01.000,2023-09-14T22:19:42.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11362,47-27 LITTLE NECK PARKWAY,LITTLE NECK PARKWAY,WEST END DRIVE,IOWA ROAD,WEST END DRIVE,IOWA ROAD,ADDRESS,LITTLE NECK,LITTLE NECK PARKWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T22:19:47.000,11 QUEENS,4082630147,QUEENS,1058223,219903,ONLINE,Unspecified,QUEENS,40.769949800858825,-73.73293930253541,"{'latitude': '40.769949800858825', 'longitude': '-73.73293930253541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58812971,2023-09-14T22:06:00.000,2023-09-14T23:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Ped Lamp,,,,,,,17 ST,MERMAID AVE,INTERSECTION,,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-14T23:45:00.000,Unspecified BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,N/A,,,,,
58866980,2023-09-14T22:05:47.000,2023-09-15T01:56:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10470,4421 MATILDA AVENUE,MATILDA AVENUE,NEREID AVENUE,EAST  239 STREET,NEREID AVENUE,EAST  239 STREET,ADDRESS,BRONX,MATILDA AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T01:56:36.000,12 BRONX,2050670060,BRONX,1024109,267088,MOBILE,Unspecified,BRONX,40.89967843901256,-73.85581851577358,"{'latitude': '40.89967843901256', 'longitude': '-73.85581851577358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58867302,2023-09-14T22:05:36.000,2023-09-14T22:40:37.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11436,117-41 141 STREET,141 STREET,FOCH BOULEVARD,120 AVENUE,FOCH BOULEVARD,120 AVENUE,ADDRESS,JAMAICA,141 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T22:40:42.000,12 QUEENS,4120130019,QUEENS,1039591,186375,MOBILE,Unspecified,QUEENS,40.67806009353793,-73.80048082701778,"{'latitude': '40.67806009353793', 'longitude': '-73.80048082701778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58865486,2023-09-14T22:05:25.000,2023-09-14T22:59:32.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11201,190 WILLOUGHBY STREET,WILLOUGHBY STREET,FLEET STREET,ASHLAND PLACE,FLEET STREET,ASHLAND PLACE,ADDRESS,BROOKLYN,WILLOUGHBY STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T22:59:38.000,02 BROOKLYN,3020850001,BROOKLYN,989754,191376,MOBILE,Unspecified,BROOKLYN,40.69195797303679,-73.98015248213426,"{'latitude': '40.69195797303679', 'longitude': '-73.98015248213426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58857953,2023-09-14T22:05:17.000,2023-09-15T04:03:24.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10455,751 EAST  147 STREET,EAST  147 STREET,CONCORD AVENUE,WALES AVENUE,CONCORD AVENUE,WALES AVENUE,ADDRESS,BRONX,EAST  147 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T04:03:29.000,01 BRONX,2025800042,BRONX,1009723,234924,ONLINE,Unspecified,BRONX,40.81145118163981,-73.90797899449959,"{'latitude': '40.81145118163981', 'longitude': '-73.90797899449959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58867674,2023-09-14T22:05:01.000,2023-09-14T22:14:15.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10463,3114 BAILEY AVENUE,BAILEY AVENUE,WEST  231 STREET,SUMMIT PLACE,WEST  231 STREET,SUMMIT PLACE,ADDRESS,BRONX,BAILEY AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T22:14:22.000,08 BRONX,2032610031,BRONX,1011327,259315,ONLINE,Unspecified,BRONX,40.87839250277802,-73.90208607260666,"{'latitude': '40.87839250277802', 'longitude': '-73.90208607260666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58818714,2023-09-14T22:05:00.000,2023-09-22T07:21:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10308,161 ELMWOOD AVENUE,ELMWOOD AVENUE,OAKDALE ST,UNNAMED ST,ELMWOOD AVENUE,OAKDALE STREET,INTERSECTION,STATEN ISLAND,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-22T07:21:00.000,03 STATEN ISLAND,5052280013,STATEN ISLAND,940716,137835,UNKNOWN,Unspecified,STATEN ISLAND,40.544893965227295,-74.1566389397977,"{'latitude': '40.544893965227295', 'longitude': '-74.1566389397977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58869568,2023-09-14T22:04:56.000,2023-09-14T22:23:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009,462 EAST   10 STREET,EAST   10 STREET,AVENUE D,FRANKLIN D ROOSEVELT DRIVE,AVENUE D,FRANKLIN D ROOSEVELT DRIVE,ADDRESS,NEW YORK,EAST   10 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T22:23:42.000,03 MANHATTAN,,MANHATTAN,991278,203286,MOBILE,Unspecified,MANHATTAN,40.72464702404579,-73.97464448097112,"{'latitude': '40.72464702404579', 'longitude': '-73.97464448097112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58863135,2023-09-14T22:04:48.000,2023-09-15T00:26:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10467,2915 WILLIAMSBRIDGE ROAD,WILLIAMSBRIDGE ROAD,ARNOW AVENUE,MATTHEWS AVENUE,ARNOW AVENUE,MATTHEWS AVENUE,ADDRESS,BRONX,WILLIAMSBRIDGE ROAD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T00:26:46.000,11 BRONX,2045510006,BRONX,1022407,255610,MOBILE,Unspecified,BRONX,40.86818248081586,-73.86204051943363,"{'latitude': '40.86818248081586', 'longitude': '-73.86204051943363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58818815,2023-09-14T22:04:46.000,2023-09-21T19:37:13.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11233,1933 UNION STREET,UNION STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,08 BROOKLYN,3013990062,BROOKLYN,1005281,182456,PHONE,Unspecified,BROOKLYN,40.66745132787962,-73.92418971048366,"{'latitude': '40.66745132787962', 'longitude': '-73.92418971048366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58815506,2023-09-14T22:04:46.000,2023-09-21T19:37:14.000,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,11233,1933 UNION STREET,UNION STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,08 BROOKLYN,3013990062,BROOKLYN,1005281,182456,PHONE,Unspecified,BROOKLYN,40.66745132787962,-73.92418971048366,"{'latitude': '40.66745132787962', 'longitude': '-73.92418971048366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58814259,2023-09-14T22:04:46.000,2023-09-21T19:37:14.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11233,1933 UNION STREET,UNION STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,08 BROOKLYN,3013990062,BROOKLYN,1005281,182456,PHONE,Unspecified,BROOKLYN,40.66745132787962,-73.92418971048366,"{'latitude': '40.66745132787962', 'longitude': '-73.92418971048366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58818827,2023-09-14T22:04:46.000,2023-09-21T19:37:13.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11233,1933 UNION STREET,UNION STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,08 BROOKLYN,3013990062,BROOKLYN,1005281,182456,PHONE,Unspecified,BROOKLYN,40.66745132787962,-73.92418971048366,"{'latitude': '40.66745132787962', 'longitude': '-73.92418971048366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58814428,2023-09-14T22:04:46.000,2023-09-21T19:37:14.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11233,1933 UNION STREET,UNION STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,08 BROOKLYN,3013990062,BROOKLYN,1005281,182456,PHONE,Unspecified,BROOKLYN,40.66745132787962,-73.92418971048366,"{'latitude': '40.66745132787962', 'longitude': '-73.92418971048366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58816602,2023-09-14T22:04:46.000,2023-09-21T19:37:14.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11233,1933 UNION STREET,UNION STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,08 BROOKLYN,3013990062,BROOKLYN,1005281,182456,PHONE,Unspecified,BROOKLYN,40.66745132787962,-73.92418971048366,"{'latitude': '40.66745132787962', 'longitude': '-73.92418971048366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58813170,2023-09-14T22:04:46.000,2023-09-21T19:37:14.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11233,1933 UNION STREET,UNION STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,08 BROOKLYN,3013990062,BROOKLYN,1005281,182456,PHONE,Unspecified,BROOKLYN,40.66745132787962,-73.92418971048366,"{'latitude': '40.66745132787962', 'longitude': '-73.92418971048366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58812005,2023-09-14T22:04:46.000,2023-09-21T19:37:13.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11233,1933 UNION STREET,UNION STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,08 BROOKLYN,3013990062,BROOKLYN,1005281,182456,PHONE,Unspecified,BROOKLYN,40.66745132787962,-73.92418971048366,"{'latitude': '40.66745132787962', 'longitude': '-73.92418971048366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58812025,2023-09-14T22:04:46.000,2023-09-21T19:37:14.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11233,1933 UNION STREET,UNION STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,08 BROOKLYN,3013990062,BROOKLYN,1005281,182456,PHONE,Unspecified,BROOKLYN,40.66745132787962,-73.92418971048366,"{'latitude': '40.66745132787962', 'longitude': '-73.92418971048366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
