unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date,vehicle_type
58847266,2023-09-18T08:32:42.000,2023-09-18T20:59:39.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,10465,2887 LAWTON AVENUE,LAWTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T20:59:42.000,10 BRONX,2055890027,BRONX,1034938,237154,ONLINE,Unspecified,BRONX,40.81746320856202,-73.81687337010096,"{'latitude': '40.81746320856202', 'longitude': '-73.81687337010096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,REVERE AVENUE,EAST TREMONT AVENUE,REVERE AVENUE,EAST TREMONT AVENUE,LAWTON AVENUE,,,,,,,,
58850514,2023-09-18T08:32:32.000,2023-09-18T08:54:26.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11212,60 EAST   94 STREET,EAST   94 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T08:54:34.000,17 BROOKLYN,3045950015,BROOKLYN,1004514,181037,ONLINE,Unspecified,BROOKLYN,40.66355827802424,-73.9269587734719,"{'latitude': '40.66355827802424', 'longitude': '-73.9269587734719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST NEW YORK AVENUE,RUTLAND ROAD,EAST NEW YORK AVENUE,RUTLAND ROAD,EAST   94 STREET,,,,,,,,
58854234,2023-09-18T08:32:15.000,2023-09-18T09:48:42.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11233,309 THOMAS BOYLAND STREET,THOMAS BOYLAND STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T09:48:50.000,16 BROOKLYN,3014540205,BROOKLYN,1008120,184738,PHONE,Unspecified,BROOKLYN,40.67370770536837,-73.91394791365137,"{'latitude': '40.67370770536837', 'longitude': '-73.91394791365137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BERGEN STREET,ST MARKS AVENUE,BERGEN STREET,ST MARKS AVENUE,THOMAS S BOYLAND STREET,,,,,,,,
58846770,2023-09-18T08:32:12.000,2023-09-18T08:58:47.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11226,28 ERASMUS STREET,ERASMUS STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T08:58:54.000,17 BROOKLYN,3051070038,BROOKLYN,996791,175929,PHONE,Unspecified,BROOKLYN,40.64955224664629,-73.95480568194917,"{'latitude': '40.64955224664629', 'longitude': '-73.95480568194917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,WOODS PLACE,WOODS PLACE,WOODS PLACE,WOODS PLACE,ERASMUS STREET,,,,,,,,
58854354,2023-09-18T08:32:09.000,2023-09-18T08:48:30.000,NYPD,New York City Police Department,Blocked Driveway,No Access,10023,251 WEST   62 STREET,WEST   62 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T08:48:40.000,07 MANHATTAN,,MANHATTAN,987361,221133,MOBILE,Unspecified,MANHATTAN,40.77363478479724,-73.98876792182051,"{'latitude': '40.77363478479724', 'longitude': '-73.98876792182051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,DEAD END,WEST END AVENUE,DEAD END,WEST END AVENUE,WEST   62 STREET,,,,,,,,
58852691,2023-09-18T08:32:08.000,2023-09-20T07:24:18.000,DSNY,Department of Sanitation,Missed Collection,Trash,11001,84-20 258 STREET,258 STREET,ADDRESS,FLORAL PARK,Closed,The Department of Sanitation collected the requested items.,2023-09-19T08:46:10.000,13 QUEENS,4087870014,QUEENS,1064656,207629,ONLINE,Unspecified,QUEENS,40.73620479618063,-73.70986152540256,"{'latitude': '40.73620479618063', 'longitude': '-73.70986152540256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,HILLSIDE AVENUE,EAST WILLISTON AVENUE,HILLSIDE AVENUE,EAST WILLISTON AVENUE,258 STREET,,,,,,,,
58845530,2023-09-18T08:32:04.000,2023-09-18T17:40:38.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11378,58-79 57 ROAD,57 ROAD,ADDRESS,MASPETH,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T17:40:43.000,05 QUEENS,4026740014,QUEENS,1009398,202489,MOBILE,Unspecified,QUEENS,40.7224264987588,-73.909274409178,"{'latitude': '40.7224264987588', 'longitude': '-73.909274409178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,58 PLACE,59 STREET,58 PLACE,59 STREET,57 ROAD,,,,,,,,
58847762,2023-09-18T08:32:00.000,2023-09-18T09:22:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),11433,110-23 166 STREET,166 STREET,ADDRESS,JAMAICA,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-18T09:22:00.000,12 QUEENS,4101940016,QUEENS,1043614,192094,PHONE,Unspecified,QUEENS,40.693731328331204,-73.78592649870733,"{'latitude': '40.693731328331204', 'longitude': '-73.78592649870733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,DEAD END,110 RD,,,,,,,,,,,
58845249,2023-09-18T08:32:00.000,2023-09-18T10:17:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),11419,108-19 101 AVENUE,101 AVENUE,ADDRESS,SOUTH RICHMOND HILL,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-18T10:17:00.000,09 QUEENS,4094100028,QUEENS,1029983,189749,PHONE,Unspecified,QUEENS,40.6873757912508,-73.83509725872541,"{'latitude': '40.6873757912508', 'longitude': '-73.83509725872541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,108 ST,109 ST,,,,,,,,,,,
58847854,2023-09-18T08:31:56.000,2023-09-18T09:27:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11221,706 LEXINGTON AVENUE,LEXINGTON AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T09:27:14.000,03 BROOKLYN,3016260034,BROOKLYN,1003296,190642,MOBILE,Unspecified,BROOKLYN,40.68992453060875,-73.93132188724587,"{'latitude': '40.68992453060875', 'longitude': '-73.93132188724587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,STUYVESANT AVENUE,MALCOLM X BOULEVARD,STUYVESANT AVENUE,MALCOLM X BOULEVARD,LEXINGTON AVENUE,,,,,,,,
58846766,2023-09-18T08:31:51.000,2023-09-18T09:26:26.000,NYPD,New York City Police Department,Blocked Driveway,No Access,10460,1717 WEST FARMS ROAD,WEST FARMS ROAD,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T09:26:35.000,03 BRONX,2030150005,BRONX,1016625,243386,ONLINE,Unspecified,BRONX,40.83465435653747,-73.88300477413405,"{'latitude': '40.83465435653747', 'longitude': '-73.88300477413405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,WEST FARMS ROAD,,,,,,,,
58854261,2023-09-18T08:31:21.000,2023-09-18T11:04:27.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11220,531 BAY RIDGE AVENUE,BAY RIDGE AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T11:04:32.000,10 BROOKLYN,3058650071,BROOKLYN,978634,169940,MOBILE,Unspecified,BROOKLYN,40.63312082557581,-74.02023353704536,"{'latitude': '40.63312082557581', 'longitude': '-74.02023353704536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,5 AVENUE,VISTA PLACE,5 AVENUE,VISTA PLACE,BAY RIDGE AVENUE,,,,,,,,
58849828,2023-09-18T08:31:14.000,2023-09-18T08:43:06.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11239,583 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-18T08:43:14.000,05 BROOKLYN,3045860896,BROOKLYN,1020168,178284,ONLINE,Unspecified,BROOKLYN,40.65595224220664,-73.87054893835624,"{'latitude': '40.65595224220664', 'longitude': '-73.87054893835624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ESSEX STREET,BERRIMAN STREET,ESSEX STREET,BERRIMAN STREET,SCHROEDERS AVENUE,,,,,,,,
58851812,2023-09-18T08:31:03.000,2023-09-18T10:50:14.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11433,164-43 O DONNELL ROAD,O DONNELL ROAD,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T10:50:17.000,12 QUEENS,4123200102,QUEENS,1044029,190695,MOBILE,Unspecified,QUEENS,40.68988861441653,-73.78444238088142,"{'latitude': '40.68988861441653', 'longitude': '-73.78444238088142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,LINDEN BOULEVARD,DEAD END,LINDEN BOULEVARD,DEAD END,ODONNELL ROAD,,,,,,,,
58847629,2023-09-18T08:30:53.000,2023-09-19T07:38:23.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,11208,202 ELDERT LANE,ELDERT LANE,ADDRESS,BROOKLYN,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T07:38:23.000,05 BROOKLYN,3041360038,BROOKLYN,1021185,189270,PHONE,Unspecified,BROOKLYN,40.6861021345685,-73.86682340623561,"{'latitude': '40.6861021345685', 'longitude': '-73.86682340623561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,ROCKAWAY BOULEVARD,FULTON STREET,ROCKAWAY BOULEVARD,FULTON STREET,ELDERT LANE,,,,,,,,
58850445,2023-09-18T08:30:46.000,2023-09-18T12:21:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11434,176-50 131 AVENUE,131 AVENUE,ADDRESS,JAMAICA,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T12:21:49.000,12 QUEENS,4125450408,QUEENS,1049440,186569,PHONE,Unspecified,QUEENS,40.678525525365366,-73.76497081691961,"{'latitude': '40.678525525365366', 'longitude': '-73.76497081691961', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,DEAD END,177 STREET,DEAD END,177 STREET,131 AVENUE,,,,,,,,
58846674,2023-09-18T08:30:46.000,2023-09-18T09:27:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10031,473 WEST  141 STREET,WEST  141 STREET,ADDRESS,NEW YORK,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T09:27:40.000,09 MANHATTAN,1020580003,MANHATTAN,998420,238912,MOBILE,Unspecified,MANHATTAN,40.82242248065326,-73.94880255699253,"{'latitude': '40.82242248065326', 'longitude': '-73.94880255699253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,CONVENT AVENUE,AMSTERDAM AVENUE,CONVENT AVENUE,AMSTERDAM AVENUE,WEST  141 STREET,,,,,,,,
58853801,2023-09-18T08:30:30.000,2023-09-28T16:07:57.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,11217,701 SACKETT STREET,SACKETT STREET,ADDRESS,BROOKLYN,Closed,"The Department of Transportation inspected the location more than six months ago and has notified the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-09-28T16:08:01.000,06 BROOKLYN,3009490062,BROOKLYN,989527,186079,ONLINE,Unspecified,BROOKLYN,40.67741905639524,-73.98097519644537,"{'latitude': '40.67741905639524', 'longitude': '-73.98097519644537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,SACKETT STREET,,,,,,,,
58852255,2023-09-18T08:30:30.000,2023-09-18T08:37:56.000,NYPD,New York City Police Department,Drug Activity,Use Outside,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T08:38:04.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,,,
58852531,2023-09-18T08:30:22.000,2023-09-26T11:52:51.000,DOT,Department of Transportation,Curb Condition,Broken Curb,11221,766 LAFAYETTE AVENUE,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-26T11:52:42.000,03 BROOKLYN,3017920006,BROOKLYN,1000309,191007,MOBILE,Unspecified,BROOKLYN,40.690932295169134,-73.9420918592099,"{'latitude': '40.690932295169134', 'longitude': '-73.9420918592099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,THROOP AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE,MARCUS GARVEY BOULEVARD,LAFAYETTE AVENUE,,,,,,,,
58852501,2023-09-18T08:30:20.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Car Service Company Complaint,10035,EAST  125 STREET,EAST  125 STREET,INTERSECTION,,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T12:12:28.000,11 MANHATTAN,,MANHATTAN,1001575,232339,PHONE,Unspecified,MANHATTAN,40.80437580929752,-73.93742023722204,"{'latitude': '40.80437580929752', 'longitude': '-73.93742023722204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,EAST  125 STREET,LEXINGTON AVENUE,EAST  125 STREET,LEXINGTON AVENUE,,,"EAST  125 STREET AND LEXINGTON AVENUE, MANHATTAN, NY, 10035",,,,,,Car Service
58845414,2023-09-18T08:30:14.000,2023-09-18T08:38:35.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11204,1728 43 STREET,43 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T08:38:44.000,12 BROOKLYN,3054050018,BROOKLYN,990139,169695,MOBILE,Unspecified,BROOKLYN,40.63244817521812,-73.97878310207207,"{'latitude': '40.63244817521812', 'longitude': '-73.97878310207207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,17 AVENUE,DAHILL ROAD,17 AVENUE,DAHILL ROAD,43 STREET,,,,,,,,
58845430,2023-09-18T08:30:13.000,2023-09-18T08:41:43.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,11378,54 AVENUE,54 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T08:41:49.000,05 QUEENS,,QUEENS,1013189,204876,ONLINE,Unspecified,QUEENS,40.72896663979192,-73.89558749396495,"{'latitude': '40.72896663979192', 'longitude': '-73.89558749396495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,54 AVENUE,69 STREET,54 AVENUE,69 STREET,,,,,,,,,
58846935,2023-09-18T08:30:12.000,2023-09-18T08:47:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11427,89-09 210 STREET,210 STREET,ADDRESS,QUEENS VILLAGE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T08:48:06.000,13 QUEENS,4105750035,QUEENS,1052138,202101,ONLINE,Unspecified,QUEENS,40.72113678914659,-73.75508721793686,"{'latitude': '40.72113678914659', 'longitude': '-73.75508721793686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,89 AVENUE,90 AVENUE,89 AVENUE,90 AVENUE,210 STREET,,,,,,,,
58851076,2023-09-18T08:30:12.000,2023-09-18T09:38:49.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,10310,204 DONGAN STREET,DONGAN STREET,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T09:38:55.000,01 STATEN ISLAND,5002140032,STATEN ISLAND,949843,169751,MOBILE,Unspecified,STATEN ISLAND,40.63253701832805,-74.12396179578205,"{'latitude': '40.63253701832805', 'longitude': '-74.12396179578205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,WHITE PLACE,CARY AVENUE,WHITE PLACE,CARY AVENUE,DONGAN STREET,,,,,,,,
58851823,2023-09-18T08:30:08.000,2023-09-18T08:42:48.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11235,2797 OCEAN PARKWAY,OCEAN PARKWAY,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T08:42:54.000,13 BROOKLYN,3072600019,BROOKLYN,993338,151207,PHONE,Unspecified,BROOKLYN,40.58169969768197,-73.96728261918302,"{'latitude': '40.58169969768197', 'longitude': '-73.96728261918302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,SHORE PARKWAY,WEST AVENUE,SHORE PARKWAY,WEST AVENUE,OCEAN PARKWAY,,,,,,,,
58855058,2023-09-18T08:30:03.000,2023-09-18T08:32:50.000,NYPD,New York City Police Department,Encampment,N/A,10002,100 HESTER STREET,HESTER STREET,ADDRESS,NEW YORK,Closed,The Police Department visited the location and no Encampment was found.,2023-09-18T08:32:59.000,03 MANHATTAN,1003010003,MANHATTAN,986165,200336,ONLINE,Unspecified,MANHATTAN,40.71655256987129,-73.99309192922128,"{'latitude': '40.71655256987129', 'longitude': '-73.99309192922128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ELDRIDGE STREET,FORSYTH STREET,ELDRIDGE STREET,FORSYTH STREET,HESTER STREET,,,,,,,,
58849352,2023-09-18T08:29:51.000,2023-09-18T08:57:59.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11103,31-21 41 STREET,41 STREET,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T08:58:09.000,01 QUEENS,4006790033,QUEENS,1007287,216269,ONLINE,Unspecified,QUEENS,40.76025489985063,-73.91684299415928,"{'latitude': '40.76025489985063', 'longitude': '-73.91684299415928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,31 AVENUE,BROADWAY,31 AVENUE,BROADWAY,41 STREET,,,,,,,,
58846646,2023-09-18T08:29:51.000,2023-09-18T14:23:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11105,23-63 STEINWAY STREET,STEINWAY STREET,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T14:23:50.000,01 QUEENS,4007930029,QUEENS,1009193,219696,MOBILE,Unspecified,QUEENS,40.76965595292058,-73.90995016506974,"{'latitude': '40.76965595292058', 'longitude': '-73.90995016506974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,23 ROAD,ASTORIA BOULEVARD NORTH,23 ROAD,ASTORIA BOULEVARD NORTH,STEINWAY STREET,,,,,,,,
58853886,2023-09-18T08:29:49.000,2023-09-18T14:19:08.000,DHS,Department of Homeless Services,Encampment,N/A,10011,144 WEST   14 STREET,WEST   14 STREET,ADDRESS,NEW YORK,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-18T14:19:11.000,02 MANHATTAN,1006097503,MANHATTAN,984759,208116,MOBILE,Unspecified,MANHATTAN,40.737906967391126,-73.99816327156783,"{'latitude': '40.737906967391126', 'longitude': '-73.99816327156783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,WEST   14 STREET,,,,,,,,
58848824,2023-09-18T08:29:49.000,2023-09-18T08:43:14.000,NYPD,New York City Police Department,Encampment,N/A,10011,144 WEST   14 STREET,WEST   14 STREET,ADDRESS,NEW YORK,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-18T08:43:25.000,02 MANHATTAN,1006097503,MANHATTAN,984759,208116,MOBILE,Unspecified,MANHATTAN,40.737906967391126,-73.99816327156783,"{'latitude': '40.737906967391126', 'longitude': '-73.99816327156783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,WEST   14 STREET,,,,,,,,
58845468,2023-09-18T08:29:39.000,2023-09-18T11:01:48.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11207,588 HEGEMAN AVENUE,HEGEMAN AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T11:01:52.000,05 BROOKLYN,3043250001,BROOKLYN,1014800,180000,PHONE,Unspecified,BROOKLYN,40.6606824282319,-73.88988780101567,"{'latitude': '40.6606824282319', 'longitude': '-73.88988780101567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,VERMONT STREET,WYONA STREET,VERMONT STREET,WYONA STREET,HEGEMAN AVENUE,,,,,,,,
58847943,2023-09-18T08:29:26.000,2023-09-18T08:56:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10036,516 WEST   44 STREET,WEST   44 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T08:56:39.000,04 MANHATTAN,1010720021,MANHATTAN,985392,216706,MOBILE,Unspecified,MANHATTAN,40.761484291715234,-73.9958776299306,"{'latitude': '40.761484291715234', 'longitude': '-73.9958776299306', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,AMTRAK-NORTHEAST LINE,11 AVENUE,AMTRAK-NORTHEAST LINE,11 AVENUE,WEST   44 STREET,,,,,,,,
58854341,2023-09-18T08:29:21.000,2023-09-18T09:14:54.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11435,140-40 QUEENS BOULEVARD,QUEENS BOULEVARD,ADDRESS,JAMAICA,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T09:15:00.000,12 QUEENS,4096190024,QUEENS,1035585,195585,ONLINE,Unspecified,QUEENS,40.70336350252325,-73.81485330717133,"{'latitude': '40.70336350252325', 'longitude': '-73.81485330717133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,HILLSIDE AVENUE,JAMAICA AVENUE,HILLSIDE AVENUE,JAMAICA AVENUE,QUEENS BOULEVARD,,,,,,,,
58848530,2023-09-18T08:29:21.000,2023-09-18T10:09:45.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11239,1152 ESSEX STREET,ESSEX STREET,ADDRESS,BROOKLYN,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-18T10:09:56.000,05 BROOKLYN,3044520711,BROOKLYN,1019967,178189,ONLINE,Unspecified,BROOKLYN,40.6556923013078,-73.8712738589472,"{'latitude': '40.6556923013078', 'longitude': '-73.8712738589472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,VANDALIA AVENUE,SCHROEDERS AVENUE,VANDALIA AVENUE,SCHROEDERS AVENUE,ESSEX STREET,,,,,,,,
58848844,2023-09-18T08:29:20.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-21T10:58:20.000,Unspecified MANHATTAN,,MANHATTAN,991913,228524,MOBILE,Unspecified,MANHATTAN,40.793918337867694,-73.97232476996535,"{'latitude': '40.793918337867694', 'longitude': '-73.97232476996535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Subway,,,,,,,,1,1 2 3 Uptown & The Bronx,,Platform,,
58854350,2023-09-18T08:29:03.000,2023-09-18T08:48:19.000,NYPD,New York City Police Department,Blocked Driveway,No Access,10023,251 WEST   62 STREET,WEST   62 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T08:48:29.000,07 MANHATTAN,,MANHATTAN,987361,221133,MOBILE,Unspecified,MANHATTAN,40.77363478479724,-73.98876792182051,"{'latitude': '40.77363478479724', 'longitude': '-73.98876792182051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,DEAD END,WEST END AVENUE,DEAD END,WEST END AVENUE,WEST   62 STREET,,,,,,,,
58846530,2023-09-18T08:29:00.000,2023-09-19T14:25:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),10029,1641 MADISON AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-19T14:25:00.000,11 MANHATTAN,1016150023,MANHATTAN,998685,229227,PHONE,Unspecified,MANHATTAN,40.79583941489781,-73.94786591532588,"{'latitude': '40.79583941489781', 'longitude': '-73.94786591532588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,E 109 ST,E 110 ST,,,,,,,,,,,
