unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date,taxi_pick_up_location,taxi_company_borough
58950261,2023-09-28T09:22:00.000,2023-10-02T17:06:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11212,2037 STRAUSS STREET,STRAUSS STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,16 BROOKLYN,BROOKLYN,1007794,181258,PHONE,Unspecified,BROOKLYN,40.66415675937936,-73.91513530712213,"{'latitude': '40.66415675937936', 'longitude': '-73.91513530712213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3035550016,,,,,,,,
58952737,2023-09-28T09:22:00.000,2023-10-02T17:06:23.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11212,2037 STRAUSS STREET,STRAUSS STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,16 BROOKLYN,BROOKLYN,1007794,181258,PHONE,Unspecified,BROOKLYN,40.66415675937936,-73.91513530712213,"{'latitude': '40.66415675937936', 'longitude': '-73.91513530712213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3035550016,,,,,,,,
58955145,2023-09-28T09:22:00.000,2023-10-02T17:06:24.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11212,2037 STRAUSS STREET,STRAUSS STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,16 BROOKLYN,BROOKLYN,1007794,181258,PHONE,Unspecified,BROOKLYN,40.66415675937936,-73.91513530712213,"{'latitude': '40.66415675937936', 'longitude': '-73.91513530712213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3035550016,,,,,,,,
58951531,2023-09-28T09:21:59.000,2023-10-02T17:06:23.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11212,2037 STRAUSS STREET,STRAUSS STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,16 BROOKLYN,BROOKLYN,1007794,181258,PHONE,Unspecified,BROOKLYN,40.66415675937936,-73.91513530712213,"{'latitude': '40.66415675937936', 'longitude': '-73.91513530712213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3035550016,,,,,,,,
58948968,2023-09-28T09:21:54.000,2023-10-01T18:48:23.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10457,212 EAST  182 STREET,EAST  182 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,05 BRONX,BRONX,1011829,251112,PHONE,Unspecified,BRONX,40.855876223273604,-73.90030453728156,"{'latitude': '40.855876223273604', 'longitude': '-73.90030453728156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2031570039,,,,,,,,
58950154,2023-09-28T09:21:54.000,2023-10-01T18:48:23.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10457,212 EAST  182 STREET,EAST  182 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,05 BRONX,BRONX,1011829,251112,PHONE,Unspecified,BRONX,40.855876223273604,-73.90030453728156,"{'latitude': '40.855876223273604', 'longitude': '-73.90030453728156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2031570039,,,,,,,,
58955062,2023-09-28T09:21:54.000,2023-10-01T18:48:23.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10457,212 EAST  182 STREET,EAST  182 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,05 BRONX,BRONX,1011829,251112,PHONE,Unspecified,BRONX,40.855876223273604,-73.90030453728156,"{'latitude': '40.855876223273604', 'longitude': '-73.90030453728156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2031570039,,,,,,,,
58947668,2023-09-28T09:21:54.000,2023-10-01T18:48:23.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10457,212 EAST  182 STREET,EAST  182 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,05 BRONX,BRONX,1011829,251112,PHONE,Unspecified,BRONX,40.855876223273604,-73.90030453728156,"{'latitude': '40.855876223273604', 'longitude': '-73.90030453728156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2031570039,,,,,,,,
58950216,2023-09-28T09:21:54.000,2023-10-01T18:48:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10457,212 EAST  182 STREET,EAST  182 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,05 BRONX,BRONX,1011829,251112,PHONE,Unspecified,BRONX,40.855876223273604,-73.90030453728156,"{'latitude': '40.855876223273604', 'longitude': '-73.90030453728156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2031570039,,,,,,,,
58953815,2023-09-28T09:21:46.000,2023-10-10T16:51:23.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10451,1000 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,04 BRONX,BRONX,1006092,241602,PHONE,Unspecified,BRONX,40.829790122707635,-73.92107420870009,"{'latitude': '40.829790122707635', 'longitude': '-73.92107420870009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2024610090,,,,,,,,
58946597,2023-09-28T09:21:46.000,2023-10-01T15:44:39.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10451,1000 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,04 BRONX,BRONX,1006092,241602,PHONE,Unspecified,BRONX,40.829790122707635,-73.92107420870009,"{'latitude': '40.829790122707635', 'longitude': '-73.92107420870009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2024610090,,,,,,,,
58950161,2023-09-28T09:21:46.000,2023-10-01T15:44:39.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10451,1000 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,04 BRONX,BRONX,1006092,241602,PHONE,Unspecified,BRONX,40.829790122707635,-73.92107420870009,"{'latitude': '40.829790122707635', 'longitude': '-73.92107420870009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2024610090,,,,,,,,
58948946,2023-09-28T09:21:46.000,2023-10-10T16:51:23.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10451,1000 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,04 BRONX,BRONX,1006092,241602,PHONE,Unspecified,BRONX,40.829790122707635,-73.92107420870009,"{'latitude': '40.829790122707635', 'longitude': '-73.92107420870009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2024610090,,,,,,,,
58953834,2023-09-28T09:21:46.000,2023-10-01T15:44:39.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10451,1000 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,04 BRONX,BRONX,1006092,241602,PHONE,Unspecified,BRONX,40.829790122707635,-73.92107420870009,"{'latitude': '40.829790122707635', 'longitude': '-73.92107420870009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2024610090,,,,,,,,
58949113,2023-09-28T09:21:46.000,2023-10-01T15:44:38.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10451,1000 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,04 BRONX,BRONX,1006092,241602,PHONE,Unspecified,BRONX,40.829790122707635,-73.92107420870009,"{'latitude': '40.829790122707635', 'longitude': '-73.92107420870009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2024610090,,,,,,,,
58951376,2023-09-28T09:21:43.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11210,1133 EAST   35 STREET,EAST   35 STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-28T00:00:00.000,18 BROOKLYN,BROOKLYN,1000359,167492,PHONE,Unspecified,BROOKLYN,40.62638871610539,-73.94196773644327,"{'latitude': '40.62638871610539', 'longitude': '-73.94196773644327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3076170030,,,,,,,,
58946957,2023-09-28T09:21:40.000,2023-10-14T13:24:58.000,DSNY,Department of Sanitation,Abandoned Bike,Chained to Public Property,Street,10009,605 EAST   14 STREET,EAST   14 STREET,AVENUE B,AVENUE C,AVENUE B,AVENUE C,ADDRESS,NEW YORK,EAST   14 STREET,Closed,The Department of Sanitation investigated and found that the bike did not meet the criteria to be classified as derelict.,2023-09-28T21:26:34.000,06 MANHATTAN,MANHATTAN,990409,204994,PHONE,Unspecified,MANHATTAN,40.72933571575436,-73.97777808352134,"{'latitude': '40.72933571575436', 'longitude': '-73.97777808352134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58951104,2023-09-28T09:21:34.000,2023-10-03T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11222,18 HERBERT STREET,HERBERT STREET,,,,,ADDRESS,BROOKLYN,,Closed,The City has removed the graffiti from this property.,2023-10-04T06:59:07.000,01 BROOKLYN,BROOKLYN,999629,201311,UNKNOWN,Unspecified,BROOKLYN,40.7192155506704,-73.94452037996851,"{'latitude': '40.7192155506704', 'longitude': '-73.94452037996851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3027250008,N/A,,,,,2023-10-28T09:21:34.000,,
58949466,2023-09-28T09:21:27.000,2023-09-29T05:46:26.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11372,37-55 73 STREET,73 STREET,37 AVENUE,37 ROAD,37 AVENUE,37 ROAD,ADDRESS,JACKSON HEIGHTS,73 STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-29T05:46:29.000,03 QUEENS,QUEENS,1014026,211789,ONLINE,Unspecified,QUEENS,40.747938319234024,-73.89253698499913,"{'latitude': '40.747938319234024', 'longitude': '-73.89253698499913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58948548,2023-09-28T09:21:22.000,2023-09-28T09:52:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,301 GOLD STREET,GOLD STREET,TILLARY STREET,JOHNSON STREET,TILLARY STREET,JOHNSON STREET,ADDRESS,BROOKLYN,GOLD STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T09:52:56.000,02 BROOKLYN,BROOKLYN,988901,192647,ONLINE,Unspecified,BROOKLYN,40.69544706314867,-73.98322753703334,"{'latitude': '40.69544706314867', 'longitude': '-73.98322753703334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3001340006,,,,,,,,
58954399,2023-09-28T09:21:22.000,2023-09-29T07:12:17.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10034,93 COOPER STREET,COOPER STREET,WEST  207 STREET,ISHAM STREET,WEST  207 STREET,ISHAM STREET,ADDRESS,NEW YORK,COOPER STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-29T07:12:20.000,12 MANHATTAN,MANHATTAN,1006000,255749,MOBILE,Unspecified,MANHATTAN,40.868619667988455,-73.92136075706999,"{'latitude': '40.868619667988455', 'longitude': '-73.92136075706999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58954382,2023-09-28T09:21:22.000,2023-09-28T22:26:38.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11217,590 ATLANTIC AVENUE,ATLANTIC AVENUE,4 AVENUE,FLATBUSH AVENUE,4 AVENUE,FLATBUSH AVENUE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-28T22:26:43.000,02 BROOKLYN,BROOKLYN,990426,188532,MOBILE,Unspecified,BROOKLYN,40.68415140263274,-73.97773184583372,"{'latitude': '40.68415140263274', 'longitude': '-73.97773184583372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3009270001,,,,,,,,
58950932,2023-09-28T09:21:21.000,2023-09-28T12:01:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11219,981 52 STREET,52 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,BROOKLYN,52 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T12:01:14.000,12 BROOKLYN,BROOKLYN,983951,171613,MOBILE,Unspecified,BROOKLYN,40.63771463001025,-74.00107732264956,"{'latitude': '40.63771463001025', 'longitude': '-74.00107732264956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3056520050,,,,,,,,
58948256,2023-09-28T09:21:10.000,2023-09-30T05:54:42.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10011,264 WEST   23 STREET,WEST   23 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST   23 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-30T05:54:45.000,04 MANHATTAN,MANHATTAN,984977,210633,ONLINE,Unspecified,MANHATTAN,40.744815490545754,-73.99737634570457,"{'latitude': '40.744815490545754', 'longitude': '-73.99737634570457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58947447,2023-09-28T09:21:02.000,2023-09-28T09:47:13.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,11433,154-04 107 AVENUE,107 AVENUE,154 STREET,155 STREET,154 STREET,155 STREET,ADDRESS,JAMAICA,107 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T09:47:20.000,12 QUEENS,QUEENS,1040000,192682,PHONE,Unspecified,QUEENS,40.69536875176086,-73.79895409002422,"{'latitude': '40.69536875176086', 'longitude': '-73.79895409002422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58947503,2023-09-28T09:21:00.000,2023-09-28T09:21:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11004,,,,,LITTLE NECK PARKWAY,74 AVENUE,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-27T09:21:00.000,13 QUEENS,QUEENS,1062127,211534,UNKNOWN,Unspecified,QUEENS,40.74694562339164,-73.71894194063006,"{'latitude': '40.74694562339164', 'longitude': '-73.71894194063006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58954906,2023-09-28T09:20:44.000,2023-09-28T09:20:44.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11219,1571 64 STREET,64 STREET,,,,,ADDRESS,BROOKLYN,,Assigned,The Department of Buildings reviewed this complaint and assigned it to the Special Operations Team for further action.,2023-09-28T00:00:00.000,11 BROOKLYN,BROOKLYN,985622,166276,UNKNOWN,Unspecified,BROOKLYN,40.62306559091915,-73.99505765127142,"{'latitude': '40.62306559091915', 'longitude': '-73.99505765127142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3055370050,N/A,,,,,,,
58955302,2023-09-28T09:20:44.000,2023-11-02T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10030,151 WEST  140 STREET,WEST  140 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-11-02T00:00:00.000,10 MANHATTAN,MANHATTAN,1000826,237283,UNKNOWN,Unspecified,MANHATTAN,40.81794714874563,-73.94011349596107,"{'latitude': '40.81794714874563', 'longitude': '-73.94011349596107', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020090012,,,,,,,,
58950732,2023-09-28T09:20:34.000,2023-10-11T08:27:08.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,11427,86-35 235 COURT,235 COURT,HILLSIDE AVENUE,87 AVENUE,HILLSIDE AVENUE,87 AVENUE,ADDRESS,QUEENS VILLAGE,235 COURT,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-10-03T10:50:02.000,13 QUEENS,QUEENS,1058398,206118,ONLINE,Unspecified,QUEENS,40.7321121708238,-73.732459512684,"{'latitude': '40.7321121708238', 'longitude': '-73.732459512684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58947311,2023-09-28T09:20:28.000,2023-09-28T09:41:01.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10032,409 EDGECOMBE AVENUE,EDGECOMBE AVENUE,WEST  150 STREET,WEST  155 STREET,WEST  150 STREET,WEST  155 STREET,ADDRESS,NEW YORK,EDGECOMBE AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T09:41:06.000,09 MANHATTAN,MANHATTAN,1000889,241352,MOBILE,Unspecified,MANHATTAN,40.82911527895686,-73.93987579674543,"{'latitude': '40.82911527895686', 'longitude': '-73.93987579674543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58954264,2023-09-28T09:20:17.000,2023-10-02T10:05:28.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,10469,3221 FENTON AVENUE,FENTON AVENUE,BURKE AVENUE,GIVAN AVENUE,BURKE AVENUE,GIVAN AVENUE,ADDRESS,BRONX,FENTON AVENUE,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-02T10:05:32.000,12 BRONX,BRONX,1026759,257363,PHONE,Unspecified,BRONX,40.872974037006614,-73.84629444799145,"{'latitude': '40.872974037006614', 'longitude': '-73.84629444799145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2047410022,,,,,,,,
58955630,2023-09-28T09:20:10.000,2023-10-02T12:09:39.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11233,516 CHAUNCEY STREET,CHAUNCEY STREET,ROCKAWAY AVENUE,BROADWAY,ROCKAWAY AVENUE,BROADWAY,ADDRESS,BROOKLYN,CHAUNCEY STREET,Closed,The Department of Sanitation removed the items.,2023-09-30T11:02:14.000,16 BROOKLYN,BROOKLYN,1008849,187936,PHONE,Unspecified,BROOKLYN,40.682483491946456,-73.91130817498521,"{'latitude': '40.682483491946456', 'longitude': '-73.91130817498521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3015170007,,,,,,,,
58955653,2023-09-28T09:20:00.000,2023-10-12T09:59:07.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10466,3616 PALMER AVENUE,PALMER AVENUE,NEEDHAM AVENUE,CRAWFORD AVENUE,NEEDHAM AVENUE,CRAWFORD AVENUE,ADDRESS,BRONX,PALMER AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-29T06:51:54.000,12 BRONX,BRONX,1029096,261208,ONLINE,Unspecified,BRONX,40.88351578862587,-73.83781851878527,"{'latitude': '40.88351578862587', 'longitude': '-73.83781851878527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58947196,2023-09-28T09:20:00.000,2023-10-09T12:20:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),,10469,2545 GUNTHER AVENUE,GUNTHER AVENUE,MACE AVE,ALLERTON AVE,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection investigated this complaint and repaired or replaced the hydrant.,2023-10-09T12:20:00.000,11 BRONX,BRONX,1029593,254002,ONLINE,Unspecified,BRONX,40.8637350288052,-73.83606993616678,"{'latitude': '40.8637350288052', 'longitude': '-73.83606993616678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2044930001,,,,,,,,
58948096,2023-09-28T09:19:59.000,2023-10-02T11:16:03.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,11419,95-29 121 STREET,121 STREET,95 AVENUE,97 AVENUE,95 AVENUE,97 AVENUE,ADDRESS,SOUTH RICHMOND HILL,121 STREET,Closed,This request required re-assignment to a new DOT unit.,2023-10-02T11:16:09.000,09 QUEENS,QUEENS,1032832,191582,ONLINE,Unspecified,QUEENS,40.69239176484796,-73.8248112244175,"{'latitude': '40.69239176484796', 'longitude': '-73.8248112244175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4094590036,,,,,,,,
58954654,2023-09-28T09:19:56.000,2023-09-28T11:43:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11358,41-20 170 STREET,170 STREET,41 AVENUE,NORTHERN BOULEVARD,41 AVENUE,NORTHERN BOULEVARD,ADDRESS,FLUSHING,170 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T11:43:19.000,07 QUEENS,QUEENS,1040607,216049,MOBILE,Unspecified,QUEENS,40.75950145272662,-73.79656943722425,"{'latitude': '40.75950145272662', 'longitude': '-73.79656943722425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58946773,2023-09-28T09:19:54.000,2023-10-05T16:19:05.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11225,2100 WESTBURY COURT,WESTBURY COURT,DEAD END,FLATBUSH AVENUE,DEAD END,FLATBUSH AVENUE,ADDRESS,BROOKLYN,WESTBURY COURT,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-28T09:19:54.000,09 BROOKLYN,BROOKLYN,995154,178522,PHONE,Unspecified,BROOKLYN,40.65667163234827,-73.96070078703764,"{'latitude': '40.65667163234827', 'longitude': '-73.96070078703764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3050260257,,,,,,,,
58954760,2023-09-28T09:19:29.000,2023-09-28T09:27:57.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11212,44 CHRISTOPHER AVENUE,CHRISTOPHER AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,ADDRESS,BROOKLYN,CHRISTOPHER AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T09:28:00.000,16 BROOKLYN,BROOKLYN,1010157,184332,PHONE,Unspecified,BROOKLYN,40.67258760031476,-73.90660603165806,"{'latitude': '40.67258760031476', 'longitude': '-73.90660603165806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3036920022,,,,,,,,
58954274,2023-09-28T09:19:26.000,2023-10-04T11:18:56.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11421,93-03 74 PLACE,74 PLACE,93 AVENUE,ATLANTIC AVENUE,93 AVENUE,ATLANTIC AVENUE,ADDRESS,WOODHAVEN,74 PLACE,Closed,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-10-04T11:19:01.000,09 QUEENS,QUEENS,1021506,188607,PHONE,Unspecified,QUEENS,40.68428100789704,-73.86566964373593,"{'latitude': '40.68428100789704', 'longitude': '-73.86566964373593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4089410141,,,,,,,,
58945957,2023-09-28T09:19:16.000,2023-09-28T09:29:31.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,10017,128 EAST   45 STREET,EAST   45 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   45 STREET,Closed,See notes for information.,2023-09-28T09:29:35.000,06 MANHATTAN,MANHATTAN,991356,213701,UNKNOWN,Unspecified,MANHATTAN,40.753233552128464,-73.97435207193604,"{'latitude': '40.753233552128464', 'longitude': '-73.97435207193604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1012997501,,,,,,,"128 EAST   45 STREET, MANHATTAN (NEW YORK), NY, 10017",
