unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,bbl,landmark,facility_type,taxi_pick_up_location,due_date,taxi_company_borough,bridge_highway_name,bridge_highway_segment
58819321,2023-09-14T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11207,697 CHAUNCEY STREET,CHAUNCEY STREET,BUSHWICK AVENUE,EVERGREEN AVENUE,,,ADDRESS,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-15T12:00:00.000,04 BROOKLYN,BROOKLYN,1009736,188719,PHONE,Unspecified,BROOKLYN,40.68463013776725,-73.90810713253376,"{'latitude': '40.68463013776725', 'longitude': '-73.90810713253376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,3034450056,,,,,,,
58815851,2023-09-14T12:00:00.000,2023-09-14T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11106,21-35 33 AVENUE,33 AVENUE,21 STREET,23 STREET,,,ADDRESS,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-14T12:00:00.000,01 QUEENS,QUEENS,1003086,217818,PHONE,Unspecified,QUEENS,40.76451645318798,-73.93200306002154,"{'latitude': '40.76451645318798', 'longitude': '-73.93200306002154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASTORIA,4005550001,,DSNY Garage,,,,,
58812435,2023-09-14T12:00:00.000,2023-09-14T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10458,2720 GRAND CONCOURSE,GRAND CONCOURSE,EAST KINGSBRIDGE ROAD,EAST 196 STREET,,,ADDRESS,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-14T12:00:00.000,07 BRONX,BRONX,1013785,255380,PHONE,Unspecified,BRONX,40.86758426084022,-73.89321498210387,"{'latitude': '40.86758426084022', 'longitude': '-73.89321498210387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,2033040035,,,,,,,
58812448,2023-09-14T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10468,2956 JEROME AVENUE,JEROME AVENUE,EAST 199 STREET,BEDFORD PARK BOULEVARD,,,ADDRESS,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-15T12:00:00.000,07 BRONX,BRONX,1014767,257251,PHONE,Unspecified,BRONX,40.87271623956849,-73.88965600276818,"{'latitude': '40.87271623956849', 'longitude': '-73.88965600276818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,2033200002,,,,,,,
58817040,2023-09-14T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11208,856 CRESCENT STREET,CRESCENT STREET,LORING AVENUE,STANLEY AVENUE,,,ADDRESS,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-20T12:00:00.000,05 BROOKLYN,BROOKLYN,1020934,182118,PHONE,Unspecified,BROOKLYN,40.66647257406651,-73.86776736427595,"{'latitude': '40.66647257406651', 'longitude': '-73.86776736427595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,3045070012,,DSNY Garage,,,,,
58815857,2023-09-14T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11434,122-07 180 STREET,180 STREET,ANDERSON ROAD,ZOLLER ROAD,,,ADDRESS,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-15T12:00:00.000,12 QUEENS,QUEENS,1050210,188551,PHONE,Unspecified,QUEENS,40.683959940902426,-73.76217535294268,"{'latitude': '40.683959940902426', 'longitude': '-73.76217535294268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,4124580367,,,,,,,
58817039,2023-09-14T12:00:00.000,2023-09-19T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11377,37-23 57 STREET,57 STREET,37 AVENUE,38 AVENUE,,,ADDRESS,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-19T12:00:00.000,02 QUEENS,QUEENS,1010455,212506,PHONE,Unspecified,QUEENS,40.74991760577475,-73.9054220910185,"{'latitude': '40.74991760577475', 'longitude': '-73.9054220910185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WOODSIDE,4012120058,,,,,,,
58819329,2023-09-14T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11214,1864 81 STREET,81 STREET,18 AVENUE,19 AVENUE,,,ADDRESS,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-15T12:00:00.000,11 BROOKLYN,BROOKLYN,984728,161236,PHONE,Unspecified,BROOKLYN,40.60923192795031,-73.99827845980204,"{'latitude': '40.60923192795031', 'longitude': '-73.99827845980204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,,,,,,
58812447,2023-09-14T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11233,2071 ATLANTIC AVENUE,ATLANTIC AVENUE,MARCONI PLACE,GUNTHER PLACE,,,ADDRESS,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-15T12:00:00.000,16 BROOKLYN,BROOKLYN,1008659,185724,PHONE,Unspecified,BROOKLYN,40.67641258226,-73.91200123246398,"{'latitude': '40.67641258226', 'longitude': '-73.91200123246398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,3015660040,,DSNY Garage,,,,,
58812443,2023-09-14T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,23 AVENUE,23 AVENUE,INTERSECTION,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-15T12:00:00.000,07 QUEENS,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,
58814733,2023-09-14T12:00:00.000,2023-09-14T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10468,2727 JEROME AVENUE,JEROME AVENUE,EAST KINGSBRIDGE ROAD,WEST 195 STREET,,,ADDRESS,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-14T12:00:00.000,07 BRONX,BRONX,1012822,255679,PHONE,Unspecified,BRONX,40.868408093774754,-73.89669547038399,"{'latitude': '40.868408093774754', 'longitude': '-73.89669547038399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,2032470002,,,,,,,
58813572,2023-09-14T12:00:00.000,2023-09-19T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11225,409 NEW YORK AVENUE,NEW YORK AVENUE,CROWN STREET,MONTGOMERY STREET,,,ADDRESS,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-19T12:00:00.000,09 BROOKLYN,BROOKLYN,998647,181789,PHONE,Unspecified,BROOKLYN,40.66563383475818,-73.9481046585327,"{'latitude': '40.66563383475818', 'longitude': '-73.9481046585327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,3012980001,,DSNY Garage,,,,,
58815868,2023-09-14T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11433,110-15 164 PLACE,164 PLACE,110 AVENUE,110 ROAD,,,ADDRESS,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-15T12:00:00.000,12 QUEENS,QUEENS,1043320,192055,PHONE,Unspecified,QUEENS,40.693626249874285,-73.78698703476981,"{'latitude': '40.693626249874285', 'longitude': '-73.78698703476981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,4101930001,,,,,,,
58814746,2023-09-14T12:00:00.000,2023-09-18T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10474,300 WHITTIER STREET,WHITTIER STREET,VIELE AVENUE,EAST BAY AVENUE,,,ADDRESS,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-18T12:00:00.000,02 BRONX,BRONX,1016981,233504,PHONE,Unspecified,BRONX,40.80752977022403,-73.88176648060613,"{'latitude': '40.80752977022403', 'longitude': '-73.88176648060613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,DSNY Garage,,,,,
58811360,2023-09-14T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11413,130-30 227 STREET,227 STREET,130 AVENUE,131 AVENUE,,,ADDRESS,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-15T12:00:00.000,13 QUEENS,QUEENS,1056247,187770,PHONE,Unspecified,QUEENS,40.68176923679674,-73.74041687927779,"{'latitude': '40.68176923679674', 'longitude': '-73.74041687927779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SPRINGFIELD GARDENS,4129040054,,,,,,,
58814729,2023-09-14T12:00:00.000,2023-09-14T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,EAST 28 STREET,EAST 28 STREET,INTERSECTION,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-14T12:00:00.000,14 BROOKLYN,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,DSNY Garage,,,,,
58817023,2023-09-14T12:00:00.000,2023-09-14T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10453,1687 NELSON AVENUE,NELSON AVENUE,BRANDT PLACE,MACOMBS ROAD,,,ADDRESS,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-14T12:00:00.000,05 BRONX,BRONX,1007147,248256,PHONE,Unspecified,BRONX,40.84805073854779,-73.91723926514075,"{'latitude': '40.84805073854779', 'longitude': '-73.91723926514075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,2028760147,,DSNY Garage,,,,,
58814750,2023-09-14T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10458,447 CYRUS PLACE,CYRUS PLACE,PARK AVENUE,3 AVENUE,,,ADDRESS,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-15T12:00:00.000,06 BRONX,BRONX,1014154,252147,PHONE,Unspecified,BRONX,40.85870941733691,-73.89189527421584,"{'latitude': '40.85870941733691', 'longitude': '-73.89189527421584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,,,,,
58812436,2023-09-14T12:00:00.000,2023-09-14T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11106,33-33 13 STREET,13 STREET,33 AVENUE,34 AVENUE,,,ADDRESS,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-14T12:00:00.000,01 QUEENS,QUEENS,1002133,218056,PHONE,Unspecified,QUEENS,40.765171680635014,-73.93544270394729,"{'latitude': '40.765171680635014', 'longitude': '-73.93544270394729', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASTORIA,4005210065,,DSNY Garage,,,,,
58813563,2023-09-14T12:00:00.000,2023-09-19T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11238,800 BERGEN STREET,BERGEN STREET,GRAND AVENUE,CLASSON AVENUE,,,ADDRESS,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-19T12:00:00.000,08 BROOKLYN,BROOKLYN,995018,186270,PHONE,Unspecified,BROOKLYN,40.67793833182945,-73.96117857023145,"{'latitude': '40.67793833182945', 'longitude': '-73.96117857023145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,3011480020,,DSNY Garage,,,,,
58811363,2023-09-14T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,23 AVENUE,23 AVENUE,INTERSECTION,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-15T12:00:00.000,07 QUEENS,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,
58812442,2023-09-14T12:00:00.000,2023-09-18T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10469,1250 EAST GUN HILL ROAD,EAST GUN HILL ROAD,THROOP AVENUE,BOUCK AVENUE,,,ADDRESS,Closed,"The Department of Sanitation (DSNY) tagged the vehicle to confirm it was abandoned. When DSNY returned, the vehicle wasn't in the same exact location. This indicated that the vehicle wasn't abandoned. DSNY closed your Service Request. No further action will be taken.",2023-09-18T12:00:00.000,11 BRONX,BRONX,1025553,257131,PHONE,Unspecified,BRONX,40.87234299492352,-73.85065656723623,"{'latitude': '40.87234299492352', 'longitude': '-73.85065656723623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,2046190017,,DSNY Garage,,,,,
58811351,2023-09-14T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11203,351 EAST   58 STREET,EAST   58 STREET,BEVERLEY ROAD,CLARENDON ROAD,,,ADDRESS,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-20T12:00:00.000,17 BROOKLYN,BROOKLYN,1005884,174706,PHONE,Unspecified,BROOKLYN,40.64617783262193,-73.92204094456359,"{'latitude': '40.64617783262193', 'longitude': '-73.92204094456359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,3079060030,,,,,,,
58817034,2023-09-14T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11234,1073 EAST   72 STREET,EAST   72 STREET,RALPH AVENUE,AVENUE K,,,ADDRESS,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-15T12:00:00.000,18 BROOKLYN,BROOKLYN,1007233,167935,PHONE,Unspecified,BROOKLYN,40.6275894908946,-73.91720283004447,"{'latitude': '40.6275894908946', 'longitude': '-73.91720283004447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,3083427501,,,,,,,
58817030,2023-09-14T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11203,597 EAST   55 STREET,EAST   55 STREET,KINGS HIGHWAY,AVENUE D,,,ADDRESS,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-20T12:00:00.000,17 BROOKLYN,BROOKLYN,1005179,173533,PHONE,Unspecified,BROOKLYN,40.642959895617736,-73.92458508040791,"{'latitude': '40.642959895617736', 'longitude': '-73.92458508040791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,3047760062,,,,,,,
58814748,2023-09-14T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11232,18 19 STREET,19 STREET,DEAD END,3 AVENUE,,,ADDRESS,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-15T12:00:00.000,07 BROOKLYN,BROOKLYN,984337,182265,PHONE,Unspecified,BROOKLYN,40.66695205395288,-73.99968639413268,"{'latitude': '40.66695205395288', 'longitude': '-73.99968639413268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,,,,,,
58819326,2023-09-14T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11416,86-01 95 AVENUE,95 AVENUE,86 STREET,87 STREET,,,ADDRESS,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-15T12:00:00.000,09 QUEENS,QUEENS,1024481,188869,PHONE,Unspecified,QUEENS,40.68498711502987,-73.8549414284831,"{'latitude': '40.68498711502987', 'longitude': '-73.8549414284831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OZONE PARK,4090200025,,DSNY Garage,,,,,
58813560,2023-09-14T12:00:00.000,2023-09-14T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10452,54 FEATHERBED LANE,FEATHERBED LANE,INWOOD AVENUE,BEND,,,ADDRESS,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-14T12:00:00.000,05 BRONX,BRONX,1007462,247388,PHONE,Unspecified,BRONX,40.84566751269749,-73.91610370963573,"{'latitude': '40.84566751269749', 'longitude': '-73.91610370963573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,2028650103,,DSNY Garage,,,,,
58811358,2023-09-14T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11378,59-74 54 AVENUE,54 AVENUE,UNNAMED STREET,MAURICE AVENUE,,,ADDRESS,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-15T12:00:00.000,02 QUEENS,QUEENS,1010137,204868,PHONE,Unspecified,QUEENS,40.72895414028187,-73.90659919455221,"{'latitude': '40.72895414028187', 'longitude': '-73.90659919455221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MASPETH,4026560086,,,,,,,
58813573,2023-09-14T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11378,43-22 55 AVENUE,55 AVENUE,43 STREET,44 STREET,,,ADDRESS,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-20T12:00:00.000,02 QUEENS,QUEENS,1005049,205338,PHONE,Unspecified,QUEENS,40.73025760212584,-73.92495533583433,"{'latitude': '40.73025760212584', 'longitude': '-73.92495533583433', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MASPETH,4025250017,,,,,,,
58815858,2023-09-14T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10461,2934 HARRINGTON AVENUE,HARRINGTON AVENUE,CORNELL PLACE,GILLESPIE AVENUE,,,ADDRESS,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-15T12:00:00.000,10 BRONX,BRONX,1030974,245647,PHONE,Unspecified,BRONX,40.84079587620539,-73.83113540231315,"{'latitude': '40.84079587620539', 'longitude': '-73.83113540231315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,2053900014,,,,,,,
58819334,2023-09-14T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11433,111-55 178 STREET,178 STREET,SAYRES AVENUE,112 AVENUE,,,ADDRESS,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-15T12:00:00.000,12 QUEENS,QUEENS,1046866,193098,PHONE,Unspecified,QUEENS,40.696464655165,-73.77419012529278,"{'latitude': '40.696464655165', 'longitude': '-73.77419012529278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,4102950039,,,,,,,
58813578,2023-09-14T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11237,243 HARMAN STREET,HARMAN STREET,MYRTLE AVENUE,KNICKERBOCKER AVENUE,,,ADDRESS,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-15T12:00:00.000,04 BROOKLYN,BROOKLYN,1006460,193903,PHONE,Unspecified,BROOKLYN,40.698867841903336,-73.91990204989541,"{'latitude': '40.698867841903336', 'longitude': '-73.91990204989541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,3032780040,,,,,,,
58819335,2023-09-14T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10457,2000 ANTHONY AVENUE,ANTHONY AVENUE,BUSH STREET,EAST BURNSIDE AVENUE,,,ADDRESS,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-15T12:00:00.000,05 BRONX,BRONX,1011123,249496,PHONE,Unspecified,BRONX,40.851442964126655,-73.90286313589652,"{'latitude': '40.851442964126655', 'longitude': '-73.90286313589652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,2028140065,,DSNY Garage,,,,,
58819320,2023-09-14T12:00:00.000,2023-09-14T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11369,32-50 93 STREET,93 STREET,32 AVENUE,NORTHERN BOULEVARD,,,ADDRESS,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-14T12:00:00.000,03 QUEENS,QUEENS,1018788,215331,PHONE,Unspecified,QUEENS,40.75764288488996,-73.87533252677208,"{'latitude': '40.75764288488996', 'longitude': '-73.87533252677208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST ELMHURST,4014220029,,,,,,,
58812454,2023-09-14T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,120 AVENUE,120 AVENUE,INTERSECTION,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-15T12:00:00.000,12 QUEENS,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,
58811345,2023-09-14T12:00:00.000,2023-09-14T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10468,1 EAST  198 STREET,EAST  198 STREET,JEROME AVENUE,CRESTON AVENUE,,,ADDRESS,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-14T12:00:00.000,07 BRONX,BRONX,1013874,256734,PHONE,Unspecified,BRONX,40.87130027643416,-73.89288721314844,"{'latitude': '40.87130027643416', 'longitude': '-73.89288721314844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,2033190029,,,,,,,
58817029,2023-09-14T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,23 AVENUE,23 AVENUE,INTERSECTION,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-15T12:00:00.000,07 QUEENS,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,
58815859,2023-09-14T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,ELTON STREET,ELTON STREET,INTERSECTION,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-15T12:00:00.000,05 BROOKLYN,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,DSNY Garage,,,,,
58813570,2023-09-14T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11419,95-18 126 STREET,126 STREET,95 AVENUE,97 AVENUE,,,ADDRESS,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-15T12:00:00.000,09 QUEENS,QUEENS,1033847,192123,PHONE,Unspecified,QUEENS,40.693871051735265,-73.82114711774493,"{'latitude': '40.693871051735265', 'longitude': '-73.82114711774493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH RICHMOND HILL,4094660016,,DSNY Garage,,,,,
58818161,2023-09-14T12:00:00.000,2023-09-14T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10467,3400 TRYON AVENUE,TRYON AVENUE,RESERVOIR OVAL WEST,EAST GUN HILL ROAD,,,ADDRESS,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-14T12:00:00.000,07 BRONX,BRONX,1018242,259664,PHONE,Unspecified,BRONX,40.87932647487253,-73.87707879848327,"{'latitude': '40.87932647487253', 'longitude': '-73.87707879848327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,2033430216,,,,,,,
58817037,2023-09-14T12:00:00.000,2023-09-16T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,91 ROAD,91 ROAD,INTERSECTION,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-16T12:00:00.000,12 QUEENS,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,
58814730,2023-09-14T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11377,66-06 MAURICE AVENUE,MAURICE AVENUE,66 STREET,67 STREET,,,ADDRESS,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-15T12:00:00.000,05 QUEENS,QUEENS,1012298,207133,PHONE,Unspecified,QUEENS,40.73516441696265,-73.89879282882936,"{'latitude': '40.73516441696265', 'longitude': '-73.89879282882936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WOODSIDE,4024140011,,,,,,,
