unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,facility_type,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp
58844283,2023-09-17T07:26:40.000,2023-09-17T12:38:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11379,62-60 MOUNT OLIVET CRESCENT,MOUNT OLIVET CRESCENT,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T12:38:13.000,05 QUEENS,4027730075,QUEENS,1013119,199506,MOBILE,Unspecified,QUEENS,40.7142275256872,-73.89586308852908,"{'latitude': '40.7142275256872', 'longitude': '-73.89586308852908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",62 AVENUE,65 PLACE,,62 AVENUE,65 PLACE,MOUNT OLIVET CRESCENT,,,,
58845132,2023-09-17T07:26:26.000,2023-09-17T09:29:35.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10468,WEBB AVENUE,WEBB AVENUE,INTERSECTION,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T09:29:39.000,08 BRONX,,BRONX,1011486,256400,MOBILE,Unspecified,BRONX,40.87039124074123,-73.9015229587981,"{'latitude': '40.87039124074123', 'longitude': '-73.9015229587981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEBB AVENUE,WEST  195 STREET,,WEBB AVENUE,WEST  195 STREET,,,,,
58844445,2023-09-17T07:26:23.000,2023-09-17T08:24:45.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10473,323 NEWMAN AVENUE,NEWMAN AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T08:24:49.000,09 BRONX,2034750070,BRONX,1024426,235199,PHONE,Unspecified,BRONX,40.81215135066355,-73.85486295990901,"{'latitude': '40.81215135066355', 'longitude': '-73.85486295990901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",O'BRIEN AVENUE,COMPTON AVENUE,,O'BRIEN AVENUE,COMPTON AVENUE,NEWMAN AVENUE,,,,
58837032,2023-09-17T07:25:28.000,2023-09-17T12:37:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11379,62-62 MOUNT OLIVET CRESCENT,MOUNT OLIVET CRESCENT,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T12:37:53.000,05 QUEENS,4027730077,QUEENS,1013122,199500,MOBILE,Unspecified,QUEENS,40.71421104734186,-73.89585229260382,"{'latitude': '40.71421104734186', 'longitude': '-73.89585229260382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",62 AVENUE,65 PLACE,,62 AVENUE,65 PLACE,MOUNT OLIVET CRESCENT,,,,
58838506,2023-09-17T07:24:56.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10019,117 WEST   57 STREET,WEST   57 STREET,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-17T00:00:00.000,05 MANHATTAN,1010100023,MANHATTAN,990368,217854,ONLINE,Unspecified,MANHATTAN,40.76463321291506,-73.97791431457263,"{'latitude': '40.76463321291506', 'longitude': '-73.97791431457263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58839641,2023-09-17T07:24:53.000,2023-10-06T09:49:01.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10314,51 RICHMOND HILL ROAD,RICHMOND HILL ROAD,ADDRESS,STATEN ISLAND,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,02 STATEN ISLAND,5023800550,STATEN ISLAND,938109,153587,ONLINE,Unspecified,STATEN ISLAND,40.58811689049728,-74.16612660681376,"{'latitude': '40.58811689049728', 'longitude': '-74.16612660681376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58838055,2023-09-17T07:24:38.000,2023-09-17T12:37:27.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11379,62-64 MOUNT OLIVET CRESCENT,MOUNT OLIVET CRESCENT,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T12:37:33.000,05 QUEENS,,QUEENS,1013125,199495,MOBILE,Unspecified,QUEENS,40.71419731375481,-73.89584149239472,"{'latitude': '40.71419731375481', 'longitude': '-73.89584149239472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",62 AVENUE,65 PLACE,,62 AVENUE,65 PLACE,MOUNT OLIVET CRESCENT,,,,
58838022,2023-09-17T07:24:11.000,2023-09-17T09:16:26.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10467,3463 KNOX PLACE,KNOX PLACE,ADDRESS,BRONX,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T09:16:30.000,07 BRONX,2033240069,BRONX,1016606,260772,MOBILE,Unspecified,BRONX,40.882373736990566,-73.88298951017832,"{'latitude': '40.882373736990566', 'longitude': '-73.88298951017832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST MOSHOLU PARKWAY NORTH,WEST GUN HILL ROAD,,WEST MOSHOLU PARKWAY NORTH,WEST GUN HILL ROAD,KNOX PLACE,,,,
58839438,2023-09-17T07:23:57.000,2023-09-17T08:43:02.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10467,3545 JEROME AVENUE,JEROME AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T08:43:08.000,26 BRONX,2059000001,BRONX,1017789,263252,MOBILE,Unspecified,BRONX,40.889176136507665,-73.87869895902735,"{'latitude': '40.889176136507665', 'longitude': '-73.87869895902735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNNAMED STREET,MAJOR DEEGAN EXPWY NB ET   13,,UNNAMED STREET,MAJOR DEEGAN EXPWY NB ET   13,JEROME AVENUE,,,,
58844342,2023-09-17T07:23:47.000,2023-09-17T08:04:49.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11231,615 CLINTON STREET,CLINTON STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T08:04:53.000,06 BROOKLYN,3005620004,BROOKLYN,983679,184932,MOBILE,Unspecified,BROOKLYN,40.67427235439772,-74.00205848971115,"{'latitude': '40.67427235439772', 'longitude': '-74.00205848971115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CENTRE MALL,BUSH STREET,,CENTRE MALL,BUSH STREET,CLINTON STREET,,,,
58838003,2023-09-17T07:23:25.000,2023-09-17T12:37:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11379,62-70 MOUNT OLIVET CRESCENT,MOUNT OLIVET CRESCENT,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T12:37:09.000,05 QUEENS,4027730081,QUEENS,1013134,199479,MOBILE,Unspecified,QUEENS,40.71415336822803,-73.89580909608458,"{'latitude': '40.71415336822803', 'longitude': '-73.89580909608458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",62 AVENUE,65 PLACE,,62 AVENUE,65 PLACE,MOUNT OLIVET CRESCENT,,,,
58844412,2023-09-17T07:22:43.000,2023-09-17T12:23:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11370,32-01 77 STREET,77 STREET,ADDRESS,EAST ELMHURST,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T12:23:03.000,03 QUEENS,4011730001,QUEENS,1014628,215076,PHONE,Unspecified,QUEENS,40.756958247049,-73.89034949079425,"{'latitude': '40.756958247049', 'longitude': '-73.89034949079425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32 AVENUE,NORTHERN BOULEVARD,,32 AVENUE,NORTHERN BOULEVARD,77 STREET,,,,
58839223,2023-09-17T07:22:00.000,2023-09-17T08:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11249,,,INTERSECTION,BROOKLYN,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-17T08:00:00.000,01 BROOKLYN,,BROOKLYN,994938,194913,UNKNOWN,Unspecified,BROOKLYN,40.70166147236341,-73.96145327900804,"{'latitude': '40.70166147236341', 'longitude': '-73.96145327900804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,N/A,WYTHE AVENUE,WILLIAMSBURG ST WEST,,,,,
58842794,2023-09-17T07:21:59.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10034,610 WEST  204 STREET,WEST  204 STREET,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-17T00:00:00.000,12 MANHATTAN,1022250020,MANHATTAN,1005783,254613,ONLINE,Unspecified,MANHATTAN,40.86550222674629,-73.92214899161553,"{'latitude': '40.86550222674629', 'longitude': '-73.92214899161553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58840693,2023-09-17T07:21:51.000,2023-09-20T09:34:34.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10314,53 RICHMOND HILL ROAD,RICHMOND HILL ROAD,ADDRESS,STATEN ISLAND,Closed,The Department of Housing Preservation and Development contacted an occupant of the apartment or building and verified that the complaint was addressed.  The complaint has been closed.,2023-09-20T00:00:00.000,02 STATEN ISLAND,,STATEN ISLAND,938119,153580,ONLINE,Unspecified,STATEN ISLAND,40.5880977289772,-74.16609055499437,"{'latitude': '40.5880977289772', 'longitude': '-74.16609055499437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58841624,2023-09-17T07:21:41.000,2023-09-17T08:43:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10467,3545 JEROME AVENUE,JEROME AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T08:43:04.000,26 BRONX,2059000001,BRONX,1017789,263252,MOBILE,Unspecified,BRONX,40.889176136507665,-73.87869895902735,"{'latitude': '40.889176136507665', 'longitude': '-73.87869895902735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNNAMED STREET,MAJOR DEEGAN EXPWY NB ET   13,,UNNAMED STREET,MAJOR DEEGAN EXPWY NB ET   13,JEROME AVENUE,,,,
58840510,2023-09-17T07:21:06.000,2023-09-17T08:18:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11372,37-55 79 STREET,79 STREET,ADDRESS,JACKSON HEIGHTS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T08:18:23.000,03 QUEENS,4012900049,QUEENS,1015553,212214,ONLINE,Unspecified,QUEENS,40.749099562693985,-73.8870239963435,"{'latitude': '40.749099562693985', 'longitude': '-73.8870239963435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37 AVENUE,ROOSEVELT AVENUE,,37 AVENUE,ROOSEVELT AVENUE,79 STREET,,,,
58840773,2023-09-17T07:20:45.000,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,10301,768 HOWARD AVENUE,HOWARD AVENUE,ADDRESS,STATEN ISLAND,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-18T10:55:41.000,01 STATEN ISLAND,5006100246,STATEN ISLAND,957235,163201,UNKNOWN,Unspecified,STATEN ISLAND,40.61458427774747,-74.09730365480016,"{'latitude': '40.61458427774747', 'longitude': '-74.09730365480016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HIGHLAND AVENUE,GRAND AVENUE,,HIGHLAND AVENUE,GRAND AVENUE,HOWARD AVENUE,,,,
58843200,2023-09-17T07:20:00.000,2023-09-18T09:40:00.000,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),,11374,,,INTERSECTION,QUEENS,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-18T09:40:00.000,04 QUEENS,,QUEENS,1020734,206261,PHONE,Unspecified,QUEENS,40.73274021885592,-73.8683575061072,"{'latitude': '40.73274021885592', 'longitude': '-73.8683575061072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,HORACE HARDING EXPRE,QUEENS BOULEVARD,,,,,
58842058,2023-09-17T07:19:55.000,2023-09-19T19:08:33.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,Private Carter Decal Not Posted,Street,10022,551 MADISON AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-19T19:08:37.000,05 MANHATTAN,1012910021,MANHATTAN,991666,216560,ONLINE,Unspecified,MANHATTAN,40.761080522689156,-73.97323002489202,"{'latitude': '40.761080522689156', 'longitude': '-73.97323002489202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   55 STREET,EAST   56 STREET,,EAST   55 STREET,EAST   56 STREET,MADISON AVENUE,,,,
58838165,2023-09-17T07:19:18.000,2023-09-17T07:23:32.000,NYPD,New York City Police Department,Graffiti,Police Report Not Requested,Store/Commercial,10314,53 RICHMOND HILL ROAD,RICHMOND HILL ROAD,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T07:23:36.000,02 STATEN ISLAND,,STATEN ISLAND,938119,153580,ONLINE,Unspecified,STATEN ISLAND,40.5880977289772,-74.16609055499437,"{'latitude': '40.5880977289772', 'longitude': '-74.16609055499437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RICHMOND AVENUE,COUNTRY DRIVE WEST,,RICHMOND AVENUE,COUNTRY DRIVE WEST,RICHMOND HILL ROAD,,,,
58839034,2023-09-17T07:18:18.000,2023-09-17T18:33:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,74-29 85 ROAD,85 ROAD,ADDRESS,WOODHAVEN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T18:33:46.000,09 QUEENS,4088390082,QUEENS,1020800,192149,ONLINE,Unspecified,QUEENS,40.69400591605499,-73.86819597971699,"{'latitude': '40.69400591605499', 'longitude': '-73.86819597971699', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEXTER COURT,75 STREET,,DEXTER COURT,75 STREET,85 ROAD,,,,
58842566,2023-09-17T07:18:07.000,2023-09-17T08:12:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11373,84-09 52 AVENUE,52 AVENUE,ADDRESS,ELMHURST,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T08:12:42.000,04 QUEENS,4028910042,QUEENS,1016873,206630,MOBILE,Unspecified,QUEENS,40.7337681155984,-73.88228705726537,"{'latitude': '40.7337681155984', 'longitude': '-73.88228705726537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEAD END,HASPEL STREET,,DEAD END,HASPEL STREET,52 AVENUE,,,,
58844487,2023-09-17T07:17:03.000,2023-09-17T07:33:55.000,NYPD,New York City Police Department,Panhandling,N/A,Residential Building/House,10027,273 WEST  122 STREET,WEST  122 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T07:34:01.000,10 MANHATTAN,1019280005,MANHATTAN,997634,233604,MOBILE,Unspecified,MANHATTAN,40.80785473371258,-73.95165302772789,"{'latitude': '40.80785473371258', 'longitude': '-73.95165302772789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  122 STREET,,,,
58844284,2023-09-17T07:16:50.000,2023-09-17T12:36:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11379,62-74 MOUNT OLIVET CRESCENT,MOUNT OLIVET CRESCENT,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T12:36:43.000,05 QUEENS,4027730083,QUEENS,1013140,199469,MOBILE,Unspecified,QUEENS,40.71412590104454,-73.8957874957073,"{'latitude': '40.71412590104454', 'longitude': '-73.8957874957073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",62 AVENUE,65 PLACE,,62 AVENUE,65 PLACE,MOUNT OLIVET CRESCENT,,,,
58843112,2023-09-17T07:16:24.000,2023-09-18T10:01:22.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Gutter,10314,77A RICHMOND HILL ROAD,RICHMOND HILL ROAD,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-18T10:01:32.000,02 STATEN ISLAND,5023800500,STATEN ISLAND,938244,153485,ONLINE,Unspecified,STATEN ISLAND,40.58783762305138,-74.16563985793714,"{'latitude': '40.58783762305138', 'longitude': '-74.16563985793714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RICHMOND AVENUE,COUNTRY DRIVE WEST,,RICHMOND AVENUE,COUNTRY DRIVE WEST,RICHMOND HILL ROAD,,,,
58843232,2023-09-17T07:16:10.000,2023-09-17T07:44:34.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10471,254 WEST  261 STREET,WEST  261 STREET,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T07:44:37.000,08 BRONX,2058750912,BRONX,1012473,270689,ONLINE,Unspecified,BRONX,40.909606907599944,-73.89789405018078,"{'latitude': '40.909606907599944', 'longitude': '-73.89789405018078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HUXLEY AVENUE,SPENCER AVENUE,,HUXLEY AVENUE,SPENCER AVENUE,WEST  261 STREET,,,,
58844353,2023-09-17T07:15:48.000,2023-09-17T21:51:41.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11379,64 STREET,64 STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T21:51:51.000,05 QUEENS,,QUEENS,1012776,198897,MOBILE,Unspecified,QUEENS,40.712557079628674,-73.89710294525496,"{'latitude': '40.712557079628674', 'longitude': '-73.89710294525496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",64 STREET,METRO AVENUE,,64 STREET,METRO AVENUE,,,,,
58844711,2023-09-17T07:15:44.000,2023-09-17T08:43:00.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10467,3545 JEROME AVENUE,JEROME AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T08:43:04.000,26 BRONX,2059000001,BRONX,1017789,263252,MOBILE,Unspecified,BRONX,40.889176136507665,-73.87869895902735,"{'latitude': '40.889176136507665', 'longitude': '-73.87869895902735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNNAMED STREET,MAJOR DEEGAN EXPWY NB ET   13,,UNNAMED STREET,MAJOR DEEGAN EXPWY NB ET   13,JEROME AVENUE,,,,
58839053,2023-09-17T07:15:32.000,2023-09-17T07:26:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11204,1414 WEST    6 STREET,WEST    6 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T07:26:07.000,11 BROOKLYN,3065780056,BROOKLYN,989685,162198,PHONE,Unspecified,BROOKLYN,40.611870766300605,-73.98042480980789,"{'latitude': '40.611870766300605', 'longitude': '-73.98042480980789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",65 STREET,AVENUE O,,65 STREET,AVENUE O,WEST    6 STREET,,,,
58840491,2023-09-17T07:15:25.000,2023-09-17T08:02:43.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10451,3214 3 AVENUE,3 AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T08:02:48.000,03 BRONX,2026200012,BRONX,1009381,239206,MOBILE,Unspecified,BRONX,40.823205042714356,-73.90919843129478,"{'latitude': '40.823205042714356', 'longitude': '-73.90919843129478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  161 STREET,EAST  162 STREET,,EAST  161 STREET,EAST  162 STREET,3 AVENUE,,,,
58838298,2023-09-17T07:15:21.000,2023-09-17T07:47:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10013,88 WALKER STREET,WALKER STREET,ADDRESS,NEW YORK,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T07:47:28.000,01 MANHATTAN,1001960024,MANHATTAN,983881,200898,ONLINE,Unspecified,MANHATTAN,40.71809532461087,-74.00133114209873,"{'latitude': '40.71809532461087', 'longitude': '-74.00133114209873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CORTLANDT ALLEY,LAFAYETTE STREET,,CORTLANDT ALLEY,LAFAYETTE STREET,WALKER STREET,,,,
58840220,2023-09-17T07:14:56.000,2023-09-17T22:06:49.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11379,63-51 METRO AVENUE,METRO AVENUE,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T22:06:56.000,05 QUEENS,4027710038,QUEENS,1012675,198905,MOBILE,Unspecified,QUEENS,40.71257936277241,-73.89746723150225,"{'latitude': '40.71257936277241', 'longitude': '-73.89746723150225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADMIRAL AVENUE,64 STREET,,ADMIRAL AVENUE,64 STREET,METROPOLITAN AVENUE,,,,
58839207,2023-09-17T07:14:24.000,2023-09-17T08:03:14.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11229,2038 EAST   23 STREET,EAST   23 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T08:03:19.000,15 BROOKLYN,3073270022,BROOKLYN,998477,158215,PHONE,Unspecified,BROOKLYN,40.60092849251544,-73.948767138413,"{'latitude': '40.60092849251544', 'longitude': '-73.948767138413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE T,AVENUE U,,AVENUE T,AVENUE U,EAST   23 STREET,,,,
58842298,2023-09-17T07:14:13.000,2023-09-17T19:21:01.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11379,63-53 METRO AVENUE,METRO AVENUE,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T19:21:06.000,05 QUEENS,,QUEENS,1012678,198905,MOBILE,Unspecified,QUEENS,40.71257935313365,-73.89745641011177,"{'latitude': '40.71257935313365', 'longitude': '-73.89745641011177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADMIRAL AVENUE,64 STREET,,ADMIRAL AVENUE,64 STREET,METROPOLITAN AVENUE,,,,
58839262,2023-09-17T07:14:00.000,2023-09-17T09:32:35.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10455,2818 3 AVENUE,3 AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T09:32:39.000,01 BRONX,,BRONX,1006691,236342,ONLINE,Unspecified,BRONX,40.815351416376224,-73.91892732221476,"{'latitude': '40.815351416376224', 'longitude': '-73.91892732221476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  147 STREET,EAST  148 STREET,,EAST  147 STREET,EAST  148 STREET,3 AVENUE,,,,
58841222,2023-09-17T07:13:30.000,2023-09-17T19:17:47.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11379,63-37 METRO AVENUE,METRO AVENUE,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T19:17:51.000,05 QUEENS,4027710040,QUEENS,1012652,198906,MOBILE,Unspecified,QUEENS,40.71258218139572,-73.89755019127733,"{'latitude': '40.71258218139572', 'longitude': '-73.89755019127733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADMIRAL AVENUE,64 STREET,,ADMIRAL AVENUE,64 STREET,METROPOLITAN AVENUE,,,,
58841032,2023-09-17T07:13:20.000,2023-09-18T10:03:32.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Gutter,10314,3 RACAL COURT,RACAL COURT,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-18T10:03:41.000,02 STATEN ISLAND,5024010140,STATEN ISLAND,938712,153038,ONLINE,Unspecified,STATEN ISLAND,40.586613115932856,-74.16395186396507,"{'latitude': '40.586613115932856', 'longitude': '-74.16395186396507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RICHMOND HILL ROAD,BEND,,RICHMOND HILL ROAD,BEND,RACAL COURT,,,,
