unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,vehicle_type,taxi_company_borough,bridge_highway_direction,road_ramp
58830120,2023-09-15T16:34:10.000,2023-09-28T16:34:54.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,10456,3390 PARK AVENUE,PARK AVENUE,EAST  166 STREET,GOUVERNEUR PLACE,EAST  166 STREET,GOUVERNEUR PLACE,ADDRESS,BRONX,PARK AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-16T13:39:52.000,03 BRONX,2023880001,BRONX,1009109,241277,MOBILE,Unspecified,BRONX,40.82889011483103,-73.91017352873055,"{'latitude': '40.82889011483103', 'longitude': '-73.91017352873055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58864284,2023-09-15T16:34:06.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11375,30 78 AVENUE,78 AVENUE,GREENWAY NORTH,MARKWOOD PLACE,GREENWAY NORTH,MARKWOOD PLACE,ADDRESS,FOREST HILLS,78 AVENUE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-19T09:43:51.000,06 QUEENS,4033050015,QUEENS,1029215,198666,ONLINE,Unspecified,QUEENS,40.71185476665901,-73.83780695166818,"{'latitude': '40.71185476665901', 'longitude': '-73.83780695166818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58869255,2023-09-15T16:34:02.000,2023-09-15T17:06:04.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11433,165-20 ARCHER AVENUE,ARCHER AVENUE,165 STREET,MERRICK BOULEVARD,165 STREET,MERRICK BOULEVARD,ADDRESS,JAMAICA,ARCHER AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T17:06:09.000,12 QUEENS,4101550035,QUEENS,1041502,195881,PHONE,Unspecified,QUEENS,40.7041396457306,-73.79351039651152,"{'latitude': '40.7041396457306', 'longitude': '-73.79351039651152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58870545,2023-09-15T16:33:44.000,2023-09-15T17:06:28.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11375,71-30 YELLOWSTONE BOULEVARD,YELLOWSTONE BOULEVARD,BURNS STREET,CLYDE STREET,BURNS STREET,CLYDE STREET,ADDRESS,FOREST HILLS,YELLOWSTONE BOULEVARD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T17:06:32.000,06 QUEENS,4031650053,QUEENS,1024636,202254,MOBILE,Unspecified,QUEENS,40.721725039166884,-73.8543022832626,"{'latitude': '40.721725039166884', 'longitude': '-73.8543022832626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823109,2023-09-15T16:33:37.000,2023-09-15T17:35:00.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10019,857 NINTH AVENUE,NINTH AVENUE,WEST   55 STREET,WEST   56 STREET,WEST   55 STREET,WEST   56 STREET,ADDRESS,NEW YORK,9 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T17:35:06.000,04 MANHATTAN,1010650034,MANHATTAN,988033,218739,MOBILE,Unspecified,MANHATTAN,40.767063616485785,-73.98634305387702,"{'latitude': '40.767063616485785', 'longitude': '-73.98634305387702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58836787,2023-09-15T16:33:22.000,2023-09-16T09:08:15.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Sidewalk,11419,104-64 128 STREET,128 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,128 STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-16T09:08:20.000,10 QUEENS,4095810038,QUEENS,1035040,190188,ONLINE,Unspecified,QUEENS,40.68855316839335,-73.81685961403421,"{'latitude': '40.68855316839335', 'longitude': '-73.81685961403421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58822324,2023-09-15T16:33:12.000,2023-09-15T17:24:57.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11357,12-14 149 STREET,149 STREET,12 AVENUE,12 ROAD,12 AVENUE,12 ROAD,ADDRESS,WHITESTONE,149 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T17:25:10.000,07 QUEENS,4044860016,QUEENS,1035057,227072,PHONE,Unspecified,QUEENS,40.78979026484968,-73.81651973992909,"{'latitude': '40.78979026484968', 'longitude': '-73.81651973992909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823655,2023-09-15T16:33:02.000,2023-09-15T21:12:44.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11379,62-24 64 STREET,64 STREET,62 AVENUE,62 ROAD,62 AVENUE,62 ROAD,ADDRESS,MIDDLE VILLAGE,64 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T21:12:50.000,05 QUEENS,,QUEENS,1012607,199329,ONLINE,Unspecified,QUEENS,40.71374335911223,-73.89771073041113,"{'latitude': '40.71374335911223', 'longitude': '-73.89771073041113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58865016,2023-09-15T16:32:25.000,2023-09-15T17:06:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11418,87-47 134 STREET,134 STREET,JAMAICA AVENUE,89 AVENUE,JAMAICA AVENUE,89 AVENUE,ADDRESS,RICHMOND HILL,134 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T17:06:47.000,09 QUEENS,4093420071,QUEENS,1034550,195121,MOBILE,Unspecified,QUEENS,40.702095878013026,-73.81858963103309,"{'latitude': '40.702095878013026', 'longitude': '-73.81858963103309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58862521,2023-09-15T16:32:09.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11414,90-10 SOUTH CONDUIT AVENUE,SOUTH CONDUIT AVENUE,90 STREET,CROSS BAY BOULEVARD,90 STREET,CROSS BAY BOULEVARD,ADDRESS,HOWARD BEACH,SOUTH CONDUIT AVENUE,In Progress,,,10 QUEENS,4114220004,QUEENS,1027349,183059,ONLINE,Unspecified,QUEENS,40.6690265015627,-73.84463762373403,"{'latitude': '40.6690265015627', 'longitude': '-73.84463762373403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58869384,2023-09-15T16:32:02.000,2023-09-15T16:56:17.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11209,8701 SHORE ROAD,SHORE ROAD,87 STREET,88 STREET,87 STREET,88 STREET,ADDRESS,BROOKLYN,SHORE ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T16:56:22.000,10 BROOKLYN,3060400001,BROOKLYN,972961,166912,ONLINE,Unspecified,BROOKLYN,40.62480419136853,-74.04066736891629,"{'latitude': '40.62480419136853', 'longitude': '-74.04066736891629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58821321,2023-09-15T16:32:00.000,2023-09-18T12:10:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11378,59-38 70 STREET,70 STREET,CALDWELL AVE,60 AVE,,,ADDRESS,MASPETH,,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-18T12:10:00.000,05 QUEENS,4028320024,QUEENS,1014620,203025,PHONE,Unspecified,QUEENS,40.7238813015821,-73.89043277529163,"{'latitude': '40.7238813015821', 'longitude': '-73.89043277529163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824080,2023-09-15T16:32:00.000,2023-09-21T12:25:00.000,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,11205,,,,,CLINTON AVENUE,PARK AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-21T12:25:00.000,02 BROOKLYN,,BROOKLYN,992737,192879,UNKNOWN,Unspecified,BROOKLYN,40.69608100187437,-73.9693938403095,"{'latitude': '40.69608100187437', 'longitude': '-73.9693938403095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58823891,2023-09-15T16:32:00.000,2023-09-21T13:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11223,,,,,LAKE STREET,AVENUE S,INTERSECTION,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-21T13:15:00.000,11 BROOKLYN,,BROOKLYN,991634,158494,PHONE,Unspecified,BROOKLYN,40.60170263431614,-73.97340916422843,"{'latitude': '40.60170263431614', 'longitude': '-73.97340916422843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58825561,2023-09-15T16:32:00.000,2023-10-20T09:45:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11414,96-16 156 AVENUE,156 AVENUE,HURON ST,BRIDGETON ST,,,ADDRESS,HOWARD BEACH,,Closed,,2023-10-20T09:45:00.000,10 QUEENS,4141510045,QUEENS,1029369,181201,ONLINE,Unspecified,QUEENS,40.663916649377,-73.83736842101322,"{'latitude': '40.663916649377', 'longitude': '-73.83736842101322', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58820708,2023-09-15T16:31:56.000,2023-09-15T18:55:00.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10457,2070 ARTHUR AVENUE,ARTHUR AVENUE,EAST  179 STREET,EAST  180 STREET,EAST  179 STREET,EAST  180 STREET,ADDRESS,BRONX,ARTHUR AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-15T18:55:04.000,06 BRONX,2030690063,BRONX,1014140,248518,ONLINE,Unspecified,BRONX,40.848748947546916,-73.89196206534605,"{'latitude': '40.848748947546916', 'longitude': '-73.89196206534605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58861799,2023-09-15T16:31:55.000,2023-09-15T16:42:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11213,920 PARK PLACE,PARK PLACE,NEW YORK AVENUE,BROOKLYN AVENUE,NEW YORK AVENUE,BROOKLYN AVENUE,ADDRESS,BROOKLYN,PARK PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T16:43:04.000,08 BROOKLYN,3012420001,BROOKLYN,999001,184558,ONLINE,Unspecified,BROOKLYN,40.67323353732816,-73.9468225733129,"{'latitude': '40.67323353732816', 'longitude': '-73.9468225733129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58821387,2023-09-15T16:31:53.000,2023-09-15T22:41:01.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10466,3972 MONTICELLO AVENUE,MONTICELLO AVENUE,EAST  233 STREET,STRANG AVENUE,EAST  233 STREET,STRANG AVENUE,ADDRESS,BRONX,MONTICELLO AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T22:41:06.000,12 BRONX,2049600037,BRONX,1029065,263689,PHONE,Unspecified,BRONX,40.89032550024404,-73.83791402526894,"{'latitude': '40.89032550024404', 'longitude': '-73.83791402526894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58864756,2023-09-15T16:31:48.000,2023-09-15T16:58:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10451,2385 3 AVENUE,3 AVENUE,DEAD END,3 AVENUE BRIDGE BIKE PATH,DEAD END,3 AVENUE BRIDGE BIKE PATH,ADDRESS,BRONX,3 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T16:58:07.000,01 BRONX,2023190002,BRONX,1003284,233730,PHONE,Unspecified,BRONX,40.80819020311613,-73.93124320410988,"{'latitude': '40.80819020311613', 'longitude': '-73.93124320410988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58863265,2023-09-15T16:31:32.000,2023-09-15T16:59:31.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10022,161 EAST   60 STREET,EAST   60 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   60 STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-15T16:59:34.000,08 MANHATTAN,1013950026,MANHATTAN,993365,217113,ONLINE,Unspecified,MANHATTAN,40.76259677706704,-73.9670962945112,"{'latitude': '40.76259677706704', 'longitude': '-73.9670962945112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823804,2023-09-15T16:31:20.000,2023-09-18T11:47:52.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Street,10307,309 LORETTO STREET,LORETTO STREET,SANDY LANE,FOREST LANE,SANDY LANE,FOREST LANE,ADDRESS,STATEN ISLAND,LORETTO STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T11:47:57.000,03 STATEN ISLAND,5078630128,STATEN ISLAND,917747,122705,MOBILE,Unspecified,STATEN ISLAND,40.503222587321744,-74.23913435110055,"{'latitude': '40.503222587321744', 'longitude': '-74.23913435110055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58859604,2023-09-15T16:31:18.000,2023-09-15T16:56:19.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11377,31-10 69 STREET,69 STREET,31 AVENUE,32 AVENUE,31 AVENUE,32 AVENUE,ADDRESS,WOODSIDE,69 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T16:56:24.000,03 QUEENS,,QUEENS,1012470,215311,PHONE,Unspecified,QUEENS,40.75761041264554,-73.89813787756556,"{'latitude': '40.75761041264554', 'longitude': '-73.89813787756556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58832916,2023-09-15T16:31:07.000,2023-09-18T10:57:07.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Street Not Swept,Street,10037,1 WEST  137 STREET,WEST  137 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,WEST  137 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T11:43:05.000,10 MANHATTAN,1017350034,MANHATTAN,1001646,235936,PHONE,Unspecified,MANHATTAN,40.81424843534535,-73.93715445619006,"{'latitude': '40.81424843534535', 'longitude': '-73.93715445619006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58857773,2023-09-15T16:30:50.000,2023-09-15T17:11:40.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,712 EAST GUN HILL ROAD,EAST GUN HILL ROAD,WHITE PLAINS ROAD,HOLLAND AVENUE,WHITE PLAINS ROAD,HOLLAND AVENUE,ADDRESS,BRONX,EAST GUN HILL ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T17:11:44.000,12 BRONX,2046290050,BRONX,1021339,258894,ONLINE,Unspecified,BRONX,40.87720059434862,-73.86588376795467,"{'latitude': '40.87720059434862', 'longitude': '-73.86588376795467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58861839,2023-09-15T16:30:47.000,2023-09-15T17:04:10.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10027,200 WEST  125 STREET,WEST  125 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  125 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T17:04:14.000,10 MANHATTAN,1019300030,MANHATTAN,998474,234053,MOBILE,Unspecified,MANHATTAN,40.80908580180059,-73.94861774822319,"{'latitude': '40.80908580180059', 'longitude': '-73.94861774822319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58849891,2023-09-15T16:30:22.000,2023-10-25T14:31:37.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,10304,7 WHITAKER PLACE,WHITAKER PLACE,RICHMOND ROAD,SAVIN COURT,RICHMOND ROAD,SAVIN COURT,ADDRESS,STATEN ISLAND,WHITAKER PLACE,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-10-25T14:31:41.000,02 STATEN ISLAND,5032850001,STATEN ISLAND,958151,156539,PHONE,Unspecified,STATEN ISLAND,40.59630120354256,-74.09397863023985,"{'latitude': '40.59630120354256', 'longitude': '-74.09397863023985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58859420,2023-09-15T16:30:13.000,2023-09-15T16:43:54.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11231,406 BOND STREET,BOND STREET,2 STREET,3 STREET,2 STREET,3 STREET,ADDRESS,BROOKLYN,BOND STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T16:43:59.000,06 BROOKLYN,3004617501,BROOKLYN,986534,185958,MOBILE,Unspecified,BROOKLYN,40.6770882169469,-73.99176569348465,"{'latitude': '40.6770882169469', 'longitude': '-73.99176569348465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58834217,2023-09-15T16:29:54.000,2023-09-16T03:37:59.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11419,104-64 128 STREET,128 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,128 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T03:38:03.000,10 QUEENS,4095810038,QUEENS,1035040,190188,ONLINE,Unspecified,QUEENS,40.68855316839335,-73.81685961403421,"{'latitude': '40.68855316839335', 'longitude': '-73.81685961403421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58858750,2023-09-15T16:29:53.000,2023-09-15T16:55:46.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,10001,413 8 AVENUE,8 AVENUE,WEST   30 STREET,WEST   31 STREET,WEST   30 STREET,WEST   31 STREET,ADDRESS,NEW YORK,8 AVENUE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-15T16:55:52.000,04 MANHATTAN,1007540041,MANHATTAN,985624,212536,MOBILE,Unspecified,MANHATTAN,40.75003867043604,-73.9950410128631,"{'latitude': '40.75003867043604', 'longitude': '-73.9950410128631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825618,2023-09-15T16:29:10.000,2023-09-15T19:09:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11368,96-35 HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,JUNCTION BOULEVARD,LIE WESTBOUND ENTRANCE   99 ST,JUNCTION BOULEVARD,LIE WESTBOUND ENTRANCE   99 ST,ADDRESS,CORONA,HORACE HARDING EXPRESSWAY,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T19:09:44.000,04 QUEENS,,QUEENS,1021961,206901,ONLINE,Unspecified,QUEENS,40.73449171300191,-73.8639266333977,"{'latitude': '40.73449171300191', 'longitude': '-73.8639266333977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824505,2023-09-15T16:29:02.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11218,465 EAST    7 STREET,EAST    7 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T00:00:00.000,12 BROOKLYN,3053760076,BROOKLYN,991991,172545,UNKNOWN,Unspecified,BROOKLYN,40.640269393073254,-73.972107444611,"{'latitude': '40.640269393073254', 'longitude': '-73.972107444611', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58822814,2023-09-15T16:29:01.000,2023-10-11T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11201,250 LIVINGSTON STREET,LIVINGSTON STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-11T00:00:00.000,02 BROOKLYN,3001650022,BROOKLYN,988624,190310,UNKNOWN,Unspecified,BROOKLYN,40.689032679260606,-73.98422797342707,"{'latitude': '40.689032679260606', 'longitude': '-73.98422797342707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824711,2023-09-15T16:29:00.000,2023-09-21T18:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10312,1318 ARTHUR KILL ROAD,ARTHUR KILL ROAD,KENILWORTH AVE,FRESH KILLS PRK GREEN RIDGE PATH,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-21T18:00:00.000,03 STATEN ISLAND,5057400207,STATEN ISLAND,932947,145143,ONLINE,Unspecified,STATEN ISLAND,40.564911448055554,-74.18464779631103,"{'latitude': '40.564911448055554', 'longitude': '-74.18464779631103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58820877,2023-09-15T16:29:00.000,2023-09-16T16:08:00.000,DOT,Department of Transportation,Traffic Signal Condition,LED Lense,,11355,,,,,COLLEGE POINT BOULEVARD,FOWLER AVENUE,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-16T16:08:00.000,07 QUEENS,,QUEENS,1030715,213274,UNKNOWN,Unspecified,QUEENS,40.75194231831854,-73.83229544207578,"{'latitude': '40.75194231831854', 'longitude': '-73.83229544207578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58856725,2023-09-15T16:28:39.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11414,90-10 SOUTH CONDUIT AVENUE,SOUTH CONDUIT AVENUE,90 STREET,CROSS BAY BOULEVARD,90 STREET,CROSS BAY BOULEVARD,ADDRESS,HOWARD BEACH,SOUTH CONDUIT AVENUE,In Progress,,,10 QUEENS,4114220004,QUEENS,1027349,183059,ONLINE,Unspecified,QUEENS,40.6690265015627,-73.84463762373403,"{'latitude': '40.6690265015627', 'longitude': '-73.84463762373403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58856796,2023-09-15T16:28:38.000,2023-10-06T12:32:48.000,DOT,Department of Transportation,Outdoor Dining,Street Zone Blocked,Street,10014,33 CARMINE STREET,CARMINE STREET,BLEECKER STREET,BEDFORD STREET,BLEECKER STREET,BEDFORD STREET,ADDRESS,NEW YORK,CARMINE STREET,Closed,The Department of Transportation inspected this location and determined that the establishment has 24 hours to come into compliance.,2023-10-06T12:32:51.000,02 MANHATTAN,1005860032,MANHATTAN,983359,205271,PHONE,Unspecified,MANHATTAN,40.73009811239869,-74.00321480011411,"{'latitude': '40.73009811239869', 'longitude': '-74.00321480011411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58854982,2023-09-15T16:28:21.000,2023-09-20T15:12:06.000,TLC,Taxi and Limousine Commission,Lost Property,Clothing/Glasses,Taxi,10022,448 EAST   52 STREET,EAST   52 STREET,1 AVENUE,DEAD END,1 AVENUE,DEAD END,ADDRESS,NEW YORK,EAST   52 STREET,Closed,See notes for information.,2023-09-20T15:12:08.000,06 MANHATTAN,1013630026,MANHATTAN,994174,214225,ONLINE,Unspecified,MANHATTAN,40.75466908525683,-73.96418019605828,"{'latitude': '40.75466908525683', 'longitude': '-73.96418019605828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,"448 EAST   52 STREET, MANHATTAN (NEW YORK), NY, 10022",,,,
58820598,2023-09-15T16:28:01.000,2023-09-15T17:24:00.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11218,3388 12 AVENUE,12 AVENUE,DAHILL ROAD,CHESTER AVENUE,DAHILL ROAD,CHESTER AVENUE,ADDRESS,BROOKLYN,12 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T17:24:05.000,12 BROOKLYN,3053050097,BROOKLYN,988935,174252,MOBILE,Unspecified,BROOKLYN,40.64495688495956,-73.9831177107616,"{'latitude': '40.64495688495956', 'longitude': '-73.9831177107616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825155,2023-09-15T16:28:00.000,2023-09-16T16:32:00.000,DOT,Department of Transportation,Traffic Signal Condition,LED Lense,,11355,,,,,COLLEGE POINT BOULEVARD,SANFORD AVENUE,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-16T16:32:00.000,07 QUEENS,,QUEENS,1030489,214264,UNKNOWN,Unspecified,QUEENS,40.754660796995225,-73.83310432645375,"{'latitude': '40.754660796995225', 'longitude': '-73.83310432645375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
