unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,taxi_pick_up_location,due_date,vehicle_type,taxi_company_borough
58875679,2023-09-20T15:30:35.000,2023-09-22T13:45:43.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11228,16 AVENUE,16 AVENUE,INTERSECTION,,Closed,This request required re-assignment to a new DOT unit.,2023-09-22T13:45:51.000,11 BROOKLYN,,BROOKLYN,981729,160925,ONLINE,Unspecified,BROOKLYN,40.608377950997884,-74.00907938772046,"{'latitude': '40.608377950997884', 'longitude': '-74.00907938772046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16 AVENUE,BENSON AVENUE,16 AVENUE,BENSON AVENUE,,,,,,
58871366,2023-09-20T15:30:35.000,2023-10-01T19:02:59.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10034,153 VERMILYEA AVENUE,VERMILYEA AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,12 MANHATTAN,1022270008,MANHATTAN,1006383,255154,ONLINE,Unspecified,MANHATTAN,40.86698562282379,-73.91997794928153,"{'latitude': '40.86698562282379', 'longitude': '-73.91997794928153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58876530,2023-09-20T15:30:35.000,2023-10-01T19:02:56.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10034,153 VERMILYEA AVENUE,VERMILYEA AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,12 MANHATTAN,1022270008,MANHATTAN,1006383,255154,ONLINE,Unspecified,MANHATTAN,40.86698562282379,-73.91997794928153,"{'latitude': '40.86698562282379', 'longitude': '-73.91997794928153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58871240,2023-09-20T15:30:29.000,2023-09-27T17:00:38.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10456,1114 JACKSON AVENUE,JACKSON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,03 BRONX,2026510057,BRONX,1011032,240731,PHONE,Unspecified,BRONX,40.82738587995787,-73.90322707126693,"{'latitude': '40.82738587995787', 'longitude': '-73.90322707126693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58876516,2023-09-20T15:30:28.000,2023-10-16T07:59:41.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10462,2140 BARNES AVENUE,BARNES AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,11 BRONX,2043220010,BRONX,1021913,250687,PHONE,Unspecified,BRONX,40.8546724674753,-73.86385427474612,"{'latitude': '40.8546724674753', 'longitude': '-73.86385427474612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58873857,2023-09-20T15:30:28.000,2023-09-28T18:19:43.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11417,86-24 DUMONT AVENUE,DUMONT AVENUE,ADDRESS,OZONE PARK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,10 QUEENS,4113960037,QUEENS,1026009,184464,PHONE,Unspecified,QUEENS,40.67288932831993,-73.8494593141384,"{'latitude': '40.67288932831993', 'longitude': '-73.8494593141384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58874013,2023-09-20T15:30:28.000,2023-10-16T07:59:41.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10462,2140 BARNES AVENUE,BARNES AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,11 BRONX,2043220010,BRONX,1021913,250687,PHONE,Unspecified,BRONX,40.8546724674753,-73.86385427474612,"{'latitude': '40.8546724674753', 'longitude': '-73.86385427474612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58880680,2023-09-20T15:30:28.000,2023-10-16T07:59:41.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10462,2140 BARNES AVENUE,BARNES AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,11 BRONX,2043220010,BRONX,1021913,250687,PHONE,Unspecified,BRONX,40.8546724674753,-73.86385427474612,"{'latitude': '40.8546724674753', 'longitude': '-73.86385427474612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58875332,2023-09-20T15:30:28.000,2023-09-28T18:19:43.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11417,86-24 DUMONT AVENUE,DUMONT AVENUE,ADDRESS,OZONE PARK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,10 QUEENS,4113960037,QUEENS,1026009,184464,PHONE,Unspecified,QUEENS,40.67288932831993,-73.8494593141384,"{'latitude': '40.67288932831993', 'longitude': '-73.8494593141384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58881169,2023-09-20T15:30:26.000,2023-09-23T13:50:54.000,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Sidewalk,11211,LORIMER STREET,LORIMER STREET,INTERSECTION,,Closed,The Department of Sanitation cleaned the location.,2023-09-21T09:34:05.000,01 BROOKLYN,,BROOKLYN,998285,199434,PHONE,Unspecified,BROOKLYN,40.71406587065603,-73.94937276161744,"{'latitude': '40.71406587065603', 'longitude': '-73.94937276161744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LORIMER STREET,METROPOLITAN AVENUE,LORIMER STREET,METROPOLITAN AVENUE,,,,,,
58871706,2023-09-20T15:30:10.000,2023-10-03T17:57:52.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11216,644 PARK PLACE,PARK PLACE,ADDRESS,BROOKLYN,Closed,"The Department of Transportation inspected the location more than six months ago and has notified the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-03T17:57:59.000,08 BROOKLYN,3012380113,BROOKLYN,996385,184862,PHONE,Unspecified,BROOKLYN,40.67407192134997,-73.9562527169706,"{'latitude': '40.67407192134997', 'longitude': '-73.9562527169706', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRANKLIN AVENUE,BEDFORD AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,PARK PLACE,,,,,
58875331,2023-09-20T15:29:54.000,2023-10-01T15:59:51.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10456,530 EAST  169 STREET,EAST  169 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,03 BRONX,2026100012,BRONX,1010629,242635,ONLINE,Unspecified,BRONX,40.83261302416413,-73.90467576630016,"{'latitude': '40.83261302416413', 'longitude': '-73.90467576630016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58871422,2023-09-20T15:29:47.000,2023-09-21T11:00:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10312,,,INTERSECTION,STATEN ISLAND,Closed,The Department of Transportation inspected this complaint and did not find the reported problem.,2023-09-21T11:00:00.000,03 STATEN ISLAND,,STATEN ISLAND,932373,139592,UNKNOWN,Unspecified,STATEN ISLAND,40.549671713305585,-74.18667113354685,"{'latitude': '40.549671713305585', 'longitude': '-74.18667113354685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,ARDEN AVENUE,CROWN AVENUE,,N/A,,,,
58876741,2023-09-20T15:29:29.000,2023-09-20T21:55:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11201,180 JAY STREET,JAY STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T21:55:27.000,02 BROOKLYN,3000970002,BROOKLYN,987886,193995,MOBILE,Unspecified,BROOKLYN,40.6991474846209,-73.98688710811888,"{'latitude': '40.6991474846209', 'longitude': '-73.98688710811888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HIGH STREET,MANHATTAN BRIDGE PEDESTRIAN PATH,HIGH STREET,MANHATTAN BRIDGE PEDESTRIAN PATH,JAY STREET,,,,,
58874340,2023-09-20T15:29:23.000,2023-09-27T16:00:50.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11210,932 EAST   26 STREET,EAST   26 STREET,ADDRESS,BROOKLYN,Closed,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2023-09-27T16:00:53.000,14 BROOKLYN,3075890060,BROOKLYN,997866,168021,PHONE,Unspecified,BROOKLYN,40.62784489215027,-73.95094763645506,"{'latitude': '40.62784489215027', 'longitude': '-73.95094763645506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE I,AVENUE J,AVENUE I,AVENUE J,EAST   26 STREET,,,,,
58870868,2023-09-20T15:29:11.000,2023-09-20T19:06:01.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11213,EASTERN PARKWAY,EASTERN PARKWAY,INTERSECTION,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T19:06:04.000,08 BROOKLYN,,BROOKLYN,1000285,183163,PHONE,Unspecified,BROOKLYN,40.66940234292456,-73.94219706684515,"{'latitude': '40.66940234292456', 'longitude': '-73.94219706684515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EASTERN PARKWAY,KINGSTON AVENUE,EASTERN PARKWAY,KINGSTON AVENUE,,,,,,
58878631,2023-09-20T15:29:00.000,2023-09-20T15:38:00.000,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),,11434,132-27 156 STREET,156 STREET,ADDRESS,JAMAICA,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-20T15:38:00.000,12 QUEENS,4122810055,QUEENS,1044829,184383,PHONE,Unspecified,QUEENS,40.67255822288658,-73.7816144090383,"{'latitude': '40.67255822288658', 'longitude': '-73.7816144090383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",132 AVE,134 AVE,,,,,,,,
58870920,2023-09-20T15:28:17.000,2023-11-01T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,10001,337 WEST   30 STREET,WEST   30 STREET,ADDRESS,NEW YORK,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-11-01T00:00:00.000,04 MANHATTAN,1007540019,MANHATTAN,985236,212587,UNKNOWN,Unspecified,MANHATTAN,40.750178704341835,-73.99644135982975,"{'latitude': '40.750178704341835', 'longitude': '-73.99644135982975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,
58879572,2023-09-20T15:28:17.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Worker Activity,Mobile Food Vendor,11201,168 CADMAN PLAZA WEST,CADMAN PLAZA WEST,ADDRESS,BROOKLYN,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-22T09:57:32.000,02 BROOKLYN,,BROOKLYN,986696,194136,MOBILE,Unspecified,BROOKLYN,40.69953490563778,-73.99117867990532,"{'latitude': '40.69953490563778', 'longitude': '-73.99117867990532', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MIDDAGH STREET,PINEAPPLE WALK,MIDDAGH STREET,PINEAPPLE WALK,CADMAN PLAZA WEST,,,,,
58874097,2023-09-20T15:28:17.000,2023-11-21T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10457,1853 ANTHONY AVENUE,ANTHONY AVENUE,ADDRESS,BRONX,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-21T00:00:00.000,05 BRONX,2028020037,BRONX,1010911,248140,UNKNOWN,Unspecified,BRONX,40.84772179001598,-73.90363483612138,"{'latitude': '40.84772179001598', 'longitude': '-73.90363483612138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58873569,2023-09-20T15:28:17.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,Plumbing,Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler,,11206,821 FLUSHING AVENUE,FLUSHING AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-25T00:00:00.000,01 BROOKLYN,3031290050,BROOKLYN,1000947,194758,UNKNOWN,Unspecified,BROOKLYN,40.70122673573448,-73.93978195796507,"{'latitude': '40.70122673573448', 'longitude': '-73.93978195796507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58874356,2023-09-20T15:28:00.000,2023-09-22T11:55:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10307,366 LORETTO STREET,LORETTO STREET,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the E-waste.,2023-09-22T11:55:00.000,03 STATEN ISLAND,5078610022,STATEN ISLAND,917905,122074,PHONE,Unspecified,STATEN ISLAND,40.501491795051905,-74.23856003145153,"{'latitude': '40.501491795051905', 'longitude': '-74.23856003145153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CLERMONT AVENUE,BILLOP AVENUE,,,,,,,,
58878639,2023-09-20T15:28:00.000,2023-09-21T02:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,10451,,,INTERSECTION,BRONX,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-21T02:30:00.000,04 BRONX,,BRONX,1007328,239855,UNKNOWN,Unspecified,BRONX,40.82499196517185,-73.91661395020616,"{'latitude': '40.82499196517185', 'longitude': '-73.91661395020616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,PARK AVENUE,EAST 161 STREET,,N/A,,,,
58880659,2023-09-20T15:27:46.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10458,271 EAST  197 STREET,EAST  197 STREET,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-20T00:00:00.000,07 BRONX,2032950056,BRONX,1014799,255616,PHONE,Unspecified,BRONX,40.868228557459354,-73.88954775096116,"{'latitude': '40.868228557459354', 'longitude': '-73.88954775096116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58871254,2023-09-20T15:27:46.000,,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10458,271 EAST  197 STREET,EAST  197 STREET,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-20T00:00:00.000,07 BRONX,2032950056,BRONX,1014799,255616,PHONE,Unspecified,BRONX,40.868228557459354,-73.88954775096116,"{'latitude': '40.868228557459354', 'longitude': '-73.88954775096116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58876562,2023-09-20T15:27:46.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10458,271 EAST  197 STREET,EAST  197 STREET,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-20T00:00:00.000,07 BRONX,2032950056,BRONX,1014799,255616,PHONE,Unspecified,BRONX,40.868228557459354,-73.88954775096116,"{'latitude': '40.868228557459354', 'longitude': '-73.88954775096116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58877947,2023-09-20T15:27:40.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10473,520 ROSEDALE AVENUE,ROSEDALE AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-20T00:00:00.000,09 BRONX,2035190012,BRONX,1021537,236201,PHONE,Unspecified,BRONX,40.8149142235842,-73.8652939780769,"{'latitude': '40.8149142235842', 'longitude': '-73.8652939780769', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58870773,2023-09-20T15:27:38.000,2023-09-20T15:32:09.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,10036,234 WEST   42 STREET,WEST   42 STREET,ADDRESS,NEW YORK,Closed,See notes for information.,2023-09-20T15:32:12.000,05 MANHATTAN,1010130012,MANHATTAN,987392,214980,UNKNOWN,Unspecified,MANHATTAN,40.75674637896318,-73.98865887434677,"{'latitude': '40.75674637896318', 'longitude': '-73.98865887434677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,WEST   42 STREET,,"234 WEST   42 STREET, MANHATTAN (NEW YORK), NY, 10036",,,
58879667,2023-09-20T15:27:37.000,2023-09-20T16:11:36.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10028,200 EAST   82 STREET,EAST   82 STREET,ADDRESS,NEW YORK,Closed,The Police Department visited the location and no Encampment was found.,2023-09-20T16:11:39.000,08 MANHATTAN,1015270045,MANHATTAN,996565,222030,PHONE,Unspecified,MANHATTAN,40.77608878311893,-73.95553579369975,"{'latitude': '40.77608878311893', 'longitude': '-73.95553579369975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,EAST   82 STREET,,,,,
58875242,2023-09-20T15:27:31.000,2023-09-22T08:50:29.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10032,504 WEST  159 STREET,WEST  159 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,12 MANHATTAN,1021170032,MANHATTAN,1000436,243229,MOBILE,Unspecified,MANHATTAN,40.83426794537464,-73.94150816045477,"{'latitude': '40.83426794537464', 'longitude': '-73.94150816045477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58879571,2023-09-20T15:27:30.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Worker Activity,Mobile Food Vendor,11201,90 WASHINGTON STREET,WASHINGTON STREET,ADDRESS,BROOKLYN,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-22T09:57:30.000,02 BROOKLYN,3000457501,BROOKLYN,987111,194948,MOBILE,Unspecified,BROOKLYN,40.70176353125533,-73.98968166782515,"{'latitude': '40.70176353125533', 'longitude': '-73.98968166782515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRONT STREET,YORK STREET,FRONT STREET,YORK STREET,WASHINGTON STREET,,,,,
58872614,2023-09-20T15:27:27.000,2023-09-22T16:23:49.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10452,1055 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,Closed,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-22T00:00:00.000,04 BRONX,2024720023,BRONX,1006297,242100,PHONE,Unspecified,BRONX,40.83115648001296,-73.92033180756485,"{'latitude': '40.83115648001296', 'longitude': '-73.92033180756485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58877865,2023-09-20T15:27:27.000,2023-09-22T16:23:48.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10452,1055 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,04 BRONX,2024720023,BRONX,1006297,242100,PHONE,Unspecified,BRONX,40.83115648001296,-73.92033180756485,"{'latitude': '40.83115648001296', 'longitude': '-73.92033180756485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58873926,2023-09-20T15:27:27.000,2023-09-22T16:23:49.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10452,1055 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,Closed,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-22T00:00:00.000,04 BRONX,2024720023,BRONX,1006297,242100,PHONE,Unspecified,BRONX,40.83115648001296,-73.92033180756485,"{'latitude': '40.83115648001296', 'longitude': '-73.92033180756485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58876666,2023-09-20T15:27:20.000,2023-09-28T10:44:16.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11427,208-70 GRAND CENTRL PARKWAY,GRAND CENTRL PARKWAY,ADDRESS,QUEENS VILLAGE,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,08 QUEENS,4105930002,QUEENS,1050797,203544,ONLINE,Unspecified,QUEENS,40.72510764927327,-73.75991071762522,"{'latitude': '40.72510764927327', 'longitude': '-73.75991071762522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58880641,2023-09-20T15:27:20.000,2023-09-28T10:44:16.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11427,208-70 GRAND CENTRL PARKWAY,GRAND CENTRL PARKWAY,ADDRESS,QUEENS VILLAGE,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,08 QUEENS,4105930002,QUEENS,1050797,203544,ONLINE,Unspecified,QUEENS,40.72510764927327,-73.75991071762522,"{'latitude': '40.72510764927327', 'longitude': '-73.75991071762522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58877929,2023-09-20T15:27:20.000,2023-09-28T10:44:16.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11427,208-70 GRAND CENTRL PARKWAY,GRAND CENTRL PARKWAY,ADDRESS,QUEENS VILLAGE,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,08 QUEENS,4105930002,QUEENS,1050797,203544,ONLINE,Unspecified,QUEENS,40.72510764927327,-73.75991071762522,"{'latitude': '40.72510764927327', 'longitude': '-73.75991071762522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58877825,2023-09-20T15:27:12.000,2023-10-04T20:28:33.000,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,10475,100 CASALS PLACE,CASALS PLACE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,10 BRONX,2051410120,BRONX,1032948,259545,PHONE,Unspecified,BRONX,40.878930965219155,-73.8239002374079,"{'latitude': '40.878930965219155', 'longitude': '-73.8239002374079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58872625,2023-09-20T15:27:03.000,2023-09-25T14:47:16.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10003,244 EAST   13 STREET,EAST   13 STREET,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-25T00:00:00.000,03 MANHATTAN,1004680027,MANHATTAN,987951,206021,PHONE,Unspecified,MANHATTAN,40.73215594919431,-73.98664608002237,"{'latitude': '40.73215594919431', 'longitude': '-73.98664608002237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58871312,2023-09-20T15:27:03.000,2023-09-25T14:48:08.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10003,244 EAST   13 STREET,EAST   13 STREET,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-25T00:00:00.000,03 MANHATTAN,1004680027,MANHATTAN,987951,206021,PHONE,Unspecified,MANHATTAN,40.73215594919431,-73.98664608002237,"{'latitude': '40.73215594919431', 'longitude': '-73.98664608002237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
