unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,due_date,taxi_company_borough
58797919,2023-09-12T23:37:38.000,2023-09-14T20:24:39.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,10458,2420 WEBSTER AVENUE,WEBSTER AVENUE,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,06 BRONX,2030320006,BRONX,1013688,252366,PHONE,Unspecified,BRONX,40.8593120723137,-73.8935789282356,"{'latitude': '40.8593120723137', 'longitude': '-73.8935789282356', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,
58789411,2023-09-12T23:37:30.000,2023-09-20T12:07:38.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,10032,1941 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,12 MANHATTAN,1021070059,MANHATTAN,1000189,242532,ONLINE,Unspecified,MANHATTAN,40.832355330775925,-73.94240240775395,"{'latitude': '40.832355330775925', 'longitude': '-73.94240240775395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,
58794788,2023-09-12T23:37:29.000,2023-09-13T00:34:55.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11221,65 GROVE STREET,GROVE STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T00:35:00.000,04 BROOKLYN,3033130023,BROOKLYN,1005940,191507,ONLINE,Unspecified,BROOKLYN,40.692292670506745,-73.92178508775201,"{'latitude': '40.692292670506745', 'longitude': '-73.92178508775201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BUSHWICK AVENUE,EVERGREEN AVENUE,BUSHWICK AVENUE,EVERGREEN AVENUE,GROVE STREET,,,,,,
58799494,2023-09-12T23:37:26.000,2023-09-13T06:10:46.000,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),11356,112-22 14 ROAD,14 ROAD,ADDRESS,COLLEGE POINT,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-13T06:10:48.000,07 QUEENS,4040640010,QUEENS,1024601,225152,ONLINE,Unspecified,QUEENS,40.784574312745555,-73.8542911412262,"{'latitude': '40.784574312745555', 'longitude': '-73.8542911412262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,112 STREET,113 STREET,112 STREET,113 STREET,14 ROAD,,,,,,
58790459,2023-09-12T23:37:18.000,2023-09-13T01:55:37.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11208,370 LINCOLN AVENUE,LINCOLN AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T01:55:43.000,05 BROOKLYN,3041720058,BROOKLYN,1020691,187448,MOBILE,Unspecified,BROOKLYN,40.681103213282896,-73.86861447380697,"{'latitude': '40.681103213282896', 'longitude': '-73.86861447380697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,BEND,MC KINLEY AVENUE,BEND,MC KINLEY AVENUE,LINCOLN AVENUE,,,,,,
58797653,2023-09-12T23:36:54.000,2023-09-12T23:41:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10007,71 READE STREET,READE STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T23:41:59.000,01 MANHATTAN,1001497503,MANHATTAN,982359,199805,ONLINE,Unspecified,MANHATTAN,40.7150951071319,-74.00682134527175,"{'latitude': '40.7150951071319', 'longitude': '-74.00682134527175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,BROADWAY,CHURCH STREET,BROADWAY,CHURCH STREET,READE STREET,,,,,,
58799984,2023-09-12T23:36:51.000,,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,10306,HUNTER AVENUE,HUNTER AVENUE,INTERSECTION,,,In Progress,,,02 STATEN ISLAND,,STATEN ISLAND,959887,148071,PHONE,Unspecified,STATEN ISLAND,40.57306317921079,-74.08769702915943,"{'latitude': '40.57306317921079', 'longitude': '-74.08769702915943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,HUNTER AVENUE,FATHER CAPODANNO BOULEVARD,HUNTER AVENUE,FATHER CAPODANNO BOULEVARD,,,,,,,
58790487,2023-09-12T23:36:43.000,2023-09-13T00:30:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10033,521 WEST  185 STREET,WEST  185 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T00:30:35.000,12 MANHATTAN,1021560033,MANHATTAN,1003560,249310,ONLINE,Unspecified,MANHATTAN,40.85095222910592,-73.93020136116898,"{'latitude': '40.85095222910592', 'longitude': '-73.93020136116898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,WEST  185 STREET,,,,,,
58791076,2023-09-12T23:36:42.000,2023-09-13T02:20:16.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11433,110-55 159 STREET,159 STREET,ADDRESS,JAMAICA,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-13T02:20:20.000,12 QUEENS,4121630054,QUEENS,1042327,191074,MOBILE,Unspecified,QUEENS,40.690940211265705,-73.79057634654845,"{'latitude': '40.690940211265705', 'longitude': '-73.79057634654845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,110 AVENUE,111 AVENUE,110 AVENUE,111 AVENUE,159 STREET,,,,,,
58793352,2023-09-12T23:36:28.000,2023-09-13T00:16:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11204,1402 WEST    4 STREET,WEST    4 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T00:16:48.000,11 BROOKLYN,3065800008,BROOKLYN,990235,162189,ONLINE,Unspecified,BROOKLYN,40.61184570872895,-73.97844388785074,"{'latitude': '40.61184570872895', 'longitude': '-73.97844388785074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,65 STREET,AVENUE O,65 STREET,AVENUE O,WEST    4 STREET,,,,,,
58795187,2023-09-12T23:36:22.000,2023-09-13T01:11:42.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11366,76-02 172 STREET,172 STREET,ADDRESS,FRESH MEADOWS,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T01:11:47.000,08 QUEENS,4070010006,QUEENS,1040436,203931,MOBILE,Unspecified,QUEENS,40.726241744491865,-73.79728791476843,"{'latitude': '40.726241744491865', 'longitude': '-73.79728791476843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,76 AVENUE,UNION TURNPIKE,76 AVENUE,UNION TURNPIKE,172 STREET,,,,,,
58791824,2023-09-12T23:36:22.000,2023-09-13T00:17:01.000,NYPD,New York City Police Department,Drinking,In Public,11372,34-21 78 STREET,78 STREET,ADDRESS,JACKSON HEIGHTS,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T00:17:04.000,03 QUEENS,4012650058,QUEENS,1015118,213451,PHONE,Unspecified,QUEENS,40.752496341620585,-73.88858827975778,"{'latitude': '40.752496341620585', 'longitude': '-73.88858827975778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,78 STREET,,,,,,
58789083,2023-09-12T23:36:21.000,2023-09-13T00:12:21.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11209,354 93 STREET,93 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-13T00:12:24.000,10 BROOKLYN,3061070025,BROOKLYN,975466,164486,PHONE,Unspecified,BROOKLYN,40.61814816576145,-74.03164022879972,"{'latitude': '40.61814816576145', 'longitude': '-74.03164022879972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,93 STREET,,,,,,
58799645,2023-09-12T23:36:13.000,2023-09-13T04:45:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11379,64-10 72 STREET,72 STREET,ADDRESS,MIDDLE VILLAGE,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T04:45:08.000,05 QUEENS,4030290124,QUEENS,1016611,199974,MOBILE,Unspecified,QUEENS,40.71549998911992,-73.88326443131353,"{'latitude': '40.71549998911992', 'longitude': '-73.88326443131353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,PENELOPE AVENUE,JUNIPER VALLEY ROAD,PENELOPE AVENUE,JUNIPER VALLEY ROAD,72 STREET,,,,,,
58796093,2023-09-12T23:36:10.000,2023-09-13T00:11:31.000,NYPD,New York City Police Department,Blocked Driveway,No Access,10029,164 EAST  105 STREET,EAST  105 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T00:11:34.000,11 MANHATTAN,1016320145,MANHATTAN,999169,227569,MOBILE,Unspecified,MANHATTAN,40.79128784997408,-73.9461215630497,"{'latitude': '40.79128784997408', 'longitude': '-73.9461215630497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,EAST  105 STREET,,,,,,
58797601,2023-09-12T23:35:55.000,2023-09-13T00:03:48.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,10002,158 LUDLOW STREET,LUDLOW STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T00:03:50.000,03 MANHATTAN,1004110050,MANHATTAN,987610,201957,MOBILE,Unspecified,MANHATTAN,40.721001394303194,-73.98787850273274,"{'latitude': '40.721001394303194', 'longitude': '-73.98787850273274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,RIVINGTON STREET,STANTON STREET,RIVINGTON STREET,STANTON STREET,LUDLOW STREET,,,,,,
58796252,2023-09-12T23:35:54.000,2023-09-13T00:09:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,11419,101-20 131 STREET,131 STREET,ADDRESS,SOUTH RICHMOND HILL,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T00:09:42.000,09 QUEENS,4094980009,QUEENS,1035259,191592,ONLINE,Unspecified,QUEENS,40.69240555703248,-73.81605930772184,"{'latitude': '40.69240555703248', 'longitude': '-73.81605930772184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,131 STREET,,,,,,
58791702,2023-09-12T23:35:52.000,2023-09-13T00:10:25.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10023,142 WEST   75 STREET,WEST   75 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T00:10:27.000,07 MANHATTAN,1011460152,MANHATTAN,990105,223446,MOBILE,Unspecified,MANHATTAN,40.77998196925076,-73.97885885987958,"{'latitude': '40.77998196925076', 'longitude': '-73.97885885987958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,WEST   75 STREET,,,,,,
58795327,2023-09-12T23:35:17.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Letter Grading,11223,230 KINGS HIGHWAY,KINGS HIGHWAY,ADDRESS,BROOKLYN,,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-13T09:44:51.000,11 BROOKLYN,3066470016,BROOKLYN,989145,159842,ONLINE,Unspecified,BROOKLYN,40.60540434412892,-73.98237143054102,"{'latitude': '40.60540434412892', 'longitude': '-73.98237143054102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Restaurant/Bar/Deli/Bakery,QUENTIN ROAD,WEST    9 STREET,QUENTIN ROAD,WEST    9 STREET,KINGS HIGHWAY,,,,,,
58795669,2023-09-12T23:35:12.000,2023-10-25T00:01:44.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Mobile Food Vendor,11201,140 CADMAN PLAZA WEST,CADMAN PLAZA WEST,ADDRESS,BROOKLYN,,Closed,The Department of Consumer and Worker Protection (DCWP) finished reviewing your complaint. DCWP will contact you directly to report its status.,2023-10-25T00:01:47.000,02 BROOKLYN,3002120001,BROOKLYN,986751,194303,ONLINE,Unspecified,BROOKLYN,40.69999326625277,-73.99098026441446,"{'latitude': '40.69999326625277', 'longitude': '-73.99098026441446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Business,BROOKLYN BRIDGE EXIT RAMP,MIDDAGH STREET,BROOKLYN BRIDGE EXIT RAMP,MIDDAGH STREET,CADMAN PLAZA WEST,,,,,,
58796591,2023-09-12T23:35:11.000,2023-09-13T00:30:36.000,NYPD,New York City Police Department,Drug Activity,Use Indoor,10308,82 CLEVELAND AVENUE,CLEVELAND AVENUE,ADDRESS,STATEN ISLAND,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-13T00:30:40.000,03 STATEN ISLAND,5051450039,STATEN ISLAND,942811,139336,ONLINE,Unspecified,STATEN ISLAND,40.54902395500943,-74.14911016434083,"{'latitude': '40.54902395500943', 'longitude': '-74.14911016434083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Other,BROWN AVENUE,RUSTIC PLACE,BROWN AVENUE,RUSTIC PLACE,CLEVELAND AVENUE,,,,,,
58790039,2023-09-12T23:35:00.000,2023-09-13T22:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),10013,196 GRAND STREET,GRAND STREET,ADDRESS,NEW YORK,N/A,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-13T22:45:00.000,02 MANHATTAN,1004710055,MANHATTAN,985114,201298,ONLINE,Unspecified,MANHATTAN,40.71919319396298,-73.9968831281336,"{'latitude': '40.71919319396298', 'longitude': '-73.9968831281336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,MULBERRY ST,MOTT ST,,,,,,,,,
58790540,2023-09-12T23:34:02.000,2023-09-13T00:07:40.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,11222,538 STEWART AVENUE,STEWART AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T00:07:44.000,01 BROOKLYN,3028070005,BROOKLYN,1002747,203667,MOBILE,Unspecified,BROOKLYN,40.72567622937842,-73.93326574879474,"{'latitude': '40.72567622937842', 'longitude': '-73.93326574879474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,PEDESTRIAN AND BIKE PATH LINK,THOMAS STREET,PEDESTRIAN AND BIKE PATH LINK,THOMAS STREET,STEWART AVENUE,,,,,,
58795338,2023-09-12T23:33:27.000,2023-09-13T04:14:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11378,68-19 53 DRIVE,53 DRIVE,ADDRESS,MASPETH,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T04:14:35.000,05 QUEENS,4024050034,QUEENS,1012912,205149,MOBILE,Unspecified,QUEENS,40.729716859466286,-73.89658575187389,"{'latitude': '40.729716859466286', 'longitude': '-73.89658575187389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,68 STREET,69 STREET,68 STREET,69 STREET,53 DRIVE,,,,,,
58798094,2023-09-12T23:33:08.000,2023-09-13T03:11:35.000,NYPD,New York City Police Department,Blocked Driveway,No Access,10453,1657 MONTGOMERY AVENUE,MONTGOMERY AVENUE,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T03:11:39.000,05 BRONX,2028770313,BRONX,1006392,248568,PHONE,Unspecified,BRONX,40.84890901166177,-73.91996716521041,"{'latitude': '40.84890901166177', 'longitude': '-73.91996716521041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,MONTGOMERY AVENUE,,,,,,
58796793,2023-09-12T23:33:05.000,2023-09-13T02:27:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11214,2223 78 STREET,78 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T02:27:05.000,11 BROOKLYN,3062530059,BROOKLYN,987497,160049,PHONE,Unspecified,BROOKLYN,40.6059732739423,-73.98830634267644,"{'latitude': '40.6059732739423', 'longitude': '-73.98830634267644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BAY PARKWAY,23 AVENUE,BAY PARKWAY,23 AVENUE,78 STREET,,,,,,
58794801,2023-09-12T23:33:04.000,2023-09-12T23:57:43.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11204,1719 51 STREET,51 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T23:57:47.000,12 BROOKLYN,3054600070,BROOKLYN,988796,168109,ONLINE,Unspecified,BROOKLYN,40.62809573120724,-73.9836227326364,"{'latitude': '40.62809573120724', 'longitude': '-73.9836227326364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,17 AVENUE,OLD NEW UTRECHT ROAD,17 AVENUE,OLD NEW UTRECHT ROAD,51 STREET,,,,,,
58795504,2023-09-12T23:32:44.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Non Passenger,10036,8 AVENUE,8 AVENUE,INTERSECTION,,,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-20T08:54:26.000,04 MANHATTAN,,MANHATTAN,986944,214915,PHONE,Unspecified,MANHATTAN,40.75656811838794,-73.99027596730664,"{'latitude': '40.75656811838794', 'longitude': '-73.99027596730664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,8 AVENUE,WEST   41 STREET,8 AVENUE,WEST   41 STREET,,"8 AVENUE AND WEST   41 STREET, MANHATTAN, NY, 10036",,,,,
58796302,2023-09-12T23:32:30.000,2023-09-12T23:56:32.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,11378,46-56 55 AVENUE,55 AVENUE,ADDRESS,MASPETH,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T23:56:35.000,02 QUEENS,4025500053,QUEENS,1005870,205047,MOBILE,Unspecified,QUEENS,40.72945690997823,-73.92199403046213,"{'latitude': '40.72945690997823', 'longitude': '-73.92199403046213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,46 STREET,48 STREET,46 STREET,48 STREET,55 AVENUE,,,,,,
58798651,2023-09-12T23:32:00.000,2023-09-13T10:54:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),10003,54 EAST   13 STREET,EAST   13 STREET,ADDRESS,NEW YORK,N/A,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-13T10:54:00.000,02 MANHATTAN,1005640011,MANHATTAN,986610,206764,ONLINE,Unspecified,MANHATTAN,40.73419576100388,-73.99148440534007,"{'latitude': '40.73419576100388', 'longitude': '-73.99148440534007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,UNIVERSITY PL,BROADWAY,,,,,,,,,
58798911,2023-09-12T23:31:45.000,2023-09-13T00:58:07.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11368,111-12 39 AVENUE,39 AVENUE,ADDRESS,CORONA,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T00:58:11.000,03 QUEENS,4017840006,QUEENS,1024161,213458,MOBILE,Unspecified,QUEENS,40.752479362119395,-73.85594943506246,"{'latitude': '40.752479362119395', 'longitude': '-73.85594943506246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,111 STREET,112 STREET,111 STREET,112 STREET,39 AVENUE,,,,,,
58790429,2023-09-12T23:31:40.000,2023-09-12T23:59:19.000,NYPD,New York City Police Department,Noise - Park,Loud Talking,11204,5521 18 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T23:59:22.000,12 BROOKLYN,,BROOKLYN,988537,166879,ONLINE,Gravesend Park,BROOKLYN,40.624719768701624,-73.98455657855753,"{'latitude': '40.624719768701624', 'longitude': '-73.98455657855753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park/Playground,55 STREET,56 STREET,55 STREET,56 STREET,18 AVENUE,,,,,,
58790614,2023-09-12T23:31:36.000,2023-09-13T20:58:20.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,10458,2420 WEBSTER AVENUE,WEBSTER AVENUE,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-13T00:00:00.000,06 BRONX,2030320006,BRONX,1013688,252366,PHONE,Unspecified,BRONX,40.8593120723137,-73.8935789282356,"{'latitude': '40.8593120723137', 'longitude': '-73.8935789282356', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,
58790789,2023-09-12T23:31:03.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,10467,820 EAST  218 STREET,EAST  218 STREET,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,12 BRONX,2046760054,BRONX,1023106,260530,PHONE,Unspecified,BRONX,40.88168329864382,-73.8594847022434,"{'latitude': '40.88168329864382', 'longitude': '-73.8594847022434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,
58798793,2023-09-12T23:31:01.000,2023-09-13T00:55:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,10303,176B NETHERLAND AVENUE,NETHERLAND AVENUE,ADDRESS,STATEN ISLAND,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T00:55:13.000,01 STATEN ISLAND,,STATEN ISLAND,941384,168271,PHONE,Unspecified,STATEN ISLAND,40.62843784149519,-74.1544284867971,"{'latitude': '40.62843784149519', 'longitude': '-74.1544284867971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,VAN NAME AVENUE,VAN PELT AVENUE,VAN NAME AVENUE,VAN PELT AVENUE,NETHERLAND AVENUE,,,,,,
58791989,2023-09-12T23:31:00.000,2023-09-13T01:56:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,11208,370 LINCOLN AVENUE,LINCOLN AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T01:56:10.000,05 BROOKLYN,3041720058,BROOKLYN,1020691,187448,MOBILE,Unspecified,BROOKLYN,40.681103213282896,-73.86861447380697,"{'latitude': '40.681103213282896', 'longitude': '-73.86861447380697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BEND,MC KINLEY AVENUE,BEND,MC KINLEY AVENUE,LINCOLN AVENUE,,,,,,
58799175,2023-09-12T23:30:54.000,2023-10-20T17:22:41.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,11207,2150 LINDEN BOULEVARD,LINDEN BOULEVARD,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-20T00:00:00.000,05 BROOKLYN,3043550001,BROOKLYN,1016545,180334,PHONE,Unspecified,BROOKLYN,40.66159299107546,-73.88359665735734,"{'latitude': '40.66159299107546', 'longitude': '-73.88359665735734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,
58789165,2023-09-12T23:30:38.000,2023-09-12T23:57:20.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11378,43-22 55 AVENUE,55 AVENUE,ADDRESS,MASPETH,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T23:57:24.000,02 QUEENS,4025250017,QUEENS,1005049,205338,MOBILE,Unspecified,QUEENS,40.73025760212584,-73.92495533583433,"{'latitude': '40.73025760212584', 'longitude': '-73.92495533583433', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,43 STREET,44 STREET,43 STREET,44 STREET,55 AVENUE,,,,,,
58788844,2023-09-12T23:30:32.000,2023-09-13T00:42:43.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11234,1998 TROY AVENUE,TROY AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T00:42:48.000,18 BROOKLYN,3078230085,BROOKLYN,1002792,166481,PHONE,Unspecified,BROOKLYN,40.62360897556934,-73.93320569604309,"{'latitude': '40.62360897556934', 'longitude': '-73.93320569604309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,,AVENUE L,,AVENUE L,TROY AVENUE,,,,,,
