unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,due_date,bridge_highway_direction,taxi_company_borough,road_ramp
58816303,2023-09-14T19:48:18.000,2023-09-14T20:01:07.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11237,42 PORTER AVENUE,PORTER AVENUE,GRATTAN STREET,HARRISON PLACE,GRATTAN STREET,HARRISON PLACE,ADDRESS,BROOKLYN,PORTER AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T20:01:10.000,01 BROOKLYN,3030040030,BROOKLYN,1004077,196604,MOBILE,Unspecified,BROOKLYN,40.706287110783094,-73.92848812408387,"{'latitude': '40.706287110783094', 'longitude': '-73.92848812408387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58819500,2023-09-14T19:48:12.000,2023-09-23T11:27:21.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10469,3349 BRUNER AVENUE,BRUNER AVENUE,BEND,EAST  222 STREET,BEND,EAST  222 STREET,ADDRESS,BRONX,BRUNER AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-02T07:33:50.000,12 BRONX,2047530019,BRONX,1028303,259039,PHONE,Unspecified,BRONX,40.87756656179985,-73.84070058942557,"{'latitude': '40.87756656179985', 'longitude': '-73.84070058942557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58811932,2023-09-14T19:48:02.000,2023-09-14T19:50:04.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11375,99-47 67 ROAD,67 ROAD,AUSTIN STREET,BOOTH STREET,AUSTIN STREET,BOOTH STREET,ADDRESS,FOREST HILLS,67 ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T19:50:07.000,06 QUEENS,,QUEENS,1024702,203269,ONLINE,Unspecified,QUEENS,40.724510663081126,-73.85405807950359,"{'latitude': '40.724510663081126', 'longitude': '-73.85405807950359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815299,2023-09-14T19:48:00.000,2023-09-18T12:52:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10452,1476 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,172 ST W,CROSS BRONX EXPY,SHAKESPEARE AVENUE,WEST 172 STREET,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-18T12:52:00.000,04 BRONX,2028720123,BRONX,1006373,246655,UNKNOWN,Unspecified,BRONX,40.84365843910312,-73.92004215272931,"{'latitude': '40.84365843910312', 'longitude': '-73.92004215272931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58813814,2023-09-14T19:47:48.000,2023-09-14T20:39:19.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11238,856 ATLANTIC AVENUE,ATLANTIC AVENUE,VANDERBILT AVENUE,CLINTON AVENUE,VANDERBILT AVENUE,CLINTON AVENUE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T20:39:25.000,08 BROOKLYN,3011220010,BROOKLYN,993480,187599,ONLINE,Unspecified,BROOKLYN,40.681587872522506,-73.9667216378596,"{'latitude': '40.681587872522506', 'longitude': '-73.9667216378596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818450,2023-09-14T19:47:00.000,2023-09-15T13:50:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Search (SC2),,11691,1103 BEACH   12 STREET,BEACH   12 STREET,DINSMORE AVE,CHANNING RD,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,2023-09-15T13:50:00.000,14 QUEENS,4155420078,QUEENS,1054415,159929,PHONE,Unspecified,QUEENS,40.605366716642486,-73.7473116269529,"{'latitude': '40.605366716642486', 'longitude': '-73.7473116269529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58816179,2023-09-14T19:47:00.000,2023-09-14T21:40:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Odor (SA2),,10014,281 BLEECKER STREET,BLEECKER STREET,JONES ST,7 AVE S,,,ADDRESS,NEW YORK,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-14T21:40:00.000,02 MANHATTAN,1005900049,MANHATTAN,983333,205886,ONLINE,Unspecified,MANHATTAN,40.73178613408592,-74.00330869403257,"{'latitude': '40.73178613408592', 'longitude': '-74.00330869403257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58810750,2023-09-14T19:47:00.000,2023-09-19T13:02:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11355,133-23 41 ROAD,41 ROAD,FRAME PL,MAIN ST,41 ROAD,COLLEGE POINT BOULEVARD,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T13:02:00.000,07 QUEENS,4050410059,QUEENS,1030407,214578,UNKNOWN,Unspecified,QUEENS,40.75552307401004,-73.83339814211543,"{'latitude': '40.75552307401004', 'longitude': '-73.83339814211543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818289,2023-09-14T19:46:43.000,2023-09-14T20:14:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11213,258 BUFFALO AVENUE,BUFFALO AVENUE,ST JOHNS PLACE,LINCOLN PLACE,ST JOHNS PLACE,LINCOLN PLACE,ADDRESS,BROOKLYN,BUFFALO AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T20:14:25.000,08 BROOKLYN,3013860043,BROOKLYN,1004932,183397,MOBILE,Unspecified,BROOKLYN,40.67003498418433,-73.92544486059133,"{'latitude': '40.67003498418433', 'longitude': '-73.92544486059133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58813466,2023-09-14T19:46:41.000,2023-09-14T21:11:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11205,298 CLASSON AVENUE,CLASSON AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,CLASSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T21:11:25.000,02 BROOKLYN,3019330121,BROOKLYN,995261,190775,ONLINE,Unspecified,BROOKLYN,40.690303228634036,-73.96029513058312,"{'latitude': '40.690303228634036', 'longitude': '-73.96029513058312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58819258,2023-09-14T19:46:35.000,2023-09-15T05:55:42.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11422,253 STREET,253 STREET,253 STREET,HUXLEY STREET,253 STREET,HUXLEY STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T05:55:47.000,13 QUEENS,,QUEENS,1057124,176295,ONLINE,Unspecified,QUEENS,40.65026587662394,-73.73737893713754,"{'latitude': '40.65026587662394', 'longitude': '-73.73737893713754', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58816052,2023-09-14T19:46:34.000,2023-09-15T12:14:02.000,DSNY,Department of Sanitation,Dumpster Complaint,Blocking Sidewalk or Street,Street,11218,800 EAST    4 STREET,EAST    4 STREET,AVENUE F,18 AVENUE,AVENUE F,18 AVENUE,ADDRESS,BROOKLYN,EAST    4 STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-15T07:48:47.000,14 BROOKLYN,3054100045,BROOKLYN,991352,169727,PHONE,Unspecified,BROOKLYN,40.63253511896502,-73.97441287042561,"{'latitude': '40.63253511896502', 'longitude': '-73.97441287042561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58812951,2023-09-14T19:46:31.000,2023-09-14T20:21:27.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11103,41-16 BROADWAY,BROADWAY,41 STREET,42 STREET,41 STREET,42 STREET,ADDRESS,ASTORIA,BROADWAY,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T20:21:34.000,01 QUEENS,4006770040,QUEENS,1007053,215575,PHONE,Unspecified,QUEENS,40.758350654986806,-73.91769002091814,"{'latitude': '40.758350654986806', 'longitude': '-73.91769002091814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58816818,2023-09-14T19:46:28.000,2023-09-14T23:45:40.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11432,89-64 163 STREET,163 STREET,89 AVENUE,JAMAICA AVENUE,89 AVENUE,JAMAICA AVENUE,ADDRESS,JAMAICA,163 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T23:45:49.000,12 QUEENS,4097610080,QUEENS,1040246,196789,PHONE,Unspecified,QUEENS,40.7066399225327,-73.79803281885592,"{'latitude': '40.7066399225327', 'longitude': '-73.79803281885592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58813344,2023-09-14T19:46:14.000,2023-09-14T20:46:24.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11364,64-25 212 STREET,212 STREET,64 AVENUE,67 AVENUE,64 AVENUE,67 AVENUE,ADDRESS,OAKLAND GARDENS,212 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T20:46:30.000,11 QUEENS,4076130063,QUEENS,1049599,210668,ONLINE,Unspecified,QUEENS,40.74467013383211,-73.76416366220303,"{'latitude': '40.74467013383211', 'longitude': '-73.76416366220303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58816939,2023-09-14T19:46:14.000,2023-09-14T20:38:48.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11377,59-12 37 AVENUE,37 AVENUE,59 STREET,60 STREET,59 STREET,60 STREET,ADDRESS,WOODSIDE,37 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T20:38:55.000,02 QUEENS,4012140053,QUEENS,1011059,212489,ONLINE,Unspecified,QUEENS,40.74986913452316,-73.90324223087272,"{'latitude': '40.74986913452316', 'longitude': '-73.90324223087272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58810701,2023-09-14T19:46:06.000,2023-09-14T20:11:23.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,2350 WEST   11 STREET,WEST   11 STREET,AVENUE W,AVENUE X,AVENUE W,AVENUE X,ADDRESS,BROOKLYN,WEST   11 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T20:11:29.000,13 BROOKLYN,3071627502,BROOKLYN,989483,154434,PHONE,Unspecified,BROOKLYN,40.59056028423025,-73.98115836613795,"{'latitude': '40.59056028423025', 'longitude': '-73.98115836613795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818094,2023-09-14T19:45:59.000,2023-09-28T13:52:04.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Graffiti or Vandalism,Park,10463,3401 BAILEY AVENUE,BAILEY AVENUE,WEST  234 STREET,BAILEY PLACE,WEST  234 STREET,BAILEY PLACE,ADDRESS,BRONX,BAILEY AVENUE,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-28T13:52:08.000,08 BRONX,2032690075,BRONX,1011718,260102,ONLINE,Unspecified,BRONX,40.88055136395303,-73.90066894022998,"{'latitude': '40.88055136395303', 'longitude': '-73.90066894022998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58811863,2023-09-14T19:45:56.000,2023-09-14T20:19:02.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,10065,160 EAST   64 STREET,EAST   64 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   64 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T20:19:09.000,08 MANHATTAN,1013980051,MANHATTAN,993815,218049,ONLINE,Unspecified,MANHATTAN,40.76516538010404,-73.96547053411489,"{'latitude': '40.76516538010404', 'longitude': '-73.96547053411489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815445,2023-09-14T19:45:44.000,2023-09-21T20:24:40.000,HPD,Department of Housing Preservation and Development,GENERAL,MAILBOX,RESIDENTIAL BUILDING,10468,2850 CRESTON AVENUE,CRESTON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,07 BRONX,2033190008,BRONX,1014225,256575,PHONE,Unspecified,BRONX,40.87086268544497,-73.89161879975957,"{'latitude': '40.87086268544497', 'longitude': '-73.89161879975957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815779,2023-09-14T19:45:35.000,2023-09-14T20:40:45.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10460,632 MORRIS PARK AVENUE,MORRIS PARK AVENUE,FILLMORE STREET,UNIONPORT ROAD,FILLMORE STREET,UNIONPORT ROAD,ADDRESS,BRONX,MORRIS PARK AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T20:40:50.000,11 BRONX,2040300004,BRONX,1020628,247007,ONLINE,Unspecified,BRONX,40.84457735517677,-73.86851930404957,"{'latitude': '40.84457735517677', 'longitude': '-73.86851930404957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58817886,2023-09-14T19:45:26.000,2023-09-26T11:08:48.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10303,85 HOLLAND AVENUE,HOLLAND AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,01 STATEN ISLAND,5012720011,STATEN ISLAND,936727,171961,PHONE,Unspecified,STATEN ISLAND,40.63854233071241,-74.17123167867383,"{'latitude': '40.63854233071241', 'longitude': '-74.17123167867383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815566,2023-09-14T19:45:26.000,2023-09-26T11:08:47.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10303,85 HOLLAND AVENUE,HOLLAND AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,01 STATEN ISLAND,5012720011,STATEN ISLAND,936727,171961,PHONE,Unspecified,STATEN ISLAND,40.63854233071241,-74.17123167867383,"{'latitude': '40.63854233071241', 'longitude': '-74.17123167867383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818923,2023-09-14T19:45:26.000,2023-09-26T11:08:47.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10303,85 HOLLAND AVENUE,HOLLAND AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,01 STATEN ISLAND,5012720011,STATEN ISLAND,936727,171961,PHONE,Unspecified,STATEN ISLAND,40.63854233071241,-74.17123167867383,"{'latitude': '40.63854233071241', 'longitude': '-74.17123167867383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58817804,2023-09-14T19:45:24.000,2023-09-20T19:17:48.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11226,1834 CATON AVENUE,CATON AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,14 BROOKLYN,3050800007,BROOKLYN,994718,176753,ONLINE,Unspecified,BROOKLYN,40.65181664036495,-73.96227492447909,"{'latitude': '40.65181664036495', 'longitude': '-73.96227492447909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58816656,2023-09-14T19:45:24.000,2023-09-20T19:17:48.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11226,1834 CATON AVENUE,CATON AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,14 BROOKLYN,3050800007,BROOKLYN,994718,176753,ONLINE,Unspecified,BROOKLYN,40.65181664036495,-73.96227492447909,"{'latitude': '40.65181664036495', 'longitude': '-73.96227492447909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58817865,2023-09-14T19:45:24.000,2023-09-20T19:17:47.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11226,1834 CATON AVENUE,CATON AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-20T00:00:00.000,14 BROOKLYN,3050800007,BROOKLYN,994718,176753,ONLINE,Unspecified,BROOKLYN,40.65181664036495,-73.96227492447909,"{'latitude': '40.65181664036495', 'longitude': '-73.96227492447909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58811970,2023-09-14T19:45:24.000,2023-09-15T09:23:43.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11226,1834 CATON AVENUE,CATON AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-15T00:00:00.000,14 BROOKLYN,3050800007,BROOKLYN,994718,176753,ONLINE,Unspecified,BROOKLYN,40.65181664036495,-73.96227492447909,"{'latitude': '40.65181664036495', 'longitude': '-73.96227492447909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58814384,2023-09-14T19:45:24.000,2023-09-20T19:17:48.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11226,1834 CATON AVENUE,CATON AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,14 BROOKLYN,3050800007,BROOKLYN,994718,176753,ONLINE,Unspecified,BROOKLYN,40.65181664036495,-73.96227492447909,"{'latitude': '40.65181664036495', 'longitude': '-73.96227492447909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58817722,2023-09-14T19:45:24.000,2023-09-20T19:17:48.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11226,1834 CATON AVENUE,CATON AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,14 BROOKLYN,3050800007,BROOKLYN,994718,176753,ONLINE,Unspecified,BROOKLYN,40.65181664036495,-73.96227492447909,"{'latitude': '40.65181664036495', 'longitude': '-73.96227492447909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58817662,2023-09-14T19:45:23.000,2023-09-14T20:21:15.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1440 UNIVERSITY AVENUE,UNIVERSITY AVENUE,MERRIAM AVENUE,BOSCOBEL PLACE,MERRIAM AVENUE,BOSCOBEL PLACE,ADDRESS,BRONX,UNIVERSITY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T20:21:19.000,04 BRONX,2025360013,BRONX,1005169,246662,ONLINE,Unspecified,BRONX,40.84368058639374,-73.92439367448668,"{'latitude': '40.84368058639374', 'longitude': '-73.92439367448668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815662,2023-09-14T19:45:20.000,2023-09-15T00:42:57.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11237,354 BLEECKER STREET,BLEECKER STREET,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,BLEECKER STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T00:43:00.000,04 BROOKLYN,3033100034,BROOKLYN,1007764,194772,ONLINE,Unspecified,BROOKLYN,40.701249673873164,-73.91519628452639,"{'latitude': '40.701249673873164', 'longitude': '-73.91519628452639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58814636,2023-09-14T19:44:40.000,2023-09-14T20:38:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11238,527 CLINTON AVENUE,CLINTON AVENUE,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,CLINTON AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-14T20:38:45.000,02 BROOKLYN,3020117501,BROOKLYN,993482,187978,ONLINE,Unspecified,BROOKLYN,40.68262813913744,-73.96671390770314,"{'latitude': '40.68262813913744', 'longitude': '-73.96671390770314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58813471,2023-09-14T19:44:17.000,2023-09-14T22:55:28.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11379,66-35 69 STREET,69 STREET,66 ROAD,METROPOLITAN AVENUE,66 ROAD,METROPOLITAN AVENUE,ADDRESS,MIDDLE VILLAGE,69 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T22:55:33.000,05 QUEENS,4030490001,QUEENS,1015611,199319,MOBILE,Unspecified,QUEENS,40.71370577336247,-73.88687477034578,"{'latitude': '40.71370577336247', 'longitude': '-73.88687477034578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818153,2023-09-14T19:44:12.000,2023-09-15T01:47:48.000,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,11231,176 WEST    9 STREET,WEST    9 STREET,COURT STREET,9 STREET,COURT STREET,9 STREET,ADDRESS,BROOKLYN,WEST    9 STREET,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction.,2023-09-15T01:47:53.000,06 BROOKLYN,3004787505,BROOKLYN,984527,185230,ONLINE,Unspecified,BROOKLYN,40.67509031142204,-73.99900138591383,"{'latitude': '40.67509031142204', 'longitude': '-73.99900138591383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815204,2023-09-14T19:44:10.000,2023-09-14T20:02:31.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10024,50 WEST   77 STREET,WEST   77 STREET,CENTRAL PARK ENTRANCE W   77 ST,COLUMBUS AVENUE,CENTRAL PARK ENTRANCE W   77 ST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   77 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T20:02:35.000,07 MANHATTAN,1011290059,MANHATTAN,990915,223614,ONLINE,Unspecified,MANHATTAN,40.78044251109907,-73.97593395834785,"{'latitude': '40.78044251109907', 'longitude': '-73.97593395834785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58811901,2023-09-14T19:44:09.000,2023-09-14T19:56:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,132-07 115 AVENUE,115 AVENUE,132 STREET,133 STREET,132 STREET,133 STREET,ADDRESS,SOUTH OZONE PARK,115 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T19:56:28.000,10 QUEENS,4116580042,QUEENS,1037292,187112,ONLINE,Unspecified,QUEENS,40.68009706099228,-73.8087635120054,"{'latitude': '40.68009706099228', 'longitude': '-73.8087635120054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58811273,2023-09-14T19:44:08.000,2023-10-23T11:27:00.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11212,411 THATFORD AVENUE,THATFORD AVENUE,RIVERDALE AVENUE,NEWPORT STREET,RIVERDALE AVENUE,NEWPORT STREET,ADDRESS,BROOKLYN,THATFORD AVENUE,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-23T11:27:03.000,16 BROOKLYN,3036040001,BROOKLYN,1009954,179857,ONLINE,Unspecified,BROOKLYN,40.66030531884958,-73.90735490197372,"{'latitude': '40.66030531884958', 'longitude': '-73.90735490197372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58816966,2023-09-14T19:43:54.000,2023-09-14T21:36:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11691,229 BEACH   20 STREET,BEACH   20 STREET,SEAGIRT BOULEVARD,PLAINVIEW AVENUE,SEAGIRT BOULEVARD,PLAINVIEW AVENUE,ADDRESS,FAR ROCKAWAY,BEACH   20 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T21:36:26.000,14 QUEENS,4157800075,QUEENS,1052539,156493,ONLINE,Unspecified,QUEENS,40.595950285864376,-73.75410245027925,"{'latitude': '40.595950285864376', 'longitude': '-73.75410245027925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
