unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,due_date,taxi_company_borough,bridge_highway_direction
58845183,2023-09-17T12:48:16.000,2023-09-18T11:47:05.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Street,10309,91 BOWER COURT,BOWER COURT,BEND,BEND,BEND,BEND,ADDRESS,STATEN ISLAND,BOWER COURT,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T11:47:12.000,03 STATEN ISLAND,5070547501,STATEN ISLAND,924317,139906,ONLINE,Unspecified,STATEN ISLAND,40.55048280082896,-74.2156620407158,"{'latitude': '40.55048280082896', 'longitude': '-74.2156620407158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58838885,2023-09-17T12:48:06.000,2023-09-18T00:00:00.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,11385,70-27 65 PLACE,65 PLACE,,,,,ADDRESS,RIDGEWOOD,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-18T00:00:00.000,05 QUEENS,4036450039,QUEENS,1014693,195598,UNKNOWN,Unspecified,QUEENS,40.70349572364307,-73.89020299545672,"{'latitude': '40.70349572364307', 'longitude': '-73.89020299545672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58843862,2023-09-17T12:48:06.000,2023-10-26T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11432,87-40 165 STREET,165 STREET,,,,,ADDRESS,JAMAICA,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-10-26T00:00:00.000,08 QUEENS,4098360001,QUEENS,1040256,197825,UNKNOWN,Unspecified,QUEENS,40.7094834266287,-73.79798813357753,"{'latitude': '40.7094834266287', 'longitude': '-73.79798813357753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58840216,2023-09-17T12:47:54.000,2023-09-17T13:49:31.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11239,1530 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,HORNELL LOOP,SEAVIEW AVENUE,HORNELL LOOP,SEAVIEW AVENUE,ADDRESS,BROOKLYN,PENNSYLVANIA AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T13:49:36.000,05 BROOKLYN,3044520020,BROOKLYN,1018132,174064,PHONE,Unspecified,BROOKLYN,40.64437729431419,-73.87790801772604,"{'latitude': '40.64437729431419', 'longitude': '-73.87790801772604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58845127,2023-09-17T12:47:40.000,2023-09-20T05:29:53.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11412,104-16 197 STREET,197 STREET,104 AVENUE,HOLLIS AVENUE,104 AVENUE,HOLLIS AVENUE,ADDRESS,SAINT ALBANS,197 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-19T08:57:12.000,12 QUEENS,4108920016,QUEENS,1050425,197279,ONLINE,Unspecified,QUEENS,40.7079145799827,-73.76131440681051,"{'latitude': '40.7079145799827', 'longitude': '-73.76131440681051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58839107,2023-09-17T12:47:19.000,2023-09-17T22:32:14.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11385,907 WYCKOFF AVENUE,WYCKOFF AVENUE,HANCOCK STREET,HANCOCK STREET,HANCOCK STREET,HANCOCK STREET,ADDRESS,RIDGEWOOD,WYCKOFF AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T22:32:21.000,05 QUEENS,,QUEENS,1010133,193249,ONLINE,Unspecified,QUEENS,40.69706278458398,-73.90665829732735,"{'latitude': '40.69706278458398', 'longitude': '-73.90665829732735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58840398,2023-09-17T12:47:12.000,2023-09-17T14:37:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10472,1403 COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,EAST  174 STREET,EAST  177 STREET,EAST  174 STREET,EAST  177 STREET,ADDRESS,BRONX,COMMONWEALTH AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T14:37:47.000,09 BRONX,2038960032,BRONX,1020498,243490,ONLINE,Unspecified,BRONX,40.83492475913133,-73.86900816979484,"{'latitude': '40.83492475913133', 'longitude': '-73.86900816979484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58844951,2023-09-17T12:47:10.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11223,1761 WEST   11 STREET,WEST   11 STREET,QUENTIN ROAD,HIGHLAWN AVENUE,QUENTIN ROAD,HIGHLAWN AVENUE,ADDRESS,BROOKLYN,WEST   11 STREET,In Progress,,,11 BROOKLYN,3066460072,BROOKLYN,988772,159327,PHONE,Unspecified,BROOKLYN,40.60399097234705,-73.98371507590267,"{'latitude': '40.60399097234705', 'longitude': '-73.98371507590267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58842332,2023-09-17T12:46:31.000,2023-09-17T12:56:45.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11385,71-19 66 PLACE,66 PLACE,CENTRAL AVENUE,MYRTLE AVENUE,CENTRAL AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,66 PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T12:56:50.000,05 QUEENS,4036790055,QUEENS,1015345,195250,ONLINE,Unspecified,QUEENS,40.702538278972526,-73.88785307423329,"{'latitude': '40.702538278972526', 'longitude': '-73.88785307423329', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58837856,2023-09-17T12:46:28.000,2023-09-20T05:02:42.000,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11422,148-08 BROOKVILLE BOULEVARD,BROOKVILLE BOULEVARD,148 AVENUE,148 ROAD,148 AVENUE,148 ROAD,ADDRESS,ROSEDALE,BROOKVILLE BOULEVARD,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T03:48:01.000,13 QUEENS,4137320003,QUEENS,1054860,177896,PHONE,Unspecified,QUEENS,40.654678595291585,-73.74552106220682,"{'latitude': '40.654678595291585', 'longitude': '-73.74552106220682', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58838821,2023-09-17T12:46:27.000,2023-10-14T13:15:04.000,DSNY,Department of Sanitation,Abandoned Bike,Chained to Public Property,Street,10002,204 FORSYTH STREET,FORSYTH STREET,STANTON STREET,EAST HOUSTON STREET,STANTON STREET,EAST HOUSTON STREET,ADDRESS,NEW YORK,FORSYTH STREET,Closed,The owner claimed the bicycle was not abandoned.,2023-09-19T12:05:16.000,03 MANHATTAN,1004227503,MANHATTAN,986855,202601,ONLINE,Unspecified,MANHATTAN,40.72276927325819,-73.9906019827477,"{'latitude': '40.72276927325819', 'longitude': '-73.9906019827477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58841190,2023-09-17T12:46:17.000,2023-09-17T14:08:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10314,57 SOMMER AVENUE,SOMMER AVENUE,DEAD END,ARLENE STREET,DEAD END,ARLENE STREET,ADDRESS,STATEN ISLAND,SOMMER AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T14:08:17.000,02 STATEN ISLAND,5021600105,STATEN ISLAND,938523,160661,PHONE,Unspecified,STATEN ISLAND,40.60753570224994,-74.16468392238461,"{'latitude': '40.60753570224994', 'longitude': '-74.16468392238461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58843275,2023-09-17T12:45:39.000,2023-09-17T13:03:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T13:03:10.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58838659,2023-09-17T12:45:29.000,2023-10-16T11:29:12.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,10305,35 VIRGINIA AVENUE,VIRGINIA AVENUE,BAY STREET,ANDERSON STREET,BAY STREET,ANDERSON STREET,ADDRESS,STATEN ISLAND,VIRGINIA AVENUE,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-10-16T11:29:20.000,01 STATEN ISLAND,5028470106,STATEN ISLAND,965299,163402,ONLINE,Unspecified,STATEN ISLAND,40.61515689809154,-74.06825901120384,"{'latitude': '40.61515689809154', 'longitude': '-74.06825901120384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58841263,2023-09-17T12:45:24.000,2023-09-17T13:16:15.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,10012,18 SPRING STREET,SPRING STREET,ELIZABETH STREET,MOTT STREET,ELIZABETH STREET,MOTT STREET,ADDRESS,NEW YORK,SPRING STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T13:16:24.000,02 MANHATTAN,1004790019,MANHATTAN,985643,202106,ONLINE,Unspecified,MANHATTAN,40.72141089175726,-73.99497459839357,"{'latitude': '40.72141089175726', 'longitude': '-73.99497459839357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58844391,2023-09-17T12:45:05.000,2023-09-17T12:45:05.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11235,1728 SHEEP BAY ROAD,SHEEP BAY ROAD,,,,,ADDRESS,BROOKLYN,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-17T00:00:00.000,15 BROOKLYN,3087700013,BROOKLYN,997684,152601,UNKNOWN,Unspecified,BROOKLYN,40.58552042988449,-73.95163397318059,"{'latitude': '40.58552042988449', 'longitude': '-73.95163397318059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58838861,2023-09-17T12:45:03.000,2023-09-18T21:34:13.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,11211,275 BROADWAY,BROADWAY,HAVEMEYER STREET,MARCY AVENUE,HAVEMEYER STREET,MARCY AVENUE,ADDRESS,BROOKLYN,BROADWAY,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-18T21:34:16.000,01 BROOKLYN,3024600037,BROOKLYN,995686,197491,ONLINE,Unspecified,BROOKLYN,40.70873653935753,-73.95875120777968,"{'latitude': '40.70873653935753', 'longitude': '-73.95875120777968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58845119,2023-09-17T12:45:02.000,2023-09-23T13:33:12.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11362,254-10 57 AVENUE,57 AVENUE,254 STREET,255 STREET,254 STREET,255 STREET,ADDRESS,LITTLE NECK,57 AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-18T10:28:30.000,11 QUEENS,4083440022,QUEENS,1060062,217286,ONLINE,Unspecified,QUEENS,40.76275126840021,-73.72632962085653,"{'latitude': '40.76275126840021', 'longitude': '-73.72632962085653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58837980,2023-09-17T12:45:00.000,2023-09-17T18:23:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,1642 JEFFERSON AVENUE,JEFFERSON AVENUE,WYCKOFF AVENUE,CYPRESS AVENUE,WYCKOFF AVENUE,CYPRESS AVENUE,ADDRESS,RIDGEWOOD,JEFFERSON AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T18:23:10.000,05 QUEENS,,QUEENS,1010141,193781,ONLINE,Unspecified,QUEENS,40.698522976451784,-73.90662740195951,"{'latitude': '40.698522976451784', 'longitude': '-73.90662740195951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58839295,2023-09-17T12:44:05.000,2023-09-17T12:59:11.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11375,105-40 62 ROAD,62 ROAD,YELLOWSTONE BOULEVARD,108 STREET,YELLOWSTONE BOULEVARD,108 STREET,ADDRESS,FOREST HILLS,62 ROAD,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-17T12:59:18.000,06 QUEENS,4021440015,QUEENS,1024930,207364,ONLINE,Unspecified,QUEENS,40.73574937484077,-73.8532107502099,"{'latitude': '40.73574937484077', 'longitude': '-73.8532107502099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58840145,2023-09-17T12:43:51.000,2023-09-17T13:15:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11226,123 LINDEN BOULEVARD,LINDEN BOULEVARD,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,LINDEN BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T13:15:49.000,17 BROOKLYN,3050840084,BROOKLYN,996951,176972,MOBILE,Unspecified,BROOKLYN,40.6524148264688,-73.95422712196176,"{'latitude': '40.6524148264688', 'longitude': '-73.95422712196176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58843878,2023-09-17T12:43:41.000,2023-09-17T13:24:16.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10033,723 WEST  177 STREET,WEST  177 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,WEST  177 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T13:24:20.000,12 MANHATTAN,1021760001,MANHATTAN,1001267,248106,MOBILE,Unspecified,MANHATTAN,40.84765232283593,-73.9384927765209,"{'latitude': '40.84765232283593', 'longitude': '-73.9384927765209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58837622,2023-09-17T12:43:36.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11216,803 LINCOLN PLACE,LINCOLN PLACE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,LINCOLN PLACE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-17T14:41:06.000,08 BROOKLYN,3012550073,BROOKLYN,998225,183639,ONLINE,Unspecified,BROOKLYN,40.670712347730806,-73.94962196178885,"{'latitude': '40.670712347730806', 'longitude': '-73.94962196178885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58841006,2023-09-17T12:43:34.000,2023-09-17T13:49:19.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11208,598 RIDGEWOOD AVENUE,RIDGEWOOD AVENUE,GRANT AVENUE,ELDERT LANE,GRANT AVENUE,ELDERT LANE,ADDRESS,BROOKLYN,RIDGEWOOD AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T13:49:24.000,05 BROOKLYN,3041360032,BROOKLYN,1021076,189514,MOBILE,Unspecified,BROOKLYN,40.686772312110506,-73.86721509348533,"{'latitude': '40.686772312110506', 'longitude': '-73.86721509348533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58837198,2023-09-17T12:43:29.000,2023-09-17T13:53:23.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10459,995 KELLY STREET,KELLY STREET,WESTCHESTER AVENUE,EAST  165 STREET,WESTCHESTER AVENUE,EAST  165 STREET,ADDRESS,BRONX,KELLY STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T13:53:26.000,02 BRONX,2027040039,BRONX,1013071,239116,ONLINE,Unspecified,BRONX,40.82294674915081,-73.89586638011463,"{'latitude': '40.82294674915081', 'longitude': '-73.89586638011463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58845099,2023-09-17T12:43:02.000,2023-09-18T05:13:24.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11214,2173 86 STREET,86 STREET,BAY   29 STREET,BAY PARKWAY,BAY   29 STREET,BAY PARKWAY,ADDRESS,BROOKLYN,86 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T05:13:30.000,11 BROOKLYN,3063470043,BROOKLYN,985841,158689,MOBILE,Unspecified,BROOKLYN,40.60224080307827,-73.99427053628109,"{'latitude': '40.60224080307827', 'longitude': '-73.99427053628109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58842971,2023-09-17T12:43:00.000,2023-09-19T12:01:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10306,551 RIGA STREET,RIGA STREET,ADELAIDE AVENUE,AVISTON STREET,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-19T12:01:00.000,03 STATEN ISLAND,5046830035,STATEN ISLAND,951643,141958,PHONE,Unspecified,STATEN ISLAND,40.556257706268894,-74.11734261551705,"{'latitude': '40.556257706268894', 'longitude': '-74.11734261551705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58841763,2023-09-17T12:42:54.000,2023-10-16T07:59:40.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10470,834 PENFIELD STREET,PENFIELD STREET,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,12 BRONX,2051180046,BRONX,1026681,268744,PHONE,Unspecified,BRONX,40.90421162492331,-73.8465043727862,"{'latitude': '40.90421162492331', 'longitude': '-73.8465043727862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58842382,2023-09-17T12:42:44.000,2023-09-17T13:17:37.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10456,795 EAST  169 STREET,EAST  169 STREET,TINTON AVENUE,UNION AVENUE,TINTON AVENUE,UNION AVENUE,ADDRESS,BRONX,EAST  169 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T13:17:40.000,03 BRONX,2029610002,BRONX,1012199,241785,MOBILE,Unspecified,BRONX,40.830275190940526,-73.89900589630429,"{'latitude': '40.830275190940526', 'longitude': '-73.89900589630429', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58840174,2023-09-17T12:42:41.000,2023-09-17T12:48:52.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11229,4031 BEDFORD AVENUE,BEDFORD AVENUE,AVENUE S,AVENUE T,AVENUE S,AVENUE T,ADDRESS,BROOKLYN,BEDFORD AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T12:48:55.000,15 BROOKLYN,3073040074,BROOKLYN,998879,159185,ONLINE,Unspecified,BROOKLYN,40.60359029043088,-73.94731739542566,"{'latitude': '40.60359029043088', 'longitude': '-73.94731739542566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58841760,2023-09-17T12:42:29.000,2023-09-28T14:28:08.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10455,733 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,01 BRONX,2026750051,BRONX,1011157,236903,ONLINE,Unspecified,BRONX,40.81687872946484,-73.90279075170285,"{'latitude': '40.81687872946484', 'longitude': '-73.90279075170285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58843841,2023-09-17T12:42:29.000,2023-09-28T14:28:08.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10455,733 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,01 BRONX,2026750051,BRONX,1011157,236903,ONLINE,Unspecified,BRONX,40.81687872946484,-73.90279075170285,"{'latitude': '40.81687872946484', 'longitude': '-73.90279075170285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58838531,2023-09-17T12:42:29.000,2023-09-20T12:25:19.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10455,733 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-20T00:00:00.000,01 BRONX,2026750051,BRONX,1011157,236903,ONLINE,Unspecified,BRONX,40.81687872946484,-73.90279075170285,"{'latitude': '40.81687872946484', 'longitude': '-73.90279075170285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58841622,2023-09-17T12:42:09.000,2023-09-17T12:55:23.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11354,40-34 MAIN STREET,MAIN STREET,40 ROAD,LIRR PORT WASHINGTON LINE,40 ROAD,LIRR PORT WASHINGTON LINE,ADDRESS,FLUSHING,MAIN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T12:55:29.000,07 QUEENS,4050370056,QUEENS,1031413,215766,MOBILE,Unspecified,QUEENS,40.758778515925385,-73.82975870052347,"{'latitude': '40.758778515925385', 'longitude': '-73.82975870052347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58837594,2023-09-17T12:41:36.000,2023-09-17T13:24:11.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10033,723 WEST  177 STREET,WEST  177 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,WEST  177 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T13:24:15.000,12 MANHATTAN,1021760001,MANHATTAN,1001267,248106,MOBILE,Unspecified,MANHATTAN,40.84765232283593,-73.9384927765209,"{'latitude': '40.84765232283593', 'longitude': '-73.9384927765209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58843522,2023-09-17T12:41:35.000,2023-09-17T16:42:42.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11415,84-70 129 STREET,129 STREET,KEW GARDENS ROAD,METROPOLITAN AVENUE,KEW GARDENS ROAD,METROPOLITAN AVENUE,ADDRESS,KEW GARDENS,129 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T16:42:48.000,09 QUEENS,4092490040,QUEENS,1033141,196138,PHONE,Unspecified,QUEENS,40.70489519545206,-73.82366388782683,"{'latitude': '40.70489519545206', 'longitude': '-73.82366388782683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58843508,2023-09-17T12:41:31.000,2023-09-17T12:57:28.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11361,47-19 213 STREET,213 STREET,47 AVENUE,48 AVENUE,47 AVENUE,48 AVENUE,ADDRESS,BAYSIDE,213 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T12:57:33.000,11 QUEENS,4073300012,QUEENS,1048362,214911,MOBILE,Unspecified,QUEENS,40.75632511120174,-73.76858736691094,"{'latitude': '40.75632511120174', 'longitude': '-73.76858736691094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58841346,2023-09-17T12:41:26.000,2023-09-17T13:52:39.000,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,11434,BAISLEY POND PARK,BAISLEY POND PARK,155 STREET,157 STREET,155 STREET,157 STREET,UNRECOGNIZED,JAMAICA,BAISLEY POND PARK,Closed,NYC Parks has reviewed the reported condition and corrected the problem.,2023-09-17T13:52:44.000,12 QUEENS,4122300001,QUEENS,1043761,185691,UNKNOWN,Unspecified,QUEENS,40.67615562171991,-73.7854529545537,"{'latitude': '40.67615562171991', 'longitude': '-73.7854529545537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58840586,2023-09-17T12:41:21.000,2023-09-17T13:18:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10009,336 EAST    4 STREET,EAST    4 STREET,AVENUE C,AVENUE D,AVENUE C,AVENUE D,ADDRESS,NEW YORK,EAST    4 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T13:19:00.000,03 MANHATTAN,1003730021,MANHATTAN,990106,202221,ONLINE,Unspecified,MANHATTAN,40.72172471042355,-73.97887373248444,"{'latitude': '40.72172471042355', 'longitude': '-73.97887373248444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
