unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,vehicle_type,taxi_company_borough
58813641,2023-09-14T09:13:05.000,2023-09-15T12:17:31.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10024,153 WEST   80 STREET,WEST   80 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST   80 STREET,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-15T12:13:29.000,07 MANHATTAN,1012110013,MANHATTAN,990764,224645,MOBILE,Unspecified,MANHATTAN,40.783272445058614,-73.97647819083305,"{'latitude': '40.783272445058614', 'longitude': '-73.97647819083305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817201,2023-09-14T09:13:05.000,2023-09-16T11:55:24.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Gutter,10314,3 RACAL COURT,RACAL COURT,RICHMOND HILL ROAD,BEND,RICHMOND HILL ROAD,BEND,ADDRESS,STATEN ISLAND,RACAL COURT,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-16T11:55:31.000,02 STATEN ISLAND,5024010140,STATEN ISLAND,938712,153038,ONLINE,Unspecified,STATEN ISLAND,40.586613115932856,-74.16395186396507,"{'latitude': '40.586613115932856', 'longitude': '-74.16395186396507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814354,2023-09-14T09:13:01.000,2023-09-15T17:58:15.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11368,35-41 97 STREET,97 STREET,,,,,ADDRESS,CORONA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,03 QUEENS,4017380044,QUEENS,1020174,213519,PHONE,Unspecified,QUEENS,40.752663888487554,-73.87033934537314,"{'latitude': '40.752663888487554', 'longitude': '-73.87033934537314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811027,2023-09-14T09:13:01.000,2023-09-15T17:58:16.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11368,35-41 97 STREET,97 STREET,,,,,ADDRESS,CORONA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,03 QUEENS,4017380044,QUEENS,1020174,213519,PHONE,Unspecified,QUEENS,40.752663888487554,-73.87033934537314,"{'latitude': '40.752663888487554', 'longitude': '-73.87033934537314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816569,2023-09-14T09:13:01.000,2023-09-15T17:58:15.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,11368,35-41 97 STREET,97 STREET,,,,,ADDRESS,CORONA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-15T00:00:00.000,03 QUEENS,4017380044,QUEENS,1020174,213519,PHONE,Unspecified,QUEENS,40.752663888487554,-73.87033934537314,"{'latitude': '40.752663888487554', 'longitude': '-73.87033934537314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816559,2023-09-14T09:13:01.000,2023-09-15T17:58:15.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11368,35-41 97 STREET,97 STREET,,,,,ADDRESS,CORONA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,03 QUEENS,4017380044,QUEENS,1020174,213519,PHONE,Unspecified,QUEENS,40.752663888487554,-73.87033934537314,"{'latitude': '40.752663888487554', 'longitude': '-73.87033934537314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58818824,2023-09-14T09:13:01.000,2023-09-15T17:58:15.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11368,35-41 97 STREET,97 STREET,,,,,ADDRESS,CORONA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,03 QUEENS,4017380044,QUEENS,1020174,213519,PHONE,Unspecified,QUEENS,40.752663888487554,-73.87033934537314,"{'latitude': '40.752663888487554', 'longitude': '-73.87033934537314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814407,2023-09-14T09:13:01.000,2023-09-15T17:58:15.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11368,35-41 97 STREET,97 STREET,,,,,ADDRESS,CORONA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,03 QUEENS,4017380044,QUEENS,1020174,213519,PHONE,Unspecified,QUEENS,40.752663888487554,-73.87033934537314,"{'latitude': '40.752663888487554', 'longitude': '-73.87033934537314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813177,2023-09-14T09:13:01.000,2023-09-15T17:58:16.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11368,35-41 97 STREET,97 STREET,,,,,ADDRESS,CORONA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,03 QUEENS,4017380044,QUEENS,1020174,213519,PHONE,Unspecified,QUEENS,40.752663888487554,-73.87033934537314,"{'latitude': '40.752663888487554', 'longitude': '-73.87033934537314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814321,2023-09-14T09:13:01.000,2023-09-15T17:58:16.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11368,35-41 97 STREET,97 STREET,,,,,ADDRESS,CORONA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,03 QUEENS,4017380044,QUEENS,1020174,213519,PHONE,Unspecified,QUEENS,40.752663888487554,-73.87033934537314,"{'latitude': '40.752663888487554', 'longitude': '-73.87033934537314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58818963,2023-09-14T09:13:00.000,2023-09-19T20:05:37.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11229,2135 EAST   13 STREET,EAST   13 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,15 BROOKLYN,3073460063,BROOKLYN,995889,157073,PHONE,Unspecified,BROOKLYN,40.59779771083051,-73.95808875341633,"{'latitude': '40.59779771083051', 'longitude': '-73.95808875341633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817385,2023-09-14T09:12:32.000,2023-09-14T12:25:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11374,98-33 64 AVENUE,64 AVENUE,98 STREET,99 STREET,98 STREET,99 STREET,ADDRESS,REGO PARK,64 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T12:25:41.000,06 QUEENS,4021000021,QUEENS,1023699,205467,PHONE,Unspecified,QUEENS,40.7305481592761,-73.85766379125519,"{'latitude': '40.7305481592761', 'longitude': '-73.85766379125519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811184,2023-09-14T09:12:32.000,,DOHMH,Department of Health and Mental Hygiene,Harboring Bees/Wasps,Bees/Wasps - Not a beekeper,1-2 Family Dwelling,11434,131-14 MATHEWSON COURT,MATHEWSON COURT,FARMERS BOULEVARD,DEAD END,FARMERS BOULEVARD,DEAD END,ADDRESS,JAMAICA,MATHEWSON COURT,In Progress,,,12 QUEENS,4129840045,QUEENS,1050393,186645,ONLINE,Unspecified,QUEENS,40.67872705781763,-73.76153424169335,"{'latitude': '40.67872705781763', 'longitude': '-73.76153424169335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814875,2023-09-14T09:12:21.000,2023-09-14T12:12:17.000,DSNY,Department of Sanitation,Obstruction,Cone,Sidewalk,10032,SAINT NICHOLAS AVENUE,SAINT NICHOLAS AVENUE,SAINT NICHOLAS AVENUE,WEST  157 STREET,SAINT NICHOLAS AVENUE,WEST  157 STREET,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-14T12:12:21.000,12 MANHATTAN,,MANHATTAN,1000609,242541,ONLINE,Unspecified,MANHATTAN,40.83237926521136,-73.94088466314498,"{'latitude': '40.83237926521136', 'longitude': '-73.94088466314498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819035,2023-09-14T09:12:16.000,2023-09-14T09:14:35.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T09:14:40.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814456,2023-09-14T09:12:11.000,2023-09-14T09:14:24.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T09:14:27.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817447,2023-09-14T09:12:03.000,2023-09-14T10:01:17.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11215,670 UNION STREET,UNION STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T10:01:21.000,06 BROOKLYN,3009557507,BROOKLYN,989376,185857,ONLINE,Unspecified,BROOKLYN,40.6768098052701,-73.98151975514853,"{'latitude': '40.6768098052701', 'longitude': '-73.98151975514853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817923,2023-09-14T09:12:02.000,2023-09-14T09:13:53.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T09:13:55.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815937,2023-09-14T09:11:59.000,2023-09-18T11:56:35.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11207,89 ARLINGTON AVENUE,ARLINGTON AVENUE,VAN SICLEN AVENUE,HENDRIX STREET,VAN SICLEN AVENUE,HENDRIX STREET,ADDRESS,BROOKLYN,ARLINGTON AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T11:56:19.000,05 BROOKLYN,3039180026,BROOKLYN,1014337,186978,ONLINE,Unspecified,BROOKLYN,40.67983704877268,-73.89152545754371,"{'latitude': '40.67983704877268', 'longitude': '-73.89152545754371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819183,2023-09-14T09:11:58.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10467,868 EAST  219 STREET,EAST  219 STREET,BARNES AVENUE,BRONXWOOD AVENUE,BARNES AVENUE,BRONXWOOD AVENUE,ADDRESS,BRONX,EAST  219 STREET,In Progress,,,12 BRONX,2046770081,BRONX,1023485,260672,PHONE,Unspecified,BRONX,40.882071367109376,-73.85811329179138,"{'latitude': '40.882071367109376', 'longitude': '-73.85811329179138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816746,2023-09-14T09:11:53.000,2023-09-14T09:13:18.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T09:13:20.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813685,2023-09-14T09:11:51.000,2023-09-16T13:03:23.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10310,120 MATHEWS AVENUE,MATHEWS AVENUE,PELTON AVENUE,OAKLAND AVENUE,PELTON AVENUE,OAKLAND AVENUE,ADDRESS,STATEN ISLAND,MATHEWS AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-15T07:08:39.000,01 STATEN ISLAND,5002880029,STATEN ISLAND,954014,167265,ONLINE,Unspecified,STATEN ISLAND,40.625728696860556,-74.10892336537331,"{'latitude': '40.625728696860556', 'longitude': '-74.10892336537331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814021,2023-09-14T09:11:45.000,2023-09-14T18:35:33.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10451,208 EAST  163 STREET,EAST  163 STREET,SHERIDAN AVENUE,SHERMAN AVENUE,SHERIDAN AVENUE,SHERMAN AVENUE,ADDRESS,BRONX,EAST  163 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T18:35:38.000,04 BRONX,2024540019,BRONX,1006453,240933,ONLINE,Unspecified,BRONX,40.827953009662636,-73.91977195453524,"{'latitude': '40.827953009662636', 'longitude': '-73.91977195453524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815599,2023-09-14T09:11:43.000,2023-09-14T09:20:48.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T09:20:50.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817136,2023-09-14T09:11:39.000,2023-09-15T11:03:06.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11357,165-05 WILLETS POINT BOULEVARD,WILLETS POINT BOULEVARD,16 AVENUE,166 STREET,16 AVENUE,166 STREET,ADDRESS,WHITESTONE,WILLETS POINT BOULEVARD,Closed,The Department of Sanitation collected the requested items.,2023-09-14T22:06:47.000,07 QUEENS,4047650041,QUEENS,1040335,225120,PHONE,Unspecified,QUEENS,40.78440064157839,-73.7974755634194,"{'latitude': '40.78440064157839', 'longitude': '-73.7974755634194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819494,2023-09-14T09:11:38.000,2023-09-16T21:17:48.000,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,11231,156 CARROLL STREET,CARROLL STREET,HENRY STREET,CLINTON STREET,HENRY STREET,CLINTON STREET,ADDRESS,BROOKLYN,CARROLL STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-16T21:17:51.000,06 BROOKLYN,,BROOKLYN,984343,187721,ONLINE,Unspecified,BROOKLYN,40.681927546559095,-73.99966469085928,"{'latitude': '40.681927546559095', 'longitude': '-73.99966469085928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58810583,2023-09-14T09:11:36.000,2023-09-14T09:20:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T09:20:25.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817440,2023-09-14T09:11:36.000,2023-09-14T09:35:20.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10031,529 WEST  134 STREET,WEST  134 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  134 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T09:35:25.000,09 MANHATTAN,1019880060,MANHATTAN,996898,237630,ONLINE,Unspecified,MANHATTAN,40.818906063405706,-73.9543040906861,"{'latitude': '40.818906063405706', 'longitude': '-73.9543040906861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816800,2023-09-14T09:11:27.000,2023-09-14T17:14:42.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11378,55-08 69 LANE,69 LANE,54 AVENUE,GRAND AVENUE,54 AVENUE,GRAND AVENUE,ADDRESS,MASPETH,69 LANE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T17:14:46.000,05 QUEENS,4025010023,QUEENS,1013652,204585,ONLINE,Unspecified,QUEENS,40.72816638951446,-73.89391825356873,"{'latitude': '40.72816638951446', 'longitude': '-73.89391825356873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812560,2023-09-14T09:11:27.000,2023-09-15T12:44:25.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11106,31-35 14 STREET,14 STREET,31 ROAD,31 DRIVE,31 ROAD,31 DRIVE,ADDRESS,ASTORIA,14 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-15T11:46:10.000,01 QUEENS,4005320019,QUEENS,1002891,218867,ONLINE,Unspecified,QUEENS,40.767396099265895,-73.93270408997793,"{'latitude': '40.767396099265895', 'longitude': '-73.93270408997793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813052,2023-09-14T09:11:09.000,2023-09-14T09:33:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10039,159-70 HARLEM RIVER DRIVE SERVICE RD W,HARLEM RIVER DRIVE SERVICE RD W,FREDERICK DOUGLASS BOULEVARD,HARLEM RIVER DRIVE EXIT   23 SB,FREDERICK DOUGLASS BOULEVARD,HARLEM RIVER DRIVE EXIT   23 SB,ADDRESS,NEW YORK,HARLEM RIVER DRIVE SERVICE RD W,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T09:33:06.000,10 MANHATTAN,1021060320,MANHATTAN,1002102,243256,ONLINE,Unspecified,MANHATTAN,40.834338842077315,-73.9354876158992,"{'latitude': '40.834338842077315', 'longitude': '-73.9354876158992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815790,2023-09-14T09:11:03.000,2023-09-15T12:43:01.000,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,Sidewalk,11230,785 OCEAN PARKWAY,OCEAN PARKWAY,FOSTER AVENUE,AVENUE H,FOSTER AVENUE,AVENUE H,ADDRESS,BROOKLYN,OCEAN PARKWAY,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-15T12:43:04.000,14 BROOKLYN,3064940037,BROOKLYN,992180,168561,PHONE,Unspecified,BROOKLYN,40.62933399300778,-73.9714311171679,"{'latitude': '40.62933399300778', 'longitude': '-73.9714311171679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816723,2023-09-14T09:11:00.000,2023-09-19T10:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,10453,,,,,MACOMBS ROAD,WEST 176 STREET,INTERSECTION,BRONX,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T10:00:00.000,05 BRONX,,BRONX,1007454,248604,ONLINE,Unspecified,BRONX,40.849005093952194,-73.9161284162975,"{'latitude': '40.849005093952194', 'longitude': '-73.9161284162975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58818464,2023-09-14T09:11:00.000,2023-09-14T10:10:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10016,225 EAST   28 STREET,EAST   28 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-14T10:10:00.000,06 MANHATTAN,1009090013,MANHATTAN,989817,209455,PHONE,Unspecified,MANHATTAN,40.74158045236028,-73.97991035158944,"{'latitude': '40.74158045236028', 'longitude': '-73.97991035158944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58810514,2023-09-14T09:11:00.000,2023-09-14T09:40:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11201,13 PINEAPPLE STREET,PINEAPPLE STREET,COLUMBIA HGTS,WILLOW ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-14T09:40:00.000,02 BROOKLYN,3002240021,BROOKLYN,985495,193898,MOBILE,Unspecified,BROOKLYN,40.69888190165242,-73.9955100425458,"{'latitude': '40.69888190165242', 'longitude': '-73.9955100425458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58818147,2023-09-14T09:10:58.000,2023-09-14T09:15:06.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11217,491 BERGEN STREET,BERGEN STREET,6 AVENUE,CARLTON AVENUE,6 AVENUE,CARLTON AVENUE,ADDRESS,BROOKLYN,BERGEN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T09:15:10.000,08 BROOKLYN,3011360084,BROOKLYN,991546,187229,MOBILE,Unspecified,BROOKLYN,40.680574112004805,-73.97369499057118,"{'latitude': '40.680574112004805', 'longitude': '-73.97369499057118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812194,2023-09-14T09:10:51.000,2023-09-14T10:21:51.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10460,1635 VANBUREN STREET,VANBUREN STREET,DEAD END,VAN NEST AVENUE,DEAD END,VAN NEST AVENUE,ADDRESS,BRONX,VAN BUREN STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T10:21:55.000,11 BRONX,2040180010,BRONX,1020372,245546,PHONE,Unspecified,BRONX,40.84056839269579,-73.86945243087568,"{'latitude': '40.84056839269579', 'longitude': '-73.86945243087568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58818604,2023-09-14T09:10:45.000,2023-09-14T09:20:47.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10026,172 MALCOLM X BOULEVARD,MALCOLM X BOULEVARD,WEST  118 STREET,WEST  119 STREET,WEST  118 STREET,WEST  119 STREET,ADDRESS,NEW YORK,LENOX AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T09:20:50.000,10 MANHATTAN,1017170069,MANHATTAN,998525,232096,MOBILE,Unspecified,MANHATTAN,40.803714295332334,-73.94843767900522,"{'latitude': '40.803714295332334', 'longitude': '-73.94843767900522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819265,2023-09-14T09:10:43.000,2023-09-19T10:56:19.000,DOT,Department of Transportation,Sidewalk Condition,Pedestrian Ramp Defective,Sidewalk,10019,WEST   57 STREET,WEST   57 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,BLOCKFACE,,,Closed,The Department of Transportation inspected the condition you reported and determined that this issue is not within its jurisdiction.,2023-09-19T10:56:22.000,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,,,
