unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,vehicle_type,taxi_company_borough,taxi_pick_up_location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction,due_date
58936114,2023-09-27T19:39:09.000,2023-09-27T20:00:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10037,470 MALCOLM X BOULEVARD,MALCOLM X BOULEVARD,WEST  133 STREET,WEST  134 STREET,WEST  133 STREET,WEST  134 STREET,ADDRESS,NEW YORK,LENOX AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T20:00:05.000,10 MANHATTAN,MANHATTAN,1000402,235483,MOBILE,Unspecified,MANHATTAN,40.81300743909306,-73.94164967326812,"{'latitude': '40.81300743909306', 'longitude': '-73.94164967326812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1017300075,,,,,,,,,
58949837,2023-09-27T19:39:05.000,2023-10-30T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11214,2277 85 STREET,85 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-30T00:00:00.000,11 BROOKLYN,BROOKLYN,986568,158458,UNKNOWN,Unspecified,BROOKLYN,40.60160659467016,-73.99165256394859,"{'latitude': '40.60160659467016', 'longitude': '-73.99165256394859', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3063360047,,,,,,,,,
58941756,2023-09-27T19:38:39.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,10016,208 EAST   28 STREET,EAST   28 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   28 STREET,In Progress,,,06 MANHATTAN,MANHATTAN,989655,209538,ONLINE,Unspecified,MANHATTAN,40.74180836717385,-73.98049489472714,"{'latitude': '40.74180836717385', 'longitude': '-73.98049489472714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1009080047,,,,,,,,,
58938632,2023-09-27T19:38:31.000,2023-09-27T20:05:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10025,461 CENTRAL PARK WEST,CENTRAL PARK WEST,CENTRAL PARK ENTRANCE W  106 ST,WEST  107 STREET,CENTRAL PARK ENTRANCE W  106 ST,WEST  107 STREET,ADDRESS,NEW YORK,CENTRAL PARK WEST,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T20:05:14.000,07 MANHATTAN,MANHATTAN,995367,230123,ONLINE,Unspecified,MANHATTAN,40.798303488293556,-73.95984786569373,"{'latitude': '40.798303488293556', 'longitude': '-73.95984786569373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58936776,2023-09-27T19:38:19.000,2023-10-02T14:53:25.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10037,470 MALCOLM X BOULEVARD,MALCOLM X BOULEVARD,WEST  133 STREET,WEST  134 STREET,WEST  133 STREET,WEST  134 STREET,ADDRESS,NEW YORK,LENOX AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T13:21:19.000,10 MANHATTAN,MANHATTAN,1000402,235483,MOBILE,Unspecified,MANHATTAN,40.81300743909306,-73.94164967326812,"{'latitude': '40.81300743909306', 'longitude': '-73.94164967326812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58938599,2023-09-27T19:38:17.000,2023-09-27T19:42:19.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11204,5709 19 AVENUE,19 AVENUE,55 STREET,58 STREET,55 STREET,58 STREET,ADDRESS,BROOKLYN,19 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T19:42:24.000,12 BROOKLYN,BROOKLYN,988836,165975,ONLINE,Unspecified,BROOKLYN,40.622238328097545,-73.98348007983238,"{'latitude': '40.622238328097545', 'longitude': '-73.98348007983238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3055060006,,,,,,,,,
58938055,2023-09-27T19:38:10.000,2023-09-27T20:02:51.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11222,782 MANHATTAN AVENUE,MANHATTAN AVENUE,MESEROLE AVENUE,CALYER STREET,MESEROLE AVENUE,CALYER STREET,ADDRESS,BROOKLYN,MANHATTAN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T20:02:54.000,01 BROOKLYN,BROOKLYN,997314,204306,MOBILE,Unspecified,BROOKLYN,40.727439820823655,-73.95286590865489,"{'latitude': '40.727439820823655', 'longitude': '-73.95286590865489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58943650,2023-09-27T19:38:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11691,312 BEACH   19 STREET,BEACH   19 STREET,BROOKHAVEN AVE,PLAINVIEW AVE,BEACH 19 STREET,PLAINVIEW AVENUE,INTERSECTION,QUEENS,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-05T16:14:00.000,14 QUEENS,QUEENS,1052830,157163,UNKNOWN,Unspecified,QUEENS,40.59778704642207,-73.75304781086695,"{'latitude': '40.59778704642207', 'longitude': '-73.75304781086695', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4156330025,,,,,,,,,
58944830,2023-09-27T19:38:00.000,2023-09-27T20:12:53.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11221,709 JEFFERSON AVENUE,JEFFERSON AVENUE,STUYVESANT AVENUE,MALCOLM X BOULEVARD,STUYVESANT AVENUE,MALCOLM X BOULEVARD,ADDRESS,BROOKLYN,JEFFERSON AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T20:12:56.000,03 BROOKLYN,BROOKLYN,1003638,189062,PHONE,Unspecified,BROOKLYN,40.68558705190062,-73.93009321417094,"{'latitude': '40.68558705190062', 'longitude': '-73.93009321417094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58941789,2023-09-27T19:38:00.000,2023-10-02T11:38:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10310,334 DAVIS AVENUE,DAVIS AVENUE,CLARION COURT,SOUTH ST AUSTINS PLACE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-10-02T11:38:00.000,01 STATEN ISLAND,STATEN ISLAND,953965,170892,PHONE,Unspecified,STATEN ISLAND,40.63568387047002,-74.10911616054905,"{'latitude': '40.63568387047002', 'longitude': '-74.10911616054905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5001510054,,,,,,,,,
58940826,2023-09-27T19:38:00.000,2023-09-27T21:15:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11433,178-17 107 AVENUE,107 AVENUE,RUSCOE ST,DEAD END,,,ADDRESS,JAMAICA,,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-27T21:15:00.000,12 QUEENS,QUEENS,1045528,195119,ONLINE,Unspecified,QUEENS,40.70202117667806,-73.77899689900298,"{'latitude': '40.70202117667806', 'longitude': '-73.77899689900298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4103350057,,,,,,,,,
58942113,2023-09-27T19:38:00.000,2023-09-29T11:23:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11216,393 NOSTRAND AVENUE,NOSTRAND AVENUE,MADISON ST,PUTNAM AVE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) closed your Service Request because it didn't include enough dog owner location information to respond to the complaint.  If the excessive dog barking continues, please file a new Service Request. You must include an NYC address for the dog's owner so DEP can send them a letter.",2023-09-29T11:23:00.000,03 BROOKLYN,BROOKLYN,998020,188592,ONLINE,Unspecified,BROOKLYN,40.684307532550434,-73.95035083971493,"{'latitude': '40.684307532550434', 'longitude': '-73.95035083971493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3018230004,,,,N/A,,,,,
58943574,2023-09-27T19:37:40.000,2023-09-27T20:34:02.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10031,501 WEST  141 STREET,WEST  141 STREET,AMSTERDAM AVENUE,HAMILTON PLACE,AMSTERDAM AVENUE,HAMILTON PLACE,ADDRESS,NEW YORK,WEST  141 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T20:34:07.000,09 MANHATTAN,MANHATTAN,998196,239035,MOBILE,Unspecified,MANHATTAN,40.8227604372733,-73.9496116326672,"{'latitude': '40.8227604372733', 'longitude': '-73.9496116326672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020730029,,,,,,,,,
58942533,2023-09-27T19:37:36.000,2023-09-27T21:19:41.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,4446 BROADWAY,BROADWAY,WEST  189 STREET,WEST  190 STREET,WEST  189 STREET,WEST  190 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T21:19:46.000,12 MANHATTAN,MANHATTAN,1002817,251230,ONLINE,Unspecified,MANHATTAN,40.85622364986962,-73.93288171771728,"{'latitude': '40.85622364986962', 'longitude': '-73.93288171771728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58941752,2023-09-27T19:37:32.000,2023-11-08T12:44:23.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Unsecured Facility,Park,10039,319 WEST  145 STREET,WEST  145 STREET,BRADHURST AVENUE,EDGECOMBE AVENUE,BRADHURST AVENUE,EDGECOMBE AVENUE,ADDRESS,NEW YORK,WEST  145 STREET,Closed,NYC Parks reviewed your complaint and determined that the issue needs to be handled by the Department of Transportation (DOT). Please report it to DOT by contacting 311.,2023-11-08T12:44:26.000,10 MANHATTAN,MANHATTAN,1000010,239242,PHONE,Unspecified,MANHATTAN,40.82332554323123,-73.94305697510212,"{'latitude': '40.82332554323123', 'longitude': '-73.94305697510212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020520001,,,,,,,,,
58945130,2023-09-27T19:37:11.000,2023-10-18T14:05:03.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11215,716 5 AVENUE,5 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-18T00:00:00.000,07 BROOKLYN,BROOKLYN,985823,179909,PHONE,Unspecified,BROOKLYN,40.66048521638358,-73.99433041140925,"{'latitude': '40.66048521638358', 'longitude': '-73.99433041140925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3006460045,,,,,,,,,
58938835,2023-09-27T19:37:11.000,2023-10-18T14:05:03.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11215,716 5 AVENUE,5 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-18T00:00:00.000,07 BROOKLYN,BROOKLYN,985823,179909,PHONE,Unspecified,BROOKLYN,40.66048521638358,-73.99433041140925,"{'latitude': '40.66048521638358', 'longitude': '-73.99433041140925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3006460045,,,,,,,,,
58945210,2023-09-27T19:37:11.000,2023-10-18T14:05:03.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11215,716 5 AVENUE,5 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-18T00:00:00.000,07 BROOKLYN,BROOKLYN,985823,179909,PHONE,Unspecified,BROOKLYN,40.66048521638358,-73.99433041140925,"{'latitude': '40.66048521638358', 'longitude': '-73.99433041140925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3006460045,,,,,,,,,
58941497,2023-09-27T19:37:11.000,2023-10-18T14:05:03.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11215,716 5 AVENUE,5 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-18T00:00:00.000,07 BROOKLYN,BROOKLYN,985823,179909,PHONE,Unspecified,BROOKLYN,40.66048521638358,-73.99433041140925,"{'latitude': '40.66048521638358', 'longitude': '-73.99433041140925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3006460045,,,,,,,,,
58937532,2023-09-27T19:37:11.000,2023-10-18T14:05:04.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11215,716 5 AVENUE,5 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-18T00:00:00.000,07 BROOKLYN,BROOKLYN,985823,179909,PHONE,Unspecified,BROOKLYN,40.66048521638358,-73.99433041140925,"{'latitude': '40.66048521638358', 'longitude': '-73.99433041140925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3006460045,,,,,,,,,
58937214,2023-09-27T19:37:08.000,2023-09-27T21:30:03.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11354,25-14 127 STREET,127 STREET,25 AVENUE,25 ROAD,25 AVENUE,25 ROAD,ADDRESS,FLUSHING,127 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T21:30:06.000,07 QUEENS,QUEENS,1028080,222053,PHONE,Unspecified,QUEENS,40.776051823380534,-73.84174859465094,"{'latitude': '40.776051823380534', 'longitude': '-73.84174859465094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4042670021,,,,,,,,,
58942557,2023-09-27T19:36:43.000,2023-09-27T20:13:41.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10027,506 WEST  122 STREET,WEST  122 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  122 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T20:13:44.000,09 MANHATTAN,MANHATTAN,995674,234680,ONLINE,Unspecified,MANHATTAN,40.81081080691744,-73.9587312959734,"{'latitude': '40.81081080691744', 'longitude': '-73.9587312959734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58942478,2023-09-27T19:36:38.000,2023-09-27T19:51:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11373,51-53 CODWISE PLACE,CODWISE PLACE,VAN KLEECK STREET,KNEELAND AVENUE,VAN KLEECK STREET,KNEELAND AVENUE,ADDRESS,ELMHURST,CODWISE PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T19:51:15.000,04 QUEENS,QUEENS,1016685,207415,ONLINE,Unspecified,QUEENS,40.73592343663325,-73.88296162874356,"{'latitude': '40.73592343663325', 'longitude': '-73.88296162874356', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4024730078,,,,,,,,,
58943718,2023-09-27T19:36:36.000,2023-09-27T20:31:16.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11357,23-08 157 STREET,157 STREET,23 AVENUE,24 AVENUE,23 AVENUE,24 AVENUE,ADDRESS,WHITESTONE,157 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T20:31:20.000,07 QUEENS,QUEENS,1037862,222459,MOBILE,Unspecified,QUEENS,40.77711226632953,-73.80642683677834,"{'latitude': '40.77711226632953', 'longitude': '-73.80642683677834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4048440039,,,,,,,,,
58936486,2023-09-27T19:36:12.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11230,960 EAST   12 STREET,EAST   12 STREET,AVENUE I,AVENUE J,AVENUE I,AVENUE J,ADDRESS,BROOKLYN,EAST   12 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-29T12:43:36.000,14 BROOKLYN,BROOKLYN,994136,167323,ONLINE,Unspecified,BROOKLYN,40.62593397680336,-73.96438618024132,"{'latitude': '40.62593397680336', 'longitude': '-73.96438618024132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3067040032,,,,,,,,,
58939870,2023-09-27T19:35:48.000,2023-09-27T19:43:43.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10029,1760 THIRD AVENUE,THIRD AVENUE,EAST   97 STREET,EAST   98 STREET,EAST   97 STREET,EAST   98 STREET,ADDRESS,NEW YORK,3 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T19:43:49.000,11 MANHATTAN,MANHATTAN,998471,225694,MOBILE,Unspecified,MANHATTAN,40.78614262952058,-73.94864628750543,"{'latitude': '40.78614262952058', 'longitude': '-73.94864628750543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58941886,2023-09-27T19:35:47.000,2023-09-28T11:46:15.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11216,FULTON STREET,FULTON STREET,FULTON STREET,NOSTRAND AVENUE,FULTON STREET,NOSTRAND AVENUE,INTERSECTION,,,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-28T11:46:19.000,03 BROOKLYN,BROOKLYN,998241,187165,PHONE,Unspecified,BROOKLYN,40.68039039639543,-73.94955696438566,"{'latitude': '40.68039039639543', 'longitude': '-73.94955696438566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58936118,2023-09-27T19:35:44.000,2023-09-27T20:58:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,125 MOUNT HOPE PLACE,MOUNT HOPE PLACE,MORRIS AVENUE,GRAND CONCOURSE,MORRIS AVENUE,GRAND CONCOURSE,ADDRESS,BRONX,MOUNT HOPE PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T20:58:25.000,05 BRONX,BRONX,1009802,248504,ONLINE,Unspecified,BRONX,40.8487241409771,-73.90764188396265,"{'latitude': '40.8487241409771', 'longitude': '-73.90764188396265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58939793,2023-09-27T19:35:40.000,2023-09-27T21:34:24.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10453,2167 DAVIDSON AVENUE,DAVIDSON AVENUE,WEST  181 STREET,CLINTON PLACE,WEST  181 STREET,CLINTON PLACE,ADDRESS,BRONX,DAVIDSON AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T21:34:30.000,05 BRONX,BRONX,1010198,251350,PHONE,Unspecified,BRONX,40.856534405998694,-73.90619952128029,"{'latitude': '40.856534405998694', 'longitude': '-73.90619952128029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58940810,2023-09-27T19:35:00.000,2023-09-28T18:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11206,307 HART STREET,HART STREET,MARCUS GARVEY BLVD,LEWIS AVE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T18:45:00.000,03 BROOKLYN,BROOKLYN,1001284,192253,ONLINE,Unspecified,BROOKLYN,40.69435045353904,-73.93857289684728,"{'latitude': '40.69435045353904', 'longitude': '-73.93857289684728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3015910058,,,,N/A,,,,,
58936035,2023-09-27T19:34:52.000,2023-09-27T20:08:40.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11223,815 GRAVESEND NECK ROAD,GRAVESEND NECK ROAD,EAST    8 STREET,CONEY ISLAND AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,GRAVESEND NECK ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T20:08:43.000,15 BROOKLYN,BROOKLYN,994798,155782,PHONE,Unspecified,BROOKLYN,40.59425554199642,-73.96201938525903,"{'latitude': '40.59425554199642', 'longitude': '-73.96201938525903', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58941117,2023-09-27T19:34:41.000,2023-09-27T20:13:37.000,NYPD,New York City Police Department,Graffiti,Police Report Not Requested,Street/Sidewalk,10314,2500 RICHMOND AVENUE,RICHMOND AVENUE,RICHMOND HILL ROAD,RING ROAD,RICHMOND HILL ROAD,RING ROAD,ADDRESS,STATEN ISLAND,RICHMOND AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T20:13:39.000,02 STATEN ISLAND,STATEN ISLAND,937500,153180,ONLINE,Unspecified,STATEN ISLAND,40.58699656764466,-74.16831643664355,"{'latitude': '40.58699656764466', 'longitude': '-74.16831643664355', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5025200001,,,,,,,,,
58938361,2023-09-27T19:34:32.000,2023-09-27T20:11:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10019,611 WEST   56 STREET,WEST   56 STREET,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,NEW YORK,WEST   56 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T20:11:36.000,04 MANHATTAN,MANHATTAN,986354,219758,PHONE,Unspecified,MANHATTAN,40.769861065846825,-73.9924040651448,"{'latitude': '40.769861065846825', 'longitude': '-73.9924040651448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58938045,2023-09-27T19:34:25.000,2023-09-27T19:50:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11102,21-34 30 AVENUE,30 AVENUE,21 STREET,23 STREET,21 STREET,23 STREET,ADDRESS,ASTORIA,30 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T19:50:14.000,01 QUEENS,QUEENS,1004309,219735,MOBILE,Unspecified,QUEENS,40.76977542920395,-73.92758237713933,"{'latitude': '40.76977542920395', 'longitude': '-73.92758237713933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58941415,2023-09-27T19:34:12.000,,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11207,405 WILLIAMS AVENUE,WILLIAMS AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-27T00:00:00.000,05 BROOKLYN,BROOKLYN,1012488,181934,PHONE,Unspecified,BROOKLYN,40.665998501771746,-73.89821289796346,"{'latitude': '40.665998501771746', 'longitude': '-73.89821289796346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3037850001,,,,,,,,,
58945297,2023-09-27T19:34:08.000,2023-10-08T10:34:53.000,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10005,63 WALL STREET,WALL STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,01 MANHATTAN,MANHATTAN,981791,196409,ONLINE,Unspecified,MANHATTAN,40.70577375373337,-74.00886903361369,"{'latitude': '40.70577375373337', 'longitude': '-74.00886903361369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1000270009,,,,,,,,,
58944708,2023-09-27T19:33:59.000,2023-09-27T20:36:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10471,5425 VALLES AVENUE,VALLES AVENUE,WEST  254 STREET,WEST  256 STREET,WEST  254 STREET,WEST  256 STREET,ADDRESS,BRONX,VALLES AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T20:36:45.000,08 BRONX,BRONX,1012000,267896,ONLINE,Unspecified,BRONX,40.90194253257628,-73.89961686062802,"{'latitude': '40.90194253257628', 'longitude': '-73.89961686062802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2058451863,,,,,,,,,
58937006,2023-09-27T19:33:39.000,2023-09-28T01:48:55.000,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,10302,318 JEWETT AVENUE,JEWETT AVENUE,KRAMER PLACE,BACHE STREET,KRAMER PLACE,BACHE STREET,ADDRESS,STATEN ISLAND,JEWETT AVENUE,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction.,2023-09-28T01:48:59.000,01 STATEN ISLAND,STATEN ISLAND,948048,168520,ONLINE,Unspecified,STATEN ISLAND,40.62915103311652,-74.13042222254167,"{'latitude': '40.62915103311652', 'longitude': '-74.13042222254167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
