unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,resolution_description,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,due_date
58967023,2023-09-29T11:53:17.000,2023-09-29T14:24:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11217,475 STATE STREET,STATE STREET,3 AVENUE,FLATBUSH AVENUE,3 AVENUE,FLATBUSH AVENUE,ADDRESS,BROOKLYN,STATE STREET,Closed,2023-09-29T14:24:04.000,02 BROOKLYN,,BROOKLYN,989825,189141,MOBILE,Unspecified,BROOKLYN,40.68582336738904,-73.97989830440373,"{'latitude': '40.68582336738904', 'longitude': '-73.97989830440373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,
59446535,2023-09-29T11:53:17.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Door,Public Area,10451,628 COURTLANDT AVENUE,COURTLANDT AVENUE,EAST  151 STREET,EAST  152 STREET,EAST  151 STREET,EAST  152 STREET,ADDRESS,BRONX,COURTLANDT AVENUE,Closed,2023-10-12T00:00:00.000,01 BRONX,,BRONX,1006761,237474,ONLINE,Unspecified,BRONX,40.81845825937271,-73.91867063616294,"{'latitude': '40.81845825937271', 'longitude': '-73.91867063616294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59442827,2023-09-29T11:53:15.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Public Area,10451,628 COURTLANDT AVENUE,COURTLANDT AVENUE,EAST  151 STREET,EAST  152 STREET,EAST  151 STREET,EAST  152 STREET,ADDRESS,BRONX,COURTLANDT AVENUE,Closed,2023-10-12T00:00:00.000,01 BRONX,,BRONX,1006761,237474,ONLINE,Unspecified,BRONX,40.81845825937271,-73.91867063616294,"{'latitude': '40.81845825937271', 'longitude': '-73.91867063616294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58989031,2023-09-29T11:53:14.000,2023-10-02T15:36:19.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,11210,2815 AVENUE L,AVENUE L,EAST   28 STREET,EAST   29 STREET,EAST   28 STREET,EAST   29 STREET,ADDRESS,BROOKLYN,AVENUE L,Closed,2023-10-02T07:43:39.000,14 BROOKLYN,,BROOKLYN,998779,165825,ONLINE,Unspecified,BROOKLYN,40.62181588306931,-73.94766323290969,"{'latitude': '40.62181588306931', 'longitude': '-73.94766323290969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Sanitation collected the requested items.,,,,,,
58967714,2023-09-29T11:53:03.000,2023-10-13T06:38:33.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10451,900 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,2023-10-13T00:00:00.000,04 BRONX,2024600001,BRONX,1005759,240731,PHONE,Unspecified,BRONX,40.82740029485828,-73.92228029181018,"{'latitude': '40.82740029485828', 'longitude': '-73.92228029181018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,,,,,
58963684,2023-09-29T11:53:00.000,2023-09-29T20:30:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11364,58-15 210 STREET,210 STREET,58 AVE,HORACE HARDING EXPY SR N,,,ADDRESS,OAKLAND GARDENS,,Closed,2023-09-29T20:30:00.000,11 QUEENS,4074610122,QUEENS,1048659,211730,ONLINE,Unspecified,QUEENS,40.74759194350717,-73.76754581766527,"{'latitude': '40.74759194350717', 'longitude': '-73.76754581766527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,,,,,,
58956033,2023-09-29T11:53:00.000,2023-09-29T14:25:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11235,2101 AVENUE X,AVENUE X,E 21 ST,E 22 ST,,,ADDRESS,BROOKLYN,,Closed,2023-09-29T14:25:00.000,15 BROOKLYN,3074050141,BROOKLYN,998420,155287,ONLINE,Unspecified,BROOKLYN,40.59289181606951,-73.94897854253401,"{'latitude': '40.59289181606951', 'longitude': '-73.94897854253401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,,,,,,
58963761,2023-09-29T11:53:00.000,2023-09-29T18:10:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10306,59 ROCKLAND AVENUE,ROCKLAND AVENUE,ST GEORGE RD,NUGENT ST,,,ADDRESS,STATEN ISLAND,,Closed,2023-09-29T18:10:00.000,02 STATEN ISLAND,5009500020,STATEN ISLAND,948929,149804,ONLINE,Unspecified,STATEN ISLAND,40.57778303540105,-74.12715044244071,"{'latitude': '40.57778303540105', 'longitude': '-74.12715044244071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Environmental Protection investigated this complaint and resolved the street flooding.,,,,,,
58966871,2023-09-29T11:53:00.000,2023-09-29T17:25:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10306,91 3 STREET,3 STREET,CLOISTER PL,NEW DORP LN,,,ADDRESS,STATEN ISLAND,,Closed,2023-09-29T17:25:00.000,02 STATEN ISLAND,5036270024,STATEN ISLAND,951479,148926,ONLINE,Unspecified,STATEN ISLAND,40.57538289307696,-74.11796656986985,"{'latitude': '40.57538289307696', 'longitude': '-74.11796656986985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,,,,,,
58956032,2023-09-29T11:53:00.000,2023-09-29T21:15:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11377,34-17 69 STREET,69 STREET,34 AVE,35 AVE,,,ADDRESS,WOODSIDE,,Closed,2023-09-29T21:15:00.000,03 QUEENS,4012560068,QUEENS,1012777,213222,PHONE,Unspecified,QUEENS,40.75187565744064,-73.89703860291432,"{'latitude': '40.75187565744064', 'longitude': '-73.89703860291432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,,,,,,
58957499,2023-09-29T11:53:00.000,2023-10-03T09:49:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10035,64 SUNKEN GARDEN LOOP,SUNKEN GARDEN LOOP,CHARLES GAY LOOP,CHARLES GAY LOOP,,,ADDRESS,NEW YORK,,Closed,2023-10-03T09:49:00.000,11 MANHATTAN,1018190010,MANHATTAN,1003248,225461,PHONE,Unspecified,MANHATTAN,40.78549412925795,-73.93139664078882,"{'latitude': '40.78549412925795', 'longitude': '-73.93139664078882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Environmental Protection investigated this complaint and referred it to another agency or utility for further action.,,,,,,
58959204,2023-09-29T11:53:00.000,2023-09-29T11:53:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11101,30-10 REVIEW AVENUE,REVIEW AVENUE,30 ST,35 ST,,,ADDRESS,LONG ISLAND CITY,,Closed,2023-09-29T09:20:00.000,02 QUEENS,4002940173,QUEENS,1000894,207832,ONLINE,Unspecified,QUEENS,40.73711181129015,-73.93994077486478,"{'latitude': '40.73711181129015', 'longitude': '-73.93994077486478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,,,,,,
58962234,2023-09-29T11:53:00.000,2023-09-30T11:20:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11214,2056 80 STREET,80 STREET,20 AVE,21 AVE,,,ADDRESS,BROOKLYN,,Closed,2023-09-30T11:20:00.000,11 BROOKLYN,3062870027,BROOKLYN,986050,160521,PHONE,Unspecified,BROOKLYN,40.60726922951052,-73.99351740322439,"{'latitude': '40.60726922951052', 'longitude': '-73.99351740322439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,,,,,,
58965394,2023-09-29T11:53:00.000,2023-09-30T13:30:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11224,2675 WEST   36 STREET,WEST   36 STREET,BAY VIEW AVE,CANAL AVE,,,ADDRESS,BROOKLYN,,Closed,2023-09-30T13:30:00.000,13 BROOKLYN,3069620011,BROOKLYN,983498,150561,PHONE,Unspecified,BROOKLYN,40.57993118185761,-74.00270717631207,"{'latitude': '40.57993118185761', 'longitude': '-74.00270717631207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",,,,,,
58963530,2023-09-29T11:53:00.000,2023-10-01T13:35:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11232,855 4 AVENUE,4 AVENUE,31 ST,32 ST,,,ADDRESS,BROOKLYN,,Closed,2023-10-01T13:35:00.000,07 BROOKLYN,3006770006,BROOKLYN,983767,178593,PHONE,Unspecified,BROOKLYN,40.65687321223389,-74.00174079022206,"{'latitude': '40.65687321223389', 'longitude': '-74.00174079022206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",,,,,,
58961388,2023-09-29T11:52:42.000,2023-10-02T19:14:32.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11432,88-06 PARSONS BOULEVARD,PARSONS BOULEVARD,,,,,ADDRESS,JAMAICA,,Closed,2023-10-02T00:00:00.000,12 QUEENS,4097620028,QUEENS,1039111,196755,PHONE,Unspecified,QUEENS,40.70655371075359,-73.80212681618258,"{'latitude': '40.70655371075359', 'longitude': '-73.80212681618258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
59456474,2023-09-29T11:52:37.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11235,211 BRIGHTON   15 STREET,BRIGHTON   15 STREET,,BRIGHTON   14 STREET,,BRIGHTON   14 STREET,ADDRESS,BROOKLYN,BRIGHTON   15 STREET,Closed,2023-10-02T00:00:00.000,13 BROOKLYN,3087230410,BROOKLYN,996728,149187,ONLINE,Unspecified,BROOKLYN,40.57615107310184,-73.95508213335795,"{'latitude': '40.57615107310184', 'longitude': '-73.95508213335795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59453529,2023-09-29T11:52:34.000,2023-10-16T00:00:00.000,HPD,Department of Housing Preservation and Development,Electric,Wiring,Apartment,11216,1296 PACIFIC STREET,PACIFIC STREET,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,PACIFIC STREET,Closed,2023-10-16T00:00:00.000,08 BROOKLYN,3012070021,BROOKLYN,998650,186131,PHONE,Unspecified,BROOKLYN,40.67755164513687,-73.94808456893468,"{'latitude': '40.67755164513687', 'longitude': '-73.94808456893468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58965934,2023-09-29T11:52:31.000,2023-09-30T14:18:13.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11691,22-29 DIX AVENUE,DIX AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,Closed,2023-09-30T00:00:00.000,14 QUEENS,4156610055,QUEENS,1052038,160367,PHONE,Unspecified,QUEENS,40.6065874343224,-73.75586758279921,"{'latitude': '40.6065874343224', 'longitude': '-73.75586758279921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
58958464,2023-09-29T11:52:31.000,2023-09-30T14:18:12.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11691,22-29 DIX AVENUE,DIX AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,Closed,2023-09-30T00:00:00.000,14 QUEENS,4156610055,QUEENS,1052038,160367,PHONE,Unspecified,QUEENS,40.6065874343224,-73.75586758279921,"{'latitude': '40.6065874343224', 'longitude': '-73.75586758279921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
59449047,2023-09-29T11:52:22.000,2023-09-29T21:15:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11377,34-17 69 STREET,69 STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,ADDRESS,WOODSIDE,69 STREET,Closed,2023-09-29T21:15:00.000,03 QUEENS,4012560068,QUEENS,1012777,213222,PHONE,Unspecified,QUEENS,40.75187565744064,-73.89703860291432,"{'latitude': '40.75187565744064', 'longitude': '-73.89703860291432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59457371,2023-09-29T11:52:19.000,2023-09-30T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,11226,410 EAST   17 STREET,EAST   17 STREET,CORTELYOU ROAD,DORCHESTER ROAD,CORTELYOU ROAD,DORCHESTER ROAD,ADDRESS,BROOKLYN,EAST   17 STREET,Closed,2023-09-30T00:00:00.000,14 BROOKLYN,,BROOKLYN,994672,172774,MOBILE,Unspecified,BROOKLYN,40.64089520002904,-73.96244684891197,"{'latitude': '40.64089520002904', 'longitude': '-73.96244684891197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59459551,2023-09-29T11:52:15.000,2023-10-03T09:49:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,10035,64 SUNKEN GARDEN LOOP,SUNKEN GARDEN LOOP,CHARLES GAY LOOP,CHARLES GAY LOOP,CHARLES GAY LOOP,CHARLES GAY LOOP,ADDRESS,NEW YORK,SUNKEN GARDEN LOOP,Closed,2023-10-03T09:49:00.000,11 MANHATTAN,1018190010,MANHATTAN,1003248,225461,PHONE,Unspecified,MANHATTAN,40.78549412925795,-73.93139664078882,"{'latitude': '40.78549412925795', 'longitude': '-73.93139664078882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58961431,2023-09-29T11:52:08.000,2023-09-30T19:37:04.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,11225,240 CROWN STREET,CROWN STREET,,,,,ADDRESS,BROOKLYN,,Closed,2023-09-30T00:00:00.000,09 BROOKLYN,3012960014,BROOKLYN,997386,182060,ONLINE,Unspecified,BROOKLYN,40.66637963014084,-73.95264952275203,"{'latitude': '40.66637963014084', 'longitude': '-73.95264952275203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
58964402,2023-09-29T11:52:08.000,2023-09-30T19:37:03.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11225,240 CROWN STREET,CROWN STREET,,,,,ADDRESS,BROOKLYN,,Closed,2023-09-30T00:00:00.000,09 BROOKLYN,3012960014,BROOKLYN,997386,182060,ONLINE,Unspecified,BROOKLYN,40.66637963014084,-73.95264952275203,"{'latitude': '40.66637963014084', 'longitude': '-73.95264952275203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,
58963026,2023-09-29T11:52:08.000,2023-09-30T19:37:04.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11225,240 CROWN STREET,CROWN STREET,,,,,ADDRESS,BROOKLYN,,Closed,2023-09-30T00:00:00.000,09 BROOKLYN,3012960014,BROOKLYN,997386,182060,ONLINE,Unspecified,BROOKLYN,40.66637963014084,-73.95264952275203,"{'latitude': '40.66637963014084', 'longitude': '-73.95264952275203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
58967642,2023-09-29T11:52:08.000,2023-09-30T19:37:03.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11225,240 CROWN STREET,CROWN STREET,,,,,ADDRESS,BROOKLYN,,Closed,2023-09-30T00:00:00.000,09 BROOKLYN,3012960014,BROOKLYN,997386,182060,ONLINE,Unspecified,BROOKLYN,40.66637963014084,-73.95264952275203,"{'latitude': '40.66637963014084', 'longitude': '-73.95264952275203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,,,,,,
58961327,2023-09-29T11:52:08.000,2023-09-30T19:37:04.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11225,240 CROWN STREET,CROWN STREET,,,,,ADDRESS,BROOKLYN,,Closed,2023-09-30T00:00:00.000,09 BROOKLYN,3012960014,BROOKLYN,997386,182060,ONLINE,Unspecified,BROOKLYN,40.66637963014084,-73.95264952275203,"{'latitude': '40.66637963014084', 'longitude': '-73.95264952275203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
58961498,2023-09-29T11:52:06.000,2023-10-04T15:08:41.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10001,313 WEST   29 STREET,WEST   29 STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-10-04T00:00:00.000,04 MANHATTAN,1007530029,MANHATTAN,985243,212282,ONLINE,Unspecified,MANHATTAN,40.74934155548807,-73.99641614068686,"{'latitude': '40.74934155548807', 'longitude': '-73.99641614068686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
58968014,2023-09-29T11:51:59.000,2023-09-29T12:13:17.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10308,312 ELVERTON AVENUE,ELVERTON AVENUE,LEVERETT AVENUE,BARLOW AVENUE,LEVERETT AVENUE,BARLOW AVENUE,ADDRESS,STATEN ISLAND,ELVERTON AVENUE,Closed,2023-09-29T12:13:21.000,03 STATEN ISLAND,,STATEN ISLAND,941121,142424,ONLINE,Unspecified,STATEN ISLAND,40.55749185482654,-74.15521097569346,"{'latitude': '40.55749185482654', 'longitude': '-74.15521097569346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"NYC Parks inspected the requested repair site. This site meets the criteria for repair under the Trees & Sidewalks Program. The timeframe for repair work depends on available funding for the program, the severity of damage, and the other sidewalk requests in the surrounding district.",,,,,,
59438881,2023-09-29T11:51:52.000,2023-09-29T11:53:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11101,30-10 REVIEW AVENUE,REVIEW AVENUE,30 STREET,35 STREET,30 STREET,35 STREET,ADDRESS,LONG ISLAND CITY,REVIEW AVENUE,Closed,2023-09-29T11:53:00.000,02 QUEENS,4002940173,QUEENS,1000894,207832,ONLINE,Unspecified,QUEENS,40.73711181129015,-73.93994077486478,"{'latitude': '40.73711181129015', 'longitude': '-73.93994077486478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58964983,2023-09-29T11:51:49.000,2023-09-29T12:32:55.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10012,155 BLEECKER STREET,BLEECKER STREET,THOMPSON STREET,SULLIVAN STREET,THOMPSON STREET,SULLIVAN STREET,ADDRESS,NEW YORK,BLEECKER STREET,Closed,2023-09-29T12:33:00.000,02 MANHATTAN,1005390035,MANHATTAN,984309,204684,MOBILE,Unspecified,MANHATTAN,40.72848698550797,-73.99978712837152,"{'latitude': '40.72848698550797', 'longitude': '-73.99978712837152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Sanitation cleaned the location.,,,,,,
58957131,2023-09-29T11:51:44.000,2023-10-02T09:38:52.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11221,770 PUTNAM AVENUE,PUTNAM AVENUE,STUYVESANT AVENUE,MALCOLM X BOULEVARD,STUYVESANT AVENUE,MALCOLM X BOULEVARD,ADDRESS,BROOKLYN,PUTNAM AVENUE,Closed,2023-10-02T05:38:33.000,03 BROOKLYN,3016517501,BROOKLYN,1003378,189290,ONLINE,Unspecified,BROOKLYN,40.68621342524318,-73.93103004145236,"{'latitude': '40.68621342524318', 'longitude': '-73.93103004145236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,NYC Parks performed the work necessary to correct the condition.,,,,,,
59445773,2023-09-29T11:51:41.000,2023-09-30T11:20:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11214,2056 80 STREET,80 STREET,20 AVENUE,21 AVENUE,20 AVENUE,21 AVENUE,ADDRESS,BROOKLYN,80 STREET,Closed,2023-09-30T11:20:00.000,11 BROOKLYN,3062870027,BROOKLYN,986050,160521,PHONE,Unspecified,BROOKLYN,40.60726922951052,-73.99351740322439,"{'latitude': '40.60726922951052', 'longitude': '-73.99351740322439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59452917,2023-09-29T11:51:40.000,,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,11432,88-06 PARSONS BOULEVARD,PARSONS BOULEVARD,88 AVENUE,89 AVENUE,88 AVENUE,89 AVENUE,ADDRESS,JAMAICA,PARSONS BOULEVARD,In Progress,,12 QUEENS,4097620028,QUEENS,1039111,196755,PHONE,Unspecified,QUEENS,40.70655371075359,-73.80212681618258,"{'latitude': '40.70655371075359', 'longitude': '-73.80212681618258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58960886,2023-09-29T11:51:32.000,2023-09-30T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,11236,1372 EAST   94 STREET,EAST   94 STREET,,,,,ADDRESS,BROOKLYN,,Closed,2023-09-30T00:00:00.000,18 BROOKLYN,3082390057,BROOKLYN,1012426,171730,UNKNOWN,Unspecified,BROOKLYN,40.63799096008551,-73.89847901181561,"{'latitude': '40.63799096008551', 'longitude': '-73.89847901181561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,,,,,,
59435983,2023-09-29T11:51:23.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11225,240 CROWN STREET,CROWN STREET,ROGERS AVENUE,DEARBORN COURT,ROGERS AVENUE,DEARBORN COURT,ADDRESS,BROOKLYN,CROWN STREET,In Progress,,09 BROOKLYN,,BROOKLYN,997386,182060,ONLINE,Unspecified,BROOKLYN,40.66637963014084,-73.95264952275203,"{'latitude': '40.66637963014084', 'longitude': '-73.95264952275203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59452245,2023-09-29T11:51:21.000,,HPD,Department of Housing Preservation and Development,Plumbing,Bathtub/Shower,Apartment,11225,240 CROWN STREET,CROWN STREET,ROGERS AVENUE,DEARBORN COURT,ROGERS AVENUE,DEARBORN COURT,ADDRESS,BROOKLYN,CROWN STREET,In Progress,,09 BROOKLYN,,BROOKLYN,997386,182060,ONLINE,Unspecified,BROOKLYN,40.66637963014084,-73.95264952275203,"{'latitude': '40.66637963014084', 'longitude': '-73.95264952275203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59438450,2023-09-29T11:51:20.000,,HPD,Department of Housing Preservation and Development,Plumbing,Basin/Sink,Apartment,11225,240 CROWN STREET,CROWN STREET,ROGERS AVENUE,DEARBORN COURT,ROGERS AVENUE,DEARBORN COURT,ADDRESS,BROOKLYN,CROWN STREET,In Progress,,09 BROOKLYN,,BROOKLYN,997386,182060,ONLINE,Unspecified,BROOKLYN,40.66637963014084,-73.95264952275203,"{'latitude': '40.66637963014084', 'longitude': '-73.95264952275203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59436008,2023-09-29T11:51:18.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10001,313 WEST   29 STREET,WEST   29 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   29 STREET,In Progress,,04 MANHATTAN,,MANHATTAN,985243,212282,ONLINE,Unspecified,MANHATTAN,40.74934155548807,-73.99641614068686,"{'latitude': '40.74934155548807', 'longitude': '-73.99641614068686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59456122,2023-09-29T11:51:08.000,2023-10-01T13:35:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11232,855 4 AVENUE,4 AVENUE,31 STREET,32 STREET,31 STREET,32 STREET,ADDRESS,BROOKLYN,4 AVENUE,Closed,2023-10-01T13:35:00.000,07 BROOKLYN,,BROOKLYN,983767,178593,PHONE,Unspecified,BROOKLYN,40.65687321223389,-74.00174079022206,"{'latitude': '40.65687321223389', 'longitude': '-74.00174079022206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
