unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location
58908801,2023-09-24T01:37:20.000,2023-09-24T02:00:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11236,946 EAST   98 STREET,EAST   98 STREET,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,EAST   98 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T02:00:47.000,18 BROOKLYN,,BROOKLYN,1010967,175283,ONLINE,Unspecified,BROOKLYN,40.64774769661727,-73.9037218620945,"{'latitude': '40.64774769661727', 'longitude': '-73.9037218620945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58905849,2023-09-24T01:35:56.000,2023-09-24T01:45:33.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10011,6 PATCHIN PLACE,PATCHIN PLACE,WEST   10 STREET,DEAD END,WEST   10 STREET,DEAD END,ADDRESS,NEW YORK,PATCHIN PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T01:45:37.000,02 MANHATTAN,1006060088,MANHATTAN,984445,207032,MOBILE,Unspecified,MANHATTAN,40.73493166768958,-73.99929637317986,"{'latitude': '40.73493166768958', 'longitude': '-73.99929637317986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906458,2023-09-24T01:35:43.000,2023-09-24T01:52:34.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10468,2691 RESERVOIR AVENUE,RESERVOIR AVENUE,AQUEDUCT AVENUE WEST,,AQUEDUCT AVENUE WEST,,ADDRESS,BRONX,RESERVOIR AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T01:52:41.000,08 BRONX,2032480001,BRONX,1011958,255635,ONLINE,Unspecified,BRONX,40.868290081620714,-73.89981951605412,"{'latitude': '40.868290081620714', 'longitude': '-73.89981951605412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58907244,2023-09-24T01:35:29.000,2023-09-25T10:11:16.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Other Store (Non-Food),Business,11235,2626 HOMECREST AVENUE,HOMECREST AVENUE,AVENUE Z,WILLIAMS COURT,AVENUE Z,WILLIAMS COURT,ADDRESS,BROOKLYN,HOMECREST AVENUE,Closed,"Your NYC311 Service Request was closed because it's a duplicate of a complaint you already reported.  For information about the original complaint, contact the Department of Consumer and Worker Protection (DCWP).  You can check the status of your complaint at nyc.gov/dcwp or call DCWP Consumer Services at (212) 487-4110. You must provide your original NYC311 Service Request number.",2023-09-25T10:11:19.000,15 BROOKLYN,3074560006,BROOKLYN,996188,153163,ONLINE,Unspecified,BROOKLYN,40.587065148827286,-73.9570189833512,"{'latitude': '40.587065148827286', 'longitude': '-73.9570189833512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906390,2023-09-24T01:34:36.000,2023-09-24T01:55:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11418,91-67 111 STREET,111 STREET,91 AVENUE,ATLANTIC AVENUE,91 AVENUE,ATLANTIC AVENUE,ADDRESS,RICHMOND HILL,111 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:55:12.000,09 QUEENS,,QUEENS,1029929,191813,ONLINE,Unspecified,QUEENS,40.69304126482527,-73.83527797505582,"{'latitude': '40.69304126482527', 'longitude': '-73.83527797505582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58905880,2023-09-24T01:34:01.000,2023-09-24T01:57:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11222,1 OAK STREET,OAK STREET,DEAD END,WHARF DRIVE,DEAD END,WHARF DRIVE,ADDRESS,BROOKLYN,OAK STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T01:57:11.000,01 BROOKLYN,3025670001,BROOKLYN,995042,204291,ONLINE,Unspecified,BROOKLYN,40.727401713197175,-73.96106316479474,"{'latitude': '40.727401713197175', 'longitude': '-73.96106316479474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908807,2023-09-24T01:33:43.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,11221,491 EVERGREEN AVENUE,EVERGREEN AVENUE,MADISON STREET,PUTNAM AVENUE,MADISON STREET,PUTNAM AVENUE,ADDRESS,BROOKLYN,EVERGREEN AVENUE,In Progress,,,04 BROOKLYN,3033680007,BROOKLYN,1007360,191021,PHONE,Unspecified,BROOKLYN,40.69095511922493,-73.91666618742494,"{'latitude': '40.69095511922493', 'longitude': '-73.91666618742494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909558,2023-09-24T01:33:40.000,2023-09-24T01:46:45.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1555 GRAND CONCOURSE,GRAND CONCOURSE,ROCKWOOD STREET,HAWKSTONE STREET,ROCKWOOD STREET,HAWKSTONE STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T01:46:47.000,04 BRONX,2028360012,BRONX,1008520,246129,ONLINE,Unspecified,BRONX,40.84220908371895,-73.91228428654,"{'latitude': '40.84220908371895', 'longitude': '-73.91228428654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909283,2023-09-24T01:33:25.000,2023-09-24T02:29:48.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11372,34-52 76 STREET,76 STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,ADDRESS,JACKSON HEIGHTS,76 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T02:29:53.000,03 QUEENS,4012620033,QUEENS,1014626,213167,ONLINE,Unspecified,QUEENS,40.75171853798216,-73.89036533397852,"{'latitude': '40.75171853798216', 'longitude': '-73.89036533397852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58907906,2023-09-24T01:33:02.000,2023-09-24T01:57:46.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10036,697 10 AVENUE,10 AVENUE,WEST   47 STREET,WEST   48 STREET,WEST   47 STREET,WEST   48 STREET,ADDRESS,NEW YORK,10 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T01:57:51.000,04 MANHATTAN,1010760033,MANHATTAN,986227,217343,ONLINE,Unspecified,MANHATTAN,40.76323254555368,-73.99286327534446,"{'latitude': '40.76323254555368', 'longitude': '-73.99286327534446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58912628,2023-09-24T01:33:00.000,2023-09-24T03:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11222,,,,,MANHATTAN AVENUE,GREEN STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T03:20:00.000,01 BROOKLYN,,BROOKLYN,996765,206601,UNKNOWN,Unspecified,BROOKLYN,40.73373982686766,-73.95484239724198,"{'latitude': '40.73373982686766', 'longitude': '-73.95484239724198', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,
58907955,2023-09-24T01:32:43.000,2023-09-24T01:41:58.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10026,2050 8 AVENUE,8 AVENUE,WEST  111 STREET,WEST  112 STREET,WEST  111 STREET,WEST  112 STREET,ADDRESS,NEW YORK,8 AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-24T01:42:02.000,10 MANHATTAN,1018270001,MANHATTAN,995984,231223,ONLINE,Unspecified,MANHATTAN,40.80132188987707,-73.95761747685073,"{'latitude': '40.80132188987707', 'longitude': '-73.95761747685073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908791,2023-09-24T01:32:28.000,2023-09-24T02:10:15.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11221,1308 MYRTLE AVENUE,MYRTLE AVENUE,STOCKHOLM STREET,STANHOPE STREET,STOCKHOLM STREET,STANHOPE STREET,ADDRESS,BROOKLYN,MYRTLE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T02:10:18.000,04 BROOKLYN,3032550016,BROOKLYN,1005411,193675,ONLINE,Unspecified,BROOKLYN,40.698244605892185,-73.92368586872078,"{'latitude': '40.698244605892185', 'longitude': '-73.92368586872078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908802,2023-09-24T01:31:46.000,2023-09-24T10:33:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10460,2146 VYSE AVENUE,VYSE AVENUE,EAST  181 STREET,BRONX PARK SOUTH,EAST  181 STREET,BRONX PARK SOUTH,ADDRESS,BRONX,VYSE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T10:33:18.000,06 BRONX,2031340007,BRONX,1017570,247112,ONLINE,Unspecified,BRONX,40.844877617687146,-73.8795712711336,"{'latitude': '40.844877617687146', 'longitude': '-73.8795712711336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908749,2023-09-24T01:31:15.000,2023-09-24T03:51:51.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,33-29 96 STREET,96 STREET,NORTHERN BOULEVARD,34 AVENUE,NORTHERN BOULEVARD,34 AVENUE,ADDRESS,CORONA,96 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T03:51:58.000,03 QUEENS,4017110053,QUEENS,1019701,214738,PHONE,Unspecified,QUEENS,40.75601163927567,-73.87204011692312,"{'latitude': '40.75601163927567', 'longitude': '-73.87204011692312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909622,2023-09-24T01:31:07.000,2023-09-24T01:58:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11216,46 NEW YORK AVENUE,NEW YORK AVENUE,HERKIMER STREET,ATLANTIC AVENUE,HERKIMER STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,NEW YORK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:58:42.000,03 BROOKLYN,3018670059,BROOKLYN,998980,186567,MOBILE,Unspecified,BROOKLYN,40.67874782333565,-73.94689388763463,"{'latitude': '40.67874782333565', 'longitude': '-73.94689388763463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909321,2023-09-24T01:31:05.000,2023-09-24T06:17:45.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,135-15 123 STREET,123 STREET,135 AVENUE,149 AVENUE,135 AVENUE,149 AVENUE,ADDRESS,SOUTH OZONE PARK,123 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T06:17:50.000,10 QUEENS,4118570025,QUEENS,1035195,183225,ONLINE,Unspecified,QUEENS,40.66944046150393,-73.81635334855022,"{'latitude': '40.66944046150393', 'longitude': '-73.81635334855022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58911499,2023-09-24T01:30:40.000,2023-09-24T01:30:40.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,11235,2626 HOMECREST AVENUE,HOMECREST AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-24T00:00:00.000,15 BROOKLYN,3074560006,BROOKLYN,996188,153163,UNKNOWN,Unspecified,BROOKLYN,40.587065148827286,-73.9570189833512,"{'latitude': '40.587065148827286', 'longitude': '-73.9570189833512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906961,2023-09-24T01:30:23.000,2023-09-24T01:43:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11220,5 AVENUE,5 AVENUE,5 AVENUE,48 STREET,5 AVENUE,48 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T01:43:47.000,07 BROOKLYN,,BROOKLYN,981710,174714,ONLINE,Unspecified,BROOKLYN,40.64622585021083,-74.00915300534044,"{'latitude': '40.64622585021083', 'longitude': '-74.00915300534044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58907452,2023-09-24T01:30:20.000,2023-09-24T01:35:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11201,77 WASHINGTON STREET,WASHINGTON STREET,FRONT STREET,YORK STREET,FRONT STREET,YORK STREET,ADDRESS,BROOKLYN,WASHINGTON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:35:56.000,02 BROOKLYN,3000510001,BROOKLYN,987122,195054,ONLINE,Unspecified,BROOKLYN,40.70205447284939,-73.98964195059902,"{'latitude': '40.70205447284939', 'longitude': '-73.98964195059902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909309,2023-09-24T01:30:00.000,2023-09-24T03:01:33.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11417,103-14 103 STREET,103 STREET,103 AVENUE,LIBERTY AVENUE,103 AVENUE,LIBERTY AVENUE,ADDRESS,OZONE PARK,103 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T03:01:38.000,10 QUEENS,4095060011,QUEENS,1028996,188302,ONLINE,Unspecified,QUEENS,40.683409158651635,-73.83866575644892,"{'latitude': '40.683409158651635', 'longitude': '-73.83866575644892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908251,2023-09-24T01:29:43.000,2023-09-24T02:34:32.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11385,66-89 FOREST AVENUE,FOREST AVENUE,PUTNAM AVENUE,PUTNAM AVENUE,PUTNAM AVENUE,PUTNAM AVENUE,ADDRESS,RIDGEWOOD,FOREST AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T02:34:38.000,05 QUEENS,4035020010,QUEENS,1011416,196125,MOBILE,Unspecified,QUEENS,40.7049528811056,-73.90201982507807,"{'latitude': '40.7049528811056', 'longitude': '-73.90201982507807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906352,2023-09-24T01:29:33.000,2023-09-24T01:54:53.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11234,4011 KINGS HIGHWAY,KINGS HIGHWAY,EAST   40 STREET,EAST   41 STREET,EAST   40 STREET,EAST   41 STREET,ADDRESS,BROOKLYN,KINGS HIGHWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T01:54:57.000,18 BROOKLYN,3078130003,BROOKLYN,1002237,166669,PHONE,Unspecified,BROOKLYN,40.62412614028529,-73.93520448454125,"{'latitude': '40.62412614028529', 'longitude': '-73.93520448454125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908800,2023-09-24T01:29:27.000,2023-09-24T02:52:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10304,BUEL AVENUE,BUEL AVENUE,BUEL AVENUE,RICHMOND ROAD,BUEL AVENUE,RICHMOND ROAD,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T02:52:07.000,02 STATEN ISLAND,,STATEN ISLAND,956061,154007,PHONE,Unspecified,STATEN ISLAND,40.58934497545975,-74.10149384019567,"{'latitude': '40.58934497545975', 'longitude': '-74.10149384019567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909045,2023-09-24T01:28:55.000,2023-09-24T01:51:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,196 COOPER STREET,COOPER STREET,CENTRAL AVENUE,WILSON AVENUE,CENTRAL AVENUE,WILSON AVENUE,ADDRESS,BROOKLYN,COOPER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:51:31.000,04 BROOKLYN,3034410024,BROOKLYN,1010269,190296,ONLINE,Unspecified,BROOKLYN,40.68895708825066,-73.90617924773177,"{'latitude': '40.68895708825066', 'longitude': '-73.90617924773177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906915,2023-09-24T01:28:53.000,2023-09-24T01:58:15.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,527 KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,GROVE STREET,LINDEN STREET,GROVE STREET,LINDEN STREET,ADDRESS,BROOKLYN,KNICKERBOCKER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:58:17.000,04 BROOKLYN,3033260006,BROOKLYN,1007498,193432,ONLINE,Unspecified,BROOKLYN,40.69757239122698,-73.91616024374046,"{'latitude': '40.69757239122698', 'longitude': '-73.91616024374046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906080,2023-09-24T01:28:48.000,2023-09-24T06:19:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11207,ATLANTIC AVENUE,ATLANTIC AVENUE,ATLANTIC AVENUE,HENDRIX STREET,ATLANTIC AVENUE,HENDRIX STREET,INTERSECTION,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T06:19:45.000,05 BROOKLYN,,BROOKLYN,1014657,185798,MOBILE,Unspecified,BROOKLYN,40.67659712477811,-73.89037706677782,"{'latitude': '40.67659712477811', 'longitude': '-73.89037706677782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58905751,2023-09-24T01:28:35.000,2023-09-24T01:43:34.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10002,177 CHRYSTIE STREET,CHRYSTIE STREET,DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,ADDRESS,NEW YORK,CHRYSTIE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:43:41.000,03 MANHATTAN,1004250026,MANHATTAN,986373,201982,ONLINE,Unspecified,MANHATTAN,40.72107039661541,-73.99234108175814,"{'latitude': '40.72107039661541', 'longitude': '-73.99234108175814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908782,2023-09-24T01:28:18.000,2023-09-24T08:57:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11379,68 ROAD,68 ROAD,68 ROAD,80 STREET,68 ROAD,80 STREET,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T08:57:08.000,05 QUEENS,,QUEENS,1020115,198186,MOBILE,Unspecified,QUEENS,40.710578849867346,-73.87063402375327,"{'latitude': '40.710578849867346', 'longitude': '-73.87063402375327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908796,2023-09-24T01:28:02.000,2023-09-24T02:25:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10465,1414 REED PLACE,REED PLACE,COUNTRY CLUB ROAD,SPENCER DRIVE,COUNTRY CLUB ROAD,SPENCER DRIVE,ADDRESS,BRONX,REED PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T02:25:08.000,10 BRONX,2054090511,BRONX,1034271,245841,ONLINE,Unspecified,BRONX,40.84131028833433,-73.81921834344195,"{'latitude': '40.84131028833433', 'longitude': '-73.81921834344195', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906645,2023-09-24T01:27:56.000,2023-09-24T03:00:52.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11417,103-11 103 STREET,103 STREET,103 AVENUE,LIBERTY AVENUE,103 AVENUE,LIBERTY AVENUE,ADDRESS,OZONE PARK,103 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T03:00:57.000,10 QUEENS,4095070075,QUEENS,1028992,188329,ONLINE,Unspecified,QUEENS,40.683483287591194,-73.83867999936275,"{'latitude': '40.683483287591194', 'longitude': '-73.83867999936275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909324,2023-09-24T01:27:41.000,2023-09-24T03:57:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10451,346 EAST  156 STREET,EAST  156 STREET,MORRIS AVENUE,COURTLANDT AVENUE,MORRIS AVENUE,COURTLANDT AVENUE,ADDRESS,BRONX,EAST  156 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T03:57:29.000,01 BRONX,2024130001,BRONX,1006966,238547,ONLINE,Unspecified,BRONX,40.82140281581534,-73.91792636564979,"{'latitude': '40.82140281581534', 'longitude': '-73.91792636564979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909541,2023-09-24T01:27:38.000,2023-09-24T01:49:06.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10468,233 LANDING ROAD,LANDING ROAD,CEDAR AVENUE,MAJOR DEEGAN EXPRESSWAY,CEDAR AVENUE,MAJOR DEEGAN EXPRESSWAY,ADDRESS,BRONX,LANDING ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T01:49:11.000,07 BRONX,2032367501,BRONX,1008841,253488,ONLINE,Unspecified,BRONX,40.86240645467484,-73.91109714827905,"{'latitude': '40.86240645467484', 'longitude': '-73.91109714827905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58907180,2023-09-24T01:27:34.000,2023-09-24T06:05:35.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11207,ARLINGTON AVENUE,ARLINGTON AVENUE,ARLINGTON AVENUE,HENDRIX STREET,ARLINGTON AVENUE,HENDRIX STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T06:05:40.000,05 BROOKLYN,,BROOKLYN,1014423,186992,MOBILE,Unspecified,BROOKLYN,40.67987518284178,-73.8912153340008,"{'latitude': '40.67987518284178', 'longitude': '-73.8912153340008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906083,2023-09-24T01:27:30.000,2023-09-24T05:03:33.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11418,127-02 87 ROAD,87 ROAD,127 STREET,129 STREET,127 STREET,129 STREET,ADDRESS,RICHMOND HILL,87 ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T05:03:39.000,09 QUEENS,4093360028,QUEENS,1033164,194621,MOBILE,Unspecified,QUEENS,40.70073126777259,-73.82359195208072,"{'latitude': '40.70073126777259', 'longitude': '-73.82359195208072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58907380,2023-09-24T01:27:30.000,2023-09-24T01:35:46.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10301,31 CORSON AVENUE,CORSON AVENUE,DANIEL LOW TERRACE,SHERMAN AVENUE,DANIEL LOW TERRACE,SHERMAN AVENUE,ADDRESS,STATEN ISLAND,CORSON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T01:35:56.000,01 STATEN ISLAND,5000240067,STATEN ISLAND,962089,171780,PHONE,Unspecified,STATEN ISLAND,40.63814529114837,-74.07984851044684,"{'latitude': '40.63814529114837', 'longitude': '-74.07984851044684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908479,2023-09-24T01:27:26.000,2023-09-24T01:44:42.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11372,79-11 NORTHERN BOULEVARD,NORTHERN BOULEVARD,79 STREET,80 STREET,79 STREET,80 STREET,ADDRESS,JACKSON HEIGHTS,NORTHERN BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:44:47.000,03 QUEENS,4011750036,QUEENS,1015293,214471,ONLINE,Unspecified,QUEENS,40.75529536774556,-73.88795194472522,"{'latitude': '40.75529536774556', 'longitude': '-73.88795194472522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909121,2023-09-24T01:27:12.000,2023-09-24T01:57:51.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11369,27-48 CURTIS STREET,CURTIS STREET,27 AVENUE,29 AVENUE,27 AVENUE,29 AVENUE,ADDRESS,EAST ELMHURST,CURTIS STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:57:56.000,03 QUEENS,4016630030,QUEENS,1021555,217870,ONLINE,Unspecified,QUEENS,40.764600538090136,-73.86533076062675,"{'latitude': '40.764600538090136', 'longitude': '-73.86533076062675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908992,2023-09-24T01:26:54.000,2023-09-24T01:44:56.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,307 MEEKER AVENUE,MEEKER AVENUE,,FROST STREET,,FROST STREET,ADDRESS,BROOKLYN,MEEKER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:45:01.000,01 BROOKLYN,,BROOKLYN,998319,200613,PHONE,Unspecified,BROOKLYN,40.717301888980394,-73.94924765233297,"{'latitude': '40.717301888980394', 'longitude': '-73.94924765233297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
