unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp
58850373,2023-09-18T22:53:00.000,2023-09-18T22:53:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11217,70 8 AVENUE,8 AVENUE,BERKELEY PL,UNION ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,2023-09-18T22:53:00.000,06 BROOKLYN,3010637501,BROOKLYN,991776,184700,PHONE,Unspecified,BROOKLYN,40.673632385895566,-73.97286857240599,"{'latitude': '40.673632385895566', 'longitude': '-73.97286857240599', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58848172,2023-09-18T22:53:00.000,2023-09-18T23:58:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,104-56 128 STREET,128 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,128 STREET,Closed,The Police Department made an arrest in response to the complaint.,2023-09-18T23:58:51.000,10 QUEENS,4095810033,QUEENS,1035039,190191,ONLINE,Unspecified,QUEENS,40.68856140842472,-73.81686319724345,"{'latitude': '40.68856140842472', 'longitude': '-73.81686319724345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58849528,2023-09-18T22:52:51.000,2023-09-18T22:56:01.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11375,63-34 110 STREET,110 STREET,63 ROAD,63 DRIVE,63 ROAD,63 DRIVE,ADDRESS,FOREST HILLS,110 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T22:56:05.000,06 QUEENS,4021680030,QUEENS,1026389,207004,ONLINE,Unspecified,QUEENS,40.73475443415309,-73.84794837642093,"{'latitude': '40.73475443415309', 'longitude': '-73.84794837642093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58851959,2023-09-18T22:52:50.000,2023-09-19T00:19:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11412,114-51 198 STREET,198 STREET,MURDOCK AVENUE,115 AVENUE,MURDOCK AVENUE,115 AVENUE,ADDRESS,SAINT ALBANS,198 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T00:19:07.000,12 QUEENS,4110150050,QUEENS,1051910,193859,ONLINE,Unspecified,QUEENS,40.698516288609774,-73.75599257180491,"{'latitude': '40.698516288609774', 'longitude': '-73.75599257180491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58854420,2023-09-18T22:52:49.000,2023-09-18T23:01:18.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,11372,90-18 ROOSEVELT AVENUE,ROOSEVELT AVENUE,ELMHURST AVENUE,91 STREET,ELMHURST AVENUE,91 STREET,ADDRESS,JACKSON HEIGHTS,ROOSEVELT AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T23:01:22.000,04 QUEENS,4015510004,QUEENS,1018654,211991,ONLINE,Unspecified,QUEENS,40.748475963325376,-73.87583329807435,"{'latitude': '40.748475963325376', 'longitude': '-73.87583329807435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58848125,2023-09-18T22:52:18.000,2023-09-19T00:38:48.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10301,31 CORSON AVENUE,CORSON AVENUE,DANIEL LOW TERRACE,SHERMAN AVENUE,DANIEL LOW TERRACE,SHERMAN AVENUE,ADDRESS,STATEN ISLAND,CORSON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T00:38:52.000,01 STATEN ISLAND,5000240067,STATEN ISLAND,962089,171780,ONLINE,Unspecified,STATEN ISLAND,40.63814529114837,-74.07984851044684,"{'latitude': '40.63814529114837', 'longitude': '-74.07984851044684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58847976,2023-09-18T22:52:13.000,2023-09-18T22:57:43.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10457,1694 ANTHONY AVENUE,ANTHONY AVENUE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,ADDRESS,BRONX,ANTHONY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T22:57:47.000,04 BRONX,2028890040,BRONX,1010711,246747,MOBILE,Unspecified,BRONX,40.843899018295424,-73.90436322493129,"{'latitude': '40.843899018295424', 'longitude': '-73.90436322493129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58846585,2023-09-18T22:51:48.000,2023-09-19T00:57:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,80-31 87 ROAD,87 ROAD,80 STREET,85 STREET,80 STREET,85 STREET,ADDRESS,WOODHAVEN,87 ROAD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T00:57:53.000,09 QUEENS,4089180054,QUEENS,1022899,191010,MOBILE,Unspecified,QUEENS,40.690870710496405,-73.86063326188314,"{'latitude': '40.690870710496405', 'longitude': '-73.86063326188314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58852508,2023-09-18T22:51:26.000,2023-09-19T03:40:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,8892 18 AVENUE,18 AVENUE,CROPSEY AVENUE,SHORE PARKWAY,CROPSEY AVENUE,SHORE PARKWAY,ADDRESS,BROOKLYN,18 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T03:40:58.000,11 BROOKLYN,3064630076,BROOKLYN,981862,158444,ONLINE,Unspecified,BROOKLYN,40.60156814892734,-74.00859951070511,"{'latitude': '40.60156814892734', 'longitude': '-74.00859951070511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58852932,2023-09-18T22:51:24.000,2023-09-19T01:25:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10467,3033 WALLACE AVENUE,WALLACE AVENUE,ADEE AVENUE,BURKE AVENUE,ADEE AVENUE,BURKE AVENUE,ADDRESS,BRONX,WALLACE AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T01:25:38.000,12 BRONX,2045700039,BRONX,1021775,256312,MOBILE,Unspecified,BRONX,40.87011196359903,-73.86432162762138,"{'latitude': '40.87011196359903', 'longitude': '-73.86432162762138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58852665,2023-09-18T22:51:21.000,2023-09-19T13:03:46.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10028,1660 SECOND AVENUE,SECOND AVENUE,EAST   86 STREET,EAST   87 STREET,EAST   86 STREET,EAST   87 STREET,ADDRESS,NEW YORK,2 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T13:03:49.000,08 MANHATTAN,1015490001,MANHATTAN,997638,222717,MOBILE,Unspecified,MANHATTAN,40.77797285690986,-73.951660280822,"{'latitude': '40.77797285690986', 'longitude': '-73.951660280822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58852006,2023-09-18T22:50:38.000,2023-09-18T23:06:21.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Park/Playground,10034,4994 BROADWAY,BROADWAY,ISHAM STREET,WEST  212 STREET,ISHAM STREET,WEST  212 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T23:06:25.000,12 MANHATTAN,,MANHATTAN,1006753,255688,ONLINE,Unspecified,MANHATTAN,40.86845035413797,-73.91863841863675,"{'latitude': '40.86845035413797', 'longitude': '-73.91863841863675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58854518,2023-09-18T22:50:27.000,2023-09-18T23:58:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11419,109-07 101 AVENUE,101 AVENUE,109 STREET,110 STREET,109 STREET,110 STREET,ADDRESS,SOUTH RICHMOND HILL,101 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T23:58:46.000,09 QUEENS,4093950051,QUEENS,1030206,189833,MOBILE,Unspecified,QUEENS,40.687605196511285,-73.83429260066188,"{'latitude': '40.687605196511285', 'longitude': '-73.83429260066188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58854508,2023-09-18T22:50:13.000,2023-09-19T00:20:44.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,350 KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,DEKALB AVENUE,STOCKHOLM STREET,DEKALB AVENUE,STOCKHOLM STREET,ADDRESS,BROOKLYN,KNICKERBOCKER AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T00:20:49.000,04 BROOKLYN,3032460031,BROOKLYN,1005880,194632,ONLINE,Unspecified,BROOKLYN,40.700870212464665,-73.92199141443704,"{'latitude': '40.700870212464665', 'longitude': '-73.92199141443704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58845647,2023-09-18T22:50:03.000,2023-09-18T22:57:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10034,30 SEAMAN AVENUE,SEAMAN AVENUE,DYCKMAN STREET,CUMMING STREET,DYCKMAN STREET,CUMMING STREET,ADDRESS,NEW YORK,SEAMAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T22:58:02.000,12 MANHATTAN,1022470035,MANHATTAN,1004417,255121,ONLINE,Unspecified,MANHATTAN,40.866899758390794,-73.92708613495817,"{'latitude': '40.866899758390794', 'longitude': '-73.92708613495817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58846546,2023-09-18T22:50:00.000,2023-09-18T22:50:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11215,911 UNION STREET,UNION STREET,7 AVE,8 AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,2023-09-18T22:50:00.000,06 BROOKLYN,3010630048,BROOKLYN,991532,184763,PHONE,Unspecified,BROOKLYN,40.67380551080229,-73.9737481306944,"{'latitude': '40.67380551080229', 'longitude': '-73.9737481306944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58850091,2023-09-18T22:49:28.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10038,8 SPRUCE STREET,SPRUCE STREET,NASSAU STREET,WILLIAM STREET,NASSAU STREET,WILLIAM STREET,ADDRESS,NEW YORK,SPRUCE STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-19T02:23:36.000,01 MANHATTAN,1001007502,MANHATTAN,982754,198402,PHONE,Unspecified,MANHATTAN,40.71124428219808,-74.00539616233843,"{'latitude': '40.71124428219808', 'longitude': '-74.00539616233843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58847418,2023-09-18T22:49:18.000,2023-09-19T04:30:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11357,163-41 17 AVENUE,17 AVENUE,WILLETS POINT BOULEVARD,166 STREET,WILLETS POINT BOULEVARD,166 STREET,ADDRESS,WHITESTONE,17 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T04:30:49.000,07 QUEENS,4057300001,QUEENS,1039916,224600,MOBILE,Unspecified,QUEENS,40.78297603264931,-73.79899288708627,"{'latitude': '40.78297603264931', 'longitude': '-73.79899288708627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58850729,2023-09-18T22:49:14.000,2023-09-18T23:26:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,844 EAST  230 STREET,EAST  230 STREET,BARNES AVENUE,BRONXWOOD AVENUE,BARNES AVENUE,BRONXWOOD AVENUE,ADDRESS,BRONX,EAST  230 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T23:26:15.000,12 BRONX,2048540076,BRONX,1024533,263558,MOBILE,Unspecified,BRONX,40.88998779970118,-73.8543060262114,"{'latitude': '40.88998779970118', 'longitude': '-73.8543060262114', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58849760,2023-09-18T22:49:13.000,2023-10-08T15:39:52.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11210,1370 NEW YORK AVENUE,NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,17 BROOKLYN,3049640040,BROOKLYN,999385,172288,ONLINE,Unspecified,BROOKLYN,40.63955443463101,-73.9454657895858,"{'latitude': '40.63955443463101', 'longitude': '-73.9454657895858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58847108,2023-09-18T22:49:13.000,2023-10-08T15:39:52.000,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,11210,1370 NEW YORK AVENUE,NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,17 BROOKLYN,3049640040,BROOKLYN,999385,172288,ONLINE,Unspecified,BROOKLYN,40.63955443463101,-73.9454657895858,"{'latitude': '40.63955443463101', 'longitude': '-73.9454657895858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58845835,2023-09-18T22:49:13.000,2023-10-08T15:39:53.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11210,1370 NEW YORK AVENUE,NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,17 BROOKLYN,3049640040,BROOKLYN,999385,172288,ONLINE,Unspecified,BROOKLYN,40.63955443463101,-73.9454657895858,"{'latitude': '40.63955443463101', 'longitude': '-73.9454657895858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58849690,2023-09-18T22:49:13.000,2023-09-21T15:01:44.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11210,1370 NEW YORK AVENUE,NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,17 BROOKLYN,3049640040,BROOKLYN,999385,172288,ONLINE,Unspecified,BROOKLYN,40.63955443463101,-73.9454657895858,"{'latitude': '40.63955443463101', 'longitude': '-73.9454657895858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58854712,2023-09-18T22:49:13.000,2023-10-08T15:39:52.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11210,1370 NEW YORK AVENUE,NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,17 BROOKLYN,3049640040,BROOKLYN,999385,172288,ONLINE,Unspecified,BROOKLYN,40.63955443463101,-73.9454657895858,"{'latitude': '40.63955443463101', 'longitude': '-73.9454657895858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58849601,2023-09-18T22:49:13.000,2023-09-21T15:01:45.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11210,1370 NEW YORK AVENUE,NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-21T00:00:00.000,17 BROOKLYN,3049640040,BROOKLYN,999385,172288,ONLINE,Unspecified,BROOKLYN,40.63955443463101,-73.9454657895858,"{'latitude': '40.63955443463101', 'longitude': '-73.9454657895858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58854695,2023-09-18T22:49:13.000,2023-09-21T15:01:44.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11210,1370 NEW YORK AVENUE,NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,17 BROOKLYN,3049640040,BROOKLYN,999385,172288,ONLINE,Unspecified,BROOKLYN,40.63955443463101,-73.9454657895858,"{'latitude': '40.63955443463101', 'longitude': '-73.9454657895858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58849884,2023-09-18T22:49:13.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11435,141-39 HOOVER AVENUE,HOOVER AVENUE,141 STREET,MAIN STREET,141 STREET,MAIN STREET,ADDRESS,JAMAICA,HOOVER AVENUE,In Progress,,,08 QUEENS,4097210164,QUEENS,1034843,199553,UNKNOWN,Unspecified,QUEENS,40.71425897272808,-73.8174996079453,"{'latitude': '40.71425897272808', 'longitude': '-73.8174996079453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58849405,2023-09-18T22:49:00.000,2023-09-19T00:10:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11206,,,,,BROADWAY,MYRTLE AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T00:10:00.000,04 BROOKLYN,,BROOKLYN,1002212,193214,UNKNOWN,Unspecified,BROOKLYN,40.69698633989122,-73.93522383122014,"{'latitude': '40.69698633989122', 'longitude': '-73.93522383122014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58848109,2023-09-18T22:49:00.000,2023-09-18T23:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11216,,,,,HERKIMER STREET,NOSTRAND AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-18T23:20:00.000,03 BROOKLYN,,BROOKLYN,998234,186890,UNKNOWN,Unspecified,BROOKLYN,40.67963559495174,-73.94958277277725,"{'latitude': '40.67963559495174', 'longitude': '-73.94958277277725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58851160,2023-09-18T22:48:55.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11209,272 85 STREET,85 STREET,RIDGE BOULEVARD,3 AVENUE,RIDGE BOULEVARD,3 AVENUE,ADDRESS,BROOKLYN,85 STREET,In Progress,,,10 BROOKLYN,3060330038,BROOKLYN,975475,166812,PHONE,Unspecified,BROOKLYN,40.6245325591718,-74.0316108339837,"{'latitude': '40.6245325591718', 'longitude': '-74.0316108339837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58850943,2023-09-18T22:48:53.000,2023-10-08T17:35:18.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11203,770 NEW YORK AVENUE,NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,17 BROOKLYN,3048370052,BROOKLYN,998925,177923,PHONE,Unspecified,BROOKLYN,40.65502206219164,-73.9471109954295,"{'latitude': '40.65502206219164', 'longitude': '-73.9471109954295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58847114,2023-09-18T22:48:53.000,2023-10-08T17:35:18.000,HPD,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,RESIDENTIAL BUILDING,11203,770 NEW YORK AVENUE,NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,17 BROOKLYN,3048370052,BROOKLYN,998925,177923,PHONE,Unspecified,BROOKLYN,40.65502206219164,-73.9471109954295,"{'latitude': '40.65502206219164', 'longitude': '-73.9471109954295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58852241,2023-09-18T22:48:53.000,2023-10-08T17:35:18.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11203,770 NEW YORK AVENUE,NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,17 BROOKLYN,3048370052,BROOKLYN,998925,177923,PHONE,Unspecified,BROOKLYN,40.65502206219164,-73.9471109954295,"{'latitude': '40.65502206219164', 'longitude': '-73.9471109954295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58847072,2023-09-18T22:48:53.000,2023-10-08T17:35:17.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11203,770 NEW YORK AVENUE,NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,17 BROOKLYN,3048370052,BROOKLYN,998925,177923,PHONE,Unspecified,BROOKLYN,40.65502206219164,-73.9471109954295,"{'latitude': '40.65502206219164', 'longitude': '-73.9471109954295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58845909,2023-09-18T22:48:53.000,2023-10-08T17:35:18.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11203,770 NEW YORK AVENUE,NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,17 BROOKLYN,3048370052,BROOKLYN,998925,177923,PHONE,Unspecified,BROOKLYN,40.65502206219164,-73.9471109954295,"{'latitude': '40.65502206219164', 'longitude': '-73.9471109954295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58850935,2023-09-18T22:48:53.000,2023-10-08T17:35:17.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11203,770 NEW YORK AVENUE,NEW YORK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,17 BROOKLYN,3048370052,BROOKLYN,998925,177923,PHONE,Unspecified,BROOKLYN,40.65502206219164,-73.9471109954295,"{'latitude': '40.65502206219164', 'longitude': '-73.9471109954295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58854191,2023-09-18T22:48:48.000,2023-09-19T00:13:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11365,53-30 196 STREET,196 STREET,53 AVENUE,56 AVENUE,53 AVENUE,56 AVENUE,ADDRESS,FRESH MEADOWS,196 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T00:13:16.000,11 QUEENS,4056660052,QUEENS,1044464,211594,ONLINE,Unspecified,QUEENS,40.747248218721204,-73.78268686289918,"{'latitude': '40.747248218721204', 'longitude': '-73.78268686289918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58849231,2023-09-18T22:48:39.000,2023-09-18T23:25:58.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10468,2531 DAVIDSON AVENUE,DAVIDSON AVENUE,WEST  190 STREET,WEST  192 STREET,WEST  190 STREET,WEST  192 STREET,ADDRESS,BRONX,DAVIDSON AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-18T23:26:03.000,07 BRONX,2032040040,BRONX,1011729,254397,MOBILE,Unspecified,BRONX,40.86489286589889,-73.90065255960958,"{'latitude': '40.86489286589889', 'longitude': '-73.90065255960958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58852633,2023-09-18T22:48:21.000,2023-09-18T23:18:54.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-18T23:18:57.000,Unspecified MANHATTAN,,MANHATTAN,981681,199944,MOBILE,Unspecified,MANHATTAN,40.71547645799355,-74.00926712653734,"{'latitude': '40.71547645799355', 'longitude': '-74.00926712653734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,2,Stairway,,,
58848651,2023-09-18T22:48:02.000,2023-09-19T10:33:06.000,DOT,Department of Transportation,Street Sign - Dangling,Bus Stop,Street,10312,576 DRUMGOOLE ROAD WEST,DRUMGOOLE ROAD WEST,DORVAL AVENUE,ANNADALE ROAD,DORVAL AVENUE,ANNADALE ROAD,ADDRESS,STATEN ISLAND,DRUMGOOLE ROAD WEST,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-19T10:33:12.000,03 STATEN ISLAND,,STATEN ISLAND,935420,142132,MOBILE,Unspecified,STATEN ISLAND,40.5566608134676,-74.17572535393724,"{'latitude': '40.5566608134676', 'longitude': '-74.17572535393724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
