unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,due_date,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58948088,2023-09-28T12:55:17.000,2023-10-05T14:19:58.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11225,108 LINCOLN ROAD,LINCOLN ROAD,FLATBUSH AVENUE,BEDFORD AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,LINCOLN ROAD,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-05T14:20:03.000,09 BROOKLYN,BROOKLYN,995631,180117,ONLINE,Unspecified,BROOKLYN,40.66104895591449,-73.95897893492105,"{'latitude': '40.66104895591449', 'longitude': '-73.95897893492105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3050280027,,,,,,,,,
58948331,2023-09-28T12:55:12.000,2023-09-28T14:01:34.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,11372,82-02 37 AVENUE,37 AVENUE,82 STREET,83 STREET,82 STREET,83 STREET,ADDRESS,JACKSON HEIGHTS,37 AVENUE,Closed,N/A,2023-09-28T14:01:38.000,03 QUEENS,QUEENS,1016348,212453,ONLINE,Unspecified,QUEENS,40.749752706865934,-73.88415361560237,"{'latitude': '40.749752706865934', 'longitude': '-73.88415361560237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58952756,2023-09-28T12:55:09.000,2023-09-29T10:10:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10014,,,,,WEST 4 STREET,WEST 10 STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-29T10:10:00.000,02 MANHATTAN,MANHATTAN,983427,206785,UNKNOWN,Unspecified,MANHATTAN,40.73425367739796,-74.00296963579956,"{'latitude': '40.73425367739796', 'longitude': '-74.00296963579956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,,
58948187,2023-09-28T12:55:05.000,2023-09-28T14:17:39.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11225,310 WINTHROP STREET,WINTHROP STREET,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,WINTHROP STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-28T14:17:43.000,09 BROOKLYN,BROOKLYN,998240,178691,ONLINE,Unspecified,BROOKLYN,40.65713116235151,-73.94957815586373,"{'latitude': '40.65713116235151', 'longitude': '-73.94957815586373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3048270012,,,,,,,,,
58954704,2023-09-28T12:54:58.000,2023-09-28T13:55:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11236,9518 SEAVIEW COURT,SEAVIEW COURT,CANARSIE ROAD,EAST   96 STREET,CANARSIE ROAD,EAST   96 STREET,ADDRESS,BROOKLYN,SEAVIEW COURT,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T13:55:40.000,18 BROOKLYN,BROOKLYN,1015121,169274,PHONE,Unspecified,BROOKLYN,40.631240784250025,-73.88877989885667,"{'latitude': '40.631240784250025', 'longitude': '-73.88877989885667', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3083270015,,,,,,,,,
58946782,2023-09-28T12:54:51.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10452,1289 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,WEST  169 STREET,WEST  170 STREET,WEST  169 STREET,WEST  170 STREET,ADDRESS,BRONX,SHAKESPEARE AVENUE,In Progress,,,04 BRONX,BRONX,1005688,245176,PHONE,Unspecified,BRONX,40.839600707014796,-73.92252263421955,"{'latitude': '40.839600707014796', 'longitude': '-73.92252263421955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58947314,2023-09-28T12:54:47.000,2023-09-28T13:52:14.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10019,152 WEST   57 STREET,WEST   57 STREET,6 1/2 AVENUE,7 AVENUE,6 1/2 AVENUE,7 AVENUE,ADDRESS,NEW YORK,WEST   57 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T13:52:18.000,05 MANHATTAN,MANHATTAN,989990,218055,MOBILE,Unspecified,MANHATTAN,40.76518515948902,-73.97927870467775,"{'latitude': '40.76518515948902', 'longitude': '-73.97927870467775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1010090005,,,,,,,,,
58951326,2023-09-28T12:54:47.000,2023-09-28T14:24:37.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11225,945 CARROLL STREET,CARROLL STREET,CARROLL ST PEDESTRIAN OVERPASS,FRANKLIN AVENUE,CARROLL ST PEDESTRIAN OVERPASS,FRANKLIN AVENUE,ADDRESS,BROOKLYN,CARROLL STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T14:24:40.000,09 BROOKLYN,BROOKLYN,995569,182680,MOBILE,Unspecified,BROOKLYN,40.66808390136032,-73.95919810142043,"{'latitude': '40.66808390136032', 'longitude': '-73.95919810142043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3011880056,,,,,,,,,
58947060,2023-09-28T12:54:46.000,2023-10-06T13:05:47.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Street Not Swept,Street,11220,661 59 STREET,59 STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,59 STREET,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-10-06T10:09:18.000,07 BROOKLYN,BROOKLYN,980898,171707,PHONE,Unspecified,BROOKLYN,40.63797201073033,-74.012077590171,"{'latitude': '40.63797201073033', 'longitude': '-74.012077590171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3008570054,,,,,,,,,
58951790,2023-09-28T12:54:35.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,10024,54 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,RIVERSIDE DRIVE,In Progress,,,07 MANHATTAN,MANHATTAN,988966,224950,ONLINE,Unspecified,MANHATTAN,40.784110731173094,-73.98297048695038,"{'latitude': '40.784110731173094', 'longitude': '-73.98297048695038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1011860048,,,,,,,,,
58954071,2023-09-28T12:54:25.000,2023-09-28T14:31:48.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11229,1840 EAST   27 STREET,EAST   27 STREET,AVENUE R,AVENUE S,AVENUE R,AVENUE S,ADDRESS,BROOKLYN,EAST   27 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T14:31:54.000,15 BROOKLYN,BROOKLYN,999278,160089,PHONE,Unspecified,BROOKLYN,40.60607091796213,-73.94587848785451,"{'latitude': '40.60607091796213', 'longitude': '-73.94587848785451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58951823,2023-09-28T12:54:05.000,2023-10-03T13:40:42.000,DOT,Department of Transportation,Street Sign - Missing,Other/Unknown,Street,11220,68 STREET,68 STREET,68 STREET,SHORE ROAD,68 STREET,SHORE ROAD,INTERSECTION,,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-03T13:40:46.000,10 BROOKLYN,BROOKLYN,974373,172361,PHONE,Unspecified,BROOKLYN,40.639762228095435,-74.03558877129842,"{'latitude': '40.639762228095435', 'longitude': '-74.03558877129842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58950796,2023-09-28T12:53:59.000,2023-09-30T15:49:14.000,DSNY,Department of Sanitation,Dead Animal,Dog,Street,11220,9 AVENUE,9 AVENUE,9 AVENUE,65 STREET,9 AVENUE,65 STREET,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-29T07:16:59.000,10 BROOKLYN,BROOKLYN,981383,169277,PHONE,Unspecified,BROOKLYN,40.631302347263606,-74.01032905442618,"{'latitude': '40.631302347263606', 'longitude': '-74.01032905442618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58951717,2023-09-28T12:53:58.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11360,23 AVENUE,23 AVENUE,23 AVENUE,205 STREET,23 AVENUE,205 STREET,INTERSECTION,,,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-11T10:17:33.000,07 QUEENS,QUEENS,1042844,222681,ONLINE,Unspecified,QUEENS,40.77768997454902,-73.78843680289809,"{'latitude': '40.77768997454902', 'longitude': '-73.78843680289809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58947003,2023-09-28T12:53:56.000,2023-09-29T07:03:54.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11417,149-26 96 STREET,96 STREET,149 AVENUE,ALBERT ROAD,149 AVENUE,ALBERT ROAD,ADDRESS,OZONE PARK,96 STREET,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-29T07:03:54.000,10 QUEENS,QUEENS,1028703,183593,ONLINE,Unspecified,QUEENS,40.67048551482542,-73.83975324207435,"{'latitude': '40.67048551482542', 'longitude': '-73.83975324207435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58949485,2023-09-28T12:53:56.000,2023-10-03T08:03:02.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11365,69-35 178 STREET,178 STREET,69 AVENUE,JEWEL AVENUE,69 AVENUE,JEWEL AVENUE,ADDRESS,FRESH MEADOWS,178 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-02T12:10:01.000,08 QUEENS,QUEENS,1041689,206229,ONLINE,Unspecified,QUEENS,40.732541127777935,-73.79274764764952,"{'latitude': '40.732541127777935', 'longitude': '-73.79274764764952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58950777,2023-09-28T12:53:52.000,2023-10-21T14:11:49.000,DSNY,Department of Sanitation,Litter Basket Request,Replacement Basket,Street,10017,2 AVENUE,2 AVENUE,2 AVENUE,EAST   45 STREET,2 AVENUE,EAST   45 STREET,INTERSECTION,,,Closed,The Department of Sanitation removed the items.,2023-10-02T09:37:09.000,06 MANHATTAN,MANHATTAN,992339,213160,PHONE,Unspecified,MANHATTAN,40.7517477996247,-73.97080474756751,"{'latitude': '40.7517477996247', 'longitude': '-73.97080474756751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58948623,2023-09-28T12:53:33.000,2023-09-28T15:26:32.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,10463,192 WEST  230 STREET,WEST  230 STREET,MAJOR DEEGAN EXPWY SB ET   10,BROADWAY,MAJOR DEEGAN EXPWY SB ET   10,BROADWAY,ADDRESS,BRONX,WEST  230 STREET,Closed,"The Department of Transportation inspected the condition, sent notice to responsible party, and temporary repairs were made to make the area safe.",2023-09-28T15:26:37.000,08 BRONX,BRONX,1010279,258804,UNKNOWN,Unspecified,BRONX,40.87699311968138,-73.90587775840294,"{'latitude': '40.87699311968138', 'longitude': '-73.90587775840294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032640109,,,,,,,,,
58951072,2023-09-28T12:53:17.000,2023-09-28T13:13:25.000,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Horn,Store/Commercial,10022,345 EAST   60 STREET,EAST   60 STREET,ED KOCH QUEENSBORO BRIDGE EXIT,1 AVENUE,ED KOCH QUEENSBORO BRIDGE EXIT,1 AVENUE,ADDRESS,NEW YORK,EAST   60 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T13:13:30.000,08 MANHATTAN,MANHATTAN,994705,216373,ONLINE,Unspecified,MANHATTAN,40.76056418430718,-73.96226025830522,"{'latitude': '40.76056418430718', 'longitude': '-73.96226025830522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1014350020,,,,,,,,,
58966598,2023-09-28T12:53:15.000,2023-10-21T11:39:04.000,DSNY,Department of Sanitation,Litter Basket Request,Replacement Basket,Street,10021,730 PARK AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,PARK AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-29T12:38:18.000,08 MANHATTAN,MANHATTAN,993973,220012,PHONE,Unspecified,MANHATTAN,40.77055313293987,-73.96489731749953,"{'latitude': '40.77055313293987', 'longitude': '-73.96489731749953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1013850037,,,,,,,,,
58976692,2023-09-28T12:53:02.000,2023-09-30T13:03:58.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11207,37 CONWAY STREET,CONWAY STREET,14 STREET/CANARSIE LINE,BUSHWICK AVENUE,14 STREET/CANARSIE LINE,BUSHWICK AVENUE,ADDRESS,BROOKLYN,CONWAY STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T13:04:01.000,04 BROOKLYN,BROOKLYN,1011044,186990,ONLINE,Unspecified,BROOKLYN,40.67988056623274,-73.90339785842748,"{'latitude': '40.67988056623274', 'longitude': '-73.90339785842748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58952851,2023-09-28T12:52:48.000,2023-09-29T13:41:40.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,10308,429 ELVERTON AVENUE,ELVERTON AVENUE,ERIC LANE,GURLEY AVENUE,ERIC LANE,GURLEY AVENUE,ADDRESS,STATEN ISLAND,ELVERTON AVENUE,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-29T13:41:44.000,03 STATEN ISLAND,STATEN ISLAND,940767,143501,PHONE,Unspecified,STATEN ISLAND,40.56044627928439,-74.15649185869165,"{'latitude': '40.56044627928439', 'longitude': '-74.15649185869165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5054470124,,,,,,,,,
58948686,2023-09-28T12:52:47.000,2023-09-28T14:07:27.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10456,438 EAST  166 STREET,EAST  166 STREET,PARK AVENUE,WASHINGTON AVENUE,PARK AVENUE,WASHINGTON AVENUE,ADDRESS,BRONX,EAST  166 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T14:06:36.000,03 BRONX,BRONX,1009260,241151,PHONE,Unspecified,BRONX,40.82854385474936,-73.90962836959446,"{'latitude': '40.82854385474936', 'longitude': '-73.90962836959446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58952842,2023-09-28T12:52:21.000,2023-10-10T14:46:03.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11370,31-02 75 STREET,75 STREET,31 AVENUE,32 AVENUE,31 AVENUE,32 AVENUE,ADDRESS,EAST ELMHURST,75 STREET,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-10-10T14:46:06.000,03 QUEENS,QUEENS,1014033,215561,PHONE,Unspecified,QUEENS,40.75829147145681,-73.89249501453845,"{'latitude': '40.75829147145681', 'longitude': '-73.89249501453845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58952843,2023-09-28T12:52:07.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11420,115-22 127 STREET,127 STREET,115 AVENUE,116 AVENUE,115 AVENUE,116 AVENUE,ADDRESS,SOUTH OZONE PARK,127 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-28T14:37:39.000,10 QUEENS,QUEENS,1036305,186515,PHONE,Unspecified,QUEENS,40.678464294284815,-73.81232662106468,"{'latitude': '40.678464294284815', 'longitude': '-73.81232662106468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58953496,2023-09-28T12:52:02.000,2023-09-28T18:55:15.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11417,110-50 108 STREET,108 STREET,MURIEL COURT,SUTTER AVENUE,MURIEL COURT,SUTTER AVENUE,ADDRESS,OZONE PARK,108 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T18:55:19.000,10 QUEENS,QUEENS,1030920,185841,ONLINE,Unspecified,QUEENS,40.67664434888161,-73.83174572543628,"{'latitude': '40.67664434888161', 'longitude': '-73.83174572543628', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4114820062,,,,,,,,,
58955219,2023-09-28T12:51:36.000,2023-11-19T08:22:35.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10031,589 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-19T00:00:00.000,09 MANHATTAN,MANHATTAN,996185,238620,PHONE,Unspecified,MANHATTAN,40.82162432594888,-73.95687832440268,"{'latitude': '40.82162432594888', 'longitude': '-73.95687832440268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020020101,,,,,,,,,
58947355,2023-09-28T12:51:35.000,2023-09-28T13:42:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10034,170 VERMILYEA AVENUE,VERMILYEA AVENUE,ISHAM STREET,WEST  211 STREET,ISHAM STREET,WEST  211 STREET,ADDRESS,NEW YORK,VERMILYEA AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T13:42:37.000,12 MANHATTAN,MANHATTAN,1006636,255285,ONLINE,Unspecified,MANHATTAN,40.86734453983834,-73.91906278851496,"{'latitude': '40.86734453983834', 'longitude': '-73.91906278851496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1022280007,,,,,,,,,
58949541,2023-09-28T12:51:31.000,2023-09-28T14:01:40.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,10004,26 BROADWAY,BROADWAY,BEAVER STREET,MORRIS STREET,BEAVER STREET,MORRIS STREET,ADDRESS,NEW YORK,BROADWAY,Closed,N/A,2023-09-28T14:01:43.000,01 MANHATTAN,MANHATTAN,980562,196375,PHONE,Unspecified,MANHATTAN,40.70568000485677,-74.01330172836009,"{'latitude': '40.70568000485677', 'longitude': '-74.01330172836009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1000220013,,,,,,,,,
58948091,2023-09-28T12:51:08.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,10027,436 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  130 STREET,WEST  133 STREET,WEST  130 STREET,WEST  133 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-29T16:30:53.000,10 MANHATTAN,MANHATTAN,998346,236174,ONLINE,Unspecified,MANHATTAN,40.814907560607345,-73.94907567641553,"{'latitude': '40.814907560607345', 'longitude': '-73.94907567641553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58955492,2023-09-28T12:51:00.000,2023-10-04T11:50:39.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11411,118-59 229 STREET,229 STREET,118 AVENUE,119 AVENUE,118 AVENUE,119 AVENUE,ADDRESS,CAMBRIA HEIGHTS,229 STREET,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-04T11:50:47.000,13 QUEENS,QUEENS,1058135,190853,ONLINE,Unspecified,QUEENS,40.69021576930503,-73.73357598298354,"{'latitude': '40.69021576930503', 'longitude': '-73.73357598298354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4127660098,,,,,,,,,
58955338,2023-09-28T12:51:00.000,2023-09-29T06:50:39.000,DOT,Department of Transportation,Broken Parking Meter,No Receipt,Street,11375,QUEENS BOULEVARD,QUEENS BOULEVARD,69 AVENUE,69 ROAD,69 AVENUE,69 ROAD,BLOCKFACE,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-29T06:48:07.000,Unspecified QUEENS,QUEENS,1026195,203047,PHONE,Unspecified,QUEENS,40.72389437445245,-73.8486730579696,"{'latitude': '40.72389437445245', 'longitude': '-73.8486730579696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58960190,2023-09-28T12:50:42.000,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,10309,72 LUCILLE AVENUE,LUCILLE AVENUE,DEAD END,WINANT AVENUE,DEAD END,WINANT AVENUE,ADDRESS,STATEN ISLAND,LUCILLE AVENUE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-29T03:04:37.000,03 STATEN ISLAND,STATEN ISLAND,924050,139240,UNKNOWN,Unspecified,STATEN ISLAND,40.54865295473191,-74.21661687945661,"{'latitude': '40.54865295473191', 'longitude': '-74.21661687945661', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
59006698,2023-09-28T12:50:41.000,2023-10-17T11:05:08.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11413,145-61 223 STREET,223 STREET,145 ROAD,146 AVENUE,145 ROAD,146 AVENUE,ADDRESS,SPRINGFIELD GARDENS,223 STREET,Closed,"NYC Parks inspected and determined this site does not rate high enough to be repaired by NYC Parks at this time.   We understand conditions may become worse over time. In three years, you may submit a service request via 311, the Parks website, or NYC Tree Map for a new inspection.   You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.",2023-10-17T11:05:17.000,13 QUEENS,QUEENS,1051741,180476,UNKNOWN,Unspecified,QUEENS,40.661784422354735,-73.75673607897268,"{'latitude': '40.661784422354735', 'longitude': '-73.75673607897268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58947926,2023-09-28T12:50:27.000,,TLC,Taxi and Limousine Commission,Taxi Report,Driver Report - Non Passenger,,11436,133-16 150 STREET,150 STREET,133 AVENUE,NORTH CONDUIT AVENUE,133 AVENUE,NORTH CONDUIT AVENUE,ADDRESS,JAMAICA,150 STREET,In Progress,,,12 QUEENS,QUEENS,1042719,182696,ONLINE,Unspecified,QUEENS,40.66794198551286,-73.7892355024548,"{'latitude': '40.66794198551286', 'longitude': '-73.7892355024548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4121160042,,,,,"133-16 150 STREET, QUEENS (JAMAICA), NY, 11436",,,,
58949273,2023-09-28T12:50:20.000,2023-09-29T08:40:10.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10035,2400 2 AVENUE,2 AVENUE,EAST 123 STREET,EAST 124 STREET,EAST  123 STREET,EAST  124 STREET,ADDRESS,NEW YORK,2 AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-28T12:50:20.000,11 MANHATTAN,MANHATTAN,1002403,231268,MOBILE,Unspecified,MANHATTAN,40.80143454654757,-73.93443230896085,"{'latitude': '40.80143454654757', 'longitude': '-73.93443230896085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1017970001,,,,,,,,,
