unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,facility_type,due_date
58822533,2023-09-15T21:41:55.000,2023-09-15T21:47:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1011 SHERIDAN AVENUE,SHERIDAN AVENUE,EAST  164 STREET,CARROLL PLACE,EAST  164 STREET,CARROLL PLACE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:47:17.000,04 BRONX,BRONX,1006531,241465,ONLINE,Unspecified,BRONX,40.829413000530494,-73.9194883436301,"{'latitude': '40.829413000530494', 'longitude': '-73.9194883436301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,SHERIDAN AVENUE,2024610130,,,,,,,
58822916,2023-09-15T21:41:55.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11418,87-40 129 STREET,129 STREET,87 ROAD,88 AVENUE,87 ROAD,88 AVENUE,ADDRESS,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-16T09:20:01.000,09 QUEENS,QUEENS,1033359,194597,MOBILE,Unspecified,QUEENS,40.70066431349953,-73.82288886266733,"{'latitude': '40.70066431349953', 'longitude': '-73.82288886266733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RICHMOND HILL,129 STREET,4093360039,,,,,,,
58823431,2023-09-15T21:41:45.000,2023-09-15T22:08:39.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10474,770 HUNTS POINT AVENUE,HUNTS POINT AVENUE,FAILE STREET,COSTER STREET,FAILE STREET,COSTER STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:08:46.000,02 BRONX,BRONX,1015428,236594,PHONE,Unspecified,BRONX,40.81601657029285,-73.88736199157036,"{'latitude': '40.81601657029285', 'longitude': '-73.88736199157036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,HUNTS POINT AVENUE,2027630212,,,,,,,
58822328,2023-09-15T21:41:45.000,2023-09-15T22:53:04.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,112-30 38 AVENUE,38 AVENUE,112 STREET,114 STREET,112 STREET,114 STREET,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T22:53:06.000,03 QUEENS,QUEENS,1024410,213889,MOBILE,Unspecified,QUEENS,40.7536612188254,-73.8550481481489,"{'latitude': '40.7536612188254', 'longitude': '-73.8550481481489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CORONA,38 AVENUE,4017850013,,,,,,,
58822572,2023-09-15T21:41:45.000,2023-09-15T21:46:42.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10001,441 WEST   26 STREET,WEST   26 STREET,WEST   27 DRIVE,10 AVENUE,WEST   27 DRIVE,10 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:46:45.000,04 MANHATTAN,MANHATTAN,983747,212229,ONLINE,Unspecified,MANHATTAN,40.74919612529459,-74.00181538499376,"{'latitude': '40.74919612529459', 'longitude': '-74.00181538499376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST   26 STREET,1007240010,,,,,,,
58825900,2023-09-15T21:41:40.000,2023-09-15T22:21:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11212,407 EAST   96 STREET,EAST   96 STREET,LENOX ROAD,WILLMOHR STREET,LENOX ROAD,WILLMOHR STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:21:06.000,17 BROOKLYN,BROOKLYN,1007070,178934,ONLINE,Unspecified,BROOKLYN,40.65777979040954,-73.91775283943369,"{'latitude': '40.65777979040954', 'longitude': '-73.91775283943369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,EAST   96 STREET,3046710143,,,,,,,
58824966,2023-09-15T21:41:24.000,2023-09-15T23:02:09.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10465,1039 CALHOUN AVENUE,CALHOUN AVENUE,BARKLEY AVENUE,BRUCKNER BOULEVARD,BARKLEY AVENUE,BRUCKNER BOULEVARD,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T23:02:13.000,10 BRONX,BRONX,1031621,242064,ONLINE,Unspecified,BRONX,40.8309581492306,-73.82882239869568,"{'latitude': '40.8309581492306', 'longitude': '-73.82882239869568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,CALHOUN AVENUE,2055330023,,,,,,,
58822544,2023-09-15T21:41:19.000,2023-09-15T22:06:11.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10027,367 WEST  127 STREET,WEST  127 STREET,ST NICHOLAS TERRACE,CONVENT AVENUE,ST NICHOLAS TERRACE,CONVENT AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T22:06:15.000,09 MANHATTAN,MANHATTAN,997419,235263,MOBILE,Unspecified,MANHATTAN,40.812408550733785,-73.95242641659911,"{'latitude': '40.812408550733785', 'longitude': '-73.95242641659911', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  127 STREET,,,,,,,,
58819660,2023-09-15T21:41:01.000,2023-09-15T22:29:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11358,170-14 39 AVENUE,39 AVENUE,170 STREET,171 STREET,170 STREET,171 STREET,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T22:29:46.000,07 QUEENS,QUEENS,1040870,216802,ONLINE,Unspecified,QUEENS,40.761566558612955,-73.7956137536643,"{'latitude': '40.761566558612955', 'longitude': '-73.7956137536643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLUSHING,39 AVENUE,4053230005,,,,,,,
58825472,2023-09-15T21:40:56.000,2023-09-20T05:21:31.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11436,140-03 FOCH BOULEVARD,FOCH BOULEVARD,140 STREET,141 STREET,140 STREET,141 STREET,ADDRESS,Closed,The Department of Sanitation collected the requested items.,2023-09-16T04:03:33.000,12 QUEENS,QUEENS,1039366,186440,ONLINE,Unspecified,QUEENS,40.67823990715797,-73.80129147808863,"{'latitude': '40.67823990715797', 'longitude': '-73.80129147808863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,FOCH BOULEVARD,4119980103,,,,,,,
58825379,2023-09-15T21:40:51.000,2023-09-16T11:36:43.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10301,10 WESTBURY AVENUE,WESTBURY AVENUE,HENDERSON AVENUE,SPRINGHILL AVENUE,HENDERSON AVENUE,SPRINGHILL AVENUE,ADDRESS,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-16T11:36:47.000,01 STATEN ISLAND,STATEN ISLAND,955424,172000,ONLINE,Unspecified,STATEN ISLAND,40.63872996035731,-74.1038641554906,"{'latitude': '40.63872996035731', 'longitude': '-74.1038641554906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,WESTBURY AVENUE,5001010041,,,,,,,
58819653,2023-09-15T21:40:40.000,2023-09-15T22:18:27.000,NYPD,New York City Police Department,Illegal Parking,Detached Trailer,Street/Sidewalk,11203,811 RUTLAND ROAD,RUTLAND ROAD,SCHENECTADY AVENUE,EAST   49 STREET,SCHENECTADY AVENUE,EAST   49 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T22:18:32.000,09 BROOKLYN,BROOKLYN,1002793,179917,ONLINE,Unspecified,BROOKLYN,40.660487897885204,-73.93316516491353,"{'latitude': '40.660487897885204', 'longitude': '-73.93316516491353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,RUTLAND ROAD,3045900051,,,,,,,
58821463,2023-09-15T21:40:35.000,2023-09-15T23:31:25.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10469,3443 EDSON AVENUE,EDSON AVENUE,DEAD END,BOSTON ROAD,DEAD END,BOSTON ROAD,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T23:31:29.000,12 BRONX,BRONX,1028743,259905,ONLINE,Unspecified,BRONX,40.879941252222885,-73.8391037635023,"{'latitude': '40.879941252222885', 'longitude': '-73.8391037635023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,EDSON AVENUE,2048860017,,,,,,,
58821360,2023-09-15T21:40:31.000,2023-09-15T22:08:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11373,90-49 53 AVENUE,53 AVENUE,90 STREET,92 STREET,90 STREET,92 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:08:05.000,04 QUEENS,QUEENS,1019418,208260,ONLINE,Unspecified,QUEENS,40.73823230536929,-73.87309547447138,"{'latitude': '40.73823230536929', 'longitude': '-73.87309547447138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELMHURST,53 AVENUE,4018540049,,,,,,,
58824165,2023-09-15T21:40:23.000,2023-09-15T23:18:46.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11421,76-27 85 ROAD,85 ROAD,76 STREET,79 STREET,76 STREET,79 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T23:18:52.000,09 QUEENS,QUEENS,1021458,192346,ONLINE,Unspecified,QUEENS,40.6945438928197,-73.86582206224482,"{'latitude': '40.6945438928197', 'longitude': '-73.86582206224482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WOODHAVEN,85 ROAD,4088460038,,,,,,,
58823403,2023-09-15T21:40:02.000,2023-09-15T22:42:12.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11040,76-03 270 STREET,270 STREET,76 AVENUE,77 AVENUE,76 AVENUE,77 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T22:42:16.000,13 QUEENS,QUEENS,1065539,213775,PHONE,Unspecified,QUEENS,40.7530658621435,-73.70660103511523,"{'latitude': '40.7530658621435', 'longitude': '-73.70660103511523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW HYDE PARK,270 STREET,4085480060,,,,,,,
58821979,2023-09-15T21:39:57.000,2023-09-16T11:36:43.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10301,10 WESTBURY AVENUE,WESTBURY AVENUE,HENDERSON AVENUE,SPRINGHILL AVENUE,HENDERSON AVENUE,SPRINGHILL AVENUE,ADDRESS,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-16T11:36:45.000,01 STATEN ISLAND,STATEN ISLAND,955424,172000,ONLINE,Unspecified,STATEN ISLAND,40.63872996035731,-74.1038641554906,"{'latitude': '40.63872996035731', 'longitude': '-74.1038641554906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,WESTBURY AVENUE,5001010041,,,,,,,
58825779,2023-09-15T21:39:48.000,2023-09-15T21:48:03.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11226,1728 NOSTRAND AVENUE,NOSTRAND AVENUE,CORTELYOU ROAD,CLARENDON ROAD,CORTELYOU ROAD,CLARENDON ROAD,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:48:07.000,17 BROOKLYN,BROOKLYN,998452,173812,ONLINE,Unspecified,BROOKLYN,40.64373903210858,-73.94882435266125,"{'latitude': '40.64373903210858', 'longitude': '-73.94882435266125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,NOSTRAND AVENUE,3051730026,,,,,,,
58823702,2023-09-15T21:39:47.000,2023-09-16T02:20:30.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11422,240-02 MAYDA ROAD,MAYDA ROAD,BROOKVILLE BOULEVARD,241 STREET,BROOKVILLE BOULEVARD,241 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T02:20:36.000,13 QUEENS,QUEENS,1055615,179905,PHONE,Unspecified,QUEENS,40.66018678322033,-73.74277879158669,"{'latitude': '40.66018678322033', 'longitude': '-73.74277879158669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROSEDALE,MAYDA ROAD,4135430006,,,,,,,
58822007,2023-09-15T21:39:40.000,2023-09-26T09:44:13.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11237,506 KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,MENAHAN STREET,GROVE STREET,MENAHAN STREET,GROVE STREET,ADDRESS,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-26T09:44:21.000,04 BROOKLYN,BROOKLYN,1007328,193552,PHONE,Unspecified,BROOKLYN,40.69790220809538,-73.91677290681294,"{'latitude': '40.69790220809538', 'longitude': '-73.91677290681294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,KNICKERBOCKER AVENUE,3033160032,,,,,,,
58822394,2023-09-15T21:39:21.000,2023-09-15T21:56:31.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10027,248 WEST  132 STREET,WEST  132 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:56:35.000,10 MANHATTAN,MANHATTAN,999046,235838,ONLINE,Unspecified,MANHATTAN,40.81398418999208,-73.94654754241463,"{'latitude': '40.81398418999208', 'longitude': '-73.94654754241463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  132 STREET,1019370150,,,,,,,
58825383,2023-09-15T21:39:19.000,2023-09-18T09:56:59.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,10308,57 SCHLEY AVENUE,SCHLEY AVENUE,LAMOKA AVENUE,KATAN AVENUE,LAMOKA AVENUE,KATAN AVENUE,ADDRESS,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-09-18T09:57:09.000,03 STATEN ISLAND,STATEN ISLAND,942742,140922,PHONE,Unspecified,STATEN ISLAND,40.553376893898054,-74.14936817815678,"{'latitude': '40.553376893898054', 'longitude': '-74.14936817815678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,SCHLEY AVENUE,5046240209,,,,,,,
58823261,2023-09-15T21:39:17.000,2023-09-15T21:50:21.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10472,1101 PUGSLEY AVENUE,PUGSLEY AVENUE,WATSON AVENUE,HAVILAND AVENUE,WATSON AVENUE,HAVILAND AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T21:50:25.000,09 BRONX,BRONX,1023910,241356,ONLINE,Haviland Playground,BRONX,40.8290528869698,-73.85669063395736,"{'latitude': '40.8290528869698', 'longitude': '-73.85669063395736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,PUGSLEY AVENUE,2037900040,,,,,,,
58822705,2023-09-15T21:39:13.000,2023-09-28T08:29:59.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10306,985 FR CAPODANNO BOULEVARD,FR CAPODANNO BOULEVARD,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,02 STATEN ISLAND,STATEN ISLAND,959976,148141,PHONE,Unspecified,STATEN ISLAND,40.57325555953481,-74.08737691640411,"{'latitude': '40.57325555953481', 'longitude': '-74.08737691640411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,,5038640030,,,,,,,
58820696,2023-09-15T21:39:12.000,2023-09-15T22:01:06.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11375,1 TENNIS PLACE,TENNIS PLACE,DARTMOUTH STREET,BURNS STREET,DARTMOUTH STREET,BURNS STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:01:10.000,06 QUEENS,QUEENS,1026762,201267,MOBILE,Unspecified,QUEENS,40.719006004974794,-73.84663871262093,"{'latitude': '40.719006004974794', 'longitude': '-73.84663871262093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FOREST HILLS,TENNIS PLACE,4032190001,,,,,,,
58819932,2023-09-15T21:39:09.000,2023-09-15T21:42:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11412,118-17 FARMERS BOULEVARD,FARMERS BOULEVARD,118 AVENUE,118 ROAD,118 AVENUE,118 ROAD,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:42:50.000,12 QUEENS,QUEENS,1050216,190662,MOBILE,Unspecified,QUEENS,40.6897540861627,-73.76213305110343,"{'latitude': '40.6897540861627', 'longitude': '-73.76213305110343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SAINT ALBANS,FARMERS BOULEVARD,4126030069,,,,,,,
58821912,2023-09-15T21:38:53.000,2023-10-05T09:08:14.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10040,126 NAGLE AVENUE,NAGLE AVENUE,,,,,ADDRESS,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,12 MANHATTAN,MANHATTAN,1004628,252982,PHONE,Unspecified,MANHATTAN,40.86102836819961,-73.92632976802473,"{'latitude': '40.86102836819961', 'longitude': '-73.92632976802473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1021740077,,,,,,,
58821526,2023-09-15T21:38:49.000,2023-09-15T21:55:09.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10011,7 AVENUE,7 AVENUE,7 AVENUE,WEST   17 STREET,7 AVENUE,WEST   17 STREET,INTERSECTION,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T21:55:12.000,04 MANHATTAN,MANHATTAN,984725,209050,PHONE,Unspecified,MANHATTAN,40.74047056754592,-73.9982858947459,"{'latitude': '40.74047056754592', 'longitude': '-73.9982858947459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58822479,2023-09-15T21:38:41.000,2023-09-15T22:01:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11205,117 NORTH OXFORD WALK,NORTH OXFORD WALK,PARK AVENUE,UNNAMED STREET,PARK AVENUE,UNNAMED STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T22:01:12.000,02 BROOKLYN,BROOKLYN,991170,192363,ONLINE,Unspecified,BROOKLYN,40.69466606570996,-73.97504534830813,"{'latitude': '40.69466606570996', 'longitude': '-73.97504534830813', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,NORTH OXFORD WALK,3020410001,,,,,,,
58820188,2023-09-15T21:38:29.000,2023-09-29T06:40:31.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11106,31-35 CRESCENT STREET,CRESCENT STREET,,,,,ADDRESS,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-29T00:00:00.000,01 QUEENS,QUEENS,1004421,217880,ONLINE,Unspecified,QUEENS,40.76468368198577,-73.92718359841146,"{'latitude': '40.76468368198577', 'longitude': '-73.92718359841146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASTORIA,,4005790036,,,,,,,
58821666,2023-09-15T21:38:16.000,2023-09-15T22:00:11.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10459,1142 EAST  165 STREET,EAST  165 STREET,LONGFELLOW AVENUE,WHITLOCK AVENUE,LONGFELLOW AVENUE,WHITLOCK AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:00:16.000,02 BRONX,BRONX,1015385,239951,ONLINE,Unspecified,BRONX,40.82523073194916,-73.887501763679,"{'latitude': '40.82523073194916', 'longitude': '-73.887501763679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,EAST  165 STREET,2027560080,,,,,,,
58824188,2023-09-15T21:38:05.000,2023-09-15T21:54:07.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,255 GRAND STREET,GRAND STREET,CHRYSTIE STREET,FORSYTH STREET,CHRYSTIE STREET,FORSYTH STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:54:10.000,03 MANHATTAN,MANHATTAN,985990,200901,ONLINE,Unspecified,MANHATTAN,40.71810339547375,-73.99372306901314,"{'latitude': '40.71810339547375', 'longitude': '-73.99372306901314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,GRAND STREET,,,,,,,,
58820688,2023-09-15T21:38:02.000,2023-09-15T22:17:01.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10455,755 EAST  149 STREET,EAST  149 STREET,CONCORD AVENUE,WALES AVENUE,CONCORD AVENUE,WALES AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T22:17:06.000,01 BRONX,BRONX,1009764,235483,ONLINE,Unspecified,BRONX,40.812985361831785,-73.90782875761491,"{'latitude': '40.812985361831785', 'longitude': '-73.90782875761491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,EAST  149 STREET,2026410042,,,,,,,
58822160,2023-09-15T21:38:00.000,2023-09-18T14:32:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11213,1517 PARK PLACE,PARK PLACE,ROCHESTER AVE,BUFFALO AVE,,,ADDRESS,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-18T14:32:00.000,08 BROOKLYN,BROOKLYN,1004514,184172,ONLINE,Unspecified,BROOKLYN,40.6721631515944,-73.92694934993281,"{'latitude': '40.6721631515944', 'longitude': '-73.92694934993281', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3013680068,,,,,,N/A,
58823886,2023-09-15T21:38:00.000,2023-09-18T14:44:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11215,624 11 STREET,11 STREET,8 AVE,PROSPECT PARK W,,,ADDRESS,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-18T14:44:00.000,06 BROOKLYN,BROOKLYN,990163,181117,ONLINE,Unspecified,BROOKLYN,40.66379907475832,-73.97868662229708,"{'latitude': '40.66379907475832', 'longitude': '-73.97868662229708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3010970034,,,,,,N/A,
58820521,2023-09-15T21:37:48.000,2023-09-15T21:43:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10019,415 WEST   59 STREET,WEST   59 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T21:43:15.000,07 MANHATTAN,MANHATTAN,988228,219663,MOBILE,Unspecified,MANHATTAN,40.769599670912015,-73.98563854070757,"{'latitude': '40.769599670912015', 'longitude': '-73.98563854070757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST   59 STREET,1011310016,,,,,,,
58821459,2023-09-15T21:37:38.000,2023-09-15T21:54:57.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11220,332 55 STREET,55 STREET,GOWANUS EXPWY EB EN BELT PKWY,4 AVENUE,GOWANUS EXPWY EB EN BELT PKWY,4 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:55:00.000,07 BROOKLYN,BROOKLYN,979624,174038,PHONE,Unspecified,BROOKLYN,40.644369532092995,-74.01666953736014,"{'latitude': '40.644369532092995', 'longitude': '-74.01666953736014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,55 STREET,3008300019,,,,,,,
58820854,2023-09-15T21:37:07.000,2023-09-15T21:46:28.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10032,641 WEST  172 STREET,WEST  172 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:46:32.000,12 MANHATTAN,MANHATTAN,1000955,246849,MOBILE,Unspecified,MANHATTAN,40.84420282391682,-73.93962361842303,"{'latitude': '40.84420282391682', 'longitude': '-73.93962361842303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  172 STREET,,,,,,,,
58826286,2023-09-15T21:37:04.000,2023-09-15T23:01:41.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11040,76-03 270 STREET,270 STREET,76 AVENUE,77 AVENUE,76 AVENUE,77 AVENUE,ADDRESS,Closed,N/A,2023-09-15T23:01:47.000,13 QUEENS,QUEENS,1065539,213775,PHONE,Unspecified,QUEENS,40.7530658621435,-73.70660103511523,"{'latitude': '40.7530658621435', 'longitude': '-73.70660103511523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW HYDE PARK,270 STREET,4085480060,,,,,,,
