unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,taxi_pick_up_location,latitude,longitude,location,closed_date,facility_type,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction
58943051,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11208,734 WORTMAN AVENUE,WORTMAN AVENUE,CRESCENT STREET,HEMLOCK STREET,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-30T12:00:00.000,05 BROOKLYN,3045480001,BROOKLYN,1021146,181191,PHONE,Unspecified,BROOKLYN,,40.66392728678498,-73.86700825476635,"{'latitude': '40.66392728678498', 'longitude': '-73.86700825476635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T12:00:00.000,DSNY Garage,,,,
58945643,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10461,2575 FRISBY AVENUE,FRISBY AVENUE,BENSON STREET,EAST TREMONT AVENUE,,,ADDRESS,BRONX,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-30T12:00:00.000,10 BRONX,2039880053,BRONX,1027228,245846,PHONE,Unspecified,BRONX,,40.84136109816067,-73.8446724670444,"{'latitude': '40.84136109816067', 'longitude': '-73.8446724670444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T12:00:00.000,,,,,
58941821,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,EAST 37 STREET,EAST 37 STREET,INTERSECTION,,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-28T12:00:00.000,17 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,2023-09-28T12:00:00.000,,,,,
58940527,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10304,100 TOMPKINS AVENUE,TOMPKINS AVENUE,TOMPKINS STREET,HILL STREET,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-28T12:00:00.000,01 STATEN ISLAND,5005450110,STATEN ISLAND,962479,166004,PHONE,Unspecified,STATEN ISLAND,,40.62229236421942,-74.07842466616937,"{'latitude': '40.62229236421942', 'longitude': '-74.07842466616937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T12:00:00.000,DSNY Garage,,,,
58943056,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,EAST 119 STREET,EAST 119 STREET,INTERSECTION,,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-29T12:00:00.000,11 MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,2023-09-29T12:00:00.000,DSNY Garage,,,,
58940528,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11207,45 ABERDEEN STREET,ABERDEEN STREET,BROADWAY,BUSHWICK AVENUE,,,ADDRESS,BROOKLYN,,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-28T12:00:00.000,04 BROOKLYN,3034660038,BROOKLYN,1010304,187745,PHONE,Unspecified,BROOKLYN,,40.68195507757633,-73.90606290716757,"{'latitude': '40.68195507757633', 'longitude': '-73.90606290716757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T12:00:00.000,,,,,
58941815,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11412,118-32 200 STREET,200 STREET,118 AVENUE,119 AVENUE,,,ADDRESS,SAINT ALBANS,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-30T12:00:00.000,12 QUEENS,4126240022,QUEENS,1053087,191751,PHONE,Unspecified,QUEENS,,40.69272126391933,-73.75176943225739,"{'latitude': '40.69272126391933', 'longitude': '-73.75176943225739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T12:00:00.000,,,,,
58945632,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10470,679 EAST  240 STREET,EAST  240 STREET,RICHARDSON AVENUE,WHITE PLAINS ROAD,,,ADDRESS,BRONX,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-28T12:00:00.000,12 BRONX,2050830005,BRONX,1025095,268072,PHONE,Unspecified,BRONX,,40.90237468951949,-73.85224587263205,"{'latitude': '40.90237468951949', 'longitude': '-73.85224587263205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T12:00:00.000,,,,,
58937943,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11233,34 HUNTERFLY PLACE,HUNTERFLY PLACE,HERKIMER STREET,ATLANTIC AVENUE,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-28T12:00:00.000,03 BROOKLYN,3017080001,BROOKLYN,1004122,186251,PHONE,Unspecified,BROOKLYN,,40.67787042522765,-73.92835635887984,"{'latitude': '40.67787042522765', 'longitude': '-73.92835635887984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T12:00:00.000,DSNY Garage,,,,
58939246,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10475,3446 MC OWEN AVENUE,MC OWEN AVENUE,EASTCHESTER PLACE,HOLLERS AVENUE,,,ADDRESS,BRONX,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-28T12:00:00.000,12 BRONX,,BRONX,1034546,262569,PHONE,Unspecified,BRONX,,40.88722192145872,-73.81809892224926,"{'latitude': '40.88722192145872', 'longitude': '-73.81809892224926', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T12:00:00.000,,,,,
58940520,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11234,1638 EAST   32 STREET,EAST   32 STREET,AVENUE P,QUENTIN ROAD,,,ADDRESS,BROOKLYN,,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-27T12:00:00.000,18 BROOKLYN,3077040055,BROOKLYN,1000702,162876,PHONE,Unspecified,BROOKLYN,,40.613718129651176,-73.94074333701246,"{'latitude': '40.613718129651176', 'longitude': '-73.94074333701246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T12:00:00.000,,,,,
58937928,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11232,152 41 STREET,41 STREET,1 AVENUE,2 AVENUE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Sanitation (DSNY) tagged the vehicle to confirm it was abandoned. When DSNY returned, the vehicle wasn't in the same exact location. This indicated that the vehicle wasn't abandoned. DSNY closed your Service Request. No further action will be taken.",2023-09-28T12:00:00.000,07 BROOKLYN,3007160027,BROOKLYN,980713,177825,PHONE,Unspecified,BROOKLYN,,40.65476452715549,-74.01274737146956,"{'latitude': '40.65476452715549', 'longitude': '-74.01274737146956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T12:00:00.000,,,,,
58941810,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11215,181 SEVENTH STREET,SEVENTH STREET,2 AVENUE,3 AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-28T12:00:00.000,06 BROOKLYN,3009910054,BROOKLYN,986749,184525,PHONE,Unspecified,BROOKLYN,,40.67315489655165,-73.99099110401532,"{'latitude': '40.67315489655165', 'longitude': '-73.99099110401532', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T12:00:00.000,DSNY Garage,,,,
58930369,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11233,1738 DEAN STREET,DEAN STREET,UTICA AVENUE,ROCHESTER AVENUE,,,ADDRESS,BROOKLYN,,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-27T12:00:00.000,08 BROOKLYN,,BROOKLYN,1003584,185497,PHONE,Unspecified,BROOKLYN,,40.67580205748836,-73.93029814863587,"{'latitude': '40.67580205748836', 'longitude': '-73.93029814863587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T12:00:00.000,DSNY Garage,,,,
58940524,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10312,23 EBEY LANE,EBEY LANE,MYRNA LANE,LISA LANE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-30T12:00:00.000,03 STATEN ISLAND,5060240183,STATEN ISLAND,929450,139257,PHONE,Unspecified,STATEN ISLAND,,40.54873462532841,-74.19718633604539,"{'latitude': '40.54873462532841', 'longitude': '-74.19718633604539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T12:00:00.000,,,,,
58940521,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11369,26-50 91 STREET,91 STREET,ASTORIA BOULEVARD,30 AVENUE,,,ADDRESS,EAST ELMHURST,,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-27T12:00:00.000,03 QUEENS,4013640043,QUEENS,1018015,217100,PHONE,Unspecified,QUEENS,,40.76250131751355,-73.87811383917752,"{'latitude': '40.76250131751355', 'longitude': '-73.87811383917752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T12:00:00.000,,,,,
58937942,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10462,1637 PARKER STREET,PARKER STREET,MACLAY AVENUE,CASTLE HILL AVENUE,,,ADDRESS,BRONX,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-30T12:00:00.000,10 BRONX,2039900062,BRONX,1025229,245128,PHONE,Unspecified,BRONX,,40.839399902860215,-73.85190146059915,"{'latitude': '40.839399902860215', 'longitude': '-73.85190146059915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T12:00:00.000,,,,,
58941814,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11234,1060 EAST   52 STREET,EAST   52 STREET,GLENWOOD ROAD,AVENUE H,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-28T12:00:00.000,18 BROOKLYN,3077350061,BROOKLYN,1004634,170314,PHONE,Unspecified,BROOKLYN,,40.63412570242523,-73.92655864062004,"{'latitude': '40.63412570242523', 'longitude': '-73.92655864062004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T12:00:00.000,,,,,
58937930,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11385,1804 TROUTMAN STREET,TROUTMAN STREET,SENECA AVENUE,ONDERDONK AVENUE,,,ADDRESS,RIDGEWOOD,,Closed,The Department of Sanitation (DSNY) tagged the vehicle to confirm it was abandoned. The owner then claimed the vehicle. DSNY closed your Service Request. No further action will be taken.,2023-09-29T12:00:00.000,05 QUEENS,4034140001,QUEENS,1006610,197960,PHONE,Unspecified,QUEENS,,40.71000297005309,-73.91934762036368,"{'latitude': '40.71000297005309', 'longitude': '-73.91934762036368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T12:00:00.000,,,,,
58943049,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,133 AVENUE,133 AVENUE,INTERSECTION,,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-27T12:00:00.000,10 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,2023-09-27T12:00:00.000,,,,,
58944340,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11203,710 LENOX ROAD,LENOX ROAD,EAST 46 STREET,SCHENECTADY AVENUE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Sanitation (DSNY) tagged the vehicle to confirm it was abandoned. When DSNY returned, the vehicle wasn't in the same exact location. This indicated that the vehicle wasn't abandoned. DSNY closed your Service Request. No further action will be taken.",2023-09-29T12:00:00.000,17 BROOKLYN,3048670009,BROOKLYN,1002613,177968,PHONE,Unspecified,BROOKLYN,,40.65513869746031,-73.93381924890772,"{'latitude': '40.65513869746031', 'longitude': '-73.93381924890772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T12:00:00.000,,,,,
58944328,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10473,1851 OBRIEN AVENUE,OBRIEN AVENUE,DEAD END,LELAND AVENUE,,,ADDRESS,BRONX,,Closed,The vehicle you reported has been removed by the Department of Sanitation.,2023-10-06T12:00:00.000,09 BRONX,2034710005,BRONX,1023300,234799,PHONE,Unspecified,BRONX,,40.811058512238034,-73.8589329895833,"{'latitude': '40.811058512238034', 'longitude': '-73.8589329895833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-06T12:00:00.000,,,,,
58939244,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11234,4828 AVENUE I,AVENUE I,EAST 48 STREET,EAST 49 STREET,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-28T12:00:00.000,18 BROOKLYN,,BROOKLYN,1003756,168956,PHONE,Unspecified,BROOKLYN,,40.63040025811771,-73.9297259039359,"{'latitude': '40.63040025811771', 'longitude': '-73.9297259039359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T12:00:00.000,,,,,
58944325,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11368,33-35 109 STREET,109 STREET,NORTHERN BOULEVARD,34 AVENUE,,,ADDRESS,CORONA,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-27T12:00:00.000,03 QUEENS,4017240046,QUEENS,1022989,215210,PHONE,Unspecified,QUEENS,,40.75729336284815,-73.8601694271733,"{'latitude': '40.75729336284815', 'longitude': '-73.8601694271733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T12:00:00.000,,,,,
58944323,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,EAST 165 STREET,EAST 165 STREET,INTERSECTION,,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-27T12:00:00.000,04 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,2023-09-27T12:00:00.000,,,,,
58939239,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10462,1673 HOLLAND AVENUE,HOLLAND AVENUE,DEAD END,VAN NEST AVENUE,,,ADDRESS,BRONX,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-29T12:00:00.000,11 BRONX,2040380008,BRONX,1021978,246680,PHONE,Unspecified,BRONX,,40.84367417228804,-73.86364185803508,"{'latitude': '40.84367417228804', 'longitude': '-73.86364185803508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T12:00:00.000,DSNY Garage,,,,
58937931,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11436,116-31 144 STREET,144 STREET,116 AVENUE,FOCH BOULEVARD,,,ADDRESS,JAMAICA,,Closed,"The Department of Sanitation (DSNY) tagged the vehicle to confirm it was abandoned. When DSNY returned, the vehicle wasn't in the same exact location. This indicated that the vehicle wasn't abandoned. DSNY closed your Service Request. No further action will be taken.",2023-10-06T12:00:00.000,12 QUEENS,4120030250,QUEENS,1040326,187259,PHONE,Unspecified,QUEENS,,40.68048184126687,-73.79782360811242,"{'latitude': '40.68048184126687', 'longitude': '-73.79782360811242', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-06T12:00:00.000,,,,,
58940525,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11238,1065 ATLANTIC AVENUE,ATLANTIC AVENUE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-28T12:00:00.000,03 BROOKLYN,3020200068,BROOKLYN,996349,186819,PHONE,Unspecified,BROOKLYN,,40.67944349323795,-73.95637898551563,"{'latitude': '40.67944349323795', 'longitude': '-73.95637898551563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T12:00:00.000,DSNY Garage,,,,
58937938,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10302,293 HEBERTON AVENUE,HEBERTON AVENUE,ANDERSON AVENUE,ALBION PLACE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-28T12:00:00.000,01 STATEN ISLAND,5010310018,STATEN ISLAND,947217,170183,PHONE,Unspecified,STATEN ISLAND,,40.6337121761179,-74.13342512469349,"{'latitude': '40.6337121761179', 'longitude': '-74.13342512469349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T12:00:00.000,DSNY Garage,,,,
58934219,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11218,1437 39 STREET,39 STREET,14 AVENUE,15 AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-28T12:00:00.000,12 BROOKLYN,3053470064,BROOKLYN,988917,171995,PHONE,Unspecified,BROOKLYN,,40.638761913947874,-73.98318413462889,"{'latitude': '40.638761913947874', 'longitude': '-73.98318413462889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T12:00:00.000,DSNY Garage,,,,
58944342,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11203,5438 KINGS HIGHWAY,KINGS HIGHWAY,WHITTY LANE,JODIE COURT,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-29T12:00:00.000,17 BROOKLYN,3079290026,BROOKLYN,1004910,172911,PHONE,Unspecified,BROOKLYN,,40.641253271345214,-73.9255562910694,"{'latitude': '40.641253271345214', 'longitude': '-73.9255562910694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T12:00:00.000,,,,,
58939241,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11105,23-05 21 STREET,21 STREET,23 AVENUE,23 ROAD,,,ADDRESS,ASTORIA,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-28T12:00:00.000,01 QUEENS,4008760084,QUEENS,1006638,222927,PHONE,Unspecified,QUEENS,,40.77853103737393,-73.91916351931073,"{'latitude': '40.77853103737393', 'longitude': '-73.91916351931073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T12:00:00.000,DSNY Garage,,,,
58941807,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11370,75-15 25 AVENUE,25 AVENUE,71 STREET,72 STREET,,,ADDRESS,EAST ELMHURST,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-27T12:00:00.000,03 QUEENS,4010270050,QUEENS,1013012,216931,PHONE,Unspecified,QUEENS,,40.762055147902245,-73.89617456053611,"{'latitude': '40.762055147902245', 'longitude': '-73.89617456053611', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T12:00:00.000,,,,,
58936697,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10458,458 CYRUS PLACE,CYRUS PLACE,PARK AVENUE,3 AVENUE,,,ADDRESS,BRONX,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-29T12:00:00.000,06 BRONX,2030410014,BRONX,1014302,252062,PHONE,Unspecified,BRONX,,40.85847561546126,-73.89136062711695,"{'latitude': '40.85847561546126', 'longitude': '-73.89136062711695', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T12:00:00.000,,,,,
58945627,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11421,80-34 87 ROAD,87 ROAD,80 STREET,85 STREET,,,ADDRESS,WOODHAVEN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-27T12:00:00.000,09 QUEENS,4089170009,QUEENS,1022925,191009,PHONE,Unspecified,QUEENS,,40.69086785215245,-73.8605395128291,"{'latitude': '40.69086785215245', 'longitude': '-73.8605395128291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T12:00:00.000,DSNY Garage,,,,
58941812,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11203,721 TROY AVENUE,TROY AVENUE,CLARKSON AVENUE,LENOX ROAD,,,ADDRESS,BROOKLYN,,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-28T12:00:00.000,17 BROOKLYN,3048490047,BROOKLYN,1001836,178183,PHONE,Unspecified,BROOKLYN,,40.655730402449606,-73.93661901637289,"{'latitude': '40.655730402449606', 'longitude': '-73.93661901637289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T12:00:00.000,,,,,
58927783,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11417,107-11 103 STREET,103 STREET,LIBERTY AVENUE,ROCKAWAY BOULEVARD,,,ADDRESS,OZONE PARK,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-27T12:00:00.000,10 QUEENS,4095260068,QUEENS,1029448,187115,PHONE,Unspecified,QUEENS,,40.68014882269414,-73.83704401016648,"{'latitude': '40.68014882269414', 'longitude': '-73.83704401016648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T12:00:00.000,,,,,
58945640,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11224,2737 WEST   15 STREET,WEST   15 STREET,HART PLACE,NEPTUNE AVENUE,,,ADDRESS,BROOKLYN,,Closed,The vehicle you reported has been removed by the Department of Sanitation.,2023-10-24T12:00:00.000,13 BROOKLYN,3069970033,BROOKLYN,988869,150850,PHONE,Unspecified,BROOKLYN,,40.58072325833037,-73.98337154819669,"{'latitude': '40.58072325833037', 'longitude': '-73.98337154819669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-24T12:00:00.000,DSNY Garage,,,,
58940519,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11365,165-14 71 AVENUE,71 AVENUE,165 STREET,166 STREET,,,ADDRESS,FRESH MEADOWS,,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-27T12:00:00.000,08 QUEENS,4069530033,QUEENS,1038597,205465,PHONE,Unspecified,QUEENS,,40.73046367934891,-73.80391038590741,"{'latitude': '40.73046367934891', 'longitude': '-73.80391038590741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T12:00:00.000,,,,,
58945625,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10001,420 WEST   25 STREET,WEST   25 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-28T12:00:00.000,04 MANHATTAN,1007227501,MANHATTAN,983911,211833,PHONE,Unspecified,MANHATTAN,,40.74810921281167,-74.00122347012359,"{'latitude': '40.74810921281167', 'longitude': '-74.00122347012359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T12:00:00.000,,,,,
58939248,2023-09-27T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11212,163 SACKMAN STREET,SACKMAN STREET,EAST NEW YORK AVENUE,LIBERTY AVENUE,,,ADDRESS,BROOKLYN,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-28T12:00:00.000,16 BROOKLYN,3036770015,BROOKLYN,1010326,184849,PHONE,Unspecified,BROOKLYN,,40.67400615222076,-73.90599479201664,"{'latitude': '40.67400615222076', 'longitude': '-73.90599479201664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T12:00:00.000,DSNY Garage,,,,
