unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_company_borough,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp
58966261,2023-09-29T17:05:23.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10016,126 LEXINGTON AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,05 MANHATTAN,1008840020,MANHATTAN,989157,209931,ONLINE,Unspecified,MANHATTAN,40.74288734450505,-73.98229174810815,"{'latitude': '40.74288734450505', 'longitude': '-73.98229174810815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58967906,2023-09-29T17:05:23.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10016,126 LEXINGTON AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,05 MANHATTAN,1008840020,MANHATTAN,989157,209931,ONLINE,Unspecified,MANHATTAN,40.74288734450505,-73.98229174810815,"{'latitude': '40.74288734450505', 'longitude': '-73.98229174810815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58958238,2023-09-29T17:05:23.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10016,126 LEXINGTON AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,05 MANHATTAN,1008840020,MANHATTAN,989157,209931,ONLINE,Unspecified,MANHATTAN,40.74288734450505,-73.98229174810815,"{'latitude': '40.74288734450505', 'longitude': '-73.98229174810815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58961098,2023-09-29T17:05:22.000,2023-09-29T17:06:21.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T17:06:17.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,WASHINGTON AVENUE,,,,,,,
58967463,2023-09-29T17:05:21.000,2023-10-02T02:02:34.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10032,76 ST NICHOLAS PLACE,ST NICHOLAS PLACE,ADDRESS,NEW YORK,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-10-02T00:00:00.000,09 MANHATTAN,1020540079,MANHATTAN,1000634,241478,MOBILE,Unspecified,MANHATTAN,40.829461589531974,-73.94079691863257,"{'latitude': '40.829461589531974', 'longitude': '-73.94079691863257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
59456739,2023-09-29T17:05:16.000,2023-09-29T20:22:00.000,DEP,Department of Environmental Protection,Water Maintenance,Water in Basement,N/A,11413,146-44 223 STREET,223 STREET,ADDRESS,SPRINGFIELD GARDENS,Closed,,2023-09-29T20:22:00.000,13 QUEENS,4134560066,QUEENS,1051428,179849,PHONE,Unspecified,QUEENS,40.66006583250575,-73.75787049421895,"{'latitude': '40.66006583250575', 'longitude': '-73.75787049421895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",146 AVENUE,147 AVENUE,146 AVENUE,147 AVENUE,223 STREET,,,,,,,
59460730,2023-09-29T17:05:00.000,,HPD,Department of Housing Preservation and Development,General,Cooking Gas,Apartment,10472,1328 COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,ADDRESS,BRONX,In Progress,,,09 BRONX,2038750017,BRONX,1020601,242946,PHONE,Unspecified,BRONX,40.8334312143604,-73.86863890039172,"{'latitude': '40.8334312143604', 'longitude': '-73.86863890039172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  172 STREET,EAST  174 STREET,EAST  172 STREET,EAST  174 STREET,COMMONWEALTH AVENUE,,,,,,,
58966686,2023-09-29T17:05:00.000,2023-10-03T11:00:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11104,45-29 43 STREET,43 STREET,ADDRESS,SUNNYSIDE,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-10-03T11:00:00.000,02 QUEENS,4001680016,QUEENS,1005959,209816,ONLINE,Unspecified,QUEENS,40.74254641431839,-73.92165752562363,"{'latitude': '40.74254641431839', 'longitude': '-73.92165752562363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",QUEENS BLVD,47 AVE,,,,,,,,,,
58962091,2023-09-29T17:05:00.000,2023-09-30T07:35:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11218,336 EAST    7 STREET,EAST    7 STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T07:35:00.000,12 BROOKLYN,3053397502,BROOKLYN,991792,173882,ONLINE,Unspecified,BROOKLYN,40.643939342555605,-73.97282299146866,"{'latitude': '40.643939342555605', 'longitude': '-73.97282299146866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CHURCH AVE,BEVERLEY RD,,,,,,,,,,
58960436,2023-09-29T17:05:00.000,2023-10-02T12:06:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10456,1057 SHERIDAN AVENUE,SHERIDAN AVENUE,ADDRESS,BRONX,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-10-02T12:06:00.000,04 BRONX,2024560023,BRONX,1006720,241896,ONLINE,Unspecified,BRONX,40.83059549272944,-73.91880395517619,"{'latitude': '40.83059549272944', 'longitude': '-73.91880395517619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",E 165 ST,E 166 ST,,,,,,N/A,,,,
58957450,2023-09-29T17:05:00.000,2023-09-29T17:58:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10302,28 TREADWELL AVENUE,TREADWELL AVENUE,ADDRESS,STATEN ISLAND,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-29T17:58:00.000,01 STATEN ISLAND,5010860080,STATEN ISLAND,946030,172213,ONLINE,Unspecified,STATEN ISLAND,40.63927904476239,-74.13771322392358,"{'latitude': '40.63927904476239', 'longitude': '-74.13771322392358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RICHMOND TER,STATEN ISLAND RAILWAY LINE,,,,,,,,,,
58963494,2023-09-29T17:05:00.000,2023-10-02T11:50:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11103,45-20 30 AVENUE,30 AVENUE,ADDRESS,ASTORIA,Closed,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2023-10-02T11:50:00.000,01 QUEENS,4007140088,QUEENS,1008970,216869,PHONE,Unspecified,QUEENS,40.76189719952214,-73.91076564146674,"{'latitude': '40.76189719952214', 'longitude': '-73.91076564146674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45 ST,46 ST,,,,,,,,,,
58966901,2023-09-29T17:05:00.000,2023-10-04T11:21:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10305,26 NARROWS ROAD SOUTH,NARROWS ROAD SOUTH,ADDRESS,STATEN ISLAND,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-10-04T11:21:00.000,02 STATEN ISLAND,5030230028,STATEN ISLAND,964707,159358,ONLINE,Unspecified,STATEN ISLAND,40.60405566572919,-74.07037961353947,"{'latitude': '40.60405566572919', 'longitude': '-74.07037961353947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FINGERBOARD RD,GRASMERE DR,,,,,,,,,,
58959348,2023-09-29T17:04:56.000,2023-10-01T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,11214,288 BAY   38 STREET,BAY   38 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-01T00:00:00.000,11 BROOKLYN,3069280050,BROOKLYN,985846,155219,UNKNOWN,Unspecified,BROOKLYN,40.59271635297314,-73.99425335020466,"{'latitude': '40.59271635297314', 'longitude': '-73.99425335020466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,N/A,,,,
59459269,2023-09-29T17:04:55.000,2023-10-06T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Water Supply,Building-Wide,11205,249 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-06T00:00:00.000,02 BROOKLYN,3019090053,BROOKLYN,994968,191527,PHONE,Unspecified,BROOKLYN,40.692367654657566,-73.9613504708135,"{'latitude': '40.692367654657566', 'longitude': '-73.9613504708135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EMERSON PLACE,CLASSON AVENUE,EMERSON PLACE,CLASSON AVENUE,WILLOUGHBY AVENUE,,,,,,,
58961382,2023-09-29T17:04:54.000,2023-10-04T14:24:12.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10033,431 AUDUBON AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,12 MANHATTAN,1021560068,MANHATTAN,1003664,249748,ONLINE,Unspecified,MANHATTAN,40.852154180739646,-73.92982417074968,"{'latitude': '40.852154180739646', 'longitude': '-73.92982417074968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58961280,2023-09-29T17:04:54.000,2023-10-04T14:24:12.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10033,431 AUDUBON AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,12 MANHATTAN,1021560068,MANHATTAN,1003664,249748,ONLINE,Unspecified,MANHATTAN,40.852154180739646,-73.92982417074968,"{'latitude': '40.852154180739646', 'longitude': '-73.92982417074968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58956895,2023-09-29T17:04:54.000,2023-10-04T14:24:11.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10033,431 AUDUBON AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,12 MANHATTAN,1021560068,MANHATTAN,1003664,249748,ONLINE,Unspecified,MANHATTAN,40.852154180739646,-73.92982417074968,"{'latitude': '40.852154180739646', 'longitude': '-73.92982417074968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
59440125,2023-09-29T17:04:50.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,10460,1104 EAST TREMONT AVENUE,EAST TREMONT AVENUE,ADDRESS,BRONX,Closed,,2023-10-01T00:00:00.000,06 BRONX,2039060055,BRONX,1018280,245326,PHONE,Unspecified,BRONX,40.839972866862915,-73.87701417906122,"{'latitude': '40.839972866862915', 'longitude': '-73.87701417906122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEVOE AVENUE,BRONX PARK AVENUE,DEVOE AVENUE,BRONX PARK AVENUE,EAST TREMONT AVENUE,,,,,,,
59435698,2023-09-29T17:04:39.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,10033,431 AUDUBON AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,Closed,,2023-10-04T00:00:00.000,12 MANHATTAN,1021560068,MANHATTAN,1003664,249748,ONLINE,Unspecified,MANHATTAN,40.852154180739646,-73.92982417074968,"{'latitude': '40.852154180739646', 'longitude': '-73.92982417074968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  186 STREET,WEST  187 STREET,WEST  186 STREET,WEST  187 STREET,AUDUBON AVENUE,,,,,,,
59459006,2023-09-29T17:04:39.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,10033,431 AUDUBON AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,Closed,,2023-10-04T00:00:00.000,12 MANHATTAN,1021560068,MANHATTAN,1003664,249748,ONLINE,Unspecified,MANHATTAN,40.852154180739646,-73.92982417074968,"{'latitude': '40.852154180739646', 'longitude': '-73.92982417074968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  186 STREET,WEST  187 STREET,WEST  186 STREET,WEST  187 STREET,AUDUBON AVENUE,,,,,,,
59442530,2023-09-29T17:04:37.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10033,431 AUDUBON AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,Closed,,2023-10-04T00:00:00.000,12 MANHATTAN,1021560068,MANHATTAN,1003664,249748,ONLINE,Unspecified,MANHATTAN,40.852154180739646,-73.92982417074968,"{'latitude': '40.852154180739646', 'longitude': '-73.92982417074968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  186 STREET,WEST  187 STREET,WEST  186 STREET,WEST  187 STREET,AUDUBON AVENUE,,,,,,,
59449213,2023-09-29T17:04:37.000,2023-10-02T11:50:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11103,45-20 30 AVENUE,30 AVENUE,ADDRESS,ASTORIA,Closed,,2023-10-02T11:50:00.000,01 QUEENS,4007140088,QUEENS,1008970,216869,PHONE,Unspecified,QUEENS,40.76189719952214,-73.91076564146674,"{'latitude': '40.76189719952214', 'longitude': '-73.91076564146674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45 STREET,46 STREET,45 STREET,46 STREET,30 AVENUE,,,,,,,
58967862,2023-09-29T17:04:29.000,2023-10-02T20:36:06.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11413,184-09 140 AVENUE,140 AVENUE,ADDRESS,SPRINGFIELD GARDENS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,12 QUEENS,4130220119,QUEENS,1050821,184330,PHONE,Unspecified,QUEENS,40.67236971986366,-73.76001404425737,"{'latitude': '40.67236971986366', 'longitude': '-73.76001404425737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
59460567,2023-09-29T17:04:24.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Electric,Power Outage,Building-Wide,11434,143-14 180 STREET,180 STREET,ADDRESS,JAMAICA,Closed,,2023-10-03T00:00:00.000,12 QUEENS,4130730161,QUEENS,1049696,183083,ONLINE,Unspecified,QUEENS,40.668955384439535,-73.76408171426436,"{'latitude': '40.668955384439535', 'longitude': '-73.76408171426436', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",143 AVENUE,143 ROAD,143 AVENUE,143 ROAD,180 STREET,,,,,,,
58958236,2023-09-29T17:04:17.000,2023-11-17T15:50:16.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10467,3160 WEBSTER AVENUE,WEBSTER AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-17T00:00:00.000,07 BRONX,2033577501,BRONX,1018663,257116,ONLINE,Unspecified,BRONX,40.87233137642129,-73.87556947697918,"{'latitude': '40.87233137642129', 'longitude': '-73.87556947697918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58966232,2023-09-29T17:04:17.000,2023-11-17T15:50:15.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10467,3160 WEBSTER AVENUE,WEBSTER AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-17T00:00:00.000,07 BRONX,2033577501,BRONX,1018663,257116,ONLINE,Unspecified,BRONX,40.87233137642129,-73.87556947697918,"{'latitude': '40.87233137642129', 'longitude': '-73.87556947697918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58964318,2023-09-29T17:04:16.000,2023-10-01T17:57:42.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11226,170 PARKSIDE AVENUE,PARKSIDE AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-10-01T00:00:00.000,14 BROOKLYN,3050530028,BROOKLYN,994679,177790,MOBILE,Unspecified,BROOKLYN,40.654663024930805,-73.96241387096445,"{'latitude': '40.654663024930805', 'longitude': '-73.96241387096445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
59449726,2023-09-29T17:04:10.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11208,914 HEGEMAN AVENUE,HEGEMAN AVENUE,ADDRESS,BROOKLYN,In Progress,,,05 BROOKLYN,3043380001,BROOKLYN,1017830,181717,PHONE,Unspecified,BROOKLYN,40.66538423615473,-73.87895815113006,"{'latitude': '40.66538423615473', 'longitude': '-73.87895815113006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LINWOOD STREET,ESSEX STREET,LINWOOD STREET,ESSEX STREET,HEGEMAN AVENUE,,,,,,,
59459457,2023-09-29T17:04:08.000,2023-09-30T07:35:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11218,336 EAST    7 STREET,EAST    7 STREET,ADDRESS,BROOKLYN,Closed,,2023-09-30T07:35:00.000,12 BROOKLYN,3053397502,BROOKLYN,991792,173882,ONLINE,Unspecified,BROOKLYN,40.643939342555605,-73.97282299146866,"{'latitude': '40.643939342555605', 'longitude': '-73.97282299146866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CHURCH AVENUE,BEVERLEY ROAD,CHURCH AVENUE,BEVERLEY ROAD,EAST    7 STREET,,,,,,,
59442745,2023-09-29T17:04:07.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,11413,184-09 140 AVENUE,140 AVENUE,ADDRESS,SPRINGFIELD GARDENS,Closed,,2023-10-02T00:00:00.000,12 QUEENS,4130220119,QUEENS,1050821,184330,PHONE,Unspecified,QUEENS,40.67236971986366,-73.76001404425737,"{'latitude': '40.67236971986366', 'longitude': '-73.76001404425737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LIRR ATLANTIC LINE,THURSTON STREET,LIRR ATLANTIC LINE,THURSTON STREET,140 AVENUE,,,,,,,
58963298,2023-09-29T17:04:05.000,2023-10-03T09:39:13.000,DOT,Department of Transportation,Sidewalk Condition,Pedestrian Ramp Defective,Sidewalk,11231,277 SMITH STREET,SMITH STREET,ADDRESS,BROOKLYN,Closed,The Department of Transportation inspected the condition you reported and determined that this issue is not within its jurisdiction.,2023-10-03T09:39:17.000,06 BROOKLYN,3004220004,BROOKLYN,986106,187935,PHONE,Unspecified,BROOKLYN,40.68251473376902,-73.99330818015439,"{'latitude': '40.68251473376902', 'longitude': '-73.99330818015439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEGRAW STREET,SACKETT STREET,DEGRAW STREET,SACKETT STREET,SMITH STREET,,,,,,,
58965010,2023-09-29T17:04:05.000,2023-09-29T18:36:16.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11102,27-21 24 AVENUE,24 AVENUE,ADDRESS,ASTORIA,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T18:36:20.000,01 QUEENS,,QUEENS,1007086,221212,MOBILE,Unspecified,QUEENS,40.77382266926791,-73.9175517524441,"{'latitude': '40.77382266926791', 'longitude': '-73.9175517524441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",27 STREET,28 STREET,27 STREET,28 STREET,24 AVENUE,,,,,,,
58964569,2023-09-29T17:04:04.000,2023-10-04T13:11:12.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11212,1821 PITKIN AVENUE,PITKIN AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-04T00:00:00.000,16 BROOKLYN,3037090232,BROOKLYN,1010420,183553,ONLINE,Unspecified,BROOKLYN,40.67044864748288,-73.90566094957657,"{'latitude': '40.67044864748288', 'longitude': '-73.90566094957657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58967452,2023-09-29T17:04:01.000,2023-09-30T18:31:16.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11223,56 QUENTIN ROAD,QUENTIN ROAD,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment to inspect for a lack of heat or hot water. However, HPD was able to verify that heat or hot water was inadequate by inspecting another apartment and a violation was issued. Information about specific violations is available at www.nyc.gov/hpd.",2023-09-30T00:00:00.000,11 BROOKLYN,3066450003,BROOKLYN,988524,159818,PHONE,Unspecified,BROOKLYN,40.60533879029599,-73.98460787910784,"{'latitude': '40.60533879029599', 'longitude': '-73.98460787910784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58956405,2023-09-29T17:04:01.000,2023-09-29T17:13:57.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11234,1853 EAST   38 STREET,EAST   38 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T17:14:01.000,18 BROOKLYN,3084820018,BROOKLYN,1002991,162632,MOBILE,Unspecified,BROOKLYN,40.61304385439106,-73.932499518044,"{'latitude': '40.61304385439106', 'longitude': '-73.932499518044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE R,FILLMORE AVENUE,AVENUE R,FILLMORE AVENUE,EAST   38 STREET,,,,,,,
58965809,2023-09-29T17:04:01.000,2023-10-12T06:57:45.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11223,56 QUENTIN ROAD,QUENTIN ROAD,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,11 BROOKLYN,3066450003,BROOKLYN,988524,159818,PHONE,Unspecified,BROOKLYN,40.60533879029599,-73.98460787910784,"{'latitude': '40.60533879029599', 'longitude': '-73.98460787910784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58960074,2023-09-29T17:03:59.000,2023-10-03T14:03:51.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11102,21-05 30 DRIVE,30 DRIVE,ADDRESS,ASTORIA,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-03T00:00:00.000,01 QUEENS,4005500010,QUEENS,1003936,219140,PHONE,Unspecified,QUEENS,40.768143147911694,-73.92893073547445,"{'latitude': '40.768143147911694', 'longitude': '-73.92893073547445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
59442501,2023-09-29T17:03:51.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11208,765 LINCOLN AVENUE,LINCOLN AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-02T00:00:00.000,05 BROOKLYN,3042719001,BROOKLYN,1021466,183492,PHONE,Unspecified,BROOKLYN,40.6702416730511,-73.86584211312943,"{'latitude': '40.6702416730511', 'longitude': '-73.86584211312943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DUMONT AVENUE,LINDEN BOULEVARD,DUMONT AVENUE,LINDEN BOULEVARD,LINCOLN AVENUE,,,,,,,
