unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,due_date,road_ramp,taxi_company_borough
58882469,2023-09-21T22:15:05.000,2023-09-23T10:44:04.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11214,1726 BATH AVENUE,BATH AVENUE,BAY   16 STREET,BAY   17 STREET,BAY   16 STREET,BAY   17 STREET,ADDRESS,BROOKLYN,BATH AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T05:48:54.000,11 BROOKLYN,3064340030,BROOKLYN,982161,159584,ONLINE,Unspecified,BROOKLYN,40.60469729248368,-74.00752312388056,"{'latitude': '40.60469729248368', 'longitude': '-74.00752312388056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889332,2023-09-21T22:15:03.000,2023-09-21T22:48:21.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11420,127-10 150 AVENUE,150 AVENUE,127 STREET,128 STREET,127 STREET,128 STREET,ADDRESS,SOUTH OZONE PARK,150 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T22:48:25.000,10 QUEENS,4118960035,QUEENS,1035972,181747,MOBILE,Unspecified,QUEENS,40.665379184493666,-73.81356376511799,"{'latitude': '40.665379184493666', 'longitude': '-73.81356376511799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883083,2023-09-21T22:14:57.000,2023-09-21T22:41:58.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11207,2945 FULTON STREET,FULTON STREET,ASHFORD STREET,CLEVELAND STREET,ASHFORD STREET,CLEVELAND STREET,ADDRESS,BROOKLYN,FULTON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T22:42:03.000,05 BROOKLYN,3039390031,BROOKLYN,1015861,186862,ONLINE,Unspecified,BROOKLYN,40.6795133441583,-73.8860314352267,"{'latitude': '40.6795133441583', 'longitude': '-73.8860314352267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889453,2023-09-21T22:14:47.000,2023-09-21T22:34:49.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11101,11-30 45 ROAD,45 ROAD,11 STREET,21 STREET,11 STREET,21 STREET,ADDRESS,LONG ISLAND CITY,45 ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T22:34:55.000,02 QUEENS,4000547501,QUEENS,998319,211407,MOBILE,Unspecified,QUEENS,40.74692876471841,-73.94922508219953,"{'latitude': '40.74692876471841', 'longitude': '-73.94922508219953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890114,2023-09-21T22:14:47.000,2023-09-22T03:12:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11102,25-19 30 DRIVE,30 DRIVE,CRESCENT STREET,29 STREET,CRESCENT STREET,29 STREET,ADDRESS,ASTORIA,30 DRIVE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T03:12:21.000,01 QUEENS,4005770005,QUEENS,1004829,218591,ONLINE,Unspecified,QUEENS,40.76663425211793,-73.92570856067944,"{'latitude': '40.76663425211793', 'longitude': '-73.92570856067944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890847,2023-09-21T22:14:32.000,2023-09-21T22:44:52.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10016,330 EAST   38 STREET,EAST   38 STREET,QUEENS MIDTOWN TUNNEL APPROACH,1 AVENUE,QUEENS MIDTOWN TUNNEL APPROACH,1 AVENUE,ADDRESS,NEW YORK,EAST   38 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T22:44:55.000,06 MANHATTAN,1009437501,MANHATTAN,991803,211336,ONLINE,Unspecified,MANHATTAN,40.746741853644096,-73.97274135596683,"{'latitude': '40.746741853644096', 'longitude': '-73.97274135596683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884317,2023-09-21T22:14:29.000,2023-09-21T22:30:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,106-57 160 STREET,160 STREET,TUSKEGEE AIRMEN WAY,107 AVENUE,TUSKEGEE AIRMEN WAY,107 AVENUE,ADDRESS,JAMAICA,160 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T22:30:30.000,12 QUEENS,4101280050,QUEENS,1041176,193517,ONLINE,Unspecified,QUEENS,40.69765313995758,-73.79470615168378,"{'latitude': '40.69765313995758', 'longitude': '-73.79470615168378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58882763,2023-09-21T22:14:26.000,2023-09-21T22:36:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10312,44 MYRNA LANE,MYRNA LANE,LISA LANE,EBEY LANE,LISA LANE,EBEY LANE,ADDRESS,STATEN ISLAND,MYRNA LANE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T22:36:58.000,03 STATEN ISLAND,5060240223,STATEN ISLAND,929268,139295,ONLINE,Unspecified,STATEN ISLAND,40.54883780145036,-74.19784153156888,"{'latitude': '40.54883780145036', 'longitude': '-74.19784153156888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890703,2023-09-21T22:14:12.000,2023-09-21T23:07:53.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11221,1005 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T23:07:59.000,04 BROOKLYN,3031840054,BROOKLYN,1003962,193915,PHONE,Unspecified,BROOKLYN,40.69890669596684,-73.92891077596047,"{'latitude': '40.69890669596684', 'longitude': '-73.92891077596047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886570,2023-09-21T22:14:00.000,2023-09-21T22:46:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,11360,211-03 18 AVENUE,18 AVENUE,211 ST,212 ST,,,ADDRESS,BAYSIDE,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-21T22:46:00.000,07 QUEENS,4058630110,QUEENS,1044749,224317,PHONE,Unspecified,QUEENS,40.78216751431408,-73.78154378627079,"{'latitude': '40.78216751431408', 'longitude': '-73.78154378627079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889706,2023-09-21T22:13:55.000,2023-09-21T22:33:08.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11238,338 LINCOLN PLACE,LINCOLN PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,LINCOLN PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T22:33:13.000,08 BROOKLYN,3011790027,BROOKLYN,993884,184575,MOBILE,Unspecified,BROOKLYN,40.673287245932336,-73.96526935643561,"{'latitude': '40.673287245932336', 'longitude': '-73.96526935643561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881725,2023-09-21T22:13:51.000,2023-09-21T22:44:58.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,1804 CARTER AVENUE,CARTER AVENUE,ITTNER PLACE,EAST  175 STREET,ITTNER PLACE,EAST  175 STREET,ADDRESS,BRONX,CARTER AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T22:45:03.000,05 BRONX,,BRONX,1011144,247405,PHONE,Unspecified,BRONX,40.84570372597423,-73.90279561522114,"{'latitude': '40.84570372597423', 'longitude': '-73.90279561522114', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881697,2023-09-21T22:13:39.000,2023-09-21T22:29:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,84 CLINTON STREET,CLINTON STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,ADDRESS,NEW YORK,CLINTON STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-21T22:29:55.000,03 MANHATTAN,1003480045,MANHATTAN,988333,201108,ONLINE,Unspecified,MANHATTAN,40.71867078964326,-73.9852707313218,"{'latitude': '40.71867078964326', 'longitude': '-73.9852707313218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887646,2023-09-21T22:13:39.000,2023-09-22T12:43:17.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10028,1260 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST   84 STREET,EAST   85 STREET,EAST   84 STREET,EAST   85 STREET,ADDRESS,NEW YORK,LEXINGTON AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T12:43:20.000,08 MANHATTAN,1015130058,MANHATTAN,996391,222990,MOBILE,Unspecified,MANHATTAN,40.77872397060746,-73.95616229867187,"{'latitude': '40.77872397060746', 'longitude': '-73.95616229867187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889578,2023-09-21T22:13:29.000,2023-09-21T23:21:51.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11225,522 LEFFERTS AVENUE,LEFFERTS AVENUE,LAMONT COURT,KINGSTON AVENUE,LAMONT COURT,KINGSTON AVENUE,ADDRESS,BROOKLYN,LEFFERTS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T23:21:56.000,09 BROOKLYN,3013327504,BROOKLYN,999829,180748,ONLINE,Unspecified,BROOKLYN,40.66277452009023,-73.94384643484935,"{'latitude': '40.66277452009023', 'longitude': '-73.94384643484935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890910,2023-09-21T22:12:39.000,2023-09-21T22:23:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11385,1601 MADISON STREET,MADISON STREET,WYCKOFF AVENUE,MYRTLE AVENUE,WYCKOFF AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,MADISON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T22:24:03.000,05 QUEENS,4035440060,QUEENS,1009384,193904,ONLINE,Unspecified,QUEENS,40.69886276498681,-73.90935696518,"{'latitude': '40.69886276498681', 'longitude': '-73.90935696518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884326,2023-09-21T22:12:36.000,2023-09-21T22:44:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11378,73-33 53 ROAD,53 ROAD,73 STREET,74 STREET,73 STREET,74 STREET,ADDRESS,MASPETH,53 ROAD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T22:45:00.000,05 QUEENS,,QUEENS,1014923,205451,MOBILE,Unspecified,QUEENS,40.73053902994734,-73.88932857175122,"{'latitude': '40.73053902994734', 'longitude': '-73.88932857175122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58882983,2023-09-21T22:12:27.000,2023-09-21T22:44:12.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11215,5 AVENUE,5 AVENUE,5 AVENUE,5 STREET,5 AVENUE,5 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T22:44:16.000,06 BROOKLYN,,BROOKLYN,988608,183956,ONLINE,Unspecified,BROOKLYN,40.6715923992266,-73.98428977627874,"{'latitude': '40.6715923992266', 'longitude': '-73.98428977627874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890890,2023-09-21T22:12:07.000,2023-09-21T22:42:09.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11224,MERMAID AVENUE,MERMAID AVENUE,MERMAID AVENUE,WEST   15 STREET,MERMAID AVENUE,WEST   15 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T22:42:15.000,13 BROOKLYN,,BROOKLYN,989069,149442,ONLINE,Unspecified,BROOKLYN,40.57685846947252,-73.98265254978267,"{'latitude': '40.57685846947252', 'longitude': '-73.98265254978267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889454,2023-09-21T22:12:02.000,2023-09-22T00:01:18.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11373,42-63 79 STREET,79 STREET,WOODSIDE AVENUE,45 AVENUE,WOODSIDE AVENUE,45 AVENUE,ADDRESS,ELMHURST,79 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T00:01:22.000,04 QUEENS,4015250078,QUEENS,1015808,210121,PHONE,Unspecified,QUEENS,40.74335390119383,-73.88611349495122,"{'latitude': '40.74335390119383', 'longitude': '-73.88611349495122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885684,2023-09-21T22:11:37.000,2023-09-21T22:33:33.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,175 WEST  166 STREET,WEST  166 STREET,OGDEN AVENUE,SUMMIT AVENUE,OGDEN AVENUE,SUMMIT AVENUE,ADDRESS,BRONX,WEST  166 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T22:33:38.000,04 BRONX,2025260083,BRONX,1004084,243784,ONLINE,Unspecified,BRONX,40.83578382029558,-73.9283236363615,"{'latitude': '40.83578382029558', 'longitude': '-73.9283236363615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888377,2023-09-21T22:11:37.000,2023-09-21T22:24:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10455,725 FOX STREET,FOX STREET,LEGGETT AVENUE,EAST  156 STREET,LEGGETT AVENUE,EAST  156 STREET,ADDRESS,BRONX,FOX STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T22:24:50.000,02 BRONX,2027070026,BRONX,1012194,236177,ONLINE,Unspecified,BRONX,40.81488284466251,-73.89904731806112,"{'latitude': '40.81488284466251', 'longitude': '-73.89904731806112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889227,2023-09-21T22:11:00.000,2023-09-27T21:58:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10016,113 EAST   31 STREET,EAST   31 STREET,PARK AVE S,LEXINGTON AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-27T21:58:00.000,05 MANHATTAN,1008870010,MANHATTAN,989234,210661,ONLINE,Unspecified,MANHATTAN,40.74489096895451,-73.98201333161907,"{'latitude': '40.74489096895451', 'longitude': '-73.98201333161907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58885241,2023-09-21T22:11:00.000,2023-10-18T20:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,10009,505 EAST   13 STREET,EAST   13 STREET,AVENUE A,AVENUE B,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-18T20:00:00.000,03 MANHATTAN,1004077502,MANHATTAN,989691,205064,ONLINE,Unspecified,MANHATTAN,40.72952831944242,-73.98036859932775,"{'latitude': '40.72952831944242', 'longitude': '-73.98036859932775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58885262,2023-09-21T22:11:00.000,2023-10-06T01:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10065,310 EAST   65 STREET,EAST   65 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-06T01:45:00.000,08 MANHATTAN,1014390046,MANHATTAN,995029,217675,ONLINE,Unspecified,MANHATTAN,40.76413744994267,-73.9610886177666,"{'latitude': '40.76413744994267', 'longitude': '-73.9610886177666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58885683,2023-09-21T22:10:55.000,2023-09-21T22:35:18.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,622 WEST  137 STREET,WEST  137 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  137 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T22:35:23.000,09 MANHATTAN,1020020061,MANHATTAN,996757,238636,ONLINE,Unspecified,MANHATTAN,40.821667450043606,-73.95481163398917,"{'latitude': '40.821667450043606', 'longitude': '-73.95481163398917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889647,2023-09-21T22:10:52.000,2023-09-21T22:26:36.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10013,GRAND STREET,GRAND STREET,GRAND STREET,MULBERRY STREET,GRAND STREET,MULBERRY STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T22:26:40.000,02 MANHATTAN,,MANHATTAN,984998,201346,MOBILE,Unspecified,MANHATTAN,40.71932495298221,-73.99730159170717,"{'latitude': '40.71932495298221', 'longitude': '-73.99730159170717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885420,2023-09-21T22:10:33.000,2023-09-21T22:32:33.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11238,535 CARLTON AVENUE,CARLTON AVENUE,PACIFIC STREET,DEAN STREET,PACIFIC STREET,DEAN STREET,ADDRESS,BROOKLYN,CARLTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T22:32:38.000,08 BROOKLYN,3011297502,BROOKLYN,992327,187547,MOBILE,Unspecified,BROOKLYN,40.68144627154087,-73.97087879103465,"{'latitude': '40.68144627154087', 'longitude': '-73.97087879103465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884221,2023-09-21T22:10:31.000,2023-09-21T22:42:56.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,11377,72-10 41 AVENUE,41 AVENUE,72 STREET,73 STREET,72 STREET,73 STREET,ADDRESS,WOODSIDE,41 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T22:43:00.000,04 QUEENS,4013120010,QUEENS,1013908,210718,ONLINE,Unspecified,QUEENS,40.74499909172425,-73.89296757512533,"{'latitude': '40.74499909172425', 'longitude': '-73.89296757512533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890678,2023-09-21T22:10:31.000,2023-09-21T23:32:06.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10019,WEST   53 STREET,WEST   53 STREET,7 AVENUE,WEST   53 STREET,7 AVENUE,WEST   53 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T23:32:09.000,05 MANHATTAN,,MANHATTAN,989266,217247,MOBILE,Unspecified,MANHATTAN,40.76296784838588,-73.98189293433464,"{'latitude': '40.76296784838588', 'longitude': '-73.98189293433464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883061,2023-09-21T22:10:26.000,2023-09-21T22:35:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11216,6 ALBANY AVENUE,ALBANY AVENUE,DECATUR STREET,FULTON STREET,DECATUR STREET,FULTON STREET,ADDRESS,BROOKLYN,ALBANY AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T22:35:20.000,03 BROOKLYN,3018580024,BROOKLYN,1001313,187243,ONLINE,Unspecified,BROOKLYN,40.6805991000235,-73.93848100682325,"{'latitude': '40.6805991000235', 'longitude': '-73.93848100682325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58893478,2023-09-21T22:10:05.000,2023-09-22T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Debris - Excessive,,10012,184 THOMPSON STREET,THOMPSON STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-22T00:00:00.000,02 MANHATTAN,1005257506,MANHATTAN,984241,204502,UNKNOWN,Unspecified,MANHATTAN,40.727987440098524,-74.00003247169991,"{'latitude': '40.727987440098524', 'longitude': '-74.00003247169991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890279,2023-09-21T22:10:05.000,2023-09-23T14:15:55.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11436,147-17 123 AVENUE,123 AVENUE,147 STREET,SUTPHIN BOULEVARD,147 STREET,SUTPHIN BOULEVARD,ADDRESS,JAMAICA,123 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T09:44:14.000,12 QUEENS,4120450016,QUEENS,1042220,185590,MOBILE,Unspecified,QUEENS,40.6758886257085,-73.79100936302339,"{'latitude': '40.6758886257085', 'longitude': '-73.79100936302339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58891453,2023-09-21T22:10:00.000,2023-09-25T11:12:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10314,64A JENNIFER PLACE,JENNIFER PLACE,MORANI STREET,AKRON STREET,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-25T11:12:00.000,02 STATEN ISLAND,5015487502,STATEN ISLAND,940409,161985,PHONE,Unspecified,STATEN ISLAND,40.61117933621641,-74.15790018070868,"{'latitude': '40.61117933621641', 'longitude': '-74.15790018070868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883477,2023-09-21T22:09:47.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11215,354 2 STREET,2 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,2 STREET,In Progress,,,06 BROOKLYN,3009747503,BROOKLYN,988845,184725,ONLINE,Unspecified,BROOKLYN,40.67370301182321,-73.98343488698346,"{'latitude': '40.67370301182321', 'longitude': '-73.98343488698346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887952,2023-09-21T22:09:43.000,2023-09-21T22:47:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11417,106-55 96 STREET,96 STREET,ROCKAWAY BOULEVARD,108 AVENUE,ROCKAWAY BOULEVARD,108 AVENUE,ADDRESS,OZONE PARK,96 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T22:47:35.000,10 QUEENS,4091670110,QUEENS,1027825,187101,MOBILE,Unspecified,QUEENS,40.68011853428225,-73.84289562053462,"{'latitude': '40.68011853428225', 'longitude': '-73.84289562053462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889668,2023-09-21T22:09:41.000,2023-09-21T22:30:56.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,1815 GRAND CONCOURSE,GRAND CONCOURSE,EASTBURN AVENUE,EAST  176 STREET,EASTBURN AVENUE,EAST  176 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T22:31:00.000,05 BRONX,2028260072,BRONX,1009655,247989,ONLINE,Unspecified,BRONX,40.84731104281934,-73.908175168756,"{'latitude': '40.84731104281934', 'longitude': '-73.908175168756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58891313,2023-09-21T22:09:36.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11364,64-60 CLOVERDALE BOULEVARD,CLOVERDALE BOULEVARD,64 AVENUE,67 AVENUE,64 AVENUE,67 AVENUE,ADDRESS,OAKLAND GARDENS,CLOVERDALE BOULEVARD,In Progress,,,11 QUEENS,4076600060,QUEENS,1053441,212055,UNKNOWN,Unspecified,QUEENS,40.748447859750485,-73.75028417021198,"{'latitude': '40.748447859750485', 'longitude': '-73.75028417021198', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888844,2023-09-21T22:09:35.000,2023-09-22T03:36:54.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11385,71-38 MYRTLE AVENUE,MYRTLE AVENUE,71 PLACE,72 STREET,71 PLACE,72 STREET,ADDRESS,RIDGEWOOD,MYRTLE AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T03:37:01.000,05 QUEENS,4037100022,QUEENS,1017818,195089,ONLINE,Unspecified,QUEENS,40.70208733645331,-73.87893478984161,"{'latitude': '40.70208733645331', 'longitude': '-73.87893478984161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
